"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"9330226.04",2600.00,2479.00,4.90,1306.00,1229.00,9043.50,0.29
"9330227.01",5290.00,3941.00,34.20,2742.00,2568.00,19069.90,0.28
"9330227.02",5181.00,5381.00,-3.70,2869.00,2763.00,4576.50,1.13
"9330228.02",3734.00,3687.00,1.30,1306.00,1195.00,3807.90,0.98
"9330228.03",4566.00,4542.00,0.50,2306.00,2214.00,13933.50,0.33
"9330228.04",5728.00,5348.00,7.10,2612.00,2528.00,7994.40,0.72
"9330229.00",7140.00,6994.00,2.10,2901.00,2705.00,2328.60,3.07
"9330230.01",5403.00,5447.00,-0.80,1992.00,1931.00,1278.60,4.23
"9330230.02",5117.00,4881.00,4.80,1903.00,1827.00,1280.90,3.99
"9330231.00",4036.00,4137.00,-2.40,1430.00,1314.00,1998.30,2.02
"9330232.00",3241.00,3294.00,-1.60,1106.00,1043.00,1115.20,2.91
"9330233.00",7615.00,7414.00,2.70,2475.00,2350.00,5041.40,1.51
"9330234.00",7271.00,6961.00,4.50,2329.00,2209.00,1592.40,4.57
"9330235.02",4693.00,4759.00,-1.40,1787.00,1737.00,3293.10,1.43
"9330235.03",4003.00,3989.00,0.40,2291.00,2207.00,9318.00,0.43
"9330235.04",6603.00,6417.00,2.90,3046.00,3000.00,6247.50,1.06
"9330236.00",3609.00,3856.00,-6.40,1217.00,1159.00,873.30,4.13
"9330237.00",7700.00,7674.00,0.30,3045.00,2957.00,3037.50,2.54
"9330238.01",3576.00,3535.00,1.20,1360.00,1284.00,2907.60,1.23
"9330238.02",7098.00,7133.00,-0.50,2535.00,2393.00,3055.40,2.32
"9330239.01",5742.00,5705.00,0.60,2153.00,2012.00,3671.80,1.56
"9330239.02",5233.00,4460.00,17.30,2672.00,2620.00,6622.40,0.79
"9330240.01",8999.00,7465.00,20.50,4433.00,4249.00,4093.60,2.20
"9330240.02",5441.00,5413.00,0.50,2310.00,2122.00,6137.60,0.89
"9330241.00",7569.00,7579.00,-0.10,3168.00,3011.00,3969.10,1.91
"9330242.00",7388.00,7264.00,1.70,3135.00,2952.00,1601.80,4.61
"9330243.01",6127.00,6162.00,-0.60,2378.00,2205.00,3598.40,1.70
"9330243.02",8696.00,8330.00,4.40,3819.00,3535.00,637.50,13.64
"9330250.01",3680.00,3402.00,8.20,1915.00,1495.00,73.40,50.14
"9330250.02",4303.00,4175.00,3.10,1862.00,1486.00,5.20,831.70
"9330251.01",49.00,47.00,4.30,16.00,15.00,84.00,0.58
"9330251.02",127.00,90.00,41.10,53.00,44.00,22.50,5.63
"9330260.04",3842.00,3861.00,-0.50,1379.00,1337.00,3241.40,1.19
"9330260.05",4044.00,4212.00,-4.00,1523.00,1498.00,1309.10,3.09
"9330260.06",3993.00,4011.00,-0.40,1482.00,1417.00,1545.60,2.58
"9330260.07",5011.00,5033.00,-0.40,2188.00,2173.00,4604.40,1.09
"9330260.08",7503.00,7496.00,0.10,2409.00,2353.00,2181.60,3.44
"9330260.1",3988.00,3684.00,8.30,2027.00,1983.00,13638.90,0.29
"9330260.11",191.00,189.00,1.10,82.00,75.00,17.60,10.87
"9330260.12",4979.00,4525.00,10.00,2228.00,2140.00,1477.10,3.37
"9330270.00",0.00,5.00,-100.00,1.00,0.00,0.00,4.48
"9330280.01",54.00,39.00,38.50,25.00,22.00,3085.70,0.02
"9330280.02",3461.00,3648.00,-5.10,1090.00,1071.00,811.40,4.27
"9330281.01",6298.00,6278.00,0.30,2235.00,2111.00,2847.80,2.21
"9330281.02",6383.00,6563.00,-2.70,2540.00,2389.00,2441.40,2.61
"9330282.01",4220.00,3983.00,6.00,1723.00,1606.00,2971.20,1.42
"9330282.02",4372.00,4233.00,3.30,1807.00,1764.00,3324.50,1.32
"9330283.00",7879.00,7823.00,0.70,3454.00,3247.00,3584.30,2.20
"9330284.01",7165.00,7050.00,1.60,3086.00,2870.00,3333.00,2.15
"9330284.02",7731.00,6781.00,14.00,3467.00,3018.00,3693.00,2.09
"9330285.01",3341.00,3089.00,8.20,1925.00,1852.00,5062.90,0.66
"9330285.02",5778.00,5596.00,3.30,1964.00,1856.00,2623.60,2.20
"9330286.01",5828.00,5728.00,1.70,2032.00,1921.00,1399.10,4.17
"9330286.02",7932.00,7824.00,1.40,2729.00,2666.00,2539.60,3.12
"9330286.03",3966.00,3965.00,0.00,1371.00,1342.00,1456.50,2.72
"9330287.01",8911.00,7687.00,15.90,3237.00,3137.00,4661.80,1.91
"9330287.02",12116.00,5659.00,114.10,3893.00,3766.00,216.70,55.92
"9330287.06",4556.00,4325.00,5.30,1662.00,1621.00,3877.80,1.17
"9330287.09",6277.00,3658.00,71.60,3588.00,3162.00,10493.10,0.60
"9330287.1",2804.00,2976.00,-5.80,872.00,845.00,2337.60,1.20
"9330287.11",5287.00,5249.00,0.70,1801.00,1767.00,2785.70,1.90
"9330287.12",4020.00,3759.00,6.90,1412.00,1348.00,3620.60,1.11
"9330287.13",8618.00,8489.00,1.50,3071.00,2912.00,3837.90,2.25
"9330287.14",4334.00,4509.00,-3.90,1454.00,1375.00,235.30,18.42
"9330287.15",3984.00,3942.00,1.10,1708.00,1677.00,2843.30,1.40
"9330287.16",4023.00,3985.00,1.00,2271.00,2002.00,5036.90,0.80
"9330290.02",8999.00,7930.00,13.50,4579.00,4266.00,1990.30,4.52
"9330290.04",7296.00,7309.00,-0.20,2531.00,2504.00,1436.50,5.08
"9330290.05",3403.00,3388.00,0.40,1186.00,1144.00,2126.10,1.60
"9330290.06",0.00,5.00,-100.00,0.00,0.00,0.00,0.81
"9330290.07",6308.00,6260.00,0.80,2219.00,2129.00,2521.30,2.50
"9330291.01",7659.00,7192.00,6.50,3179.00,3087.00,3357.10,2.28
"9330291.02",8272.00,8023.00,3.10,3032.00,2952.00,2638.30,3.14
"9330292.01",5387.00,5483.00,-1.80,1878.00,1826.00,2557.30,2.11
"9330292.03",6423.00,6449.00,-0.40,2086.00,2070.00,2059.80,3.12
"9330292.04",4865.00,3924.00,24.00,1896.00,1775.00,1008.40,4.82
"9330400.04",7273.00,6564.00,10.80,2346.00,2264.00,586.30,12.41
"9330400.05",7028.00,6253.00,12.40,2501.00,2424.00,1377.20,5.10
"9330400.06",4449.00,4064.00,9.50,1420.00,1378.00,3042.30,1.46
"9330400.07",0.00,0.00,,0.00,0.00,0.00,1.30
"9330400.08",0.00,0.00,,1.00,0.00,0.00,0.39
"9330400.09",5083.00,4140.00,22.80,1843.00,1725.00,141.20,35.99
"9330401.01",3026.00,2622.00,15.40,1367.00,1299.00,2716.60,1.11
"9330401.02",8088.00,7600.00,6.40,4031.00,3871.00,2571.20,3.15
"9330402.02",5344.00,5255.00,1.70,1981.00,1955.00,1807.40,2.96
"9330402.03",4641.00,4534.00,2.40,2390.00,2284.00,3583.00,1.30
"9330402.04",4095.00,4081.00,0.30,1569.00,1505.00,2291.30,1.79
"9330403.01",5401.00,5403.00,0.00,2050.00,1970.00,2299.70,2.35
"9330403.04",4546.00,4527.00,0.40,1661.00,1628.00,908.60,5.00
"9330403.05",4668.00,4514.00,3.40,1638.00,1615.00,2490.40,1.87
"9330403.06",262.00,229.00,14.40,83.00,67.00,618.10,0.42
"9330403.07",5288.00,5273.00,0.30,2004.00,1967.00,1566.10,3.38
"9330404.01",6612.00,6246.00,5.90,2328.00,2227.00,185.70,35.61
"9330404.02",6714.00,4976.00,34.90,2271.00,2150.00,43.80,153.30
"9330410.02",7327.00,6460.00,13.40,3036.00,2985.00,325.10,22.53
"9330410.04",1385.00,1495.00,-7.40,620.00,587.00,23.10,60.05
"9330410.05",5157.00,5152.00,0.10,2068.00,2009.00,3085.40,1.67
"9330410.06",4704.00,4629.00,1.60,1632.00,1613.00,2086.80,2.25
"9330500.01",471.00,498.00,-5.40,286.00,285.00,1680.90,0.28
"9330500.02",5878.00,5957.00,-1.30,2347.00,2187.00,81.20,72.38
"9330501.01",4121.00,3308.00,24.60,1602.00,1534.00,208.60,19.75
"9330501.02",5482.00,5367.00,2.10,1968.00,1921.00,288.00,19.03
"9330501.03",3393.00,3242.00,4.70,1139.00,1094.00,145.80,23.28
"9330502.01",2445.00,2477.00,-1.30,942.00,895.00,1640.60,1.49
"9330502.02",3823.00,3797.00,0.70,1659.00,1595.00,390.90,9.78
"9330502.03",4858.00,4954.00,-1.90,1721.00,1651.00,1857.50,2.62
"9330502.05",2979.00,2705.00,10.10,1138.00,1061.00,88.90,33.51
"9330502.06",3001.00,2881.00,4.20,995.00,959.00,886.00,3.39
"9330502.07",5654.00,5155.00,9.70,2257.00,2221.00,1792.30,3.15
"9330503.01",2451.00,2476.00,-1.00,872.00,840.00,2238.80,1.09
"9330503.03",7071.00,7086.00,-0.20,2551.00,2461.00,1960.30,3.61
"9330503.06",4402.00,4377.00,0.60,2364.00,2217.00,7499.10,0.59
"9330503.07",4573.00,4501.00,1.60,2732.00,2675.00,5411.20,0.85
"9330503.08",4674.00,3976.00,17.60,2500.00,2428.00,1868.60,2.50
"9330503.09",2717.00,2665.00,2.00,1245.00,1219.00,1716.70,1.58
"9330504.03",6300.00,6357.00,-0.90,2226.00,2148.00,459.10,13.72
"9330504.05",7784.00,7654.00,1.70,2911.00,2832.00,2034.00,3.83
"9330504.07",3165.00,3182.00,-0.50,1324.00,1318.00,3751.30,0.84
"9330504.08",4171.00,4212.00,-1.00,1556.00,1546.00,3403.50,1.23
"9330504.09",5378.00,4523.00,18.90,1668.00,1581.00,1535.50,3.50
"9330504.1",4025.00,3968.00,1.40,1597.00,1574.00,3546.60,1.13
"9330504.11",13080.00,4377.00,198.80,4977.00,4694.00,1124.70,11.63
"9330504.12",5135.00,4417.00,16.30,1614.00,1555.00,1291.60,3.98
"9330504.13",3949.00,3381.00,16.80,1602.00,1572.00,2365.70,1.67
"9330504.14",40.00,0.00,,15.00,15.00,130.20,0.31
"9330504.15",1871.00,1866.00,0.30,746.00,724.00,464.80,4.03
"9330505.01",3442.00,3241.00,6.20,1354.00,1279.00,659.80,5.22
"9330505.03",94.00,68.00,38.20,32.00,32.00,52.70,1.78
"9330505.04",5988.00,5715.00,4.80,2007.00,1893.00,100.50,59.57
"9330506.01",4094.00,4036.00,1.40,1538.00,1484.00,1333.40,3.07
"9330506.02",7269.00,7405.00,-1.80,2832.00,2664.00,1165.70,6.24
