geo_id,block_group_name,population,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,m,f,white,black.aa,a.ind..nat.ak,asian,nat.hi.pt.isl,other,two.,not.hisp.latino,hisp.latino
1500000US510594525023,"Block Group 3, Census Tract 4525.02, Fairfax County, Virginia",2619,682,227,316,550,390,227,221,6,0,1430,1189,983,818,0,327,0,334,157,1268,1351
1500000US510594301011,"Block Group 1, Census Tract 4301.01, Fairfax County, Virginia",1443,142,226,198,110,227,165,219,95,61,712,731,1223,7,0,91,0,84,38,1275,168
1500000US510594917021,"Block Group 1, Census Tract 4917.02, Fairfax County, Virginia",1299,0,19,778,254,81,130,20,17,0,754,545,1015,69,0,81,0,20,114,1136,163
1500000US510594607012,"Block Group 2, Census Tract 4607.01, Fairfax County, Virginia",2195,459,161,299,322,310,335,146,101,62,1124,1071,1592,191,0,289,0,52,71,1410,785
1500000US510594921001,"Block Group 1, Census Tract 4921, Fairfax County, Virginia",1939,250,171,139,115,216,405,378,164,101,1000,939,1668,121,0,57,0,0,93,1868,71
1500000US510594819003,"Block Group 3, Census Tract 4819, Fairfax County, Virginia",2330,238,335,260,207,205,323,566,141,55,1209,1121,1793,146,0,230,0,52,109,2330,0
1500000US510594218003,"Block Group 3, Census Tract 4218, Fairfax County, Virginia",1603,113,306,202,207,233,361,181,0,0,867,736,847,394,0,112,0,110,140,1017,586
1500000US510594506021,"Block Group 1, Census Tract 4506.02, Fairfax County, Virginia",1283,172,88,165,355,199,96,142,57,9,549,734,680,31,0,393,0,99,80,1112,171
1500000US510594525022,"Block Group 2, Census Tract 4525.02, Fairfax County, Virginia",2261,349,216,462,302,273,348,124,170,17,1036,1225,852,988,0,322,0,67,32,1498,763
1500000US510594216003,"Block Group 3, Census Tract 4216, Fairfax County, Virginia",1541,253,148,153,291,390,177,100,29,0,783,758,629,516,0,150,0,179,67,718,823
1500000US510594612013,"Block Group 3, Census Tract 4612.01, Fairfax County, Virginia",735,61,94,34,117,49,96,149,92,43,412,323,633,94,0,0,0,0,8,735,0
1500000US510594160001,"Block Group 1, Census Tract 4160, Fairfax County, Virginia",1683,116,277,287,180,252,325,147,40,59,813,870,728,519,25,151,0,35,225,1447,236
1500000US510594607011,"Block Group 1, Census Tract 4607.01, Fairfax County, Virginia",1336,99,244,95,106,243,317,133,40,59,677,659,918,24,0,274,0,23,97,1293,43
1500000US510594203002,"Block Group 2, Census Tract 4203, Fairfax County, Virginia",1898,332,241,179,287,325,255,140,80,59,946,952,1262,436,0,150,0,0,50,1682,216
1500000US510594615004,"Block Group 4, Census Tract 4615, Fairfax County, Virginia",1985,220,267,282,119,369,378,130,162,58,937,1048,1286,68,0,516,0,0,115,1816,169
1500000US510594403002,"Block Group 2, Census Tract 4403, Fairfax County, Virginia",1482,138,294,76,130,213,252,193,140,46,729,753,1083,28,14,313,0,1,43,1460,22
1500000US510594526002,"Block Group 2, Census Tract 4526, Fairfax County, Virginia",2335,289,263,67,238,480,502,302,194,0,1264,1071,676,913,28,396,0,0,322,1991,344
1500000US510594604003,"Block Group 3, Census Tract 4604, Fairfax County, Virginia",1124,139,133,313,80,201,97,143,0,18,611,513,418,210,0,364,0,0,132,1047,77
1500000US510594401002,"Block Group 2, Census Tract 4401, Fairfax County, Virginia",2099,290,367,60,110,320,400,299,120,133,942,1157,1528,107,0,233,0,110,121,1890,209
1500000US510594811042,"Block Group 2, Census Tract 4811.04, Fairfax County, Virginia",924,259,74,111,306,85,46,27,16,0,486,438,183,259,0,436,0,0,46,862,62
1500000US510594211021,"Block Group 1, Census Tract 4211.02, Fairfax County, Virginia",1488,172,119,69,170,79,348,205,154,172,644,844,679,448,0,266,0,46,49,1380,108
1500000US510594712021,"Block Group 1, Census Tract 4712.02, Fairfax County, Virginia",1641,198,88,311,442,260,141,137,64,0,882,759,1258,15,20,335,0,0,13,1570,71
1500000US510594814002,"Block Group 2, Census Tract 4814, Fairfax County, Virginia",2426,474,156,301,388,443,183,281,81,119,996,1430,1761,30,0,294,0,0,341,2415,11
1500000US510594814001,"Block Group 1, Census Tract 4814, Fairfax County, Virginia",1031,91,54,122,253,64,106,112,129,100,440,591,549,83,0,268,0,0,131,1002,29
1500000US510594214002,"Block Group 2, Census Tract 4214, Fairfax County, Virginia",978,260,15,16,280,163,65,118,61,0,625,353,421,132,0,202,0,0,223,910,68
1500000US510594502001,"Block Group 1, Census Tract 4502, Fairfax County, Virginia",2747,335,515,491,613,361,190,147,78,17,1457,1290,1483,602,0,202,0,430,30,1486,1261
1500000US510594308021,"Block Group 1, Census Tract 4308.02, Fairfax County, Virginia",1397,224,212,58,102,156,173,212,183,77,668,729,1299,93,0,5,0,0,0,1242,155
1500000US510594913011,"Block Group 1, Census Tract 4913.01, Fairfax County, Virginia",662,94,132,17,53,145,147,74,0,0,245,417,638,0,0,0,0,0,24,626,36
1500000US510594901032,"Block Group 2, Census Tract 4901.03, Fairfax County, Virginia",1934,338,253,189,329,368,339,66,52,0,831,1103,1267,218,0,19,0,430,0,580,1354
1500000US510594324021,"Block Group 1, Census Tract 4324.02, Fairfax County, Virginia",1476,163,282,98,183,239,243,178,81,9,775,701,1075,205,19,111,0,18,48,1471,5
1500000US510594712023,"Block Group 3, Census Tract 4712.02, Fairfax County, Virginia",1085,186,19,126,316,41,126,122,100,49,559,526,779,37,0,228,0,0,41,957,128
1500000US510594817023,"Block Group 3, Census Tract 4817.02, Fairfax County, Virginia",660,11,36,153,208,138,80,24,10,0,223,437,498,92,0,32,0,0,38,614,46
1500000US510594811031,"Block Group 1, Census Tract 4811.03, Fairfax County, Virginia",1890,388,234,119,426,330,251,68,49,25,912,978,543,107,0,1240,0,0,0,1796,94
1500000US510594809033,"Block Group 3, Census Tract 4809.03, Fairfax County, Virginia",1757,498,234,243,221,216,81,150,66,48,709,1048,958,141,0,186,0,472,0,672,1085
1500000US510594911033,"Block Group 3, Census Tract 4911.03, Fairfax County, Virginia",1372,192,166,125,318,260,180,106,25,0,600,772,705,262,0,316,0,0,89,1372,0
1500000US510594917033,"Block Group 3, Census Tract 4917.03, Fairfax County, Virginia",1229,78,123,423,278,138,135,3,51,0,578,651,649,228,0,210,0,127,15,1011,218
1500000US510594805032,"Block Group 2, Census Tract 4805.03, Fairfax County, Virginia",1956,318,246,193,292,243,381,221,55,7,1095,861,1592,58,0,240,0,34,32,1812,144
1500000US510594911011,"Block Group 1, Census Tract 4911.01, Fairfax County, Virginia",1645,166,226,130,155,172,337,342,70,47,847,798,1365,20,0,224,0,0,36,1532,113
1500000US510594705001,"Block Group 1, Census Tract 4705, Fairfax County, Virginia",1193,282,138,23,91,222,110,179,68,80,535,658,726,46,0,380,0,0,41,1193,0
1500000US510594713012,"Block Group 2, Census Tract 4713.01, Fairfax County, Virginia",2508,326,240,599,498,298,361,114,51,21,1168,1340,1237,175,0,792,0,289,15,1976,532
1500000US510594511002,"Block Group 2, Census Tract 4511, Fairfax County, Virginia",1318,172,184,91,152,178,189,223,86,43,621,697,923,49,0,99,0,111,136,955,363
1500000US510594808022,"Block Group 2, Census Tract 4808.02, Fairfax County, Virginia",1971,181,456,183,155,380,324,186,96,10,953,1018,1219,145,0,405,0,40,162,1603,368
1500000US510594405011,"Block Group 1, Census Tract 4405.01, Fairfax County, Virginia",2236,397,310,161,312,285,213,356,149,53,995,1241,1299,61,0,778,0,14,84,1800,436
1500000US510594408002,"Block Group 2, Census Tract 4408, Fairfax County, Virginia",1091,134,204,0,239,139,71,186,93,25,553,538,876,0,0,215,0,0,0,813,278
1500000US510594208003,"Block Group 3, Census Tract 4208, Fairfax County, Virginia",2027,241,155,465,155,203,397,262,84,65,871,1156,1342,267,0,56,0,284,78,1305,722
1500000US510594825042,"Block Group 2, Census Tract 4825.04, Fairfax County, Virginia",1908,216,325,168,181,328,345,237,73,35,865,1043,1242,98,0,327,0,25,216,1425,483
1500000US510594405022,"Block Group 2, Census Tract 4405.02, Fairfax County, Virginia",1296,104,211,161,55,199,198,262,77,29,662,634,912,84,0,285,0,0,15,1267,29
1500000US510594619012,"Block Group 2, Census Tract 4619.01, Fairfax County, Virginia",2118,261,178,272,345,338,259,275,115,75,949,1169,1286,177,0,562,0,0,93,2005,113
1500000US510594901013,"Block Group 3, Census Tract 4901.01, Fairfax County, Virginia",2297,158,338,327,227,263,558,332,67,27,1117,1180,1815,115,0,269,23,67,8,2033,264
1500000US510594910001,"Block Group 1, Census Tract 4910, Fairfax County, Virginia",1815,207,365,153,97,231,430,258,56,18,852,963,1391,51,0,283,0,0,90,1768,47
1500000US510594823021,"Block Group 1, Census Tract 4823.02, Fairfax County, Virginia",2318,388,312,417,358,361,246,170,56,10,1121,1197,1352,493,0,192,0,211,70,1948,370
1500000US510594823022,"Block Group 2, Census Tract 4823.02, Fairfax County, Virginia",2297,400,236,370,574,302,240,88,65,22,1152,1145,1158,821,0,231,0,19,68,1743,554
1500000US510594618022,"Block Group 2, Census Tract 4618.02, Fairfax County, Virginia",2112,248,298,293,471,204,220,307,45,26,964,1148,1235,9,17,445,0,276,130,1653,459
1500000US510594323001,"Block Group 1, Census Tract 4323, Fairfax County, Virginia",2277,205,235,451,198,270,375,409,81,53,1298,979,1732,138,0,329,0,0,78,1978,299
1500000US510594703001,"Block Group 1, Census Tract 4703, Fairfax County, Virginia",2252,209,412,150,103,238,457,344,234,105,1135,1117,1963,62,0,179,0,20,28,2144,108
1500000US510594616012,"Block Group 2, Census Tract 4616.01, Fairfax County, Virginia",1827,180,129,680,452,285,69,17,15,0,1116,711,927,98,30,511,0,0,261,1808,19
1500000US510594603001,"Block Group 1, Census Tract 4603, Fairfax County, Virginia",601,50,82,66,52,64,102,70,81,34,327,274,540,32,0,23,0,0,6,538,63
1500000US510594820013,"Block Group 3, Census Tract 4820.01, Fairfax County, Virginia",977,119,104,91,148,90,211,158,47,9,505,472,935,0,0,33,0,0,9,977,0
1500000US510594405023,"Block Group 3, Census Tract 4405.02, Fairfax County, Virginia",1075,0,88,400,290,132,120,45,0,0,994,81,523,453,11,51,0,20,17,822,253
1500000US510594401001,"Block Group 1, Census Tract 4401, Fairfax County, Virginia",1333,30,122,40,105,186,123,141,237,349,544,789,1072,35,0,182,0,0,44,1217,116
1500000US510594215001,"Block Group 1, Census Tract 4215, Fairfax County, Virginia",2641,415,306,325,410,457,294,302,53,79,1426,1215,1272,871,0,310,0,188,0,1709,932
1500000US510594211013,"Block Group 3, Census Tract 4211.01, Fairfax County, Virginia",2596,447,424,113,411,492,352,243,114,0,1357,1239,1907,525,0,132,0,0,32,2424,172
1500000US510594914012,"Block Group 2, Census Tract 4914.01, Fairfax County, Virginia",1722,452,101,113,340,293,222,95,92,14,795,927,560,48,0,440,0,383,291,1118,604
1500000US510594402021,"Block Group 1, Census Tract 4402.02, Fairfax County, Virginia",1501,195,130,385,363,109,135,54,74,56,752,749,610,304,0,502,0,39,46,1409,92
1500000US510594808013,"Block Group 3, Census Tract 4808.01, Fairfax County, Virginia",1286,206,144,175,199,209,242,61,45,5,749,537,701,42,0,0,0,380,163,404,882
1500000US510594216002,"Block Group 2, Census Tract 4216, Fairfax County, Virginia",2401,674,162,295,590,177,214,178,111,0,1098,1303,599,1307,0,216,42,145,92,1750,651
1500000US510594825043,"Block Group 3, Census Tract 4825.04, Fairfax County, Virginia",1337,134,190,213,79,173,326,155,60,7,615,722,904,9,0,324,17,0,83,1213,124
1500000US510594502002,"Block Group 2, Census Tract 4502, Fairfax County, Virginia",1630,201,94,212,231,287,189,219,86,111,708,922,1108,51,0,208,0,177,86,1305,325
1500000US510594917024,"Block Group 4, Census Tract 4917.02, Fairfax County, Virginia",822,62,94,144,81,63,127,145,46,60,374,448,216,18,0,588,0,0,0,822,0
1500000US510594318011,"Block Group 1, Census Tract 4318.01, Fairfax County, Virginia",2200,202,336,253,379,338,421,192,52,27,960,1240,1408,94,0,548,0,52,98,1799,401
1500000US510594917011,"Block Group 1, Census Tract 4917.01, Fairfax County, Virginia",800,103,71,91,225,164,91,31,2,22,402,398,431,46,0,241,0,0,82,736,64
1500000US510594528012,"Block Group 2, Census Tract 4528.01, Fairfax County, Virginia",3147,479,412,460,781,352,396,240,0,27,1424,1723,1226,1074,0,731,0,0,116,3098,49
1500000US510594825012,"Block Group 2, Census Tract 4825.01, Fairfax County, Virginia",1179,286,26,328,240,85,159,55,0,0,595,584,562,177,0,408,0,0,32,1054,125
1500000US510594516013,"Block Group 3, Census Tract 4516.01, Fairfax County, Virginia",740,160,31,175,232,111,0,20,0,11,478,262,442,0,0,0,0,298,0,13,727
1500000US510594313003,"Block Group 3, Census Tract 4313, Fairfax County, Virginia",1533,295,194,117,260,174,231,171,71,20,822,711,1080,172,0,196,0,26,59,1295,238
1500000US510594714011,"Block Group 1, Census Tract 4714.01, Fairfax County, Virginia",1299,62,211,135,228,117,175,165,145,61,643,656,1103,3,0,99,0,94,0,1166,133
1500000US510594319002,"Block Group 2, Census Tract 4319, Fairfax County, Virginia",1440,173,208,148,143,156,346,153,104,9,756,684,1115,38,0,256,0,8,23,1376,64
1500000US510594915023,"Block Group 3, Census Tract 4915.02, Fairfax County, Virginia",1684,204,249,174,152,279,366,220,40,0,869,815,800,343,0,453,0,0,88,1580,104
1500000US510594821001,"Block Group 1, Census Tract 4821, Fairfax County, Virginia",1523,320,162,319,255,136,291,32,8,0,745,778,464,491,6,167,0,42,353,1016,507
1500000US510594820022,"Block Group 2, Census Tract 4820.02, Fairfax County, Virginia",1497,120,43,223,234,164,272,210,167,64,602,895,1150,94,0,190,0,11,52,1454,43
1500000US510594612022,"Block Group 2, Census Tract 4612.02, Fairfax County, Virginia",2967,410,344,266,591,437,422,397,69,31,1373,1594,1550,218,0,1092,32,0,75,2634,333
1500000US510594154023,"Block Group 3, Census Tract 4154.02, Fairfax County, Virginia",1244,145,141,162,218,92,246,150,61,29,656,588,509,432,0,104,0,138,61,956,288
1500000US510594704001,"Block Group 1, Census Tract 4704, Fairfax County, Virginia",1063,112,129,108,68,94,145,175,156,76,507,556,954,53,0,51,0,0,5,1044,19
1500000US510594158001,"Block Group 1, Census Tract 4158, Fairfax County, Virginia",1394,194,177,102,93,227,249,113,148,91,671,723,1350,0,0,40,0,0,4,1365,29
1500000US510594811053,"Block Group 3, Census Tract 4811.05, Fairfax County, Virginia",1396,161,223,134,84,253,354,110,77,0,631,765,849,33,0,392,16,0,106,1306,90
1500000US510594825021,"Block Group 1, Census Tract 4825.02, Fairfax County, Virginia",815,143,172,35,91,164,131,79,0,0,424,391,632,8,0,116,0,10,49,781,34
1500000US510594527002,"Block Group 2, Census Tract 4527, Fairfax County, Virginia",2501,486,360,136,435,472,177,235,162,38,1162,1339,882,340,0,252,0,905,122,1253,1248
1500000US510594920002,"Block Group 2, Census Tract 4920, Fairfax County, Virginia",2175,209,265,85,252,162,506,429,176,91,1134,1041,1793,102,0,157,0,73,50,2143,32
1500000US510594905012,"Block Group 2, Census Tract 4905.01, Fairfax County, Virginia",1950,242,230,249,166,429,366,148,84,36,1007,943,840,334,0,703,0,11,62,1835,115
1500000US510594905022,"Block Group 2, Census Tract 4905.02, Fairfax County, Virginia",1267,286,156,91,206,99,160,159,110,0,613,654,834,70,0,168,0,15,180,1267,0
1500000US510594923001,"Block Group 1, Census Tract 4923, Fairfax County, Virginia",1857,287,320,246,244,285,255,134,86,0,915,942,1202,186,0,259,6,71,133,1400,457
1500000US510594802011,"Block Group 1, Census Tract 4802.01, Fairfax County, Virginia",1456,105,235,82,25,185,344,245,149,86,623,833,1170,0,0,275,0,0,11,1436,20
1500000US510594809031,"Block Group 1, Census Tract 4809.03, Fairfax County, Virginia",857,63,16,248,281,91,103,19,9,27,488,369,362,56,0,418,0,0,21,831,26
1500000US510594507022,"Block Group 2, Census Tract 4507.02, Fairfax County, Virginia",1609,241,108,500,243,182,114,166,27,28,939,670,475,402,0,314,0,136,282,1280,329
1500000US510594607021,"Block Group 1, Census Tract 4607.02, Fairfax County, Virginia",1388,248,217,100,143,255,233,99,67,26,693,695,963,75,0,226,0,11,113,1283,105
1500000US510594222012,"Block Group 2, Census Tract 4222.01, Fairfax County, Virginia",1613,206,283,183,119,308,314,118,34,48,829,784,709,123,0,767,0,0,14,1502,111
1500000US510594316003,"Block Group 3, Census Tract 4316, Fairfax County, Virginia",2126,236,314,436,281,400,181,190,55,33,995,1131,1034,209,0,761,0,108,14,1795,331
1500000US510594608001,"Block Group 1, Census Tract 4608, Fairfax County, Virginia",1227,155,231,193,71,169,224,69,91,24,586,641,854,0,0,167,0,0,206,1194,33
1500000US510594804021,"Block Group 1, Census Tract 4804.02, Fairfax County, Virginia",2391,147,444,307,92,362,535,331,109,64,1202,1189,1604,28,0,651,0,0,108,2228,163
1500000US510594318012,"Block Group 2, Census Tract 4318.01, Fairfax County, Virginia",2200,286,432,79,299,374,352,203,130,45,1163,1037,1712,103,0,261,0,10,114,1652,548
1500000US510594316002,"Block Group 2, Census Tract 4316, Fairfax County, Virginia",1183,78,150,135,225,262,167,149,17,0,621,562,609,92,0,343,0,0,139,1050,133
1500000US510594802021,"Block Group 1, Census Tract 4802.02, Fairfax County, Virginia",3195,331,318,577,562,585,345,208,122,147,1524,1671,1761,109,0,1086,0,0,239,2976,219
1500000US510594211011,"Block Group 1, Census Tract 4211.01, Fairfax County, Virginia",641,117,118,0,134,158,48,20,20,26,269,372,344,0,0,146,0,0,151,617,24
1500000US510594825033,"Block Group 3, Census Tract 4825.03, Fairfax County, Virginia",2260,280,428,205,215,463,426,198,12,33,1120,1140,1551,81,0,615,0,0,13,2122,138
1500000US510594205033,"Block Group 3, Census Tract 4205.03, Fairfax County, Virginia",578,69,67,203,109,80,37,13,0,0,309,269,445,133,0,0,0,0,0,461,117
1500000US510594515022,"Block Group 2, Census Tract 4515.02, Fairfax County, Virginia",3230,456,298,424,437,414,283,380,185,353,1689,1541,2157,206,0,306,0,511,50,1534,1696
1500000US510594825014,"Block Group 4, Census Tract 4825.01, Fairfax County, Virginia",1907,285,359,301,384,291,203,84,0,0,1143,764,975,84,6,788,0,0,54,1744,163
1500000US510594809013,"Block Group 3, Census Tract 4809.01, Fairfax County, Virginia",2577,551,395,242,367,354,197,343,99,29,1213,1364,1312,290,0,355,0,447,173,1314,1263
1500000US510594619011,"Block Group 1, Census Tract 4619.01, Fairfax County, Virginia",1913,158,217,241,310,359,218,239,102,69,988,925,787,372,0,616,0,138,0,1232,681
1500000US510594804023,"Block Group 3, Census Tract 4804.02, Fairfax County, Virginia",946,122,144,63,45,91,128,195,81,77,447,499,827,18,0,101,0,0,0,924,22
1500000US510594707004,"Block Group 4, Census Tract 4707, Fairfax County, Virginia",1080,205,128,34,130,223,98,118,115,29,487,593,644,0,12,344,0,0,80,978,102
1500000US510594402022,"Block Group 2, Census Tract 4402.02, Fairfax County, Virginia",453,54,15,21,88,58,79,95,43,0,254,199,318,0,0,104,0,0,31,439,14
1500000US510594714021,"Block Group 1, Census Tract 4714.02, Fairfax County, Virginia",1879,276,332,237,260,355,194,187,38,0,970,909,1152,291,0,310,0,89,37,1326,553
1500000US510594210021,"Block Group 1, Census Tract 4210.02, Fairfax County, Virginia",898,76,15,231,290,77,141,29,39,0,451,447,482,157,0,176,0,0,83,803,95
1500000US510594515012,"Block Group 2, Census Tract 4515.01, Fairfax County, Virginia",1015,169,125,38,351,128,102,31,41,30,454,561,757,134,0,0,0,124,0,650,365
1500000US510594912013,"Block Group 3, Census Tract 4912.01, Fairfax County, Virginia",2066,384,201,336,446,361,277,30,31,0,934,1132,1419,144,0,322,0,0,181,1625,441
1500000US510594922022,"Block Group 2, Census Tract 4922.02, Fairfax County, Virginia",2974,346,610,239,223,533,456,429,107,31,1414,1560,2146,197,18,519,0,0,94,2879,95
1500000US510594304002,"Block Group 2, Census Tract 4304, Fairfax County, Virginia",2490,429,321,247,397,224,259,336,171,106,1260,1230,1679,210,0,444,0,0,157,1994,496
1500000US510594306003,"Block Group 3, Census Tract 4306, Fairfax County, Virginia",1652,177,240,274,349,223,169,154,40,26,998,654,892,61,0,279,0,396,24,748,904
1500000US510594603002,"Block Group 2, Census Tract 4603, Fairfax County, Virginia",2360,371,407,119,157,396,456,191,210,53,1116,1244,1938,0,0,302,0,29,91,2179,181
1500000US510594222023,"Block Group 3, Census Tract 4222.02, Fairfax County, Virginia",2392,292,474,274,189,536,476,112,20,19,1174,1218,988,524,17,665,0,50,148,2220,172
1500000US510594205022,"Block Group 2, Census Tract 4205.02, Fairfax County, Virginia",718,23,50,142,246,173,69,15,0,0,367,351,438,195,0,45,0,12,28,571,147
1500000US510594707001,"Block Group 1, Census Tract 4707, Fairfax County, Virginia",841,38,176,23,32,142,145,134,131,20,435,406,692,8,0,133,0,0,8,770,71
1500000US510594711003,"Block Group 3, Census Tract 4711, Fairfax County, Virginia",694,126,17,36,227,142,50,81,0,15,364,330,571,0,0,72,0,0,51,554,140
1500000US510594922011,"Block Group 1, Census Tract 4922.01, Fairfax County, Virginia",2017,303,203,104,304,178,312,334,206,73,973,1044,1704,23,0,197,0,0,93,1822,195
1500000US510594525013,"Block Group 3, Census Tract 4525.01, Fairfax County, Virginia",1110,186,141,99,140,128,146,177,71,22,545,565,729,86,0,282,0,0,13,1028,82
1500000US510594163001,"Block Group 1, Census Tract 4163, Fairfax County, Virginia",931,82,183,36,77,142,124,203,59,25,504,427,851,0,0,54,6,0,20,916,15
1500000US510594314001,"Block Group 1, Census Tract 4314, Fairfax County, Virginia",1160,95,181,105,86,158,174,237,45,79,554,606,640,199,0,173,0,18,130,1052,108
1500000US510594801004,"Block Group 4, Census Tract 4801, Fairfax County, Virginia",527,59,68,53,0,66,130,72,71,8,280,247,364,0,0,105,0,0,58,517,10
1500000US510594809021,"Block Group 1, Census Tract 4809.02, Fairfax County, Virginia",2852,379,191,536,612,303,470,327,19,15,1468,1384,1906,174,0,470,0,212,90,2066,786
1500000US510594210022,"Block Group 2, Census Tract 4210.02, Fairfax County, Virginia",2379,191,431,223,370,289,383,333,97,62,1211,1168,1433,513,0,412,0,9,12,2250,129
1500000US510594153003,"Block Group 3, Census Tract 4153, Fairfax County, Virginia",1288,173,106,155,196,338,103,131,55,31,516,772,1079,57,13,41,0,30,68,883,405
1500000US510594508002,"Block Group 2, Census Tract 4508, Fairfax County, Virginia",1578,225,178,228,145,237,249,129,63,124,705,873,1127,157,40,218,0,0,36,1309,269
1500000US510594922032,"Block Group 2, Census Tract 4922.03, Fairfax County, Virginia",1328,94,165,180,99,85,360,300,45,0,687,641,1115,84,0,82,0,0,47,1260,68
1500000US510594405021,"Block Group 1, Census Tract 4405.02, Fairfax County, Virginia",5299,69,2482,2368,116,127,52,63,15,7,2461,2838,3458,838,0,618,15,160,210,4873,426
1500000US510594522001,"Block Group 1, Census Tract 4522, Fairfax County, Virginia",3206,407,745,525,404,459,295,238,133,0,1522,1684,1333,235,0,836,0,769,33,1659,1547
1500000US510594805031,"Block Group 1, Census Tract 4805.03, Fairfax County, Virginia",1261,88,152,199,121,140,323,171,50,17,639,622,939,64,0,141,0,0,117,1192,69
1500000US510594163002,"Block Group 2, Census Tract 4163, Fairfax County, Virginia",1038,120,140,68,96,78,198,186,108,44,531,507,913,91,0,11,0,0,23,1003,35
1500000US510594825022,"Block Group 2, Census Tract 4825.02, Fairfax County, Virginia",2126,181,320,222,348,272,394,267,102,20,1098,1028,1520,9,8,508,6,0,75,2026,100
1500000US510594222021,"Block Group 1, Census Tract 4222.02, Fairfax County, Virginia",2130,329,299,376,558,144,248,121,55,0,900,1230,1342,449,34,287,0,0,18,2076,54
1500000US510594324011,"Block Group 1, Census Tract 4324.01, Fairfax County, Virginia",2440,198,384,281,274,214,397,459,172,61,1195,1245,1923,169,0,338,0,0,10,2217,223
1500000US510594915012,"Block Group 2, Census Tract 4915.01, Fairfax County, Virginia",2063,234,269,227,330,378,286,216,28,95,926,1137,452,99,0,1436,0,0,76,1982,81
1500000US510594308022,"Block Group 2, Census Tract 4308.02, Fairfax County, Virginia",1278,108,73,206,265,231,210,116,34,35,566,712,1001,110,0,33,0,106,28,940,338
1500000US510594706001,"Block Group 1, Census Tract 4706, Fairfax County, Virginia",1098,89,132,60,64,176,155,279,126,17,573,525,862,1,0,183,0,11,41,968,130
1500000US510594159002,"Block Group 2, Census Tract 4159, Fairfax County, Virginia",2440,295,268,164,283,337,431,360,112,190,1035,1405,1880,152,0,209,0,0,199,2237,203
1500000US510594503001,"Block Group 1, Census Tract 4503, Fairfax County, Virginia",1019,206,67,122,220,168,126,110,0,0,491,528,779,52,12,83,0,43,50,893,126
1500000US510594823011,"Block Group 1, Census Tract 4823.01, Fairfax County, Virginia",2113,146,152,133,338,286,308,356,337,57,901,1212,1566,63,0,350,0,0,134,1895,218
1500000US510594713033,"Block Group 3, Census Tract 4713.03, Fairfax County, Virginia",2164,287,250,325,524,305,190,192,33,58,1282,882,749,12,0,625,0,601,177,1432,732
1500000US510594713032,"Block Group 2, Census Tract 4713.03, Fairfax County, Virginia",1353,105,43,460,387,51,136,130,29,12,796,557,726,48,0,467,0,15,97,1308,45
1500000US510594825011,"Block Group 1, Census Tract 4825.01, Fairfax County, Virginia",2340,487,286,139,482,541,82,255,53,15,1194,1146,634,221,16,1409,0,14,46,2201,139
1500000US510594811063,"Block Group 3, Census Tract 4811.06, Fairfax County, Virginia",2535,351,505,106,238,388,539,225,127,56,1277,1258,1910,41,8,513,0,0,63,2332,203
1500000US510594823032,"Block Group 2, Census Tract 4823.03, Fairfax County, Virginia",842,45,65,166,149,86,167,67,88,9,343,499,687,13,0,45,0,0,97,774,68
1500000US510594316001,"Block Group 1, Census Tract 4316, Fairfax County, Virginia",5174,404,617,338,304,359,690,346,417,1699,2098,3076,3404,850,19,705,0,61,135,4834,340
1500000US510594208002,"Block Group 2, Census Tract 4208, Fairfax County, Virginia",1150,182,95,126,221,67,199,128,112,20,507,643,632,74,0,311,0,72,61,1017,133
1500000US510594160002,"Block Group 2, Census Tract 4160, Fairfax County, Virginia",3265,710,420,265,668,401,298,226,151,126,1766,1499,2140,644,0,284,0,62,135,2194,1071
1500000US510594826023,"Block Group 3, Census Tract 4826.02, Fairfax County, Virginia",1636,153,279,103,57,262,333,219,123,107,657,979,924,0,0,633,0,0,79,1618,18
1500000US510594515014,"Block Group 4, Census Tract 4515.01, Fairfax County, Virginia",1130,98,66,96,249,95,146,262,54,64,608,522,558,39,0,440,0,14,79,1025,105
1500000US510594612023,"Block Group 3, Census Tract 4612.02, Fairfax County, Virginia",2276,313,308,326,463,346,210,133,80,97,1095,1181,843,378,0,674,0,0,381,2235,41
1500000US510594217021,"Block Group 1, Census Tract 4217.02, Fairfax County, Virginia",2662,702,330,427,193,380,204,208,174,44,1296,1366,1569,324,0,83,0,444,242,1137,1525
1500000US510594221012,"Block Group 2, Census Tract 4221.01, Fairfax County, Virginia",1913,312,184,205,255,332,309,176,109,31,874,1039,703,528,0,360,0,30,292,1773,140
1500000US510594616022,"Block Group 2, Census Tract 4616.02, Fairfax County, Virginia",1198,76,58,503,219,82,155,83,22,0,710,488,432,92,0,329,16,329,0,825,373
1500000US510594801003,"Block Group 3, Census Tract 4801, Fairfax County, Virginia",691,66,31,64,9,75,136,163,103,44,278,413,617,18,0,43,0,0,13,590,101
1500000US510594223021,"Block Group 1, Census Tract 4223.02, Fairfax County, Virginia",634,30,0,108,104,168,106,73,45,0,366,268,357,86,0,133,0,0,58,604,30
1500000US510594804011,"Block Group 1, Census Tract 4804.01, Fairfax County, Virginia",1530,168,331,101,57,222,324,208,98,21,825,705,934,4,0,558,0,10,24,1509,21
1500000US510594162001,"Block Group 1, Census Tract 4162, Fairfax County, Virginia",1846,489,381,144,235,399,159,39,0,0,1101,745,1247,314,0,87,0,80,118,1646,200
