"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8"
"9330221.04",1705.00,1105.00,335.00,770.00,155.00,445.00,330.00,110.00
"9330222.01",2730.00,1820.00,590.00,1235.00,150.00,755.00,600.00,155.00
"9330222.02",2555.00,1680.00,775.00,910.00,40.00,830.00,730.00,105.00
"9330223.01",2980.00,2000.00,645.00,1355.00,120.00,865.00,685.00,185.00
"9330223.02",1575.00,1060.00,280.00,780.00,95.00,415.00,320.00,100.00
"9330224.01",3200.00,1610.00,685.00,930.00,45.00,1540.00,1370.00,170.00
"9330224.02",1965.00,990.00,370.00,615.00,85.00,895.00,795.00,100.00
"9330225.01",1840.00,1325.00,410.00,915.00,165.00,345.00,265.00,85.00
"9330225.02",2790.00,1605.00,640.00,965.00,55.00,1130.00,935.00,200.00
"9330226.02",1415.00,910.00,335.00,575.00,85.00,415.00,300.00,125.00
"9330226.03",3840.00,1995.00,895.00,1100.00,40.00,1800.00,1480.00,320.00
"9330226.04",1230.00,630.00,230.00,395.00,15.00,590.00,480.00,110.00
"9330227.01",2565.00,1300.00,550.00,745.00,30.00,1240.00,935.00,305.00
"9330227.02",2765.00,1390.00,680.00,710.00,25.00,1345.00,1185.00,160.00
"9330228.02",1195.00,835.00,245.00,595.00,100.00,260.00,170.00,90.00
"9330228.03",2215.00,1185.00,525.00,665.00,20.00,1005.00,785.00,215.00
"9330228.04",2530.00,1400.00,520.00,875.00,60.00,1070.00,935.00,130.00
"9330229.00",2705.00,1625.00,640.00,985.00,145.00,935.00,800.00,130.00
"9330230.01",1930.00,1450.00,530.00,925.00,70.00,410.00,355.00,55.00
"9330230.02",1830.00,1085.00,320.00,765.00,105.00,635.00,540.00,95.00
"9330231.00",1315.00,1005.00,330.00,675.00,90.00,215.00,180.00,40.00
"9330232.00",1040.00,740.00,240.00,505.00,85.00,215.00,170.00,45.00
"9330233.00",2350.00,1585.00,440.00,1140.00,235.00,530.00,385.00,150.00
"9330234.00",2205.00,1780.00,480.00,1300.00,100.00,330.00,245.00,85.00
"9330235.02",1735.00,1260.00,350.00,905.00,40.00,435.00,350.00,80.00
"9330235.03",2205.00,980.00,495.00,485.00,10.00,1215.00,1035.00,180.00
"9330235.04",3000.00,1755.00,715.00,1040.00,30.00,1220.00,940.00,280.00
"9330236.00",1160.00,890.00,325.00,565.00,85.00,185.00,135.00,45.00
"9330237.00",2955.00,1960.00,630.00,1335.00,90.00,905.00,800.00,110.00
"9330238.01",1285.00,925.00,325.00,595.00,45.00,315.00,240.00,70.00
"9330238.02",2395.00,1670.00,500.00,1170.00,130.00,595.00,455.00,145.00
"9330239.01",2010.00,1420.00,500.00,925.00,100.00,490.00,380.00,115.00
"9330239.02",2620.00,1435.00,695.00,740.00,15.00,1170.00,945.00,225.00
"9330240.01",4250.00,2365.00,1185.00,1175.00,75.00,1815.00,1520.00,285.00
"9330240.02",2120.00,1335.00,450.00,880.00,90.00,700.00,565.00,135.00
"9330241.00",3010.00,1885.00,725.00,1160.00,75.00,1055.00,905.00,145.00
"9330242.00",2950.00,1840.00,660.00,1175.00,95.00,1020.00,835.00,180.00
"9330243.01",2205.00,1490.00,495.00,995.00,85.00,630.00,420.00,210.00
"9330243.02",3535.00,2225.00,725.00,1505.00,50.00,1265.00,890.00,370.00
"9330250.01",1495.00,1095.00,540.00,550.00,20.00,380.00,340.00,35.00
"9330250.02",1485.00,1225.00,530.00,690.00,55.00,210.00,185.00,30.00
"9330251.01",,,,,,,,
"9330251.02",45.00,30.00,15.00,20.00,0.00,10.00,10.00,0.00
"9330260.04",1340.00,1070.00,330.00,740.00,25.00,240.00,195.00,45.00
"9330260.05",1500.00,1140.00,340.00,800.00,25.00,335.00,300.00,35.00
"9330260.06",1415.00,1155.00,465.00,690.00,40.00,220.00,205.00,20.00
"9330260.07",2175.00,1445.00,600.00,845.00,15.00,710.00,675.00,40.00
"9330260.08",2355.00,2045.00,475.00,1565.00,75.00,235.00,215.00,25.00
"9330260.1",1985.00,1220.00,605.00,615.00,5.00,755.00,690.00,70.00
"9330260.11",75.00,50.00,25.00,25.00,5.00,20.00,15.00,5.00
"9330260.12",2140.00,1335.00,525.00,805.00,35.00,775.00,690.00,80.00
"9330270.00",,,,,,,,
"9330280.01",25.00,10.00,0.00,10.00,0.00,10.00,10.00,0.00
"9330280.02",1070.00,875.00,300.00,580.00,65.00,130.00,120.00,15.00
"9330281.01",2110.00,1645.00,570.00,1080.00,120.00,345.00,305.00,40.00
"9330281.02",2390.00,1615.00,585.00,1030.00,90.00,685.00,575.00,115.00
"9330282.01",1605.00,1065.00,375.00,690.00,65.00,480.00,410.00,70.00
"9330282.02",1760.00,1150.00,405.00,745.00,45.00,560.00,495.00,70.00
"9330283.00",3250.00,1850.00,660.00,1190.00,80.00,1320.00,1060.00,255.00
"9330284.01",2870.00,1845.00,655.00,1190.00,70.00,950.00,765.00,180.00
"9330284.02",3020.00,2020.00,715.00,1305.00,95.00,905.00,750.00,160.00
"9330285.01",1850.00,760.00,325.00,435.00,15.00,1080.00,980.00,95.00
"9330285.02",1860.00,1430.00,435.00,990.00,90.00,340.00,285.00,50.00
"9330286.01",1920.00,1500.00,450.00,1050.00,95.00,330.00,275.00,55.00
"9330286.02",2670.00,2120.00,675.00,1445.00,125.00,430.00,340.00,90.00
"9330286.03",1340.00,1080.00,400.00,680.00,50.00,215.00,185.00,30.00
"9330287.01",3140.00,2400.00,690.00,1710.00,110.00,630.00,540.00,90.00
"9330287.02",3770.00,3175.00,770.00,2405.00,205.00,390.00,335.00,50.00
"9330287.06",1620.00,1100.00,330.00,770.00,65.00,460.00,415.00,40.00
"9330287.09",3160.00,1725.00,700.00,1020.00,20.00,1415.00,1255.00,160.00
"9330287.1",845.00,715.00,185.00,535.00,55.00,75.00,70.00,10.00
"9330287.11",1765.00,1425.00,445.00,980.00,80.00,260.00,220.00,40.00
"9330287.12",1345.00,1075.00,325.00,745.00,75.00,205.00,185.00,20.00
"9330287.13",2910.00,2260.00,550.00,1715.00,140.00,510.00,450.00,60.00
"9330287.14",1375.00,1135.00,315.00,815.00,80.00,165.00,150.00,15.00
"9330287.15",1680.00,1085.00,405.00,685.00,45.00,550.00,520.00,30.00
"9330287.16",2000.00,1185.00,575.00,610.00,15.00,810.00,725.00,80.00
"9330290.02",4270.00,2235.00,935.00,1300.00,35.00,2000.00,1825.00,175.00
"9330290.04",2505.00,2075.00,735.00,1345.00,95.00,335.00,295.00,40.00
"9330290.05",1145.00,915.00,290.00,625.00,50.00,175.00,155.00,25.00
"9330290.06",,,,,,,,
"9330290.07",2130.00,1665.00,480.00,1185.00,80.00,385.00,325.00,60.00
"9330291.01",3085.00,1925.00,635.00,1290.00,95.00,1065.00,940.00,130.00
"9330291.02",2950.00,2130.00,685.00,1450.00,145.00,670.00,570.00,105.00
"9330292.01",1830.00,1485.00,495.00,985.00,80.00,265.00,225.00,40.00
"9330292.03",2070.00,1735.00,440.00,1295.00,65.00,270.00,225.00,40.00
"9330292.04",1775.00,1405.00,500.00,900.00,40.00,330.00,290.00,40.00
"9330400.04",2265.00,1900.00,515.00,1380.00,105.00,265.00,220.00,45.00
"9330400.05",2425.00,1985.00,635.00,1350.00,70.00,365.00,325.00,40.00
"9330400.06",1375.00,1075.00,250.00,825.00,75.00,230.00,195.00,40.00
"9330400.07",,,,,,,,
"9330400.08",,,,,,,,
"9330400.09",1725.00,1355.00,515.00,835.00,90.00,280.00,225.00,55.00
"9330401.01",1300.00,730.00,335.00,395.00,25.00,540.00,490.00,50.00
"9330401.02",3870.00,2010.00,945.00,1065.00,55.00,1805.00,1640.00,165.00
"9330402.02",1955.00,1430.00,525.00,910.00,40.00,485.00,415.00,65.00
"9330402.03",2280.00,1185.00,535.00,650.00,35.00,1065.00,965.00,100.00
"9330402.04",1505.00,1100.00,405.00,695.00,45.00,360.00,300.00,55.00
"9330403.01",1970.00,1410.00,525.00,885.00,65.00,500.00,420.00,75.00
"9330403.04",1630.00,1230.00,415.00,815.00,55.00,340.00,300.00,40.00
"9330403.05",1615.00,1250.00,455.00,795.00,75.00,295.00,250.00,45.00
"9330403.06",70.00,35.00,5.00,30.00,20.00,15.00,10.00,5.00
"9330403.07",1965.00,1445.00,495.00,950.00,50.00,470.00,405.00,65.00
"9330404.01",2225.00,1745.00,660.00,1080.00,110.00,365.00,320.00,50.00
"9330404.02",2150.00,1760.00,585.00,1170.00,110.00,285.00,250.00,35.00
"9330410.02",2985.00,1975.00,810.00,1160.00,75.00,935.00,845.00,95.00
"9330410.04",590.00,395.00,225.00,170.00,20.00,170.00,150.00,20.00
"9330410.05",2010.00,1425.00,530.00,890.00,50.00,535.00,470.00,65.00
"9330410.06",1615.00,1385.00,485.00,900.00,35.00,190.00,165.00,25.00
"9330500.01",285.00,165.00,155.00,15.00,0.00,120.00,115.00,5.00
"9330500.02",2190.00,1485.00,755.00,730.00,130.00,570.00,485.00,85.00
"9330501.01",1535.00,905.00,445.00,460.00,60.00,570.00,520.00,55.00
"9330501.02",1920.00,1460.00,690.00,770.00,120.00,340.00,305.00,40.00
"9330501.03",1095.00,825.00,315.00,515.00,75.00,195.00,165.00,30.00
"9330502.01",895.00,670.00,290.00,380.00,30.00,190.00,170.00,20.00
"9330502.02",1595.00,1030.00,545.00,485.00,55.00,505.00,455.00,50.00
"9330502.03",1650.00,1325.00,525.00,805.00,65.00,260.00,210.00,50.00
"9330502.05",1060.00,760.00,335.00,425.00,60.00,240.00,205.00,35.00
"9330502.06",960.00,770.00,295.00,480.00,55.00,135.00,115.00,15.00
"9330502.07",2220.00,1545.00,745.00,800.00,55.00,615.00,585.00,30.00
"9330503.01",840.00,685.00,265.00,425.00,30.00,125.00,100.00,25.00
"9330503.03",2460.00,1920.00,695.00,1225.00,65.00,475.00,405.00,70.00
"9330503.06",2215.00,1145.00,520.00,625.00,15.00,1060.00,955.00,105.00
"9330503.07",2675.00,930.00,445.00,485.00,15.00,1730.00,1615.00,115.00
"9330503.08",2425.00,1240.00,615.00,625.00,15.00,1170.00,1055.00,110.00
"9330503.09",1220.00,690.00,320.00,370.00,5.00,520.00,465.00,55.00
"9330504.03",2145.00,1735.00,625.00,1110.00,70.00,340.00,295.00,45.00
"9330504.05",2830.00,2105.00,785.00,1320.00,55.00,670.00,595.00,75.00
"9330504.07",1315.00,940.00,395.00,545.00,15.00,365.00,340.00,25.00
"9330504.08",1545.00,1210.00,495.00,710.00,20.00,320.00,290.00,25.00
"9330504.09",1580.00,1220.00,335.00,885.00,145.00,215.00,185.00,35.00
"9330504.1",1575.00,1055.00,390.00,665.00,40.00,480.00,445.00,35.00
"9330504.11",4695.00,3620.00,1230.00,2390.00,130.00,945.00,810.00,135.00
"9330504.12",1555.00,1245.00,295.00,950.00,85.00,225.00,180.00,45.00
"9330504.13",1570.00,1060.00,380.00,680.00,25.00,485.00,435.00,50.00
"9330504.14",15.00,10.00,5.00,5.00,0.00,5.00,5.00,0.00
"9330504.15",725.00,525.00,255.00,270.00,20.00,175.00,160.00,20.00
"9330505.01",1280.00,970.00,455.00,515.00,25.00,280.00,250.00,30.00
"9330505.03",30.00,30.00,5.00,20.00,0.00,5.00,5.00,5.00
"9330505.04",1895.00,1460.00,495.00,965.00,125.00,310.00,260.00,50.00
"9330506.01",1485.00,1060.00,315.00,745.00,50.00,380.00,330.00,45.00
"9330506.02",2665.00,1785.00,630.00,1155.00,125.00,755.00,665.00,90.00
