"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147"
"59150404",665.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,665.00,660.00,0.00,660.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,665.00,665.00,565.00,30.00,300.00,25.00,80.00,15.00,0.00,110.00,0.00,0.00,0.00,0.00,0.00,100.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00,300.00,0.00,300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,250.00,10.00,140.00,10.00,20.00,10.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,45.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,365.00,0.00,370.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,365.00,310.00,20.00,160.00,10.00,55.00,10.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,55.00
"59150405",495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.00,490.00,0.00,485.00,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,490.00,380.00,35.00,190.00,0.00,100.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,15.00,115.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,220.00,0.00,220.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,220.00,180.00,20.00,90.00,0.00,40.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,40.00,275.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,270.00,275.00,0.00,270.00,275.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,275.00,200.00,15.00,100.00,0.00,55.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,75.00
"59150406",635.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,635.00,640.00,0.00,635.00,635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,630.00,635.00,460.00,70.00,260.00,0.00,55.00,0.00,0.00,45.00,0.00,10.00,0.00,0.00,10.00,180.00,330.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,320.00,325.00,0.00,325.00,325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,330.00,225.00,30.00,115.00,0.00,30.00,0.00,0.00,35.00,0.00,10.00,0.00,0.00,0.00,100.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,310.00,0.00,310.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,310.00,235.00,40.00,145.00,0.00,25.00,0.00,0.00,15.00,0.00,10.00,0.00,0.00,10.00,75.00
"59150407",705.00,25.00,30.00,20.00,10.00,0.00,0.00,0.00,675.00,705.00,15.00,685.00,705.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,680.00,700.00,540.00,75.00,225.00,10.00,90.00,10.00,0.00,75.00,0.00,0.00,10.00,0.00,35.00,170.00,350.00,20.00,15.00,15.00,0.00,0.00,0.00,0.00,335.00,355.00,15.00,340.00,350.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,350.00,260.00,35.00,110.00,0.00,50.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,20.00,90.00,355.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,345.00,350.00,0.00,350.00,355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,355.00,275.00,40.00,110.00,10.00,35.00,10.00,0.00,40.00,0.00,10.00,10.00,0.00,20.00,80.00
"59150408",710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.00,705.00,0.00,705.00,705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705.00,705.00,600.00,50.00,285.00,0.00,135.00,20.00,0.00,55.00,15.00,0.00,0.00,0.00,35.00,105.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,370.00,0.00,365.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,365.00,300.00,25.00,140.00,0.00,70.00,10.00,0.00,25.00,10.00,10.00,0.00,0.00,20.00,65.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,335.00,0.00,340.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,340.00,300.00,25.00,145.00,0.00,65.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,15.00,35.00
"59150409",520.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,520.00,520.00,10.00,515.00,525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515.00,520.00,365.00,10.00,190.00,0.00,20.00,35.00,0.00,105.00,0.00,0.00,0.00,0.00,10.00,150.00,245.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,240.00,245.00,10.00,240.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,250.00,190.00,10.00,75.00,0.00,0.00,20.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,60.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,275.00,0.00,275.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,270.00,180.00,0.00,110.00,0.00,15.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,95.00
"59150410",620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.00,620.00,0.00,620.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.00,620.00,490.00,105.00,240.00,0.00,10.00,10.00,0.00,70.00,0.00,0.00,0.00,0.00,60.00,125.00,290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,295.00,0.00,295.00,290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,295.00,240.00,50.00,105.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,40.00,55.00,330.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,320.00,325.00,0.00,325.00,325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.00,325.00,250.00,55.00,135.00,0.00,10.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,20.00,80.00
"59150412",445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,0.00,450.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,320.00,10.00,190.00,0.00,10.00,10.00,0.00,80.00,0.00,0.00,0.00,0.00,10.00,130.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,225.00,0.00,225.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,225.00,165.00,0.00,90.00,0.00,0.00,10.00,0.00,40.00,0.00,0.00,0.00,0.00,15.00,65.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,220.00,0.00,225.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,220.00,160.00,0.00,105.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,65.00
"59150414",580.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,580.00,10.00,580.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,575.00,580.00,490.00,20.00,270.00,0.00,160.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,90.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,280.00,0.00,275.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,280.00,240.00,0.00,130.00,0.00,80.00,0.00,0.00,15.00,10.00,0.00,0.00,0.00,0.00,40.00,300.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,295.00,305.00,0.00,300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00,305.00,255.00,10.00,140.00,0.00,80.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,50.00
"59150415",850.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,845.00,855.00,10.00,845.00,855.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,845.00,850.00,635.00,55.00,330.00,0.00,180.00,0.00,20.00,35.00,0.00,0.00,0.00,0.00,0.00,220.00,415.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00,415.00,10.00,410.00,410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00,415.00,270.00,25.00,130.00,0.00,85.00,0.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,145.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00,440.00,0.00,435.00,440.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00,440.00,365.00,30.00,200.00,0.00,95.00,0.00,15.00,15.00,0.00,10.00,10.00,0.00,0.00,75.00
"59150416",700.00,25.00,20.00,25.00,0.00,0.00,0.00,0.00,675.00,700.00,20.00,685.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690.00,700.00,465.00,110.00,180.00,0.00,75.00,25.00,0.00,40.00,0.00,0.00,20.00,10.00,10.00,235.00,370.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,360.00,365.00,10.00,360.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,365.00,230.00,55.00,80.00,0.00,35.00,15.00,0.00,20.00,0.00,0.00,10.00,0.00,10.00,140.00,335.00,20.00,20.00,15.00,0.00,0.00,0.00,0.00,315.00,335.00,15.00,320.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.00,335.00,235.00,50.00,100.00,0.00,40.00,10.00,0.00,20.00,0.00,0.00,10.00,0.00,0.00,100.00
"59150417",465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,465.00,0.00,465.00,465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,465.00,335.00,55.00,180.00,15.00,40.00,0.00,0.00,30.00,0.00,0.00,10.00,0.00,0.00,130.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,255.00,0.00,255.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,255.00,185.00,35.00,100.00,10.00,20.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,70.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,215.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,150.00,25.00,80.00,10.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,55.00
"59150419",510.00,15.00,10.00,0.00,10.00,0.00,0.00,0.00,495.00,510.00,0.00,510.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,510.00,335.00,30.00,185.00,0.00,80.00,15.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,180.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,250.00,0.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,250.00,155.00,10.00,80.00,0.00,45.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,95.00,265.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,250.00,260.00,0.00,265.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,260.00,180.00,20.00,105.00,0.00,35.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,85.00
"59150420",570.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,565.00,570.00,0.00,570.00,575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,570.00,445.00,20.00,200.00,0.00,55.00,0.00,0.00,145.00,0.00,0.00,10.00,0.00,10.00,125.00,305.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,300.00,310.00,10.00,305.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,305.00,225.00,10.00,80.00,0.00,30.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,10.00,80.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,265.00,0.00,265.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,265.00,215.00,10.00,115.00,0.00,20.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,10.00,45.00
"59150421",680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675.00,680.00,0.00,680.00,675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680.00,675.00,495.00,45.00,270.00,0.00,80.00,10.00,10.00,60.00,0.00,0.00,10.00,0.00,25.00,185.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,330.00,0.00,330.00,325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,330.00,215.00,20.00,120.00,0.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,15.00,115.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,350.00,0.00,345.00,345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,345.00,280.00,30.00,150.00,0.00,45.00,0.00,0.00,40.00,0.00,0.00,10.00,0.00,10.00,75.00
"59150422",885.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,870.00,885.00,0.00,875.00,885.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,865.00,885.00,405.00,50.00,175.00,0.00,50.00,10.00,0.00,80.00,0.00,0.00,10.00,0.00,20.00,480.00,440.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,430.00,435.00,10.00,430.00,440.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425.00,435.00,225.00,20.00,95.00,0.00,30.00,0.00,0.00,55.00,0.00,0.00,15.00,0.00,15.00,215.00,445.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,440.00,450.00,0.00,450.00,445.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00,445.00,180.00,25.00,80.00,0.00,20.00,10.00,0.00,30.00,0.00,10.00,0.00,0.00,10.00,270.00
"59150423",555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,555.00,555.00,0.00,555.00,555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,550.00,385.00,0.00,260.00,0.00,30.00,10.00,0.00,70.00,0.00,0.00,0.00,0.00,10.00,165.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,280.00,0.00,280.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,280.00,180.00,0.00,115.00,0.00,20.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,10.00,100.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,270.00,0.00,275.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,270.00,205.00,0.00,150.00,0.00,10.00,0.00,0.00,45.00,0.00,0.00,10.00,0.00,0.00,70.00
"59150424",785.00,40.00,40.00,35.00,10.00,0.00,10.00,0.00,745.00,790.00,10.00,780.00,785.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,25.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,740.00,785.00,260.00,85.00,100.00,0.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,525.00,345.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,335.00,345.00,10.00,340.00,345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,345.00,115.00,40.00,50.00,0.00,10.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,225.00,445.00,30.00,25.00,25.00,0.00,0.00,10.00,0.00,415.00,440.00,0.00,440.00,445.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,25.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,405.00,445.00,140.00,45.00,45.00,0.00,25.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,300.00
"59150425",340.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,330.00,340.00,10.00,335.00,340.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,345.00,160.00,0.00,95.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,10.00,180.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,170.00,0.00,170.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,165.00,70.00,0.00,50.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,95.00,175.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,170.00,175.00,10.00,170.00,170.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,175.00,90.00,0.00,40.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,85.00
"59150426",440.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,435.00,440.00,0.00,435.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,435.00,250.00,0.00,185.00,0.00,25.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,190.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,205.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,210.00,100.00,0.00,75.00,0.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,230.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,225.00,230.00,0.00,225.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,230.00,145.00,0.00,115.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00
"59150427",680.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,675.00,680.00,0.00,680.00,680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,660.00,680.00,465.00,80.00,315.00,0.00,20.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,10.00,215.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,350.00,0.00,350.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,350.00,225.00,40.00,155.00,0.00,10.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,130.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.00,330.00,0.00,330.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00,330.00,245.00,45.00,160.00,0.00,10.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,90.00
"59150428",475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475.00,475.00,0.00,475.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475.00,480.00,290.00,0.00,225.00,0.00,10.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,10.00,185.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,0.00,205.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,125.00,0.00,100.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,85.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,270.00,0.00,270.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,270.00,165.00,10.00,120.00,0.00,10.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,100.00
