"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18"
"59150691",230.00,25.00,0.00,205.00,0.00,0.00,75.00,125.00,0.00,0.00,230.00,65.00,95.00,25.00,30.00,10.00,505.00,2.20
"59150692",220.00,55.00,0.00,170.00,0.00,25.00,115.00,35.00,0.00,0.00,220.00,35.00,75.00,30.00,55.00,25.00,625.00,2.80
"59150693",160.00,50.00,0.00,105.00,0.00,0.00,85.00,15.00,0.00,0.00,160.00,35.00,55.00,20.00,35.00,15.00,420.00,2.60
"59150694",175.00,50.00,0.00,125.00,0.00,0.00,100.00,15.00,0.00,0.00,175.00,30.00,65.00,30.00,30.00,20.00,490.00,2.80
"59150695",220.00,75.00,0.00,140.00,0.00,0.00,125.00,15.00,0.00,0.00,220.00,45.00,70.00,40.00,45.00,10.00,560.00,2.50
"59150696",165.00,35.00,0.00,130.00,5.00,0.00,95.00,35.00,0.00,0.00,165.00,25.00,55.00,25.00,30.00,25.00,495.00,2.90
"59150697",255.00,70.00,0.00,185.00,0.00,0.00,90.00,95.00,0.00,0.00,255.00,65.00,90.00,35.00,45.00,25.00,665.00,2.60
"59150698",205.00,55.00,0.00,155.00,0.00,5.00,120.00,30.00,0.00,0.00,205.00,45.00,65.00,35.00,35.00,30.00,575.00,2.70
"59150699",185.00,50.00,0.00,140.00,0.00,0.00,85.00,55.00,0.00,0.00,190.00,50.00,55.00,45.00,30.00,15.00,485.00,2.60
"59150700",175.00,60.00,0.00,105.00,10.00,0.00,65.00,30.00,0.00,0.00,175.00,30.00,50.00,30.00,35.00,25.00,505.00,3.00
"59150701",215.00,55.00,0.00,160.00,5.00,0.00,100.00,55.00,0.00,0.00,215.00,55.00,75.00,35.00,35.00,10.00,530.00,2.50
"59150702",210.00,20.00,0.00,190.00,5.00,5.00,35.00,145.00,0.00,0.00,205.00,50.00,90.00,30.00,20.00,10.00,480.00,2.30
"59150703",165.00,10.00,0.00,150.00,0.00,0.00,130.00,25.00,0.00,0.00,165.00,25.00,50.00,40.00,25.00,20.00,475.00,3.00
"59150704",245.00,25.00,0.00,220.00,30.00,0.00,80.00,110.00,0.00,0.00,245.00,70.00,85.00,40.00,30.00,25.00,625.00,2.60
"59150705",315.00,5.00,0.00,310.00,5.00,15.00,10.00,285.00,0.00,0.00,315.00,160.00,110.00,25.00,10.00,5.00,540.00,1.70
"59150706",175.00,0.00,0.00,175.00,0.00,0.00,0.00,180.00,0.00,0.00,175.00,80.00,75.00,15.00,10.00,5.00,320.00,1.80
"59150707",230.00,5.00,0.00,225.00,0.00,10.00,5.00,215.00,0.00,0.00,235.00,125.00,80.00,15.00,10.00,5.00,405.00,1.70
"59150708",425.00,0.00,85.00,335.00,10.00,40.00,25.00,260.00,0.00,0.00,425.00,185.00,155.00,40.00,25.00,10.00,800.00,1.90
"59150709",850.00,5.00,325.00,520.00,10.00,25.00,0.00,485.00,5.00,0.00,850.00,440.00,315.00,75.00,25.00,0.00,1390.00,1.60
"59150710",285.00,15.00,0.00,270.00,10.00,0.00,45.00,210.00,0.00,0.00,285.00,95.00,110.00,40.00,20.00,20.00,605.00,2.10
"59150711",600.00,0.00,310.00,290.00,0.00,5.00,5.00,275.00,5.00,0.00,600.00,260.00,260.00,60.00,20.00,0.00,1030.00,1.70
"59150712",275.00,0.00,0.00,270.00,5.00,0.00,10.00,255.00,0.00,0.00,275.00,135.00,100.00,25.00,10.00,5.00,475.00,1.70
"59150713",295.00,25.00,0.00,270.00,0.00,0.00,10.00,255.00,0.00,0.00,295.00,175.00,85.00,15.00,15.00,5.00,470.00,1.60
"59150714",145.00,0.00,0.00,145.00,0.00,0.00,5.00,145.00,0.00,0.00,150.00,70.00,55.00,15.00,5.00,0.00,245.00,1.60
"59150715",300.00,0.00,0.00,300.00,0.00,45.00,0.00,260.00,0.00,0.00,300.00,175.00,90.00,20.00,10.00,0.00,480.00,1.60
"59150716",285.00,5.00,20.00,265.00,5.00,0.00,5.00,260.00,0.00,0.00,285.00,185.00,70.00,10.00,10.00,5.00,425.00,1.50
"59150717",200.00,0.00,0.00,195.00,0.00,0.00,0.00,190.00,5.00,0.00,200.00,100.00,65.00,20.00,15.00,5.00,360.00,1.80
"59150718",290.00,0.00,0.00,290.00,5.00,0.00,0.00,290.00,0.00,0.00,290.00,155.00,75.00,35.00,25.00,0.00,515.00,1.80
"59150719",285.00,5.00,60.00,220.00,0.00,5.00,20.00,200.00,0.00,0.00,280.00,180.00,70.00,15.00,10.00,0.00,430.00,1.50
"59150720",375.00,0.00,220.00,155.00,0.00,0.00,0.00,155.00,0.00,0.00,375.00,240.00,105.00,25.00,5.00,0.00,555.00,1.50
"59150721",275.00,5.00,0.00,265.00,5.00,0.00,5.00,250.00,0.00,0.00,270.00,160.00,80.00,25.00,10.00,5.00,430.00,1.60
"59150722",275.00,0.00,0.00,275.00,0.00,0.00,5.00,270.00,0.00,0.00,270.00,135.00,95.00,20.00,15.00,5.00,485.00,1.70
"59150723",215.00,5.00,0.00,210.00,30.00,0.00,25.00,160.00,0.00,0.00,220.00,80.00,85.00,30.00,10.00,10.00,450.00,2.00
"59150724",195.00,10.00,0.00,185.00,15.00,0.00,60.00,110.00,0.00,0.00,195.00,45.00,80.00,45.00,15.00,5.00,450.00,2.30
"59150725",210.00,10.00,0.00,200.00,20.00,5.00,55.00,115.00,0.00,0.00,215.00,70.00,70.00,40.00,30.00,10.00,495.00,2.40
"59150726",195.00,10.00,0.00,185.00,5.00,0.00,70.00,110.00,0.00,0.00,195.00,50.00,75.00,20.00,30.00,15.00,480.00,2.40
"59150727",215.00,10.00,0.00,200.00,10.00,10.00,55.00,130.00,0.00,0.00,215.00,75.00,65.00,35.00,25.00,10.00,475.00,2.30
"59150728",210.00,10.00,0.00,200.00,5.00,30.00,10.00,155.00,0.00,0.00,210.00,85.00,70.00,40.00,15.00,10.00,425.00,2.00
"59150729",275.00,40.00,0.00,235.00,5.00,0.00,90.00,145.00,0.00,0.00,275.00,65.00,95.00,45.00,45.00,25.00,720.00,2.60
"59150730",165.00,15.00,0.00,150.00,5.00,10.00,100.00,30.00,0.00,0.00,165.00,35.00,45.00,30.00,30.00,15.00,450.00,2.70
"59150731",255.00,55.00,0.00,200.00,0.00,0.00,65.00,135.00,0.00,0.00,255.00,65.00,80.00,50.00,45.00,20.00,645.00,2.50
"59150732",175.00,50.00,0.00,130.00,5.00,0.00,75.00,45.00,0.00,0.00,175.00,40.00,50.00,35.00,30.00,20.00,485.00,2.80
"59150733",205.00,70.00,0.00,130.00,0.00,0.00,105.00,25.00,0.00,0.00,200.00,40.00,55.00,40.00,45.00,20.00,560.00,2.70
"59150734",295.00,40.00,0.00,255.00,0.00,0.00,120.00,135.00,0.00,0.00,295.00,85.00,85.00,50.00,35.00,35.00,750.00,2.60
"59150735",275.00,25.00,0.00,245.00,5.00,0.00,70.00,175.00,0.00,0.00,275.00,105.00,65.00,50.00,35.00,15.00,615.00,2.20
"59150736",265.00,45.00,0.00,215.00,20.00,10.00,95.00,90.00,5.00,0.00,265.00,60.00,80.00,60.00,50.00,20.00,705.00,2.70
"59150737",155.00,20.00,0.00,135.00,30.00,0.00,65.00,40.00,0.00,0.00,150.00,25.00,45.00,20.00,50.00,15.00,465.00,3.00
"59150738",180.00,35.00,0.00,140.00,20.00,15.00,55.00,45.00,0.00,0.00,180.00,35.00,55.00,40.00,40.00,20.00,490.00,2.80
"59150739",145.00,30.00,0.00,115.00,15.00,0.00,75.00,20.00,0.00,0.00,145.00,25.00,45.00,30.00,20.00,20.00,410.00,2.80
"59150740",190.00,10.00,0.00,180.00,40.00,5.00,60.00,70.00,0.00,0.00,185.00,55.00,55.00,30.00,40.00,10.00,465.00,2.50
"59150741",200.00,15.00,0.00,180.00,10.00,0.00,80.00,90.00,0.00,0.00,200.00,60.00,55.00,45.00,25.00,15.00,480.00,2.40
"59150742",310.00,15.00,0.00,290.00,20.00,5.00,80.00,180.00,5.00,0.00,310.00,150.00,85.00,40.00,30.00,15.00,610.00,2.00
"59150743",235.00,5.00,0.00,235.00,30.00,0.00,80.00,120.00,0.00,0.00,240.00,80.00,75.00,45.00,25.00,15.00,545.00,2.30
"59150744",205.00,15.00,0.00,190.00,25.00,0.00,45.00,120.00,0.00,0.00,210.00,65.00,85.00,25.00,25.00,5.00,460.00,2.20
"59150745",215.00,35.00,0.00,175.00,30.00,0.00,90.00,55.00,0.00,0.00,210.00,40.00,65.00,50.00,45.00,20.00,590.00,2.80
"59150746",215.00,10.00,0.00,205.00,15.00,0.00,70.00,120.00,0.00,0.00,215.00,70.00,75.00,30.00,20.00,15.00,490.00,2.20
"59150747",180.00,5.00,0.00,175.00,5.00,5.00,10.00,165.00,0.00,0.00,180.00,90.00,55.00,20.00,10.00,5.00,330.00,1.80
"59150748",250.00,10.00,0.00,245.00,10.00,25.00,5.00,200.00,0.00,0.00,255.00,95.00,80.00,45.00,25.00,10.00,535.00,2.10
"59150749",305.00,0.00,0.00,305.00,0.00,0.00,10.00,290.00,0.00,0.00,305.00,150.00,125.00,20.00,10.00,5.00,515.00,1.70
"59150750",385.00,0.00,5.00,385.00,0.00,60.00,0.00,325.00,0.00,0.00,385.00,215.00,115.00,35.00,15.00,0.00,625.00,1.60
"59150751",345.00,20.00,55.00,270.00,30.00,25.00,30.00,190.00,0.00,0.00,350.00,185.00,100.00,30.00,25.00,10.00,610.00,1.80
"59150752",120.00,45.00,0.00,75.00,10.00,0.00,50.00,15.00,0.00,0.00,120.00,35.00,45.00,15.00,15.00,10.00,300.00,2.50
"59150753",120.00,20.00,0.00,95.00,0.00,15.00,25.00,55.00,0.00,0.00,115.00,40.00,30.00,20.00,15.00,5.00,265.00,2.20
"59150754",240.00,45.00,0.00,195.00,0.00,5.00,40.00,145.00,0.00,0.00,240.00,140.00,50.00,20.00,25.00,5.00,440.00,1.80
"59150755",410.00,0.00,250.00,160.00,5.00,65.00,0.00,95.00,0.00,0.00,410.00,240.00,85.00,35.00,25.00,30.00,780.00,1.90
"59150756",75.00,35.00,0.00,35.00,5.00,0.00,15.00,15.00,0.00,0.00,80.00,15.00,30.00,15.00,15.00,10.00,205.00,2.70
"59150757",630.00,0.00,430.00,200.00,0.00,0.00,0.00,200.00,0.00,0.00,630.00,415.00,165.00,30.00,10.00,5.00,935.00,1.50
"59150758",250.00,0.00,80.00,175.00,5.00,75.00,0.00,100.00,0.00,0.00,255.00,110.00,95.00,20.00,25.00,10.00,495.00,2.00
"59150759",100.00,5.00,0.00,95.00,0.00,0.00,10.00,85.00,0.00,0.00,100.00,50.00,40.00,10.00,5.00,5.00,180.00,1.80
"59150760",285.00,0.00,60.00,225.00,0.00,0.00,0.00,220.00,0.00,0.00,290.00,270.00,15.00,0.00,0.00,0.00,310.00,1.10
"59150761",190.00,0.00,25.00,165.00,0.00,0.00,0.00,165.00,0.00,0.00,190.00,185.00,5.00,0.00,0.00,0.00,200.00,1.00
"59150762",515.00,0.00,320.00,195.00,0.00,0.00,0.00,190.00,5.00,0.00,515.00,390.00,110.00,15.00,0.00,0.00,660.00,1.30
"59150763",185.00,0.00,145.00,45.00,0.00,0.00,0.00,45.00,0.00,0.00,185.00,170.00,10.00,0.00,0.00,0.00,215.00,1.20
"59150777",620.00,0.00,600.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,625.00,250.00,220.00,90.00,45.00,15.00,1210.00,1.90
"59150779",585.00,0.00,565.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,585.00,295.00,215.00,60.00,20.00,0.00,990.00,1.70
"59150780",1460.00,5.00,1410.00,50.00,0.00,45.00,0.00,5.00,0.00,0.00,1460.00,860.00,475.00,95.00,25.00,0.00,2225.00,1.50
"59150782",300.00,0.00,290.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,300.00,175.00,95.00,20.00,10.00,0.00,465.00,1.60
"59150784",400.00,5.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,260.00,120.00,15.00,0.00,0.00,560.00,1.40
"59150785",1325.00,0.00,1290.00,30.00,0.00,20.00,0.00,15.00,0.00,0.00,1325.00,925.00,335.00,50.00,20.00,0.00,1820.00,1.40
"59150786",320.00,0.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,145.00,130.00,30.00,15.00,0.00,565.00,1.80
"59150787",205.00,0.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,55.00,60.00,55.00,35.00,0.00,490.00,2.40
"59150788",400.00,0.00,385.00,15.00,0.00,5.00,0.00,5.00,0.00,0.00,405.00,200.00,140.00,35.00,20.00,5.00,705.00,1.80
"59150790",645.00,0.00,590.00,50.00,0.00,50.00,0.00,5.00,0.00,0.00,645.00,240.00,315.00,60.00,30.00,5.00,1185.00,1.80
"59150791",435.00,0.00,435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,295.00,135.00,10.00,0.00,0.00,590.00,1.40
"59150792",490.00,0.00,360.00,130.00,0.00,0.00,15.00,110.00,5.00,0.00,490.00,240.00,175.00,40.00,25.00,5.00,855.00,1.70
"59150793",710.00,0.00,570.00,140.00,0.00,0.00,0.00,140.00,0.00,0.00,710.00,480.00,205.00,25.00,5.00,0.00,985.00,1.40
"59150795",585.00,0.00,295.00,290.00,0.00,0.00,0.00,290.00,0.00,0.00,585.00,345.00,195.00,35.00,10.00,0.00,880.00,1.50
"59150816",205.00,5.00,120.00,80.00,0.00,0.00,0.00,80.00,0.00,0.00,210.00,120.00,70.00,15.00,5.00,0.00,320.00,1.50
"59150817",305.00,0.00,205.00,105.00,0.00,0.00,0.00,100.00,0.00,0.00,305.00,175.00,95.00,25.00,10.00,0.00,485.00,1.60
"59150819",285.00,0.00,220.00,65.00,0.00,0.00,0.00,65.00,0.00,0.00,285.00,170.00,100.00,5.00,5.00,0.00,415.00,1.50
"59150820",360.00,0.00,340.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,360.00,215.00,125.00,15.00,5.00,0.00,535.00,1.50
"59150821",325.00,0.00,230.00,95.00,0.00,0.00,0.00,95.00,0.00,0.00,325.00,185.00,125.00,10.00,5.00,0.00,475.00,1.50
"59150822",240.00,0.00,130.00,115.00,0.00,0.00,0.00,110.00,0.00,0.00,240.00,95.00,105.00,35.00,5.00,0.00,435.00,1.80
"59150823",300.00,0.00,255.00,45.00,0.00,0.00,0.00,45.00,0.00,0.00,300.00,155.00,125.00,10.00,5.00,5.00,475.00,1.60
"59150824",300.00,0.00,225.00,75.00,0.00,10.00,0.00,65.00,0.00,0.00,300.00,205.00,85.00,5.00,0.00,0.00,400.00,1.40
"59150827",315.00,0.00,310.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,315.00,195.00,100.00,10.00,5.00,5.00,455.00,1.40
"59150828",445.00,0.00,395.00,50.00,0.00,0.00,0.00,55.00,0.00,0.00,445.00,250.00,160.00,25.00,5.00,0.00,685.00,1.50
"59150831",440.00,0.00,435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00,270.00,145.00,15.00,5.00,0.00,630.00,1.40
"59150832",535.00,0.00,535.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535.00,345.00,165.00,15.00,10.00,5.00,765.00,1.40
"59150837",325.00,5.00,140.00,180.00,0.00,0.00,5.00,175.00,0.00,0.00,325.00,225.00,75.00,10.00,5.00,5.00,455.00,1.40
"59150840",285.00,0.00,165.00,120.00,0.00,0.00,0.00,120.00,0.00,0.00,285.00,155.00,115.00,15.00,5.00,0.00,430.00,1.50
"59150841",275.00,0.00,250.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,270.00,105.00,130.00,30.00,5.00,5.00,505.00,1.90
"59150845",430.00,5.00,250.00,175.00,0.00,5.00,0.00,160.00,0.00,0.00,430.00,245.00,135.00,40.00,5.00,0.00,675.00,1.60
"59150846",510.00,5.00,305.00,200.00,5.00,10.00,0.00,195.00,0.00,0.00,510.00,285.00,190.00,30.00,10.00,0.00,780.00,1.50
"59150850",1140.00,0.00,1120.00,20.00,0.00,10.00,0.00,10.00,0.00,0.00,1140.00,430.00,425.00,170.00,90.00,25.00,2280.00,2.00
"59150859",265.00,0.00,155.00,105.00,0.00,0.00,0.00,105.00,0.00,0.00,270.00,145.00,95.00,20.00,5.00,0.00,410.00,1.50
"59150861",435.00,0.00,325.00,110.00,0.00,0.00,0.00,110.00,0.00,0.00,435.00,275.00,145.00,10.00,0.00,0.00,615.00,1.40
"59150863",410.00,0.00,370.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00,415.00,245.00,155.00,10.00,5.00,0.00,595.00,1.50
"59150864",360.00,0.00,320.00,40.00,0.00,0.00,0.00,45.00,0.00,0.00,360.00,240.00,110.00,10.00,5.00,0.00,505.00,1.40
"59150865",490.00,0.00,350.00,140.00,0.00,0.00,0.00,140.00,0.00,0.00,490.00,310.00,160.00,15.00,5.00,0.00,700.00,1.40
"59150866",365.00,0.00,280.00,85.00,0.00,0.00,0.00,90.00,0.00,0.00,365.00,200.00,130.00,20.00,10.00,0.00,565.00,1.60
"59150871",370.00,5.00,230.00,140.00,10.00,10.00,0.00,115.00,0.00,0.00,370.00,220.00,130.00,15.00,5.00,0.00,550.00,1.50
"59150872",210.00,30.00,0.00,180.00,85.00,5.00,40.00,50.00,0.00,0.00,210.00,60.00,105.00,25.00,15.00,0.00,425.00,2.00
"59150873",270.00,25.00,0.00,245.00,60.00,25.00,20.00,135.00,0.00,0.00,270.00,120.00,95.00,30.00,30.00,5.00,510.00,1.90
"59150874",370.00,5.00,0.00,365.00,0.00,0.00,5.00,365.00,0.00,0.00,370.00,200.00,140.00,20.00,15.00,0.00,595.00,1.60
"59150875",335.00,0.00,0.00,335.00,0.00,5.00,0.00,330.00,0.00,0.00,340.00,175.00,140.00,20.00,5.00,0.00,530.00,1.60
"59150876",380.00,0.00,5.00,375.00,0.00,0.00,5.00,370.00,0.00,0.00,375.00,210.00,145.00,15.00,10.00,0.00,580.00,1.50
"59150877",250.00,5.00,165.00,85.00,0.00,0.00,0.00,85.00,0.00,0.00,255.00,160.00,80.00,10.00,0.00,0.00,355.00,1.40
"59150878",360.00,0.00,60.00,295.00,0.00,0.00,0.00,295.00,0.00,0.00,360.00,205.00,130.00,10.00,5.00,0.00,540.00,1.50
"59150879",390.00,0.00,220.00,175.00,5.00,0.00,0.00,170.00,0.00,0.00,395.00,255.00,120.00,15.00,5.00,0.00,550.00,1.40
"59150880",340.00,0.00,0.00,340.00,5.00,0.00,5.00,325.00,0.00,0.00,340.00,155.00,135.00,35.00,10.00,5.00,590.00,1.70
"59150881",365.00,10.00,0.00,350.00,55.00,15.00,10.00,280.00,0.00,0.00,365.00,195.00,125.00,35.00,10.00,0.00,595.00,1.60
"59150882",355.00,20.00,0.00,335.00,40.00,20.00,50.00,225.00,0.00,0.00,355.00,120.00,160.00,40.00,35.00,0.00,690.00,1.90
"59150883",230.00,80.00,0.00,155.00,40.00,0.00,50.00,55.00,0.00,0.00,230.00,90.00,90.00,25.00,20.00,10.00,465.00,2.00
"59150884",185.00,10.00,0.00,175.00,20.00,15.00,0.00,140.00,0.00,0.00,180.00,90.00,70.00,15.00,5.00,5.00,300.00,1.70
"59150885",265.00,0.00,0.00,260.00,20.00,35.00,0.00,200.00,5.00,0.00,265.00,180.00,50.00,10.00,15.00,15.00,435.00,1.60
"59150886",225.00,110.00,0.00,115.00,0.00,0.00,10.00,105.00,0.00,0.00,225.00,75.00,95.00,25.00,25.00,5.00,485.00,2.20
"59150887",175.00,110.00,0.00,65.00,0.00,0.00,60.00,5.00,0.00,0.00,180.00,20.00,70.00,25.00,40.00,20.00,515.00,2.80
"59150888",170.00,95.00,0.00,75.00,0.00,0.00,65.00,10.00,0.00,0.00,175.00,30.00,65.00,35.00,35.00,15.00,460.00,2.70
"59150889",170.00,95.00,0.00,75.00,0.00,0.00,65.00,10.00,0.00,0.00,170.00,25.00,50.00,40.00,40.00,20.00,505.00,3.00
"59150890",205.00,135.00,0.00,70.00,0.00,0.00,55.00,15.00,0.00,0.00,205.00,30.00,75.00,30.00,40.00,25.00,570.00,2.80
"59150891",185.00,115.00,0.00,70.00,0.00,0.00,65.00,5.00,0.00,0.00,185.00,35.00,55.00,45.00,40.00,20.00,520.00,2.70
"59150892",160.00,120.00,0.00,40.00,0.00,0.00,35.00,5.00,0.00,0.00,160.00,35.00,50.00,30.00,35.00,10.00,435.00,2.70
"59150893",200.00,95.00,0.00,95.00,0.00,0.00,90.00,5.00,0.00,0.00,200.00,35.00,65.00,40.00,40.00,20.00,545.00,2.70
"59150894",260.00,70.00,0.00,190.00,0.00,0.00,110.00,80.00,0.00,0.00,260.00,65.00,85.00,60.00,45.00,10.00,630.00,2.40
"59150895",190.00,100.00,0.00,90.00,0.00,0.00,80.00,5.00,0.00,0.00,190.00,30.00,70.00,40.00,35.00,20.00,535.00,2.70
"59150896",185.00,100.00,0.00,85.00,0.00,0.00,75.00,5.00,0.00,0.00,180.00,30.00,50.00,40.00,55.00,15.00,525.00,2.90
"59150897",225.00,130.00,0.00,95.00,0.00,0.00,85.00,5.00,0.00,0.00,220.00,35.00,80.00,40.00,50.00,15.00,605.00,2.80
"59150898",190.00,80.00,0.00,115.00,0.00,0.00,80.00,30.00,0.00,0.00,190.00,45.00,60.00,35.00,35.00,15.00,495.00,2.60
"59150899",205.00,95.00,0.00,110.00,0.00,0.00,50.00,60.00,0.00,0.00,205.00,60.00,55.00,35.00,35.00,25.00,530.00,2.60
"59150900",150.00,105.00,0.00,40.00,0.00,0.00,40.00,0.00,0.00,0.00,150.00,25.00,35.00,35.00,35.00,20.00,440.00,3.00
"59150901",145.00,100.00,0.00,50.00,0.00,0.00,50.00,0.00,0.00,0.00,145.00,15.00,45.00,30.00,50.00,15.00,450.00,3.10
"59150902",150.00,90.00,0.00,65.00,0.00,0.00,60.00,5.00,0.00,0.00,150.00,35.00,45.00,25.00,40.00,5.00,395.00,2.60
"59150903",170.00,110.00,0.00,60.00,0.00,0.00,60.00,5.00,0.00,0.00,170.00,30.00,45.00,30.00,45.00,15.00,500.00,2.90
"59150904",145.00,100.00,0.00,40.00,0.00,0.00,45.00,0.00,0.00,0.00,145.00,20.00,35.00,35.00,30.00,25.00,415.00,2.90
"59150905",180.00,135.00,0.00,50.00,0.00,0.00,45.00,5.00,0.00,0.00,180.00,35.00,50.00,25.00,45.00,20.00,520.00,2.90
"59150906",165.00,110.00,0.00,50.00,5.00,0.00,50.00,0.00,0.00,0.00,165.00,30.00,50.00,25.00,40.00,25.00,490.00,3.00
"59150907",230.00,120.00,5.00,110.00,0.00,0.00,45.00,60.00,0.00,0.00,230.00,50.00,70.00,40.00,40.00,25.00,610.00,2.70
"59150908",195.00,90.00,0.00,100.00,0.00,0.00,35.00,70.00,0.00,0.00,195.00,45.00,55.00,40.00,35.00,15.00,510.00,2.60
"59150909",180.00,160.00,0.00,20.00,5.00,0.00,15.00,0.00,0.00,0.00,175.00,30.00,60.00,30.00,40.00,20.00,515.00,2.90
"59150910",170.00,150.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,170.00,30.00,55.00,30.00,35.00,20.00,475.00,2.80
"59150911",195.00,170.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,195.00,30.00,60.00,45.00,45.00,20.00,555.00,2.80
"59150912",175.00,145.00,0.00,35.00,0.00,0.00,30.00,0.00,0.00,0.00,175.00,25.00,55.00,45.00,20.00,30.00,500.00,2.90
"59150913",160.00,130.00,0.00,35.00,0.00,0.00,35.00,0.00,0.00,0.00,165.00,25.00,45.00,20.00,40.00,30.00,505.00,3.20
"59150914",155.00,140.00,0.00,15.00,0.00,0.00,20.00,0.00,0.00,0.00,155.00,15.00,45.00,30.00,40.00,25.00,490.00,3.20
"59150915",170.00,110.00,0.00,55.00,0.00,0.00,50.00,5.00,0.00,0.00,165.00,30.00,45.00,35.00,40.00,15.00,475.00,2.90
"59150916",145.00,100.00,0.00,50.00,0.00,0.00,50.00,0.00,0.00,0.00,150.00,25.00,40.00,25.00,40.00,15.00,445.00,3.00
"59150917",165.00,95.00,0.00,65.00,0.00,0.00,30.00,35.00,0.00,0.00,160.00,30.00,35.00,40.00,45.00,20.00,470.00,2.90
"59150918",160.00,95.00,0.00,65.00,0.00,0.00,65.00,0.00,0.00,0.00,160.00,30.00,50.00,30.00,40.00,15.00,455.00,2.80
"59150919",150.00,120.00,0.00,35.00,0.00,0.00,35.00,0.00,0.00,0.00,155.00,20.00,50.00,25.00,35.00,20.00,455.00,3.00
"59150920",175.00,90.00,0.00,85.00,0.00,0.00,85.00,0.00,0.00,0.00,175.00,30.00,45.00,35.00,45.00,20.00,525.00,3.00
"59150922",170.00,75.00,0.00,100.00,0.00,0.00,90.00,10.00,0.00,0.00,170.00,25.00,50.00,30.00,40.00,25.00,490.00,2.90
"59150923",215.00,130.00,0.00,90.00,0.00,0.00,80.00,5.00,0.00,0.00,215.00,40.00,65.00,45.00,40.00,25.00,595.00,2.80
"59150924",290.00,65.00,115.00,115.00,0.00,0.00,65.00,50.00,0.00,0.00,290.00,120.00,90.00,30.00,40.00,10.00,605.00,2.10
"59150925",265.00,60.00,145.00,60.00,0.00,0.00,35.00,30.00,0.00,0.00,265.00,110.00,85.00,40.00,20.00,10.00,530.00,2.00
"59150926",315.00,50.00,0.00,265.00,20.00,15.00,60.00,165.00,0.00,0.00,320.00,115.00,95.00,55.00,45.00,20.00,715.00,2.30
"59150927",250.00,75.00,0.00,170.00,0.00,0.00,100.00,65.00,0.00,0.00,245.00,55.00,85.00,40.00,50.00,20.00,640.00,2.60
"59150928",170.00,60.00,0.00,105.00,0.00,0.00,95.00,10.00,0.00,0.00,170.00,30.00,55.00,30.00,35.00,15.00,460.00,2.70
"59150929",145.00,70.00,0.00,75.00,0.00,0.00,70.00,0.00,0.00,0.00,150.00,20.00,40.00,30.00,35.00,20.00,430.00,3.00
"59150930",155.00,95.00,0.00,60.00,0.00,0.00,55.00,5.00,0.00,0.00,155.00,20.00,55.00,35.00,30.00,20.00,435.00,2.80
"59150931",195.00,135.00,0.00,60.00,0.00,0.00,50.00,10.00,0.00,0.00,195.00,40.00,75.00,40.00,30.00,5.00,480.00,2.50
"59150932",170.00,120.00,0.00,55.00,0.00,0.00,55.00,0.00,0.00,0.00,170.00,35.00,65.00,25.00,30.00,15.00,435.00,2.60
"59150933",170.00,120.00,0.00,50.00,0.00,0.00,40.00,5.00,0.00,0.00,170.00,30.00,65.00,35.00,20.00,20.00,445.00,2.70
"59150934",135.00,110.00,0.00,25.00,5.00,0.00,15.00,0.00,0.00,0.00,135.00,25.00,45.00,25.00,20.00,20.00,400.00,3.00
"59150935",145.00,95.00,0.00,50.00,0.00,0.00,50.00,0.00,0.00,0.00,145.00,20.00,45.00,25.00,30.00,20.00,440.00,3.00
"59150936",195.00,150.00,0.00,50.00,0.00,0.00,25.00,20.00,0.00,0.00,195.00,35.00,75.00,30.00,30.00,25.00,545.00,2.70
"59150937",175.00,0.00,0.00,175.00,0.00,105.00,0.00,70.00,0.00,0.00,175.00,20.00,40.00,55.00,45.00,10.00,510.00,2.90
"59150938",140.00,25.00,0.00,120.00,0.00,10.00,5.00,105.00,0.00,0.00,140.00,50.00,45.00,30.00,10.00,10.00,310.00,2.20
"59150939",605.00,0.00,265.00,340.00,0.00,10.00,0.00,335.00,0.00,0.00,605.00,225.00,225.00,100.00,50.00,10.00,1205.00,2.00
"59150940",,,,,,,,,,,,,,,,,,
"59150941",,,,,,,,,,,,,,,,,,
