"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23"
"9330111.02",2290.00,1030.00,505.00,600.00,160.00,3.00,2290.00,2020.00,1845.00,180.00,275.00,215.00,55.00,2020.00,880.00,1135.00,405.00,580.00,155.00,275.00,150.00,100.00,25.00
"9330111.04",555.00,350.00,125.00,65.00,20.00,2.60,550.00,450.00,325.00,125.00,110.00,85.00,20.00,450.00,270.00,175.00,95.00,60.00,15.00,105.00,75.00,30.00,0.00
"9330111.05",1370.00,590.00,340.00,340.00,95.00,3.00,1370.00,1130.00,955.00,175.00,240.00,195.00,45.00,1135.00,455.00,675.00,255.00,325.00,90.00,235.00,130.00,90.00,20.00
"9330111.06",30.00,25.00,0.00,0.00,5.00,2.70,30.00,15.00,10.00,10.00,20.00,15.00,5.00,15.00,10.00,5.00,0.00,0.00,5.00,15.00,10.00,0.00,0.00
"9330111.07",1235.00,570.00,320.00,275.00,75.00,2.90,1235.00,1000.00,820.00,180.00,230.00,185.00,45.00,1000.00,430.00,570.00,245.00,260.00,75.00,230.00,140.00,75.00,15.00
"9330112.00",795.00,385.00,180.00,200.00,35.00,2.90,800.00,700.00,605.00,95.00,100.00,70.00,30.00,700.00,325.00,375.00,150.00,195.00,35.00,100.00,65.00,30.00,5.00
"9330113.00",2200.00,970.00,535.00,590.00,115.00,2.90,2200.00,1855.00,1595.00,255.00,350.00,285.00,60.00,1855.00,745.00,1110.00,420.00,575.00,115.00,350.00,225.00,115.00,15.00
"9330114.01",830.00,280.00,195.00,295.00,65.00,3.20,830.00,740.00,680.00,60.00,90.00,70.00,20.00,740.00,230.00,510.00,160.00,285.00,65.00,90.00,50.00,35.00,10.00
"9330114.02",1525.00,600.00,345.00,445.00,130.00,3.10,1525.00,1345.00,1200.00,145.00,175.00,145.00,35.00,1345.00,490.00,850.00,290.00,435.00,130.00,180.00,110.00,55.00,10.00
"9330115.00",1620.00,665.00,410.00,440.00,105.00,3.00,1625.00,1415.00,1245.00,165.00,210.00,170.00,45.00,1415.00,525.00,885.00,355.00,425.00,100.00,210.00,140.00,55.00,15.00
"9330116.00",1575.00,680.00,340.00,435.00,120.00,3.00,1575.00,1395.00,1260.00,135.00,175.00,135.00,40.00,1400.00,565.00,835.00,300.00,420.00,115.00,175.00,115.00,45.00,15.00
"9330117.00",1755.00,800.00,390.00,445.00,125.00,3.00,1760.00,1555.00,1420.00,135.00,205.00,170.00,40.00,1555.00,660.00,895.00,345.00,430.00,120.00,205.00,135.00,50.00,20.00
"9330118.00",2315.00,1135.00,600.00,460.00,115.00,2.80,2315.00,1935.00,1695.00,240.00,385.00,300.00,80.00,1935.00,860.00,1070.00,510.00,440.00,115.00,380.00,270.00,85.00,25.00
"9330119.00",650.00,265.00,155.00,175.00,60.00,3.10,650.00,585.00,525.00,50.00,70.00,50.00,15.00,580.00,225.00,355.00,125.00,170.00,60.00,70.00,35.00,25.00,5.00
"9330120.00",1125.00,465.00,240.00,320.00,100.00,3.10,1125.00,995.00,940.00,60.00,125.00,100.00,25.00,1000.00,395.00,605.00,200.00,310.00,100.00,125.00,75.00,40.00,15.00
"9330121.00",1305.00,455.00,270.00,450.00,135.00,3.20,1300.00,1170.00,1095.00,70.00,135.00,105.00,30.00,1170.00,385.00,785.00,220.00,435.00,130.00,130.00,70.00,45.00,15.00
"9330122.00",1240.00,470.00,270.00,400.00,100.00,3.10,1240.00,1140.00,1065.00,75.00,105.00,75.00,25.00,1140.00,410.00,730.00,235.00,395.00,100.00,100.00,65.00,40.00,5.00
"9330130.01",1190.00,890.00,165.00,120.00,15.00,2.40,1190.00,1020.00,915.00,110.00,170.00,145.00,25.00,1025.00,775.00,255.00,120.00,115.00,15.00,170.00,120.00,45.00,5.00
"9330130.03",1250.00,750.00,265.00,200.00,35.00,2.60,1250.00,1010.00,910.00,105.00,235.00,200.00,40.00,1015.00,590.00,425.00,210.00,190.00,30.00,240.00,165.00,55.00,15.00
"9330130.04",795.00,425.00,210.00,120.00,35.00,2.70,790.00,580.00,450.00,130.00,210.00,160.00,50.00,585.00,290.00,295.00,145.00,115.00,35.00,210.00,140.00,65.00,10.00
"9330131.00",1955.00,860.00,460.00,485.00,150.00,3.00,1955.00,1660.00,1565.00,90.00,300.00,245.00,55.00,1660.00,680.00,980.00,360.00,465.00,145.00,300.00,180.00,95.00,20.00
"9330132.00",1080.00,445.00,240.00,280.00,115.00,3.10,1080.00,955.00,890.00,65.00,125.00,100.00,25.00,960.00,385.00,570.00,195.00,265.00,115.00,125.00,55.00,45.00,20.00
"9330133.01",1135.00,565.00,235.00,260.00,75.00,2.90,1130.00,1030.00,935.00,95.00,105.00,80.00,25.00,1030.00,505.00,530.00,200.00,250.00,75.00,105.00,60.00,30.00,10.00
"9330133.02",2000.00,990.00,425.00,425.00,160.00,2.90,2000.00,1810.00,1695.00,115.00,190.00,145.00,40.00,1810.00,880.00,925.00,360.00,415.00,155.00,190.00,105.00,65.00,15.00
"9330134.00",2270.00,1020.00,560.00,525.00,160.00,2.90,2270.00,1925.00,1845.00,80.00,345.00,285.00,60.00,1925.00,820.00,1105.00,445.00,500.00,160.00,345.00,200.00,115.00,30.00
"9330135.00",1450.00,620.00,330.00,365.00,135.00,3.00,1455.00,1230.00,1150.00,80.00,220.00,175.00,45.00,1230.00,495.00,740.00,265.00,340.00,130.00,220.00,125.00,65.00,25.00
"9330140.02",2195.00,1085.00,515.00,460.00,135.00,2.90,2195.00,1905.00,1720.00,180.00,290.00,245.00,40.00,1905.00,880.00,1025.00,445.00,445.00,135.00,290.00,200.00,70.00,20.00
"9330140.03",1180.00,520.00,260.00,245.00,155.00,3.10,1180.00,990.00,885.00,100.00,195.00,145.00,50.00,990.00,400.00,590.00,210.00,230.00,145.00,195.00,120.00,50.00,25.00
"9330140.04",1485.00,540.00,385.00,420.00,145.00,3.10,1485.00,1300.00,1215.00,90.00,180.00,145.00,40.00,1305.00,435.00,865.00,320.00,410.00,140.00,185.00,100.00,65.00,20.00
"9330141.01",2460.00,1095.00,600.00,620.00,150.00,2.90,2460.00,2020.00,1830.00,190.00,440.00,365.00,75.00,2020.00,820.00,1200.00,455.00,600.00,140.00,445.00,275.00,145.00,25.00
"9330141.02",245.00,160.00,50.00,35.00,0.00,2.50,250.00,220.00,200.00,20.00,30.00,20.00,5.00,215.00,140.00,80.00,40.00,35.00,0.00,30.00,20.00,10.00,0.00
"9330142.01",1830.00,765.00,470.00,465.00,130.00,3.00,1835.00,1565.00,1440.00,130.00,270.00,225.00,50.00,1565.00,605.00,960.00,380.00,450.00,130.00,270.00,160.00,90.00,15.00
"9330142.02",1560.00,650.00,435.00,390.00,85.00,3.00,1560.00,1300.00,1190.00,110.00,265.00,215.00,45.00,1300.00,490.00,810.00,350.00,375.00,85.00,265.00,160.00,85.00,20.00
"9330142.03",1765.00,775.00,470.00,410.00,110.00,2.90,1765.00,1460.00,1365.00,90.00,305.00,250.00,55.00,1460.00,580.00,880.00,385.00,390.00,105.00,310.00,195.00,80.00,30.00
"9330143.01",1575.00,635.00,440.00,400.00,100.00,3.00,1575.00,1390.00,1330.00,60.00,190.00,155.00,35.00,1385.00,520.00,865.00,370.00,395.00,95.00,190.00,115.00,65.00,10.00
"9330143.02",1325.00,580.00,360.00,295.00,95.00,2.90,1325.00,1075.00,1015.00,60.00,245.00,205.00,40.00,1075.00,430.00,640.00,285.00,270.00,80.00,250.00,145.00,70.00,30.00
"9330143.03",1395.00,590.00,380.00,320.00,100.00,3.00,1395.00,1145.00,1090.00,55.00,250.00,215.00,30.00,1145.00,455.00,695.00,305.00,290.00,100.00,250.00,140.00,80.00,30.00
"9330143.04",1725.00,690.00,485.00,430.00,120.00,3.00,1725.00,1490.00,1440.00,55.00,235.00,210.00,25.00,1490.00,555.00,935.00,415.00,405.00,110.00,235.00,135.00,65.00,30.00
"9330144.03",730.00,310.00,185.00,175.00,60.00,3.00,735.00,600.00,550.00,45.00,135.00,110.00,20.00,595.00,230.00,365.00,145.00,160.00,60.00,135.00,80.00,35.00,15.00
"9330144.04",1575.00,645.00,435.00,365.00,125.00,3.00,1575.00,1300.00,1180.00,115.00,280.00,220.00,60.00,1295.00,480.00,820.00,345.00,345.00,120.00,280.00,170.00,90.00,25.00
"9330144.05",860.00,365.00,250.00,190.00,50.00,2.90,860.00,700.00,665.00,40.00,155.00,130.00,25.00,705.00,270.00,430.00,200.00,185.00,50.00,150.00,95.00,50.00,10.00
"9330144.06",1585.00,635.00,445.00,380.00,125.00,3.00,1585.00,1345.00,1245.00,100.00,240.00,195.00,40.00,1345.00,485.00,860.00,380.00,360.00,125.00,235.00,150.00,65.00,20.00
"9330145.01",1320.00,535.00,395.00,305.00,85.00,3.00,1320.00,1120.00,1055.00,60.00,205.00,170.00,35.00,1120.00,400.00,715.00,335.00,295.00,85.00,210.00,135.00,55.00,10.00
"9330145.02",990.00,425.00,260.00,230.00,70.00,3.00,990.00,880.00,855.00,20.00,110.00,85.00,25.00,880.00,360.00,520.00,230.00,220.00,65.00,110.00,65.00,30.00,15.00
"9330146.00",2045.00,890.00,535.00,425.00,195.00,3.00,2050.00,1750.00,1620.00,130.00,300.00,230.00,70.00,1750.00,695.00,1055.00,450.00,415.00,195.00,300.00,200.00,80.00,20.00
"9330147.01",3310.00,1495.00,1070.00,615.00,130.00,2.80,3305.00,2725.00,2515.00,210.00,580.00,505.00,75.00,2725.00,1100.00,1625.00,915.00,590.00,120.00,580.00,395.00,155.00,30.00
"9330147.04",1595.00,865.00,445.00,230.00,60.00,2.70,1595.00,1265.00,1165.00,100.00,330.00,285.00,45.00,1270.00,630.00,635.00,370.00,215.00,55.00,330.00,235.00,80.00,20.00
"9330147.05",1370.00,685.00,410.00,225.00,55.00,2.70,1370.00,1100.00,1005.00,95.00,275.00,225.00,50.00,1095.00,475.00,625.00,350.00,215.00,55.00,275.00,210.00,55.00,10.00
"9330147.07",1605.00,955.00,435.00,170.00,45.00,2.60,1600.00,1240.00,1110.00,130.00,365.00,300.00,60.00,1235.00,680.00,560.00,355.00,160.00,45.00,365.00,275.00,80.00,10.00
"9330147.08",2250.00,1210.00,630.00,335.00,80.00,2.70,2255.00,1790.00,1570.00,220.00,465.00,395.00,75.00,1790.00,845.00,940.00,540.00,320.00,75.00,465.00,360.00,90.00,20.00
"9330147.09",1100.00,500.00,345.00,210.00,55.00,2.80,1100.00,900.00,835.00,60.00,200.00,185.00,15.00,900.00,355.00,545.00,290.00,205.00,50.00,200.00,140.00,50.00,5.00
"9330147.1",1300.00,670.00,375.00,220.00,35.00,2.70,1300.00,1045.00,965.00,80.00,255.00,220.00,35.00,1045.00,490.00,560.00,310.00,210.00,35.00,255.00,180.00,65.00,15.00
"9330148.00",3235.00,1930.00,800.00,395.00,105.00,2.60,3230.00,2615.00,2355.00,260.00,615.00,515.00,100.00,2615.00,1460.00,1160.00,680.00,385.00,95.00,615.00,470.00,125.00,20.00
"9330149.02",1420.00,610.00,360.00,350.00,100.00,3.00,1420.00,1220.00,1160.00,55.00,205.00,160.00,45.00,1215.00,485.00,735.00,300.00,340.00,95.00,205.00,130.00,60.00,15.00
"9330149.05",650.00,260.00,190.00,160.00,50.00,3.00,655.00,545.00,525.00,20.00,110.00,90.00,20.00,545.00,185.00,355.00,165.00,145.00,45.00,110.00,70.00,30.00,10.00
"9330149.06",1545.00,630.00,500.00,330.00,80.00,2.90,1550.00,1290.00,1235.00,55.00,255.00,230.00,25.00,1290.00,485.00,805.00,405.00,325.00,75.00,255.00,150.00,95.00,15.00
"9330149.07",765.00,290.00,220.00,175.00,75.00,3.10,760.00,635.00,600.00,35.00,125.00,100.00,25.00,635.00,225.00,415.00,175.00,165.00,75.00,125.00,65.00,45.00,15.00
"9330149.08",1390.00,610.00,410.00,300.00,70.00,2.90,1390.00,1165.00,1085.00,80.00,220.00,190.00,30.00,1170.00,460.00,710.00,355.00,290.00,65.00,220.00,155.00,55.00,10.00
"9330149.09",895.00,350.00,285.00,205.00,50.00,3.00,890.00,735.00,700.00,35.00,155.00,130.00,25.00,735.00,255.00,480.00,235.00,200.00,50.00,160.00,95.00,55.00,5.00
"9330150.00",235.00,100.00,65.00,55.00,20.00,3.00,235.00,200.00,170.00,25.00,40.00,30.00,10.00,195.00,75.00,120.00,45.00,55.00,20.00,40.00,20.00,20.00,0.00
"9330151.03",875.00,395.00,230.00,190.00,65.00,2.90,875.00,735.00,660.00,75.00,145.00,105.00,40.00,735.00,300.00,430.00,185.00,185.00,65.00,145.00,90.00,45.00,5.00
"9330151.05",1060.00,445.00,245.00,270.00,95.00,3.00,1055.00,905.00,855.00,50.00,155.00,115.00,35.00,905.00,350.00,550.00,195.00,260.00,100.00,150.00,90.00,50.00,15.00
"9330151.06",1535.00,580.00,430.00,385.00,140.00,3.10,1540.00,1310.00,1255.00,50.00,225.00,185.00,45.00,1310.00,450.00,860.00,350.00,370.00,135.00,230.00,130.00,80.00,15.00
"9330151.07",860.00,525.00,215.00,95.00,20.00,2.50,855.00,700.00,590.00,110.00,160.00,140.00,20.00,700.00,410.00,290.00,185.00,90.00,15.00,160.00,120.00,35.00,5.00
"9330151.08",3120.00,1415.00,940.00,600.00,165.00,2.90,3120.00,2615.00,2390.00,225.00,510.00,430.00,75.00,2615.00,1080.00,1530.00,795.00,580.00,160.00,505.00,330.00,145.00,30.00
"9330160.01",1430.00,665.00,290.00,360.00,120.00,3.00,1430.00,1320.00,1200.00,120.00,110.00,75.00,35.00,1320.00,605.00,715.00,250.00,350.00,115.00,110.00,65.00,35.00,10.00
"9330160.02",2195.00,1295.00,400.00,415.00,80.00,2.70,2195.00,1950.00,1715.00,230.00,245.00,200.00,45.00,1950.00,1135.00,815.00,325.00,405.00,80.00,245.00,165.00,70.00,10.00
"9330160.03",1660.00,790.00,340.00,405.00,120.00,2.90,1660.00,1485.00,1345.00,135.00,180.00,135.00,45.00,1485.00,685.00,800.00,290.00,390.00,120.00,180.00,110.00,50.00,15.00
"9330160.04",1185.00,720.00,240.00,165.00,60.00,2.60,1185.00,1015.00,880.00,135.00,170.00,130.00,40.00,1015.00,610.00,400.00,190.00,160.00,60.00,170.00,110.00,55.00,5.00
"9330161.02",1590.00,785.00,355.00,340.00,115.00,2.90,1590.00,1320.00,1110.00,210.00,270.00,215.00,55.00,1325.00,620.00,700.00,270.00,325.00,110.00,265.00,160.00,90.00,20.00
"9330161.03",1920.00,920.00,390.00,465.00,150.00,2.90,1920.00,1680.00,1495.00,185.00,245.00,190.00,55.00,1680.00,785.00,895.00,305.00,440.00,145.00,240.00,130.00,85.00,30.00
"9330161.05",1690.00,765.00,370.00,415.00,135.00,3.00,1690.00,1430.00,1245.00,185.00,260.00,210.00,45.00,1430.00,620.00,810.00,275.00,400.00,135.00,255.00,140.00,100.00,20.00
"9330161.06",1370.00,750.00,240.00,295.00,80.00,2.80,1370.00,1230.00,1095.00,135.00,145.00,105.00,30.00,1230.00,665.00,565.00,200.00,280.00,80.00,140.00,85.00,45.00,15.00
"9330161.07",,,,,,,,,,,,,,,,,,,,,,,
"9330161.08",240.00,150.00,50.00,35.00,15.00,2.60,240.00,210.00,175.00,35.00,30.00,30.00,0.00,210.00,125.00,80.00,40.00,30.00,10.00,25.00,25.00,5.00,0.00
"9330161.09",605.00,380.00,95.00,90.00,40.00,2.70,605.00,545.00,430.00,110.00,65.00,45.00,20.00,545.00,340.00,205.00,80.00,85.00,40.00,65.00,40.00,20.00,10.00
"9330162.01",1700.00,695.00,420.00,430.00,155.00,3.00,1700.00,1475.00,1360.00,115.00,225.00,185.00,40.00,1475.00,575.00,895.00,335.00,410.00,150.00,220.00,115.00,85.00,15.00
"9330162.02",1945.00,805.00,450.00,525.00,160.00,3.00,1940.00,1705.00,1575.00,140.00,230.00,175.00,55.00,1710.00,680.00,1025.00,365.00,505.00,155.00,235.00,120.00,80.00,25.00
"9330162.03",2105.00,805.00,465.00,585.00,245.00,3.20,2105.00,1800.00,1670.00,130.00,310.00,250.00,60.00,1795.00,640.00,1160.00,370.00,550.00,245.00,305.00,165.00,100.00,45.00
"9330162.04",1765.00,735.00,400.00,485.00,145.00,3.00,1770.00,1590.00,1485.00,110.00,175.00,120.00,55.00,1590.00,635.00,955.00,350.00,460.00,150.00,180.00,100.00,50.00,25.00
"9330163.01",1775.00,710.00,460.00,470.00,125.00,3.00,1775.00,1565.00,1425.00,135.00,215.00,155.00,60.00,1565.00,580.00,980.00,395.00,460.00,125.00,210.00,130.00,65.00,15.00
"9330163.04",1695.00,705.00,385.00,460.00,150.00,3.00,1690.00,1510.00,1330.00,175.00,185.00,140.00,45.00,1510.00,585.00,925.00,335.00,445.00,145.00,180.00,120.00,50.00,15.00
"9330163.05",1490.00,595.00,325.00,405.00,160.00,3.10,1485.00,1235.00,1135.00,95.00,255.00,200.00,55.00,1230.00,445.00,790.00,255.00,380.00,155.00,255.00,150.00,70.00,35.00
"9330163.06",1205.00,465.00,290.00,315.00,135.00,3.10,1205.00,980.00,890.00,95.00,225.00,170.00,55.00,980.00,335.00,650.00,225.00,290.00,130.00,225.00,130.00,65.00,25.00
"9330163.07",1385.00,565.00,290.00,370.00,160.00,3.10,1390.00,1175.00,1065.00,105.00,215.00,175.00,45.00,1175.00,430.00,745.00,230.00,355.00,155.00,215.00,130.00,60.00,20.00
"9330163.08",1180.00,475.00,300.00,300.00,110.00,3.10,1180.00,1000.00,885.00,110.00,175.00,130.00,50.00,1000.00,380.00,615.00,230.00,285.00,100.00,180.00,95.00,70.00,10.00
"9330170.03",985.00,825.00,105.00,40.00,10.00,2.20,985.00,860.00,750.00,110.00,125.00,105.00,20.00,860.00,720.00,140.00,90.00,40.00,15.00,125.00,110.00,15.00,0.00
"9330170.04",1515.00,940.00,275.00,225.00,75.00,2.70,1515.00,1315.00,1150.00,170.00,195.00,155.00,40.00,1315.00,805.00,515.00,220.00,220.00,70.00,195.00,135.00,55.00,10.00
"9330170.05",615.00,515.00,70.00,20.00,5.00,2.20,615.00,490.00,400.00,90.00,125.00,100.00,20.00,490.00,420.00,65.00,45.00,20.00,5.00,125.00,95.00,25.00,5.00
"9330170.07",1095.00,580.00,230.00,215.00,75.00,2.80,1095.00,895.00,775.00,125.00,195.00,155.00,40.00,900.00,450.00,450.00,175.00,200.00,75.00,195.00,130.00,50.00,15.00
"9330170.08",1140.00,745.00,190.00,160.00,40.00,2.60,1140.00,985.00,835.00,150.00,150.00,120.00,30.00,990.00,630.00,365.00,165.00,160.00,40.00,150.00,120.00,25.00,5.00
"9330180.01",2285.00,1065.00,490.00,575.00,150.00,2.90,2285.00,1995.00,1830.00,165.00,295.00,245.00,40.00,1990.00,885.00,1105.00,390.00,565.00,150.00,290.00,175.00,105.00,15.00
"9330180.03",2675.00,1320.00,600.00,560.00,195.00,2.90,2675.00,2365.00,2075.00,295.00,305.00,240.00,65.00,2370.00,1140.00,1230.00,500.00,540.00,190.00,310.00,190.00,100.00,25.00
"9330180.04",2935.00,1370.00,820.00,615.00,130.00,2.80,2940.00,2480.00,2140.00,335.00,460.00,385.00,75.00,2480.00,1100.00,1380.00,660.00,590.00,130.00,460.00,270.00,165.00,25.00
"9330181.03",1535.00,735.00,305.00,345.00,150.00,3.00,1535.00,1355.00,1220.00,140.00,175.00,145.00,30.00,1360.00,635.00,725.00,245.00,330.00,150.00,175.00,95.00,60.00,15.00
"9330181.05",2160.00,1355.00,410.00,310.00,90.00,2.60,2160.00,1800.00,1545.00,250.00,365.00,295.00,70.00,1795.00,1125.00,670.00,305.00,285.00,80.00,365.00,225.00,105.00,30.00
"9330181.07",1125.00,555.00,220.00,265.00,85.00,2.90,1130.00,1025.00,960.00,65.00,100.00,85.00,20.00,1020.00,490.00,535.00,185.00,260.00,85.00,105.00,60.00,35.00,5.00
"9330181.08",805.00,400.00,170.00,165.00,65.00,2.90,805.00,720.00,660.00,55.00,90.00,60.00,30.00,720.00,355.00,365.00,145.00,160.00,60.00,85.00,50.00,30.00,5.00
"9330181.09",1870.00,875.00,385.00,455.00,160.00,3.00,1875.00,1690.00,1600.00,95.00,180.00,155.00,25.00,1695.00,765.00,930.00,330.00,435.00,155.00,180.00,110.00,55.00,20.00
"9330181.1",1640.00,885.00,355.00,330.00,70.00,2.80,1640.00,1395.00,1305.00,90.00,245.00,200.00,45.00,1395.00,730.00,665.00,270.00,320.00,70.00,245.00,150.00,80.00,10.00
"9330181.11",750.00,530.00,125.00,70.00,20.00,2.50,750.00,550.00,480.00,70.00,195.00,160.00,40.00,550.00,385.00,170.00,80.00,65.00,25.00,200.00,150.00,50.00,5.00
"9330181.12",865.00,390.00,200.00,200.00,75.00,3.00,865.00,800.00,745.00,50.00,65.00,55.00,10.00,800.00,355.00,445.00,180.00,195.00,70.00,65.00,40.00,20.00,5.00
"9330181.13",1150.00,670.00,200.00,215.00,65.00,2.70,1150.00,1040.00,975.00,70.00,110.00,90.00,20.00,1045.00,600.00,445.00,170.00,210.00,65.00,105.00,70.00,35.00,5.00
"9330181.14",1110.00,630.00,255.00,175.00,50.00,2.70,1110.00,915.00,805.00,110.00,200.00,165.00,35.00,915.00,505.00,405.00,190.00,165.00,50.00,200.00,125.00,65.00,5.00
"9330181.15",30.00,15.00,10.00,5.00,5.00,2.80,30.00,25.00,20.00,5.00,5.00,5.00,0.00,25.00,10.00,10.00,5.00,5.00,0.00,5.00,0.00,5.00,0.00
"9330181.16",1555.00,900.00,280.00,285.00,90.00,2.70,1555.00,1390.00,1250.00,140.00,165.00,120.00,40.00,1390.00,785.00,605.00,245.00,280.00,85.00,170.00,115.00,40.00,10.00
"9330182.01",1420.00,665.00,260.00,330.00,160.00,3.00,1420.00,1290.00,1185.00,105.00,125.00,90.00,35.00,1290.00,595.00,695.00,220.00,320.00,155.00,125.00,70.00,40.00,15.00
"9330182.02",1910.00,635.00,400.00,630.00,240.00,3.30,1910.00,1670.00,1510.00,160.00,240.00,185.00,55.00,1670.00,495.00,1170.00,330.00,605.00,235.00,245.00,135.00,75.00,30.00
"9330182.03",1160.00,470.00,255.00,305.00,130.00,3.10,1155.00,1055.00,995.00,60.00,100.00,80.00,20.00,1060.00,415.00,645.00,215.00,305.00,125.00,100.00,60.00,35.00,10.00
"9330182.04",540.00,225.00,125.00,145.00,50.00,3.10,540.00,495.00,460.00,35.00,50.00,30.00,20.00,490.00,200.00,295.00,105.00,145.00,45.00,50.00,30.00,15.00,10.00
"9330182.05",2190.00,1045.00,395.00,535.00,215.00,3.00,2190.00,1970.00,1815.00,155.00,220.00,175.00,45.00,1970.00,920.00,1055.00,330.00,515.00,205.00,220.00,130.00,65.00,25.00
"9330182.06",340.00,180.00,60.00,65.00,35.00,2.90,340.00,300.00,265.00,35.00,45.00,25.00,15.00,300.00,155.00,145.00,50.00,60.00,35.00,45.00,25.00,10.00,5.00
"9330183.01",1820.00,735.00,425.00,460.00,195.00,3.10,1815.00,1555.00,1360.00,190.00,265.00,200.00,65.00,1550.00,580.00,975.00,355.00,430.00,190.00,270.00,160.00,70.00,40.00
"9330183.03",1675.00,845.00,345.00,345.00,130.00,2.90,1675.00,1380.00,1135.00,240.00,295.00,235.00,60.00,1375.00,635.00,735.00,275.00,335.00,135.00,295.00,210.00,75.00,20.00
"9330183.05",3255.00,1180.00,720.00,1015.00,335.00,3.20,3255.00,2860.00,2550.00,315.00,395.00,325.00,70.00,2860.00,965.00,1895.00,585.00,980.00,325.00,395.00,220.00,135.00,40.00
"9330183.06",720.00,385.00,165.00,135.00,35.00,2.80,720.00,585.00,475.00,105.00,140.00,110.00,30.00,585.00,295.00,290.00,130.00,125.00,40.00,140.00,95.00,30.00,10.00
"9330183.07",2085.00,1010.00,440.00,460.00,165.00,2.90,2085.00,1880.00,1720.00,160.00,210.00,150.00,55.00,1875.00,885.00,995.00,385.00,445.00,165.00,210.00,130.00,60.00,15.00
"9330183.08",2305.00,1065.00,545.00,535.00,160.00,2.90,2310.00,1915.00,1490.00,425.00,390.00,305.00,80.00,1915.00,810.00,1105.00,440.00,515.00,150.00,395.00,250.00,105.00,35.00
"9330183.09",3400.00,1370.00,895.00,825.00,315.00,3.00,3400.00,2830.00,2315.00,515.00,575.00,460.00,120.00,2825.00,1045.00,1780.00,710.00,775.00,300.00,575.00,325.00,190.00,65.00
"9330184.02",2130.00,970.00,510.00,475.00,175.00,3.00,2130.00,1685.00,1470.00,210.00,445.00,365.00,80.00,1685.00,700.00,980.00,375.00,440.00,170.00,445.00,265.00,140.00,45.00
"9330184.06",2910.00,1005.00,675.00,875.00,360.00,3.20,2915.00,2535.00,2415.00,115.00,380.00,310.00,70.00,2535.00,800.00,1730.00,550.00,830.00,345.00,375.00,205.00,120.00,55.00
"9330184.07",1525.00,735.00,330.00,320.00,145.00,3.00,1525.00,1235.00,1135.00,100.00,290.00,245.00,45.00,1235.00,550.00,680.00,255.00,295.00,135.00,290.00,175.00,70.00,35.00
"9330184.08",1550.00,535.00,395.00,450.00,170.00,3.20,1555.00,1305.00,1220.00,80.00,245.00,205.00,45.00,1305.00,395.00,910.00,315.00,435.00,165.00,250.00,140.00,80.00,25.00
"9330184.09",1325.00,465.00,330.00,365.00,170.00,3.20,1325.00,1150.00,1075.00,75.00,175.00,150.00,25.00,1145.00,370.00,785.00,275.00,345.00,160.00,175.00,95.00,55.00,20.00
"9330184.1",1425.00,515.00,310.00,400.00,195.00,3.20,1425.00,1215.00,1150.00,65.00,205.00,170.00,40.00,1210.00,405.00,810.00,240.00,380.00,190.00,205.00,115.00,70.00,25.00
"9330184.11",2640.00,980.00,560.00,790.00,315.00,3.20,2635.00,2265.00,2150.00,120.00,375.00,295.00,75.00,2270.00,770.00,1500.00,445.00,755.00,295.00,370.00,210.00,110.00,50.00
"9330184.12",2320.00,765.00,615.00,725.00,210.00,3.20,2315.00,2005.00,1845.00,155.00,315.00,260.00,55.00,2005.00,605.00,1400.00,490.00,705.00,205.00,315.00,165.00,125.00,30.00
"9330184.13",1465.00,550.00,345.00,420.00,150.00,3.10,1465.00,1300.00,1205.00,95.00,160.00,130.00,35.00,1300.00,460.00,845.00,280.00,415.00,145.00,160.00,85.00,65.00,10.00
"9330184.14",2585.00,975.00,635.00,770.00,205.00,3.10,2585.00,2230.00,1990.00,245.00,355.00,295.00,60.00,2230.00,765.00,1465.00,520.00,745.00,200.00,350.00,210.00,115.00,30.00
"9330184.15",970.00,370.00,205.00,275.00,120.00,3.20,970.00,865.00,840.00,25.00,105.00,80.00,25.00,865.00,305.00,560.00,185.00,265.00,110.00,105.00,65.00,25.00,20.00
"9330184.16",1655.00,650.00,380.00,445.00,185.00,3.10,1655.00,1420.00,1330.00,90.00,235.00,190.00,50.00,1420.00,505.00,915.00,315.00,425.00,175.00,235.00,145.00,65.00,30.00
"9330185.05",1590.00,580.00,370.00,410.00,235.00,3.20,1595.00,1255.00,1145.00,110.00,340.00,290.00,55.00,1255.00,410.00,840.00,270.00,355.00,210.00,340.00,170.00,100.00,75.00
"9330185.07",2670.00,960.00,605.00,760.00,345.00,3.20,2675.00,2360.00,2235.00,125.00,310.00,225.00,85.00,2360.00,785.00,1575.00,495.00,735.00,340.00,315.00,175.00,105.00,30.00
"9330185.08",445.00,200.00,90.00,85.00,65.00,3.10,445.00,405.00,380.00,25.00,40.00,30.00,15.00,405.00,180.00,225.00,85.00,85.00,60.00,40.00,25.00,15.00,5.00
"9330185.09",1410.00,620.00,290.00,365.00,135.00,3.00,1405.00,1185.00,1060.00,125.00,220.00,170.00,50.00,1185.00,475.00,710.00,235.00,340.00,135.00,220.00,140.00,55.00,20.00
