"geo_id","population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
59150384,470,25,15,20,25,35,51,35,40,45,35,25,30,35,20,10,10,5,9,232,238,9,51,0,25,15,11,7,21,16,19,0,21,3,11,7,3,7,0,4,7,6,4,6,9,0,0,14,8,28,14,62,45,29,8
59150385,510,19,34,24,34,29,39,29,34,29,34,39,34,34,34,24,19,10,11,242,268,38,41,0,15,23,7,3,14,0,0,7,21,0,0,0,11,0,0,29,0,5,0,0,0,0,0,0,0,52,6,158,59,9,12
59150386,585,25,25,35,40,35,40,40,40,35,50,45,50,40,25,25,10,15,10,290,295,9,32,0,9,9,5,16,15,0,37,8,6,0,6,6,0,8,0,13,5,7,5,0,0,0,18,14,9,78,8,111,58,80,13
59150387,480,15,15,25,30,40,50,25,25,40,45,40,40,35,15,15,10,15,0,247,233,0,29,0,18,14,0,7,8,0,14,0,0,0,6,6,0,7,0,10,12,12,9,7,0,0,14,0,10,51,9,140,69,30,-2
59150388,790,41,30,35,56,66,66,51,61,56,51,61,51,41,35,30,25,20,14,392,398,7,41,15,14,14,19,4,13,20,18,0,7,0,15,7,0,10,4,7,4,17,-1,-1,0,0,59,11,0,108,7,143,150,62,16
59150389,705,30,40,35,45,40,55,35,40,65,60,45,45,40,35,25,30,15,25,352,353,0,41,0,24,24,29,-1,22,6,12,8,7,0,6,0,0,20,0,11,0,0,0,0,10,0,0,0,0,91,0,246,43,95,11
59150390,600,21,26,31,36,41,46,36,31,36,46,51,46,36,26,21,21,26,23,285,315,0,17,6,9,5,0,0,5,0,14,0,5,0,0,0,5,5,0,16,0,0,0,0,0,0,0,0,0,65,54,222,72,83,17
59150391,515,29,39,49,49,39,25,20,25,29,44,34,29,25,25,20,10,10,14,230,285,38,91,0,25,5,15,0,30,0,15,0,9,0,0,0,0,6,0,0,0,0,0,1,0,0,33,14,50,9,0,94,36,35,9
59150392,505,15,20,25,35,35,40,35,25,35,30,45,30,30,35,15,25,15,15,262,243,0,32,0,9,9,0,0,0,0,7,0,0,3,3,0,0,6,0,0,0,33,0,-1,0,0,0,0,0,69,0,268,50,17,0
59150393,595,25,15,25,35,61,55,45,30,35,40,61,45,30,35,20,15,10,13,305,290,11,21,0,8,8,8,-1,0,0,0,11,0,0,0,0,0,0,0,8,0,23,8,0,0,0,27,0,0,65,27,287,55,32,-3
59150394,620,20,15,30,40,45,35,35,35,35,55,55,50,55,45,25,15,20,10,295,325,15,15,10,10,0,6,0,16,0,18,0,10,0,0,0,0,0,0,5,0,5,6,-1,0,0,0,0,0,10,0,407,42,48,-2
59150395,750,25,35,45,50,50,55,50,40,40,55,65,65,55,45,20,25,10,20,352,398,0,23,0,13,6,7,0,0,6,19,0,0,0,0,0,0,0,0,27,0,6,7,0,0,0,0,0,0,46,0,498,44,36,12
59150396,660,15,25,25,20,40,45,25,30,35,25,35,50,50,65,45,50,45,35,300,360,0,18,0,15,10,19,0,11,0,0,0,0,0,0,0,0,11,0,11,0,11,0,-1,0,0,0,0,0,87,0,349,88,30,1
59150397,455,15,10,15,30,35,60,25,15,25,35,25,45,35,30,15,15,20,5,205,250,0,8,5,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,1,4,4,13,13,0,83,0,280,8,8,7
59150398,495,20,30,25,45,40,30,30,35,25,40,50,40,20,20,10,20,5,10,245,250,21,12,0,0,6,3,0,0,3,10,0,5,0,0,0,0,5,4,6,0,4,-1,0,0,16,0,0,0,45,0,262,81,0,13
59150399,480,10,26,20,31,46,36,36,36,31,31,46,26,31,36,15,15,0,8,240,240,10,42,0,16,4,4,1,9,0,0,0,6,0,0,0,6,0,0,0,0,0,6,-1,0,0,21,0,0,71,17,134,105,28,1
59150400,710,25,30,30,50,76,65,65,45,30,65,45,55,30,30,20,10,20,19,355,355,24,49,0,11,19,13,6,13,0,16,0,0,0,0,0,6,0,0,10,10,33,0,0,0,0,32,0,0,37,12,257,105,56,1
59150401,620,30,34,25,39,39,54,44,39,39,39,59,34,44,34,20,15,15,17,310,310,0,40,0,10,7,5,1,0,0,15,0,0,0,0,0,0,0,0,20,0,43,0,-1,0,0,24,0,0,36,0,304,87,30,-1
59150402,705,36,25,36,51,51,51,51,41,56,66,56,41,36,36,20,20,25,7,355,350,0,52,8,25,23,20,4,7,5,6,4,25,13,0,0,5,0,0,0,0,0,0,6,0,0,14,28,14,35,10,145,117,126,13
59150403,650,30,40,25,35,30,45,50,50,45,50,45,40,50,40,25,20,20,10,317,333,22,31,8,17,0,9,12,0,0,19,0,13,0,22,20,7,0,7,14,10,0,1,10,0,0,9,9,0,31,0,253,49,78,-1
59150404,540,31,36,20,31,46,41,41,36,56,36,31,31,36,25,15,15,5,8,250,290,0,35,12,27,9,10,4,7,0,8,4,4,0,0,0,7,4,0,0,3,3,1,0,0,0,15,18,7,21,0,210,53,77,1
59150405,470,24,19,24,29,39,39,44,34,24,34,29,34,34,19,10,19,10,5,210,260,8,32,14,15,6,13,3,9,0,19,0,5,0,3,0,3,3,0,0,0,5,0,4,0,0,0,8,0,24,10,160,80,44,2
59150406,740,49,25,35,44,39,49,54,74,59,44,59,39,35,39,25,25,25,21,375,365,11,71,0,29,12,19,0,22,0,19,0,12,0,9,0,16,0,0,10,7,0,5,0,0,0,0,0,0,77,0,277,64,81,-1
59150407,765,35,40,30,50,60,55,55,50,55,65,65,45,30,35,35,25,20,15,382,383,24,31,8,24,22,21,0,27,0,41,0,6,0,17,0,5,5,0,0,4,7,0,0,0,0,29,15,0,32,27,247,73,101,-1
59150408,750,30,35,30,40,70,60,75,35,65,50,40,65,45,25,20,25,15,25,368,382,0,35,0,14,12,14,4,20,8,30,0,0,4,4,6,0,0,0,0,16,38,5,0,0,0,18,9,22,43,0,240,103,103,2
59150409,485,20,20,24,39,34,44,29,29,29,39,49,24,20,24,15,10,10,26,227,258,8,56,7,18,0,16,0,13,4,6,0,13,0,5,0,0,6,0,15,0,0,6,6,0,0,28,8,0,8,0,167,11,76,8
59150410,580,25,45,20,40,40,45,40,45,40,50,45,25,45,30,15,15,10,5,275,305,8,13,0,18,9,9,5,0,5,12,4,7,0,0,0,11,0,0,0,11,7,11,0,0,0,13,21,13,50,8,196,13,102,34
59150412,450,25,30,20,20,40,40,30,30,35,30,20,30,25,20,20,15,10,10,212,238,0,25,12,16,20,9,5,9,5,13,5,0,0,0,9,5,0,0,9,9,5,0,1,0,0,0,9,9,9,0,165,11,87,3
59150414,645,34,25,30,39,54,49,34,39,39,54,49,39,59,39,15,20,15,12,330,315,0,47,0,17,5,14,2,6,7,15,0,0,0,4,3,3,2,0,0,0,9,0,1,0,0,0,0,10,0,21,268,154,55,2
59150415,885,49,49,59,64,84,54,54,59,69,74,74,54,40,30,25,15,10,22,430,455,10,92,0,23,23,26,8,6,16,11,6,17,0,3,3,0,6,0,0,15,0,0,7,0,0,0,0,24,48,0,315,169,57,0
59150416,660,34,34,30,30,54,39,39,69,59,44,39,44,39,30,20,20,15,21,323,337,8,56,0,18,19,28,4,5,0,37,0,12,0,9,27,9,3,0,5,11,21,0,6,0,0,8,0,0,79,10,144,59,74,8
59150417,485,20,25,20,25,45,30,20,35,40,45,35,40,35,30,10,15,15,0,242,243,0,38,10,22,6,14,3,7,0,13,0,13,0,11,7,20,4,0,10,0,0,0,-1,0,0,10,10,0,29,24,179,29,29,-2
59150419,450,20,25,15,15,30,35,54,40,30,30,35,30,35,25,10,15,5,1,222,228,11,33,0,17,12,16,7,10,4,27,10,6,0,10,0,7,0,0,5,9,4,3,1,0,0,7,0,0,19,6,146,57,14,9
59150420,560,20,35,35,45,40,30,45,45,50,45,35,35,30,15,15,20,15,5,283,277,9,22,0,16,6,13,10,18,0,28,0,0,6,0,0,0,14,0,4,4,0,5,1,0,0,0,0,0,13,0,180,46,164,1
59150421,645,40,30,20,35,40,60,45,50,55,20,55,45,40,35,25,10,15,25,325,320,0,50,17,13,18,18,7,5,17,22,11,7,0,4,8,7,4,0,9,5,5,-1,1,0,0,8,8,8,32,8,227,62,62,3
59150422,895,90,55,35,40,40,60,90,104,104,80,50,35,30,30,20,15,10,7,432,463,17,112,9,58,46,45,18,48,11,28,11,35,4,8,15,21,3,0,4,9,9,4,-1,0,0,17,17,0,15,27,159,53,90,3
59150423,465,20,10,20,20,45,45,25,25,30,45,35,30,25,40,10,20,10,10,225,240,0,35,0,8,6,6,0,13,16,18,0,13,3,14,6,6,4,0,10,4,0,0,4,0,0,28,0,7,0,0,186,19,58,1
59150424,865,55,45,50,40,35,60,70,75,50,55,40,45,45,40,45,30,30,55,395,470,39,110,21,55,44,55,30,57,7,45,10,24,0,4,18,23,17,6,0,6,6,17,9,0,0,17,17,9,21,47,83,29,30,9
59150425,385,20,10,20,30,25,30,30,30,30,25,25,20,20,20,15,10,15,10,202,183,9,36,21,13,20,40,8,21,18,8,10,0,0,0,0,0,6,0,5,10,0,5,1,0,0,9,0,9,0,0,83,18,35,0
59150426,635,25,15,15,20,40,45,45,35,25,30,45,20,25,25,20,40,45,120,300,335,0,72,11,32,37,25,5,30,8,25,8,15,9,13,0,0,0,0,11,15,0,0,15,0,0,18,12,0,0,0,215,28,30,1
59150427,570,25,20,20,25,51,51,41,31,41,51,56,41,36,31,15,15,15,5,285,285,11,32,6,29,10,20,5,8,21,19,0,6,0,3,0,5,4,0,11,17,0,6,0,0,0,0,0,0,47,11,245,11,41,2
59150428,585,15,10,10,20,29,34,29,20,25,29,44,34,29,49,39,49,39,81,268,317,0,17,0,23,10,10,0,13,0,15,12,13,0,28,0,0,12,0,60,0,0,10,2,0,0,17,0,0,0,12,256,10,52,13
59150429,560,34,20,20,20,49,49,44,34,25,34,44,54,34,34,10,20,20,15,280,280,36,62,0,28,15,24,0,29,0,12,6,5,5,0,0,16,5,0,12,20,0,0,-1,0,0,9,18,0,0,0,176,32,50,1
59150430,545,15,15,20,29,49,69,34,29,25,34,44,39,39,25,20,20,20,19,270,275,0,33,0,25,21,7,0,0,7,11,7,0,0,10,0,10,0,20,8,0,20,0,0,0,0,9,0,0,29,13,205,68,30,12
59150431,600,25,30,30,25,44,49,44,44,30,44,34,25,39,25,25,25,34,28,312,288,0,62,0,35,6,10,0,14,5,5,10,9,7,5,0,11,0,5,21,5,0,5,0,0,0,13,0,0,0,9,254,26,64,19
59150432,880,35,54,35,40,84,89,64,69,69,59,64,44,54,49,20,20,15,16,453,427,57,57,13,32,24,41,11,31,5,46,0,13,8,11,0,8,11,6,13,4,6,9,6,0,0,22,0,34,30,0,168,78,133,3
59150433,495,20,25,20,25,44,49,34,29,29,34,54,39,29,20,15,15,10,4,250,245,0,37,0,29,20,27,4,9,9,0,0,9,0,0,6,0,6,0,18,0,0,7,0,0,0,11,0,0,0,0,184,32,87,0
59150434,475,20,10,10,30,40,25,35,30,35,45,50,25,20,30,25,15,10,20,238,237,0,43,0,16,9,4,-1,0,15,12,0,8,0,0,8,0,0,0,12,0,7,8,0,0,0,0,0,0,36,11,220,23,38,6
59150435,600,20,15,20,45,50,45,45,45,30,35,61,61,30,35,20,15,15,13,303,297,14,28,0,9,6,9,3,9,0,8,5,6,0,6,9,0,0,0,15,0,12,6,6,0,0,14,0,9,14,0,300,56,55,1
59150436,775,25,31,46,51,76,76,61,51,46,56,76,41,46,36,20,20,10,7,370,405,9,28,0,21,9,18,0,38,0,0,0,0,0,0,0,18,0,12,12,24,12,0,1,0,0,18,0,0,13,14,304,137,64,23
59150437,1255,50,50,35,60,81,202,181,101,91,86,66,66,60,50,25,20,15,16,602,653,50,41,9,23,26,23,13,24,19,47,22,24,5,13,5,38,1,0,30,0,21,11,5,0,0,20,15,10,58,0,506,67,113,16
59150438,820,40,20,35,45,65,80,90,55,55,65,65,45,50,35,25,20,20,10,412,408,0,38,8,21,6,14,0,35,0,15,0,6,0,0,0,6,0,4,7,0,4,8,0,0,14,33,0,14,61,0,360,72,67,27
59150439,510,25,20,25,30,35,45,30,30,30,45,45,30,30,30,10,25,10,15,247,263,17,34,0,10,0,0,0,0,0,17,0,7,0,0,0,13,0,0,0,0,14,9,1,0,13,0,8,0,13,0,276,37,33,8
59150440,645,25,15,30,40,60,55,25,40,40,45,60,45,50,40,15,25,15,20,320,325,21,25,0,5,8,19,6,17,0,10,0,0,12,6,0,0,0,0,3,3,0,1,1,0,0,8,0,0,33,0,352,64,43,8
59150441,650,30,20,30,25,51,66,66,30,20,36,41,41,46,41,30,41,15,21,313,337,0,45,0,22,0,14,5,0,0,12,0,8,7,0,7,11,-1,0,6,15,6,0,0,9,0,36,0,0,45,0,320,23,60,0
59150442,640,20,30,30,35,55,50,35,30,30,60,50,55,40,40,30,20,20,10,325,315,0,30,0,5,3,17,8,11,0,5,3,14,0,0,9,5,0,0,8,8,0,11,0,0,8,0,0,0,64,0,334,36,57,4
59150443,690,30,30,35,40,60,65,55,45,40,40,50,55,45,45,15,15,15,10,345,345,0,37,0,12,5,9,5,7,0,12,0,7,0,0,0,19,0,0,0,0,24,7,-1,0,0,16,0,11,26,11,295,109,78,1
59150444,760,25,30,55,65,75,55,40,40,50,50,75,55,40,25,20,25,20,15,363,397,19,34,0,10,7,10,9,7,4,13,0,16,13,0,0,0,0,0,0,18,9,19,6,0,0,19,0,0,63,0,282,153,50,-1
59150445,625,20,25,25,50,35,55,45,35,40,45,40,50,64,30,30,15,15,6,308,317,0,0,0,6,6,6,1,15,0,25,0,8,0,0,0,8,0,0,0,11,11,8,-1,0,0,0,10,0,10,0,379,83,42,-3
59150446,505,20,15,25,30,40,61,20,30,30,35,25,35,30,25,15,25,20,24,238,267,0,49,0,24,9,11,0,14,0,14,0,5,0,0,0,5,0,0,4,0,4,5,1,0,0,0,0,0,0,9,324,9,17,1
59150447,695,15,20,35,45,55,35,45,20,35,55,50,40,40,35,25,25,45,75,315,380,10,20,0,12,0,6,0,11,0,11,0,7,6,0,0,6,6,0,0,0,26,7,12,0,10,30,0,0,10,15,251,213,19,7
59150448,635,15,20,25,40,35,40,30,40,30,35,69,69,69,40,20,30,20,8,310,325,10,15,0,8,14,10,8,7,0,11,7,7,0,9,0,9,7,0,0,6,6,6,0,0,0,15,20,0,45,10,275,90,42,-2
59150449,615,15,20,30,60,50,40,40,30,35,60,55,50,45,30,20,15,15,5,285,330,27,33,0,18,15,15,4,18,7,29,0,0,8,0,8,11,-1,10,8,0,5,5,0,0,0,0,0,11,0,0,311,42,32,-1
59150450,575,20,20,35,35,59,35,30,35,45,40,50,50,30,30,10,30,15,6,275,300,0,0,0,9,8,14,0,23,0,10,13,5,0,12,5,14,0,0,12,0,14,0,6,0,0,19,0,10,0,28,225,127,22,-1
59150451,505,15,15,25,25,40,40,35,25,20,35,35,35,50,45,20,10,15,20,255,250,33,12,0,0,5,10,11,11,0,7,0,11,0,0,0,0,4,0,7,3,5,1,0,0,0,0,0,25,26,24,270,0,26,14
59150452,425,29,20,24,24,29,39,20,20,29,24,29,34,39,24,10,15,10,6,210,215,10,20,0,7,5,7,6,11,9,9,0,11,6,0,0,6,-1,0,21,0,0,0,-2,0,0,0,0,0,0,20,261,0,19,0
59150453,630,30,25,25,40,50,50,30,30,50,40,55,65,40,35,20,20,15,10,320,310,0,8,0,9,7,7,1,0,0,12,4,0,0,0,0,0,7,10,20,7,0,0,0,0,0,12,8,0,107,0,357,0,43,11
59150454,685,31,26,41,36,41,56,56,46,46,36,51,56,61,46,20,5,15,16,340,345,0,20,8,13,9,0,10,9,0,9,0,0,0,0,0,0,19,0,0,0,28,9,0,0,0,0,0,0,138,16,337,20,39,1
59150455,820,30,35,45,50,60,70,50,40,60,55,60,70,55,45,35,20,30,10,390,430,22,63,0,19,10,14,0,13,0,10,5,0,0,0,7,0,14,0,7,0,11,0,0,7,0,15,0,7,55,0,417,70,46,8
59150457,730,29,44,39,48,53,68,48,48,48,58,48,53,39,44,24,15,10,14,355,375,0,0,0,5,7,5,0,14,4,4,1,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,86,41,355,138,50,0
59150459,675,20,15,20,30,34,49,30,30,20,44,49,44,39,39,30,30,49,103,288,387,14,35,12,0,0,0,0,12,0,19,0,0,0,0,0,0,12,0,0,0,9,9,-1,0,0,20,0,0,76,19,232,153,54,0
59150460,515,20,35,30,35,30,35,45,40,30,35,45,40,30,15,20,10,10,10,265,250,15,33,7,0,8,17,6,16,0,0,0,0,0,0,8,0,0,0,0,4,4,-1,0,7,0,0,0,41,186,33,83,21,25,2
59150461,365,14,14,14,24,43,38,14,24,29,19,24,24,19,14,10,19,10,12,190,175,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,102,46,75,98,0,-1
59150462,445,29,24,24,29,34,39,34,29,29,29,24,24,34,20,20,10,10,3,218,227,24,15,0,10,6,0,0,0,0,12,0,0,0,0,0,0,8,0,0,8,0,0,1,0,0,0,0,0,130,34,129,18,51,-1
59150463,555,31,36,26,36,51,41,31,46,46,46,46,21,36,26,15,10,0,11,268,287,0,19,8,2,2,7,3,5,3,4,0,4,0,0,0,0,4,0,3,0,4,0,-1,0,0,8,8,0,109,56,106,150,51,0
59150465,520,30,30,25,40,30,35,40,40,35,40,35,40,20,20,10,15,20,15,252,268,9,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,9,0,83,11,118,159,86,-2
59150466,485,15,25,25,35,40,35,45,35,35,30,40,25,30,25,10,10,10,15,230,255,0,0,0,0,4,4,-1,6,0,6,0,0,0,0,0,4,0,0,0,4,0,0,-1,0,0,0,0,9,139,0,190,56,63,2
59150468,560,15,20,29,44,44,44,34,29,39,49,44,39,34,25,20,15,15,21,292,268,10,15,0,0,0,17,0,0,6,8,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,15,0,0,77,39,291,52,19,-3
59150469,645,15,20,30,40,65,50,50,40,30,45,60,45,45,35,30,20,20,5,310,335,0,25,9,0,4,4,5,0,7,0,0,10,0,0,7,0,0,0,0,0,13,0,10,0,0,0,10,0,32,12,340,47,111,-1
59150470,575,30,35,25,40,50,40,40,40,35,50,45,25,35,35,20,10,10,10,285,290,0,24,0,0,0,0,11,8,0,0,0,0,0,5,0,7,0,0,0,0,18,0,-1,0,0,24,0,0,23,58,238,85,77,-2
59150471,635,30,35,30,40,60,45,30,30,35,35,45,50,45,45,20,20,15,25,312,323,26,64,9,11,16,11,7,11,7,11,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,26,0,15,120,31,135,93,28,2
59150472,470,15,20,40,30,30,35,15,30,40,45,30,35,15,30,20,25,10,5,233,237,9,36,0,14,5,5,5,6,5,11,0,6,0,9,0,0,0,0,7,7,0,1,-1,0,0,0,0,0,51,55,173,47,18,1
59150473,660,34,34,39,54,49,44,34,44,54,44,44,34,34,29,20,15,29,25,325,335,0,28,8,22,9,18,1,6,0,24,0,14,0,0,0,0,0,14,10,0,6,0,-1,0,0,0,0,0,89,102,224,56,30,0
59150474,650,41,26,26,41,62,67,46,57,46,41,36,36,31,26,21,21,21,5,325,325,0,25,0,5,5,10,0,0,0,5,5,0,12,0,0,0,13,0,9,6,6,-1,10,0,0,0,0,0,254,25,150,47,62,2
59150475,695,25,25,35,35,45,55,55,55,50,55,45,40,35,40,20,25,25,30,325,370,0,48,0,22,12,13,5,14,10,24,0,8,5,5,0,5,4,0,13,20,0,0,-1,0,14,0,10,23,132,68,83,139,19,0
59150476,895,40,40,45,60,80,75,65,80,60,65,65,60,40,30,20,30,20,20,430,465,0,32,12,37,18,37,7,13,7,63,7,13,7,13,13,11,11,0,18,0,6,6,10,0,11,11,11,0,125,30,163,163,38,2
59150477,615,20,25,30,56,56,51,56,36,46,51,36,46,30,15,20,15,15,11,295,320,24,7,9,0,12,9,0,9,0,21,0,6,0,0,0,0,6,0,6,0,21,0,0,0,8,61,0,12,151,69,91,63,21,9
59150478,765,30,45,50,65,75,75,40,50,50,50,65,50,25,30,25,15,15,10,373,392,9,9,9,10,8,13,3,9,8,21,6,0,0,4,4,10,1,0,5,0,5,0,10,0,0,19,0,18,294,88,104,52,37,9
59150479,470,26,21,26,36,31,31,36,36,36,36,21,36,10,41,15,10,15,7,230,240,9,44,7,17,11,8,6,0,7,20,0,0,0,0,0,7,0,0,6,11,14,0,0,0,14,0,9,9,111,24,94,33,8,1
59150480,535,30,30,30,40,45,50,35,50,35,30,30,30,25,25,15,20,10,5,255,280,9,8,19,7,5,5,14,10,0,0,6,0,0,0,10,0,0,0,6,0,0,0,1,0,0,9,0,18,150,84,113,45,16,0
59150481,480,25,20,20,25,35,45,35,30,25,35,35,35,40,30,15,10,15,5,227,253,0,19,0,6,0,12,0,7,8,26,6,0,0,0,0,0,7,0,0,12,12,0,0,0,0,0,0,10,60,19,155,103,18,0
59150482,845,25,44,64,54,64,59,59,49,64,64,64,69,39,39,29,25,15,19,410,435,0,48,8,21,3,15,4,11,0,25,0,11,5,5,9,0,-1,0,5,8,18,5,0,0,0,0,13,16,259,38,195,92,31,1
59150483,505,15,15,20,31,41,46,31,36,36,46,51,26,31,31,15,15,10,9,260,245,10,26,0,15,0,0,0,15,0,15,0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,16,16,0,26,0,271,39,24,-3
59150484,700,20,25,40,55,60,40,50,40,45,70,50,55,40,35,20,25,15,15,368,332,10,30,0,36,25,10,0,13,0,0,0,0,0,8,6,8,0,13,9,0,9,-1,0,0,0,10,0,0,83,27,260,98,44,2
59150485,535,25,25,25,40,35,35,30,30,30,30,45,45,25,35,20,30,15,15,260,275,0,28,0,11,14,18,4,0,0,6,0,0,0,3,6,5,6,0,0,0,13,0,6,0,0,0,0,0,41,0,233,88,52,1
59150486,585,15,5,25,15,20,10,25,15,15,30,40,30,45,35,25,40,50,145,210,375,0,52,11,21,18,18,-1,14,0,14,9,14,10,15,8,5,14,0,0,0,0,9,10,0,13,13,0,0,25,0,219,13,52,9
59150487,435,20,20,24,15,44,39,29,20,20,29,39,39,29,24,10,15,5,14,218,217,12,20,0,10,0,6,10,20,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,28,20,0,251,0,35,2
59150488,470,15,5,0,20,49,64,54,25,15,20,35,25,40,49,15,25,10,4,220,250,9,14,0,16,7,14,9,6,5,10,0,9,6,6,0,6,5,0,5,5,5,-1,5,0,0,14,9,18,0,0,219,22,44,3
59150489,570,31,20,20,51,51,46,41,31,46,51,36,46,36,20,15,10,10,9,287,283,0,30,14,21,10,11,0,19,6,23,6,10,0,14,14,7,0,0,0,0,13,0,6,0,0,15,0,0,45,8,240,28,32,-2
59150490,520,30,25,30,30,35,35,35,25,40,35,40,40,35,30,20,20,10,5,258,262,13,10,7,26,7,10,0,8,6,4,0,8,0,3,5,3,14,0,5,0,0,8,4,0,0,0,0,0,7,10,338,9,13,2
59150491,470,15,10,15,20,30,35,30,25,20,40,45,30,25,20,15,15,15,65,222,248,8,49,0,20,23,26,17,12,6,9,0,24,0,14,6,0,5,0,4,0,0,8,0,0,0,8,0,19,55,0,86,55,15,1
59150492,575,25,25,25,49,44,39,44,29,25,64,59,39,25,34,15,20,5,9,285,290,9,27,23,13,9,18,14,18,4,17,5,5,7,7,0,7,11,0,10,0,0,0,5,0,0,0,0,9,0,0,277,43,38,-1
59150493,465,15,10,10,15,41,82,61,36,46,41,31,31,15,15,10,5,0,1,252,213,39,56,0,26,19,17,6,8,8,25,5,11,4,4,7,7,8,4,0,0,0,12,5,0,9,9,17,13,23,17,52,24,28,2
59150494,405,5,15,5,10,30,69,40,25,20,40,35,40,25,25,10,5,5,1,220,185,15,58,7,30,21,21,0,17,4,21,8,7,0,3,3,7,8,5,0,0,14,0,5,8,0,8,8,19,11,8,55,20,16,-2
59150495,640,25,10,5,25,46,61,81,76,41,71,66,41,30,25,15,15,5,2,330,310,12,51,20,47,29,29,15,27,21,23,6,18,9,17,0,6,17,6,13,4,0,3,-1,0,8,12,8,21,12,0,116,56,32,3
59150496,600,10,10,15,35,66,71,66,40,50,45,50,66,40,25,5,5,0,1,300,300,10,48,0,19,16,19,6,14,0,33,8,10,10,6,6,10,6,0,14,0,14,0,0,0,0,29,15,10,0,0,145,130,25,-3
59150497,625,15,20,26,31,46,41,56,46,67,61,56,51,51,26,10,10,0,12,318,307,20,53,8,18,15,30,5,15,4,21,6,12,0,5,11,15,8,0,0,6,6,-1,1,0,0,0,20,32,0,12,57,219,24,3
59150498,600,15,10,15,34,49,64,44,44,59,59,54,39,49,25,20,15,5,0,302,298,35,43,10,37,21,32,9,15,14,21,0,17,5,11,5,9,25,7,7,0,14,7,9,0,0,13,9,9,9,0,118,53,37,-1
59150499,630,20,25,15,10,35,79,60,69,50,50,60,50,40,35,15,10,5,2,335,295,16,71,8,39,19,21,10,20,0,27,6,6,11,21,11,21,9,0,20,0,14,6,9,0,0,8,12,43,31,0,69,81,24,-3
59150500,720,34,24,19,29,63,78,49,78,54,63,68,63,39,24,15,5,10,5,343,377,12,77,8,37,26,40,4,21,5,36,0,18,9,12,0,12,12,0,6,5,13,4,5,0,8,58,43,15,19,19,55,73,59,9
59150503,530,20,20,25,35,45,20,35,40,35,45,50,35,30,35,25,15,10,10,240,290,0,22,15,33,22,26,4,7,6,20,0,0,0,12,23,5,23,17,6,0,23,24,12,0,0,8,8,32,15,0,79,79,11,-2
59150504,1010,40,45,40,75,134,104,75,55,55,80,80,60,45,55,25,15,10,17,493,517,8,89,0,48,23,32,14,24,20,20,6,24,4,6,10,6,8,0,19,8,8,0,10,0,17,0,13,30,10,7,440,12,93,1
59150505,645,26,41,31,41,46,31,41,36,62,62,57,41,41,41,10,21,10,7,308,337,0,62,0,26,11,15,7,21,0,21,0,6,0,5,5,7,8,0,5,0,13,0,-1,0,10,14,10,0,0,0,355,18,28,-1
59150506,385,15,25,15,40,35,20,15,15,30,30,50,20,20,25,15,10,5,0,185,200,0,35,16,20,11,11,3,10,0,8,0,8,4,4,8,4,3,0,0,0,5,0,-1,0,0,0,8,0,12,0,151,0,57,8
59150507,470,15,15,20,30,40,40,40,10,25,30,35,45,40,40,25,10,5,5,225,245,0,23,0,7,9,9,10,14,0,5,4,6,5,0,0,9,9,0,0,0,0,0,6,0,0,9,0,9,9,0,263,0,50,14
59150508,465,15,25,35,30,20,20,30,15,35,35,55,30,30,20,25,20,15,10,235,230,0,20,7,26,14,12,13,25,0,14,0,0,0,5,5,0,0,0,0,0,0,0,11,0,0,9,0,0,7,6,228,9,51,3
59150509,425,5,15,30,40,30,15,15,15,15,40,56,25,25,30,10,25,15,19,217,208,0,34,11,34,18,16,4,20,5,16,18,5,7,0,5,0,10,3,0,3,0,3,0,0,0,0,0,0,17,6,156,23,10,1
59150510,460,10,15,20,40,51,35,10,15,25,45,40,40,30,30,20,15,10,9,210,250,0,22,0,17,7,13,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,40,1
