"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27"
"59151213",580.00,335.00,305.00,35.00,240.00,185.00,0.00,25.00,25.00,280.00,165.00,155.00,15.00,120.00,100.00,0.00,15.00,5.00,295.00,170.00,150.00,20.00,125.00,85.00,0.00,15.00,25.00
"59151214",575.00,210.00,190.00,25.00,365.00,110.00,15.00,80.00,160.00,225.00,105.00,90.00,10.00,120.00,60.00,5.00,25.00,30.00,350.00,110.00,95.00,15.00,240.00,50.00,5.00,50.00,130.00
"59151215",440.00,270.00,240.00,25.00,170.00,120.00,15.00,25.00,10.00,215.00,135.00,120.00,15.00,75.00,55.00,5.00,10.00,5.00,225.00,135.00,120.00,15.00,90.00,65.00,10.00,15.00,10.00
"59151216",555.00,295.00,235.00,60.00,260.00,145.00,25.00,70.00,20.00,220.00,150.00,120.00,30.00,75.00,55.00,5.00,5.00,0.00,335.00,150.00,120.00,30.00,185.00,85.00,20.00,60.00,15.00
"59151217",345.00,205.00,170.00,40.00,145.00,105.00,10.00,30.00,5.00,160.00,100.00,80.00,15.00,55.00,50.00,5.00,5.00,0.00,190.00,100.00,80.00,20.00,90.00,50.00,5.00,25.00,5.00
"59151219",390.00,225.00,210.00,10.00,165.00,95.00,5.00,25.00,40.00,180.00,110.00,100.00,5.00,70.00,55.00,5.00,10.00,5.00,215.00,115.00,110.00,10.00,95.00,40.00,5.00,20.00,35.00
"59151220",420.00,255.00,245.00,10.00,160.00,120.00,5.00,10.00,30.00,205.00,130.00,120.00,5.00,75.00,70.00,0.00,0.00,5.00,220.00,130.00,125.00,5.00,90.00,50.00,0.00,10.00,25.00
"59151221",595.00,240.00,225.00,15.00,350.00,205.00,35.00,65.00,40.00,265.00,120.00,115.00,10.00,140.00,110.00,5.00,20.00,5.00,330.00,120.00,115.00,5.00,210.00,100.00,25.00,55.00,35.00
"59151222",520.00,280.00,260.00,20.00,240.00,175.00,5.00,25.00,35.00,235.00,135.00,130.00,10.00,100.00,85.00,5.00,10.00,5.00,285.00,140.00,130.00,10.00,140.00,90.00,5.00,20.00,25.00
"59151223",520.00,295.00,275.00,15.00,225.00,175.00,5.00,20.00,25.00,255.00,145.00,135.00,10.00,110.00,95.00,5.00,10.00,0.00,265.00,145.00,140.00,10.00,115.00,80.00,5.00,10.00,20.00
"59151224",625.00,345.00,315.00,30.00,285.00,205.00,10.00,25.00,35.00,305.00,170.00,155.00,15.00,130.00,105.00,5.00,15.00,10.00,320.00,175.00,160.00,15.00,150.00,95.00,5.00,10.00,30.00
"59151225",480.00,255.00,235.00,25.00,225.00,175.00,10.00,15.00,25.00,225.00,125.00,110.00,10.00,105.00,90.00,5.00,10.00,0.00,255.00,130.00,120.00,10.00,120.00,85.00,10.00,5.00,25.00
"59151226",580.00,320.00,315.00,5.00,260.00,185.00,15.00,25.00,30.00,285.00,160.00,155.00,0.00,130.00,110.00,5.00,10.00,10.00,285.00,160.00,160.00,0.00,125.00,80.00,5.00,15.00,25.00
"59151227",505.00,290.00,270.00,20.00,210.00,170.00,10.00,10.00,25.00,230.00,145.00,135.00,10.00,90.00,75.00,0.00,0.00,10.00,275.00,145.00,140.00,10.00,125.00,95.00,5.00,5.00,20.00
"59151228",525.00,300.00,250.00,50.00,230.00,165.00,5.00,25.00,30.00,250.00,150.00,125.00,25.00,100.00,85.00,5.00,5.00,0.00,280.00,150.00,130.00,20.00,130.00,75.00,5.00,15.00,25.00
"59151229",805.00,430.00,405.00,25.00,375.00,265.00,15.00,55.00,35.00,390.00,215.00,200.00,10.00,180.00,150.00,0.00,10.00,10.00,415.00,220.00,205.00,15.00,195.00,110.00,15.00,45.00,25.00
"59151230",305.00,160.00,140.00,15.00,150.00,90.00,10.00,35.00,20.00,140.00,75.00,70.00,10.00,60.00,50.00,5.00,5.00,0.00,170.00,80.00,75.00,5.00,85.00,40.00,5.00,25.00,15.00
"59151231",250.00,175.00,160.00,10.00,80.00,55.00,5.00,10.00,5.00,115.00,90.00,80.00,5.00,30.00,30.00,0.00,0.00,5.00,135.00,90.00,80.00,10.00,50.00,25.00,5.00,10.00,5.00
"59151232",530.00,315.00,285.00,30.00,210.00,140.00,10.00,30.00,35.00,255.00,155.00,140.00,20.00,95.00,75.00,5.00,10.00,5.00,270.00,160.00,145.00,15.00,110.00,60.00,5.00,15.00,30.00
"59151234",245.00,120.00,105.00,20.00,125.00,80.00,5.00,35.00,10.00,100.00,55.00,50.00,10.00,40.00,35.00,0.00,5.00,0.00,150.00,65.00,55.00,10.00,85.00,50.00,5.00,25.00,10.00
"59151236",935.00,515.00,460.00,55.00,415.00,285.00,35.00,70.00,25.00,400.00,255.00,225.00,30.00,150.00,115.00,15.00,15.00,5.00,530.00,260.00,235.00,30.00,270.00,170.00,20.00,55.00,20.00
"59151237",525.00,310.00,280.00,30.00,210.00,150.00,10.00,30.00,25.00,260.00,160.00,140.00,15.00,100.00,75.00,5.00,15.00,5.00,265.00,155.00,140.00,15.00,110.00,70.00,5.00,15.00,15.00
"59151238",470.00,290.00,255.00,40.00,175.00,140.00,5.00,20.00,15.00,240.00,145.00,125.00,25.00,95.00,85.00,0.00,5.00,5.00,230.00,150.00,130.00,20.00,80.00,55.00,5.00,10.00,10.00
"59151239",405.00,255.00,245.00,10.00,150.00,120.00,5.00,10.00,15.00,205.00,130.00,125.00,5.00,80.00,70.00,0.00,5.00,10.00,200.00,130.00,125.00,5.00,70.00,50.00,0.00,5.00,10.00
"59151240",485.00,315.00,295.00,20.00,165.00,130.00,5.00,10.00,15.00,235.00,160.00,145.00,10.00,70.00,60.00,5.00,5.00,0.00,255.00,160.00,150.00,10.00,95.00,65.00,10.00,10.00,10.00
"59151241",645.00,370.00,345.00,25.00,270.00,205.00,15.00,20.00,35.00,315.00,180.00,170.00,10.00,135.00,115.00,5.00,5.00,5.00,325.00,190.00,175.00,15.00,140.00,90.00,10.00,15.00,30.00
"59151242",530.00,325.00,295.00,30.00,205.00,145.00,10.00,20.00,35.00,260.00,160.00,145.00,10.00,105.00,85.00,0.00,5.00,10.00,265.00,170.00,150.00,15.00,105.00,60.00,10.00,15.00,20.00
"59151243",465.00,260.00,240.00,25.00,200.00,140.00,10.00,30.00,25.00,225.00,125.00,120.00,10.00,95.00,75.00,5.00,10.00,10.00,240.00,135.00,125.00,10.00,105.00,60.00,5.00,25.00,10.00
"59151244",635.00,380.00,330.00,50.00,255.00,200.00,15.00,20.00,20.00,295.00,185.00,155.00,25.00,115.00,105.00,5.00,5.00,5.00,335.00,200.00,175.00,30.00,140.00,100.00,5.00,20.00,20.00
"59151252",1535.00,885.00,725.00,160.00,650.00,485.00,30.00,90.00,45.00,715.00,435.00,360.00,80.00,275.00,225.00,15.00,30.00,10.00,820.00,445.00,365.00,80.00,380.00,265.00,15.00,60.00,35.00
"59151253",615.00,370.00,335.00,40.00,245.00,175.00,10.00,40.00,15.00,285.00,185.00,165.00,20.00,95.00,85.00,5.00,10.00,0.00,330.00,190.00,165.00,20.00,145.00,95.00,10.00,30.00,10.00
"59151254",1280.00,700.00,605.00,95.00,580.00,450.00,40.00,65.00,30.00,610.00,355.00,305.00,50.00,260.00,230.00,10.00,20.00,5.00,670.00,345.00,300.00,45.00,320.00,220.00,30.00,45.00,30.00
"59151255",710.00,420.00,370.00,45.00,290.00,230.00,10.00,35.00,20.00,345.00,210.00,190.00,25.00,130.00,120.00,5.00,10.00,0.00,365.00,210.00,180.00,25.00,155.00,110.00,5.00,25.00,20.00
"59151256",450.00,245.00,230.00,15.00,205.00,165.00,5.00,15.00,20.00,220.00,120.00,115.00,10.00,90.00,80.00,0.00,5.00,0.00,235.00,125.00,120.00,5.00,110.00,85.00,0.00,10.00,15.00
"59151257",620.00,340.00,305.00,40.00,280.00,210.00,20.00,30.00,20.00,290.00,165.00,150.00,15.00,125.00,110.00,5.00,5.00,5.00,330.00,170.00,155.00,15.00,155.00,100.00,15.00,30.00,15.00
"59151258",740.00,430.00,375.00,60.00,315.00,240.00,25.00,30.00,20.00,335.00,215.00,185.00,30.00,120.00,105.00,5.00,5.00,0.00,415.00,215.00,185.00,30.00,200.00,130.00,20.00,25.00,15.00
"59151259",615.00,290.00,255.00,40.00,325.00,235.00,25.00,50.00,15.00,305.00,150.00,130.00,15.00,160.00,130.00,5.00,15.00,5.00,310.00,140.00,125.00,15.00,170.00,105.00,15.00,30.00,15.00
"59151260",405.00,235.00,200.00,35.00,165.00,145.00,5.00,15.00,0.00,215.00,120.00,100.00,15.00,95.00,95.00,0.00,5.00,0.00,185.00,115.00,100.00,20.00,65.00,50.00,5.00,10.00,0.00
"59151261",540.00,310.00,280.00,30.00,230.00,185.00,10.00,20.00,20.00,265.00,150.00,135.00,15.00,115.00,95.00,5.00,5.00,5.00,280.00,155.00,140.00,15.00,120.00,95.00,5.00,15.00,15.00
"59151262",535.00,320.00,275.00,45.00,215.00,165.00,10.00,15.00,20.00,270.00,160.00,140.00,20.00,115.00,95.00,0.00,10.00,5.00,265.00,165.00,135.00,25.00,105.00,70.00,10.00,10.00,15.00
"59151263",435.00,225.00,215.00,20.00,205.00,140.00,15.00,30.00,25.00,200.00,115.00,110.00,5.00,85.00,60.00,10.00,10.00,5.00,235.00,110.00,105.00,10.00,125.00,80.00,5.00,25.00,20.00
"59151264",505.00,275.00,255.00,15.00,225.00,175.00,5.00,30.00,20.00,255.00,140.00,130.00,5.00,115.00,95.00,5.00,10.00,0.00,250.00,135.00,130.00,10.00,115.00,75.00,5.00,15.00,15.00
"59151265",445.00,240.00,215.00,20.00,210.00,160.00,5.00,15.00,20.00,235.00,120.00,110.00,10.00,115.00,100.00,0.00,10.00,5.00,210.00,120.00,110.00,10.00,90.00,60.00,5.00,5.00,15.00
"59151266",420.00,235.00,215.00,20.00,185.00,135.00,10.00,30.00,15.00,210.00,120.00,110.00,10.00,85.00,70.00,0.00,15.00,5.00,210.00,115.00,105.00,5.00,100.00,60.00,10.00,15.00,15.00
"59151267",775.00,450.00,400.00,50.00,325.00,245.00,20.00,25.00,35.00,390.00,220.00,200.00,20.00,165.00,135.00,5.00,15.00,5.00,385.00,225.00,200.00,25.00,160.00,105.00,10.00,10.00,30.00
"59151268",465.00,260.00,230.00,25.00,210.00,160.00,10.00,25.00,15.00,240.00,130.00,115.00,15.00,110.00,95.00,5.00,15.00,0.00,225.00,130.00,110.00,15.00,95.00,65.00,5.00,15.00,15.00
"59151269",605.00,355.00,320.00,35.00,255.00,185.00,15.00,30.00,30.00,305.00,180.00,160.00,15.00,125.00,100.00,5.00,15.00,10.00,305.00,175.00,160.00,15.00,130.00,85.00,5.00,15.00,20.00
"59151270",560.00,330.00,315.00,15.00,230.00,165.00,10.00,30.00,25.00,270.00,165.00,155.00,5.00,110.00,85.00,0.00,5.00,10.00,290.00,165.00,160.00,5.00,120.00,80.00,5.00,20.00,20.00
"59151271",600.00,325.00,295.00,30.00,275.00,205.00,10.00,25.00,40.00,305.00,160.00,145.00,15.00,140.00,115.00,5.00,15.00,10.00,295.00,160.00,150.00,10.00,125.00,85.00,0.00,15.00,30.00
"59151272",1010.00,250.00,240.00,5.00,765.00,140.00,65.00,235.00,320.00,385.00,125.00,120.00,5.00,260.00,80.00,35.00,105.00,40.00,625.00,120.00,120.00,5.00,505.00,65.00,30.00,135.00,280.00
"59151273",590.00,355.00,330.00,20.00,235.00,170.00,20.00,30.00,15.00,290.00,175.00,165.00,10.00,115.00,90.00,5.00,15.00,0.00,300.00,180.00,170.00,15.00,120.00,80.00,10.00,15.00,15.00
"59151274",370.00,225.00,210.00,15.00,145.00,110.00,10.00,10.00,20.00,185.00,115.00,105.00,10.00,70.00,55.00,5.00,0.00,5.00,185.00,115.00,105.00,10.00,75.00,50.00,0.00,5.00,15.00
"59151275",505.00,330.00,315.00,10.00,180.00,140.00,10.00,20.00,10.00,245.00,165.00,160.00,5.00,80.00,70.00,0.00,10.00,0.00,265.00,165.00,160.00,5.00,95.00,75.00,5.00,10.00,5.00
"59151276",490.00,260.00,240.00,20.00,225.00,150.00,15.00,30.00,25.00,230.00,130.00,120.00,10.00,100.00,80.00,5.00,10.00,5.00,255.00,130.00,125.00,10.00,125.00,75.00,10.00,25.00,20.00
"59151277",245.00,150.00,130.00,20.00,95.00,75.00,5.00,10.00,5.00,120.00,75.00,65.00,10.00,45.00,30.00,5.00,5.00,5.00,125.00,75.00,65.00,10.00,50.00,40.00,5.00,5.00,5.00
"59151278",520.00,295.00,275.00,20.00,230.00,180.00,10.00,15.00,20.00,245.00,145.00,135.00,15.00,100.00,85.00,5.00,5.00,5.00,280.00,150.00,140.00,10.00,130.00,95.00,5.00,10.00,20.00
"59151279",515.00,315.00,295.00,20.00,195.00,150.00,5.00,15.00,25.00,240.00,160.00,150.00,10.00,85.00,75.00,0.00,5.00,5.00,275.00,160.00,150.00,10.00,110.00,80.00,0.00,10.00,20.00
"59151280",370.00,230.00,210.00,20.00,140.00,110.00,10.00,15.00,15.00,190.00,110.00,105.00,10.00,75.00,65.00,0.00,5.00,0.00,185.00,120.00,110.00,5.00,70.00,45.00,5.00,10.00,10.00
"59151281",455.00,285.00,265.00,15.00,175.00,140.00,10.00,15.00,5.00,210.00,140.00,130.00,10.00,75.00,70.00,0.00,0.00,5.00,240.00,145.00,135.00,10.00,95.00,75.00,5.00,10.00,5.00
"59151282",555.00,325.00,310.00,20.00,235.00,180.00,15.00,15.00,25.00,280.00,170.00,155.00,10.00,115.00,95.00,5.00,5.00,5.00,280.00,165.00,150.00,10.00,115.00,85.00,5.00,10.00,15.00
"59151283",640.00,390.00,365.00,30.00,250.00,185.00,15.00,25.00,35.00,320.00,195.00,180.00,15.00,130.00,110.00,5.00,10.00,5.00,315.00,195.00,185.00,10.00,125.00,70.00,15.00,15.00,25.00
"59151284",540.00,320.00,295.00,25.00,225.00,170.00,5.00,15.00,30.00,255.00,160.00,145.00,10.00,100.00,85.00,0.00,5.00,0.00,285.00,165.00,145.00,15.00,120.00,85.00,0.00,10.00,25.00
"59151286",715.00,425.00,395.00,30.00,290.00,225.00,20.00,20.00,20.00,345.00,205.00,195.00,15.00,130.00,105.00,10.00,10.00,5.00,370.00,215.00,200.00,15.00,160.00,115.00,10.00,15.00,20.00
"59151288",630.00,355.00,335.00,20.00,275.00,205.00,10.00,25.00,35.00,300.00,180.00,170.00,10.00,125.00,115.00,0.00,10.00,5.00,325.00,180.00,170.00,10.00,150.00,85.00,10.00,15.00,30.00
"59151289",425.00,240.00,215.00,25.00,190.00,135.00,10.00,20.00,20.00,220.00,120.00,105.00,10.00,105.00,85.00,5.00,15.00,0.00,205.00,125.00,110.00,10.00,85.00,50.00,5.00,10.00,15.00
"59151290",785.00,430.00,380.00,50.00,355.00,185.00,15.00,70.00,75.00,330.00,210.00,185.00,25.00,120.00,85.00,5.00,25.00,10.00,450.00,220.00,195.00,20.00,235.00,105.00,15.00,45.00,65.00
"59151291",570.00,320.00,300.00,25.00,255.00,195.00,10.00,30.00,20.00,275.00,160.00,145.00,10.00,120.00,105.00,5.00,15.00,0.00,295.00,165.00,155.00,10.00,135.00,95.00,5.00,20.00,20.00
"59151292",765.00,390.00,345.00,45.00,375.00,295.00,20.00,30.00,25.00,400.00,195.00,170.00,20.00,200.00,180.00,10.00,10.00,5.00,365.00,195.00,175.00,25.00,175.00,120.00,10.00,20.00,25.00
"59151293",710.00,295.00,255.00,40.00,415.00,230.00,20.00,80.00,90.00,330.00,145.00,125.00,20.00,185.00,140.00,5.00,25.00,15.00,375.00,150.00,130.00,15.00,225.00,85.00,10.00,60.00,70.00
"59151294",345.00,205.00,145.00,60.00,135.00,100.00,0.00,25.00,10.00,180.00,105.00,75.00,30.00,75.00,55.00,0.00,15.00,5.00,170.00,105.00,75.00,30.00,65.00,45.00,0.00,10.00,5.00
"59151297",225.00,130.00,125.00,10.00,95.00,60.00,5.00,15.00,25.00,100.00,70.00,60.00,10.00,30.00,25.00,0.00,0.00,5.00,125.00,60.00,60.00,5.00,65.00,30.00,0.00,10.00,20.00
"59151298",1125.00,565.00,495.00,70.00,560.00,405.00,25.00,80.00,50.00,525.00,280.00,245.00,35.00,240.00,200.00,10.00,25.00,5.00,605.00,285.00,250.00,30.00,320.00,205.00,15.00,60.00,45.00
"59151299",920.00,480.00,395.00,85.00,440.00,315.00,15.00,70.00,40.00,475.00,245.00,195.00,45.00,230.00,185.00,10.00,25.00,10.00,445.00,235.00,195.00,40.00,210.00,130.00,5.00,45.00,35.00
"59151300",365.00,180.00,160.00,15.00,185.00,160.00,5.00,10.00,10.00,180.00,90.00,80.00,10.00,95.00,90.00,0.00,5.00,0.00,180.00,85.00,80.00,10.00,95.00,75.00,5.00,5.00,5.00
"59151302",1440.00,745.00,655.00,90.00,695.00,520.00,30.00,65.00,85.00,680.00,365.00,315.00,45.00,320.00,280.00,5.00,25.00,15.00,760.00,385.00,335.00,45.00,380.00,240.00,25.00,40.00,75.00
"59151304",735.00,360.00,310.00,50.00,375.00,285.00,20.00,50.00,15.00,355.00,180.00,150.00,25.00,180.00,150.00,10.00,20.00,0.00,375.00,180.00,160.00,20.00,195.00,140.00,10.00,30.00,20.00
"59151305",890.00,415.00,340.00,80.00,475.00,360.00,35.00,60.00,25.00,435.00,210.00,170.00,40.00,225.00,180.00,15.00,25.00,5.00,460.00,210.00,170.00,40.00,250.00,175.00,15.00,40.00,15.00
"59151307",760.00,365.00,285.00,85.00,395.00,305.00,20.00,45.00,25.00,375.00,180.00,140.00,40.00,195.00,165.00,5.00,20.00,0.00,390.00,185.00,150.00,35.00,205.00,140.00,10.00,30.00,25.00
"59151308",285.00,130.00,100.00,30.00,150.00,110.00,15.00,20.00,10.00,130.00,65.00,50.00,15.00,70.00,60.00,5.00,5.00,0.00,155.00,65.00,55.00,15.00,85.00,55.00,10.00,15.00,10.00
"59151309",405.00,200.00,150.00,50.00,205.00,155.00,15.00,25.00,10.00,230.00,105.00,80.00,30.00,125.00,100.00,10.00,15.00,0.00,175.00,95.00,70.00,20.00,80.00,50.00,10.00,10.00,10.00
"59151310",580.00,325.00,280.00,40.00,255.00,140.00,15.00,50.00,60.00,250.00,165.00,140.00,25.00,85.00,55.00,5.00,15.00,10.00,330.00,155.00,140.00,20.00,170.00,85.00,10.00,35.00,45.00
"59151311",760.00,385.00,325.00,60.00,375.00,235.00,25.00,70.00,45.00,345.00,190.00,160.00,35.00,155.00,115.00,10.00,15.00,10.00,415.00,195.00,165.00,30.00,220.00,120.00,15.00,55.00,35.00
"59151312",390.00,225.00,195.00,30.00,165.00,100.00,5.00,30.00,35.00,185.00,110.00,100.00,15.00,70.00,55.00,5.00,10.00,5.00,205.00,110.00,95.00,15.00,90.00,40.00,5.00,20.00,25.00
"59151313",1135.00,645.00,590.00,55.00,490.00,285.00,25.00,90.00,90.00,500.00,320.00,290.00,30.00,180.00,130.00,10.00,20.00,20.00,640.00,325.00,305.00,20.00,310.00,150.00,20.00,75.00,65.00
"59151314",550.00,280.00,215.00,65.00,270.00,180.00,20.00,55.00,20.00,280.00,140.00,115.00,30.00,140.00,105.00,10.00,20.00,5.00,265.00,135.00,105.00,30.00,135.00,75.00,10.00,35.00,15.00
"59151315",595.00,285.00,245.00,45.00,300.00,190.00,15.00,65.00,30.00,280.00,145.00,125.00,25.00,135.00,95.00,5.00,30.00,5.00,310.00,145.00,120.00,20.00,170.00,95.00,10.00,45.00,25.00
"59151316",645.00,375.00,335.00,40.00,270.00,200.00,15.00,35.00,25.00,315.00,190.00,170.00,20.00,130.00,110.00,5.00,10.00,5.00,330.00,185.00,165.00,20.00,140.00,95.00,5.00,20.00,15.00
"59151317",485.00,280.00,260.00,20.00,205.00,160.00,5.00,15.00,25.00,235.00,140.00,130.00,10.00,100.00,80.00,0.00,5.00,10.00,245.00,140.00,130.00,10.00,110.00,75.00,0.00,10.00,20.00
"59151318",555.00,215.00,210.00,5.00,340.00,120.00,10.00,60.00,145.00,225.00,110.00,110.00,0.00,115.00,60.00,5.00,20.00,25.00,330.00,100.00,100.00,0.00,225.00,60.00,10.00,35.00,120.00
"59151319",595.00,310.00,290.00,20.00,285.00,220.00,5.00,20.00,35.00,290.00,155.00,145.00,10.00,135.00,120.00,5.00,0.00,10.00,305.00,160.00,145.00,10.00,150.00,100.00,5.00,15.00,30.00
"59151320",615.00,355.00,345.00,15.00,260.00,205.00,5.00,20.00,30.00,310.00,175.00,170.00,5.00,130.00,110.00,5.00,10.00,10.00,310.00,180.00,170.00,5.00,130.00,95.00,0.00,5.00,20.00
"59151321",505.00,290.00,280.00,15.00,215.00,180.00,5.00,15.00,15.00,270.00,145.00,135.00,5.00,125.00,115.00,5.00,5.00,5.00,240.00,145.00,140.00,5.00,90.00,65.00,5.00,10.00,15.00
"59151322",795.00,400.00,385.00,15.00,395.00,295.00,20.00,45.00,35.00,365.00,200.00,190.00,5.00,165.00,145.00,5.00,15.00,5.00,425.00,200.00,195.00,10.00,230.00,150.00,15.00,25.00,35.00
"59151323",445.00,245.00,215.00,30.00,200.00,145.00,10.00,30.00,10.00,210.00,120.00,105.00,15.00,90.00,70.00,10.00,10.00,5.00,235.00,125.00,110.00,10.00,110.00,80.00,0.00,15.00,10.00
"59151324",360.00,155.00,125.00,30.00,205.00,140.00,15.00,35.00,15.00,170.00,80.00,60.00,15.00,95.00,65.00,5.00,15.00,0.00,190.00,80.00,65.00,15.00,110.00,70.00,10.00,25.00,10.00
"59151325",235.00,80.00,65.00,15.00,150.00,105.00,10.00,20.00,10.00,120.00,40.00,35.00,5.00,80.00,65.00,0.00,10.00,5.00,105.00,40.00,30.00,10.00,65.00,40.00,10.00,5.00,5.00
"59151326",425.00,240.00,195.00,40.00,185.00,130.00,10.00,20.00,20.00,225.00,125.00,100.00,20.00,100.00,85.00,5.00,10.00,0.00,200.00,115.00,95.00,20.00,85.00,45.00,5.00,15.00,20.00
"59151327",365.00,195.00,160.00,40.00,170.00,100.00,5.00,50.00,10.00,175.00,90.00,70.00,20.00,90.00,55.00,5.00,25.00,5.00,185.00,100.00,85.00,20.00,85.00,40.00,5.00,30.00,10.00
"59151328",710.00,415.00,345.00,65.00,290.00,230.00,15.00,35.00,10.00,375.00,215.00,180.00,35.00,160.00,135.00,10.00,10.00,0.00,330.00,200.00,165.00,30.00,135.00,90.00,15.00,25.00,5.00
"59151329",1140.00,545.00,450.00,95.00,600.00,465.00,40.00,60.00,35.00,520.00,265.00,215.00,45.00,255.00,215.00,10.00,20.00,5.00,620.00,280.00,235.00,50.00,340.00,250.00,20.00,40.00,30.00
"59151332",620.00,335.00,320.00,15.00,285.00,240.00,5.00,20.00,20.00,320.00,165.00,165.00,5.00,150.00,135.00,0.00,5.00,10.00,300.00,165.00,160.00,5.00,135.00,100.00,0.00,15.00,15.00
"59151336",1140.00,560.00,475.00,85.00,580.00,385.00,45.00,100.00,45.00,575.00,280.00,235.00,45.00,295.00,215.00,25.00,50.00,10.00,565.00,280.00,240.00,45.00,285.00,175.00,25.00,55.00,35.00
"59151338",2190.00,1195.00,1045.00,150.00,1000.00,730.00,55.00,115.00,95.00,1020.00,585.00,510.00,75.00,435.00,375.00,10.00,35.00,15.00,1175.00,610.00,535.00,75.00,565.00,355.00,40.00,80.00,85.00
"59151339",450.00,210.00,165.00,45.00,240.00,150.00,25.00,45.00,25.00,225.00,105.00,85.00,25.00,115.00,80.00,15.00,20.00,0.00,225.00,100.00,80.00,20.00,120.00,70.00,10.00,20.00,20.00
"59151340",1130.00,635.00,515.00,125.00,495.00,365.00,25.00,70.00,35.00,550.00,315.00,255.00,60.00,235.00,195.00,10.00,30.00,5.00,580.00,320.00,255.00,60.00,260.00,170.00,20.00,40.00,35.00
"59151341",615.00,325.00,260.00,65.00,295.00,185.00,30.00,50.00,35.00,315.00,165.00,130.00,30.00,150.00,100.00,15.00,25.00,10.00,305.00,165.00,135.00,30.00,145.00,75.00,10.00,25.00,25.00
"59151342",355.00,175.00,150.00,30.00,180.00,130.00,15.00,20.00,15.00,185.00,95.00,80.00,10.00,90.00,75.00,10.00,0.00,5.00,175.00,85.00,65.00,15.00,90.00,55.00,5.00,15.00,15.00
"59151343",930.00,325.00,285.00,40.00,610.00,285.00,45.00,140.00,140.00,435.00,160.00,140.00,25.00,275.00,175.00,30.00,50.00,25.00,495.00,160.00,145.00,20.00,335.00,110.00,20.00,90.00,115.00
"59151345",645.00,330.00,265.00,60.00,315.00,210.00,20.00,60.00,25.00,300.00,165.00,130.00,30.00,135.00,105.00,10.00,20.00,5.00,345.00,165.00,140.00,25.00,175.00,100.00,15.00,45.00,25.00
"59151346",480.00,215.00,190.00,30.00,260.00,125.00,20.00,70.00,45.00,205.00,105.00,95.00,15.00,95.00,60.00,10.00,20.00,10.00,275.00,110.00,95.00,15.00,165.00,65.00,10.00,55.00,35.00
"59151347",605.00,315.00,275.00,45.00,290.00,210.00,15.00,35.00,30.00,295.00,160.00,135.00,20.00,140.00,120.00,5.00,10.00,5.00,310.00,160.00,135.00,20.00,150.00,90.00,10.00,25.00,30.00
"59151348",420.00,245.00,225.00,25.00,180.00,130.00,10.00,20.00,15.00,210.00,120.00,110.00,15.00,90.00,75.00,5.00,5.00,0.00,215.00,125.00,115.00,10.00,90.00,55.00,10.00,15.00,10.00
"59151349",350.00,205.00,185.00,15.00,150.00,95.00,5.00,15.00,30.00,170.00,105.00,95.00,5.00,65.00,50.00,5.00,5.00,5.00,175.00,100.00,90.00,10.00,80.00,45.00,0.00,5.00,25.00
"59151350",590.00,335.00,305.00,25.00,255.00,185.00,5.00,30.00,30.00,300.00,170.00,150.00,15.00,130.00,110.00,5.00,10.00,10.00,290.00,170.00,155.00,10.00,120.00,75.00,5.00,20.00,25.00
"59151351",645.00,350.00,310.00,35.00,300.00,215.00,15.00,45.00,30.00,295.00,175.00,155.00,15.00,125.00,100.00,10.00,15.00,5.00,355.00,175.00,160.00,15.00,175.00,115.00,10.00,25.00,30.00
"59151352",340.00,150.00,130.00,25.00,195.00,145.00,10.00,25.00,15.00,165.00,70.00,65.00,15.00,90.00,80.00,5.00,10.00,0.00,180.00,75.00,65.00,15.00,100.00,65.00,5.00,20.00,10.00
"59151353",380.00,210.00,185.00,25.00,175.00,135.00,5.00,10.00,15.00,190.00,105.00,95.00,15.00,85.00,65.00,5.00,5.00,5.00,195.00,105.00,90.00,15.00,90.00,70.00,0.00,5.00,15.00
"59151354",430.00,210.00,185.00,25.00,220.00,165.00,15.00,20.00,15.00,205.00,105.00,95.00,15.00,100.00,80.00,5.00,10.00,5.00,225.00,110.00,95.00,15.00,120.00,85.00,10.00,10.00,20.00
"59151355",595.00,320.00,290.00,30.00,275.00,220.00,5.00,25.00,25.00,290.00,155.00,145.00,15.00,135.00,120.00,5.00,5.00,5.00,300.00,160.00,145.00,15.00,140.00,100.00,5.00,15.00,20.00
"59151356",1060.00,525.00,435.00,90.00,535.00,395.00,30.00,70.00,45.00,495.00,255.00,210.00,45.00,240.00,200.00,10.00,20.00,0.00,565.00,270.00,225.00,45.00,295.00,190.00,15.00,50.00,40.00
"59151357",565.00,260.00,250.00,15.00,300.00,230.00,5.00,25.00,40.00,280.00,130.00,120.00,10.00,155.00,130.00,5.00,10.00,10.00,280.00,130.00,130.00,5.00,150.00,100.00,5.00,15.00,30.00
"59151358",425.00,210.00,195.00,15.00,210.00,155.00,10.00,20.00,25.00,190.00,105.00,95.00,10.00,85.00,70.00,5.00,10.00,10.00,235.00,105.00,95.00,5.00,125.00,90.00,10.00,10.00,20.00
