"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27"
"9330060.02",5760.00,2405.00,1285.00,1120.00,3355.00,2555.00,155.00,515.00,140.00,3170.00,1320.00,680.00,640.00,1850.00,1510.00,70.00,230.00,40.00,2590.00,1085.00,605.00,480.00,1510.00,1050.00,85.00,280.00,100.00
"9330061.00",4940.00,2150.00,1160.00,990.00,2790.00,2105.00,110.00,465.00,115.00,2585.00,1180.00,620.00,555.00,1410.00,1140.00,55.00,195.00,15.00,2355.00,970.00,540.00,435.00,1380.00,970.00,55.00,265.00,95.00
"9330062.00",3315.00,1545.00,970.00,580.00,1765.00,1070.00,90.00,415.00,185.00,1700.00,850.00,520.00,330.00,850.00,595.00,35.00,175.00,45.00,1610.00,700.00,450.00,250.00,915.00,475.00,60.00,240.00,140.00
"9330063.00",3760.00,1600.00,900.00,695.00,2165.00,1560.00,105.00,350.00,145.00,1905.00,875.00,485.00,395.00,1025.00,835.00,45.00,115.00,30.00,1860.00,720.00,420.00,305.00,1135.00,725.00,60.00,240.00,120.00
"9330064.00",4470.00,1745.00,925.00,820.00,2725.00,2175.00,115.00,340.00,95.00,2365.00,955.00,495.00,455.00,1410.00,1185.00,55.00,150.00,30.00,2105.00,790.00,430.00,365.00,1310.00,990.00,60.00,200.00,65.00
"9330065.00",6850.00,2790.00,1650.00,1135.00,4060.00,3150.00,155.00,525.00,225.00,3555.00,1490.00,865.00,625.00,2065.00,1725.00,75.00,215.00,40.00,3295.00,1295.00,790.00,505.00,2000.00,1425.00,80.00,310.00,185.00
"9330066.00",7950.00,4305.00,3425.00,875.00,3650.00,2805.00,135.00,540.00,165.00,3970.00,2190.00,1715.00,475.00,1780.00,1460.00,75.00,210.00,35.00,3980.00,2110.00,1710.00,400.00,1870.00,1350.00,60.00,330.00,130.00
"9330067.01",3620.00,1375.00,760.00,620.00,2250.00,1625.00,85.00,425.00,110.00,1920.00,740.00,405.00,335.00,1185.00,925.00,50.00,180.00,25.00,1705.00,635.00,360.00,280.00,1065.00,705.00,35.00,235.00,85.00
"9330067.02",4420.00,2385.00,1920.00,470.00,2030.00,1435.00,115.00,335.00,155.00,2165.00,1225.00,970.00,260.00,935.00,735.00,40.00,130.00,30.00,2260.00,1160.00,950.00,210.00,1095.00,705.00,75.00,205.00,125.00
"9330068.00",4875.00,2055.00,1265.00,785.00,2820.00,2040.00,105.00,510.00,155.00,2525.00,1120.00,675.00,445.00,1410.00,1100.00,55.00,220.00,35.00,2345.00,935.00,590.00,345.00,1410.00,940.00,55.00,290.00,125.00
"9330069.01",9390.00,4445.00,4100.00,345.00,4940.00,4310.00,150.00,275.00,210.00,4545.00,2150.00,1975.00,170.00,2395.00,2220.00,45.00,90.00,40.00,4840.00,2295.00,2125.00,170.00,2545.00,2095.00,105.00,185.00,165.00
"9330069.02",4160.00,2195.00,2020.00,180.00,1965.00,1620.00,80.00,150.00,120.00,1850.00,1010.00,930.00,90.00,840.00,760.00,20.00,40.00,20.00,2310.00,1185.00,1095.00,90.00,1125.00,865.00,60.00,110.00,95.00
"9330100.01",3535.00,1970.00,1685.00,280.00,1560.00,905.00,85.00,295.00,270.00,1625.00,980.00,840.00,140.00,645.00,480.00,25.00,105.00,35.00,1910.00,990.00,850.00,145.00,915.00,430.00,60.00,190.00,240.00
"9330100.02",6250.00,3420.00,2585.00,840.00,2830.00,1890.00,185.00,505.00,245.00,3070.00,1715.00,1295.00,420.00,1355.00,1035.00,75.00,200.00,50.00,3180.00,1705.00,1290.00,415.00,1475.00,855.00,105.00,310.00,190.00
"9330101.03",4935.00,2345.00,1695.00,655.00,2585.00,1595.00,175.00,580.00,235.00,2315.00,1165.00,835.00,325.00,1150.00,800.00,80.00,235.00,35.00,2620.00,1180.00,850.00,325.00,1435.00,795.00,100.00,340.00,200.00
"9330101.04",4100.00,2020.00,1625.00,405.00,2075.00,1155.00,150.00,445.00,320.00,1875.00,990.00,785.00,200.00,885.00,605.00,70.00,165.00,45.00,2230.00,1035.00,835.00,200.00,1195.00,550.00,80.00,280.00,275.00
"9330101.05",4260.00,2285.00,1860.00,420.00,1975.00,1310.00,125.00,385.00,155.00,1985.00,1135.00,925.00,210.00,845.00,655.00,45.00,120.00,25.00,2275.00,1145.00,935.00,210.00,1130.00,660.00,85.00,265.00,125.00
"9330101.06",4425.00,2235.00,1670.00,560.00,2185.00,1195.00,190.00,535.00,265.00,2020.00,1110.00,825.00,285.00,910.00,595.00,80.00,190.00,40.00,2405.00,1125.00,850.00,275.00,1280.00,600.00,105.00,345.00,225.00
"9330102.01",470.00,205.00,105.00,95.00,270.00,220.00,15.00,25.00,20.00,245.00,105.00,50.00,50.00,140.00,120.00,5.00,10.00,5.00,235.00,100.00,50.00,50.00,130.00,95.00,10.00,10.00,15.00
"9330102.02",5315.00,2960.00,2515.00,445.00,2355.00,1670.00,165.00,375.00,145.00,2530.00,1470.00,1245.00,225.00,1060.00,875.00,55.00,105.00,25.00,2780.00,1490.00,1270.00,220.00,1290.00,790.00,105.00,275.00,120.00
"9330103.00",6690.00,3385.00,2805.00,580.00,3305.00,2055.00,235.00,665.00,350.00,3105.00,1675.00,1385.00,285.00,1430.00,1095.00,95.00,185.00,55.00,3585.00,1710.00,1420.00,295.00,1875.00,955.00,140.00,480.00,295.00
"9330104.00",6315.00,3690.00,3220.00,470.00,2630.00,1870.00,145.00,380.00,240.00,3035.00,1840.00,1600.00,240.00,1195.00,985.00,45.00,130.00,40.00,3285.00,1845.00,1620.00,230.00,1435.00,885.00,105.00,250.00,195.00
"9330110.02",2520.00,1685.00,1525.00,160.00,835.00,580.00,55.00,115.00,90.00,1225.00,840.00,760.00,80.00,390.00,300.00,20.00,50.00,15.00,1295.00,845.00,765.00,85.00,445.00,280.00,30.00,65.00,75.00
"9330110.03",2665.00,1735.00,1505.00,230.00,930.00,615.00,50.00,150.00,110.00,1300.00,865.00,750.00,115.00,440.00,345.00,15.00,50.00,25.00,1360.00,870.00,755.00,115.00,490.00,275.00,35.00,100.00,80.00
"9330110.04",3415.00,2205.00,1985.00,220.00,1210.00,885.00,65.00,170.00,95.00,1615.00,1090.00,990.00,105.00,515.00,445.00,15.00,35.00,20.00,1800.00,1110.00,1000.00,115.00,690.00,435.00,50.00,135.00,75.00
"9330111.02",6300.00,4085.00,3730.00,350.00,2210.00,1520.00,110.00,270.00,315.00,2990.00,2030.00,1855.00,180.00,960.00,790.00,35.00,80.00,55.00,3310.00,2055.00,1875.00,180.00,1255.00,735.00,80.00,190.00,255.00
"9330111.04",1630.00,910.00,665.00,245.00,720.00,395.00,55.00,205.00,60.00,725.00,450.00,325.00,125.00,275.00,190.00,20.00,55.00,10.00,905.00,460.00,340.00,125.00,440.00,210.00,35.00,150.00,50.00
"9330111.05",4180.00,2410.00,2055.00,355.00,1775.00,1110.00,90.00,245.00,325.00,1950.00,1215.00,1040.00,175.00,735.00,580.00,40.00,65.00,55.00,2225.00,1195.00,1015.00,180.00,1030.00,535.00,50.00,180.00,270.00
"9330111.06",105.00,35.00,20.00,15.00,70.00,55.00,0.00,10.00,5.00,50.00,20.00,10.00,5.00,35.00,30.00,0.00,0.00,0.00,50.00,15.00,5.00,10.00,35.00,25.00,0.00,10.00,0.00
"9330111.07",3565.00,2035.00,1675.00,360.00,1525.00,1060.00,110.00,270.00,85.00,1705.00,1005.00,835.00,175.00,695.00,550.00,55.00,80.00,10.00,1860.00,1030.00,845.00,185.00,830.00,505.00,60.00,195.00,70.00
"9330112.00",2340.00,1420.00,1230.00,190.00,925.00,575.00,55.00,150.00,145.00,1145.00,710.00,610.00,95.00,445.00,330.00,25.00,60.00,25.00,1195.00,715.00,615.00,100.00,485.00,245.00,25.00,90.00,120.00
"9330113.00",6445.00,3795.00,3275.00,520.00,2650.00,1650.00,170.00,465.00,370.00,3030.00,1880.00,1625.00,255.00,1140.00,860.00,65.00,150.00,70.00,3420.00,1910.00,1645.00,260.00,1510.00,790.00,105.00,315.00,300.00
"9330114.01",2325.00,1495.00,1375.00,125.00,835.00,610.00,35.00,110.00,80.00,1145.00,745.00,680.00,60.00,405.00,335.00,10.00,35.00,20.00,1180.00,745.00,685.00,60.00,435.00,275.00,25.00,75.00,55.00
"9330114.02",4290.00,2725.00,2435.00,290.00,1570.00,1145.00,75.00,210.00,140.00,2090.00,1355.00,1210.00,145.00,735.00,610.00,30.00,60.00,30.00,2200.00,1370.00,1225.00,145.00,825.00,525.00,40.00,150.00,110.00
"9330115.00",4785.00,3010.00,2675.00,330.00,1780.00,1115.00,100.00,245.00,320.00,2205.00,1475.00,1310.00,165.00,725.00,565.00,40.00,65.00,60.00,2580.00,1530.00,1365.00,170.00,1050.00,550.00,65.00,175.00,260.00
"9330116.00",4325.00,2845.00,2575.00,270.00,1480.00,1070.00,85.00,155.00,170.00,2115.00,1420.00,1285.00,135.00,695.00,560.00,35.00,55.00,40.00,2210.00,1425.00,1290.00,135.00,790.00,505.00,50.00,100.00,135.00
"9330117.00",5120.00,3180.00,2905.00,275.00,1945.00,1330.00,95.00,240.00,280.00,2480.00,1580.00,1435.00,145.00,900.00,730.00,35.00,75.00,60.00,2640.00,1600.00,1470.00,135.00,1045.00,600.00,60.00,165.00,220.00
"9330118.00",6885.00,3965.00,3485.00,485.00,2915.00,1785.00,215.00,570.00,345.00,3285.00,1975.00,1735.00,245.00,1305.00,950.00,95.00,200.00,65.00,3600.00,1990.00,1750.00,240.00,1610.00,840.00,120.00,370.00,285.00
"9330119.00",1855.00,1185.00,1080.00,110.00,665.00,440.00,40.00,95.00,90.00,870.00,595.00,535.00,60.00,275.00,220.00,15.00,30.00,15.00,985.00,595.00,540.00,50.00,390.00,225.00,25.00,65.00,75.00
"9330120.00",3175.00,2030.00,1910.00,120.00,1145.00,805.00,50.00,130.00,165.00,1510.00,1000.00,940.00,55.00,510.00,415.00,15.00,35.00,35.00,1670.00,1035.00,965.00,65.00,635.00,390.00,35.00,90.00,125.00
"9330121.00",3570.00,2375.00,2230.00,145.00,1195.00,900.00,40.00,135.00,120.00,1760.00,1175.00,1105.00,70.00,580.00,490.00,15.00,45.00,35.00,1810.00,1195.00,1125.00,70.00,615.00,410.00,30.00,85.00,90.00
"9330122.00",3440.00,2315.00,2165.00,145.00,1125.00,860.00,40.00,110.00,110.00,1690.00,1145.00,1070.00,75.00,545.00,465.00,15.00,40.00,20.00,1755.00,1170.00,1100.00,75.00,585.00,400.00,25.00,75.00,90.00
"9330130.01",4365.00,2190.00,1970.00,225.00,2175.00,695.00,135.00,515.00,835.00,1705.00,1085.00,970.00,110.00,625.00,300.00,50.00,145.00,130.00,2655.00,1110.00,1000.00,110.00,1545.00,390.00,80.00,370.00,705.00
"9330130.03",4375.00,2150.00,1945.00,210.00,2225.00,1015.00,140.00,565.00,500.00,1855.00,1060.00,955.00,105.00,800.00,475.00,60.00,175.00,85.00,2515.00,1090.00,990.00,100.00,1425.00,535.00,80.00,395.00,415.00
"9330130.04",2565.00,1220.00,955.00,270.00,1340.00,870.00,85.00,245.00,145.00,1220.00,600.00,465.00,130.00,615.00,470.00,40.00,80.00,30.00,1345.00,620.00,485.00,135.00,725.00,400.00,45.00,165.00,115.00
"9330131.00",5940.00,3515.00,3325.00,185.00,2425.00,1445.00,125.00,395.00,455.00,2640.00,1715.00,1620.00,95.00,925.00,705.00,40.00,105.00,80.00,3300.00,1795.00,1710.00,90.00,1500.00,740.00,85.00,295.00,380.00
"9330132.00",2920.00,1980.00,1850.00,135.00,935.00,675.00,45.00,115.00,105.00,1365.00,975.00,905.00,70.00,390.00,320.00,15.00,40.00,20.00,1555.00,1005.00,945.00,60.00,545.00,355.00,30.00,70.00,85.00
"9330133.01",3155.00,2085.00,1890.00,195.00,1075.00,705.00,55.00,185.00,130.00,1535.00,1040.00,945.00,95.00,495.00,380.00,20.00,65.00,35.00,1620.00,1045.00,945.00,100.00,575.00,320.00,35.00,120.00,100.00
"9330133.02",5330.00,3705.00,3475.00,230.00,1625.00,1210.00,60.00,150.00,205.00,2590.00,1835.00,1715.00,115.00,760.00,645.00,15.00,50.00,45.00,2740.00,1875.00,1760.00,115.00,870.00,560.00,45.00,100.00,165.00
"9330134.00",6475.00,4075.00,3915.00,170.00,2395.00,1700.00,85.00,295.00,315.00,3035.00,1985.00,1900.00,85.00,1050.00,865.00,25.00,100.00,55.00,3445.00,2095.00,2010.00,80.00,1350.00,835.00,60.00,195.00,260.00
"9330135.00",4045.00,2605.00,2445.00,160.00,1445.00,1045.00,70.00,150.00,175.00,1940.00,1270.00,1190.00,80.00,670.00,550.00,20.00,60.00,35.00,2105.00,1330.00,1250.00,80.00,780.00,495.00,55.00,90.00,140.00
"9330140.02",6190.00,3915.00,3545.00,365.00,2280.00,1405.00,145.00,390.00,340.00,2830.00,1930.00,1750.00,180.00,900.00,690.00,45.00,100.00,65.00,3365.00,1980.00,1795.00,185.00,1380.00,715.00,100.00,290.00,275.00
"9330140.03",3745.00,2120.00,1915.00,200.00,1625.00,1125.00,115.00,230.00,160.00,1855.00,1070.00,970.00,100.00,785.00,610.00,55.00,85.00,35.00,1885.00,1050.00,945.00,100.00,840.00,510.00,60.00,145.00,125.00
"9330140.04",4250.00,2690.00,2510.00,185.00,1555.00,1165.00,80.00,170.00,150.00,2135.00,1350.00,1260.00,90.00,780.00,635.00,30.00,75.00,35.00,2115.00,1340.00,1250.00,90.00,775.00,525.00,45.00,95.00,110.00
"9330141.01",7125.00,4160.00,3775.00,380.00,2970.00,1790.00,185.00,530.00,460.00,3230.00,2070.00,1885.00,185.00,1160.00,870.00,65.00,145.00,80.00,3895.00,2090.00,1895.00,195.00,1805.00,920.00,120.00,385.00,385.00
"9330141.02",690.00,445.00,405.00,40.00,245.00,100.00,20.00,60.00,65.00,295.00,215.00,195.00,20.00,80.00,45.00,5.00,15.00,10.00,395.00,230.00,205.00,20.00,170.00,50.00,20.00,45.00,55.00
"9330142.01",5080.00,3190.00,2935.00,255.00,1885.00,1360.00,90.00,230.00,210.00,2435.00,1585.00,1455.00,125.00,850.00,710.00,20.00,65.00,50.00,2645.00,1605.00,1480.00,125.00,1045.00,650.00,70.00,165.00,165.00
"9330142.02",4315.00,2690.00,2475.00,215.00,1625.00,1150.00,70.00,235.00,170.00,2040.00,1315.00,1210.00,105.00,725.00,600.00,25.00,70.00,30.00,2270.00,1370.00,1265.00,110.00,900.00,550.00,45.00,170.00,135.00
"9330142.03",5215.00,3050.00,2865.00,190.00,2165.00,1410.00,110.00,310.00,330.00,2460.00,1490.00,1405.00,90.00,970.00,760.00,50.00,95.00,55.00,2755.00,1555.00,1460.00,95.00,1200.00,655.00,60.00,215.00,270.00
"9330143.01",4380.00,2855.00,2740.00,115.00,1525.00,1170.00,45.00,145.00,160.00,2130.00,1410.00,1355.00,60.00,720.00,625.00,15.00,35.00,40.00,2250.00,1445.00,1390.00,55.00,810.00,550.00,30.00,110.00,120.00
"9330143.02",4055.00,2330.00,2205.00,120.00,1725.00,1125.00,90.00,235.00,280.00,1880.00,1145.00,1085.00,65.00,735.00,590.00,20.00,75.00,50.00,2170.00,1180.00,1120.00,65.00,990.00,535.00,65.00,160.00,230.00
"9330143.03",4095.00,2450.00,2335.00,110.00,1645.00,1170.00,80.00,215.00,185.00,1935.00,1185.00,1130.00,60.00,750.00,615.00,35.00,65.00,35.00,2160.00,1265.00,1210.00,55.00,895.00,550.00,50.00,150.00,150.00
"9330143.04",4845.00,3100.00,2995.00,105.00,1745.00,1305.00,45.00,180.00,220.00,2255.00,1510.00,1465.00,50.00,740.00,655.00,15.00,50.00,25.00,2595.00,1595.00,1540.00,55.00,1000.00,645.00,30.00,135.00,190.00
"9330144.03",2140.00,1240.00,1150.00,90.00,900.00,650.00,40.00,120.00,90.00,1045.00,610.00,565.00,45.00,435.00,360.00,20.00,40.00,10.00,1090.00,625.00,580.00,45.00,465.00,285.00,25.00,75.00,75.00
"9330144.04",4905.00,2730.00,2495.00,230.00,2180.00,1465.00,110.00,320.00,285.00,2330.00,1355.00,1240.00,115.00,970.00,765.00,55.00,105.00,45.00,2580.00,1365.00,1255.00,115.00,1210.00,695.00,50.00,215.00,245.00
"9330144.05",2415.00,1485.00,1405.00,80.00,930.00,655.00,50.00,110.00,110.00,1150.00,730.00,685.00,40.00,420.00,350.00,15.00,40.00,15.00,1265.00,755.00,715.00,40.00,505.00,310.00,35.00,70.00,90.00
"9330144.06",4625.00,2805.00,2610.00,200.00,1820.00,1295.00,80.00,270.00,180.00,2230.00,1385.00,1285.00,100.00,845.00,685.00,25.00,100.00,40.00,2395.00,1425.00,1320.00,100.00,975.00,605.00,55.00,170.00,140.00
"9330145.01",3830.00,2370.00,2250.00,120.00,1460.00,1080.00,55.00,150.00,175.00,1830.00,1145.00,1090.00,60.00,680.00,570.00,25.00,55.00,40.00,1995.00,1220.00,1160.00,65.00,775.00,515.00,35.00,95.00,135.00
"9330145.02",2795.00,1820.00,1780.00,40.00,970.00,715.00,40.00,95.00,120.00,1365.00,905.00,885.00,20.00,455.00,390.00,10.00,35.00,25.00,1430.00,915.00,890.00,25.00,515.00,330.00,25.00,70.00,95.00
"9330146.00",6020.00,3605.00,3345.00,260.00,2415.00,1740.00,120.00,325.00,230.00,2980.00,1805.00,1670.00,130.00,1180.00,945.00,55.00,130.00,55.00,3040.00,1800.00,1675.00,130.00,1240.00,795.00,65.00,195.00,180.00
"9330147.01",9165.00,5820.00,5395.00,430.00,3355.00,2440.00,180.00,495.00,240.00,4310.00,2820.00,2610.00,210.00,1490.00,1255.00,55.00,140.00,35.00,4860.00,2995.00,2780.00,215.00,1865.00,1185.00,125.00,350.00,200.00
"9330147.04",4795.00,2665.00,2465.00,195.00,2135.00,1290.00,125.00,430.00,285.00,2170.00,1325.00,1225.00,100.00,845.00,645.00,45.00,105.00,40.00,2630.00,1340.00,1245.00,100.00,1285.00,645.00,80.00,330.00,240.00
"9330147.05",3985.00,2330.00,2145.00,185.00,1655.00,1135.00,95.00,270.00,160.00,1800.00,1140.00,1050.00,95.00,660.00,535.00,30.00,70.00,25.00,2185.00,1185.00,1090.00,95.00,995.00,600.00,65.00,195.00,135.00
"9330147.07",5250.00,2710.00,2465.00,250.00,2535.00,1775.00,105.00,410.00,245.00,2405.00,1320.00,1195.00,120.00,1090.00,855.00,40.00,155.00,35.00,2840.00,1395.00,1265.00,130.00,1445.00,920.00,65.00,255.00,215.00
"9330147.08",7115.00,3830.00,3390.00,435.00,3285.00,2260.00,195.00,510.00,320.00,3320.00,1865.00,1650.00,220.00,1455.00,1170.00,75.00,155.00,55.00,3795.00,1965.00,1740.00,220.00,1830.00,1090.00,125.00,350.00,265.00
"9330147.09",3400.00,1895.00,1770.00,120.00,1505.00,905.00,80.00,275.00,255.00,1505.00,935.00,870.00,60.00,570.00,440.00,30.00,70.00,30.00,1895.00,960.00,895.00,65.00,940.00,460.00,50.00,200.00,230.00
"9330147.1",3940.00,2195.00,2035.00,160.00,1745.00,1095.00,85.00,320.00,245.00,1740.00,1080.00,1000.00,75.00,660.00,500.00,30.00,95.00,40.00,2200.00,1120.00,1030.00,80.00,1085.00,595.00,55.00,230.00,205.00
"9330148.00",10265.00,5715.00,5200.00,520.00,4550.00,3155.00,235.00,645.00,515.00,4745.00,2780.00,2520.00,260.00,1965.00,1600.00,95.00,190.00,75.00,5515.00,2935.00,2675.00,255.00,2580.00,1545.00,140.00,460.00,435.00
"9330149.02",4085.00,2540.00,2415.00,115.00,1550.00,1165.00,65.00,175.00,140.00,1985.00,1255.00,1190.00,60.00,735.00,620.00,25.00,65.00,20.00,2100.00,1285.00,1225.00,60.00,815.00,545.00,35.00,115.00,120.00
"9330149.05",1875.00,1185.00,1145.00,40.00,695.00,530.00,30.00,70.00,60.00,915.00,580.00,555.00,25.00,340.00,290.00,15.00,20.00,10.00,960.00,610.00,585.00,20.00,350.00,240.00,20.00,45.00,50.00
"9330149.06",4130.00,2740.00,2635.00,105.00,1390.00,1015.00,70.00,175.00,135.00,1915.00,1320.00,1275.00,50.00,590.00,495.00,20.00,55.00,25.00,2220.00,1415.00,1360.00,55.00,800.00,520.00,45.00,125.00,110.00
"9330149.07",2255.00,1350.00,1280.00,75.00,910.00,685.00,35.00,90.00,100.00,1090.00,660.00,625.00,40.00,425.00,350.00,10.00,45.00,20.00,1170.00,690.00,655.00,35.00,480.00,335.00,25.00,50.00,70.00
"9330149.08",4020.00,2440.00,2280.00,160.00,1580.00,1075.00,75.00,265.00,160.00,1855.00,1195.00,1115.00,85.00,655.00,535.00,20.00,75.00,30.00,2165.00,1245.00,1165.00,80.00,925.00,540.00,50.00,190.00,135.00
"9330149.09",2585.00,1565.00,1495.00,70.00,1020.00,760.00,30.00,130.00,100.00,1235.00,760.00,725.00,35.00,475.00,390.00,10.00,55.00,20.00,1350.00,810.00,770.00,35.00,540.00,375.00,20.00,70.00,80.00
"9330150.00",670.00,405.00,345.00,55.00,270.00,190.00,15.00,40.00,25.00,325.00,205.00,180.00,25.00,125.00,95.00,5.00,20.00,10.00,345.00,200.00,170.00,25.00,145.00,90.00,5.00,25.00,15.00
"9330151.03",2630.00,1545.00,1395.00,145.00,1090.00,795.00,55.00,135.00,105.00,1305.00,775.00,700.00,75.00,530.00,430.00,20.00,60.00,20.00,1330.00,770.00,695.00,75.00,560.00,370.00,35.00,75.00,80.00
"9330151.05",3260.00,1915.00,1820.00,100.00,1340.00,930.00,70.00,160.00,175.00,1605.00,960.00,910.00,45.00,640.00,505.00,25.00,65.00,45.00,1655.00,960.00,910.00,50.00,700.00,425.00,45.00,100.00,135.00
"9330151.06",4510.00,2735.00,2630.00,100.00,1780.00,1320.00,75.00,200.00,180.00,2180.00,1365.00,1310.00,50.00,820.00,695.00,30.00,75.00,25.00,2330.00,1370.00,1320.00,55.00,960.00,625.00,50.00,125.00,160.00
"9330151.07",3310.00,1660.00,1450.00,215.00,1650.00,1025.00,105.00,255.00,270.00,1555.00,830.00,720.00,110.00,725.00,530.00,40.00,100.00,55.00,1760.00,830.00,725.00,105.00,925.00,490.00,65.00,150.00,215.00
"9330151.08",9095.00,5490.00,5040.00,450.00,3605.00,2660.00,180.00,460.00,310.00,4280.00,2695.00,2475.00,230.00,1590.00,1350.00,55.00,120.00,60.00,4810.00,2790.00,2570.00,225.00,2015.00,1310.00,125.00,335.00,250.00
"9330160.01",3830.00,2655.00,2420.00,235.00,1175.00,795.00,65.00,145.00,165.00,1915.00,1330.00,1210.00,120.00,585.00,440.00,30.00,55.00,60.00,1915.00,1330.00,1210.00,115.00,590.00,355.00,35.00,95.00,110.00
"9330160.02",6060.00,3960.00,3490.00,465.00,2105.00,1145.00,130.00,430.00,395.00,2845.00,1970.00,1735.00,230.00,880.00,585.00,60.00,155.00,75.00,3220.00,1990.00,1755.00,235.00,1225.00,560.00,75.00,280.00,315.00
"9330160.03",4925.00,3055.00,2785.00,265.00,1865.00,1035.00,90.00,305.00,435.00,2310.00,1520.00,1390.00,130.00,785.00,555.00,35.00,110.00,85.00,2615.00,1535.00,1400.00,135.00,1075.00,485.00,55.00,195.00,345.00
"9330160.04",3555.00,2105.00,1840.00,270.00,1450.00,750.00,120.00,280.00,300.00,1655.00,1060.00,925.00,135.00,600.00,395.00,50.00,90.00,60.00,1900.00,1045.00,915.00,135.00,850.00,355.00,65.00,195.00,235.00
"9330161.02",4755.00,2695.00,2270.00,420.00,2055.00,1255.00,150.00,395.00,255.00,2300.00,1345.00,1135.00,215.00,950.00,665.00,75.00,150.00,55.00,2455.00,1350.00,1140.00,210.00,1110.00,585.00,80.00,245.00,200.00
"9330161.03",5500.00,3400.00,3025.00,370.00,2100.00,1365.00,115.00,325.00,295.00,2595.00,1685.00,1510.00,180.00,905.00,720.00,35.00,95.00,50.00,2905.00,1710.00,1520.00,190.00,1195.00,645.00,80.00,230.00,240.00
"9330161.05",4770.00,2935.00,2570.00,370.00,1835.00,1215.00,105.00,285.00,225.00,2325.00,1465.00,1280.00,180.00,860.00,670.00,45.00,95.00,50.00,2445.00,1470.00,1285.00,185.00,970.00,540.00,60.00,190.00,180.00
"9330161.06",3690.00,2485.00,2215.00,265.00,1205.00,730.00,70.00,175.00,220.00,1745.00,1240.00,1100.00,130.00,510.00,375.00,20.00,60.00,45.00,1945.00,1250.00,1115.00,135.00,695.00,355.00,55.00,115.00,175.00
"9330161.07",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330161.08",730.00,435.00,365.00,70.00,295.00,180.00,25.00,55.00,35.00,365.00,215.00,185.00,35.00,140.00,100.00,15.00,20.00,5.00,370.00,220.00,185.00,35.00,155.00,80.00,10.00,35.00,25.00
"9330161.09",2370.00,1320.00,1100.00,220.00,1045.00,505.00,50.00,155.00,330.00,1155.00,685.00,575.00,110.00,470.00,300.00,20.00,75.00,70.00,1210.00,635.00,520.00,115.00,580.00,205.00,30.00,85.00,260.00
"9330162.01",4765.00,3035.00,2805.00,235.00,1735.00,1215.00,105.00,180.00,225.00,2310.00,1505.00,1390.00,110.00,805.00,675.00,35.00,45.00,45.00,2460.00,1530.00,1410.00,120.00,925.00,540.00,70.00,140.00,185.00
"9330162.02",5475.00,3480.00,3205.00,275.00,1995.00,1465.00,90.00,200.00,235.00,2695.00,1740.00,1605.00,135.00,955.00,770.00,30.00,95.00,65.00,2775.00,1740.00,1600.00,140.00,1040.00,700.00,60.00,110.00,170.00
"9330162.03",6290.00,3715.00,3450.00,260.00,2580.00,1820.00,150.00,265.00,345.00,3095.00,1860.00,1725.00,130.00,1235.00,990.00,70.00,115.00,60.00,3195.00,1855.00,1725.00,130.00,1345.00,825.00,80.00,155.00,290.00
"9330162.04",4860.00,3255.00,3040.00,215.00,1610.00,1230.00,70.00,145.00,155.00,2395.00,1605.00,1510.00,100.00,785.00,655.00,25.00,60.00,45.00,2465.00,1645.00,1530.00,110.00,820.00,585.00,40.00,90.00,110.00
"9330163.01",4775.00,3180.00,2905.00,280.00,1595.00,1130.00,105.00,195.00,170.00,2345.00,1585.00,1445.00,135.00,760.00,600.00,45.00,75.00,35.00,2435.00,1600.00,1460.00,140.00,835.00,530.00,55.00,120.00,130.00
"9330163.04",4725.00,3050.00,2700.00,350.00,1675.00,1230.00,65.00,200.00,185.00,2350.00,1520.00,1345.00,180.00,830.00,680.00,30.00,85.00,35.00,2375.00,1525.00,1355.00,175.00,850.00,545.00,40.00,115.00,145.00
"9330163.05",4600.00,2560.00,2360.00,195.00,2040.00,1415.00,120.00,265.00,240.00,2315.00,1275.00,1180.00,95.00,1035.00,780.00,60.00,115.00,75.00,2285.00,1280.00,1185.00,100.00,1005.00,630.00,65.00,145.00,165.00
"9330163.06",3595.00,2020.00,1830.00,185.00,1575.00,1120.00,100.00,175.00,185.00,1765.00,1010.00,915.00,95.00,750.00,595.00,50.00,60.00,40.00,1830.00,1005.00,915.00,95.00,825.00,520.00,50.00,110.00,145.00
"9330163.07",4010.00,2415.00,2205.00,215.00,1595.00,1125.00,90.00,185.00,195.00,1965.00,1210.00,1100.00,110.00,755.00,620.00,35.00,65.00,35.00,2045.00,1205.00,1100.00,105.00,840.00,505.00,55.00,120.00,165.00
"9330163.08",3320.00,2040.00,1815.00,225.00,1280.00,900.00,70.00,160.00,150.00,1680.00,1020.00,910.00,110.00,665.00,505.00,35.00,80.00,45.00,1635.00,1015.00,900.00,115.00,620.00,395.00,35.00,80.00,110.00
"9330170.03",3780.00,1770.00,1550.00,215.00,2010.00,700.00,155.00,680.00,475.00,1565.00,880.00,775.00,110.00,685.00,320.00,70.00,200.00,95.00,2210.00,890.00,780.00,110.00,1320.00,380.00,85.00,480.00,375.00
