"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"1400000US51059471202","Census Tract 4712.02, Fairfax County, Virginia","5094","605","3531","601","89","87","20","30","1084","268","0","17","133","98","237","182","91","148","146","105"
"1400000US51059471301","Census Tract 4713.01, Fairfax County, Virginia","4573","347","2281","321","199","132","0","12","1609","295","0","12","435","306","49","41","0","12","49","41"
"1400000US51059471303","Census Tract 4713.03, Fairfax County, Virginia","4313","445","2081","269","60","43","11","18","1180","236","0","12","678","354","303","236","7","11","296","236"
"1400000US51059471304","Census Tract 4713.04, Fairfax County, Virginia","1849","88","1392","114","52","47","0","12","265","110","0","12","28","30","112","54","0","12","112","54"
"1400000US51059471401","Census Tract 4714.01, Fairfax County, Virginia","3932","291","2393","305","424","265","0","12","471","157","0","12","321","133","323","159","15","23","308","164"
"1400000US51059471402","Census Tract 4714.02, Fairfax County, Virginia","3301","275","2053","372","412","103","0","12","570","213","0","12","146","168","120","78","35","42","85","63"
"1400000US51059480201","Census Tract 4802.01, Fairfax County, Virginia","4572","283","3447","251","90","115","0","12","839","154","22","36","6","9","168","123","0","12","168","123"
"1400000US51059480202","Census Tract 4802.02, Fairfax County, Virginia","4890","596","2905","423","224","146","0","12","1422","478","20","34","0","12","319","167","23","40","296","159"
"1400000US51059480203","Census Tract 4802.03, Fairfax County, Virginia","2751","313","1485","280","343","266","0","12","764","226","0","12","57","86","102","66","0","12","102","66"
"1400000US51059480401","Census Tract 4804.01, Fairfax County, Virginia","4207","291","3078","306","33","33","0","12","926","160","0","12","10","17","160","87","0","12","160","87"
"1400000US51059480402","Census Tract 4804.02, Fairfax County, Virginia","5802","273","4218","362","106","79","0","17","1288","309","0","17","0","17","190","164","111","155","79","67"
"1400000US51059480501","Census Tract 4805.01, Fairfax County, Virginia","3335","216","2597","165","90","80","0","12","584","173","0","12","0","12","64","79","0","12","64","79"
"1400000US51059480502","Census Tract 4805.02, Fairfax County, Virginia","5745","284","4500","273","306","223","0","17","730","114","0","17","79","85","130","106","0","17","130","106"
"1400000US51059480503","Census Tract 4805.03, Fairfax County, Virginia","3217","149","2531","200","122","91","0","12","381","90","0","12","34","40","149","99","0","12","149","99"
"1400000US51059480504","Census Tract 4805.04, Fairfax County, Virginia","1975","120","1684","146","52","33","0","12","160","96","0","12","0","12","79","48","21","32","58","32"
"1400000US51059480505","Census Tract 4805.05, Fairfax County, Virginia","3099","194","2485","234","107","79","0","12","341","137","0","12","41","47","125","59","0","12","125","59"
"1400000US51059480801","Census Tract 4808.01, Fairfax County, Virginia","5242","307","3370","448","275","68","62","78","377","222","0","17","797","370","361","173","163","139","198","111"
"1400000US51059480802","Census Tract 4808.02, Fairfax County, Virginia","3837","256","2113","306","224","140","0","12","1105","290","0","12","136","132","259","139","19","21","240","136"
"1400000US51059480901","Census Tract 4809.01, Fairfax County, Virginia","7251","529","3781","637","517","328","79","98","1083","195","0","17","1462","402","329","228","0","17","329","228"
"1400000US51059480902","Census Tract 4809.02, Fairfax County, Virginia","4018","370","2449","529","409","155","0","12","552","254","0","12","460","322","148","111","0","12","148","111"
"1400000US51059480903","Census Tract 4809.03, Fairfax County, Virginia","4172","313","1885","602","496","236","0","12","1288","320","0","12","472","586","31","28","0","12","31","28"
"1400000US51059481101","Census Tract 4811.01, Fairfax County, Virginia","2439","180","685","142","446","210","7","12","1204","279","0","12","74","126","23","25","5","8","18","24"
"1400000US51059481102","Census Tract 4811.02, Fairfax County, Virginia","3658","269","1225","210","471","214","0","12","1722","326","0","12","84","73","156","76","0","12","156","76"
"1400000US51059481103","Census Tract 4811.03, Fairfax County, Virginia","3771","292","1141","239","737","130","0","12","1703","233","0","12","144","197","46","75","6","12","40","72"
"1400000US51059481104","Census Tract 4811.04, Fairfax County, Virginia","3014","310","1074","221","282","211","0","12","1452","291","0","12","0","12","206","104","0","12","206","104"
"1400000US51059481202","Census Tract 4812.02, Fairfax County, Virginia","6351","488","3713","545","1483","354","46","69","515","214","0","17","440","313","154","140","0","17","154","140"
"1400000US51059481105","Census Tract 4811.05, Fairfax County, Virginia","5442","208","2892","208","121","94","0","17","2082","173","16","24","60","93","271","138","0","17","271","138"
"1400000US51059481106","Census Tract 4811.06, Fairfax County, Virginia","5413","183","3907","260","198","120","8","14","1074","229","0","17","24","24","202","92","50","43","152","90"
"1400000US51059481201","Census Tract 4812.01, Fairfax County, Virginia","1147","65","734","86","178","74","0","12","201","56","0","12","0","12","34","34","0","12","34","34"
"1400000US51059481701","Census Tract 4817.01, Fairfax County, Virginia","6256","255","4851","284","141","99","10","19","1011","169","0","17","0","17","243","112","0","17","243","112"
"1400000US51059481702","Census Tract 4817.02, Fairfax County, Virginia","4816","414","2817","298","268","117","0","12","1266","265","0","12","248","339","217","93","6","9","211","94"
"1400000US51059482001","Census Tract 4820.01, Fairfax County, Virginia","4815","206","3931","275","170","113","0","12","514","161","0","12","56","49","144","76","10","16","134","75"
"1400000US51059482002","Census Tract 4820.02, Fairfax County, Virginia","3275","206","2656","198","126","75","0","12","351","129","0","12","11","16","131","81","0","12","131","81"
"1400000US51059482201","Census Tract 4822.01, Fairfax County, Virginia","2403","223","1478","215","292","134","0","12","299","99","0","12","148","135","186","78","32","33","154","76"
"1400000US51059482202","Census Tract 4822.02, Fairfax County, Virginia","3769","356","2945","378","183","137","0","12","462","167","0","12","44","48","135","73","31","35","104","75"
"1400000US51059482203","Census Tract 4822.03, Fairfax County, Virginia","4306","385","3655","390","186","113","0","12","408","133","0","12","6","14","51","58","30","49","21","32"
"1400000US51059482301","Census Tract 4823.01, Fairfax County, Virginia","4821","334","3855","352","114","87","0","12","476","257","0","12","50","74","326","158","80","127","246","116"
"1400000US51059482302","Census Tract 4823.02, Fairfax County, Virginia","4615","370","2510","438","1314","429","0","12","423","201","0","12","230","173","138","91","25","39","113","89"
"1400000US51059470700","Census Tract 4707, Fairfax County, Virginia","5245","292","3610","257","170","134","53","65","1090","195","11","16","73","72","238","128","9","14","229","128"
"1400000US51059471100","Census Tract 4711, Fairfax County, Virginia","6907","528","4389","454","111","112","0","17","1212","251","0","17","835","441","360","250","185","228","175","141"
"1400000US51059492400","Census Tract 4924, Fairfax County, Virginia","4628","299","2822","423","531","229","37","29","713","136","0","12","289","302","236","107","48","71","188","85"
"1400000US51059432800","Census Tract 4328, Fairfax County, Virginia","2358","194","1097","198","549","209","0","12","393","143","0","12","32","25","287","157","11","17","276","155"
"1400000US51059452400","Census Tract 4524, Fairfax County, Virginia","7341","705","3656","712","629","335","60","68","1607","300","0","17","568","349","821","570","553","562","268","123"
"1400000US51059452600","Census Tract 4526, Fairfax County, Virginia","7991","740","3870","822","2027","658","62","67","1251","287","0","17","47","52","734","463","287","403","447","248"
"1400000US51059460100","Census Tract 4601, Fairfax County, Virginia","4353","163","3066","267","80","57","0","12","980","282","0","12","40","57","187","137","2","14","185","136"
"1400000US51059461500","Census Tract 4615, Fairfax County, Virginia","6851","411","4368","470","506","429","0","17","1682","393","0","17","15","24","280","177","0","17","280","177"
"1400000US51059482602","Census Tract 4826.02, Fairfax County, Virginia","7548","365","3497","244","461","222","0","17","3035","354","0","17","85","104","470","203","37","59","433","198"
"1400000US51059490101","Census Tract 4901.01, Fairfax County, Virginia","5543","296","3438","274","545","190","7","11","1263","204","23","33","67","103","200","130","24","27","176","128"
"1400000US51059490103","Census Tract 4901.03, Fairfax County, Virginia","6355","471","4510","466","313","286","21","33","540","167","0","17","593","382","378","222","130","191","248","142"
"1400000US51059490501","Census Tract 4905.01, Fairfax County, Virginia","3231","252","1543","257","488","209","35","53","796","146","0","12","147","98","222","150","0","12","222","150"
"1400000US51059490502","Census Tract 4905.02, Fairfax County, Virginia","6495","405","4279","497","405","265","13","19","1405","295","0","17","92","75","301","202","0","17","301","202"
"1400000US51059491101","Census Tract 4911.01, Fairfax County, Virginia","3782","156","2974","136","30","29","0","12","648","109","0","12","0","12","130","74","9","14","121","70"
"1400000US51059491102","Census Tract 4911.02, Fairfax County, Virginia","3338","195","2632","211","63","63","0","12","422","116","0","12","123","174","98","69","0","12","98","69"
"1400000US51059491103","Census Tract 4911.03, Fairfax County, Virginia","6313","387","3058","491","1110","612","0","17","1530","311","0","17","131","125","484","316","64","75","420","301"
"1400000US51059491201","Census Tract 4912.01, Fairfax County, Virginia","6549","669","3878","711","368","163","0","17","1705","342","0","17","176","270","422","255","0","17","422","255"
"1400000US51059491202","Census Tract 4912.02, Fairfax County, Virginia","1633","205","566","136","239","122","0","12","568","186","0","12","86","100","174","108","12","13","162","105"
"1400000US51059491301","Census Tract 4913.01, Fairfax County, Virginia","7511","598","4126","543","756","307","41","63","2193","282","0","17","263","274","132","127","0","17","132","127"
"1400000US51059491302","Census Tract 4913.02, Fairfax County, Virginia","3551","254","1677","234","381","237","0","12","1220","223","9","14","82","106","182","135","0","12","182","135"
"1400000US51059491303","Census Tract 4913.03, Fairfax County, Virginia","4554","323","1898","290","639","302","49","60","1574","252","0","12","199","150","195","133","9","15","186","134"
"1400000US51059491401","Census Tract 4914.01, Fairfax County, Virginia","5027","321","2141","287","347","124","0","17","1382","238","0","17","554","386","603","264","113","105","490","231"
"1400000US51059491402","Census Tract 4914.02, Fairfax County, Virginia","4803","370","2534","550","247","116","0","12","1671","251","0","12","181","216","170","113","0","12","170","113"
"1400000US51059491403","Census Tract 4914.03, Fairfax County, Virginia","3847","219","2784","252","55","60","0","12","736","172","37","43","51","79","184","112","0","12","184","112"
"1400000US51059491404","Census Tract 4914.04, Fairfax County, Virginia","3920","310","2016","229","438","86","0","12","1270","192","0","12","51","61","145","87","49","48","96","71"
"1400000US51059491405","Census Tract 4914.05, Fairfax County, Virginia","2867","139","2137","128","61","43","0","12","541","132","0","12","14","21","114","67","11","18","103","64"
"1400000US51059491501","Census Tract 4915.01, Fairfax County, Virginia","7292","508","2298","434","394","184","38","53","4287","581","114","148","0","17","161","133","16","25","145","130"
"1400000US51059491502","Census Tract 4915.02, Fairfax County, Virginia","7095","368","4204","298","496","284","45","66","2116","237","0","17","0","17","234","158","0","17","234","158"
"1400000US51059491601","Census Tract 4916.01, Fairfax County, Virginia","5162","419","2669","390","452","250","0","17","1668","363","0","17","150","147","223","132","46","47","177","127"
"1400000US51059491602","Census Tract 4916.02, Fairfax County, Virginia","5856","575","2854","385","323","141","0","17","2214","505","0","17","207","212","258","201","11","17","247","197"
"1400000US51059491701","Census Tract 4917.01, Fairfax County, Virginia","4098","356","2425","351","499","264","0","12","930","236","0","12","10","17","234","86","0","12","234","86"
"1400000US51059491702","Census Tract 4917.02, Fairfax County, Virginia","7538","684","4566","944","644","318","0","17","1804","485","0","17","155","139","369","231","14","23","355","226"
"1400000US51059491703","Census Tract 4917.03, Fairfax County, Virginia","4701","414","2869","352","554","233","0","12","1094","409","0","12","147","213","37","46","0","12","37","46"
"1400000US51059491704","Census Tract 4917.04, Fairfax County, Virginia","4851","540","2730","487","324","163","79","127","1403","370","0","12","0","12","315","242","13","20","302","241"
"1400000US51059491705","Census Tract 4917.05, Fairfax County, Virginia","3457","158","1328","170","91","44","0","12","1857","141","0","12","7","10","174","93","10","14","164","93"
"1400000US51059491801","Census Tract 4918.01, Fairfax County, Virginia","2539","229","1150","206","446","259","0","12","669","186","0","12","163","147","111","82","0","12","111","82"
"1400000US51059491802","Census Tract 4918.02, Fairfax County, Virginia","3022","184","2081","196","127","107","0","12","689","149","0","12","0","12","125","86","36","58","89","58"
"1400000US51059491803","Census Tract 4918.03, Fairfax County, Virginia","6934","476","3793","574","540","409","21","31","2093","663","0","17","18","30","469","269","0","17","469","269"
"1400000US51059492201","Census Tract 4922.01, Fairfax County, Virginia","3023","153","2500","205","104","63","0","12","293","105","0","12","8","12","118","71","5","7","113","69"
"1400000US51059492202","Census Tract 4922.02, Fairfax County, Virginia","6576","373","4607","513","732","529","31","37","1074","185","0","17","0","17","132","117","0","17","132","117"
"1400000US51059492203","Census Tract 4922.03, Fairfax County, Virginia","4035","167","3262","250","234","135","0","12","372","165","0","12","0","12","167","95","55","65","112","71"
"1400000US51059492500","Census Tract 4925, Fairfax County, Virginia","4080","163","3640","169","29","30","7","15","289","116","0","12","0","12","115","106","0","12","115","106"
"1400000US51059980100","Census Tract 9801, Fairfax County, Virginia","5","6","5","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US51059980200","Census Tract 9802, Fairfax County, Virginia","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US51059980300","Census Tract 9803, Fairfax County, Virginia","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
