"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23"
"59150644",135.00,110.00,20.00,5.00,0.00,2.30,135.00,120.00,75.00,45.00,15.00,10.00,5.00,120.00,100.00,20.00,15.00,10.00,0.00,15.00,10.00,0.00,0.00
"59150645",120.00,80.00,25.00,15.00,0.00,2.50,120.00,105.00,65.00,40.00,15.00,10.00,5.00,105.00,65.00,45.00,25.00,20.00,5.00,15.00,15.00,5.00,0.00
"59150646",115.00,95.00,20.00,0.00,0.00,2.20,115.00,100.00,50.00,55.00,15.00,10.00,5.00,100.00,80.00,20.00,15.00,5.00,0.00,15.00,10.00,0.00,0.00
"59150647",160.00,115.00,25.00,20.00,0.00,2.40,160.00,140.00,85.00,55.00,15.00,15.00,0.00,140.00,100.00,45.00,20.00,20.00,0.00,15.00,15.00,5.00,0.00
"59150648",45.00,40.00,5.00,5.00,0.00,2.30,50.00,40.00,20.00,20.00,5.00,5.00,0.00,40.00,30.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00
"59150649",165.00,115.00,35.00,15.00,0.00,2.40,165.00,150.00,115.00,35.00,20.00,20.00,0.00,145.00,95.00,45.00,30.00,15.00,5.00,20.00,20.00,5.00,0.00
"59150650",110.00,70.00,20.00,25.00,0.00,2.60,110.00,100.00,70.00,25.00,15.00,15.00,0.00,100.00,60.00,40.00,15.00,25.00,5.00,15.00,5.00,5.00,0.00
"59150651",115.00,65.00,30.00,20.00,5.00,2.60,110.00,85.00,60.00,20.00,30.00,25.00,5.00,80.00,40.00,40.00,20.00,20.00,5.00,30.00,20.00,5.00,0.00
"59150652",205.00,105.00,50.00,35.00,5.00,2.70,205.00,165.00,130.00,40.00,35.00,35.00,0.00,165.00,80.00,90.00,45.00,35.00,10.00,35.00,30.00,10.00,0.00
"59150653",115.00,75.00,20.00,10.00,5.00,2.60,115.00,90.00,65.00,30.00,25.00,20.00,5.00,90.00,55.00,35.00,20.00,15.00,5.00,25.00,20.00,5.00,0.00
"59150654",145.00,70.00,35.00,30.00,5.00,2.90,145.00,125.00,100.00,30.00,15.00,15.00,5.00,125.00,55.00,70.00,30.00,30.00,10.00,15.00,10.00,5.00,0.00
"59150655",120.00,50.00,25.00,35.00,5.00,3.00,120.00,100.00,85.00,15.00,20.00,15.00,0.00,100.00,40.00,65.00,20.00,30.00,10.00,15.00,15.00,5.00,0.00
"59150656",110.00,85.00,15.00,10.00,0.00,2.40,110.00,95.00,50.00,40.00,15.00,5.00,10.00,95.00,70.00,25.00,10.00,10.00,0.00,15.00,20.00,0.00,5.00
"59150657",150.00,80.00,30.00,20.00,20.00,2.80,150.00,130.00,115.00,15.00,20.00,15.00,5.00,130.00,70.00,60.00,25.00,20.00,15.00,20.00,10.00,10.00,0.00
"59150658",180.00,85.00,35.00,40.00,15.00,3.10,175.00,155.00,130.00,30.00,25.00,20.00,0.00,155.00,65.00,90.00,30.00,45.00,15.00,20.00,15.00,5.00,5.00
"59150659",145.00,75.00,25.00,30.00,15.00,2.90,145.00,125.00,105.00,20.00,20.00,15.00,5.00,125.00,55.00,65.00,25.00,30.00,15.00,25.00,15.00,5.00,5.00
"59150660",130.00,55.00,25.00,40.00,15.00,3.20,130.00,115.00,110.00,5.00,20.00,20.00,0.00,110.00,40.00,70.00,20.00,35.00,15.00,15.00,10.00,5.00,5.00
"59150661",155.00,65.00,30.00,45.00,20.00,3.20,155.00,130.00,125.00,5.00,20.00,20.00,5.00,130.00,50.00,80.00,25.00,35.00,15.00,20.00,10.00,5.00,5.00
"59150662",115.00,35.00,25.00,30.00,20.00,3.40,115.00,100.00,90.00,10.00,20.00,15.00,5.00,100.00,30.00,70.00,15.00,30.00,20.00,15.00,5.00,10.00,0.00
"59150663",130.00,50.00,30.00,25.00,15.00,3.20,125.00,110.00,110.00,0.00,15.00,10.00,5.00,115.00,45.00,65.00,25.00,30.00,15.00,15.00,5.00,10.00,5.00
"59150664",135.00,50.00,35.00,40.00,5.00,3.00,135.00,110.00,100.00,10.00,25.00,20.00,5.00,110.00,35.00,70.00,25.00,40.00,5.00,30.00,15.00,10.00,0.00
"59150665",145.00,60.00,40.00,30.00,15.00,3.00,140.00,120.00,115.00,10.00,25.00,20.00,0.00,120.00,45.00,75.00,35.00,25.00,15.00,20.00,15.00,5.00,5.00
"59150666",115.00,45.00,25.00,25.00,20.00,3.20,115.00,100.00,90.00,5.00,20.00,15.00,5.00,95.00,40.00,60.00,20.00,20.00,15.00,15.00,15.00,5.00,0.00
"59150667",125.00,45.00,40.00,30.00,15.00,3.20,125.00,105.00,100.00,5.00,20.00,15.00,5.00,105.00,35.00,75.00,30.00,30.00,15.00,20.00,10.00,10.00,5.00
"59150668",165.00,110.00,30.00,20.00,5.00,2.50,160.00,140.00,130.00,10.00,20.00,20.00,5.00,140.00,100.00,40.00,20.00,20.00,5.00,20.00,10.00,10.00,0.00
"59150669",75.00,35.00,20.00,15.00,5.00,3.10,80.00,60.00,55.00,5.00,15.00,15.00,5.00,65.00,25.00,35.00,15.00,15.00,5.00,15.00,5.00,0.00,0.00
"59150670",150.00,70.00,30.00,40.00,15.00,3.00,150.00,130.00,120.00,10.00,20.00,20.00,5.00,130.00,55.00,80.00,25.00,35.00,10.00,20.00,15.00,5.00,5.00
"59150671",85.00,50.00,20.00,10.00,5.00,2.80,85.00,70.00,65.00,5.00,15.00,10.00,5.00,70.00,40.00,30.00,15.00,10.00,5.00,15.00,10.00,5.00,0.00
"59150672",170.00,90.00,45.00,25.00,10.00,2.80,170.00,150.00,135.00,20.00,20.00,10.00,10.00,150.00,80.00,75.00,40.00,25.00,10.00,20.00,10.00,10.00,5.00
"59150673",120.00,55.00,25.00,30.00,5.00,2.90,115.00,105.00,100.00,10.00,15.00,10.00,0.00,105.00,50.00,55.00,15.00,30.00,5.00,15.00,5.00,5.00,5.00
"59150674",140.00,65.00,30.00,35.00,5.00,3.00,145.00,125.00,115.00,15.00,10.00,10.00,0.00,125.00,55.00,70.00,25.00,35.00,5.00,15.00,10.00,5.00,0.00
"59150675",160.00,90.00,25.00,40.00,10.00,2.80,165.00,135.00,100.00,35.00,30.00,15.00,10.00,135.00,70.00,65.00,20.00,40.00,5.00,25.00,20.00,5.00,0.00
"59150676",135.00,80.00,25.00,30.00,5.00,2.70,135.00,110.00,70.00,40.00,25.00,15.00,5.00,110.00,60.00,55.00,20.00,30.00,0.00,25.00,15.00,5.00,0.00
"59150677",140.00,50.00,35.00,35.00,20.00,3.20,140.00,125.00,105.00,15.00,15.00,10.00,5.00,125.00,40.00,85.00,35.00,35.00,20.00,15.00,15.00,0.00,0.00
"59150678",140.00,65.00,25.00,40.00,10.00,3.00,145.00,130.00,105.00,30.00,10.00,5.00,0.00,135.00,60.00,70.00,20.00,35.00,10.00,10.00,10.00,0.00,0.00
"59150679",105.00,55.00,25.00,15.00,5.00,2.80,110.00,85.00,60.00,20.00,25.00,25.00,0.00,80.00,40.00,40.00,20.00,15.00,10.00,25.00,15.00,10.00,0.00
"59150680",195.00,120.00,45.00,25.00,5.00,2.60,195.00,180.00,135.00,40.00,20.00,15.00,5.00,180.00,105.00,70.00,35.00,25.00,10.00,20.00,10.00,10.00,0.00
"59150681",130.00,70.00,25.00,30.00,5.00,2.70,130.00,120.00,95.00,25.00,15.00,15.00,0.00,120.00,60.00,55.00,25.00,30.00,5.00,15.00,10.00,5.00,0.00
"59150682",185.00,100.00,40.00,40.00,10.00,2.80,185.00,165.00,135.00,30.00,25.00,20.00,0.00,165.00,80.00,85.00,35.00,40.00,10.00,20.00,15.00,5.00,0.00
"59150683",155.00,60.00,35.00,45.00,10.00,3.10,155.00,135.00,110.00,25.00,15.00,15.00,0.00,140.00,50.00,90.00,35.00,45.00,15.00,20.00,10.00,5.00,0.00
"59150684",205.00,110.00,45.00,40.00,5.00,2.70,205.00,190.00,140.00,50.00,15.00,15.00,0.00,190.00,100.00,85.00,40.00,40.00,5.00,15.00,10.00,5.00,0.00
"59150685",250.00,125.00,60.00,50.00,15.00,2.80,245.00,205.00,160.00,45.00,45.00,35.00,10.00,205.00,90.00,115.00,50.00,50.00,15.00,45.00,30.00,10.00,0.00
"59150686",80.00,45.00,15.00,10.00,5.00,2.90,80.00,65.00,50.00,15.00,10.00,10.00,0.00,65.00,35.00,30.00,15.00,15.00,5.00,15.00,10.00,5.00,0.00
"59150687",125.00,85.00,15.00,10.00,5.00,2.60,125.00,110.00,75.00,30.00,15.00,10.00,5.00,105.00,70.00,40.00,20.00,15.00,5.00,15.00,15.00,0.00,0.00
"59150688",135.00,55.00,40.00,35.00,10.00,3.10,135.00,115.00,85.00,30.00,25.00,20.00,5.00,115.00,45.00,70.00,25.00,35.00,10.00,20.00,10.00,10.00,0.00
"59150689",115.00,45.00,30.00,30.00,5.00,3.00,115.00,100.00,80.00,15.00,20.00,15.00,5.00,95.00,40.00,60.00,25.00,30.00,10.00,20.00,10.00,5.00,0.00
"59150690",165.00,85.00,40.00,35.00,5.00,2.80,160.00,135.00,100.00,40.00,30.00,15.00,10.00,135.00,70.00,65.00,25.00,30.00,10.00,30.00,15.00,10.00,5.00
"59150691",140.00,95.00,25.00,20.00,5.00,2.60,140.00,110.00,75.00,35.00,30.00,25.00,5.00,110.00,65.00,45.00,20.00,20.00,5.00,30.00,25.00,0.00,5.00
"59150692",175.00,80.00,30.00,50.00,20.00,3.10,175.00,150.00,120.00,30.00,25.00,25.00,5.00,150.00,60.00,90.00,25.00,45.00,15.00,25.00,20.00,5.00,0.00
"59150693",120.00,60.00,20.00,35.00,10.00,2.90,120.00,100.00,80.00,20.00,20.00,15.00,0.00,105.00,45.00,55.00,15.00,30.00,10.00,20.00,15.00,0.00,0.00
"59150694",130.00,55.00,30.00,30.00,15.00,3.00,130.00,115.00,85.00,25.00,20.00,15.00,5.00,115.00,40.00,70.00,30.00,35.00,10.00,15.00,10.00,5.00,0.00
"59150695",160.00,75.00,30.00,45.00,5.00,2.90,160.00,140.00,115.00,25.00,20.00,20.00,0.00,140.00,60.00,80.00,25.00,45.00,5.00,20.00,15.00,0.00,0.00
"59150696",125.00,50.00,30.00,40.00,10.00,3.10,125.00,110.00,105.00,10.00,20.00,10.00,5.00,115.00,40.00,75.00,25.00,35.00,15.00,15.00,10.00,0.00,5.00
"59150697",180.00,90.00,35.00,35.00,15.00,2.80,180.00,145.00,110.00,30.00,35.00,30.00,0.00,145.00,60.00,85.00,30.00,40.00,15.00,35.00,30.00,5.00,0.00
"59150698",150.00,65.00,30.00,35.00,15.00,3.10,150.00,130.00,100.00,30.00,15.00,10.00,0.00,130.00,50.00,80.00,30.00,35.00,20.00,20.00,10.00,5.00,0.00
"59150699",125.00,55.00,40.00,25.00,5.00,2.80,125.00,105.00,80.00,25.00,25.00,20.00,5.00,100.00,40.00,60.00,25.00,25.00,5.00,25.00,15.00,10.00,0.00
"59150700",135.00,60.00,30.00,35.00,10.00,3.00,135.00,120.00,105.00,20.00,15.00,15.00,5.00,120.00,50.00,75.00,25.00,35.00,10.00,15.00,10.00,5.00,0.00
"59150701",150.00,70.00,40.00,35.00,5.00,2.90,150.00,135.00,105.00,30.00,15.00,10.00,10.00,130.00,55.00,75.00,35.00,35.00,5.00,20.00,10.00,5.00,0.00
"59150702",150.00,85.00,30.00,25.00,5.00,2.70,150.00,135.00,100.00,35.00,15.00,10.00,5.00,135.00,75.00,60.00,25.00,25.00,5.00,15.00,5.00,5.00,0.00
"59150703",130.00,55.00,40.00,25.00,10.00,2.90,130.00,105.00,100.00,5.00,25.00,25.00,5.00,105.00,40.00,65.00,30.00,25.00,10.00,25.00,15.00,10.00,0.00
"59150704",155.00,75.00,35.00,35.00,10.00,2.90,155.00,125.00,90.00,35.00,30.00,20.00,5.00,125.00,60.00,65.00,25.00,30.00,10.00,30.00,20.00,10.00,0.00
"59150705",135.00,95.00,25.00,10.00,0.00,2.30,135.00,125.00,65.00,60.00,10.00,5.00,5.00,125.00,90.00,35.00,20.00,10.00,0.00,10.00,10.00,0.00,0.00
"59150706",85.00,65.00,15.00,5.00,0.00,2.40,85.00,65.00,30.00,35.00,15.00,15.00,0.00,70.00,50.00,15.00,10.00,5.00,5.00,15.00,10.00,0.00,0.00
"59150707",80.00,60.00,5.00,10.00,0.00,2.40,80.00,75.00,35.00,45.00,5.00,5.00,5.00,80.00,55.00,20.00,10.00,10.00,0.00,5.00,10.00,0.00,0.00
"59150708",210.00,150.00,40.00,20.00,5.00,2.40,215.00,190.00,115.00,70.00,20.00,20.00,5.00,190.00,135.00,55.00,30.00,25.00,0.00,25.00,20.00,0.00,0.00
"59150709",370.00,280.00,65.00,20.00,5.00,2.30,370.00,350.00,200.00,145.00,25.00,25.00,5.00,345.00,260.00,85.00,65.00,25.00,0.00,25.00,20.00,0.00,0.00
"59150710",145.00,95.00,25.00,25.00,10.00,2.70,150.00,135.00,75.00,55.00,15.00,15.00,0.00,135.00,80.00,50.00,25.00,20.00,10.00,20.00,10.00,0.00,0.00
"59150711",285.00,220.00,55.00,15.00,0.00,2.30,290.00,250.00,135.00,115.00,40.00,35.00,5.00,255.00,190.00,60.00,50.00,10.00,0.00,35.00,30.00,5.00,5.00
"59150712",115.00,80.00,20.00,10.00,0.00,2.50,110.00,100.00,50.00,50.00,15.00,10.00,5.00,100.00,75.00,25.00,10.00,10.00,0.00,15.00,10.00,10.00,0.00
"59150713",110.00,80.00,15.00,10.00,0.00,2.30,110.00,95.00,55.00,40.00,10.00,5.00,0.00,95.00,70.00,30.00,15.00,15.00,5.00,10.00,10.00,0.00,0.00
"59150714",60.00,45.00,5.00,5.00,0.00,2.50,60.00,50.00,20.00,30.00,0.00,5.00,0.00,55.00,40.00,10.00,10.00,5.00,0.00,0.00,5.00,0.00,0.00
"59150715",95.00,65.00,15.00,10.00,0.00,2.40,95.00,70.00,45.00,30.00,25.00,25.00,5.00,70.00,45.00,25.00,15.00,10.00,0.00,25.00,20.00,5.00,0.00
"59150716",85.00,60.00,15.00,10.00,5.00,2.50,85.00,75.00,40.00,35.00,10.00,10.00,0.00,75.00,55.00,15.00,10.00,5.00,0.00,15.00,5.00,5.00,0.00
"59150717",90.00,60.00,15.00,10.00,0.00,2.40,90.00,60.00,40.00,20.00,30.00,25.00,0.00,60.00,35.00,25.00,15.00,10.00,0.00,30.00,20.00,5.00,0.00
"59150718",120.00,60.00,35.00,20.00,0.00,2.80,115.00,100.00,60.00,40.00,15.00,20.00,0.00,100.00,55.00,45.00,25.00,20.00,0.00,15.00,10.00,10.00,0.00
"59150719",80.00,60.00,10.00,10.00,0.00,2.40,80.00,65.00,40.00,25.00,15.00,10.00,5.00,65.00,50.00,15.00,10.00,5.00,0.00,15.00,10.00,5.00,0.00
"59150720",110.00,85.00,20.00,5.00,0.00,2.40,110.00,95.00,50.00,50.00,15.00,10.00,5.00,100.00,70.00,25.00,20.00,5.00,0.00,15.00,10.00,5.00,5.00
"59150721",100.00,65.00,25.00,5.00,5.00,2.40,95.00,85.00,50.00,30.00,15.00,15.00,5.00,80.00,55.00,30.00,20.00,5.00,5.00,15.00,10.00,5.00,0.00
"59150722",105.00,70.00,20.00,10.00,5.00,2.50,105.00,90.00,55.00,40.00,10.00,15.00,0.00,90.00,60.00,30.00,15.00,10.00,5.00,15.00,10.00,0.00,5.00
"59150723",95.00,65.00,20.00,10.00,5.00,2.50,100.00,75.00,50.00,25.00,25.00,20.00,5.00,75.00,45.00,30.00,15.00,10.00,5.00,20.00,15.00,5.00,0.00
"59150724",110.00,65.00,25.00,10.00,5.00,2.50,110.00,90.00,65.00,30.00,15.00,15.00,0.00,95.00,60.00,30.00,20.00,10.00,5.00,20.00,10.00,5.00,5.00
"59150725",100.00,50.00,15.00,25.00,5.00,2.90,95.00,85.00,60.00,25.00,10.00,10.00,5.00,85.00,45.00,40.00,15.00,25.00,5.00,10.00,10.00,0.00,0.00
"59150726",115.00,60.00,15.00,30.00,5.00,2.90,115.00,105.00,75.00,30.00,10.00,10.00,0.00,105.00,55.00,50.00,15.00,30.00,10.00,10.00,5.00,0.00,0.00
"59150727",110.00,50.00,30.00,20.00,5.00,2.90,105.00,85.00,60.00,25.00,20.00,15.00,5.00,85.00,35.00,50.00,25.00,20.00,0.00,20.00,20.00,5.00,0.00
"59150728",115.00,60.00,35.00,15.00,0.00,2.60,110.00,95.00,65.00,30.00,20.00,15.00,5.00,90.00,50.00,45.00,35.00,15.00,0.00,20.00,15.00,5.00,5.00
"59150729",195.00,95.00,50.00,35.00,15.00,2.90,195.00,170.00,135.00,35.00,25.00,20.00,5.00,170.00,75.00,95.00,45.00,35.00,10.00,25.00,15.00,10.00,0.00
"59150730",120.00,55.00,25.00,25.00,5.00,2.90,115.00,100.00,85.00,15.00,20.00,10.00,10.00,100.00,40.00,60.00,20.00,25.00,10.00,20.00,15.00,5.00,5.00
"59150731",180.00,95.00,45.00,35.00,10.00,2.70,180.00,150.00,120.00,30.00,35.00,30.00,5.00,150.00,70.00,80.00,40.00,35.00,10.00,30.00,25.00,10.00,0.00
"59150732",135.00,60.00,35.00,35.00,5.00,2.90,135.00,115.00,95.00,25.00,20.00,20.00,5.00,115.00,50.00,65.00,25.00,30.00,10.00,20.00,10.00,5.00,0.00
"59150733",155.00,60.00,35.00,40.00,15.00,3.10,150.00,130.00,110.00,20.00,25.00,10.00,10.00,130.00,45.00,85.00,35.00,40.00,15.00,20.00,15.00,5.00,5.00
"59150734",200.00,95.00,50.00,40.00,15.00,2.90,200.00,165.00,135.00,30.00,35.00,25.00,10.00,165.00,70.00,95.00,40.00,40.00,15.00,35.00,25.00,10.00,0.00
"59150735",140.00,65.00,40.00,35.00,5.00,2.90,140.00,120.00,100.00,20.00,25.00,20.00,5.00,120.00,50.00,70.00,30.00,30.00,5.00,20.00,15.00,10.00,0.00
"59150736",190.00,85.00,50.00,55.00,5.00,2.90,190.00,145.00,110.00,30.00,45.00,35.00,15.00,145.00,45.00,95.00,40.00,50.00,5.00,40.00,35.00,5.00,5.00
"59150737",130.00,50.00,25.00,50.00,10.00,3.20,130.00,115.00,85.00,30.00,15.00,15.00,0.00,115.00,45.00,75.00,15.00,50.00,5.00,15.00,10.00,5.00,0.00
"59150738",130.00,50.00,30.00,35.00,5.00,3.00,125.00,110.00,90.00,20.00,20.00,15.00,5.00,105.00,40.00,70.00,30.00,30.00,5.00,15.00,15.00,5.00,5.00
"59150739",110.00,50.00,30.00,25.00,10.00,3.00,110.00,80.00,70.00,15.00,25.00,20.00,0.00,85.00,30.00,55.00,20.00,25.00,10.00,25.00,20.00,5.00,0.00
"59150740",100.00,40.00,25.00,25.00,5.00,3.10,100.00,85.00,65.00,25.00,15.00,10.00,0.00,85.00,35.00,55.00,20.00,25.00,5.00,15.00,10.00,5.00,5.00
"59150741",95.00,50.00,25.00,20.00,5.00,2.80,95.00,85.00,55.00,25.00,15.00,15.00,5.00,80.00,45.00,35.00,20.00,15.00,5.00,15.00,5.00,5.00,0.00
"59150742",130.00,70.00,30.00,30.00,5.00,2.80,135.00,110.00,65.00,40.00,20.00,15.00,5.00,110.00,60.00,50.00,20.00,25.00,10.00,25.00,20.00,10.00,0.00
"59150743",135.00,80.00,25.00,20.00,10.00,2.70,135.00,110.00,70.00,40.00,25.00,25.00,0.00,110.00,60.00,50.00,25.00,20.00,5.00,25.00,15.00,5.00,5.00
"59150744",115.00,70.00,20.00,20.00,5.00,2.60,115.00,105.00,70.00,30.00,15.00,10.00,5.00,105.00,60.00,40.00,20.00,20.00,5.00,15.00,15.00,5.00,0.00
"59150745",135.00,50.00,35.00,40.00,10.00,3.00,135.00,120.00,95.00,30.00,15.00,15.00,5.00,120.00,40.00,80.00,30.00,40.00,10.00,15.00,10.00,5.00,0.00
"59150746",125.00,70.00,25.00,25.00,5.00,2.70,125.00,100.00,70.00,30.00,20.00,20.00,5.00,100.00,50.00,55.00,25.00,20.00,10.00,20.00,20.00,5.00,0.00
"59150747",70.00,45.00,10.00,15.00,5.00,2.80,70.00,60.00,40.00,25.00,15.00,10.00,0.00,60.00,35.00,25.00,10.00,10.00,5.00,10.00,10.00,0.00,0.00
"59150748",125.00,70.00,30.00,20.00,0.00,2.60,125.00,90.00,65.00,20.00,40.00,30.00,5.00,90.00,45.00,45.00,20.00,20.00,0.00,35.00,25.00,10.00,0.00
"59150749",135.00,100.00,20.00,10.00,0.00,2.30,135.00,125.00,75.00,50.00,10.00,5.00,0.00,125.00,95.00,25.00,15.00,5.00,0.00,10.00,5.00,5.00,0.00
"59150750",145.00,100.00,30.00,10.00,5.00,2.40,145.00,135.00,85.00,50.00,10.00,10.00,0.00,135.00,85.00,40.00,30.00,15.00,0.00,10.00,10.00,5.00,0.00
"59150751",150.00,100.00,25.00,20.00,5.00,2.50,150.00,130.00,90.00,40.00,20.00,10.00,5.00,135.00,90.00,45.00,20.00,20.00,0.00,15.00,10.00,5.00,0.00
"59150752",80.00,50.00,15.00,10.00,5.00,2.60,80.00,70.00,45.00,25.00,10.00,5.00,5.00,70.00,45.00,30.00,10.00,10.00,0.00,10.00,5.00,0.00,0.00
"59150753",45.00,30.00,10.00,5.00,0.00,2.50,50.00,45.00,25.00,15.00,5.00,0.00,0.00,45.00,25.00,15.00,10.00,5.00,0.00,5.00,0.00,5.00,0.00
"59150754",80.00,50.00,15.00,20.00,5.00,2.80,85.00,75.00,45.00,25.00,10.00,10.00,0.00,75.00,40.00,35.00,15.00,20.00,0.00,5.00,10.00,0.00,0.00
"59150755",165.00,85.00,30.00,25.00,25.00,3.00,165.00,85.00,70.00,10.00,85.00,70.00,15.00,80.00,40.00,45.00,15.00,10.00,15.00,85.00,40.00,20.00,20.00
"59150756",45.00,30.00,10.00,10.00,0.00,2.70,50.00,40.00,30.00,10.00,10.00,0.00,5.00,40.00,25.00,20.00,10.00,10.00,0.00,10.00,10.00,5.00,0.00
"59150757",190.00,145.00,30.00,10.00,10.00,2.40,195.00,150.00,85.00,70.00,40.00,30.00,15.00,150.00,120.00,35.00,20.00,10.00,10.00,40.00,30.00,15.00,0.00
"59150758",130.00,80.00,15.00,25.00,5.00,2.70,130.00,120.00,95.00,25.00,10.00,10.00,5.00,115.00,75.00,45.00,15.00,25.00,5.00,15.00,10.00,0.00,5.00
"59150759",45.00,35.00,10.00,5.00,0.00,2.20,45.00,30.00,30.00,0.00,10.00,10.00,5.00,35.00,25.00,10.00,5.00,5.00,0.00,15.00,10.00,0.00,0.00
"59150760",5.00,10.00,5.00,0.00,0.00,2.00,10.00,5.00,0.00,5.00,5.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00
"59150761",0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
"59150762",120.00,105.00,10.00,0.00,0.00,2.10,120.00,110.00,70.00,40.00,10.00,5.00,0.00,110.00,95.00,10.00,15.00,0.00,0.00,10.00,10.00,0.00,0.00
"59150763",20.00,15.00,5.00,5.00,0.00,2.50,20.00,10.00,5.00,5.00,5.00,5.00,0.00,15.00,10.00,5.00,0.00,0.00,0.00,10.00,5.00,0.00,0.00
"59150777",300.00,190.00,70.00,35.00,10.00,2.60,305.00,270.00,210.00,65.00,35.00,25.00,5.00,270.00,165.00,105.00,65.00,35.00,10.00,30.00,25.00,10.00,0.00
"59150779",240.00,175.00,45.00,15.00,0.00,2.30,240.00,215.00,130.00,85.00,25.00,20.00,5.00,215.00,155.00,60.00,45.00,10.00,5.00,20.00,20.00,0.00,0.00
"59150780",495.00,400.00,75.00,20.00,5.00,2.20,500.00,460.00,265.00,200.00,35.00,30.00,10.00,460.00,370.00,90.00,70.00,20.00,5.00,35.00,30.00,5.00,0.00
"59150782",95.00,70.00,10.00,10.00,0.00,2.30,95.00,85.00,50.00,30.00,5.00,10.00,0.00,80.00,65.00,15.00,10.00,10.00,0.00,10.00,5.00,5.00,0.00
"59150784",90.00,80.00,10.00,0.00,0.00,2.20,90.00,80.00,45.00,40.00,5.00,5.00,0.00,85.00,75.00,10.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00
"59150785",340.00,285.00,45.00,15.00,0.00,2.20,345.00,310.00,185.00,130.00,30.00,25.00,10.00,310.00,260.00,55.00,45.00,15.00,0.00,35.00,30.00,0.00,0.00
"59150786",170.00,130.00,30.00,15.00,5.00,2.30,175.00,155.00,110.00,45.00,15.00,10.00,0.00,155.00,115.00,40.00,25.00,15.00,5.00,15.00,10.00,0.00,0.00
"59150787",130.00,60.00,45.00,30.00,5.00,2.90,135.00,125.00,105.00,20.00,10.00,10.00,0.00,125.00,50.00,75.00,40.00,25.00,0.00,15.00,5.00,5.00,0.00
"59150788",190.00,130.00,40.00,20.00,5.00,2.40,185.00,160.00,115.00,45.00,30.00,30.00,0.00,155.00,105.00,55.00,35.00,20.00,0.00,30.00,25.00,0.00,0.00
"59150790",365.00,285.00,55.00,25.00,5.00,2.30,370.00,330.00,240.00,95.00,40.00,30.00,10.00,330.00,250.00,80.00,55.00,30.00,0.00,40.00,35.00,0.00,0.00
"59150791",110.00,100.00,5.00,0.00,0.00,2.10,110.00,100.00,45.00,55.00,10.00,10.00,5.00,100.00,95.00,5.00,5.00,0.00,0.00,10.00,5.00,5.00,0.00
"59150792",215.00,150.00,35.00,25.00,0.00,2.50,215.00,190.00,130.00,60.00,20.00,20.00,0.00,195.00,135.00,60.00,30.00,25.00,5.00,20.00,15.00,5.00,0.00
"59150793",190.00,170.00,20.00,5.00,0.00,2.10,195.00,180.00,100.00,80.00,10.00,5.00,5.00,180.00,160.00,25.00,15.00,5.00,0.00,10.00,10.00,5.00,0.00
"59150795",170.00,145.00,20.00,10.00,0.00,2.20,165.00,155.00,85.00,70.00,15.00,10.00,10.00,155.00,135.00,25.00,10.00,10.00,5.00,10.00,10.00,5.00,0.00
"59150816",75.00,60.00,10.00,5.00,5.00,2.30,75.00,55.00,30.00,25.00,20.00,20.00,0.00,55.00,40.00,20.00,10.00,5.00,0.00,20.00,20.00,0.00,0.00
"59150817",110.00,80.00,25.00,10.00,0.00,2.40,110.00,105.00,60.00,40.00,10.00,5.00,5.00,100.00,75.00,30.00,20.00,10.00,0.00,5.00,5.00,0.00,0.00
"59150819",85.00,70.00,5.00,5.00,0.00,2.20,85.00,80.00,35.00,50.00,0.00,5.00,0.00,80.00,70.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00
"59150820",120.00,100.00,15.00,5.00,0.00,2.20,120.00,110.00,60.00,55.00,5.00,10.00,0.00,110.00,95.00,15.00,10.00,5.00,0.00,10.00,5.00,0.00,0.00
"59150821",110.00,100.00,5.00,0.00,0.00,2.00,110.00,100.00,45.00,50.00,10.00,10.00,0.00,95.00,90.00,5.00,5.00,5.00,0.00,10.00,10.00,0.00,0.00
"59150822",110.00,90.00,15.00,10.00,0.00,2.20,110.00,110.00,50.00,55.00,5.00,5.00,0.00,105.00,85.00,25.00,15.00,5.00,0.00,5.00,5.00,0.00,0.00
"59150823",110.00,100.00,5.00,5.00,5.00,2.20,110.00,105.00,35.00,70.00,10.00,5.00,0.00,100.00,95.00,5.00,5.00,0.00,0.00,5.00,10.00,0.00,0.00
"59150824",80.00,75.00,5.00,0.00,5.00,2.10,75.00,75.00,40.00,35.00,5.00,5.00,5.00,70.00,70.00,5.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00
"59150827",110.00,90.00,10.00,5.00,0.00,2.20,105.00,90.00,55.00,40.00,15.00,15.00,0.00,95.00,80.00,15.00,5.00,5.00,0.00,15.00,10.00,5.00,0.00
