SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,RACE,PWGTP1
2018GQ0079360,5,1,51235,3,20_29,f,black.aa,6
2018GQ0079368,5,1,51110,3,10_19,m,white,46
2018GQ0079514,5,1,51244,3,0_9,m,black.aa,18
2018GQ0079544,5,1,51135,3,50_59,m,white,13
2018GQ0079550,5,1,51154,3,20_29,m,white,13
2018GQ0079580,5,1,51186,3,10_19,f,black.aa,38
2018GQ0079629,5,1,51020,3,90_99,m,white,4
2018GQ0079632,5,1,51010,3,20_29,m,white,21
2018GQ0079635,5,1,51155,3,10_19,m,white,2
2018GQ0079660,5,1,51044,3,40_49,m,white,5
2018GQ0079667,5,1,51040,3,10_19,m,white,94
2018GQ0079675,5,1,51155,3,20_29,m,white,30
2018GQ0079736,5,1,51135,3,50_59,m,white,26
2018GQ0079768,5,1,51145,3,30_39,f,white,27
2018GQ0079771,5,1,51084,3,60_69,m,white,9
2018GQ0079790,5,1,51084,3,10_19,f,white,21
2018GQ0079815,5,1,51097,3,40_49,m,white,22
2018GQ0079832,5,1,51084,3,20_29,m,white,60
2018GQ0079867,5,1,51020,3,10_19,m,two.,89
2018GQ0079875,5,1,51235,3,30_39,m,black.aa,111
2018GQ0079901,5,1,55002,3,30_39,m,black.aa,145
2018GQ0079934,5,1,51096,3,10_19,f,white,6
2018GQ0079978,5,1,51164,3,50_59,m,black.aa,2
2018GQ0079991,5,1,51235,3,50_59,f,white,12
2018GQ0080054,5,1,51010,3,30_39,m,white,180
2018GQ0080078,5,1,51175,3,10_19,m,white,26
2018GQ0080136,5,1,51145,3,40_49,f,white,42
2018GQ0080145,5,1,51215,3,20_29,m,white,94
2018GQ0080154,5,1,51105,3,20_29,m,white,68
2018GQ0080165,5,1,51154,3,20_29,m,white,104
2018GQ0080203,5,1,51135,3,30_39,m,black.aa,4
2018GQ0080205,5,1,51135,3,50_59,m,white,99
2018GQ0080213,5,1,51125,3,20_29,m,black.aa,15
2018GQ0080246,5,1,51235,3,10_19,f,black.aa,16
2018GQ0080253,5,1,51167,3,70_79,f,white,31
2018GQ0080274,5,1,51154,3,20_29,m,black.aa,33
2018GQ0080303,5,1,51235,3,20_29,m,black.aa,106
2018GQ0080435,5,1,51167,3,20_29,f,white,178
2018GQ0080439,5,1,51154,3,30_39,m,black.aa,24
2018GQ0080485,5,1,51206,3,50_59,m,black.aa,16
2018GQ0080505,5,1,51115,3,10_19,f,white,73
2018GQ0080510,5,1,51040,3,10_19,m,white,115
2018GQ0080540,5,1,51154,3,20_29,m,white,123
2018GQ0080589,5,1,51110,3,20_29,f,white,169
2018GQ0080617,5,1,51120,3,30_39,f,white,0
2018GQ0080636,5,1,51125,3,20_29,m,black.aa,60
2018GQ0080675,5,1,51105,3,30_39,m,black.aa,7
2018GQ0080683,5,1,51154,3,20_29,m,white,7
2018GQ0080707,5,1,51110,3,10_19,m,white,68
2018GQ0080745,5,1,51096,3,10_19,f,white,45
2018GQ0080753,5,1,4103,3,10_19,f,black.aa,114
2018GQ0080786,5,1,51215,3,50_59,m,black.aa,59
2018GQ0080799,5,1,51135,3,20_29,m,black.aa,77
2018GQ0080833,5,1,51040,3,20_29,m,white,87
2018GQ0080840,5,1,51110,3,10_19,m,white,9
2018GQ0080859,5,1,51105,3,80_89,f,white,61
2018GQ0081002,5,1,55002,3,30_39,m,black.aa,2
2018GQ0081017,5,1,4103,3,10_19,f,black.aa,9
2018GQ0081037,5,1,59301,3,60_69,f,white,65
2018GQ0081052,5,1,51120,3,30_39,f,black.aa,2
2018GQ0081087,5,1,4103,3,10_19,f,black.aa,58
2018GQ0081176,5,1,51215,3,10_19,f,black.aa,107
2018GQ0081202,5,1,51235,3,30_39,f,white,1
2018GQ0081207,5,1,51090,3,10_19,m,white,9
2018GQ0081274,5,1,51089,3,50_59,m,white,77
2018GQ0081280,5,1,51090,3,10_19,m,white,33
2018GQ0081321,5,1,51115,3,10_19,f,white,4
2018GQ0081353,5,1,51155,3,20_29,m,white,27
2018GQ0081408,5,1,59301,3,60_69,f,white,41
2018GQ0081418,5,1,51090,3,10_19,f,white,143
2018GQ0081429,5,1,51010,3,20_29,m,black.aa,14
2018GQ0081434,5,1,55001,3,50_59,f,white,73
2018GQ0081452,5,1,51167,3,30_39,m,black.aa,75
2018GQ0081469,5,1,4102,3,90_99,m,white,44
2018GQ0081509,5,1,51154,3,10_19,m,other,94
2018GQ0081530,5,1,51090,3,10_19,m,two.,125
2018GQ0081622,5,1,51135,3,30_39,m,black.aa,55
2018GQ0081625,5,1,51105,3,10_19,m,black.aa,53
2018GQ0081657,5,1,51155,3,60_69,m,black.aa,2
2018GQ0081728,5,1,51105,3,40_49,m,black.aa,82
2018GQ0081853,5,1,51040,3,10_19,f,white,22
2018GQ0081857,5,1,51020,3,20_29,m,two.,13
2018GQ0081876,5,1,51224,3,10_19,m,black.aa,2
2018GQ0081911,5,1,51010,3,40_49,m,white,199
2018GQ0081945,5,1,51040,3,70_79,f,white,181
2018GQ0081948,5,1,51154,3,20_29,f,black.aa,206
2018GQ0081975,5,1,51206,3,20_29,m,white,97
2018GQ0082060,5,1,51040,3,10_19,m,white,53
2018GQ0082115,5,1,51096,3,10_19,f,white,4
2018GQ0082116,5,1,51110,3,10_19,f,white,36
2018GQ0082137,5,1,51215,3,10_19,m,black.aa,169
2018GQ0082267,5,1,51010,3,60_69,f,white,59
2018GQ0082284,5,1,51115,3,10_19,m,black.aa,12
2018GQ0082296,5,1,51084,3,10_19,f,white,78
2018GQ0082306,5,1,51215,3,40_49,m,black.aa,138
2018GQ0082398,5,1,51105,3,50_59,m,white,8
2018GQ0082468,5,1,51010,3,20_29,m,white,71
2018GQ0082479,5,1,51215,3,30_39,m,black.aa,82
2018GQ0082512,5,1,55001,3,60_69,m,white,62
2018GQ0082522,5,1,51096,3,10_19,m,white,22
2018GQ0082546,5,1,51175,3,20_29,m,white,48
2018GQ0082563,5,1,51115,3,10_19,f,white,56
2018GQ0082577,5,1,51186,3,10_19,m,black.aa,71
2018GQ0082615,5,1,51110,3,80_89,f,white,22
2018GQ0082646,5,1,51245,3,50_59,m,black.aa,154
2018GQ0082729,5,1,51040,3,10_19,f,white,31
2018GQ0082762,5,1,1301,3,20_29,f,black.aa,27
2018GQ0082782,5,1,51235,3,10_19,f,asian,78
2018GQ0082854,5,1,51255,3,20_29,f,white,6
2018GQ0082880,5,1,51206,3,10_19,m,white,2
2018GQ0082895,5,1,51175,3,20_29,m,black.aa,96
2018GQ0082899,5,1,51155,3,20_29,m,black.aa,69
2018GQ0082930,5,1,51135,3,30_39,m,two.,12
2018GQ0082937,5,1,51244,3,40_49,m,black.aa,48
2018GQ0083093,5,1,51135,3,10_19,f,white,67
2018GQ0083135,5,1,51145,3,80_89,f,black.aa,40
2018GQ0083180,5,1,51084,3,10_19,f,white,25
2018GQ0083199,5,1,51080,3,10_19,m,white,7
2018GQ0083290,5,1,51154,3,20_29,f,black.aa,87
2018GQ0083358,5,1,51087,3,40_49,f,white,80
2018GQ0083373,5,1,59303,3,10_19,m,white,11
2018GQ0083382,5,1,51096,3,20_29,f,two.,32
2018GQ0083388,5,1,51080,3,40_49,m,black.aa,19
2018GQ0083457,5,1,51215,3,30_39,m,black.aa,77
2018GQ0083485,5,1,51044,3,20_29,m,black.aa,6
2018GQ0083563,5,1,51145,3,50_59,m,white,21
2018GQ0083625,5,1,51045,3,80_89,f,white,55
2018GQ0083714,5,1,51040,3,10_19,m,white,95
2018GQ0083787,5,1,51105,3,70_79,m,black.aa,25
2018GQ0083801,5,1,51105,3,50_59,m,black.aa,19
2018GQ0083826,5,1,51110,3,20_29,f,other,65
2018GQ0083836,5,1,51090,3,10_19,m,white,60
2018GQ0083893,5,1,51135,3,10_19,f,black.aa,34
2018GQ0083999,5,1,51090,3,20_29,m,white,90
2018GQ0084002,5,1,51080,3,50_59,f,white,109
2018GQ0084071,5,1,51235,3,50_59,f,white,13
2018GQ0084180,5,1,51235,3,30_39,m,white,165
2018GQ0084185,5,1,51125,3,80_89,m,white,8
2018GQ0084228,5,1,51097,3,10_19,f,white,20
2018GQ0084232,5,1,51105,3,10_19,m,black.aa,55
2018GQ0084329,5,1,51090,3,30_39,f,asian,132
2018GQ0084340,5,1,51010,3,30_39,m,white,14
2018GQ0084396,5,1,51235,3,70_79,m,black.aa,2
2018GQ0084439,5,1,51096,3,10_19,f,black.aa,123
2018GQ0084449,5,1,51154,3,20_29,f,black.aa,40
2018GQ0084562,5,1,51084,3,10_19,m,white,2
2018GQ0084570,5,1,51125,3,20_29,m,white,127
2018GQ0084574,5,1,51155,3,40_49,f,white,24
2018GQ0084624,5,1,51245,3,60_69,m,white,162
2018GQ0084628,5,1,51215,3,50_59,f,white,17
2018GQ0084678,5,1,51115,3,20_29,f,white,77
2018GQ0084710,5,1,51255,3,0_9,m,black.aa,7
2018GQ0084715,5,1,51040,3,10_19,m,white,27
2018GQ0084746,5,1,4102,3,20_29,m,black.aa,10
2018GQ0084775,5,1,51155,3,50_59,m,black.aa,41
2018GQ0084782,5,1,51164,3,50_59,f,white,3
2018GQ0084794,5,1,51154,3,20_29,f,black.aa,1
2018GQ0084818,5,1,51090,3,10_19,f,white,33
2018GQ0084833,5,1,51084,3,10_19,m,black.aa,129
2018GQ0084897,5,1,51215,3,40_49,f,black.aa,8
2018GQ0084911,5,1,51040,3,10_19,m,asian,94
2018GQ0084930,5,1,59306,3,20_29,f,black.aa,12
2018GQ0084951,5,1,51096,3,20_29,m,black.aa,17
2018GQ0085067,5,1,51110,3,10_19,f,black.aa,2
2018GQ0085096,5,1,51096,3,20_29,m,white,14
2018GQ0085121,5,1,51040,3,10_19,m,white,30
2018GQ0085176,5,1,51040,3,20_29,f,white,8
2018GQ0085206,5,1,51020,3,90_99,f,white,0
2018GQ0085207,5,1,51135,3,60_69,m,black.aa,37
2018GQ0085208,5,1,51096,3,10_19,m,white,86
2018GQ0085223,5,1,51044,3,10_19,f,white,46
2018GQ0085225,5,1,51125,3,90_99,m,white,8
2018GQ0085255,5,1,51175,3,70_79,m,white,153
2018GQ0085322,5,1,51135,3,40_49,m,white,51
2018GQ0085343,5,1,51080,3,20_29,m,white,99
2018GQ0085465,5,1,51097,3,80_89,f,black.aa,5
2018GQ0085501,5,1,59302,3,20_29,m,black.aa,20
2018GQ0085524,5,1,51105,3,80_89,m,white,13
2018GQ0085567,5,1,51105,3,80_89,f,white,20
2018GQ0085578,5,1,51154,3,20_29,m,white,24
2018GQ0085758,5,1,51095,3,80_89,f,white,6
2018GQ0085918,5,1,51020,3,60_69,m,white,15
2018GQ0085920,5,1,51235,3,50_59,f,black.aa,93
2018GQ0086007,5,1,51090,3,10_19,f,white,3
2018GQ0086069,5,1,51246,3,10_19,f,white,2
2018GQ0086118,5,1,51246,3,30_39,f,black.aa,361
2018GQ0086165,5,1,51154,3,60_69,m,white,0
2018GQ0086340,5,1,51215,3,10_19,m,black.aa,152
2018GQ0086376,5,1,51175,3,10_19,f,white,6
2018GQ0086389,5,1,51105,3,30_39,m,black.aa,44
2018GQ0086395,5,1,51040,3,10_19,m,white,78
2018GQ0086400,5,1,51096,3,30_39,m,white,75
2018GQ0086404,5,1,51167,3,20_29,m,white,357
2018GQ0086427,5,1,4102,3,10_19,m,white,3
2018GQ0086469,5,1,4101,3,20_29,m,black.aa,40
2018GQ0086521,5,1,51097,3,40_49,m,black.aa,77
2018GQ0086524,5,1,51087,3,50_59,m,black.aa,84
2018GQ0086594,5,1,51110,3,10_19,m,white,89
2018GQ0086622,5,1,59304,3,20_29,m,black.aa,135
2018GQ0086688,5,1,4102,3,10_19,m,two.,14
2018GQ0086693,5,1,51154,3,20_29,f,black.aa,0
2018GQ0086701,5,1,51010,3,20_29,m,white,86
2018GQ0086741,5,1,51090,3,10_19,f,white,4
2018GQ0086776,5,1,59303,3,20_29,f,white,5
2018GQ0086778,5,1,51080,3,30_39,m,black.aa,20
2018GQ0086870,5,1,51175,3,70_79,m,white,35
2018GQ0086901,5,1,51186,3,10_19,f,black.aa,174
2018GQ0086917,5,1,51135,3,10_19,f,white,37
2018GQ0086923,5,1,4103,3,10_19,f,black.aa,77
2018GQ0086932,5,1,51020,3,50_59,m,white,30
2018GQ0086933,5,1,51084,3,30_39,m,black.aa,72
2018GQ0086950,5,1,51010,3,40_49,m,white,52
2018GQ0086998,5,1,51115,3,20_29,m,white,9
2018GQ0087021,5,1,51096,3,10_19,f,white,2
2018GQ0087022,5,1,51115,3,20_29,m,black.aa,67
2018GQ0087028,5,1,51080,3,80_89,f,white,23
2018GQ0087068,5,1,51097,3,80_89,f,white,130
2018GQ0087078,5,1,51155,3,20_29,m,black.aa,102
2018GQ0087145,5,1,51206,3,10_19,m,white,2
2018GQ0087161,5,1,51110,3,50_59,m,black.aa,6
2018GQ0087191,5,1,51087,3,20_29,m,white,69
2018GQ0087211,5,1,51165,3,90_99,m,white,24
2018GQ0087213,5,1,51010,3,20_29,f,white,2
2018GQ0087233,5,1,51135,3,20_29,m,black.aa,75
2018GQ0087253,5,1,4102,3,80_89,f,white,96
2018GQ0087289,5,1,51235,3,50_59,m,black.aa,34
2018GQ0087307,5,1,51080,3,10_19,f,two.,14
2018GQ0087332,5,1,59301,3,70_79,m,white,39
2018GQ0087336,5,1,51085,3,20_29,m,white,0
2018GQ0087505,5,1,51120,3,80_89,m,white,19
2018GQ0087513,5,1,51154,3,20_29,f,black.aa,444
2018GQ0087547,5,1,51154,3,10_19,f,black.aa,124
2018GQ0087568,5,1,51040,3,10_19,m,white,29
2018GQ0087586,5,1,51040,3,80_89,f,white,2
2018GQ0087592,5,1,51085,3,70_79,f,black.aa,9
2018GQ0087597,5,1,51235,3,20_29,m,black.aa,93
2018GQ0087606,5,1,51115,3,20_29,f,white,90
2018GQ0087739,5,1,51105,3,10_19,f,white,5
2018GQ0087780,5,1,51154,3,10_19,f,white,8
2018GQ0087845,5,1,51115,3,20_29,m,white,148
2018GQ0087878,5,1,51040,3,10_19,m,white,77
2018GQ0087939,5,1,51165,3,70_79,f,white,38
2018GQ0087972,5,1,51154,3,20_29,m,black.aa,50
2018GQ0088047,5,1,51096,3,20_29,f,white,2
2018GQ0088110,5,1,51155,3,30_39,f,two.,27
2018GQ0088192,5,1,59303,3,20_29,f,white,8
2018GQ0088234,5,1,51097,3,20_29,f,white,51
2018GQ0088304,5,1,51085,3,20_29,f,white,159
2018GQ0088340,5,1,51089,3,40_49,f,white,23
2018GQ0088372,5,1,51215,3,70_79,f,white,68
2018GQ0088432,5,1,51010,3,20_29,f,black.aa,2
2018GQ0088491,5,1,51045,3,20_29,f,black.aa,26
2018GQ0088580,5,1,51135,3,10_19,m,white,0
2018GQ0088590,5,1,4103,3,10_19,m,white,2
2018GQ0088597,5,1,51235,3,10_19,m,white,16
2018GQ0088598,5,1,51096,3,20_29,m,white,90
2018GQ0088614,5,1,59303,3,20_29,f,black.aa,401
2018GQ0088615,5,1,4102,3,10_19,m,black.aa,19
2018GQ0088668,5,1,59303,3,20_29,m,white,47
2018GQ0088672,5,1,51105,3,20_29,m,other,28
2018GQ0088676,5,1,59308,3,50_59,f,white,16
2018GQ0088677,5,1,51135,3,30_39,m,black.aa,51
2018GQ0088712,5,1,51154,3,80_89,f,black.aa,19
2018GQ0088714,5,1,51105,3,20_29,m,two.,3
2018GQ0088727,5,1,51235,3,10_19,f,black.aa,16
2018GQ0088746,5,1,51206,3,20_29,f,white,23
2018GQ0088767,5,1,51154,3,20_29,m,white,46
2018GQ0088790,5,1,51125,3,30_39,m,black.aa,29
2018GQ0088804,5,1,59303,3,10_19,f,white,46
2018GQ0088848,5,1,51206,3,10_19,f,white,27
2018GQ0088967,5,1,51154,3,10_19,m,black.aa,74
2018GQ0088969,5,1,51206,3,10_19,f,white,12
2018GQ0089084,5,1,51105,3,30_39,m,white,77
2018GQ0089115,5,1,51145,3,50_59,m,asian,7
2018GQ0089173,5,1,51135,3,20_29,m,black.aa,105
2018GQ0089253,5,1,51255,3,60_69,m,white,87
2018GQ0089287,5,1,51096,3,10_19,f,white,112
2018GQ0089331,5,1,51105,3,10_19,f,two.,123
2018GQ0089391,5,1,51175,3,10_19,f,white,5
2018GQ0089452,5,1,51154,3,10_19,m,asian,26
2018GQ0089472,5,1,51020,3,20_29,m,black.aa,17
2018GQ0089485,5,1,51206,3,20_29,f,white,196
2018GQ0089555,5,1,51095,3,10_19,f,black.aa,8
2018GQ0089559,5,1,51096,3,10_19,m,white,81
2018GQ0089584,5,1,51135,3,40_49,m,black.aa,49
2018GQ0089636,5,1,51090,3,10_19,f,asian,55
2018GQ0089710,5,1,59304,3,20_29,m,white,259
2018GQ0089806,5,1,51165,3,60_69,m,black.aa,60
2018GQ0089830,5,1,51167,3,40_49,m,white,64
2018GQ0089895,5,1,51110,3,20_29,f,black.aa,9
2018GQ0089904,5,1,51090,3,20_29,f,black.aa,90
2018GQ0089916,5,1,51040,3,20_29,m,black.aa,150
2018GQ0089986,5,1,51105,3,20_29,m,white,6
2018GQ0090107,5,1,51110,3,10_19,f,white,7
2018GQ0090161,5,1,51255,3,80_89,f,black.aa,12
2018GQ0090165,5,1,51020,3,50_59,m,white,46
2018GQ0090192,5,1,51040,3,10_19,f,white,5
2018GQ0090221,5,1,51235,3,20_29,m,black.aa,3
2018GQ0090306,5,1,51110,3,30_39,m,black.aa,37
2018GQ0090367,5,1,55002,3,30_39,m,black.aa,32
2018GQ0090381,5,1,51105,3,60_69,m,black.aa,7
2018GQ0090463,5,1,51045,3,20_29,m,black.aa,9
2018GQ0090500,5,1,51105,3,30_39,m,black.aa,55
2018GQ0090502,5,1,51084,3,20_29,m,white,25
2018GQ0090509,5,1,51045,3,30_39,m,white,56
2018GQ0090560,5,1,51155,3,10_19,m,white,83
2018GQ0090573,5,1,51097,3,20_29,f,white,125
2018GQ0090611,5,1,51087,3,50_59,m,black.aa,59
2018GQ0090701,5,1,51010,3,50_59,f,black.aa,7
2018GQ0090704,5,1,51044,3,20_29,m,black.aa,11
2018GQ0090743,5,1,51010,3,20_29,m,black.aa,16
2018GQ0090762,5,1,51125,3,90_99,f,white,9
2018GQ0090825,5,1,51115,3,10_19,m,white,72
2018GQ0090906,5,1,51206,3,10_19,f,white,57
2018GQ0090942,5,1,51045,3,20_29,m,white,64
2018GQ0090954,5,1,51090,3,10_19,m,white,174
2018GQ0091004,5,1,51135,3,30_39,m,black.aa,33
2018GQ0091045,5,1,51010,3,20_29,m,white,61
2018GQ0091077,5,1,51155,3,40_49,m,two.,77
2018GQ0091131,5,1,51206,3,10_19,m,white,33
2018GQ0091165,5,1,51090,3,80_89,f,white,2
2018GQ0091197,5,1,51020,3,10_19,f,other,33
2018GQ0091240,5,1,51155,3,70_79,m,black.aa,137
2018GQ0091284,5,1,51080,3,10_19,m,white,8
2018GQ0091311,5,1,51096,3,20_29,m,white,6
2018GQ0091321,5,1,59303,3,10_19,m,white,2
2018GQ0091398,5,1,51245,3,50_59,m,white,130
2018GQ0091419,5,1,51246,3,20_29,m,white,37
2018GQ0091428,5,1,51020,3,20_29,f,white,7
2018GQ0091429,5,1,51206,3,20_29,m,black.aa,169
2018GQ0091506,5,1,51135,3,30_39,m,white,31
2018GQ0091541,5,1,51095,3,80_89,f,white,34
2018GQ0091590,5,1,55002,3,20_29,m,black.aa,28
2018GQ0091595,5,1,51215,3,20_29,m,black.aa,17
2018GQ0091626,5,1,51010,3,50_59,f,black.aa,7
2018GQ0091642,5,1,51105,3,10_19,m,black.aa,76
2018GQ0091644,5,1,51096,3,10_19,m,white,9
2018GQ0091749,5,1,51135,3,80_89,f,white,39
2018GQ0091804,5,1,51090,3,20_29,f,white,2
2018GQ0091875,5,1,51167,3,20_29,f,white,206
2018GQ0091880,5,1,51089,3,60_69,f,white,29
2018GQ0091895,5,1,51105,3,30_39,m,white,19
2018GQ0091908,5,1,51040,3,70_79,f,white,2
2018GQ0091990,5,1,51010,3,20_29,m,white,0
2018GQ0092003,5,1,51155,3,60_69,f,black.aa,3
2018GQ0092049,5,1,51215,3,50_59,m,black.aa,16
2018GQ0092065,5,1,51096,3,20_29,f,two.,0
2018GQ0092094,5,1,51105,3,50_59,f,white,10
2018GQ0092096,5,1,51175,3,20_29,f,white,3
2018GQ0092167,5,1,51206,3,10_19,m,white,36
2018GQ0092180,5,1,59303,3,90_99,m,asian,46
2018GQ0092203,5,1,51175,3,20_29,m,black.aa,91
2018GQ0092238,5,1,51105,3,20_29,m,white,13
2018GQ0092366,5,1,51110,3,20_29,m,black.aa,99
2018GQ0092370,5,1,51040,3,90_99,m,white,2
2018GQ0092394,5,1,51110,3,10_19,f,two.,35
2018GQ0092401,5,1,51154,3,20_29,m,black.aa,13
2018GQ0092437,5,1,51040,3,10_19,f,white,168
2018GQ0092497,5,1,51135,3,50_59,m,two.,1
2018GQ0092510,5,1,51235,3,10_19,m,white,133
2018GQ0092512,5,1,51235,3,10_19,f,white,90
2018GQ0092602,5,1,51105,3,20_29,m,white,46
2018GQ0092649,5,1,51044,3,40_49,m,black.aa,15
2018GQ0092734,5,1,51045,3,20_29,m,black.aa,17
2018GQ0092739,5,1,51040,3,10_19,f,white,101
2018GQ0092750,5,1,51090,3,20_29,m,white,5
2018GQ0092779,5,1,51097,3,30_39,m,black.aa,11
2018GQ0092795,5,1,51090,3,20_29,m,white,143
2018GQ0092814,5,1,51135,3,50_59,m,black.aa,57
2018GQ0092909,5,1,51090,3,20_29,m,white,6
2018GQ0092913,5,1,51080,3,20_29,m,white,9
2018GQ0093088,5,1,4103,3,10_19,m,black.aa,2
2018GQ0093114,5,1,51105,3,20_29,m,black.aa,137
2018GQ0093122,5,1,51096,3,10_19,f,white,6
2018GQ0093132,5,1,51155,3,50_59,m,black.aa,19
2018GQ0093138,5,1,51090,3,10_19,m,white,68
2018GQ0093165,5,1,51090,3,20_29,f,white,7
2018GQ0093193,5,1,51087,3,20_29,m,white,0
2018GQ0093237,5,1,4103,3,10_19,f,black.aa,70
2018GQ0093309,5,1,51096,3,20_29,f,white,2
2018GQ0093314,5,1,51235,3,10_19,f,asian,77
2018GQ0093328,5,1,51135,3,20_29,m,black.aa,112
2018GQ0093336,5,1,51090,3,20_29,m,white,82
2018GQ0093482,5,1,51044,3,40_49,m,white,5
2018GQ0093484,5,1,51010,3,60_69,f,black.aa,174
2018GQ0093513,5,1,51215,3,40_49,m,black.aa,19
2018GQ0093516,5,1,51135,3,30_39,m,black.aa,8
2018GQ0093524,5,1,51044,3,20_29,f,white,85
2018GQ0093527,5,1,51115,3,10_19,f,white,64
2018GQ0093552,5,1,51105,3,20_29,f,white,151
2018GQ0093564,5,1,51044,3,10_19,f,white,16
2018GQ0093608,5,1,51255,3,60_69,m,black.aa,17
2018GQ0093642,5,1,55001,3,50_59,f,white,79
2018GQ0093702,5,1,51040,3,10_19,f,white,22
2018GQ0093796,5,1,51145,3,30_39,m,white,29
2018GQ0093849,5,1,51235,3,10_19,m,white,79
2018GQ0093882,5,1,51090,3,20_29,f,white,7
2018GQ0093926,5,1,51135,3,40_49,m,white,43
2018GQ0093936,5,1,51245,3,30_39,m,white,21
2018GQ0093956,5,1,51090,3,20_29,m,asian,49
2018GQ0093978,5,1,51096,3,20_29,m,white,18
2018GQ0094008,5,1,51010,3,20_29,m,black.aa,11
2018GQ0094030,5,1,51084,3,20_29,m,white,9
2018GQ0094034,5,1,51040,3,10_19,f,black.aa,16
2018GQ0094104,5,1,51096,3,10_19,m,white,162
2018GQ0094130,5,1,51155,3,40_49,f,white,29
2018GQ0094131,5,1,51105,3,40_49,m,white,42
2018GQ0094134,5,1,51040,3,80_89,f,white,34
2018GQ0094193,5,1,51246,3,40_49,m,white,25
2018GQ0094200,5,1,51206,3,10_19,f,two.,162
2018GQ0094265,5,1,51154,3,10_19,m,black.aa,8
2018GQ0094310,5,1,51115,3,20_29,m,white,145
2018GQ0094350,5,1,51080,3,20_29,f,black.aa,2
2018GQ0094441,5,1,51096,3,20_29,m,white,77
2018GQ0094461,5,1,51110,3,10_19,m,white,101
2018GQ0094514,5,1,51044,3,40_49,m,black.aa,2
2018GQ0094564,5,1,51120,3,70_79,f,white,25
2018GQ0094568,5,1,51090,3,20_29,f,white,53
2018GQ0094577,5,1,51164,3,60_69,m,white,2
2018GQ0094681,5,1,51020,3,10_19,m,black.aa,5
2018GQ0094690,5,1,51105,3,30_39,m,white,27
2018GQ0094731,5,1,55002,3,40_49,m,black.aa,33
2018GQ0094772,5,1,51115,3,10_19,f,white,59
2018GQ0094814,5,1,51175,3,20_29,m,black.aa,164
2018GQ0094895,5,1,55002,3,40_49,m,black.aa,134
2018GQ0094898,5,1,51135,3,40_49,m,white,120
2018GQ0094936,5,1,51154,3,20_29,m,black.aa,174
2018GQ0094939,5,1,51096,3,10_19,f,white,154
2018GQ0095032,5,1,51155,3,50_59,m,black.aa,0
2018GQ0095042,5,1,51020,3,40_49,m,white,46
2018GQ0095093,5,1,51115,3,10_19,m,white,14
2018GQ0095139,5,1,51085,3,80_89,f,white,13
2018GQ0095193,5,1,51044,3,80_89,m,white,40
2018GQ0095203,5,1,51044,3,10_19,f,white,158
2018GQ0095326,5,1,51090,3,10_19,f,black.aa,64
2018GQ0095352,5,1,51235,3,20_29,m,black.aa,80
2018GQ0095353,5,1,51080,3,20_29,f,white,67
2018GQ0095429,5,1,59308,3,70_79,f,white,13
2018GQ0095436,5,1,51020,3,20_29,m,white,183
2018GQ0095454,5,1,4103,3,10_19,m,white,5
2018GQ0095483,5,1,51215,3,40_49,m,white,75
2018GQ0095506,5,1,51080,3,10_19,f,white,38
2018GQ0095547,5,1,55002,3,40_49,m,black.aa,43
2018GQ0095647,5,1,51105,3,20_29,m,white,156
2018GQ0095703,5,1,59303,3,90_99,f,white,40
2018GQ0095715,5,1,51097,3,90_99,f,white,34
2018GQ0095802,5,1,51215,3,10_19,f,white,15
2018GQ0095853,5,1,51145,3,40_49,m,white,5
2018GQ0095931,5,1,51096,3,20_29,m,white,75
2018GQ0095941,5,1,51235,3,20_29,f,black.aa,6
2018GQ0095956,5,1,51096,3,10_19,f,white,73
2018GQ0095984,5,1,4101,3,10_19,m,white,40
2018GQ0095987,5,1,51045,3,80_89,m,white,56
2018GQ0095997,5,1,51096,3,20_29,f,white,86
2018GQ0096019,5,1,51120,3,20_29,m,white,131
2018GQ0096027,5,1,51010,3,20_29,m,white,150
2018GQ0096044,5,1,51105,3,20_29,m,black.aa,54
2018GQ0096064,5,1,51110,3,20_29,m,black.aa,6
2018GQ0096102,5,1,51020,3,80_89,m,white,2
2018GQ0096129,5,1,51096,3,10_19,f,white,86
2018GQ0096138,5,1,51110,3,10_19,f,white,32
2018GQ0096182,5,1,51224,3,90_99,f,white,3
2018GQ0096191,5,1,51096,3,20_29,f,white,91
2018GQ0096193,5,1,51080,3,50_59,f,white,3
2018GQ0096216,5,1,51164,3,80_89,f,white,0
2018GQ0096293,5,1,51084,3,10_19,f,white,78
2018GQ0096351,5,1,51154,3,20_29,f,black.aa,10
2018GQ0096359,5,1,51235,3,10_19,f,black.aa,66
2018GQ0096369,5,1,51096,3,10_19,f,white,6
2018GQ0096387,5,1,51154,3,10_19,m,white,6
2018GQ0096462,5,1,51105,3,60_69,m,white,24
2018GQ0096463,5,1,51044,3,40_49,m,white,115
2018GQ0096491,5,1,51215,3,90_99,f,white,16
2018GQ0096584,5,1,51090,3,10_19,f,white,65
2018GQ0096687,5,1,51235,3,10_19,m,white,9
2018GQ0096716,5,1,51040,3,20_29,f,white,92
2018GQ0096727,5,1,51040,3,10_19,m,white,143
2018GQ0096736,5,1,51020,3,60_69,m,black.aa,23
2018GQ0096765,5,1,51154,3,20_29,m,other,36
2018GQ0096782,5,1,51167,3,20_29,m,white,110
