"geo_id","block_group_name","population","m0_9","m10_19","m20_29","m30_39","m40_49","m50_59","m60_69","m70_79","m80_89","f0_9","f10_19","f20_29","f30_39","f40_49","f50_59","f60_69","f70_79","f80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two."
"1400000US51059452200","Census Tract 4522, Fairfax County, Virginia","7248",426,628,405,554,546,506,255,143,60,413,765,436,416,553,476,400,188,78,3523,3725,3430,659,7,1682,0,1058,412
"1400000US51059452700","Census Tract 4527, Fairfax County, Virginia","5412",507,309,213,357,444,153,179,164,50,549,318,408,437,507,351,278,126,62,2376,3036,1970,1402,0,790,0,1082,168
"1400000US51059460800","Census Tract 4608, Fairfax County, Virginia","3236",179,176,159,135,211,380,140,97,52,165,348,235,127,198,368,122,99,45,1529,1707,2583,0,0,332,0,5,316
"1400000US51059415800","Census Tract 4158, Fairfax County, Virginia","4960",403,381,209,186,427,333,237,151,139,347,315,206,222,386,394,197,190,237,2466,2494,4554,47,0,231,0,25,103
"1400000US51059421200","Census Tract 4212, Fairfax County, Virginia","2057",180,83,109,118,136,148,112,68,56,122,167,85,107,143,134,122,86,81,1010,1047,1836,65,0,73,0,8,75
"1400000US51059431400","Census Tract 4314, Fairfax County, Virginia","4612",333,312,268,262,379,292,288,119,32,273,316,187,298,317,340,386,88,122,2285,2327,2685,497,0,980,0,128,322
"1400000US51059440600","Census Tract 4406, Fairfax County, Virginia","3116",220,259,214,214,220,163,184,62,29,208,202,237,153,245,215,172,84,35,1565,1551,2069,85,10,600,0,93,259
"1400000US51059440800","Census Tract 4408, Fairfax County, Virginia","6134",243,597,197,230,515,413,396,289,160,249,460,197,382,318,470,576,156,286,3040,3094,4736,200,63,1105,0,0,30
"1400000US51059450200","Census Tract 4502, Fairfax County, Virginia","4377",233,307,388,406,385,144,176,87,39,303,302,315,438,263,235,190,77,89,2165,2212,2591,653,0,410,0,607,116
"1400000US51059450500","Census Tract 4505, Fairfax County, Virginia","3135",165,209,312,273,195,273,123,100,55,121,176,175,154,247,204,177,117,59,1705,1430,1950,20,0,674,0,410,81
"1400000US51059460600","Census Tract 4606, Fairfax County, Virginia","3995",266,195,117,198,347,326,207,95,175,280,394,121,205,304,278,215,82,190,1926,2069,2916,181,36,605,0,71,186
"1400000US51059461700","Census Tract 4617, Fairfax County, Virginia","6318",386,224,803,549,463,383,272,103,3,382,325,333,618,440,411,390,162,71,3186,3132,2805,508,0,2432,0,224,349
"1400000US51059470100","Census Tract 4701, Fairfax County, Virginia","2617",114,234,93,35,150,248,218,197,47,135,181,67,45,194,253,195,150,61,1336,1281,1973,23,7,560,0,32,22
"1400000US51059471000","Census Tract 4710, Fairfax County, Virginia","2186",148,161,132,114,195,159,114,80,16,151,100,94,154,204,140,118,76,30,1119,1067,1563,47,4,423,0,38,111
"1400000US51059415700","Census Tract 4157, Fairfax County, Virginia","3948",446,363,91,162,386,288,136,138,75,287,285,53,232,344,295,160,127,80,2085,1863,3611,93,0,118,0,30,96
"1400000US51059420400","Census Tract 4204, Fairfax County, Virginia","3137",87,20,301,617,186,183,116,41,9,145,65,387,420,227,177,100,20,36,1560,1577,1679,546,0,645,0,192,75
"1400000US51059432100","Census Tract 4321, Fairfax County, Virginia","3960",271,177,247,186,266,310,194,159,63,194,241,316,283,257,320,265,147,64,1873,2087,2940,202,117,414,0,113,174
"1400000US51059420800","Census Tract 4208, Fairfax County, Virginia","4084",106,166,343,278,210,270,249,74,16,458,272,370,232,217,407,201,134,81,1712,2372,2481,404,0,519,0,432,248
"1400000US51059430700","Census Tract 4307, Fairfax County, Virginia","2785",129,191,211,224,144,253,186,53,18,159,151,174,208,190,215,135,82,62,1409,1376,1688,136,0,723,0,54,184
"1400000US51059432000","Census Tract 4320, Fairfax County, Virginia","3619",299,230,131,226,217,248,116,144,23,291,316,198,299,266,289,246,69,11,1634,1985,2202,537,0,716,0,64,100
"1400000US51059450100","Census Tract 4501, Fairfax County, Virginia","5169",297,187,653,584,276,431,175,103,45,301,180,362,519,372,349,227,61,47,2751,2418,2517,201,11,1600,21,637,182
"1400000US51059451100","Census Tract 4511, Fairfax County, Virginia","2322",110,162,26,157,143,190,162,127,40,167,120,132,142,148,137,217,100,42,1117,1205,1573,92,0,250,0,221,186
"1400000US51059492000","Census Tract 4920, Fairfax County, Virginia","6660",329,498,287,239,469,703,461,180,200,269,567,369,135,424,590,460,219,261,3366,3294,5323,318,0,616,0,146,257
"1400000US51059492100","Census Tract 4921, Fairfax County, Virginia","6192",334,440,344,221,267,584,663,216,66,401,428,74,186,383,516,701,255,113,3135,3057,5250,243,0,494,0,29,176
"1400000US51059461901","Census Tract 4619.01, Fairfax County, Virginia","4031",149,207,246,306,362,258,301,38,70,270,188,267,349,335,219,213,179,74,1937,2094,2073,549,0,1178,0,138,93
"1400000US51059461902","Census Tract 4619.02, Fairfax County, Virginia","2037",195,174,154,200,157,94,44,0,0,162,214,150,211,134,66,65,0,17,1018,1019,1005,284,0,296,0,408,44
"1400000US51059471201","Census Tract 4712.01, Fairfax County, Virginia","3417",256,70,223,504,225,77,163,52,26,276,154,296,521,153,165,85,95,76,1596,1821,1700,232,0,1292,0,11,182
"1400000US51059471202","Census Tract 4712.02, Fairfax County, Virginia","5094",380,140,534,680,222,191,200,69,54,301,192,352,602,357,322,267,168,63,2470,2624,3531,89,20,1084,0,133,237
"1400000US51059471301","Census Tract 4713.01, Fairfax County, Virginia","4573",358,196,535,594,275,189,105,0,26,364,190,500,552,218,247,138,65,21,2278,2295,2281,199,0,1609,0,435,49
"1400000US51059471303","Census Tract 4713.03, Fairfax County, Virginia","4313",329,162,501,617,251,224,227,68,36,177,177,381,446,211,217,204,44,41,2415,1898,2081,60,11,1180,0,678,303
"1400000US51059471304","Census Tract 4713.04, Fairfax County, Virginia","1849",137,167,21,120,142,139,85,43,38,88,115,87,127,108,191,90,101,50,892,957,1392,52,0,265,0,28,112
"1400000US51059471401","Census Tract 4714.01, Fairfax County, Virginia","3932",330,194,391,321,255,164,255,122,42,144,275,132,357,220,282,248,147,53,2074,1858,2393,424,0,471,0,321,323
"1400000US51059471402","Census Tract 4714.02, Fairfax County, Virginia","3301",218,265,255,251,292,165,161,75,16,211,165,220,188,309,227,217,54,12,1698,1603,2053,412,0,570,0,146,120
"1400000US51059480201","Census Tract 4802.01, Fairfax County, Virginia","4572",162,353,130,125,298,374,373,159,74,299,374,190,163,360,452,353,192,141,2048,2524,3447,90,0,839,22,6,168
"1400000US51059480202","Census Tract 4802.02, Fairfax County, Virginia","4890",255,313,511,533,335,288,164,77,64,150,116,606,533,436,225,126,75,83,2540,2350,2905,224,0,1422,20,0,319
"1400000US51059480203","Census Tract 4802.03, Fairfax County, Virginia","2751",73,253,150,95,185,123,112,164,111,101,174,41,209,262,192,176,225,105,1266,1485,1485,343,0,764,0,57,102
"1400000US51059480401","Census Tract 4804.01, Fairfax County, Virginia","4207",315,453,94,144,284,391,279,136,76,227,344,92,138,405,317,252,177,83,2172,2035,3078,33,0,926,0,10,160
"1400000US51059480402","Census Tract 4804.02, Fairfax County, Virginia","5802",283,458,290,108,357,595,514,199,88,337,438,255,198,442,548,359,217,116,2892,2910,4218,106,0,1288,0,0,190
"1400000US51059480501","Census Tract 4805.01, Fairfax County, Virginia","3335",190,302,159,107,273,296,234,57,18,294,224,124,144,258,424,168,53,10,1636,1699,2597,90,0,584,0,0,64
"1400000US51059480502","Census Tract 4805.02, Fairfax County, Virginia","5745",464,394,316,287,326,506,425,123,76,291,321,316,292,383,555,453,141,76,2917,2828,4500,306,0,730,0,79,130
"1400000US51059480503","Census Tract 4805.03, Fairfax County, Virginia","3217",226,287,204,195,191,356,193,66,16,180,111,188,218,192,348,199,39,8,1734,1483,2531,122,0,381,0,34,149
"1400000US51059480504","Census Tract 4805.04, Fairfax County, Virginia","1975",120,131,92,137,100,142,145,38,0,99,158,124,151,134,180,155,69,0,905,1070,1684,52,0,160,0,0,79
"1400000US51059480505","Census Tract 4805.05, Fairfax County, Virginia","3099",193,98,339,425,186,209,91,61,0,158,137,245,250,249,283,97,63,15,1602,1497,2485,107,0,341,0,41,125
"1400000US51059480801","Census Tract 4808.01, Fairfax County, Virginia","5242",369,395,391,384,361,470,196,114,21,317,481,207,376,365,372,260,115,48,2701,2541,3370,275,62,377,0,797,361
"1400000US51059480802","Census Tract 4808.02, Fairfax County, Virginia","3837",230,221,232,372,317,283,140,131,10,243,320,217,307,225,321,171,73,24,1936,1901,2113,224,0,1105,0,136,259
"1400000US51059480901","Census Tract 4809.01, Fairfax County, Virginia","7251",493,446,382,608,563,360,440,211,61,696,561,507,530,486,410,325,110,62,3564,3687,3781,517,79,1083,0,1462,329
"1400000US51059480902","Census Tract 4809.02, Fairfax County, Virginia","4018",337,142,314,421,214,321,258,36,6,178,211,274,425,305,264,275,28,9,2049,1969,2449,409,0,552,0,460,148
"1400000US51059480903","Census Tract 4809.03, Fairfax County, Virginia","4172",419,166,293,415,210,117,148,23,48,305,200,665,355,253,220,162,122,51,1839,2333,1885,496,0,1288,0,472,31
"1400000US51059481101","Census Tract 4811.01, Fairfax County, Virginia","2439",172,47,180,368,275,99,30,30,5,212,69,255,314,216,14,128,25,0,1206,1233,685,446,7,1204,0,74,23
"1400000US51059481102","Census Tract 4811.02, Fairfax County, Virginia","3658",282,94,221,406,437,126,27,20,14,296,207,516,480,223,188,79,30,12,1627,2031,1225,471,0,1722,0,84,156
"1400000US51059481103","Census Tract 4811.03, Fairfax County, Virginia","3771",579,182,82,355,196,271,37,13,81,297,233,120,426,403,230,86,113,67,1796,1975,1141,737,0,1703,0,144,46
"1400000US51059481104","Census Tract 4811.04, Fairfax County, Virginia","3014",280,196,190,373,397,38,48,34,11,347,148,130,416,222,78,74,32,0,1567,1447,1074,282,0,1452,0,0,206
"1400000US51059481202","Census Tract 4812.02, Fairfax County, Virginia","6351",464,449,681,367,330,379,259,165,33,485,410,366,536,492,486,261,143,45,3127,3224,3713,1483,46,515,0,440,154
"1400000US51059481105","Census Tract 4811.05, Fairfax County, Virginia","5442",314,507,256,219,396,589,289,122,14,328,472,318,265,467,559,254,73,0,2706,2736,2892,121,0,2082,16,60,271
"1400000US51059481106","Census Tract 4811.06, Fairfax County, Virginia","5413",380,402,272,271,404,469,361,143,37,328,470,213,270,351,572,263,126,81,2739,2674,3907,198,8,1074,0,24,202
"1400000US51059481201","Census Tract 4812.01, Fairfax County, Virginia","1147",67,75,44,55,85,109,112,41,6,71,64,31,50,80,120,101,26,10,594,553,734,178,0,201,0,0,34
"1400000US51059481701","Census Tract 4817.01, Fairfax County, Virginia","6256",280,639,249,240,369,560,535,250,53,343,588,220,224,453,489,494,214,56,3175,3081,4851,141,10,1011,0,0,243
"1400000US51059481702","Census Tract 4817.02, Fairfax County, Virginia","4816",370,307,264,361,340,318,76,99,25,354,287,418,482,500,278,151,130,56,2160,2656,2817,268,0,1266,0,248,217
"1400000US51059482001","Census Tract 4820.01, Fairfax County, Virginia","4815",334,317,139,257,322,392,402,177,19,316,289,164,283,382,397,437,124,64,2359,2456,3931,170,0,514,0,56,144
"1400000US51059482002","Census Tract 4820.02, Fairfax County, Virginia","3275",159,93,155,158,233,227,208,96,53,193,64,210,255,241,364,319,163,84,1382,1893,2656,126,0,351,0,11,131
"1400000US51059482201","Census Tract 4822.01, Fairfax County, Virginia","2403",179,96,247,284,122,107,129,40,11,148,152,221,207,159,119,95,77,10,1215,1188,1478,292,0,299,0,148,186
"1400000US51059482202","Census Tract 4822.02, Fairfax County, Virginia","3769",48,94,192,480,330,197,182,151,74,251,120,305,440,251,175,263,104,112,1748,2021,2945,183,0,462,0,44,135
"1400000US51059482203","Census Tract 4822.03, Fairfax County, Virginia","4306",179,120,341,431,255,266,307,145,51,178,37,276,425,315,307,318,165,190,2095,2211,3655,186,0,408,0,6,51
"1400000US51059482301","Census Tract 4823.01, Fairfax County, Virginia","4821",342,46,231,323,432,271,276,229,60,259,236,203,342,375,368,359,350,119,2210,2611,3855,114,0,476,0,50,326
"1400000US51059482302","Census Tract 4823.02, Fairfax County, Virginia","4615",488,311,397,501,261,193,78,22,22,300,237,390,431,402,293,180,99,10,2273,2342,2510,1314,0,423,0,230,138
"1400000US51059470700","Census Tract 4707, Fairfax County, Virginia","5245",287,403,150,229,387,432,231,247,104,439,400,190,270,531,244,313,250,138,2470,2775,3610,170,53,1090,11,73,238
"1400000US51059471100","Census Tract 4711, Fairfax County, Virginia","6907",690,347,615,615,599,432,218,119,68,583,271,211,580,615,365,350,134,95,3703,3204,4389,111,0,1212,0,835,360
"1400000US51059492400","Census Tract 4924, Fairfax County, Virginia","4628",311,307,260,405,448,241,225,54,10,254,225,375,360,332,433,264,75,49,2261,2367,2822,531,37,713,0,289,236
"1400000US51059432800","Census Tract 4328, Fairfax County, Virginia","2358",212,183,108,181,114,166,100,49,0,212,137,194,147,198,176,122,59,0,1113,1245,1097,549,0,393,0,32,287
"1400000US51059452400","Census Tract 4524, Fairfax County, Virginia","7341",526,367,325,566,617,330,351,183,167,517,378,630,405,528,579,288,485,99,3432,3909,3656,629,60,1607,0,568,821
"1400000US51059452600","Census Tract 4526, Fairfax County, Virginia","7991",646,272,447,805,742,681,365,136,20,472,631,554,705,450,537,250,262,16,4114,3877,3870,2027,62,1251,0,47,734
"1400000US51059460100","Census Tract 4601, Fairfax County, Virginia","4353",258,345,124,139,365,438,222,204,52,311,308,96,150,448,326,295,190,82,2147,2206,3066,80,0,980,0,40,187
"1400000US51059461500","Census Tract 4615, Fairfax County, Virginia","6851",164,454,441,491,520,633,308,151,66,640,554,295,483,635,444,319,189,64,3228,3623,4368,506,0,1682,0,15,280
"1400000US51059482602","Census Tract 4826.02, Fairfax County, Virginia","7548",534,660,389,316,693,603,402,237,33,434,608,299,205,854,569,392,169,151,3867,3681,3497,461,0,3035,0,85,470
"1400000US51059490101","Census Tract 4901.01, Fairfax County, Virginia","5543",229,353,402,347,415,437,283,130,94,362,377,324,283,350,522,431,96,108,2690,2853,3438,545,7,1263,23,67,200
"1400000US51059490103","Census Tract 4901.03, Fairfax County, Virginia","6355",614,435,214,482,516,447,296,99,44,515,408,393,399,485,562,326,63,57,3147,3208,4510,313,21,540,0,593,378
"1400000US51059490501","Census Tract 4905.01, Fairfax County, Virginia","3231",251,173,393,249,254,220,84,38,27,165,167,296,176,372,223,88,46,9,1689,1542,1543,488,35,796,0,147,222
"1400000US51059490502","Census Tract 4905.02, Fairfax County, Virginia","6495",421,477,392,197,494,555,366,215,58,341,252,337,258,534,626,380,260,332,3175,3320,4279,405,13,1405,0,92,301
"1400000US51059491101","Census Tract 4911.01, Fairfax County, Virginia","3782",184,344,131,199,227,321,330,65,31,243,339,156,175,225,447,263,59,43,1832,1950,2974,30,0,648,0,0,130
"1400000US51059491102","Census Tract 4911.02, Fairfax County, Virginia","3338",194,271,229,252,224,260,232,85,31,230,160,109,215,230,321,153,114,28,1778,1560,2632,63,0,422,0,123,98
"1400000US51059491103","Census Tract 4911.03, Fairfax County, Virginia","6313",734,262,410,561,415,301,305,82,38,607,339,375,697,544,334,198,111,0,3108,3205,3058,1110,0,1530,0,131,484
"1400000US51059491201","Census Tract 4912.01, Fairfax County, Virginia","6549",563,341,499,602,626,281,202,63,22,434,317,518,689,592,413,296,31,60,3199,3350,3878,368,0,1705,0,176,422
"1400000US51059491202","Census Tract 4912.02, Fairfax County, Virginia","1633",65,90,184,238,117,69,87,0,12,55,93,155,172,133,108,33,22,0,862,771,566,239,0,568,0,86,174
"1400000US51059491301","Census Tract 4913.01, Fairfax County, Virginia","7511",651,724,470,560,542,589,246,23,47,295,699,315,532,726,580,283,152,77,3852,3659,4126,756,41,2193,0,263,132
"1400000US51059491302","Census Tract 4913.02, Fairfax County, Virginia","3551",178,170,358,287,183,327,118,39,0,290,187,403,223,247,339,148,29,25,1660,1891,1677,381,0,1220,9,82,182
"1400000US51059491303","Census Tract 4913.03, Fairfax County, Virginia","4554",290,229,315,502,425,231,180,52,34,390,254,349,402,323,256,178,112,32,2258,2296,1898,639,49,1574,0,199,195
"1400000US51059491401","Census Tract 4914.01, Fairfax County, Virginia","5027",365,238,194,445,454,448,93,104,14,424,231,262,468,546,403,183,136,19,2355,2672,2141,347,0,1382,0,554,603
"1400000US51059491402","Census Tract 4914.02, Fairfax County, Virginia","4803",364,215,240,549,299,301,121,95,14,505,260,411,464,374,296,170,91,34,2198,2605,2534,247,0,1671,0,181,170
"1400000US51059491403","Census Tract 4914.03, Fairfax County, Virginia","3847",241,449,91,178,278,374,205,83,25,231,210,228,181,299,438,256,44,36,1924,1923,2784,55,0,736,37,51,184
"1400000US51059491404","Census Tract 4914.04, Fairfax County, Virginia","3920",142,376,231,222,344,414,120,91,0,244,358,153,293,311,396,158,67,0,1940,1980,2016,438,0,1270,0,51,145
"1400000US51059491405","Census Tract 4914.05, Fairfax County, Virginia","2867",218,275,155,88,230,267,243,47,8,121,252,78,112,217,266,222,53,15,1531,1336,2137,61,0,541,0,14,114
"1400000US51059491501","Census Tract 4915.01, Fairfax County, Virginia","7292",297,473,536,571,592,363,382,90,125,654,408,518,683,476,572,398,81,73,3429,3863,2298,394,38,4287,114,0,161
"1400000US51059491502","Census Tract 4915.02, Fairfax County, Virginia","7095",203,775,328,224,543,875,432,225,14,402,598,179,242,764,695,387,161,48,3619,3476,4204,496,45,2116,0,0,234
"1400000US51059491601","Census Tract 4916.01, Fairfax County, Virginia","5162",355,376,448,286,377,425,148,86,0,552,261,368,492,309,309,215,144,11,2501,2661,2669,452,0,1668,0,150,223
"1400000US51059491602","Census Tract 4916.02, Fairfax County, Virginia","5856",395,400,411,383,408,462,361,134,17,408,316,375,377,414,563,277,136,19,2971,2885,2854,323,0,2214,0,207,258
"1400000US51059491701","Census Tract 4917.01, Fairfax County, Virginia","4098",204,95,223,517,191,233,160,56,61,412,181,330,472,326,285,163,67,122,1740,2358,2425,499,0,930,0,10,234
"1400000US51059491702","Census Tract 4917.02, Fairfax County, Virginia","7538",565,520,873,758,476,392,251,98,28,325,242,1089,664,492,421,220,75,49,3961,3577,4566,644,0,1804,0,155,369
"1400000US51059491703","Census Tract 4917.03, Fairfax County, Virginia","4701",134,235,560,611,367,319,75,35,0,271,93,636,580,332,287,108,58,0,2336,2365,2869,554,0,1094,0,147,37
"1400000US51059491704","Census Tract 4917.04, Fairfax County, Virginia","4851",217,285,626,425,461,269,121,0,0,301,247,668,463,293,212,158,0,105,2404,2447,2730,324,79,1403,0,0,315
"1400000US51059491705","Census Tract 4917.05, Fairfax County, Virginia","3457",210,284,137,222,260,269,171,76,20,224,332,132,216,346,296,135,111,16,1649,1808,1328,91,0,1857,0,7,174
"1400000US51059491801","Census Tract 4918.01, Fairfax County, Virginia","2539",177,145,264,307,215,124,79,27,14,90,65,283,301,184,109,129,26,0,1352,1187,1150,446,0,669,0,163,111
"1400000US51059491802","Census Tract 4918.02, Fairfax County, Virginia","3022",278,130,242,228,159,232,117,84,0,148,221,140,293,241,106,224,126,53,1470,1552,2081,127,0,689,0,0,125
"1400000US51059491803","Census Tract 4918.03, Fairfax County, Virginia","6934",445,475,384,482,502,522,343,149,80,452,558,409,489,601,494,306,213,30,3382,3552,3793,540,21,2093,0,18,469
"1400000US51059492201","Census Tract 4922.01, Fairfax County, Virginia","3023",163,222,79,160,152,218,305,127,27,189,177,105,244,162,273,249,125,46,1453,1570,2500,104,0,293,0,8,118
"1400000US51059492202","Census Tract 4922.02, Fairfax County, Virginia","6576",284,578,223,180,446,524,551,266,48,266,693,356,220,513,610,535,206,77,3100,3476,4607,732,31,1074,0,0,132
"1400000US51059492203","Census Tract 4922.03, Fairfax County, Virginia","4035",265,295,164,188,147,449,326,107,36,223,308,284,144,232,440,363,22,42,1977,2058,3262,234,0,372,0,0,167
"1400000US51059492500","Census Tract 4925, Fairfax County, Virginia","4080",132,367,91,275,164,350,425,234,88,190,232,177,161,217,392,398,138,49,2126,1954,3640,29,7,289,0,0,115
"1400000US51059980100","Census Tract 9801, Fairfax County, Virginia","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0
"1400000US51059980200","Census Tract 9802, Fairfax County, Virginia","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400000US51059980300","Census Tract 9803, Fairfax County, Virginia","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
