"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
1098,140,136,107,137,159,174,132,85,28,573,525,862,1,0,183,0,11,41,968,130
2440,332,290,222,304,312,403,313,202,62,1035,1405,1880,152,3,229,3,31,142,2237,203
1019,102,147,111,127,137,153,143,79,20,491,528,779,52,3,91,1,43,50,893,126
2113,253,257,217,289,318,336,238,154,51,901,1212,1551,63,1,350,1,37,110,1895,218
2164,301,314,254,315,305,283,240,102,50,1282,882,1030,74,8,624,4,248,176,1474,690
1353,166,173,140,192,209,194,149,96,34,796,557,726,48,1,464,2,15,97,1308,45
2340,244,293,265,334,345,341,291,164,63,1194,1146,1026,221,5,979,3,43,63,2201,139
2535,302,303,242,355,347,400,340,169,77,1277,1258,1910,50,4,470,1,37,63,2332,203
842,121,110,82,89,107,128,102,64,39,343,499,687,18,0,60,1,12,64,774,68
5174,603,640,528,664,759,816,676,339,149,2098,3076,3404,842,8,705,5,75,135,4834,340
1150,147,166,145,146,161,172,127,63,23,507,643,632,74,1,311,2,69,61,1017,133
3265,364,438,368,464,477,443,401,221,89,1766,1499,2141,436,5,407,8,133,135,2515,750
1636,172,197,169,202,241,250,212,127,66,657,979,924,46,2,579,2,7,76,1618,18
1130,158,150,107,147,164,149,138,91,26,608,522,558,39,2,434,0,18,79,1025,105
2276,304,334,237,304,307,305,291,141,53,1095,1181,843,378,1,674,1,3,376,2235,41
2662,382,353,294,382,370,374,295,155,57,1296,1366,1568,324,7,264,3,254,242,1841,821
1913,251,259,197,278,265,281,219,115,48,874,1039,945,363,2,360,2,33,208,1773,140
1198,155,189,147,176,170,155,123,53,30,710,488,432,92,1,329,16,296,32,825,373
691,67,94,74,88,107,97,100,46,18,278,413,607,18,0,43,0,10,13,590,101
634,81,80,59,91,88,102,80,35,18,366,268,357,86,2,133,0,4,52,604,30
1530,188,190,164,189,209,234,212,97,47,825,705,934,4,0,558,0,10,24,1509,21
1846,220,269,191,264,230,273,234,110,55,1101,745,1247,314,1,99,0,67,118,1646,200
1538,196,193,144,194,206,239,204,107,55,766,772,1287,35,4,109,1,7,95,1441,97
1108,176,159,118,170,150,141,110,55,29,575,533,571,113,3,159,3,79,180,847,261
1523,190,214,156,216,216,201,208,96,26,661,862,529,590,1,341,0,9,53,1452,71
1129,118,152,113,147,163,170,147,89,30,534,595,701,4,0,385,0,15,24,1107,22
2478,318,346,297,377,362,350,253,125,50,1221,1257,1030,177,6,851,4,334,76,1582,896
1466,197,203,162,189,179,238,170,89,39,809,657,1034,124,3,129,1,48,127,1138,328
707,79,94,59,78,124,123,78,48,24,362,345,557,27,0,93,0,8,22,695,12
1586,209,230,185,223,203,223,189,89,35,973,613,998,79,4,217,2,228,58,1025,561
845,108,127,91,95,114,120,108,57,25,406,439,729,15,1,30,0,10,60,716,129
2465,292,314,255,319,330,376,315,190,74,1243,1222,1787,83,1,487,4,21,82,2351,114
1117,119,145,119,153,158,163,143,88,29,586,531,830,32,1,166,1,20,67,999,118
1967,257,265,221,270,278,280,222,131,43,937,1030,1044,290,6,353,4,123,147,1589,378
1031,140,144,133,148,137,150,108,50,21,408,623,565,34,2,251,1,155,23,582,449
1021,117,140,102,115,148,167,134,69,29,497,524,758,55,0,178,0,1,29,991,30
883,105,97,90,102,118,137,132,72,30,486,397,883,0,0,0,0,0,0,824,59
1479,196,207,164,221,230,195,157,82,27,838,641,831,352,5,100,0,174,17,948,531
1177,132,154,110,152,186,184,143,73,43,575,602,685,76,1,342,0,28,45,1117,60
1843,236,256,236,290,278,244,192,77,34,838,1005,608,468,3,267,1,461,35,917,926
2086,259,303,213,316,326,273,234,113,49,1134,952,448,708,0,752,0,11,167,2005,81
2392,276,282,235,330,370,360,290,173,76,1334,1058,1769,24,0,467,1,1,130,2390,2
1288,156,140,139,174,198,190,159,92,40,623,665,650,68,3,490,1,39,37,1140,148
879,103,113,83,118,129,131,109,65,28,501,378,654,47,0,134,0,9,35,773,106
1264,171,182,139,175,194,172,129,80,22,561,703,740,53,6,344,1,44,76,872,392
542,76,72,54,81,77,70,68,31,13,297,245,373,17,1,48,1,92,10,374,168
2342,262,297,295,329,344,337,269,156,53,1091,1251,1382,390,12,259,2,205,92,1622,720
1341,152,163,109,186,185,219,180,110,37,657,684,1039,73,0,180,0,23,26,1264,77
3734,441,463,377,542,469,556,499,265,122,1769,1965,2637,117,3,752,1,32,192,3615,119
2207,265,275,255,302,323,339,268,130,50,1018,1189,1376,135,1,496,4,107,88,1910,297
1838,231,291,190,231,275,227,238,117,38,889,949,774,220,1,593,2,90,158,1558,280
3270,386,439,339,424,456,494,416,233,83,1620,1650,2035,261,3,719,4,87,161,2933,337
1322,159,192,155,188,190,195,145,75,23,613,709,750,157,5,318,0,63,29,922,400
2159,260,271,240,334,353,311,219,128,43,833,1326,913,555,4,460,0,168,59,1588,571
2137,241,257,211,293,309,335,282,158,51,1130,1007,1073,297,0,751,0,12,4,2046,91
1843,210,244,183,220,266,290,246,134,50,933,910,1411,38,0,268,0,3,123,1753,90
2642,328,320,240,333,368,429,335,195,94,1346,1296,1968,103,5,479,1,4,82,2579,63
269,41,50,30,31,38,26,30,21,2,156,113,70,73,0,47,0,26,53,214,55
1006,133,130,75,126,149,179,128,60,26,480,526,796,80,1,96,0,8,25,917,89
390,35,53,44,61,54,43,59,30,11,179,211,205,29,1,117,0,20,18,346,44
3271,428,451,430,536,504,408,294,173,47,1692,1579,1633,69,8,595,1,887,78,1042,2229
2708,338,338,284,334,372,429,342,184,87,1309,1399,2289,51,2,126,4,64,172,2303,405
1684,225,242,220,253,225,211,185,87,36,737,947,851,321,5,157,3,230,117,1064,620
867,128,110,104,120,107,126,105,49,18,403,464,557,68,3,128,0,50,61,737,130
1505,202,223,145,184,244,231,148,83,45,875,630,777,71,6,522,0,38,91,1282,223
1045,115,138,100,118,156,168,144,77,29,555,490,604,104,0,326,0,0,11,1031,14
1271,146,162,130,198,194,198,138,74,31,654,617,404,199,0,526,1,105,36,1178,93
2403,305,336,264,347,317,341,284,146,63,1215,1188,1478,289,2,299,1,148,186,1800,603
1698,208,237,169,231,251,254,187,122,39,809,889,908,87,4,555,1,41,102,1504,194
2398,286,349,237,321,351,353,264,167,70,1182,1216,1080,58,7,1079,1,14,159,2298,100
579,73,66,66,76,80,78,79,50,11,345,234,405,7,0,108,0,0,59,579,0
1962,265,271,224,287,305,278,191,100,41,890,1072,1156,193,2,433,2,48,128,1374,588
1666,208,235,202,215,237,223,214,94,38,757,909,827,445,4,182,0,108,100,1305,361
1593,205,193,198,232,243,219,192,81,30,741,852,566,470,14,357,0,64,122,1276,317
3129,404,443,366,442,420,441,347,196,70,1572,1557,1398,474,19,867,1,209,161,2265,864
3622,455,493,422,515,537,506,379,234,81,2080,1542,1782,236,5,1219,3,104,273,3054,568
1851,231,247,173,257,261,279,254,109,40,846,1005,1010,300,0,428,4,35,74,1786,65
418,52,54,42,48,47,74,61,34,6,182,236,280,77,0,28,1,2,30,403,15
1147,173,130,123,160,154,155,141,86,25,594,553,734,140,1,201,1,16,54,1094,53
2709,294,327,295,335,382,440,368,191,77,1325,1384,1958,140,0,471,1,50,89,2510,199
828,94,98,80,92,126,128,117,80,13,399,429,694,0,0,117,0,1,16,805,23
1665,214,229,181,221,238,235,197,117,33,890,775,875,289,5,347,4,73,72,1453,212
2224,288,285,241,321,307,321,289,119,53,1190,1034,1297,360,4,334,1,126,102,1547,677
1279,166,174,166,194,176,164,151,67,21,681,598,749,68,7,160,1,249,45,643,636
1340,155,182,129,177,191,204,186,87,29,581,759,764,288,0,136,2,26,124,1232,108
1054,116,122,94,123,147,170,150,91,41,494,560,896,75,0,79,0,1,3,1018,36
2389,284,282,259,298,291,402,345,148,80,1189,1200,1931,123,6,211,1,38,79,2145,244
2292,252,269,242,273,337,363,287,201,68,1140,1152,1877,46,0,261,1,34,73,2105,187
781,97,103,76,109,128,113,86,49,20,357,424,314,72,2,339,1,0,53,777,4
3507,440,472,404,502,450,496,425,241,77,1784,1723,1994,637,2,409,2,94,369,3061,446
1115,125,123,133,151,154,180,140,77,32,644,471,555,65,0,480,0,3,12,1095,20
1580,196,225,166,210,222,198,203,105,55,755,825,962,160,1,267,2,41,147,1391,189
1153,150,144,127,146,173,159,134,90,30,550,603,750,76,2,236,1,25,63,1047,106
1424,192,183,149,192,183,210,163,113,39,692,732,1149,39,2,179,0,12,43,1331,93
2259,280,282,236,288,284,350,309,168,62,1145,1114,1883,163,0,147,0,8,58,1966,293
1491,172,210,148,200,222,217,191,85,46,715,776,1003,120,0,199,5,89,75,1209,282
1176,190,194,178,166,158,139,94,48,9,488,688,484,25,2,72,0,390,203,288,888
752,100,92,75,102,111,104,98,51,19,381,371,499,143,0,78,0,16,16,680,72
1749,234,228,199,260,253,242,205,95,33,832,917,485,960,3,133,22,28,118,1697,52
1301,139,172,140,156,183,203,171,99,38,689,612,827,32,1,408,0,6,27,1268,33
2356,273,320,263,321,332,352,297,140,58,1236,1120,1416,405,2,309,3,136,85,1810,546
1568,217,207,146,204,200,234,200,111,49,862,706,1091,82,0,277,2,29,87,1433,135
2676,309,360,300,363,405,394,317,158,70,1287,1389,1346,208,3,920,2,83,114,2250,426
2516,289,296,286,315,391,406,314,150,69,1230,1286,1630,24,1,680,0,51,130,2278,238
1908,238,252,176,271,252,286,247,131,55,945,963,1296,146,2,313,3,49,99,1679,229
1571,184,221,185,215,212,215,202,100,37,815,756,775,323,0,381,1,29,62,1459,112
1257,124,154,113,166,182,192,190,100,36,642,615,966,6,1,252,0,29,3,1101,156
2080,262,276,222,295,284,316,241,119,65,1047,1033,1319,271,11,277,0,110,92,1601,479
2454,291,352,259,329,393,338,286,157,49,1327,1127,1044,170,3,1013,2,109,113,2214,240
711,84,93,70,97,104,104,94,52,13,330,381,448,33,0,133,0,73,24,581,130
2763,322,382,303,369,374,386,370,201,56,1368,1395,1991,128,3,521,2,65,53,2233,530
2358,295,323,273,340,335,314,272,148,58,1113,1245,1097,545,1,393,0,35,287,2172,186
4238,540,538,459,583,591,638,532,263,94,2123,2115,2482,516,6,748,7,311,168,3263,975
3600,419,464,373,517,522,545,439,229,92,1786,1814,1994,166,3,1149,5,137,146,2967,633
1418,198,168,151,222,215,193,164,74,33,591,827,881,91,0,261,9,58,118,1006,412
2569,298,303,267,352,371,395,326,181,76,1341,1228,1869,27,1,488,2,52,130,2353,216
1886,204,231,189,236,263,289,259,155,60,894,992,1562,23,0,276,0,9,16,1858,28
1969,239,254,203,241,282,308,253,127,62,981,988,1428,46,0,381,1,17,96,1811,158
550,73,83,56,79,71,84,56,38,10,290,260,403,29,0,56,0,1,61,524,26
1294,158,160,122,174,180,193,168,103,36,582,712,959,39,2,196,1,23,74,1171,123
1081,133,154,105,133,148,178,132,78,20,461,620,771,48,2,131,3,71,55,790,291
863,110,118,89,117,129,121,106,51,22,433,430,527,57,2,173,0,47,57,672,191
1257,165,159,115,154,176,185,188,80,35,577,680,1144,13,0,45,0,1,54,1191,66
1647,194,214,166,218,251,221,214,127,42,800,847,962,96,1,452,0,27,109,1520,127
2218,313,277,294,325,298,324,227,107,53,945,1273,1192,129,4,444,1,383,65,1268,950
3044,365,373,327,414,424,415,434,207,85,1472,1572,2397,164,8,363,0,70,42,2500,544
967,99,124,86,113,120,152,136,89,48,478,489,833,14,0,119,0,0,1,927,40
1396,200,204,170,190,206,176,149,78,23,719,677,648,115,2,310,1,196,124,883,513
903,118,116,113,91,127,134,121,60,23,410,493,598,101,1,152,1,0,50,898,5
1849,211,247,157,236,245,295,260,155,43,892,957,1392,62,0,265,1,19,110,1779,70
2057,239,260,208,252,245,326,300,161,66,1010,1047,1833,65,0,76,0,8,75,1987,70
2432,284,346,279,341,362,329,290,153,48,1123,1309,1309,342,7,527,5,157,85,1924,508
2619,305,378,295,340,395,370,298,170,68,1293,1326,1370,145,8,700,11,269,116,1876,743
2009,235,255,233,246,270,294,283,136,57,943,1066,1729,3,0,165,0,5,107,1961,48
1005,119,120,110,143,145,154,130,61,23,542,463,769,18,0,135,0,19,64,867,138
1617,188,188,176,226,232,251,219,99,38,780,837,1028,98,1,341,4,75,70,1419,198
1776,204,231,194,252,279,257,197,113,49,876,900,1018,368,3,266,4,50,67,1567,209
874,108,123,90,133,113,121,109,67,10,542,332,536,39,1,123,1,99,75,655,219
1975,253,258,197,272,265,306,248,126,50,1017,958,1272,480,1,62,0,33,127,1774,201
1029,137,122,111,147,147,151,133,53,28,485,544,797,118,0,70,0,41,3,874,155
2000,265,232,193,233,272,360,265,127,53,912,1088,1351,73,4,421,1,44,106,1852,148
2155,278,257,207,287,304,313,260,188,61,1094,1061,1461,255,4,263,0,53,119,1829,326
1043,130,139,98,120,151,173,134,75,23,502,541,703,48,1,229,0,32,30,975,68
3457,400,448,321,473,558,485,427,247,98,1649,1808,1814,178,1,1254,2,34,174,3308,149
3075,358,393,306,418,443,474,383,213,87,1560,1515,2252,141,0,539,0,27,116,2829,246
2287,318,305,253,315,342,316,249,144,45,1123,1164,1424,110,6,408,0,119,220,1705,582
3962,479,500,416,583,594,550,511,243,86,1899,2063,1368,1273,2,1183,1,63,72,3686,276
1535,195,171,152,208,214,217,224,115,39,709,826,1047,134,3,284,1,36,30,1383,152
1129,113,151,101,135,130,176,187,108,28,529,600,1034,35,0,13,0,1,46,1074,55
1868,218,202,179,259,263,298,239,154,56,923,945,1337,59,2,410,1,26,33,1757,111
1771,201,210,147,228,260,270,251,150,54,896,875,1450,22,0,264,0,0,35,1716,55
1342,172,191,149,170,169,196,157,100,38,739,603,1064,38,3,108,1,42,86,1159,183
2477,287,336,263,316,300,365,340,194,76,1174,1303,1891,108,5,271,3,71,128,2226,251
550,69,65,57,71,73,89,68,40,18,201,349,495,12,0,17,0,2,24,522,28
1825,245,230,166,228,259,266,246,133,52,833,992,1215,140,3,381,0,35,51,1654,171
805,112,100,78,105,102,124,107,60,17,411,394,654,54,0,48,0,30,19,729,76
3103,376,374,347,437,444,458,347,241,79,1521,1582,2070,125,2,654,2,98,152,2542,561
3016,357,385,271,404,413,494,376,231,85,1565,1451,2196,94,1,609,2,36,78,2792,224
1108,137,125,107,156,184,174,130,65,30,532,576,684,44,0,331,1,28,20,979,129
1641,200,193,167,206,239,257,222,109,48,777,864,1339,26,2,191,0,21,62,1445,196
1516,187,178,148,189,234,252,173,107,48,710,806,1018,57,1,364,1,24,51,1399,117
3582,436,487,374,491,511,531,442,232,78,2003,1579,2555,288,2,389,6,222,120,2673,909
1797,224,239,156,216,222,286,245,149,60,932,865,1596,20,2,121,0,9,49,1678,119
5,1,0,1,1,1,0,1,0,0,0,5,4,0,0,1,0,0,0,4,1
964,148,140,128,149,124,120,103,42,10,548,416,575,42,1,71,0,226,49,406,558
992,87,116,93,139,139,157,141,87,33,486,506,947,18,0,16,0,9,2,944,48
4220,584,558,467,577,610,596,487,237,104,1986,2234,2604,446,6,615,7,347,195,3201,1019
796,103,97,71,103,114,117,102,67,22,337,459,606,42,2,90,0,27,29,723,73
1347,171,194,123,189,183,196,164,92,35,728,619,1006,76,1,178,1,29,56,1152,195
2096,222,258,200,255,312,373,281,151,44,921,1175,1596,96,2,249,2,41,110,1815,281
1902,242,277,217,273,248,282,212,122,29,1130,772,822,395,0,404,1,77,203,1678,224
1393,169,180,151,170,172,220,184,113,34,652,741,1151,20,1,186,0,4,31,1182,211
2751,311,348,305,356,408,397,377,176,73,1266,1485,1485,343,3,764,6,48,102,2681,70
2266,268,303,205,316,289,340,309,166,70,1183,1083,1625,29,1,478,0,4,129,2215,51
1745,207,205,166,207,243,316,220,141,40,834,911,1620,18,0,58,0,0,49,1719,26
1912,235,239,214,252,276,297,213,134,52,925,987,1020,103,5,615,1,62,106,1642,270
2066,244,268,208,272,246,334,258,170,66,1062,1004,1812,100,2,72,0,52,28,1680,386
1147,132,129,123,132,158,208,150,82,33,575,572,958,102,0,74,1,2,10,1094,53
1695,199,248,182,182,216,254,244,119,51,1016,679,1144,115,2,336,3,15,80,1626,69
870,95,102,92,112,125,129,119,69,27,419,451,759,16,2,63,0,22,8,826,44
761,99,99,90,102,116,131,80,39,5,401,360,480,28,2,162,2,19,68,596,165
2586,332,319,273,321,327,377,366,180,91,1263,1323,1971,133,3,281,3,23,172,2402,184
2834,357,390,328,403,444,395,303,168,46,1634,1200,934,67,11,1285,21,439,77,2142,692
1119,150,141,115,165,146,154,141,81,26,609,510,778,37,2,230,0,52,20,880,239
1331,159,165,131,164,168,200,184,120,40,694,637,1154,31,2,76,4,10,54,1260,71
1335,150,156,131,174,200,216,175,84,49,628,707,1146,29,0,117,1,20,22,1155,180
1418,162,170,137,185,213,216,195,103,37,638,780,1206,24,0,163,1,14,10,1393,25
2253,253,265,246,300,284,361,302,169,73,1111,1142,1884,99,0,196,0,9,65,2177,76
915,111,108,87,104,136,151,111,83,24,510,405,781,2,0,129,0,0,3,913,2
2186,255,282,207,285,320,344,265,165,63,1119,1067,1563,60,4,423,1,25,110,2132,54
2319,280,302,236,303,345,341,289,160,63,1126,1193,1429,142,2,611,0,56,79,2075,244
1799,228,225,191,262,237,269,223,112,52,848,951,907,307,2,439,1,17,126,1739,60
1300,141,167,146,213,158,175,170,98,32,508,792,773,260,2,176,2,34,53,1178,122
2066,254,245,223,294,321,301,236,144,48,1094,972,967,266,2,690,1,40,100,1982,84
1521,196,202,168,200,217,209,193,97,39,848,673,948,83,1,343,1,39,106,1283,238
839,100,116,92,123,111,119,95,53,30,422,417,527,228,0,1,0,5,78,784,55
2504,359,341,280,337,318,352,297,160,60,1395,1109,1338,295,7,437,3,263,161,1797,707
2384,276,314,276,310,383,319,290,155,61,1185,1199,1042,218,4,930,1,78,111,2012,372
2494,300,348,290,357,322,342,319,148,68,1191,1303,1390,451,4,335,3,163,148,1985,509
1956,246,240,192,250,254,317,265,135,57,1023,933,1285,143,1,458,0,10,59,1900,56
2374,300,315,243,332,363,371,267,138,45,1085,1289,1019,305,3,839,8,63,137,2098,276
1776,232,223,189,213,259,276,230,110,44,1012,764,1250,159,2,216,4,34,111,1664,112
2710,372,356,310,357,362,394,298,194,67,1427,1283,1508,454,8,310,7,120,303,2130,580
2579,329,323,276,346,402,354,326,168,55,1283,1296,1118,365,1,914,6,38,137,2413,166
3106,380,409,314,432,422,470,363,235,81,1461,1645,1877,160,7,894,3,60,105,2835,271
1493,221,201,178,213,186,224,152,83,35,785,708,758,279,2,231,2,157,64,1061,432
877,92,92,80,114,141,142,119,66,31,396,481,761,78,0,25,0,7,6,840,37
1045,134,130,100,121,143,164,135,83,35,512,533,919,8,0,70,0,1,47,1015,30
2447,302,287,290,329,331,385,300,149,74,1129,1318,1725,253,7,324,0,64,74,2093,354
1576,192,193,145,206,208,255,224,110,43,825,751,1061,92,4,307,1,10,101,1527,49
1789,185,233,169,213,259,292,238,142,58,937,852,1278,28,2,443,1,28,9,1703,86
1527,191,205,146,214,222,238,163,110,38,614,913,905,236,2,264,0,35,85,1374,153
1908,226,239,174,238,256,331,253,147,44,1036,872,1609,122,0,103,2,23,49,1863,45
1483,195,191,158,183,241,208,171,102,34,665,818,1013,121,1,157,2,156,33,1049,434
1633,224,229,195,225,232,224,172,91,41,862,771,581,228,0,568,0,82,174,1398,235
1873,233,238,190,242,261,253,236,166,54,920,953,1228,148,0,426,2,6,63,1820,53
1795,191,240,168,258,266,271,240,109,52,997,798,1464,161,0,53,2,35,80,1661,134
2020,227,280,198,251,280,319,246,159,60,955,1065,1462,67,0,371,0,15,105,1927,93
2548,307,347,314,357,351,371,294,154,53,1214,1334,1548,246,12,436,5,157,144,2099,449
1983,293,241,240,251,287,258,237,128,48,1043,940,1194,183,8,276,1,236,85,1294,689
2210,258,278,231,278,310,319,293,166,77,1078,1132,1835,48,0,185,1,14,127,2111,99
799,77,92,74,111,111,133,114,66,21,350,449,653,12,0,132,0,1,1,778,21
2846,368,355,320,380,389,439,359,166,70,1446,1400,1875,171,5,462,3,195,135,2212,634
2245,270,315,218,291,330,358,279,124,60,1121,1124,1588,82,4,454,6,52,59,1936,309
1983,256,251,197,281,272,271,259,136,60,1056,927,1087,204,2,549,2,62,77,1780,203
2153,274,260,260,292,296,326,248,145,52,1069,1084,1356,233,4,339,4,172,45,1546,607
1949,224,267,184,252,294,302,234,138,54,919,1030,991,109,3,731,1,23,91,1810,139
1005,124,142,120,148,173,107,114,56,21,471,534,439,37,1,213,1,294,20,611,394
1910,237,227,196,247,280,295,261,126,41,1005,905,1304,306,1,167,2,93,37,1615,295
2844,347,390,321,375,361,417,356,209,68,1432,1412,1917,378,2,390,3,47,107,2604,240
889,106,102,81,118,123,135,144,49,31,446,443,762,6,2,101,1,0,17,865,24
1306,153,173,146,204,173,203,150,77,27,676,630,904,33,0,213,1,133,22,842,464
3271,400,469,392,458,452,475,397,180,48,1769,1502,1809,738,7,291,6,236,184,2063,1208
1792,241,232,165,211,274,270,215,119,65,875,917,1164,107,3,430,0,19,69,1701,91
2340,243,300,244,330,389,349,277,140,68,1142,1198,1014,86,4,1107,1,60,68,2241,99
2077,234,261,172,246,287,340,297,176,64,1019,1058,1732,4,0,241,0,15,85,1994,83
890,105,103,92,143,132,127,107,65,16,505,385,433,115,1,301,0,24,16,771,119
1381,175,173,142,187,226,198,153,85,42,693,688,719,101,0,481,0,17,63,1289,92
985,124,139,99,134,139,138,118,70,24,584,401,670,51,0,164,0,2,98,980,5
1515,184,179,185,223,205,224,180,98,37,723,792,771,581,2,48,2,45,66,1298,217
991,154,156,118,111,111,145,108,67,21,477,514,553,4,0,129,1,9,295,926,65
1778,196,219,171,203,259,313,237,118,62,780,998,1506,32,0,161,0,0,79,1740,38
1166,164,160,172,159,160,140,132,58,21,581,585,572,235,1,89,4,207,58,613,553
1434,176,166,137,159,195,210,219,131,41,780,654,1285,79,1,49,0,11,9,1351,83
1117,148,149,146,165,156,158,106,67,22,656,461,562,298,4,84,0,124,45,650,467
3938,546,556,407,538,569,543,452,235,92,2205,1733,2362,361,6,650,4,388,167,2796,1142
1507,186,189,149,214,225,222,182,96,44,721,786,710,44,0,601,0,10,142,1449,58
1916,228,234,173,257,263,294,269,141,57,810,1106,1343,63,2,379,1,52,76,1698,218
1792,216,214,173,248,244,276,240,127,54,950,842,1420,30,0,270,0,10,62,1742,50
3163,422,461,394,481,467,422,310,154,52,1826,1337,1914,121,13,305,0,676,134,1393,1770
2771,330,342,259,344,363,458,399,199,77,1478,1293,2545,43,0,83,0,30,70,2583,188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,100,109,97,127,129,132,72,53,22,452,389,285,237,1,224,1,46,47,604,237
718,75,99,65,113,90,113,91,55,17,389,329,432,136,2,82,2,30,34,611,107
2202,292,286,238,324,291,315,266,126,64,997,1205,1375,241,7,363,2,63,151,1903,299
2943,371,394,362,340,443,405,378,164,86,1415,1528,2165,133,10,291,5,96,243,2176,767
1996,230,286,205,240,261,313,259,140,62,904,1092,1327,102,1,402,9,14,141,1954,42
2248,273,315,278,319,297,344,234,138,50,1132,1116,1321,400,7,245,2,189,84,1516,732
1522,174,171,141,203,215,237,215,128,38,732,790,1355,11,0,128,5,17,6,1412,110
1539,187,174,142,192,235,252,189,118,50,713,826,1230,70,1,139,0,41,58,1356,183
1425,156,192,166,199,214,227,152,87,32,686,739,500,165,9,667,0,50,34,1173,252
1604,188,224,164,211,212,221,219,120,45,809,795,1216,3,0,284,0,31,70,1412,192
2146,226,293,257,301,305,300,284,132,48,1033,1113,1060,580,3,304,1,126,72,1862,284
604,64,59,56,93,103,78,85,46,20,295,309,420,65,0,119,0,0,0,604,0
2079,255,252,240,253,259,344,270,147,59,1003,1076,1742,85,1,116,1,25,109,1787,292
2127,240,315,235,306,293,345,212,121,60,911,1216,1188,61,2,663,2,155,56,1729,398
2182,257,268,215,253,302,332,322,162,71,1183,999,1805,12,3,246,0,1,115,2136,46
2057,286,287,227,273,272,308,236,117,51,1143,914,1070,103,8,635,1,67,173,1781,276
1566,179,203,175,195,220,253,194,108,39,745,821,934,216,3,264,4,89,56,1308,258
2214,229,321,283,315,338,292,249,137,50,1146,1068,990,305,4,647,1,182,85,1730,484
2109,245,267,200,296,291,347,255,150,58,993,1116,1597,84,8,287,3,87,43,1742,367
1191,131,162,105,145,151,195,164,97,41,554,637,947,11,1,197,0,4,31,1144,47
1505,174,207,170,206,230,218,161,104,35,788,717,668,130,0,572,0,10,125,1434,71
1975,239,234,203,240,282,301,263,166,47,905,1070,1667,52,1,160,1,15,79,1853,122
2388,316,278,262,316,351,341,298,163,63,1041,1347,1559,241,2,403,2,84,97,2151,237
1413,152,155,128,175,234,218,173,123,55,688,725,1046,7,0,323,1,1,35,1395,18
2316,271,303,249,320,320,360,293,135,65,1145,1171,1525,318,7,336,4,42,84,2149,167
998,121,144,108,151,150,118,100,81,25,484,514,455,295,1,92,0,110,45,766,232
367,32,57,37,49,57,49,52,23,11,163,204,280,1,0,79,0,6,1,302,65
2251,312,356,251,307,322,278,259,127,39,1142,1109,1404,202,2,234,3,307,99,1368,883
1325,148,169,131,166,187,209,173,99,43,636,689,995,42,0,227,0,10,51,1240,85
2305,248,288,225,309,335,355,294,174,77,1289,1016,1527,5,0,690,0,18,65,2225,80
2453,302,331,237,334,306,378,315,174,76,1272,1181,1636,170,7,467,0,55,118,2058,395
2592,305,346,235,350,374,377,337,193,75,1317,1275,1776,94,1,564,3,27,127,2451,141
1778,221,241,179,252,257,261,215,109,43,864,914,882,66,4,664,4,17,141,1706,72
1913,214,232,209,281,311,295,215,119,37,864,1049,810,318,3,632,2,86,62,1543,370
2255,262,311,223,312,327,331,276,160,53,1217,1038,1236,77,1,849,0,53,39,1986,269
2597,288,303,256,332,371,434,345,174,94,1252,1345,2172,64,1,284,0,3,73,2444,153
1424,179,169,135,163,175,235,198,117,53,698,726,1416,3,0,2,1,0,2,1395,29
1827,244,269,173,255,214,281,211,128,52,967,860,1246,80,1,188,2,19,291,1660,167
1254,143,143,110,133,174,207,201,107,36,550,704,1096,0,0,150,0,0,8,1166,88
1513,193,212,182,212,204,240,154,78,38,805,708,972,65,1,218,1,93,163,1139,374
2521,301,310,247,315,344,397,350,188,69,1239,1282,2041,33,1,314,1,34,97,2355,166
2244,302,306,263,302,301,311,277,148,34,983,1261,1496,123,5,269,2,179,170,1634,610
2164,255,277,222,287,306,319,270,165,63,960,1204,1201,419,3,449,2,16,74,2140,24
735,96,95,81,106,134,94,80,36,13,424,311,361,102,0,212,1,29,30,604,131
2685,351,358,358,355,348,405,300,162,48,1567,1118,1674,444,10,175,1,313,68,1632,1053
1388,204,221,170,194,195,174,149,60,21,767,621,737,276,12,76,1,266,20,647,741
1898,219,242,161,238,236,328,263,150,61,943,955,1835,20,0,43,0,0,0,1842,56
3003,322,352,293,383,452,470,425,216,90,1536,1467,1907,62,0,990,0,10,34,2944,59
897,101,122,74,101,133,143,134,65,24,429,468,810,24,1,23,0,16,23,846,51
2419,269,288,235,314,338,378,336,167,94,1101,1318,1855,117,1,303,2,56,85,2338,81
2037,285,280,232,307,297,283,229,102,22,1018,1019,1097,284,3,296,7,288,62,1287,750
842,111,91,76,109,121,138,111,55,30,370,472,634,18,1,139,0,0,50,838,4
755,101,82,71,110,111,112,96,57,15,393,362,667,43,0,23,2,12,8,646,109
2368,312,310,272,311,362,322,300,124,55,1029,1339,1494,55,2,515,0,134,168,1697,671
2937,360,395,294,381,445,427,370,205,60,1538,1399,1671,155,6,826,6,140,133,2454,483
1558,194,196,149,217,237,247,188,100,30,642,916,565,267,3,651,2,47,23,1340,218
