"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
1098,95,147,61,51,159,178,283,108,16,571,527,850,1,0,197,0,14,36,965,133
2440,280,275,191,280,313,429,383,110,179,1041,1399,1884,142,0,204,0,0,210,2216,224
1019,211,63,125,217,178,114,111,0,0,484,535,800,57,4,64,0,37,57,893,126
2113,167,140,144,338,277,319,375,299,54,927,1186,1599,66,0,317,0,0,131,1909,204
2164,290,255,298,505,305,199,210,30,72,1265,899,809,14,0,629,0,507,205,1513,651
1353,113,37,481,377,46,113,140,30,16,794,559,750,41,0,444,0,11,107,1303,50
2340,488,295,143,480,505,96,269,51,13,1205,1135,685,260,16,1313,0,22,44,2189,151
2535,315,508,96,229,396,559,239,138,55,1284,1251,1934,43,7,486,0,0,65,2332,203
842,42,55,157,173,93,166,62,83,11,346,496,682,12,0,45,0,0,103,757,85
5174,390,696,372,357,403,690,353,467,1446,2171,3003,3398,827,23,710,0,72,144,4823,351
1150,169,96,123,208,76,201,131,128,18,502,648,657,71,0,294,0,60,68,1020,130
3265,674,390,285,663,397,302,244,169,141,1755,1510,2134,631,0,299,0,66,135,2276,989
1636,153,285,101,57,241,357,221,123,98,668,968,964,0,0,597,0,0,75,1612,24
1130,101,65,90,277,89,136,250,57,65,615,515,548,43,0,432,0,17,90,1026,104
2276,331,307,338,412,349,220,127,74,118,1071,1205,853,379,0,681,0,0,363,2229,47
2662,651,317,434,206,375,219,210,201,49,1298,1364,1591,372,0,91,0,382,226,1272,1390
1913,298,183,194,264,311,327,187,113,36,880,1033,707,517,0,384,0,22,283,1783,130
1198,77,65,464,229,96,156,88,23,0,700,498,479,98,0,322,16,283,0,870,328
691,58,30,71,13,81,141,154,102,41,265,426,622,16,0,34,0,0,19,586,105
634,29,0,104,127,162,104,62,46,0,366,268,379,70,0,133,0,0,52,607,27
1530,177,317,104,64,223,323,197,102,23,805,725,985,5,0,513,0,5,22,1518,12
1846,491,377,159,239,392,147,41,0,0,1106,740,1265,301,0,79,0,81,120,1653,193
1538,173,246,89,153,319,145,232,157,24,756,782,1285,34,0,118,0,0,101,1439,99
1108,144,190,41,181,206,136,138,36,36,579,529,436,101,0,176,0,98,297,842,266
1523,192,289,134,303,312,160,50,83,0,674,849,550,584,0,328,0,0,61,1448,75
1129,157,65,85,213,138,145,189,121,16,531,598,698,0,0,392,0,17,22,1102,27
2478,367,373,304,469,239,302,251,107,66,1220,1258,1055,188,0,851,0,384,0,1313,1165
1466,134,167,351,399,149,167,99,0,0,783,683,1012,124,0,151,0,45,134,1157,309
707,76,35,152,136,91,132,23,44,18,361,346,558,25,0,90,0,9,25,697,10
1586,140,138,374,374,240,174,146,0,0,970,616,1028,76,0,48,0,420,14,1118,468
845,121,107,63,49,194,111,103,76,21,409,436,721,0,0,0,0,0,124,719,126
2465,358,309,188,173,340,470,339,226,62,1262,1203,1765,70,0,532,0,0,98,2334,131
1117,85,140,122,140,227,162,111,93,37,573,544,851,38,0,148,0,0,80,1003,114
1967,238,217,308,342,180,301,267,94,20,933,1034,898,373,0,366,0,186,144,1610,357
1031,94,150,191,111,114,108,178,85,0,415,616,570,46,0,271,0,144,0,577,454
1021,89,0,190,250,122,122,167,81,0,508,513,752,54,0,186,0,0,29,989,32
883,88,86,127,141,70,117,108,86,60,472,411,883,0,0,0,0,0,0,808,75
1479,197,218,396,425,45,155,43,0,0,825,654,876,353,0,90,0,160,0,949,530
1177,178,183,166,162,158,199,91,20,20,600,577,704,70,0,328,0,24,51,1123,54
1843,347,177,329,260,175,350,139,30,36,827,1016,654,472,0,267,0,427,23,981,862
2086,231,444,214,222,462,204,253,56,0,1146,940,468,769,0,700,0,0,149,1996,90
2392,396,314,204,260,355,331,269,125,138,1337,1055,1753,12,0,477,0,0,150,2392,0
1288,204,72,272,144,196,106,144,114,36,624,664,647,40,42,484,0,32,43,1126,162
879,37,108,35,129,141,186,140,36,67,518,361,672,48,0,125,0,12,22,775,104
1264,173,214,125,237,125,155,157,62,16,559,705,740,62,0,367,0,10,85,891,373
542,104,1,74,57,56,127,83,20,20,308,234,385,0,0,13,0,144,0,378,164
2342,286,347,590,365,256,267,85,103,43,1116,1226,1384,612,47,108,0,159,32,1278,1064
1341,79,232,138,154,200,337,146,55,0,640,701,1052,68,0,162,0,54,5,1264,77
3734,399,503,309,322,491,559,593,366,192,1716,2018,2684,86,0,733,0,36,195,3630,104
2207,355,300,367,331,311,274,69,158,42,1023,1184,1347,54,0,502,0,211,93,1926,281
1838,195,270,158,263,449,346,78,68,11,903,935,769,217,0,559,0,118,175,1544,294
3270,266,462,629,389,501,411,374,134,104,1614,1656,2079,276,0,777,0,0,138,2954,316
1322,85,309,297,224,117,131,120,35,4,617,705,758,188,8,307,0,49,12,834,488
2159,424,233,407,246,348,265,78,124,34,824,1335,621,888,0,479,0,146,25,1626,533
2137,148,92,636,560,192,398,63,48,0,1125,1012,1161,291,0,685,0,0,0,2052,85
1843,144,374,277,146,217,288,252,107,38,944,899,1392,30,0,289,0,0,132,1756,87
2642,307,552,150,201,363,428,444,171,26,1347,1295,1984,108,15,470,0,0,65,2581,61
269,0,61,31,57,47,47,17,9,0,159,110,61,78,0,42,0,29,59,212,57
1006,34,192,87,80,154,176,232,51,0,460,546,806,76,0,93,0,8,23,916,90
390,55,23,58,61,66,101,26,0,0,163,227,216,5,0,107,0,38,24,340,50
3271,576,478,604,559,421,367,162,28,76,1660,1611,1738,89,0,662,0,719,63,1197,2074
2708,446,139,287,338,506,356,273,251,112,1278,1430,2256,66,0,137,0,51,198,2296,412
1684,195,308,280,322,159,190,213,17,0,739,945,737,515,0,91,0,232,109,773,911
867,77,70,91,149,57,225,108,61,29,404,463,526,75,0,125,0,79,62,759,108
1505,233,154,216,309,233,178,182,0,0,882,623,765,76,46,535,0,0,83,1287,218
1045,45,64,192,336,201,86,106,15,0,554,491,597,114,0,324,0,0,10,1030,15
1271,144,223,206,312,185,121,64,16,0,645,626,415,201,0,515,0,99,41,1180,91
2403,352,243,446,479,277,246,229,108,23,1152,1251,1454,303,0,307,0,149,190,1838,565
1698,199,189,224,399,223,232,121,53,58,798,900,954,86,0,571,0,0,87,1502,196
2398,349,333,364,475,395,203,153,126,0,1196,1202,1100,39,22,1079,0,0,158,2307,91
579,72,116,0,67,115,106,67,27,9,364,215,407,0,0,102,0,0,70,579,0
1962,369,119,274,418,226,246,141,118,51,909,1053,1170,195,0,430,0,36,131,1391,571
1666,214,75,339,262,185,248,129,168,46,747,919,837,470,0,168,0,79,112,1290,376
1593,397,128,291,264,129,143,137,80,24,762,831,545,478,46,361,0,48,115,1294,299
3129,443,290,433,678,449,371,292,126,47,1597,1532,1394,501,31,886,0,180,137,2356,773
3622,577,313,463,761,684,349,284,124,67,2083,1539,1833,251,0,1274,0,9,255,3070,552
1851,269,218,150,241,206,275,291,141,60,875,976,1036,320,0,385,12,31,67,1785,66
418,0,0,48,39,69,114,68,60,20,170,248,279,88,0,27,0,0,24,407,11
1147,149,134,75,120,154,217,218,68,12,589,558,709,201,0,206,0,0,31,1102,45
2709,412,386,151,244,385,464,535,132,0,1382,1327,1963,145,0,447,0,62,92,2484,225
828,32,179,79,6,118,151,125,111,27,395,433,706,0,0,103,0,0,19,806,22
1665,186,243,274,223,256,245,120,73,45,881,784,798,263,0,356,0,174,74,1453,212
2224,437,122,516,415,258,240,149,87,0,1171,1053,1288,474,0,325,0,29,108,1601,623
1279,167,142,171,299,202,70,55,54,119,686,593,803,57,0,148,0,265,6,689,590
1340,0,71,105,166,172,271,270,142,143,595,745,739,317,0,144,0,0,140,1223,117
1054,185,74,72,135,152,58,154,76,148,469,585,915,74,0,65,0,0,0,1016,38
2389,299,354,160,238,341,377,379,112,129,1193,1196,1967,117,9,217,0,0,79,2169,220
2292,348,323,106,145,406,392,330,178,64,1132,1160,1893,21,0,275,0,19,84,2103,189
781,45,71,140,49,70,165,116,41,84,340,441,313,73,10,331,0,0,54,781,0
3507,1072,691,571,867,253,53,0,0,0,1782,1725,2063,866,0,128,0,21,429,3033,474
1115,105,102,86,283,269,179,65,26,0,662,453,559,66,0,480,0,0,10,1092,23
1580,298,173,103,337,191,293,148,0,37,735,845,944,188,12,275,0,0,161,1400,180
1153,124,124,171,88,241,123,126,115,41,547,606,454,149,45,373,0,27,105,1058,95
1424,58,195,159,53,160,289,241,168,101,690,734,1159,11,32,169,0,7,46,1334,90
2259,410,330,79,220,403,464,161,145,47,1136,1123,1882,173,0,145,0,2,57,1967,292
1491,128,245,82,175,182,346,124,81,128,712,779,988,132,0,120,0,184,67,1212,279
1176,432,45,292,309,98,0,0,0,0,500,676,368,0,0,90,0,537,181,111,1065
752,97,37,77,119,152,77,135,22,36,378,374,489,150,0,90,0,12,11,691,61
1749,163,208,178,514,410,201,61,9,5,795,954,497,949,3,134,23,35,108,1696,53
1301,128,210,188,55,120,310,177,113,0,692,609,811,43,0,419,0,0,28,1273,28
2356,412,241,354,249,363,273,234,155,75,1229,1127,1164,723,0,288,0,100,81,1831,525
1568,305,134,244,100,207,222,184,72,100,866,702,1107,80,0,264,0,0,117,1432,136
2676,465,266,341,474,350,345,251,138,46,1287,1389,1393,176,0,992,0,0,115,2250,426
2516,346,400,258,260,391,536,200,76,49,1261,1255,1641,26,0,668,0,56,125,2271,245
1908,261,239,214,189,287,335,177,139,67,963,945,1500,19,0,177,0,65,147,1681,227
1571,110,39,507,381,178,184,117,28,27,819,752,774,341,0,380,0,19,57,1460,111
1257,193,181,112,211,141,142,135,112,30,651,606,971,0,0,286,0,0,0,1097,160
2080,243,290,301,302,326,279,197,102,40,1075,1005,1320,288,26,267,0,86,93,1607,473
2454,198,303,556,421,457,291,211,17,0,1325,1129,1071,165,0,956,0,142,120,2210,244
711,89,120,57,109,183,53,77,23,0,317,394,466,0,0,123,0,122,0,590,121
2763,370,377,134,353,395,413,341,267,113,1423,1340,2007,136,0,528,0,53,39,2248,515
2358,423,316,303,337,296,386,216,81,0,1143,1215,1116,552,0,374,0,40,276,2166,192
4238,668,403,821,1015,298,377,440,157,59,2087,2151,1910,889,0,750,0,564,125,2850,1388
3600,422,569,509,488,608,712,217,75,0,1773,1827,1715,115,0,1683,0,61,26,2971,629
1418,236,257,337,220,300,52,0,16,0,591,827,897,106,0,243,16,45,111,991,427
2569,406,362,323,391,283,385,239,149,31,1329,1240,1862,0,0,510,0,49,148,2343,226
1886,273,252,80,169,330,221,273,186,102,916,970,1582,2,0,278,0,11,13,1843,43
1969,191,327,190,83,292,325,281,257,23,974,995,1441,51,0,379,0,4,94,1812,157
550,51,12,78,139,89,105,17,53,6,287,263,413,36,0,41,0,0,60,521,29
1294,156,154,112,137,145,234,208,125,23,585,709,996,0,0,176,0,8,114,1154,140
1081,97,30,164,169,179,195,150,40,57,471,610,740,38,0,69,0,168,66,776,305
863,48,76,188,247,137,116,51,0,0,427,436,534,62,0,160,0,42,65,670,193
1257,36,238,121,49,92,310,192,198,21,563,694,1154,17,0,40,0,0,46,1191,66
1647,139,187,199,278,241,186,297,39,81,805,842,945,110,0,452,0,4,136,1520,127
2218,330,239,264,266,384,121,176,302,136,966,1252,1217,131,0,456,0,353,61,1312,906
3044,236,548,245,270,459,466,358,174,288,1508,1536,2495,172,39,338,0,0,0,2500,544
967,85,264,40,22,252,71,92,96,45,491,476,830,12,0,125,0,0,0,939,28
1396,133,77,329,237,149,130,139,157,45,724,672,542,126,0,315,0,280,133,893,503
903,117,110,91,111,43,206,136,48,41,419,484,589,106,0,153,0,0,55,903,0
1849,226,309,119,229,229,304,179,156,98,932,917,1405,54,0,252,0,30,108,1776,73
2057,323,227,183,227,288,268,246,132,163,1024,1033,1806,63,0,85,0,9,94,1983,74
2432,322,361,244,431,373,303,206,144,48,1116,1316,1116,562,0,514,0,156,84,1908,524
2619,310,332,310,453,314,369,346,167,18,1303,1316,943,162,212,686,123,367,126,1622,997
2009,223,294,196,197,231,513,179,105,71,914,1095,1760,0,0,154,0,2,93,1953,56
1005,66,169,156,59,114,205,182,54,0,549,456,779,11,0,119,0,18,78,850,155
1617,267,202,157,204,213,287,198,59,30,788,829,1002,64,0,327,0,146,78,1395,222
1776,131,91,461,502,144,298,98,51,0,887,889,922,465,0,251,0,50,88,1544,232
874,56,184,152,59,93,112,137,54,27,531,343,561,0,0,93,0,154,66,671,203
1975,279,211,121,416,196,333,189,202,28,980,995,1264,518,0,61,0,0,132,1802,173
1029,159,0,65,227,180,70,183,53,92,475,554,778,117,0,79,0,55,0,873,156
2000,243,259,183,174,357,285,210,171,118,882,1118,1369,63,12,400,0,43,113,1847,153
2155,372,163,214,489,313,229,200,145,30,1074,1081,1454,262,0,272,0,47,120,1817,338
1043,149,201,48,157,228,130,15,65,50,514,529,698,26,0,236,0,69,14,976,67
3457,423,595,274,418,605,588,318,182,54,1709,1748,1458,103,0,1715,0,7,174,3271,186
3075,349,431,319,395,340,523,439,147,132,1556,1519,2263,137,0,528,0,33,114,2832,243
2287,302,232,255,251,171,462,317,201,96,1118,1169,1434,107,0,390,0,116,240,1717,570
3962,526,293,916,1121,501,325,230,50,0,1904,2058,1418,1284,0,1134,0,70,56,3680,282
1535,209,236,180,279,212,183,149,57,30,715,820,1043,138,16,283,0,35,20,1395,140
1129,140,86,55,183,211,136,129,127,62,551,578,1030,48,0,8,0,0,43,1075,54
1868,166,256,180,214,156,340,297,115,144,896,972,1364,55,16,395,0,25,13,1758,110
1771,167,293,57,159,226,282,371,173,43,878,893,1459,0,0,282,0,0,30,1716,55
1342,242,161,133,183,110,247,168,35,63,743,599,1078,0,20,96,0,40,108,1160,182
2477,290,345,450,248,307,346,303,146,42,1150,1327,1887,63,73,250,0,76,128,2254,223
550,9,21,93,36,52,123,99,58,59,218,332,499,8,0,15,0,0,28,520,30
1825,151,261,144,110,117,525,254,182,81,859,966,1216,156,0,404,0,0,49,1656,169
805,79,55,239,215,72,102,0,17,26,417,388,657,42,0,33,0,56,17,723,82
3103,431,580,418,374,523,520,230,18,9,1478,1625,2080,0,0,848,0,27,148,2546,557
3016,260,527,231,248,441,471,438,258,142,1593,1423,2216,105,0,591,0,33,71,2790,226
1108,94,79,102,175,166,129,257,102,4,512,596,676,45,0,376,0,0,11,992,116
1641,214,313,60,205,191,256,165,185,52,793,848,1373,20,0,190,0,0,58,1432,209
1516,123,174,141,143,172,382,266,75,40,717,799,1037,55,0,355,6,11,52,1396,120
3582,720,841,367,881,500,126,129,18,0,1937,1645,2564,303,0,79,0,496,140,1129,2453
1797,225,380,122,150,258,274,165,194,29,920,877,1624,0,0,120,0,0,53,1680,117
5,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,5,0
964,106,71,130,181,76,159,158,51,32,550,414,489,38,0,69,0,358,10,397,567
992,87,69,34,102,80,273,166,136,45,515,477,945,22,0,14,0,11,0,944,48
4220,915,264,676,647,491,675,519,0,33,2018,2202,2356,475,0,639,0,683,67,2863,1357
796,111,45,98,143,111,117,116,50,5,355,441,611,0,6,89,0,50,40,740,56
1347,156,75,336,288,172,187,48,85,0,720,627,1020,65,0,177,0,27,58,1150,197
2096,207,356,260,196,200,338,325,123,91,912,1184,1646,83,0,223,0,0,144,1826,270
1902,263,235,239,269,410,157,203,114,12,1105,797,844,411,0,366,0,68,213,1649,253
1393,133,294,94,140,232,255,130,67,48,649,744,1163,17,0,181,0,7,25,1173,220
2751,174,422,185,287,426,332,319,384,222,1268,1483,1533,359,0,698,0,52,109,2677,74
2266,244,379,103,126,348,441,231,317,77,1186,1080,1634,23,0,468,0,0,141,2220,46
1745,254,252,17,321,271,339,99,164,28,862,883,1666,0,0,32,0,0,47,1745,0
1912,229,134,297,330,258,250,255,146,13,917,995,1015,97,0,686,0,9,105,1677,235
2066,345,212,222,214,277,332,370,90,4,1057,1009,1833,107,0,62,0,51,13,1662,404
1147,65,162,80,77,154,206,145,183,75,592,555,959,99,0,73,0,0,16,1082,65
1695,67,121,567,497,189,172,62,20,0,1003,692,1177,113,0,317,14,0,74,1622,73
870,124,105,33,58,164,105,160,98,23,422,448,778,0,5,53,0,27,7,825,45
761,52,96,50,73,144,122,121,59,44,409,352,480,0,0,150,0,24,107,584,177
2586,377,469,232,176,389,443,294,103,103,1257,1329,1953,118,0,297,0,0,218,2386,200
2834,330,319,596,665,320,422,102,62,18,1603,1231,979,59,10,1265,28,406,87,2211,623
1119,92,112,101,243,147,167,168,37,52,613,506,791,30,0,226,0,53,19,882,237
1331,162,246,39,110,182,293,252,40,7,717,614,1156,36,0,56,19,0,64,1274,57
1335,202,122,135,300,377,93,106,0,0,655,680,1126,39,0,126,0,22,22,1169,166
1418,140,362,38,85,232,236,207,109,9,638,780,1182,0,0,177,0,59,0,1390,28
2253,209,288,170,153,334,417,343,269,70,1115,1138,1879,122,0,189,0,0,63,2166,87
915,91,134,163,95,64,63,163,96,46,517,398,796,0,0,119,0,0,0,915,0
2186,327,258,196,259,389,318,225,166,48,1088,1098,1587,49,5,393,0,31,121,2148,38
2319,276,347,280,325,276,385,241,169,20,1147,1172,1463,148,0,594,0,43,71,2087,232
1799,313,349,92,278,315,203,235,14,0,823,976,921,310,0,417,0,17,134,1744,55
1300,310,188,73,198,221,138,113,45,14,547,753,775,391,0,86,0,30,18,1177,123
2066,255,368,76,375,230,352,289,92,29,1073,993,970,276,0,673,0,47,100,1984,82
1521,129,141,256,179,196,289,181,87,63,788,733,947,70,0,351,0,37,116,1294,227
839,154,65,41,223,58,88,113,97,0,426,413,554,205,0,0,0,0,80,790,49
2504,416,165,574,353,338,238,312,72,36,1405,1099,1136,326,0,462,0,412,168,1663,841
2384,278,141,543,482,221,300,325,87,7,1209,1175,1107,228,0,848,0,78,123,2002,382
2494,496,271,301,523,313,246,158,132,54,1194,1300,1394,509,0,287,0,154,150,2023,471
1956,243,191,135,275,329,342,373,68,0,983,973,1282,153,0,465,0,0,56,1895,61
2374,312,151,596,314,295,456,212,29,9,1104,1270,1019,306,0,841,10,55,143,2097,277
1776,110,310,131,139,349,291,285,106,55,1013,763,1240,186,10,178,0,52,110,1657,119
2710,252,356,350,466,455,457,201,105,68,1390,1320,1436,600,74,308,0,19,273,2150,560
2579,290,508,250,356,482,470,120,103,0,1249,1330,1085,364,0,1007,0,0,123,2420,159
3106,195,680,147,116,494,738,393,316,27,1469,1637,1989,152,40,831,0,0,94,2837,269
1493,266,261,202,214,199,268,39,44,0,782,711,466,628,0,237,0,162,0,1074,419
877,58,47,41,52,66,238,164,149,62,389,488,763,77,0,22,0,15,0,847,30
1045,108,137,94,237,196,168,98,7,0,505,540,929,9,0,61,0,0,46,1016,29
2447,171,258,533,309,264,368,233,85,226,1156,1291,1752,427,9,205,0,47,7,2099,348
1576,125,288,119,177,258,288,120,47,154,831,745,1079,60,29,284,0,12,112,1523,53
1789,207,191,104,71,229,391,325,205,66,894,895,1284,27,4,439,0,29,6,1703,86
1527,252,131,107,288,274,264,85,60,66,617,910,908,260,0,249,0,10,100,1357,170
1908,129,358,51,77,353,297,350,165,128,1018,890,1614,116,0,83,0,47,48,1858,50
1483,208,92,190,296,194,260,185,46,12,677,806,1015,126,1,144,0,168,29,1048,435
1633,94,204,330,397,262,201,110,23,12,848,785,578,251,0,574,0,68,162,1431,202
1873,308,229,215,236,223,283,212,98,69,944,929,1220,146,0,436,0,9,62,1821,52
1795,42,67,165,125,168,166,416,414,232,1000,795,1492,157,0,35,0,42,69,1677,118
2020,152,432,207,150,279,358,250,175,17,951,1069,1473,61,0,363,0,0,123,1936,84
2548,311,269,369,457,474,334,279,34,21,1246,1302,1530,235,13,435,0,183,152,2126,422
1983,333,187,450,338,405,139,51,58,22,1010,973,932,216,0,285,0,521,29,870,1113
2210,299,343,149,178,287,338,330,152,134,1077,1133,1866,45,0,168,0,14,117,2102,108
799,109,198,0,0,154,171,86,47,34,355,444,658,14,0,127,0,0,0,782,17
2846,436,407,214,403,359,321,438,214,54,1433,1413,1899,109,0,458,0,309,71,2211,635
2245,297,180,134,269,481,335,271,208,70,1108,1137,1615,31,0,560,39,0,0,1967,278
1983,302,177,231,368,320,230,257,89,9,1028,955,1091,224,0,550,0,49,69,1798,185
2153,228,327,144,323,377,395,187,150,22,1055,1098,1338,233,0,385,0,197,0,956,1197
1949,309,287,153,312,393,264,120,57,54,941,1008,983,118,0,730,0,19,99,1811,138
1005,246,0,32,203,200,213,69,32,10,462,543,437,24,0,229,0,315,0,644,361
1910,220,150,386,397,229,266,194,68,0,1032,878,1294,314,0,163,0,107,32,1601,309
2844,374,290,225,477,448,491,325,144,70,1502,1342,1930,358,0,394,0,56,106,2597,247
889,57,141,61,37,141,179,146,60,67,428,461,765,7,2,102,0,0,13,867,22
1306,170,154,112,272,230,147,91,76,54,673,633,923,38,0,202,0,126,17,864,442
3271,514,510,959,449,230,325,267,13,4,1791,1480,1551,1190,0,232,0,110,188,1990,1281
1792,162,185,288,278,230,277,128,145,99,867,925,1199,117,0,410,0,0,66,1691,101
2340,314,473,276,268,370,427,184,28,0,1171,1169,1076,0,0,1161,0,73,30,2229,111
2077,236,471,114,146,374,394,200,97,45,1021,1056,1738,0,0,236,0,14,89,2010,67
890,105,59,95,227,88,130,153,0,33,492,398,446,168,0,276,0,0,0,780,110
1381,223,70,296,329,208,53,158,44,0,713,668,714,99,0,506,0,0,62,1307,74
985,177,160,0,59,117,207,156,42,67,594,391,663,62,0,163,0,0,97,985,0
1515,128,84,121,287,204,187,264,136,104,731,784,767,604,0,52,0,31,61,1306,209
991,228,134,33,164,179,105,77,43,28,474,517,547,0,0,125,0,0,319,920,71
1778,214,119,155,187,283,343,324,86,67,794,984,1540,32,0,138,0,0,68,1745,33
1166,143,165,47,255,203,109,201,43,0,581,585,570,223,0,83,0,241,49,611,555
1434,98,75,144,276,211,244,218,119,49,790,644,1320,77,0,37,0,0,0,1344,90
1117,204,105,106,111,239,100,114,138,0,647,470,501,471,0,18,0,85,42,666,451
3938,932,439,414,983,554,274,185,113,44,2127,1811,1916,364,0,672,0,914,72,1914,2024
1507,273,214,136,222,441,83,82,47,9,692,815,748,14,0,602,0,0,143,1438,69
1916,259,223,68,253,240,289,260,134,190,820,1096,1349,70,8,350,0,48,91,1703,213
1792,277,243,75,250,296,234,206,176,35,934,858,1449,19,0,255,0,18,51,1738,54
3163,547,415,512,915,184,271,155,59,105,1860,1303,1420,50,0,342,0,1306,45,1166,1997
2771,502,512,136,297,460,421,161,189,93,1456,1315,2539,40,0,93,0,33,66,2576,195
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,226,87,220,144,115,23,26,0,0,464,377,261,305,0,228,0,0,47,624,217
718,83,25,160,172,114,43,74,37,10,381,337,447,110,0,83,0,46,32,621,97
2202,272,203,181,364,353,312,302,131,84,987,1215,1378,257,0,354,0,33,180,1922,280
2943,400,441,342,458,485,267,362,133,55,1397,1546,2211,13,26,186,0,28,479,2243,700
1996,287,281,175,187,386,281,179,107,113,908,1088,1353,97,0,394,18,3,131,1970,26
2248,327,299,284,297,508,311,101,69,52,1139,1109,1327,488,0,242,0,112,79,1415,833
1522,146,177,83,113,152,314,182,224,131,740,782,1368,9,0,129,16,0,0,1414,108
1539,175,137,70,188,186,261,260,79,183,735,804,1226,62,0,139,0,45,67,1360,179
1425,241,187,230,196,286,156,74,35,20,662,763,510,171,12,680,0,8,44,1167,258
1604,196,298,160,181,182,229,246,112,0,796,808,1235,0,0,309,0,0,60,1426,178
2146,369,47,478,630,163,234,152,62,11,1049,1097,799,818,0,292,0,222,15,1851,295
604,53,50,72,8,82,171,120,45,3,284,320,407,69,0,128,0,0,0,604,0
2079,243,161,230,248,386,239,311,147,114,1002,1077,1737,97,0,99,0,13,133,1763,316
2127,451,213,304,486,301,277,48,47,0,909,1218,1195,33,0,656,0,175,68,1740,387
2182,187,393,155,267,216,418,276,132,138,1174,1008,1842,10,3,233,0,0,94,2133,49
2057,187,291,499,483,263,109,150,0,75,1127,930,1136,97,68,592,0,0,164,1787,270
1566,145,44,170,626,219,217,91,24,30,743,823,954,202,0,242,0,147,21,1338,228
2214,273,308,330,294,412,273,197,105,22,1138,1076,785,489,0,652,0,209,79,1754,460
2109,201,138,158,365,229,326,532,114,46,993,1116,1637,38,0,268,0,131,35,1755,354
1191,195,177,25,39,205,243,155,130,22,541,650,944,13,0,187,0,0,47,1155,36
1505,163,238,201,263,210,317,85,0,28,800,705,679,147,0,548,0,0,131,1454,51
1975,232,285,205,265,228,350,299,111,0,875,1100,1658,75,0,167,0,0,75,1862,113
2388,298,423,219,332,374,440,217,79,6,1009,1379,1532,231,0,393,0,149,83,2152,236
1413,205,285,5,132,359,191,122,85,29,663,750,1025,5,0,340,0,0,43,1398,15
2316,141,179,276,470,197,351,416,162,124,1141,1175,1509,411,21,329,0,0,46,2145,171
998,79,184,161,74,224,84,104,53,35,448,550,467,277,0,25,0,192,37,761,237
367,0,0,45,56,40,20,80,73,53,162,205,288,0,0,79,0,0,0,288,79
2251,702,388,262,389,239,167,84,20,0,1136,1115,1175,213,0,147,0,716,0,863,1388
1325,169,153,139,157,159,221,133,152,42,625,700,1031,41,0,211,0,0,42,1231,94
2305,215,486,168,172,566,405,227,28,38,1304,1001,1592,0,0,642,0,0,71,2222,83
2453,286,432,126,144,429,376,419,175,66,1279,1174,1614,185,22,473,0,8,151,2080,373
2592,304,398,226,143,365,417,403,240,96,1271,1321,1819,34,0,516,0,27,196,2447,145
1778,165,383,122,117,416,298,209,68,0,841,937,914,33,0,679,0,5,147,1704,74
1913,284,256,274,307,254,240,182,106,10,815,1098,814,433,0,604,0,0,62,1574,339
2255,364,309,169,368,468,303,178,83,13,1188,1067,1296,81,0,819,0,16,43,1977,278
2597,396,458,169,214,402,303,276,234,145,1270,1327,2156,69,0,287,0,0,85,2453,144
1424,193,287,67,71,196,228,206,110,66,744,680,1420,0,0,0,4,0,0,1401,23
1827,195,322,124,189,257,330,178,141,91,947,880,1235,75,0,216,0,7,294,1661,166
1254,155,179,100,54,184,156,246,108,72,582,672,1096,0,0,147,0,0,11,1179,75
1513,240,253,206,154,303,196,61,76,24,807,706,973,37,0,213,0,94,196,1120,393
2521,320,412,114,229,417,433,308,143,145,1269,1252,2091,0,0,309,0,36,85,2368,153
2244,420,361,194,388,408,161,176,136,0,1040,1204,1513,0,0,281,0,253,197,1698,546
2164,96,543,268,54,226,521,348,108,0,956,1208,1243,475,0,414,0,0,32,2149,15
735,36,43,170,95,130,130,50,28,53,433,302,332,102,0,214,27,29,31,607,128
2685,234,393,376,688,428,312,202,9,43,1562,1123,1676,447,21,190,0,295,56,1662,1023
1388,276,184,143,225,192,103,212,23,30,778,610,764,274,17,87,0,246,0,700,688
1898,115,183,94,156,161,361,574,245,9,948,950,1829,21,0,48,0,0,0,1837,61
3003,291,589,65,82,523,525,344,361,223,1533,1470,1986,72,0,912,0,0,33,2932,71
897,86,134,91,131,136,80,178,58,3,437,460,819,15,13,8,0,15,27,845,52
2419,410,324,151,223,361,327,276,124,223,1116,1303,1826,135,0,310,0,60,88,2349,70
2037,338,414,315,383,301,165,103,0,18,993,1044,1046,275,0,309,0,358,49,969,1068
842,179,124,0,53,250,127,84,10,15,407,435,636,0,0,124,0,0,82,842,0
755,59,96,56,46,137,96,168,66,31,373,382,681,33,0,23,2,10,6,627,128
2368,294,211,449,519,259,264,225,69,78,1002,1366,1516,44,0,510,0,138,160,1666,702
2937,372,242,427,461,301,507,373,178,76,1564,1373,1744,163,0,776,0,121,133,2456,481
1558,160,115,476,271,168,159,130,59,20,656,902,570,315,0,652,0,0,21,1344,214
