"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
1098,112,137,134,135,132,158,158,82,50,544,554,804,161,2,69,1,14,47,1023,75
2440,242,292,294,302,325,362,317,210,96,1220,1220,1759,387,7,151,2,31,103,2265,175
1019,99,136,120,138,116,146,150,82,32,495,524,740,160,2,63,2,19,33,948,71
2113,223,281,271,244,234,290,297,172,101,1032,1081,1528,311,9,142,3,32,88,1966,147
2164,226,279,255,285,288,296,283,163,89,1071,1093,1576,303,7,158,3,31,86,2013,151
1353,147,171,162,168,151,200,199,110,45,677,676,1019,194,5,70,0,16,49,1267,86
2340,253,298,276,290,295,347,282,201,98,1105,1235,1702,372,1,136,1,46,82,2168,172
2535,274,293,307,331,289,348,366,221,106,1233,1302,1866,382,7,163,0,37,80,2345,190
842,94,102,108,96,121,105,119,63,34,415,427,609,124,1,57,2,16,33,795,47
5174,528,677,613,638,631,777,679,432,199,2530,2644,3729,820,21,326,7,98,173,4800,374
1150,105,147,144,134,133,167,162,106,52,532,618,849,175,4,61,0,24,37,1072,78
3265,376,395,367,382,414,487,455,264,125,1545,1720,2419,475,10,191,3,61,106,3042,223
1636,166,192,186,211,232,234,239,114,62,785,851,1205,250,5,104,1,21,50,1519,117
1130,132,149,143,144,125,164,166,74,33,558,572,814,185,3,74,2,15,37,1055,75
2276,253,280,259,286,289,336,300,180,93,1087,1189,1660,353,4,148,3,38,70,2100,176
2662,283,356,290,325,345,377,355,227,104,1277,1385,1934,416,3,147,3,60,99,2457,205
1913,204,224,239,233,230,313,237,155,78,943,970,1398,280,10,112,2,38,73,1751,162
1198,128,164,126,142,140,181,163,97,57,537,661,865,186,3,79,1,19,45,1116,82
691,77,90,73,87,88,102,94,47,33,337,354,499,103,5,42,0,13,29,632,59
634,69,75,81,79,90,84,86,47,23,313,321,462,89,1,41,2,12,27,595,39
1530,159,205,166,194,179,228,205,121,73,704,826,1104,241,4,98,1,26,56,1424,106
1846,189,228,212,217,245,271,257,153,74,890,956,1365,266,5,107,1,31,71,1706,140
1538,178,194,172,205,188,220,195,114,72,754,784,1101,235,9,99,1,31,62,1426,112
1108,126,149,120,125,123,174,156,89,46,546,562,830,170,3,58,1,16,30,1032,76
1523,149,182,175,200,197,232,228,101,59,759,764,1101,254,1,91,1,24,51,1419,104
1129,145,138,142,133,131,168,148,77,47,536,593,840,166,1,66,2,16,38,1052,77
2478,270,289,291,304,312,349,377,181,105,1204,1274,1811,363,7,161,2,53,81,2294,184
1466,149,187,173,210,169,215,192,122,49,756,710,1058,186,6,122,0,26,68,1365,101
707,67,78,67,94,92,99,107,63,40,336,371,512,109,1,60,1,9,15,655,52
1586,159,224,191,189,205,220,204,130,64,740,846,1192,211,6,97,2,25,53,1484,102
845,90,112,94,110,107,110,113,74,35,446,399,620,133,4,51,2,11,24,778,67
2465,271,342,279,297,300,358,325,191,102,1200,1265,1821,340,8,157,3,34,102,2293,172
1117,130,130,137,135,137,157,159,75,57,554,563,805,186,2,76,1,16,31,1030,87
1967,187,252,221,261,242,275,260,164,105,928,1039,1443,285,4,123,4,32,76,1819,148
1031,112,116,121,123,140,161,132,79,47,512,519,747,143,1,74,4,18,44,949,82
1021,105,114,120,137,117,167,147,74,40,510,511,729,169,2,69,0,16,36,947,74
883,103,96,115,107,109,105,139,84,25,452,431,661,117,1,56,0,15,33,817,66
1479,165,179,198,210,188,204,167,121,47,728,751,1053,231,4,99,2,35,55,1366,113
1177,143,144,153,140,146,170,155,86,40,593,584,867,173,4,79,0,19,35,1100,77
1843,193,219,241,227,240,276,232,135,80,874,969,1300,303,11,117,2,40,70,1718,125
2086,235,265,253,213,264,306,268,178,104,1021,1065,1518,327,7,121,1,37,75,1941,145
2392,275,291,276,283,295,372,312,192,96,1182,1210,1761,334,11,149,4,50,83,2191,201
1288,152,142,157,165,151,173,190,97,61,646,642,931,192,2,80,2,29,52,1190,98
879,81,104,112,116,120,111,119,74,42,415,464,632,135,3,66,0,20,23,806,73
1264,119,142,163,145,160,182,174,109,70,623,641,940,188,6,72,2,21,35,1171,93
542,50,57,63,65,79,88,65,47,28,247,295,392,90,3,28,1,10,18,509,33
2342,260,268,268,318,276,330,320,199,103,1152,1190,1679,370,6,142,1,49,95,2143,199
1341,160,162,147,182,155,212,178,96,49,622,719,987,194,5,86,0,25,44,1248,93
3734,376,450,488,469,439,510,529,296,177,1819,1915,2741,542,15,242,4,71,119,3470,264
2207,221,285,256,283,283,311,299,164,105,1043,1164,1589,379,5,130,2,28,74,2044,163
1838,203,255,214,220,229,275,207,149,86,876,962,1360,255,5,106,1,33,78,1684,154
3270,359,398,399,410,390,477,459,235,143,1590,1680,2358,473,18,241,0,62,118,3043,227
1322,143,132,131,193,150,199,190,123,61,668,654,966,189,4,86,0,24,53,1244,78
2159,235,273,254,252,259,324,276,198,88,1071,1088,1586,333,1,143,3,23,70,2005,154
2137,231,273,243,239,273,300,276,195,107,1026,1111,1567,323,8,142,0,31,66,1990,147
1843,205,243,224,224,217,270,240,144,76,911,932,1370,260,10,105,1,35,62,1726,117
2642,281,331,347,320,331,390,345,192,105,1310,1332,1971,371,6,160,1,42,91,2468,174
269,21,27,41,31,36,39,47,18,9,128,141,210,38,0,13,0,5,3,248,21
1006,88,135,121,109,139,156,142,78,38,486,520,745,144,3,64,3,16,31,929,77
390,51,42,44,43,52,48,54,41,15,175,215,283,60,1,30,0,7,9,365,25
3271,330,394,422,411,419,468,419,256,152,1593,1678,2392,527,5,199,3,42,103,3043,228
2708,291,327,332,335,320,434,330,213,126,1356,1352,1969,407,9,163,2,45,113,2506,202
1684,208,201,191,189,207,233,236,146,73,836,848,1230,255,4,108,2,27,58,1561,123
867,99,111,114,117,97,119,102,68,40,402,465,648,118,3,49,0,12,37,803,64
1505,160,203,185,184,182,210,187,124,70,742,763,1099,220,5,102,1,22,56,1401,104
1045,113,125,133,119,131,136,150,81,57,499,546,763,158,2,66,2,16,38,965,80
1271,136,173,162,152,150,185,164,94,55,641,630,950,169,7,70,1,27,47,1194,77
2403,250,317,286,308,294,362,283,188,115,1163,1240,1759,318,9,167,2,45,103,2219,184
1698,173,201,208,191,185,266,234,156,84,811,887,1240,256,4,105,0,28,65,1567,131
2398,257,290,281,295,312,320,337,203,103,1178,1220,1717,367,4,176,1,45,88,2236,162
579,70,79,69,60,76,77,80,37,31,279,300,431,89,0,23,1,13,22,532,47
1962,200,243,260,240,222,288,269,156,84,900,1062,1418,318,11,119,0,21,75,1826,136
1666,164,227,193,229,204,222,194,145,88,805,861,1195,256,6,115,0,26,68,1532,134
1593,182,192,187,184,194,228,217,131,78,789,804,1201,211,4,93,1,23,60,1468,125
3129,340,396,371,434,389,433,408,231,127,1501,1628,2273,485,7,192,2,66,104,2898,231
3622,393,460,421,454,451,520,466,322,135,1768,1854,2668,504,7,225,5,61,152,3324,298
1851,217,247,239,245,241,238,212,131,81,889,962,1346,293,6,109,0,29,68,1712,139
418,49,56,41,45,52,56,55,38,26,194,224,313,47,1,32,0,6,19,388,30
1147,121,144,149,153,123,171,128,107,51,578,569,878,150,2,53,1,17,46,1075,72
2709,265,326,297,374,330,399,375,232,111,1268,1441,1974,420,7,181,2,31,94,2546,163
828,93,108,118,82,109,133,101,50,34,386,442,572,145,7,55,0,17,32,771,57
1665,171,206,220,176,203,230,237,153,69,862,803,1201,279,6,97,0,27,55,1547,118
2224,244,259,282,290,251,317,309,182,90,1094,1130,1626,324,11,140,4,38,81,2062,162
1279,154,151,161,173,149,179,154,95,63,616,663,902,201,6,86,0,24,60,1180,99
1340,156,163,168,169,131,201,176,104,72,663,677,953,201,5,104,2,27,48,1262,78
1054,131,139,122,132,130,147,148,65,40,504,550,787,147,3,70,1,15,31,976,78
2389,276,274,290,292,283,355,331,197,91,1134,1255,1742,359,8,152,0,46,82,2205,184
2292,233,299,257,296,281,348,313,190,75,1157,1135,1656,317,12,173,0,33,101,2126,166
781,87,101,102,97,93,119,101,53,28,371,410,567,115,3,43,1,13,39,732,49
3507,387,431,400,404,464,523,482,290,126,1665,1842,2558,495,9,250,8,60,127,3255,252
1115,125,133,127,145,136,163,161,79,46,559,556,802,153,3,82,2,21,52,1027,88
1580,165,191,186,199,213,223,202,148,53,766,814,1180,218,2,85,1,29,65,1453,127
1153,126,153,120,146,149,169,156,107,27,571,582,827,177,5,83,1,14,46,1083,70
1424,168,180,147,177,184,212,200,101,55,696,728,1031,221,5,96,0,24,47,1331,93
2259,267,296,284,290,303,307,253,164,95,1091,1168,1658,345,8,135,0,36,77,2094,165
1491,155,199,195,163,216,205,177,121,60,740,751,1089,228,7,90,2,16,59,1406,85
1176,130,136,142,138,138,160,157,116,59,549,627,882,170,4,62,2,17,39,1086,90
752,87,94,84,93,85,109,97,67,36,362,390,553,107,2,40,0,11,39,701,51
1749,191,229,202,201,206,269,228,148,75,866,883,1291,265,5,102,3,24,59,1637,112
1301,164,156,164,153,163,179,165,108,49,608,693,966,176,5,95,1,10,48,1202,99
2356,275,325,299,268,265,345,278,196,105,1162,1194,1725,336,5,169,4,35,82,2190,166
1568,175,181,195,181,187,219,224,134,72,761,807,1128,251,4,96,1,29,59,1448,120
2676,291,344,317,337,318,391,338,210,130,1285,1391,1940,408,9,172,2,56,89,2462,214
2516,233,324,292,308,309,361,337,245,107,1264,1252,1838,364,7,181,3,37,86,2342,174
1908,202,227,219,233,274,283,251,131,88,964,944,1386,279,5,125,1,40,72,1768,140
1571,164,212,198,168,187,232,234,116,60,787,784,1145,212,9,109,0,30,66,1463,108
1257,143,139,150,157,149,200,170,96,53,610,647,921,203,3,66,3,17,44,1181,76
2080,226,264,201,286,260,279,293,178,93,986,1094,1536,316,5,130,1,33,59,1932,148
2454,306,332,298,300,284,345,311,188,90,1169,1285,1794,367,4,149,3,43,94,2264,190
711,69,95,71,95,86,123,88,56,28,353,358,515,99,2,52,1,10,32,667,44
2763,289,356,328,361,319,398,375,229,108,1332,1431,1964,424,7,193,0,57,118,2565,198
2358,267,279,288,276,310,323,320,190,105,1190,1168,1740,350,14,131,5,46,72,2169,189
4238,434,499,520,567,559,615,568,320,156,2106,2132,3083,608,12,298,3,76,158,3923,315
3600,428,434,418,459,437,533,523,248,120,1821,1779,2619,534,12,225,1,69,140,3311,289
1418,163,196,174,158,178,199,201,102,47,693,725,1015,227,4,90,0,23,59,1317,101
2569,299,319,297,313,314,362,348,224,93,1260,1309,1896,384,7,155,1,34,92,2378,191
1886,191,244,240,238,216,286,236,150,85,923,963,1351,274,8,135,1,48,69,1728,158
1969,227,249,213,248,253,270,263,162,84,929,1040,1414,329,7,111,0,35,73,1826,143
550,43,79,68,63,82,85,68,40,22,267,283,399,90,0,38,0,12,11,500,50
1294,120,181,146,155,166,193,177,99,57,614,680,949,195,4,74,0,29,43,1178,116
1081,110,135,134,132,131,154,155,81,49,539,542,789,161,2,67,1,14,47,1006,75
863,93,99,100,110,121,114,117,75,34,444,419,631,128,1,59,1,10,33,804,59
1257,120,176,157,164,150,170,154,111,55,639,618,892,187,3,92,0,34,49,1139,118
1647,190,195,194,197,222,248,207,120,74,798,849,1204,237,2,107,7,29,61,1520,127
2218,255,251,259,280,263,326,332,162,90,1079,1139,1665,313,6,134,1,27,72,2070,148
3044,341,370,384,353,388,392,417,262,137,1475,1569,2226,454,8,204,2,44,106,2839,205
967,100,112,111,133,120,143,130,89,29,494,473,704,151,2,48,1,17,44,887,80
1396,141,156,176,182,173,200,201,100,67,718,678,1024,208,5,84,0,24,51,1281,115
903,95,124,108,119,117,140,98,67,35,435,468,650,153,2,59,1,10,28,850,53
1849,198,211,239,225,229,262,256,143,86,949,900,1338,279,4,118,1,39,70,1702,147
2057,213,254,253,254,267,293,270,170,83,1017,1040,1498,312,5,128,4,43,67,1892,165
2432,269,317,290,288,281,330,337,208,112,1182,1250,1784,361,10,141,3,48,85,2235,197
2619,286,296,309,348,338,337,359,228,118,1259,1360,1916,417,7,153,2,44,80,2415,204
2009,214,275,253,243,231,290,239,169,95,931,1078,1463,303,7,118,3,37,78,1845,164
1005,92,131,117,141,132,146,141,71,34,479,526,739,139,2,62,0,22,41,933,72
1617,170,196,199,186,200,234,210,148,74,815,802,1165,262,2,104,2,24,58,1506,111
1776,200,247,190,221,242,222,219,159,76,901,875,1316,248,3,105,2,34,68,1655,121
874,89,109,114,97,118,112,139,53,43,419,455,644,122,2,54,0,17,35,806,68
1975,224,236,239,244,246,277,262,152,95,1012,963,1440,313,4,121,2,25,70,1829,146
1029,106,122,133,111,131,157,146,86,37,501,528,769,160,0,64,0,13,23,956,73
2000,222,214,249,250,252,289,266,173,85,942,1058,1478,310,3,122,2,26,59,1872,128
2155,236,248,264,246,267,328,311,167,88,1061,1094,1594,296,8,152,0,35,70,1995,160
1043,104,136,119,124,126,167,129,91,47,531,512,746,146,3,82,0,27,39,965,78
3457,371,441,396,441,399,495,478,264,172,1683,1774,2558,486,9,225,2,52,125,3195,262
3075,316,374,387,382,365,463,439,220,129,1491,1584,2200,468,6,223,2,59,117,2859,216
2287,262,255,274,301,302,316,280,205,92,1133,1154,1697,315,7,125,2,49,92,2112,175
3962,433,513,479,499,485,553,508,321,171,1943,2019,2920,580,16,251,1,64,130,3664,298
1535,183,203,196,181,182,218,206,109,57,736,799,1150,215,3,92,1,22,52,1427,108
1129,105,148,122,148,136,153,166,96,55,542,587,812,180,2,79,0,14,42,1052,77
1868,204,236,244,224,233,271,226,158,72,930,938,1362,275,7,119,3,30,72,1718,150
1771,191,209,206,202,227,285,245,135,71,859,912,1293,269,5,114,2,27,61,1647,124
1342,148,147,168,167,159,179,197,120,57,653,689,997,198,4,83,2,23,35,1242,100
2477,241,325,261,344,306,339,361,199,101,1183,1294,1806,373,10,148,2,50,88,2295,182
550,69,64,71,61,66,91,71,43,14,268,282,382,88,3,37,2,14,24,498,52
1825,209,223,227,211,211,250,248,161,85,889,936,1332,277,4,100,1,40,71,1683,142
805,84,96,111,97,95,114,110,69,29,392,413,570,131,6,52,1,12,33,739,66
3103,376,371,368,387,364,439,401,278,119,1497,1606,2227,462,13,227,2,42,130,2847,256
3016,292,363,378,355,399,458,404,236,131,1436,1580,2203,443,7,196,3,57,107,2781,235
1108,126,140,133,128,126,153,175,85,42,515,593,785,172,3,69,2,24,53,1020,88
1641,189,218,191,201,214,216,204,159,49,784,857,1176,271,8,113,2,21,50,1533,108
1516,168,195,181,172,204,230,196,111,59,733,783,1070,253,3,100,2,28,60,1412,104
3582,362,437,420,448,439,543,471,298,164,1729,1853,2652,526,13,207,3,64,117,3327,255
1797,195,241,200,199,239,275,239,144,65,876,921,1320,246,3,112,3,35,78,1659,138
5,0,1,1,2,0,0,1,0,0,1,4,4,1,0,0,0,0,0,5,0
964,94,131,128,107,113,146,121,89,35,455,509,687,149,2,69,1,16,40,889,75
992,104,114,117,126,119,146,134,83,49,500,492,726,144,6,58,2,24,32,900,92
4220,432,535,491,526,500,582,619,345,190,2072,2148,3092,631,11,247,7,67,165,3909,311
796,90,79,103,103,92,101,117,76,35,372,424,595,113,2,50,1,15,20,736,60
1347,140,167,152,146,180,213,195,96,58,698,649,954,210,5,105,0,24,49,1252,95
2096,207,301,257,268,240,296,269,181,77,1002,1094,1525,330,5,144,1,27,64,1956,140
1902,198,223,217,245,232,295,271,151,70,928,974,1395,274,5,123,0,37,68,1750,152
1393,151,182,177,154,161,205,181,129,53,707,686,1025,201,1,97,0,16,53,1290,103
2751,319,370,338,327,315,403,342,219,118,1350,1401,2010,404,6,191,6,39,95,2564,187
2266,229,310,270,268,280,321,310,183,95,1111,1155,1655,336,9,146,1,34,85,2109,157
1745,209,220,178,210,227,261,239,135,66,857,888,1266,266,7,121,0,27,58,1627,118
1912,204,226,245,242,258,256,256,149,76,952,960,1397,278,5,130,2,28,72,1759,153
2066,199,291,261,244,249,290,283,173,76,1004,1062,1505,297,6,142,2,39,75,1911,155
1147,122,134,135,135,141,159,162,107,52,553,594,846,171,1,74,1,25,29,1067,80
1695,190,231,189,206,228,233,215,123,80,800,895,1246,241,4,105,0,33,66,1542,153
870,101,106,87,117,115,125,128,65,26,434,436,617,134,4,67,0,14,34,818,52
761,82,95,90,97,94,100,100,63,40,360,401,557,117,1,40,1,16,29,694,67
2586,290,298,306,347,343,352,321,226,103,1281,1305,1906,368,8,144,2,55,103,2387,199
2834,319,355,307,326,359,425,386,224,133,1404,1430,2086,405,15,167,4,49,108,2628,206
1119,131,131,120,149,147,165,150,86,40,554,565,829,166,1,59,2,18,44,1028,91
1331,150,142,180,173,163,186,176,96,65,650,681,934,210,6,103,1,20,57,1225,106
1335,142,184,155,169,152,183,188,102,60,647,688,952,201,4,95,1,27,55,1231,104
1418,161,164,164,195,165,196,193,112,68,692,726,1046,219,6,77,0,32,38,1309,109
2253,244,274,260,285,283,316,318,178,95,1081,1172,1643,340,7,137,1,42,83,2076,177
915,109,113,123,113,114,128,107,71,37,443,472,645,154,0,58,0,21,37,831,84
2186,243,242,247,291,279,286,308,192,98,1056,1130,1585,352,6,133,2,37,71,2015,171
2319,253,259,268,312,294,305,319,206,103,1125,1194,1681,378,7,139,2,39,73,2141,178
1799,200,223,211,226,236,248,236,148,71,878,921,1310,268,3,122,2,37,57,1683,116
1300,153,159,166,157,162,191,170,97,45,653,647,957,188,4,89,0,20,42,1217,83
2066,205,249,267,237,277,328,267,167,69,971,1095,1481,299,8,150,0,38,90,1922,144
1521,141,212,180,177,199,227,196,122,67,763,758,1098,235,8,90,1,29,60,1411,110
839,94,111,110,91,97,123,114,71,28,391,448,607,116,2,69,0,17,28,769,70
2504,283,289,274,327,299,405,327,208,92,1219,1285,1809,407,10,132,1,45,100,2317,187
2384,243,297,298,324,305,334,288,197,98,1168,1216,1734,370,6,144,3,38,89,2198,186
2494,268,327,279,314,324,322,368,196,96,1202,1292,1822,369,4,160,1,39,99,2321,173
1956,222,265,239,232,244,274,215,171,94,929,1027,1434,305,4,114,1,26,72,1828,128
2374,243,324,276,316,262,322,326,193,112,1144,1230,1765,364,7,109,1,33,95,2206,168
1776,208,237,228,202,205,252,243,132,69,848,928,1333,242,3,110,1,26,61,1654,122
2710,323,372,312,323,313,378,381,210,98,1351,1359,1946,390,11,203,2,51,107,2504,206
2579,284,323,317,316,331,368,333,209,98,1235,1344,1870,386,6,180,3,45,89,2409,170
3106,344,342,411,404,364,425,420,262,134,1531,1575,2273,471,7,193,4,57,101,2893,213
1493,161,178,203,179,173,207,189,132,71,752,741,1101,223,4,85,0,22,58,1390,103
877,89,101,121,111,105,135,106,73,36,434,443,636,118,2,68,0,21,32,803,74
1045,118,123,115,120,139,160,142,93,35,506,539,752,159,4,70,1,20,39,973,72
2447,246,306,318,286,316,373,318,199,85,1161,1286,1755,360,10,175,0,43,104,2281,166
1576,178,187,209,220,207,217,175,130,53,783,793,1122,244,4,107,3,35,61,1453,123
1789,190,229,191,226,236,221,284,143,69,845,944,1296,268,3,117,1,33,71,1666,123
1527,170,200,184,220,181,210,202,106,54,775,752,1141,222,4,95,3,15,47,1414,113
1908,212,210,213,258,226,267,272,171,79,884,1024,1370,310,2,127,1,23,75,1773,135
1483,154,193,185,163,190,209,201,110,78,700,783,1078,229,5,106,1,22,42,1394,89
1633,168,218,190,195,210,248,217,128,59,799,834,1180,239,2,121,1,24,66,1509,124
1873,197,226,235,223,232,261,251,169,79,951,922,1356,299,2,123,3,27,63,1742,131
1795,179,227,203,242,224,253,259,140,68,889,906,1309,286,6,112,1,29,52,1665,130
2020,229,226,247,273,268,267,249,180,81,994,1026,1505,279,5,112,2,39,78,1864,156
2548,317,322,285,325,305,373,307,201,113,1273,1275,1862,372,8,157,4,41,104,2332,216
1983,230,261,251,260,268,256,225,144,88,956,1027,1446,310,6,122,0,29,70,1839,144
2210,229,305,255,268,267,307,306,179,94,1041,1169,1591,369,8,138,2,30,72,2066,144
799,83,100,111,102,94,102,116,57,34,388,411,578,118,2,53,2,17,29,733,66
2846,317,340,347,360,335,390,385,230,142,1370,1476,2096,431,5,177,1,41,95,2653,193
2245,258,277,268,258,271,293,326,192,102,1094,1151,1616,336,4,152,1,33,103,2102,143
1983,218,263,239,252,228,277,280,145,81,967,1016,1435,297,5,135,1,33,77,1821,162
2153,234,275,241,281,280,307,280,178,77,1058,1095,1581,316,4,151,2,26,73,2014,139
1949,211,243,254,224,241,273,274,147,82,946,1003,1415,286,5,148,3,34,58,1831,118
1005,131,120,116,107,125,164,135,79,28,476,529,706,159,4,71,2,23,40,919,86
1910,199,216,238,247,234,281,256,160,79,913,997,1446,258,4,111,0,29,62,1767,143
2844,287,348,353,346,326,421,377,265,121,1359,1485,2075,433,7,178,0,45,106,2625,219
889,89,118,109,118,97,131,127,74,26,428,461,651,136,2,52,2,16,30,825,64
1306,125,164,159,158,175,193,187,88,57,596,710,980,186,3,78,0,18,41,1217,89
3271,337,388,392,404,449,488,423,262,128,1574,1697,2418,491,10,192,3,50,107,3040,231
1792,197,223,204,225,230,254,247,133,79,874,918,1329,256,6,104,0,36,61,1646,146
2340,239,299,261,303,311,335,292,201,99,1172,1168,1688,351,6,160,2,42,91,2179,161
2077,218,236,243,273,263,305,291,172,76,1044,1033,1513,336,3,115,1,35,74,1930,147
890,92,110,97,119,113,127,127,63,42,428,462,639,140,5,59,0,12,35,822,68
1381,164,175,147,174,183,184,179,121,54,664,717,984,217,3,96,0,31,50,1283,98
985,107,121,117,124,120,137,145,72,42,495,490,712,137,2,72,1,17,44,904,81
1515,158,195,191,189,180,207,204,139,52,735,780,1126,217,5,97,0,23,47,1412,103
991,109,124,110,121,137,125,131,89,45,481,510,723,148,4,58,2,24,32,907,84
1778,193,223,209,229,205,254,231,157,77,849,929,1300,279,7,108,1,37,46,1671,107
1166,122,133,130,158,126,180,172,102,43,552,614,878,167,2,69,2,9,39,1104,62
1434,157,178,175,184,170,199,187,113,71,675,759,1040,224,3,95,1,22,49,1335,99
1117,119,141,126,151,154,160,148,75,43,540,577,819,171,5,68,0,14,40,1035,82
3938,432,465,453,477,504,555,586,300,166,1926,2012,2914,581,13,237,2,60,131,3662,276
1507,165,178,172,177,190,239,210,115,61,726,781,1097,232,5,100,2,24,47,1401,106
1916,216,206,243,258,241,271,239,151,91,933,983,1401,292,6,123,2,32,60,1776,140
1792,205,193,213,222,217,275,247,135,85,845,947,1307,269,1,121,0,31,63,1657,135
3163,333,442,351,408,398,445,401,250,135,1526,1637,2326,462,7,188,0,52,128,2946,217
2771,298,341,331,357,360,387,362,188,147,1338,1433,2041,420,9,160,1,43,97,2588,183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,103,110,104,94,85,103,129,75,38,409,432,603,133,0,54,2,16,33,789,52
718,66,92,91,85,96,106,96,61,25,356,362,504,133,3,37,1,10,30,667,51
2202,231,281,280,278,267,311,279,190,85,1041,1161,1577,362,7,156,4,31,65,2066,136
2943,311,411,349,367,352,385,430,212,126,1406,1537,2162,431,7,173,3,52,115,2730,213
1996,224,263,242,233,254,271,270,154,85,976,1020,1479,304,4,100,0,33,76,1839,157
2248,238,238,279,274,281,313,333,203,89,1134,1114,1668,304,6,142,0,38,90,2097,151
1522,152,216,164,176,210,191,210,130,73,718,804,1118,223,3,93,1,27,57,1392,130
1539,150,197,170,192,189,222,204,143,72,758,781,1136,219,3,117,5,23,36,1432,107
1425,132,156,160,183,184,200,223,117,70,688,737,1041,213,9,101,3,21,37,1336,89
1604,166,209,201,196,183,235,208,144,62,796,808,1160,237,6,108,1,34,58,1491,113
2146,233,274,264,251,263,313,281,166,101,1094,1052,1569,314,3,138,2,29,91,2012,134
604,61,77,87,57,77,87,77,54,27,284,320,456,83,2,38,2,7,16,561,43
2079,236,261,248,260,282,285,269,159,79,1017,1062,1516,317,8,122,3,34,79,1932,147
2127,225,281,273,245,236,291,300,175,101,1040,1087,1540,313,9,142,3,32,88,1980,147
2182,243,260,278,252,272,345,282,161,89,1037,1145,1572,344,5,135,3,53,70,2004,178
2057,228,283,225,264,242,310,285,144,76,988,1069,1512,283,6,139,0,28,89,1920,137
1566,179,173,191,193,191,255,206,115,63,758,808,1137,254,4,93,4,23,51,1467,99
2214,260,272,266,264,283,312,283,193,81,1082,1132,1638,329,7,134,1,27,78,2049,165
2109,227,281,264,236,261,310,290,158,82,1059,1050,1550,295,9,133,0,37,85,1960,149
1191,134,155,134,146,141,170,159,108,44,552,639,867,171,4,72,3,16,58,1119,72
1505,169,180,169,162,204,223,206,120,72,763,742,1103,214,9,90,3,27,59,1397,108
1975,222,240,245,249,240,292,259,135,93,947,1028,1458,292,7,101,1,37,79,1821,154
2388,277,267,310,309,277,356,293,210,89,1210,1178,1731,343,1,168,5,48,92,2225,163
1413,179,177,150,168,174,203,170,119,73,649,764,1015,204,2,103,0,21,68,1314,99
2316,236,293,289,309,310,298,320,181,80,1077,1239,1678,348,13,143,4,48,82,2134,182
998,115,133,115,141,109,149,123,77,36,502,496,733,149,4,53,2,23,34,925,73
367,37,35,46,44,50,53,53,37,12,177,190,270,57,1,23,1,7,8,341,26
2251,225,312,274,283,266,316,293,198,84,1071,1180,1636,361,6,153,1,28,66,2100,151
1325,132,184,173,177,161,168,195,83,52,674,651,963,197,4,90,1,18,52,1234,91
2305,250,306,318,282,263,297,328,178,83,1141,1164,1699,346,5,136,3,41,75,2127,178
2453,251,307,306,325,295,330,315,207,117,1149,1304,1787,350,7,162,5,43,99,2251,202
2592,265,316,319,339,297,386,354,214,102,1253,1339,1916,384,7,153,2,43,87,2425,167
1778,191,230,202,244,210,264,214,164,59,881,897,1323,265,6,101,2,20,61,1658,120
1913,209,245,235,227,220,282,261,152,82,920,993,1387,280,3,121,1,33,88,1764,149
2255,239,283,264,298,250,321,326,164,110,1100,1155,1653,336,7,136,3,39,81,2089,166
2597,266,346,315,331,313,388,340,204,94,1279,1318,1918,363,12,160,3,55,86,2393,204
1424,144,166,155,176,182,228,182,129,62,660,764,1045,214,8,89,1,22,45,1327,97
1827,199,203,208,231,238,295,249,134,70,885,942,1341,263,2,125,1,32,63,1685,142
1254,146,143,171,164,138,183,151,107,51,616,638,921,178,1,83,1,27,43,1164,90
1513,170,205,183,167,192,218,217,108,53,740,773,1089,239,4,96,0,25,60,1403,110
2521,279,301,313,315,295,373,337,203,105,1215,1306,1814,422,11,154,0,38,82,2335,186
2244,239,270,284,296,273,320,291,183,88,1135,1109,1634,350,6,128,3,40,83,2077,167
2164,230,244,255,280,274,315,310,175,81,1094,1070,1577,349,3,122,1,36,76,2013,151
735,86,80,100,84,77,103,103,65,37,350,385,530,125,1,49,0,13,17,694,41
2685,283,327,328,306,356,404,352,206,123,1314,1371,1949,422,10,146,5,59,94,2493,192
1388,153,160,172,173,164,220,177,103,66,710,678,1049,183,3,84,0,13,56,1290,98
1898,222,243,236,238,228,257,266,142,66,946,952,1387,282,6,125,0,37,61,1763,135
3003,306,402,341,377,365,419,414,247,132,1426,1577,2182,453,5,183,2,57,121,2752,251
897,89,98,122,118,101,126,126,77,40,441,456,644,133,7,53,2,21,37,825,72
2419,254,292,272,304,286,383,317,200,111,1191,1228,1735,377,9,155,2,45,96,2259,160
2037,228,243,242,243,258,276,285,168,94,1034,1003,1499,302,13,115,5,40,63,1878,159
842,87,101,107,96,111,104,119,66,51,405,437,619,124,2,52,2,14,29,779,63
755,92,93,97,88,81,105,116,61,22,351,404,535,114,3,49,0,19,35,693,62
2368,271,301,284,273,289,312,335,200,103,1158,1210,1704,358,4,159,1,36,106,2206,162
2937,309,369,355,362,349,432,410,215,136,1419,1518,2121,455,7,191,2,45,116,2722,215
1558,167,202,199,189,196,224,189,133,59,781,777,1145,225,6,95,2,28,57,1433,125
