"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
1098,146,148,122,128,155,161,138,77,23,573,525,862,1,0,183,0,11,41,968,130
2440,306,312,269,332,330,360,331,150,50,1035,1405,1880,152,5,209,0,36,158,2237,203
1019,119,141,95,135,135,170,114,84,26,491,528,779,52,5,88,2,43,50,893,126
2113,260,266,190,290,290,301,282,171,63,901,1212,1566,63,0,350,0,6,128,1895,218
2164,292,310,248,318,317,283,230,120,46,1282,882,1046,71,4,625,2,238,178,1463,701
1353,141,199,144,173,217,207,146,88,38,796,557,726,48,0,467,0,15,97,1308,45
2340,274,297,220,358,368,344,268,142,69,1194,1146,784,221,7,1250,0,29,49,2201,139
2535,303,334,250,325,332,398,334,201,58,1277,1258,1910,41,2,502,1,16,63,2332,203
842,105,119,84,100,108,142,103,60,21,343,499,687,13,1,45,0,9,87,774,68
5174,584,643,545,685,689,835,686,373,134,2098,3076,3404,697,3,787,4,66,213,4834,340
1150,127,133,135,160,182,161,139,80,33,507,643,632,74,3,311,1,68,61,1017,133
3265,423,437,349,433,452,493,428,193,57,1766,1499,2141,488,7,349,4,141,135,2340,925
1636,194,222,159,221,241,244,192,107,56,657,979,924,0,0,628,0,5,79,1618,18
1130,151,149,134,145,164,157,132,66,32,608,522,558,39,1,425,0,28,79,1025,105
2276,293,338,209,327,332,327,262,133,55,1095,1181,843,378,1,674,1,10,369,2235,41
2662,370,364,316,364,367,373,288,164,56,1296,1366,1569,324,5,232,5,285,242,1757,905
1913,256,273,210,276,269,263,226,96,44,874,1039,703,526,0,360,2,30,292,1773,140
1198,146,193,141,178,161,162,142,60,15,710,488,432,92,1,329,16,296,32,825,373
691,76,77,63,86,104,120,86,60,19,278,413,617,18,0,43,0,0,13,590,101
634,81,81,67,100,75,88,89,41,12,366,268,357,81,0,133,0,5,58,604,30
1530,168,181,144,213,241,230,195,112,46,825,705,934,4,0,558,0,10,24,1509,21
1846,236,272,170,258,250,265,214,125,56,1101,745,1247,314,0,91,0,76,118,1646,200
1538,181,186,169,203,209,245,203,98,44,766,772,1287,35,1,109,1,7,98,1441,97
1108,190,183,131,157,138,110,127,50,22,575,533,431,113,1,159,1,79,324,847,261
1523,192,172,161,218,205,240,201,91,43,661,862,529,584,2,341,1,13,53,1452,71
1129,120,150,103,156,158,166,149,89,38,534,595,701,6,0,385,0,13,24,1107,22
2478,315,304,318,371,354,376,263,117,60,1221,1257,1111,177,3,854,6,250,77,1777,701
1466,183,196,161,199,192,225,171,106,33,809,657,1034,124,0,129,0,49,130,1138,328
707,83,84,78,87,97,97,104,51,26,362,345,557,23,0,93,0,12,22,695,12
1586,235,240,188,224,218,201,164,84,32,973,613,945,78,0,155,4,354,50,1025,561
845,117,104,81,88,115,139,122,55,24,406,439,729,2,1,5,0,8,100,716,129
2465,287,307,240,300,343,381,340,199,68,1243,1222,1787,60,0,524,1,11,82,2351,114
1117,145,156,115,136,155,158,143,74,35,586,531,830,32,2,166,0,17,70,999,118
1967,273,256,218,270,285,253,248,125,39,937,1030,910,354,1,353,2,200,147,1589,378
1031,132,140,138,144,180,130,98,49,20,408,623,565,34,2,260,0,155,15,565,466
1021,133,125,90,136,124,164,132,81,36,497,524,758,55,0,178,0,0,30,991,30
883,115,116,87,99,130,129,105,74,28,486,397,883,0,0,0,0,0,0,824,59
1479,168,198,202,202,193,219,174,82,41,838,641,831,351,1,100,1,174,21,948,531
1177,124,148,132,171,177,159,145,94,27,575,602,685,76,1,342,1,27,45,1117,60
1843,234,247,232,269,260,264,212,96,29,838,1005,823,378,9,267,4,309,53,1072,771
2086,261,267,201,321,303,313,235,131,54,1134,952,712,434,0,752,0,21,167,2005,81
2392,283,300,228,304,348,383,300,175,71,1334,1058,1769,11,0,467,0,0,145,2392,0
1288,156,147,144,164,209,197,156,89,26,623,665,637,61,20,490,1,39,40,1140,148
879,96,112,96,123,120,130,117,60,25,501,378,654,47,0,134,0,9,35,773,106
1264,141,202,130,156,203,182,140,70,40,561,703,740,53,1,351,0,43,76,872,392
542,63,87,78,70,72,68,54,40,10,297,245,373,15,0,48,0,96,10,374,168
2342,284,327,275,342,330,343,255,141,45,1091,1251,1381,435,12,227,6,194,87,1489,853
1341,141,171,134,177,188,216,183,87,44,657,684,1039,73,2,170,2,34,21,1264,77
3734,429,467,391,469,540,603,429,289,117,1769,1965,2637,82,1,782,0,41,191,3627,107
2207,286,303,230,286,307,310,251,182,52,1018,1189,1328,114,4,496,1,176,88,1910,297
1838,243,252,228,250,251,264,203,110,37,889,949,719,220,2,593,1,123,180,1558,280
3270,410,416,349,442,454,494,387,232,86,1620,1650,2035,261,2,736,4,71,161,2933,337
1322,154,189,177,203,191,178,136,68,26,613,709,750,182,8,318,0,53,11,793,529
2159,281,300,268,307,327,296,211,138,31,833,1326,927,521,4,460,0,170,77,1588,571
2137,214,250,214,321,314,337,274,154,59,1130,1007,1073,297,0,746,0,19,2,2046,91
1843,228,236,174,245,225,289,237,138,71,933,910,1411,38,0,268,0,10,116,1753,90
2642,342,288,260,321,359,430,338,219,85,1346,1296,1968,103,5,479,0,5,82,2579,63
269,42,36,27,40,37,34,25,23,5,156,113,70,73,0,47,0,26,53,214,55
1006,116,118,117,120,144,155,128,71,37,480,526,796,81,0,96,0,8,25,917,89
390,42,64,49,43,54,58,50,21,9,179,211,205,12,0,117,1,37,18,346,44
3271,451,433,388,459,459,449,373,185,74,1692,1579,1983,154,11,621,4,365,133,2196,1075
2708,321,329,286,340,383,412,358,191,88,1309,1399,2289,51,4,126,1,50,187,2303,405
1684,246,246,203,264,232,224,159,86,24,737,947,824,399,5,106,2,230,118,948,736
867,117,131,93,101,122,120,96,61,26,403,464,514,68,1,128,2,93,61,737,130
1505,198,200,157,185,217,229,181,93,45,875,630,777,71,4,518,1,43,91,1282,223
1045,124,120,106,146,153,150,141,71,34,555,490,604,104,0,324,0,2,11,1031,14
1271,129,162,128,195,217,198,130,81,31,654,617,404,199,1,526,1,104,36,1178,93
2403,314,324,269,331,352,339,257,159,58,1215,1188,1478,292,3,299,0,148,183,1800,603
1698,219,229,165,228,273,228,210,106,40,809,889,908,87,0,555,0,46,102,1504,194
2398,292,301,256,336,366,349,304,133,61,1182,1216,1080,34,7,1098,0,20,159,2298,100
579,87,75,51,73,69,82,75,44,23,345,234,405,0,0,108,0,0,66,579,0
1962,237,251,248,276,284,286,224,115,41,890,1072,1156,183,2,437,2,54,128,1374,588
1666,210,229,186,242,229,252,184,87,47,757,909,827,469,2,182,1,85,100,1305,361
1593,197,214,174,240,226,258,172,84,28,741,852,556,470,21,357,2,65,122,1276,317
3129,387,429,372,450,445,454,365,153,74,1572,1557,1462,396,15,867,2,226,161,2361,768
3622,452,467,393,514,540,559,427,200,70,2080,1542,1863,236,4,1143,2,101,273,3054,568
1851,208,213,209,273,274,267,227,127,53,846,1005,1010,300,4,428,6,35,68,1786,65
418,51,55,46,48,67,62,51,29,9,182,236,280,79,0,28,0,1,30,403,15
1147,134,143,107,146,170,165,159,91,32,594,553,734,167,0,201,2,9,34,1094,53
2709,340,334,248,334,399,428,364,171,91,1325,1384,1958,135,4,471,3,49,89,2510,199
828,86,111,80,97,115,131,114,68,26,399,429,695,0,0,117,0,0,16,805,23
1665,220,226,175,245,219,223,194,112,51,890,775,788,289,1,347,4,164,72,1453,212
2224,288,319,240,321,309,327,234,140,46,1190,1034,1297,365,14,334,0,112,102,1547,677
1279,174,176,164,174,203,160,146,65,17,681,598,749,53,2,160,4,281,30,643,636
1340,180,178,145,183,162,185,176,93,38,581,759,764,297,0,136,1,18,124,1232,108
1054,115,127,98,140,149,170,127,85,43,494,560,900,75,0,79,0,0,0,1018,36
2389,312,325,232,297,302,346,330,174,71,1189,1200,1963,123,6,211,0,7,79,2145,244
2292,264,292,219,282,310,402,280,181,62,1140,1152,1926,21,0,261,0,11,73,2105,187
781,88,107,92,93,125,112,96,49,19,357,424,310,72,4,339,1,2,53,781,0
3507,513,513,389,463,460,479,415,203,72,1784,1723,1994,772,3,175,2,88,473,3061,446
1115,156,126,115,147,158,179,123,83,28,644,471,555,65,0,481,0,2,12,1095,20
1580,226,212,155,203,217,226,192,106,43,755,825,962,160,7,267,1,36,147,1391,189
1153,159,166,121,164,174,161,122,64,22,550,603,486,140,26,370,1,25,105,1047,106
1424,185,183,134,171,197,234,195,83,42,692,732,1149,33,2,179,1,17,43,1331,93
2259,249,280,240,286,317,356,308,165,58,1145,1114,1887,163,0,147,0,4,58,1966,293
1491,189,190,140,212,206,248,165,105,36,715,776,1003,120,0,185,1,107,75,1209,282
1176,177,169,175,173,172,149,105,41,15,487,689,545,21,0,71,2,334,203,372,804
752,90,82,75,99,103,100,118,56,29,381,371,499,142,1,78,0,16,16,680,72
1749,207,220,201,292,231,247,212,104,35,832,917,533,909,3,144,14,28,118,1697,52
1301,161,158,129,170,175,219,157,107,25,689,612,827,32,0,410,0,5,27,1268,33
2356,272,299,280,365,324,340,295,137,44,1236,1120,1131,740,3,285,2,119,76,1810,546
1568,205,198,154,214,204,261,200,87,45,862,706,1091,71,2,277,0,18,109,1433,135
2676,300,351,304,378,408,381,302,188,64,1287,1389,1346,208,1,926,0,81,114,2250,426
2516,301,338,268,315,373,373,318,151,79,1230,1286,1630,24,1,680,0,51,130,2278,238
1908,251,253,178,238,256,304,229,146,53,945,963,1493,31,2,158,0,59,165,1679,229
1571,201,187,168,209,248,233,211,83,31,815,756,775,329,1,381,0,23,62,1459,112
1257,144,160,103,170,184,190,158,105,43,642,615,976,1,0,252,0,22,6,1101,156
2080,256,286,240,309,283,311,234,129,32,1047,1033,1319,285,9,277,2,96,92,1601,479
2454,302,321,268,332,411,345,285,145,45,1327,1127,1012,170,5,1013,3,138,113,2214,240
711,78,95,79,112,96,99,80,55,17,330,381,448,29,0,133,0,84,17,581,130
2763,333,374,275,338,359,456,356,195,77,1368,1395,1991,128,2,540,3,61,38,2233,530
2358,289,314,269,358,308,335,280,158,47,1113,1245,1097,547,0,393,2,32,287,2172,186
4238,538,528,489,605,645,570,504,257,102,2123,2115,2371,601,8,748,7,341,162,3254,984
3600,419,470,404,531,546,517,392,233,88,1786,1814,1789,140,5,1417,3,127,119,2967,633
1418,179,184,161,207,194,216,170,83,24,591,827,881,91,2,267,5,52,120,986,432
2569,297,334,243,331,375,382,334,192,81,1341,1228,1890,3,1,497,0,48,130,2353,216
1886,204,237,178,246,281,295,243,149,53,894,992,1581,11,0,276,0,4,14,1858,28
1969,225,271,199,247,263,326,261,127,50,981,988,1428,46,0,386,0,16,93,1811,158
550,75,74,53,70,73,85,72,28,20,290,260,403,29,0,56,0,2,60,524,26
1294,158,189,105,180,176,181,184,89,32,582,712,959,8,0,196,0,14,117,1171,123
1081,150,152,121,131,161,138,132,77,19,461,620,771,40,1,111,0,103,55,790,291
863,108,98,97,117,119,133,106,61,24,433,430,527,57,0,173,0,47,59,672,191
1257,154,156,119,171,163,185,182,82,45,577,680,1145,13,0,45,0,0,54,1191,66
1647,200,193,163,249,208,270,216,106,42,800,847,962,93,0,452,1,22,117,1520,127
2218,302,310,288,313,315,304,207,134,45,945,1273,1204,129,6,444,2,340,93,1308,910
3044,321,351,313,409,415,483,429,236,87,1472,1572,2464,164,5,363,1,36,11,2500,544
967,95,113,96,131,140,154,128,71,39,478,489,834,14,0,119,0,0,0,927,40
1396,207,192,181,204,208,162,150,65,27,719,677,535,115,1,310,1,310,124,883,513
903,113,124,83,120,117,131,106,85,24,410,493,598,103,0,152,0,0,50,903,0
1849,236,249,169,230,261,274,252,131,47,892,957,1392,52,1,265,0,28,111,1779,70
2057,231,260,204,231,274,356,278,158,65,1010,1047,1836,65,0,73,0,8,75,1987,70
2432,300,315,275,358,374,340,280,147,43,1123,1309,1103,563,7,527,0,153,79,1924,508
2619,352,355,292,382,349,390,294,144,61,1293,1326,1306,145,17,700,10,326,115,1708,911
2009,235,248,190,252,278,294,315,138,59,943,1066,1729,2,0,165,0,4,109,1961,48
1005,129,138,109,125,143,137,120,71,33,542,463,769,9,1,135,0,16,75,867,138
1617,213,235,150,203,235,248,199,91,43,780,837,1020,87,2,341,2,95,70,1419,198
1776,210,223,194,244,266,243,245,103,48,876,900,941,473,1,254,0,40,67,1567,209
874,109,117,114,119,112,131,94,60,18,542,332,536,42,0,91,0,130,75,655,219
1975,260,263,209,266,256,286,258,125,52,1017,958,1272,467,0,62,1,46,127,1774,201
1029,117,130,101,138,148,158,142,73,22,485,544,797,117,0,70,0,44,1,874,155
2000,248,269,212,260,240,306,272,147,46,912,1088,1351,73,5,421,0,44,106,1852,148
2155,274,301,227,268,295,309,255,160,66,1094,1061,1461,262,2,263,1,47,119,1829,326
1043,115,139,109,151,128,149,149,70,33,502,541,703,44,0,229,1,41,25,975,68
3457,432,440,362,460,499,524,437,198,105,1649,1808,1682,171,3,1378,3,46,174,3308,149
3075,356,392,297,395,438,481,405,230,81,1560,1515,2252,141,0,539,0,27,116,2829,246
2287,289,303,248,316,314,359,263,143,52,1123,1164,1424,110,2,408,1,119,223,1705,582
3962,457,506,386,590,563,618,493,240,109,1899,2063,1929,625,3,1183,5,63,154,3686,276
1535,167,222,170,195,231,241,172,101,36,709,826,1047,134,3,284,1,36,30,1383,152
1129,130,137,119,136,133,184,165,98,27,529,600,1038,35,0,10,0,0,46,1074,55
1868,211,230,202,225,253,277,255,149,66,923,945,1337,55,3,419,0,26,28,1757,111
1771,185,207,174,223,266,262,237,159,58,896,875,1471,0,0,264,0,1,35,1716,55
1342,180,160,134,181,193,196,173,92,33,739,603,1064,19,2,108,0,49,100,1159,183
2477,313,312,277,322,308,361,312,198,74,1174,1303,1891,104,9,257,0,88,128,2226,251
550,62,68,49,67,77,89,74,40,24,201,349,497,12,0,17,0,0,24,522,28
1825,232,237,170,244,254,267,236,131,54,833,992,1215,140,1,392,1,28,48,1654,171
805,95,99,88,114,104,127,102,48,28,411,394,654,54,0,43,0,35,19,729,76
3103,388,398,293,381,478,495,361,212,97,1521,1582,2070,14,2,787,1,77,152,2542,561
3016,353,335,315,388,433,486,377,232,97,1565,1451,2198,94,1,609,0,36,78,2792,224
1108,112,132,116,156,157,179,140,81,35,532,576,684,44,3,341,0,27,9,979,129
1641,201,217,171,206,202,262,215,123,44,777,864,1361,26,0,191,0,1,62,1445,196
1516,179,219,168,202,210,208,183,114,33,710,806,1018,57,0,372,3,15,51,1399,117
3582,435,484,427,458,515,514,442,202,105,2003,1579,2554,288,3,380,1,228,128,2671,911
1797,209,208,183,221,268,274,241,148,45,932,865,1626,0,0,121,0,1,49,1678,119
5,1,0,1,1,1,0,1,0,0,0,5,5,0,0,0,0,0,0,4,1
964,156,127,149,153,142,106,77,43,11,548,416,457,42,2,65,2,376,20,358,606
992,118,110,84,112,131,166,158,79,34,486,506,949,18,0,16,0,8,1,944,48
4220,546,592,475,584,566,597,501,262,97,1987,2233,2604,445,6,614,6,365,180,3105,1115
796,96,92,89,97,125,129,94,55,19,337,459,606,28,7,88,0,38,29,723,73
1347,151,170,148,174,200,188,178,97,41,728,619,1008,76,0,178,0,29,56,1152,195
2096,247,267,198,278,274,341,270,163,58,921,1175,1596,96,1,249,1,43,110,1815,281
1902,265,275,215,262,244,246,214,118,63,1130,772,822,395,0,404,1,77,203,1678,224
1393,146,188,134,203,182,213,172,111,44,652,741,1152,20,0,186,0,4,31,1182,211
2751,339,346,279,342,421,413,381,168,62,1266,1485,1485,343,1,764,1,55,102,2681,70
2266,269,301,212,289,309,348,289,173,76,1183,1083,1629,21,1,478,0,6,131,2215,51
1745,183,260,176,209,202,278,240,132,65,834,911,1662,0,0,34,0,0,49,1745,0
1912,235,277,200,262,270,276,231,124,37,925,987,1020,103,3,617,1,62,106,1642,270
2066,233,254,226,302,254,317,275,149,56,1062,1004,1828,100,0,72,0,52,14,1680,386
1147,133,135,128,141,141,197,164,76,32,575,572,961,97,0,74,0,5,10,1094,53
1695,205,209,179,231,229,251,228,117,46,1016,679,1144,115,1,336,8,11,80,1626,69
870,98,114,74,108,122,157,106,59,32,419,451,759,15,3,63,1,21,8,826,44
761,101,98,87,100,93,111,101,56,14,401,360,480,1,0,162,0,19,99,596,165
2586,355,291,271,355,370,371,314,179,80,1263,1323,1971,133,0,277,1,29,175,2402,184
2834,364,387,330,394,414,383,325,182,55,1634,1200,1518,134,11,838,4,233,96,2142,692
1119,111,133,153,142,160,194,143,69,14,609,510,778,37,1,231,0,52,20,880,239
1331,167,165,122,183,168,211,192,95,28,694,637,1154,31,0,76,5,11,54,1260,71
1335,164,184,142,173,172,202,166,103,29,628,707,1147,29,0,117,0,20,22,1155,180
1418,144,160,147,158,211,236,208,114,40,638,780,1206,16,0,163,0,25,8,1393,25
2253,295,282,203,270,314,345,303,175,66,1111,1142,1893,99,0,196,0,1,64,2177,76
915,94,121,90,111,122,162,111,73,31,510,405,786,0,0,129,0,0,0,915,0
2186,251,266,221,260,312,364,292,160,60,1119,1067,1563,54,4,423,0,31,111,2142,44
2319,273,307,267,304,323,314,311,151,69,1126,1193,1429,142,0,619,1,49,79,2075,244
1799,217,207,181,242,278,284,223,124,43,848,951,907,310,1,439,1,15,126,1739,60
1300,161,150,148,194,143,203,164,105,32,508,792,773,395,0,89,0,22,21,1178,122
2066,239,282,204,282,309,303,253,133,61,1094,972,967,266,3,690,0,40,100,1982,84
1521,192,181,165,217,213,231,177,108,37,848,673,948,83,1,342,0,39,108,1283,238
839,101,111,96,107,103,124,115,63,19,422,417,527,228,0,1,0,5,78,784,55
2504,360,349,298,377,368,315,255,146,36,1395,1109,1247,296,9,437,4,351,160,1599,905
2384,284,331,254,317,342,343,297,164,52,1185,1199,1042,218,3,918,2,90,111,2012,372
2494,343,336,251,351,341,362,291,147,72,1191,1303,1354,510,0,317,2,163,148,1985,509
1956,219,261,176,252,277,311,252,159,49,1023,933,1285,143,1,458,2,8,59,1900,56
2374,271,340,240,367,378,321,277,135,45,1085,1289,992,305,5,871,8,56,137,2098,276
1776,238,222,186,231,239,256,231,139,34,1012,764,1250,176,6,175,4,54,111,1664,112
2710,398,357,297,377,375,421,299,135,51,1427,1283,1395,602,15,298,2,88,310,2130,580
2579,305,341,278,369,418,354,299,146,69,1283,1296,977,365,3,1062,0,35,137,2413,166
3106,365,416,309,396,447,468,394,234,77,1461,1645,1877,153,3,933,0,59,81,2835,271
1493,173,205,199,242,200,208,160,89,17,785,708,433,631,0,231,1,173,24,1061,432
877,104,113,86,104,111,147,121,66,25,396,481,761,78,0,22,0,10,6,840,37
1045,124,133,106,121,131,174,160,63,33,512,533,920,8,0,70,0,0,47,1015,30
2447,297,318,263,313,332,392,313,160,59,1129,1318,1725,416,4,218,2,63,19,2093,354
1576,185,194,163,226,212,236,205,116,39,825,751,1061,83,16,302,3,10,101,1527,49
1789,180,212,185,235,283,288,239,108,59,937,852,1278,25,3,443,1,30,9,1703,86
1527,188,207,151,199,199,232,200,110,41,614,913,905,241,2,264,1,29,85,1374,153
1908,207,240,167,248,277,302,281,134,52,1036,872,1609,122,0,87,2,39,49,1863,45
1483,183,198,167,206,212,189,194,102,32,665,818,1013,121,1,157,0,152,39,1049,434
1633,200,233,200,236,235,205,190,92,42,862,771,566,239,1,568,2,83,174,1398,235
1873,200,233,169,251,275,290,240,147,68,920,953,1228,148,0,426,0,8,63,1820,53
1795,257,210,172,229,248,260,245,129,45,997,798,1464,167,0,38,1,45,80,1661,134
2020,246,238,213,255,313,297,258,137,63,955,1065,1462,65,1,371,1,6,114,1927,93
2548,334,319,270,353,352,389,301,186,44,1214,1334,1503,246,12,436,4,203,144,2099,449
1983,273,275,247,255,281,286,215,119,32,1043,940,1055,181,7,276,3,387,74,1061,922
2210,274,271,228,250,302,370,300,155,60,1078,1132,1835,42,0,185,1,16,131,2111,99
799,102,122,68,93,75,138,101,75,25,350,449,655,12,0,132,0,0,0,778,21
2846,348,416,318,391,386,409,332,188,58,1446,1400,1848,165,2,462,1,269,99,2212,634
2245,253,292,229,271,332,357,298,160,53,1121,1124,1588,36,0,540,6,59,16,1936,309
1983,223,247,211,265,282,320,264,130,41,1056,927,1087,204,0,549,0,66,77,1780,203
2153,242,346,278,302,337,272,232,107,37,1069,1084,1356,227,1,338,0,210,21,1102,1051
1949,242,241,185,240,280,313,240,146,62,919,1030,991,109,0,726,0,32,91,1810,139
1005,117,140,122,144,167,146,105,45,19,471,534,427,30,2,213,1,310,22,611,394
1910,251,233,200,247,273,276,245,153,32,1005,905,1304,306,1,172,3,87,37,1615,295
2844,357,354,271,380,390,428,389,198,77,1432,1412,1917,376,2,390,2,50,107,2604,240
889,105,113,75,107,110,132,143,82,22,446,443,762,7,0,101,0,2,17,865,24
1306,181,173,149,180,189,191,143,76,24,676,630,904,33,1,214,0,129,25,842,464
3271,417,438,364,459,458,449,417,197,72,1769,1502,1939,576,8,375,5,186,182,2342,929
1792,208,220,184,243,265,266,223,134,49,875,917,1164,107,1,425,0,26,69,1701,91
2340,248,305,224,337,391,365,255,163,52,1142,1198,1014,3,0,1222,0,60,41,2241,99
2077,234,252,204,267,286,322,276,178,58,1019,1058,1732,2,0,241,0,17,85,1994,83
890,82,121,94,144,116,146,109,53,25,505,385,433,141,2,294,0,11,9,771,119
1381,180,183,139,184,188,204,164,101,38,693,688,719,101,1,482,0,15,63,1289,92
985,128,128,91,143,131,127,136,68,33,584,401,670,46,0,164,0,0,105,984,1
1515,190,220,145,222,209,227,187,84,31,723,792,771,595,5,42,0,36,66,1298,217
991,154,158,95,130,109,141,109,69,26,477,514,553,1,0,129,0,12,296,926,65
1778,234,229,152,210,240,285,225,145,58,780,998,1506,32,0,161,0,0,79,1740,38
1166,161,177,133,190,165,153,127,53,7,581,585,543,235,3,82,1,244,58,613,553
1434,159,175,123,175,174,258,205,119,46,780,654,1304,79,0,49,0,1,1,1351,83
1117,145,176,170,169,121,154,119,47,16,656,461,472,469,3,15,0,113,45,650,467
3938,447,517,473,553,534,570,498,270,76,2205,1733,2404,361,3,650,6,346,168,2923,1015
1507,192,230,129,195,242,224,173,83,39,721,786,710,12,1,633,0,6,145,1449,58
1916,237,267,166,230,295,297,249,135,40,810,1106,1343,55,6,379,3,54,76,1698,218
1792,210,227,155,229,253,285,248,131,54,950,842,1420,25,1,270,0,14,62,1742,50
3163,379,484,370,420,442,450,362,187,69,1826,1337,2081,172,10,441,9,308,142,2204,959
2771,312,351,277,331,375,417,388,234,86,1478,1293,2545,43,0,83,0,30,70,2583,188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,109,107,107,125,121,120,95,42,15,452,389,285,249,2,224,0,34,47,604,237
718,83,86,94,105,96,92,107,42,13,389,329,432,136,0,79,0,37,34,611,107
2202,274,302,205,306,319,327,268,143,58,997,1205,1375,238,2,363,1,56,167,1903,299
2943,398,424,317,414,390,417,342,182,59,1415,1528,2165,54,18,224,1,79,402,2176,767
1996,230,253,179,250,280,310,271,159,64,904,1092,1327,94,1,402,12,11,149,1954,42
2248,298,305,261,339,309,311,252,115,58,1132,1116,1321,462,3,238,2,148,74,1387,861
1522,176,190,136,180,206,255,205,125,49,732,790,1372,11,0,128,3,7,1,1412,110
1539,190,203,160,209,226,199,200,110,42,713,826,1231,70,0,139,0,41,58,1356,183
1425,169,167,169,222,206,205,167,90,30,686,739,500,165,2,682,3,39,34,1173,252
1604,195,179,153,213,226,239,224,132,43,809,795,1213,0,1,318,0,2,70,1412,192
2146,251,284,255,361,292,279,255,126,43,1033,1113,835,780,1,304,1,170,55,1862,284
604,59,73,67,83,92,89,88,35,18,295,309,420,65,0,119,0,0,0,604,0
2079,274,248,229,237,255,331,286,156,63,1003,1076,1742,85,2,116,1,16,117,1787,292
2127,233,279,225,295,329,308,263,141,54,911,1216,1188,65,2,663,1,148,60,1729,398
2182,273,277,209,287,283,334,290,158,71,1183,999,1805,11,4,246,0,1,115,2136,46
2057,289,263,207,279,317,287,236,124,55,1143,914,1070,107,18,635,2,52,173,1781,276
1566,197,198,162,225,203,221,210,105,45,745,821,904,216,1,264,1,132,48,1308,258
2214,273,309,234,353,345,325,218,115,42,1146,1068,774,483,2,647,1,222,85,1730,484
2109,245,278,217,264,308,309,292,143,53,993,1116,1597,70,1,287,2,109,43,1742,367
1191,132,155,113,146,180,177,157,86,45,554,637,952,11,0,197,0,0,31,1144,47
1505,181,208,122,206,212,217,209,107,43,788,717,668,130,0,566,0,11,130,1434,71
1975,245,247,189,252,253,319,265,143,62,905,1070,1684,52,0,160,0,0,79,1853,122
2388,308,320,234,322,331,379,283,158,53,1041,1347,1510,241,0,403,2,135,97,2151,237
1413,181,163,120,203,185,219,191,109,42,688,725,1046,5,0,327,0,0,35,1395,18
2316,275,314,213,298,308,400,266,165,77,1145,1171,1525,393,8,309,0,38,43,2149,167
998,121,153,127,145,137,124,122,56,13,484,514,455,295,0,52,0,151,45,766,232
367,43,44,29,43,54,66,46,24,18,163,204,287,1,0,73,0,5,1,302,65
2251,301,333,279,351,314,313,199,119,42,1142,1109,1335,202,12,236,4,362,100,1249,1002
1325,144,168,145,184,159,212,166,100,47,636,689,1005,42,0,227,0,0,51,1240,85
2305,276,307,217,284,353,347,302,158,61,1289,1016,1527,0,0,696,0,17,65,2225,80
2453,304,285,249,297,361,366,326,187,78,1272,1181,1636,183,8,447,0,47,132,2058,395
2592,329,351,256,345,381,382,318,167,63,1317,1275,1776,28,1,564,2,27,194,2451,141
1778,229,268,169,235,270,254,201,119,33,864,914,882,38,0,706,0,11,141,1706,72
1913,214,270,214,261,272,292,226,119,45,864,1049,810,351,4,632,0,59,57,1543,370
2255,265,289,240,310,352,335,277,132,55,1217,1038,1236,77,1,851,0,51,39,1986,269
2597,311,317,239,287,350,438,353,208,94,1252,1345,2175,64,0,284,0,1,73,2444,153
1424,154,162,139,169,188,224,188,135,65,698,726,1416,0,0,3,4,1,0,1395,29
1827,269,273,179,198,263,268,213,122,42,967,860,1246,80,1,188,0,23,289,1660,167
1254,144,146,115,160,171,201,172,99,46,550,704,1096,0,0,150,0,0,8,1166,88
1513,207,214,175,201,203,219,179,81,34,805,708,972,35,0,218,0,80,208,1139,374
2521,309,321,234,318,333,407,338,189,72,1239,1282,2076,0,0,314,0,34,97,2355,166
2244,300,313,235,313,315,302,305,124,37,983,1261,1496,89,0,269,2,218,170,1634,610
2164,250,238,223,300,306,327,298,157,65,960,1204,1201,485,0,449,1,0,28,2148,16
735,92,106,94,95,85,103,91,44,25,424,311,336,102,1,212,31,23,30,604,131
2685,321,365,279,421,382,394,306,167,50,1567,1118,1674,347,10,318,3,250,83,1908,777
1388,177,218,166,210,188,201,139,70,19,767,621,737,276,12,76,1,261,25,647,741
1898,203,227,186,219,258,304,274,155,72,943,955,1835,20,0,43,0,0,0,1842,56
3003,341,375,273,387,462,467,381,220,97,1536,1467,1907,62,0,994,1,8,31,2944,59
897,115,119,75,120,109,143,120,63,33,429,468,810,24,9,12,0,19,23,846,51
2419,284,304,227,312,343,396,319,166,68,1101,1318,1855,113,2,303,0,61,85,2349,70
2037,243,304,278,287,272,284,213,120,36,1018,1019,1008,284,4,296,1,375,69,1169,868
842,101,116,77,84,125,130,121,62,26,370,472,634,0,0,139,0,0,69,842,0
755,95,93,83,88,102,119,96,56,23,393,362,667,43,0,23,2,13,7,646,109
2368,307,309,263,354,349,320,285,130,51,1029,1339,1494,37,4,521,1,133,178,1697,671
2937,387,401,269,416,433,414,344,187,86,1538,1399,1671,155,6,847,1,124,133,2454,483
1558,177,187,165,209,236,245,194,99,46,642,916,565,279,0,660,2,42,10,1340,218
3268,367,401,325,459,472,521,408,215,100,1448,1820,1568,418,2,1101,1,40,138,3167,101
