"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96"
"59151161",595.00,95.00,20.00,40.00,30.00,410.00,35.00,40.00,45.00,35.00,30.00,35.00,50.00,55.00,55.00,45.00,95.00,30.00,30.00,20.00,10.00,5.00,5.00,0.00,0.00,0.00,41.70,100.00,16.00,68.90,16.00,0.80,280.00,45.00,10.00,10.00,15.00,195.00,15.00,20.00,15.00,20.00,15.00,15.00,25.00,25.00,20.00,25.00,40.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,41.00,100.00,16.10,69.60,14.30,1.80,320.00,55.00,15.00,25.00,15.00,215.00,15.00,15.00,30.00,10.00,15.00,20.00,25.00,35.00,30.00,20.00,55.00,10.00,20.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,42.30,100.00,17.20,67.20,17.20,1.60
"59151162",405.00,60.00,20.00,20.00,20.00,270.00,30.00,20.00,20.00,35.00,15.00,30.00,40.00,25.00,20.00,25.00,75.00,30.00,20.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,41.10,100.00,14.80,66.70,18.50,1.20,190.00,25.00,5.00,10.00,10.00,130.00,15.00,10.00,10.00,20.00,5.00,10.00,20.00,15.00,10.00,5.00,35.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,41.30,100.00,13.20,68.40,18.40,2.60,210.00,35.00,15.00,10.00,10.00,135.00,15.00,15.00,5.00,15.00,10.00,15.00,15.00,10.00,10.00,15.00,40.00,20.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,40.80,100.00,16.70,64.30,19.00,2.40
"59151163",710.00,105.00,35.00,35.00,30.00,510.00,55.00,60.00,60.00,45.00,40.00,30.00,50.00,70.00,55.00,50.00,100.00,40.00,20.00,25.00,5.00,5.00,5.00,0.00,0.00,0.00,40.00,100.00,14.80,71.80,14.10,0.70,360.00,55.00,15.00,20.00,20.00,255.00,30.00,35.00,25.00,25.00,25.00,10.00,25.00,25.00,25.00,30.00,45.00,20.00,15.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,38.70,100.00,15.30,70.80,12.50,1.40,350.00,45.00,20.00,15.00,10.00,255.00,20.00,25.00,30.00,20.00,20.00,20.00,20.00,40.00,30.00,25.00,50.00,20.00,10.00,15.00,0.00,5.00,0.00,5.00,0.00,0.00,41.30,100.00,12.90,72.90,14.30,1.40
"59151164",840.00,145.00,45.00,40.00,55.00,580.00,60.00,60.00,40.00,45.00,60.00,65.00,65.00,65.00,60.00,60.00,115.00,45.00,20.00,25.00,20.00,15.00,10.00,5.00,0.00,0.00,39.90,100.00,17.30,69.00,13.70,1.80,430.00,80.00,25.00,25.00,35.00,285.00,30.00,30.00,30.00,25.00,30.00,25.00,35.00,35.00,35.00,25.00,60.00,20.00,5.00,10.00,5.00,10.00,10.00,0.00,0.00,0.00,39.10,100.00,18.60,66.30,14.00,2.30,415.00,65.00,20.00,20.00,25.00,295.00,30.00,35.00,15.00,20.00,25.00,45.00,30.00,35.00,25.00,35.00,60.00,20.00,10.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,40.70,100.00,15.70,71.10,14.50,1.20
"59151165",375.00,70.00,25.00,20.00,20.00,240.00,20.00,20.00,25.00,30.00,25.00,30.00,30.00,20.00,15.00,20.00,60.00,25.00,20.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,39.40,100.00,18.70,64.00,16.00,0.00,190.00,35.00,10.00,10.00,10.00,120.00,10.00,10.00,15.00,15.00,10.00,10.00,15.00,10.00,10.00,10.00,35.00,15.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,40.10,100.00,18.40,63.20,18.40,0.00,185.00,35.00,20.00,5.00,5.00,125.00,10.00,10.00,15.00,20.00,10.00,20.00,15.00,10.00,5.00,15.00,25.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.60,100.00,18.90,67.60,13.50,0.00
"59151166",355.00,50.00,15.00,20.00,15.00,240.00,20.00,35.00,25.00,20.00,20.00,20.00,25.00,30.00,30.00,20.00,65.00,15.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,41.20,100.00,14.10,67.60,18.30,0.00,180.00,25.00,10.00,15.00,5.00,125.00,5.00,20.00,20.00,10.00,10.00,5.00,15.00,15.00,15.00,10.00,35.00,10.00,10.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,41.80,100.00,13.90,69.40,19.40,0.00,175.00,25.00,5.00,5.00,10.00,120.00,10.00,15.00,10.00,10.00,5.00,15.00,10.00,15.00,10.00,5.00,30.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,40.60,100.00,14.30,68.60,17.10,0.00
"59151167",785.00,130.00,60.00,30.00,35.00,530.00,55.00,40.00,35.00,70.00,75.00,50.00,45.00,65.00,50.00,45.00,135.00,50.00,30.00,25.00,15.00,10.00,10.00,0.00,0.00,0.00,40.30,100.00,16.60,67.50,17.20,1.30,385.00,60.00,20.00,20.00,20.00,260.00,25.00,25.00,15.00,30.00,35.00,25.00,20.00,30.00,25.00,20.00,70.00,30.00,15.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,40.80,100.00,15.60,67.50,18.20,1.30,405.00,70.00,35.00,15.00,20.00,270.00,25.00,20.00,25.00,35.00,40.00,20.00,25.00,35.00,25.00,25.00,65.00,20.00,15.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,39.80,100.00,17.30,66.70,16.00,1.20
"59151168",440.00,60.00,20.00,10.00,30.00,320.00,45.00,40.00,20.00,20.00,25.00,20.00,40.00,55.00,30.00,25.00,65.00,25.00,20.00,5.00,10.00,10.00,10.00,0.00,0.00,0.00,40.60,100.00,13.60,72.70,14.80,2.30,220.00,25.00,5.00,5.00,15.00,165.00,30.00,20.00,15.00,15.00,10.00,10.00,20.00,25.00,15.00,15.00,30.00,15.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,39.70,100.00,11.40,75.00,13.60,0.00,220.00,30.00,10.00,5.00,15.00,155.00,20.00,20.00,5.00,5.00,15.00,15.00,20.00,30.00,15.00,10.00,30.00,10.00,10.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,41.40,100.00,13.60,70.50,13.60,2.30
"59151169",880.00,100.00,30.00,35.00,40.00,660.00,40.00,60.00,80.00,90.00,60.00,50.00,70.00,65.00,75.00,70.00,125.00,45.00,40.00,15.00,15.00,10.00,5.00,0.00,0.00,0.00,41.80,100.00,11.40,75.00,14.20,1.10,455.00,55.00,20.00,20.00,20.00,330.00,10.00,40.00,45.00,45.00,35.00,20.00,35.00,35.00,35.00,25.00,70.00,25.00,25.00,10.00,10.00,5.00,0.00,0.00,5.00,0.00,40.90,100.00,12.10,72.50,15.40,1.10,430.00,40.00,10.00,10.00,20.00,330.00,20.00,20.00,35.00,45.00,25.00,30.00,45.00,30.00,40.00,40.00,55.00,20.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,42.80,100.00,9.30,76.70,12.80,1.20
"59151170",565.00,90.00,25.00,30.00,35.00,400.00,35.00,50.00,40.00,40.00,30.00,35.00,50.00,55.00,40.00,25.00,75.00,25.00,10.00,20.00,5.00,5.00,5.00,0.00,0.00,0.00,39.10,100.00,15.90,70.80,13.30,0.90,275.00,55.00,15.00,25.00,15.00,190.00,15.00,20.00,20.00,25.00,10.00,15.00,25.00,30.00,20.00,15.00,35.00,15.00,5.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,38.50,100.00,20.00,69.10,12.70,0.00,285.00,35.00,10.00,10.00,20.00,210.00,25.00,30.00,20.00,20.00,20.00,20.00,20.00,25.00,25.00,10.00,40.00,10.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,39.60,100.00,12.30,73.70,14.00,0.00
"59151171",325.00,45.00,10.00,15.00,20.00,225.00,20.00,30.00,15.00,15.00,20.00,20.00,20.00,30.00,25.00,25.00,55.00,20.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,41.80,100.00,13.80,69.20,16.90,1.50,180.00,30.00,5.00,10.00,15.00,115.00,15.00,20.00,10.00,10.00,15.00,5.00,5.00,10.00,20.00,10.00,35.00,10.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,40.40,100.00,16.70,63.90,19.40,0.00,145.00,15.00,0.00,10.00,5.00,110.00,10.00,10.00,5.00,10.00,10.00,15.00,10.00,20.00,5.00,15.00,20.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,43.40,100.00,10.30,75.90,13.80,0.00
"59151172",495.00,80.00,15.00,25.00,45.00,330.00,35.00,35.00,20.00,30.00,30.00,30.00,45.00,45.00,25.00,40.00,85.00,20.00,20.00,20.00,10.00,15.00,10.00,0.00,0.00,0.00,41.50,100.00,16.20,66.70,17.20,3.00,245.00,45.00,10.00,10.00,25.00,155.00,20.00,15.00,15.00,15.00,15.00,10.00,25.00,25.00,10.00,15.00,40.00,10.00,10.00,5.00,5.00,10.00,10.00,0.00,0.00,0.00,40.50,100.00,18.40,63.30,16.30,4.10,250.00,35.00,5.00,10.00,20.00,170.00,15.00,20.00,10.00,15.00,15.00,20.00,20.00,20.00,15.00,20.00,40.00,10.00,10.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,42.50,100.00,14.00,68.00,16.00,2.00
"59151173",1385.00,210.00,65.00,70.00,70.00,965.00,70.00,75.00,85.00,90.00,90.00,85.00,110.00,145.00,115.00,105.00,210.00,85.00,55.00,30.00,20.00,20.00,15.00,5.00,0.00,0.00,41.90,100.00,15.20,69.70,15.20,1.40,660.00,115.00,30.00,40.00,45.00,455.00,35.00,35.00,45.00,40.00,40.00,45.00,45.00,75.00,55.00,45.00,95.00,40.00,25.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,40.60,100.00,17.40,68.90,14.40,0.80,725.00,95.00,35.00,30.00,30.00,515.00,40.00,40.00,35.00,45.00,55.00,45.00,55.00,65.00,65.00,65.00,115.00,45.00,30.00,15.00,10.00,10.00,10.00,5.00,0.00,0.00,43.20,100.00,13.10,71.00,15.90,1.40
"59151174",705.00,95.00,30.00,30.00,35.00,490.00,40.00,50.00,55.00,25.00,40.00,50.00,40.00,75.00,55.00,50.00,115.00,30.00,40.00,30.00,10.00,10.00,10.00,0.00,0.00,0.00,42.20,100.00,13.50,69.50,16.30,1.40,335.00,55.00,20.00,15.00,15.00,230.00,25.00,20.00,30.00,15.00,20.00,25.00,20.00,35.00,30.00,25.00,55.00,15.00,20.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,41.40,100.00,16.40,68.70,16.40,1.50,360.00,45.00,15.00,15.00,15.00,260.00,15.00,30.00,30.00,15.00,25.00,30.00,25.00,40.00,30.00,25.00,60.00,15.00,20.00,15.00,10.00,0.00,5.00,0.00,0.00,0.00,43.00,100.00,12.50,72.20,16.70,0.00
"59151175",605.00,70.00,25.00,15.00,25.00,440.00,45.00,50.00,45.00,35.00,30.00,25.00,55.00,45.00,60.00,55.00,95.00,35.00,30.00,10.00,10.00,10.00,5.00,0.00,0.00,0.00,42.30,100.00,11.60,72.70,15.70,1.70,295.00,35.00,10.00,10.00,15.00,215.00,20.00,25.00,25.00,15.00,10.00,10.00,30.00,20.00,30.00,25.00,40.00,15.00,15.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,41.00,100.00,11.90,72.90,13.60,1.70,310.00,30.00,10.00,5.00,10.00,225.00,25.00,20.00,20.00,15.00,15.00,15.00,25.00,25.00,30.00,25.00,55.00,20.00,15.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,43.60,100.00,9.70,72.60,17.70,1.60
"59151176",245.00,25.00,15.00,5.00,5.00,185.00,15.00,10.00,10.00,15.00,20.00,20.00,15.00,20.00,25.00,30.00,40.00,20.00,10.00,5.00,5.00,5.00,0.00,5.00,0.00,0.00,44.40,100.00,10.20,75.50,16.30,2.00,125.00,20.00,15.00,5.00,0.00,90.00,5.00,10.00,10.00,10.00,10.00,10.00,5.00,10.00,10.00,10.00,15.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,41.80,100.00,16.00,72.00,12.00,4.00,120.00,5.00,0.00,0.00,5.00,95.00,5.00,5.00,0.00,10.00,10.00,10.00,10.00,10.00,15.00,15.00,20.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,100.00,4.20,79.20,16.70,0.00
"59151177",660.00,115.00,35.00,40.00,35.00,460.00,40.00,60.00,30.00,45.00,40.00,40.00,60.00,60.00,45.00,45.00,85.00,25.00,20.00,10.00,15.00,5.00,5.00,0.00,5.00,0.00,39.10,100.00,17.40,69.70,12.90,0.80,305.00,45.00,20.00,20.00,10.00,220.00,15.00,35.00,15.00,20.00,15.00,20.00,25.00,30.00,25.00,20.00,35.00,10.00,10.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,39.90,100.00,14.80,72.10,11.50,0.00,355.00,65.00,20.00,25.00,25.00,240.00,25.00,25.00,20.00,25.00,25.00,20.00,35.00,30.00,20.00,20.00,45.00,20.00,10.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,38.40,100.00,18.30,67.60,12.70,1.40
"59151178",595.00,90.00,35.00,30.00,25.00,420.00,35.00,45.00,55.00,50.00,35.00,35.00,45.00,50.00,45.00,35.00,90.00,25.00,20.00,25.00,10.00,15.00,10.00,5.00,0.00,0.00,40.80,100.00,15.10,70.60,15.10,2.50,315.00,55.00,20.00,20.00,15.00,215.00,15.00,25.00,25.00,30.00,15.00,15.00,20.00,25.00,20.00,20.00,45.00,10.00,10.00,10.00,5.00,10.00,10.00,5.00,0.00,0.00,39.10,100.00,17.50,68.30,14.30,3.20,280.00,30.00,15.00,5.00,5.00,205.00,15.00,20.00,25.00,20.00,15.00,15.00,25.00,25.00,25.00,20.00,45.00,15.00,15.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,42.70,100.00,10.70,73.20,16.10,1.80
"59151179",705.00,85.00,15.00,40.00,30.00,495.00,45.00,55.00,45.00,30.00,30.00,35.00,50.00,60.00,75.00,65.00,125.00,50.00,25.00,25.00,15.00,5.00,5.00,0.00,0.00,0.00,43.80,100.00,12.10,70.20,17.70,0.70,355.00,45.00,5.00,20.00,20.00,250.00,20.00,35.00,20.00,15.00,15.00,20.00,25.00,30.00,35.00,35.00,65.00,25.00,15.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,43.30,100.00,12.70,70.40,18.30,1.40,350.00,40.00,10.00,20.00,10.00,250.00,25.00,20.00,25.00,15.00,15.00,25.00,30.00,30.00,40.00,30.00,60.00,25.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,44.40,100.00,11.40,71.40,17.10,0.00
"59151180",480.00,90.00,30.00,35.00,30.00,310.00,25.00,25.00,20.00,25.00,25.00,35.00,40.00,45.00,30.00,30.00,80.00,40.00,20.00,15.00,5.00,0.00,5.00,5.00,0.00,0.00,40.80,100.00,18.80,64.60,16.70,0.00,240.00,50.00,15.00,15.00,15.00,155.00,15.00,20.00,10.00,10.00,15.00,20.00,20.00,25.00,15.00,10.00,35.00,15.00,10.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,39.20,100.00,20.80,64.60,14.60,2.10,240.00,45.00,15.00,20.00,15.00,155.00,10.00,5.00,10.00,15.00,10.00,20.00,20.00,20.00,20.00,20.00,40.00,20.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,42.40,100.00,18.80,64.60,16.70,0.00
"59151182",630.00,80.00,25.00,40.00,20.00,425.00,35.00,40.00,40.00,40.00,40.00,40.00,55.00,40.00,50.00,50.00,125.00,50.00,35.00,15.00,20.00,5.00,10.00,0.00,0.00,0.00,43.40,100.00,12.70,67.50,19.80,0.80,320.00,40.00,15.00,15.00,10.00,220.00,20.00,20.00,20.00,15.00,20.00,15.00,35.00,20.00,20.00,25.00,65.00,20.00,25.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,43.40,100.00,12.50,68.80,20.30,1.60,305.00,45.00,10.00,20.00,10.00,205.00,10.00,20.00,20.00,25.00,15.00,25.00,15.00,20.00,30.00,25.00,55.00,30.00,15.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,43.40,100.00,14.80,67.20,18.00,0.00
"59151195",1145.00,165.00,35.00,55.00,80.00,815.00,90.00,85.00,70.00,70.00,80.00,60.00,80.00,105.00,100.00,70.00,160.00,55.00,45.00,25.00,25.00,20.00,15.00,0.00,0.00,0.00,40.50,100.00,14.40,71.20,14.00,1.70,550.00,75.00,15.00,20.00,40.00,395.00,50.00,45.00,35.00,30.00,40.00,25.00,35.00,50.00,50.00,40.00,75.00,30.00,20.00,10.00,15.00,5.00,5.00,5.00,0.00,0.00,40.50,100.00,13.60,71.80,13.60,0.90,590.00,95.00,20.00,35.00,40.00,415.00,45.00,45.00,35.00,35.00,40.00,35.00,45.00,55.00,55.00,30.00,80.00,25.00,20.00,15.00,5.00,10.00,10.00,0.00,0.00,0.00,40.40,100.00,16.10,70.30,13.60,1.70
"59151196",525.00,70.00,25.00,25.00,20.00,375.00,30.00,45.00,40.00,30.00,30.00,30.00,30.00,45.00,50.00,40.00,75.00,30.00,15.00,10.00,15.00,5.00,5.00,0.00,0.00,0.00,41.40,100.00,13.30,71.40,14.30,1.00,265.00,40.00,20.00,15.00,10.00,190.00,10.00,25.00,25.00,10.00,15.00,15.00,15.00,20.00,25.00,25.00,40.00,15.00,5.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,40.50,100.00,15.10,71.70,15.10,0.00,260.00,35.00,5.00,15.00,10.00,190.00,15.00,20.00,15.00,15.00,15.00,15.00,15.00,25.00,25.00,20.00,40.00,15.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,42.30,100.00,13.50,73.10,15.40,0.00
"59151197",1350.00,150.00,55.00,35.00,50.00,1050.00,60.00,100.00,145.00,180.00,115.00,85.00,75.00,90.00,105.00,100.00,150.00,70.00,30.00,30.00,15.00,10.00,5.00,0.00,5.00,5.00,39.80,100.00,11.10,77.80,11.10,0.70,685.00,80.00,40.00,20.00,25.00,525.00,30.00,50.00,70.00,90.00,55.00,40.00,35.00,50.00,50.00,55.00,80.00,40.00,15.00,20.00,10.00,5.00,5.00,0.00,0.00,0.00,39.30,100.00,11.70,76.60,11.70,0.70,665.00,60.00,20.00,20.00,25.00,525.00,35.00,45.00,70.00,85.00,60.00,40.00,40.00,45.00,55.00,45.00,75.00,30.00,20.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,40.30,100.00,9.00,78.90,11.30,0.80
"59151198",500.00,50.00,15.00,15.00,20.00,395.00,20.00,45.00,65.00,45.00,30.00,40.00,30.00,40.00,40.00,20.00,60.00,15.00,15.00,10.00,10.00,5.00,10.00,0.00,0.00,0.00,40.00,100.00,10.00,79.00,12.00,1.00,275.00,20.00,5.00,10.00,5.00,230.00,15.00,30.00,45.00,25.00,20.00,20.00,15.00,20.00,25.00,10.00,25.00,5.00,5.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,39.40,100.00,7.30,83.60,9.10,1.80,225.00,25.00,10.00,5.00,10.00,165.00,15.00,20.00,25.00,20.00,10.00,20.00,15.00,15.00,15.00,5.00,35.00,10.00,10.00,0.00,10.00,5.00,5.00,0.00,0.00,0.00,40.70,100.00,11.10,73.30,15.60,2.20
"59151199",535.00,95.00,30.00,25.00,40.00,370.00,45.00,35.00,50.00,40.00,35.00,30.00,45.00,25.00,30.00,30.00,70.00,20.00,20.00,15.00,5.00,10.00,10.00,5.00,0.00,0.00,37.70,100.00,17.80,69.20,13.10,1.90,265.00,40.00,15.00,5.00,20.00,190.00,30.00,20.00,30.00,20.00,15.00,10.00,20.00,15.00,15.00,10.00,35.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,37.20,100.00,15.10,71.70,13.20,1.90,265.00,50.00,15.00,15.00,20.00,180.00,20.00,15.00,20.00,20.00,20.00,20.00,25.00,10.00,15.00,20.00,35.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,38.30,100.00,18.90,67.90,13.20,0.00
"59151200",500.00,95.00,30.00,20.00,40.00,335.00,35.00,30.00,35.00,35.00,45.00,40.00,40.00,40.00,25.00,15.00,75.00,25.00,20.00,10.00,10.00,5.00,5.00,5.00,0.00,0.00,38.20,100.00,19.00,67.00,15.00,1.00,240.00,35.00,15.00,5.00,15.00,165.00,20.00,10.00,20.00,15.00,25.00,15.00,25.00,20.00,10.00,5.00,40.00,15.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,39.30,100.00,14.60,68.80,16.70,0.00,255.00,60.00,15.00,15.00,25.00,170.00,15.00,20.00,10.00,20.00,20.00,25.00,20.00,20.00,15.00,10.00,35.00,10.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,37.10,100.00,23.50,66.70,13.70,2.00
"59151201",405.00,65.00,15.00,20.00,25.00,290.00,30.00,50.00,25.00,20.00,25.00,30.00,35.00,30.00,25.00,20.00,55.00,25.00,10.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,39.10,100.00,16.00,71.60,13.60,1.20,200.00,40.00,10.00,10.00,15.00,135.00,15.00,25.00,15.00,5.00,10.00,15.00,15.00,15.00,15.00,10.00,20.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,36.40,100.00,20.00,67.50,10.00,0.00,210.00,25.00,5.00,5.00,10.00,155.00,15.00,25.00,10.00,15.00,15.00,15.00,25.00,10.00,15.00,10.00,35.00,15.00,5.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,41.60,100.00,11.90,73.80,16.70,0.00
"59151202",445.00,75.00,15.00,20.00,35.00,310.00,45.00,30.00,30.00,25.00,40.00,45.00,25.00,30.00,25.00,15.00,70.00,25.00,15.00,10.00,15.00,5.00,0.00,0.00,0.00,0.00,38.30,100.00,16.90,69.70,15.70,1.10,240.00,40.00,10.00,10.00,20.00,165.00,30.00,15.00,20.00,10.00,20.00,15.00,15.00,25.00,10.00,5.00,30.00,10.00,10.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,36.30,100.00,16.70,68.80,12.50,2.10,210.00,35.00,5.00,15.00,15.00,140.00,10.00,15.00,10.00,10.00,20.00,25.00,10.00,10.00,10.00,15.00,35.00,15.00,0.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,40.60,100.00,16.70,66.70,16.70,0.00
"59151203",575.00,90.00,25.00,30.00,35.00,420.00,40.00,55.00,50.00,50.00,45.00,40.00,35.00,35.00,40.00,25.00,70.00,20.00,15.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,37.30,100.00,15.70,73.00,12.20,0.90,305.00,50.00,15.00,15.00,20.00,220.00,20.00,35.00,25.00,30.00,20.00,10.00,15.00,20.00,20.00,10.00,35.00,10.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,35.80,100.00,16.40,72.10,11.50,1.60,270.00,40.00,10.00,15.00,15.00,200.00,15.00,20.00,20.00,25.00,25.00,20.00,15.00,15.00,15.00,10.00,35.00,15.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,38.90,100.00,14.80,74.10,13.00,1.90
"59151204",640.00,115.00,45.00,35.00,35.00,440.00,40.00,60.00,55.00,50.00,50.00,45.00,45.00,40.00,35.00,30.00,80.00,25.00,20.00,20.00,15.00,10.00,5.00,0.00,0.00,0.00,37.10,100.00,18.00,68.80,12.50,1.60,330.00,70.00,25.00,25.00,25.00,230.00,20.00,35.00,30.00,25.00,25.00,25.00,15.00,20.00,15.00,15.00,30.00,15.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,5.00,34.40,100.00,21.20,69.70,9.10,1.50,305.00,45.00,15.00,10.00,20.00,215.00,25.00,20.00,20.00,25.00,25.00,20.00,30.00,20.00,15.00,10.00,50.00,15.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,39.90,100.00,14.80,70.50,16.40,1.60
"59151205",255.00,45.00,15.00,15.00,20.00,190.00,30.00,15.00,30.00,15.00,20.00,20.00,25.00,15.00,15.00,15.00,20.00,5.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,34.80,100.00,17.60,74.50,7.80,0.00,120.00,20.00,5.00,5.00,10.00,90.00,15.00,10.00,15.00,5.00,5.00,10.00,10.00,10.00,5.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.60,100.00,16.70,75.00,4.20,0.00,145.00,25.00,10.00,10.00,5.00,105.00,15.00,10.00,15.00,5.00,10.00,10.00,15.00,10.00,5.00,5.00,10.00,0.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,34.10,100.00,17.20,72.40,6.90,0.00
"59151206",690.00,110.00,30.00,40.00,35.00,485.00,55.00,75.00,55.00,30.00,50.00,40.00,60.00,50.00,45.00,30.00,100.00,20.00,25.00,20.00,20.00,10.00,0.00,5.00,0.00,0.00,38.80,100.00,15.90,70.30,14.50,1.40,345.00,55.00,15.00,20.00,20.00,245.00,30.00,40.00,35.00,15.00,20.00,10.00,25.00,25.00,20.00,20.00,50.00,10.00,10.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,38.50,100.00,15.90,71.00,14.50,1.40,345.00,55.00,20.00,20.00,20.00,240.00,25.00,35.00,20.00,15.00,25.00,25.00,25.00,20.00,25.00,15.00,50.00,15.00,15.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,39.00,100.00,15.90,69.60,14.50,1.40
"59151207",525.00,60.00,20.00,20.00,20.00,415.00,45.00,55.00,50.00,30.00,35.00,35.00,45.00,45.00,40.00,30.00,55.00,20.00,10.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,38.50,100.00,11.40,79.00,10.50,1.90,255.00,35.00,10.00,10.00,15.00,195.00,20.00,30.00,25.00,20.00,15.00,20.00,25.00,20.00,20.00,15.00,25.00,15.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,38.20,100.00,13.70,76.50,9.80,2.00,275.00,25.00,10.00,10.00,10.00,225.00,30.00,30.00,25.00,20.00,20.00,15.00,25.00,30.00,25.00,15.00,25.00,10.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,38.70,100.00,9.10,81.80,9.10,1.80
