"COL0","COL1","COL2","COL3"
"59150942",30.00,15.00,15.00
"59150945",55.00,20.00,40.00
"59150946",,,
"59150947",365.00,165.00,200.00
"59150948",120.00,45.00,75.00
"59150952",100.00,45.00,60.00
"59150953",70.00,20.00,50.00
"59150954",40.00,10.00,30.00
"59150955",70.00,35.00,40.00
"59150956",90.00,25.00,65.00
"59150957",65.00,20.00,45.00
"59150958",45.00,15.00,30.00
"59150959",45.00,15.00,25.00
"59150960",50.00,25.00,30.00
"59150961",50.00,25.00,30.00
"59150962",45.00,20.00,25.00
"59150963",50.00,25.00,25.00
"59150964",230.00,80.00,155.00
"59150965",60.00,30.00,35.00
"59150966",75.00,35.00,45.00
"59150967",95.00,45.00,50.00
"59150968",60.00,20.00,40.00
"59150969",70.00,30.00,45.00
"59150970",55.00,20.00,35.00
"59150971",65.00,35.00,30.00
"59150972",145.00,65.00,85.00
"59150973",105.00,50.00,55.00
"59150974",120.00,60.00,60.00
"59150975",200.00,85.00,120.00
"59150976",120.00,55.00,60.00
"59150977",155.00,75.00,85.00
"59150978",50.00,20.00,30.00
"59150979",55.00,30.00,25.00
"59150980",50.00,20.00,35.00
"59150981",35.00,15.00,25.00
"59150982",40.00,15.00,25.00
"59150983",85.00,30.00,55.00
"59150984",65.00,25.00,45.00
"59150985",70.00,25.00,50.00
"59150986",55.00,20.00,35.00
"59150987",180.00,60.00,120.00
"59150992",50.00,15.00,35.00
"59150993",105.00,35.00,65.00
"59150994",20.00,10.00,15.00
"59150995",410.00,195.00,210.00
"59150996",115.00,45.00,70.00
"59150997",25.00,15.00,15.00
"59150998",65.00,25.00,45.00
"59151002",125.00,60.00,65.00
"59151008",210.00,120.00,90.00
"59151013",140.00,65.00,75.00
"59151014",55.00,25.00,35.00
"59151015",65.00,25.00,40.00
"59151016",60.00,30.00,30.00
"59151017",55.00,25.00,25.00
"59151018",65.00,30.00,30.00
"59151019",40.00,15.00,20.00
"59151020",60.00,25.00,35.00
"59151022",50.00,20.00,30.00
"59151023",55.00,10.00,40.00
"59151024",50.00,15.00,30.00
"59151025",55.00,10.00,45.00
"59151026",150.00,40.00,105.00
"59151027",25.00,5.00,20.00
"59151028",35.00,10.00,25.00
"59151029",45.00,15.00,30.00
"59151030",140.00,60.00,75.00
"59151031",25.00,10.00,15.00
"59151032",20.00,10.00,5.00
"59151033",25.00,10.00,10.00
"59151034",30.00,15.00,20.00
"59151035",10.00,0.00,5.00
"59151036",25.00,15.00,15.00
"59151037",35.00,10.00,20.00
"59151038",40.00,5.00,35.00
"59151039",60.00,20.00,40.00
"59151040",60.00,20.00,40.00
"59151041",115.00,35.00,80.00
"59151042",160.00,85.00,75.00
"59151043",115.00,35.00,75.00
"59151044",40.00,15.00,25.00
"59151045",80.00,35.00,45.00
"59151046",55.00,20.00,30.00
"59151048",65.00,30.00,35.00
"59151049",115.00,50.00,60.00
"59151050",155.00,60.00,90.00
"59151051",95.00,20.00,75.00
"59151053",65.00,20.00,45.00
"59151057",375.00,140.00,235.00
"59151058",440.00,195.00,245.00
"59151059",40.00,10.00,30.00
"59151061",60.00,30.00,30.00
"59151062",55.00,25.00,35.00
"59151063",70.00,20.00,45.00
"59151064",60.00,30.00,30.00
"59151065",85.00,25.00,60.00
"59151066",50.00,20.00,30.00
"59151067",40.00,15.00,25.00
"59151068",35.00,20.00,20.00
"59151072",60.00,20.00,40.00
"59151073",45.00,20.00,30.00
"59151074",195.00,80.00,115.00
"59151075",50.00,20.00,30.00
"59151076",50.00,20.00,30.00
"59151077",50.00,25.00,25.00
"59151078",40.00,20.00,20.00
"59151079",65.00,30.00,30.00
"59151080",280.00,90.00,185.00
"59151081",130.00,30.00,100.00
"59151082",45.00,10.00,25.00
"59151083",50.00,25.00,30.00
"59151084",30.00,10.00,20.00
"59151085",50.00,20.00,30.00
"59151086",15.00,5.00,10.00
"59151087",50.00,25.00,20.00
"59151088",50.00,15.00,30.00
"59151089",40.00,20.00,25.00
"59151090",45.00,20.00,25.00
"59151091",150.00,60.00,85.00
"59151092",55.00,25.00,30.00
"59151093",45.00,15.00,30.00
"59151094",35.00,5.00,30.00
"59151095",45.00,25.00,25.00
"59151097",45.00,10.00,35.00
"59151098",85.00,40.00,50.00
"59151099",35.00,10.00,25.00
"59151100",20.00,5.00,15.00
"59151101",45.00,20.00,25.00
"59151102",135.00,50.00,80.00
"59151103",30.00,15.00,15.00
"59151104",25.00,10.00,20.00
"59151105",65.00,30.00,40.00
"59151106",20.00,0.00,15.00
"59151107",65.00,20.00,45.00
"59151108",80.00,25.00,55.00
"59151112",20.00,10.00,15.00
"59151113",110.00,20.00,85.00
"59151116",40.00,15.00,20.00
"59151117",45.00,15.00,30.00
"59151118",70.00,20.00,50.00
"59151121",35.00,20.00,20.00
"59151122",125.00,45.00,80.00
"59151123",55.00,30.00,30.00
"59151124",85.00,30.00,60.00
"59151125",50.00,15.00,30.00
"59151126",35.00,10.00,25.00
"59151127",80.00,35.00,50.00
"59151128",30.00,10.00,15.00
"59151129",155.00,70.00,85.00
"59151130",30.00,15.00,10.00
"59151131",60.00,25.00,30.00
"59151132",50.00,20.00,35.00
"59151133",90.00,35.00,50.00
"59151134",85.00,40.00,50.00
"59151135",270.00,75.00,190.00
"59151136",95.00,40.00,50.00
"59151137",120.00,30.00,90.00
"59151138",290.00,130.00,160.00
"59151139",260.00,120.00,140.00
"59151141",505.00,230.00,275.00
"59151142",95.00,40.00,60.00
"59151143",220.00,105.00,120.00
"59151145",195.00,100.00,100.00
"59151146",265.00,100.00,165.00
"59151147",165.00,60.00,105.00
"59151148",370.00,100.00,270.00
"59151149",280.00,115.00,170.00
"59151150",55.00,15.00,35.00
"59151151",80.00,25.00,55.00
"59151152",60.00,20.00,40.00
"59151153",65.00,30.00,35.00
"59151154",65.00,30.00,30.00
"59151155",145.00,50.00,95.00
"59151156",55.00,25.00,30.00
"59151157",60.00,25.00,35.00
"59151158",55.00,30.00,30.00
"59151159",35.00,15.00,20.00
"59151160",90.00,45.00,40.00
"59151161",75.00,30.00,40.00
"59151162",55.00,30.00,30.00
"59151163",90.00,45.00,40.00
"59151164",105.00,55.00,50.00
"59151165",30.00,15.00,15.00
"59151166",25.00,15.00,10.00
"59151167",80.00,40.00,40.00
"59151168",55.00,25.00,30.00
"59151169",165.00,95.00,70.00
"59151170",55.00,25.00,25.00
"59151171",40.00,15.00,20.00
"59151172",65.00,25.00,35.00
"59151173",250.00,100.00,150.00
"59151174",80.00,35.00,45.00
"59151175",60.00,30.00,35.00
"59151176",15.00,10.00,10.00
"59151177",30.00,10.00,25.00
"59151178",100.00,50.00,50.00
"59151179",50.00,30.00,25.00
"59151180",45.00,10.00,30.00
"59151182",60.00,30.00,30.00
"59151195",140.00,60.00,80.00
"59151196",55.00,30.00,25.00
"59151197",235.00,130.00,110.00
"59151198",170.00,110.00,60.00
"59151199",85.00,50.00,40.00
"59151200",60.00,35.00,30.00
"59151201",60.00,25.00,35.00
"59151202",95.00,65.00,30.00
"59151203",95.00,45.00,45.00
"59151204",105.00,55.00,50.00
"59151205",40.00,15.00,20.00
"59151206",80.00,35.00,40.00
"59151207",110.00,60.00,55.00
"59151208",140.00,75.00,65.00
"59151209",110.00,45.00,60.00
"59151211",65.00,25.00,35.00
"59151213",90.00,45.00,45.00
"59151214",105.00,45.00,65.00
"59151215",70.00,35.00,35.00
"59151216",155.00,40.00,120.00
"59151217",50.00,15.00,30.00
"59151219",40.00,20.00,20.00
"59151220",50.00,15.00,35.00
"59151221",125.00,40.00,80.00
"59151222",90.00,35.00,60.00
"59151223",70.00,30.00,40.00
"59151224",130.00,60.00,70.00
"59151225",75.00,40.00,35.00
"59151226",95.00,45.00,55.00
"59151227",80.00,40.00,40.00
"59151228",90.00,40.00,50.00
"59151229",105.00,30.00,75.00
"59151230",50.00,15.00,35.00
"59151231",30.00,10.00,20.00
"59151232",85.00,35.00,50.00
"59151234",55.00,10.00,45.00
"59151236",135.00,40.00,90.00
"59151237",80.00,45.00,40.00
"59151238",90.00,40.00,50.00
"59151239",70.00,40.00,30.00
"59151240",75.00,35.00,40.00
"59151241",95.00,40.00,50.00
"59151242",70.00,40.00,35.00
"59151243",90.00,40.00,45.00
"59151244",135.00,50.00,85.00
"59151252",445.00,195.00,255.00
"59151253",95.00,30.00,65.00
"59151254",245.00,125.00,125.00
"59151255",125.00,55.00,70.00
"59151256",65.00,25.00,40.00
"59151257",95.00,40.00,60.00
"59151258",140.00,55.00,80.00
"59151259",125.00,75.00,45.00
"59151260",65.00,35.00,30.00
"59151261",90.00,45.00,40.00
"59151262",75.00,35.00,35.00
"59151263",85.00,35.00,55.00
"59151264",105.00,55.00,50.00
"59151265",100.00,60.00,35.00
"59151266",80.00,40.00,40.00
"59151267",140.00,70.00,70.00
"59151268",95.00,55.00,40.00
"59151269",100.00,50.00,50.00
"59151270",90.00,50.00,45.00
"59151271",100.00,60.00,45.00
"59151272",430.00,190.00,240.00
"59151273",80.00,35.00,45.00
"59151274",50.00,25.00,25.00
"59151275",60.00,25.00,30.00
"59151276",85.00,35.00,55.00
"59151277",35.00,20.00,20.00
"59151278",85.00,40.00,45.00
"59151279",65.00,20.00,40.00
"59151280",55.00,30.00,25.00
"59151281",50.00,20.00,30.00
"59151282",90.00,55.00,35.00
"59151283",120.00,65.00,50.00
"59151284",75.00,35.00,45.00
"59151286",140.00,70.00,70.00
"59151288",120.00,50.00,70.00
"59151289",105.00,70.00,35.00
"59151290",260.00,85.00,175.00
"59151291",125.00,50.00,75.00
"59151292",230.00,115.00,115.00
"59151293",230.00,125.00,110.00
"59151294",105.00,65.00,40.00
"59151297",60.00,20.00,35.00
"59151298",380.00,170.00,210.00
"59151299",325.00,185.00,140.00
"59151300",105.00,55.00,50.00
"59151302",445.00,215.00,235.00
"59151304",235.00,125.00,115.00
"59151305",340.00,175.00,170.00
"59151307",330.00,160.00,170.00
"59151308",130.00,60.00,70.00
"59151309",160.00,105.00,55.00
"59151310",155.00,50.00,100.00
"59151311",275.00,110.00,165.00
"59151312",110.00,50.00,60.00
"59151313",365.00,125.00,235.00
"59151314",205.00,115.00,90.00
"59151315",185.00,85.00,100.00
"59151316",120.00,60.00,65.00
"59151317",85.00,45.00,40.00
"59151318",115.00,40.00,70.00
"59151319",120.00,60.00,60.00
"59151320",105.00,55.00,55.00
"59151321",80.00,45.00,35.00
"59151322",195.00,75.00,120.00
"59151323",150.00,65.00,80.00
"59151324",145.00,75.00,70.00
"59151325",125.00,75.00,50.00
"59151326",135.00,80.00,55.00
"59151327",130.00,70.00,60.00
"59151328",205.00,130.00,75.00
"59151329",495.00,210.00,285.00
"59151332",120.00,60.00,60.00
"59151336",380.00,220.00,165.00
"59151338",615.00,260.00,355.00
"59151339",175.00,90.00,85.00
"59151340",340.00,170.00,165.00
"59151341",185.00,105.00,75.00
"59151342",110.00,80.00,35.00
"59151343",410.00,225.00,185.00
"59151345",160.00,80.00,80.00
"59151346",230.00,85.00,145.00
"59151347",140.00,75.00,70.00
"59151348",70.00,35.00,35.00
"59151349",40.00,20.00,20.00
"59151350",110.00,60.00,55.00
"59151351",170.00,70.00,95.00
"59151352",80.00,35.00,45.00
"59151353",75.00,40.00,35.00
"59151354",120.00,45.00,75.00
"59151355",135.00,65.00,70.00
"59151356",335.00,140.00,195.00
"59151357",120.00,45.00,75.00
"59151358",95.00,35.00,65.00
"59151359",130.00,60.00,70.00
"59151360",120.00,40.00,70.00
"59151361",85.00,40.00,45.00
"59151362",90.00,40.00,50.00
"59151363",120.00,55.00,65.00
"59151364",150.00,75.00,75.00
"59151365",100.00,30.00,60.00
"59151366",85.00,45.00,35.00
"59151367",90.00,50.00,40.00
"59151368",100.00,45.00,60.00
"59151369",135.00,75.00,60.00
"59151370",125.00,50.00,75.00
"59151371",105.00,55.00,50.00
"59151372",90.00,50.00,40.00
"59151373",150.00,75.00,75.00
"59151374",125.00,50.00,70.00
"59151375",175.00,50.00,125.00
"59151376",135.00,55.00,80.00
"59151377",185.00,70.00,110.00
"59151378",70.00,30.00,45.00
"59151379",60.00,35.00,25.00
"59151380",150.00,90.00,60.00
"59151381",150.00,70.00,75.00
"59151382",110.00,65.00,50.00
"59151383",75.00,35.00,45.00
"59151384",75.00,30.00,45.00
"59151385",105.00,65.00,40.00
"59151386",70.00,25.00,40.00
"59151387",135.00,75.00,60.00
"59151388",85.00,45.00,40.00
"59151389",145.00,75.00,70.00
"59151390",95.00,50.00,45.00
"59151391",85.00,40.00,45.00
"59151392",80.00,30.00,50.00
"59151393",75.00,35.00,40.00
"59151394",140.00,70.00,65.00
"59151395",75.00,40.00,40.00
"59151396",60.00,30.00,35.00
"59151397",80.00,45.00,30.00
"59151399",305.00,185.00,120.00
"59151400",125.00,70.00,50.00
"59151401",65.00,30.00,35.00
"59151404",60.00,30.00,30.00
"59151405",360.00,145.00,215.00
"59151406",1595.00,735.00,855.00
"59151407",100.00,55.00,45.00
"59151408",140.00,60.00,85.00
"59151409",70.00,35.00,35.00
"59151410",105.00,55.00,55.00
"59151411",110.00,50.00,60.00
"59151412",130.00,60.00,70.00
"59151413",155.00,65.00,90.00
"59151414",135.00,60.00,70.00
"59151415",140.00,55.00,90.00
"59151416",80.00,30.00,45.00
"59151417",95.00,45.00,50.00
"59151418",185.00,80.00,100.00
"59151419",115.00,50.00,65.00
"59151420",130.00,55.00,70.00
"59151423",155.00,70.00,85.00
"59151424",115.00,50.00,65.00
"59151425",175.00,90.00,85.00
"59151426",145.00,65.00,80.00
"59151427",145.00,70.00,75.00
"59151428",160.00,75.00,85.00
"59151429",150.00,55.00,95.00
"59151430",90.00,45.00,45.00
"59151432",135.00,60.00,70.00
"59151433",120.00,55.00,65.00
"59151434",120.00,60.00,60.00
"59151435",175.00,75.00,95.00
"59151436",110.00,50.00,60.00
"59151437",100.00,45.00,60.00
"59151438",150.00,80.00,70.00
"59151439",80.00,35.00,45.00
"59151440",95.00,40.00,55.00
"59151441",100.00,50.00,55.00
"59151442",120.00,70.00,55.00
"59151443",100.00,50.00,50.00
"59151444",175.00,95.00,80.00
"59151445",70.00,40.00,35.00
"59151446",100.00,45.00,50.00
"59151448",140.00,80.00,60.00
"59151449",130.00,50.00,80.00
"59151450",110.00,50.00,60.00
"59151451",160.00,75.00,85.00
"59151452",115.00,55.00,70.00
"59151453",140.00,60.00,80.00
"59151454",110.00,65.00,45.00
"59151455",260.00,90.00,165.00
"59151456",150.00,65.00,85.00
"59151457",115.00,55.00,60.00
"59151458",120.00,45.00,75.00
"59151459",95.00,50.00,50.00
"59151460",120.00,60.00,60.00
"59151461",120.00,55.00,65.00
"59151463",80.00,40.00,45.00
"59151464",110.00,50.00,60.00
"59151465",95.00,40.00,55.00
"59151467",240.00,130.00,110.00
"59151469",135.00,55.00,80.00
"59151470",100.00,35.00,65.00
"59151471",120.00,65.00,60.00
"59151472",150.00,60.00,90.00
"59151473",110.00,45.00,65.00
"59151474",85.00,30.00,55.00
"59151475",90.00,50.00,40.00
"59151476",105.00,50.00,50.00
"59151477",100.00,50.00,50.00
"59151478",105.00,55.00,50.00
"59151479",130.00,50.00,75.00
"59151480",85.00,35.00,55.00
"59151481",120.00,45.00,70.00
"59151482",95.00,45.00,50.00
"59151483",100.00,50.00,45.00
"59151484",115.00,45.00,70.00
"59151485",80.00,45.00,30.00
"59151486",300.00,110.00,190.00
"59151487",235.00,130.00,105.00
"59151488",105.00,55.00,45.00
"59151489",90.00,40.00,45.00
"59151490",90.00,35.00,55.00
"59151491",85.00,40.00,45.00
"59151492",85.00,35.00,50.00
"59151493",85.00,45.00,35.00
"59151494",45.00,20.00,30.00
"59151495",65.00,40.00,25.00
"59151496",55.00,25.00,30.00
"59151497",70.00,35.00,40.00
"59151498",95.00,50.00,45.00
"59151499",90.00,25.00,60.00
"59151507",105.00,45.00,60.00
"59151508",40.00,15.00,30.00
"59151509",65.00,30.00,35.00
"59151520",275.00,155.00,120.00
"59151521",70.00,30.00,45.00
"59151522",40.00,25.00,20.00
"59151523",160.00,80.00,80.00
"59151524",240.00,140.00,100.00
"59151525",345.00,195.00,150.00
"59151526",90.00,50.00,45.00
"59151527",185.00,100.00,85.00
"59151528",460.00,235.00,225.00
"59151529",40.00,20.00,20.00
"59151530",160.00,80.00,75.00
"59151531",85.00,35.00,50.00
"59151532",90.00,50.00,45.00
"59151533",80.00,40.00,40.00
"59151534",70.00,40.00,30.00
"59151535",45.00,20.00,25.00
"59151536",95.00,45.00,50.00
"59151537",75.00,45.00,25.00
"59151538",70.00,30.00,40.00
"59151539",70.00,25.00,45.00
"59151540",45.00,25.00,15.00
"59151541",40.00,20.00,25.00
"59151542",215.00,115.00,90.00
"59151543",160.00,95.00,65.00
"59151544",180.00,105.00,75.00
"59151545",100.00,55.00,50.00
"59151547",120.00,60.00,55.00
"59151553",105.00,50.00,55.00
"59151554",70.00,40.00,30.00
"59151555",105.00,35.00,70.00
"59151556",210.00,125.00,90.00
"59151557",260.00,145.00,115.00
"59151558",215.00,120.00,90.00
"59151559",170.00,85.00,95.00
"59151560",115.00,45.00,65.00
"59151561",70.00,35.00,35.00
"59151562",75.00,25.00,45.00
"59151563",185.00,110.00,75.00
"59151564",295.00,130.00,165.00
"59151565",315.00,165.00,150.00
"59151566",325.00,165.00,160.00
"59151567",50.00,25.00,30.00
"59151568",130.00,60.00,70.00
"59151569",65.00,30.00,30.00
"59151570",105.00,55.00,50.00
"59151571",200.00,125.00,80.00
"59151572",,,
"59151573",235.00,125.00,115.00
"59151574",70.00,35.00,30.00
"59151575",70.00,35.00,35.00
"59151576",45.00,25.00,20.00
"59151577",20.00,5.00,15.00
"59151578",50.00,25.00,25.00
"59151579",80.00,40.00,35.00
"59151580",55.00,25.00,30.00
"59151581",55.00,25.00,25.00
"59151582",75.00,45.00,35.00
"59151583",50.00,15.00,35.00
"59151584",60.00,20.00,45.00
"59151585",65.00,30.00,35.00
"59151586",60.00,25.00,30.00
"59151587",75.00,40.00,30.00
"59151588",60.00,30.00,25.00
"59151589",60.00,30.00,30.00
"59151590",95.00,45.00,55.00
"59151591",45.00,15.00,30.00
"59151592",55.00,25.00,30.00
"59151593",40.00,20.00,15.00
"59151594",70.00,20.00,55.00
"59151595",60.00,30.00,30.00
"59151597",45.00,20.00,25.00
"59151598",25.00,10.00,20.00
"59151599",35.00,20.00,20.00
"59151600",75.00,30.00,45.00
"59151601",45.00,15.00,30.00
"59151602",80.00,40.00,40.00
"59151603",170.00,95.00,75.00
"59151605",185.00,75.00,110.00
"59151606",65.00,35.00,30.00
"59151607",80.00,40.00,45.00
"59151608",35.00,10.00,25.00
"59151609",95.00,55.00,40.00
"59151610",65.00,25.00,40.00
"59151611",105.00,65.00,45.00
"59151612",80.00,40.00,35.00
"59151613",30.00,15.00,15.00
"59151614",30.00,15.00,15.00
"59151616",30.00,15.00,15.00
"59151617",85.00,40.00,40.00
"59151618",115.00,60.00,50.00
"59151619",55.00,30.00,25.00
"59151620",40.00,25.00,15.00
"59151621",25.00,15.00,10.00
"59151622",25.00,10.00,15.00
"59151624",,,
"59151625",70.00,30.00,40.00
"59151626",60.00,30.00,30.00
"59151634",35.00,15.00,20.00
"59151635",85.00,25.00,60.00
"59151636",35.00,15.00,20.00
"59151637",60.00,20.00,40.00
"59151638",75.00,40.00,40.00
"59151639",20.00,5.00,15.00
"59151640",70.00,30.00,40.00
"59151641",80.00,35.00,45.00
"59151642",70.00,35.00,35.00
"59151643",50.00,25.00,30.00
"59151644",25.00,15.00,15.00
"59151645",40.00,25.00,20.00
"59151646",30.00,15.00,20.00
"59151647",130.00,45.00,90.00
"59151648",150.00,50.00,100.00
"59151649",210.00,90.00,115.00
"59151650",285.00,110.00,180.00
"59151651",345.00,155.00,185.00
"59151652",310.00,85.00,225.00
"59151653",190.00,85.00,110.00
"59151654",35.00,15.00,20.00
"59151655",30.00,10.00,20.00
"59151658",30.00,15.00,20.00
"59151659",20.00,5.00,15.00
"59151660",60.00,25.00,40.00
"59151661",25.00,15.00,15.00
"59151662",145.00,55.00,85.00
"59151663",25.00,15.00,10.00
"59151664",40.00,15.00,30.00
"59151665",30.00,15.00,15.00
"59151666",30.00,15.00,15.00
"59151667",115.00,50.00,65.00
"59151668",30.00,15.00,10.00
"59151669",55.00,30.00,25.00
"59151670",55.00,30.00,30.00
"59151671",55.00,25.00,30.00
"59151673",60.00,25.00,40.00
"59151674",70.00,40.00,30.00
"59151675",55.00,30.00,30.00
"59151676",55.00,30.00,35.00
"59151677",60.00,35.00,20.00
"59151678",75.00,35.00,35.00
"59151679",50.00,25.00,30.00
"59151680",90.00,45.00,45.00
"59151681",105.00,35.00,70.00
"59151682",180.00,95.00,85.00
"59151683",320.00,175.00,145.00
"59151684",80.00,40.00,35.00
"59151685",95.00,35.00,55.00
"59151686",65.00,40.00,30.00
"59151687",95.00,50.00,45.00
"59151688",140.00,65.00,80.00
"59151689",145.00,80.00,70.00
"59151690",75.00,45.00,35.00
"59151691",70.00,40.00,30.00
"59151692",40.00,20.00,20.00
"59151694",130.00,75.00,50.00
"59151695",50.00,10.00,40.00
"59151696",115.00,50.00,60.00
"59151697",55.00,25.00,35.00
"59151698",35.00,15.00,20.00
"59151699",25.00,10.00,20.00
"59151700",50.00,30.00,20.00
"59151701",35.00,25.00,10.00
"59151702",25.00,10.00,15.00
"59151704",55.00,35.00,20.00
"59151705",40.00,25.00,20.00
"59151706",30.00,15.00,20.00
"59151707",35.00,20.00,15.00
"59151708",400.00,185.00,210.00
"59151709",215.00,95.00,115.00
"59151713",30.00,20.00,10.00
"59151714",525.00,220.00,300.00
"59151715",70.00,25.00,40.00
"59151716",35.00,15.00,25.00
"59151717",255.00,60.00,195.00
"59151718",30.00,15.00,15.00
"59151719",190.00,60.00,125.00
"59151720",75.00,25.00,50.00
"59151721",70.00,30.00,40.00
"59151723",30.00,5.00,20.00
"59151724",30.00,5.00,20.00
"59151726",40.00,25.00,20.00
"59151727",50.00,15.00,35.00
"59151728",40.00,20.00,15.00
"59151733",100.00,45.00,60.00
"59151734",80.00,40.00,35.00
"59151735",60.00,20.00,40.00
"59151736",20.00,5.00,15.00
"59151737",15.00,5.00,10.00
"59151738",25.00,5.00,25.00
"59151739",80.00,35.00,45.00
"59151741",45.00,15.00,25.00
"59151742",35.00,10.00,25.00
"59151743",40.00,20.00,20.00
"59151744",40.00,15.00,30.00
"59151745",45.00,15.00,25.00
"59151746",50.00,15.00,30.00
"59151747",55.00,20.00,35.00
"59151748",60.00,25.00,30.00
"59151749",40.00,15.00,20.00
"59151750",45.00,20.00,25.00
"59151751",30.00,10.00,20.00
"59151752",50.00,20.00,35.00
"59151753",35.00,15.00,20.00
"59151756",35.00,15.00,25.00
"59151757",50.00,25.00,25.00
"59151758",50.00,20.00,30.00
"59151759",85.00,35.00,50.00
"59151760",40.00,10.00,30.00
"59151761",55.00,30.00,25.00
"59151762",50.00,15.00,35.00
"59151763",30.00,5.00,25.00
"59151764",40.00,15.00,30.00
"59151765",55.00,25.00,30.00
"59151766",175.00,65.00,110.00
"59151767",65.00,20.00,40.00
"59151768",105.00,40.00,70.00
"59151769",45.00,20.00,25.00
"59151770",30.00,15.00,15.00
"59151771",40.00,15.00,25.00
"59151772",40.00,15.00,25.00
"59151774",35.00,10.00,20.00
"59151775",200.00,95.00,95.00
"59151776",95.00,45.00,50.00
"59151777",55.00,20.00,35.00
"59151778",60.00,25.00,35.00
"59151779",45.00,20.00,25.00
"59151780",50.00,30.00,20.00
"59151781",95.00,45.00,45.00
"59151782",55.00,25.00,30.00
"59151783",55.00,25.00,30.00
"59151784",35.00,15.00,25.00
"59151785",65.00,30.00,35.00
"59151786",105.00,35.00,70.00
"59151787",75.00,35.00,35.00
"59151788",25.00,15.00,15.00
"59151789",30.00,20.00,15.00
"59151790",60.00,30.00,30.00
"59151791",205.00,100.00,105.00
"59151792",40.00,20.00,20.00
"59151793",130.00,65.00,65.00
"59151794",80.00,35.00,50.00
"59151795",55.00,30.00,20.00
"59151796",55.00,25.00,25.00
"59151797",50.00,35.00,20.00
"59151798",50.00,30.00,15.00
"59151799",40.00,25.00,15.00
"59151800",110.00,60.00,55.00
"59151801",100.00,40.00,60.00
"59151802",85.00,50.00,40.00
"59151803",55.00,25.00,30.00
"59151804",50.00,25.00,25.00
"59151805",110.00,60.00,50.00
"59151806",40.00,20.00,20.00
"59151807",85.00,50.00,35.00
"59151808",75.00,40.00,35.00
"59151809",155.00,85.00,70.00
"59151810",85.00,30.00,50.00
"59151811",45.00,25.00,20.00
"59151816",155.00,70.00,85.00
"59151817",135.00,65.00,70.00
"59151818",20.00,15.00,10.00
"59151819",210.00,75.00,135.00
"59151820",80.00,30.00,55.00
"59151821",85.00,45.00,40.00
"59151822",140.00,35.00,100.00
"59151824",45.00,15.00,30.00
"59151825",30.00,15.00,15.00
"59151827",340.00,155.00,185.00
"59151828",75.00,45.00,25.00
"59151829",55.00,25.00,30.00
"59151830",60.00,25.00,40.00
"59151831",135.00,55.00,85.00
"59151832",20.00,15.00,10.00
"59151833",30.00,15.00,15.00
"59151838",120.00,55.00,60.00
"59151839",40.00,25.00,15.00
"59151840",55.00,20.00,35.00
"59151841",70.00,35.00,35.00
"59151842",85.00,30.00,55.00
"59151843",60.00,30.00,35.00
"59151844",30.00,10.00,20.00
"59151845",305.00,100.00,205.00
"59151846",60.00,25.00,40.00
"59151847",55.00,25.00,35.00
"59151848",115.00,45.00,70.00
"59151849",50.00,20.00,30.00
"59151850",125.00,35.00,95.00
"59151851",65.00,35.00,35.00
"59151852",50.00,20.00,30.00
"59151853",135.00,55.00,75.00
"59151854",50.00,25.00,20.00
"59151855",55.00,25.00,30.00
"59151857",20.00,10.00,15.00
"59151858",145.00,50.00,90.00
"59151860",70.00,30.00,35.00
"59151861",335.00,130.00,205.00
"59151862",230.00,85.00,145.00
"59151865",140.00,65.00,75.00
"59151866",145.00,80.00,65.00
"59151871",70.00,35.00,30.00
"59151872",70.00,35.00,35.00
"59151873",120.00,50.00,65.00
"59151874",80.00,45.00,30.00
"59151880",145.00,55.00,90.00
"59151881",25.00,20.00,10.00
"59151882",65.00,30.00,30.00
"59151883",85.00,35.00,50.00
"59151884",40.00,20.00,20.00
"59151885",70.00,35.00,40.00
"59151886",60.00,15.00,40.00
"59151887",125.00,60.00,70.00
"59151888",95.00,45.00,50.00
"59151889",105.00,65.00,35.00
"59151890",35.00,15.00,20.00
"59151891",20.00,5.00,15.00
"59151892",40.00,15.00,25.00
"59151893",15.00,0.00,15.00
"59151897",35.00,20.00,20.00
"59151898",80.00,40.00,45.00
"59151899",100.00,45.00,55.00
"59151900",70.00,40.00,30.00
"59151901",60.00,30.00,30.00
"59151902",65.00,35.00,30.00
"59151903",105.00,60.00,45.00
"59151904",100.00,50.00,45.00
"59151905",105.00,55.00,50.00
"59151906",85.00,65.00,25.00
"59151907",110.00,70.00,40.00
"59151908",80.00,40.00,35.00
"59151909",85.00,55.00,35.00
"59151910",110.00,65.00,40.00
"59151911",135.00,80.00,55.00
"59151912",115.00,55.00,60.00
"59151913",85.00,55.00,35.00
"59151914",80.00,45.00,40.00
"59151915",110.00,50.00,55.00
"59151916",115.00,60.00,55.00
"59151917",155.00,90.00,60.00
"59151918",150.00,85.00,60.00
"59151919",185.00,105.00,85.00
"59151920",200.00,120.00,85.00
"59151921",300.00,160.00,135.00
"59151922",160.00,85.00,75.00
"59151923",120.00,60.00,60.00
"59151924",100.00,70.00,30.00
"59151925",105.00,60.00,50.00
"59151926",90.00,50.00,35.00
"59151927",75.00,35.00,40.00
"59151929",380.00,215.00,165.00
"59151931",595.00,350.00,250.00
"59151932",415.00,260.00,155.00
"59151933",265.00,125.00,145.00
"59151934",145.00,80.00,65.00
"59151935",80.00,50.00,35.00
