"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"59150545",660.00,,,211.00,203.00,1444.50,0.46
"59150546",653.00,,,260.00,245.00,3809.80,0.17
"59150547",504.00,,,260.00,250.00,10478.20,0.05
"59150548",397.00,,,142.00,136.00,2713.60,0.15
"59150549",467.00,,,157.00,143.00,3092.70,0.15
"59150550",627.00,,,229.00,212.00,3013.00,0.21
"59150551",470.00,,,148.00,139.00,2888.80,0.16
"59150552",440.00,,,141.00,130.00,2679.70,0.16
"59150553",583.00,,,216.00,194.00,1734.60,0.34
"59150554",482.00,,,172.00,158.00,2013.40,0.24
"59150555",658.00,,,242.00,228.00,3801.30,0.17
"59150556",848.00,,,444.00,407.00,6945.10,0.12
"59150557",602.00,,,273.00,257.00,5663.20,0.11
"59150558",568.00,,,347.00,326.00,8377.60,0.07
"59150559",453.00,,,222.00,196.00,5061.50,0.09
"59150560",580.00,,,211.00,199.00,3884.80,0.15
"59150561",536.00,,,194.00,180.00,1949.10,0.28
"59150562",561.00,,,224.00,212.00,3085.80,0.18
"59150563",652.00,,,391.00,386.00,15305.20,0.04
"59150564",616.00,,,343.00,317.00,6821.70,0.09
"59150565",541.00,,,249.00,233.00,4692.10,0.12
"59150566",536.00,,,357.00,324.00,11166.70,0.05
"59150567",567.00,,,332.00,320.00,13247.70,0.04
"59150568",576.00,,,343.00,323.00,12281.40,0.05
"59150569",842.00,,,511.00,481.00,12719.00,0.07
"59150570",500.00,,,355.00,319.00,7518.80,0.07
"59150571",566.00,,,215.00,194.00,1826.40,0.31
"59150572",341.00,,,133.00,117.00,2567.80,0.13
"59150573",1430.00,,,679.00,635.00,23793.70,0.06
"59150575",695.00,,,232.00,201.00,3084.80,0.23
"59150577",819.00,,,387.00,376.00,3941.30,0.21
"59150578",463.00,,,184.00,152.00,1994.00,0.23
"59150579",413.00,,,145.00,138.00,3453.20,0.12
"59150580",473.00,,,156.00,144.00,3490.80,0.14
"59150581",366.00,,,123.00,117.00,3262.00,0.11
"59150582",580.00,,,191.00,176.00,3800.80,0.15
"59150583",567.00,,,282.00,254.00,5178.10,0.11
"59150584",615.00,,,309.00,273.00,6902.40,0.09
"59150585",480.00,,,214.00,188.00,3915.20,0.12
"59150586",541.00,,,304.00,289.00,3063.40,0.18
"59150587",577.00,,,268.00,248.00,6601.80,0.09
"59150588",585.00,,,258.00,227.00,5993.90,0.10
"59150589",468.00,,,203.00,173.00,4829.70,0.10
"59150590",545.00,,,239.00,206.00,5601.20,0.10
"59150591",625.00,,,275.00,219.00,5487.30,0.11
"59150592",617.00,,,301.00,271.00,6283.10,0.10
"59150593",547.00,,,254.00,226.00,6519.70,0.08
"59150594",452.00,,,221.00,212.00,6776.60,0.07
"59150595",666.00,,,338.00,318.00,7551.00,0.09
"59150596",476.00,,,225.00,204.00,6898.60,0.07
"59150597",731.00,,,399.00,371.00,8849.90,0.08
"59150598",594.00,,,322.00,303.00,7217.50,0.08
"59150599",624.00,,,436.00,419.00,16124.00,0.04
"59150600",504.00,,,260.00,234.00,4476.00,0.11
"59150601",730.00,,,375.00,346.00,10082.90,0.07
"59150602",415.00,,,226.00,194.00,7230.00,0.06
"59150603",424.00,,,221.00,204.00,6962.20,0.06
"59150604",630.00,,,327.00,307.00,10880.80,0.06
"59150605",470.00,,,229.00,220.00,6901.60,0.07
"59150606",714.00,,,337.00,310.00,9026.50,0.08
"59150607",819.00,,,472.00,417.00,9403.00,0.09
"59150608",620.00,,,339.00,313.00,7077.60,0.09
"59150609",514.00,,,260.00,230.00,6692.70,0.08
"59150610",675.00,,,370.00,354.00,12688.00,0.05
"59150611",682.00,,,349.00,315.00,8868.70,0.08
"59150612",562.00,,,278.00,261.00,7168.40,0.08
"59150613",653.00,,,361.00,334.00,10171.30,0.06
"59150614",639.00,,,368.00,343.00,9726.00,0.07
"59150615",489.00,,,274.00,256.00,7628.70,0.06
"59150616",599.00,,,358.00,344.00,12249.50,0.05
"59150617",521.00,,,357.00,354.00,16281.30,0.03
"59150618",657.00,,,449.00,445.00,13744.80,0.05
"59150619",591.00,,,348.00,326.00,11150.90,0.05
"59150620",541.00,,,356.00,345.00,8123.10,0.07
"59150621",468.00,,,324.00,310.00,9397.60,0.05
"59150622",472.00,,,329.00,311.00,13760.90,0.03
"59150623",488.00,,,336.00,326.00,14227.40,0.03
"59150624",551.00,,,387.00,379.00,16301.80,0.03
"59150625",594.00,,,385.00,373.00,17891.60,0.03
"59150626",564.00,,,357.00,350.00,16300.60,0.03
"59150627",521.00,,,315.00,295.00,5626.30,0.09
"59150628",680.00,,,455.00,430.00,10164.40,0.07
"59150629",531.00,,,394.00,347.00,10270.80,0.05
"59150630",1216.00,,,801.00,758.00,4287.70,0.28
"59150631",1140.00,,,735.00,708.00,23553.70,0.05
"59150632",1270.00,,,749.00,722.00,8289.80,0.15
"59150633",705.00,,,439.00,427.00,13031.40,0.05
"59150634",518.00,,,359.00,352.00,14757.80,0.04
"59150635",571.00,,,353.00,345.00,15730.00,0.04
"59150636",723.00,,,423.00,396.00,20195.50,0.04
"59150637",483.00,,,309.00,300.00,5482.40,0.09
"59150638",660.00,,,432.00,420.00,11849.20,0.06
"59150639",510.00,,,351.00,338.00,18681.30,0.03
"59150640",449.00,,,268.00,260.00,11909.80,0.04
"59150641",685.00,,,437.00,435.00,19241.60,0.04
"59150642",645.00,,,427.00,421.00,17338.70,0.04
"59150643",614.00,,,416.00,412.00,17492.90,0.04
"59150644",628.00,,,433.00,427.00,17300.30,0.04
"59150645",484.00,,,260.00,257.00,6845.80,0.07
"59150646",586.00,,,411.00,403.00,15967.30,0.04
"59150647",571.00,,,310.00,307.00,15861.10,0.04
"59150648",429.00,,,147.00,144.00,22228.00,0.02
"59150649",672.00,,,392.00,371.00,3599.40,0.19
"59150650",468.00,,,252.00,246.00,13604.70,0.03
"59150651",392.00,,,219.00,182.00,13564.00,0.03
"59150652",718.00,,,350.00,339.00,17772.30,0.04
"59150653",475.00,,,272.00,263.00,10626.40,0.04
"59150654",615.00,,,311.00,298.00,10477.00,0.06
"59150655",496.00,,,217.00,212.00,8038.90,0.06
"59150656",439.00,,,278.00,254.00,5557.00,0.08
"59150657",496.00,,,217.00,188.00,1137.10,0.44
"59150658",683.00,,,302.00,281.00,5455.30,0.13
"59150659",591.00,,,238.00,224.00,2933.00,0.20
"59150660",476.00,,,177.00,158.00,1787.50,0.27
"59150661",538.00,,,187.00,169.00,1777.30,0.30
"59150662",429.00,,,142.00,125.00,1522.90,0.28
"59150663",446.00,,,157.00,139.00,1606.00,0.28
"59150664",493.00,,,177.00,166.00,1781.10,0.28
"59150665",475.00,,,176.00,164.00,2792.50,0.17
"59150666",423.00,,,138.00,130.00,1468.80,0.29
"59150667",462.00,,,155.00,142.00,2033.50,0.23
"59150668",491.00,,,235.00,222.00,1264.80,0.39
"59150669",572.00,,,138.00,127.00,6574.70,0.09
"59150670",523.00,,,187.00,170.00,2770.10,0.19
"59150671",572.00,,,103.00,101.00,1389.00,0.41
"59150672",651.00,,,403.00,273.00,3802.60,0.17
"59150673",444.00,,,172.00,164.00,3072.70,0.14
"59150674",488.00,,,180.00,163.00,4341.60,0.11
"59150675",667.00,,,308.00,306.00,7297.60,0.09
"59150676",546.00,,,282.00,265.00,6715.90,0.08
"59150677",523.00,,,215.00,181.00,5850.10,0.09
"59150678",594.00,,,271.00,256.00,7139.40,0.08
"59150679",414.00,,,216.00,190.00,6468.80,0.06
"59150680",665.00,,,331.00,315.00,5569.50,0.12
"59150681",445.00,,,203.00,178.00,7295.10,0.06
"59150682",738.00,,,353.00,311.00,7270.90,0.10
"59150683",571.00,,,224.00,214.00,6240.40,0.09
"59150684",764.00,,,373.00,346.00,8076.10,0.09
"59150685",947.00,,,401.00,372.00,8585.70,0.11
"59150686",327.00,,,173.00,151.00,7155.40,0.05
"59150687",440.00,,,214.00,210.00,7705.80,0.06
"59150688",535.00,,,223.00,208.00,6957.10,0.08
"59150689",447.00,,,186.00,175.00,4966.70,0.09
"59150690",559.00,,,263.00,245.00,6432.70,0.09
"59150691",507.00,,,242.00,228.00,5547.00,0.09
"59150692",640.00,,,230.00,222.00,7872.10,0.08
"59150693",419.00,,,169.00,158.00,5787.30,0.07
"59150694",489.00,,,186.00,175.00,2633.30,0.19
"59150695",564.00,,,244.00,218.00,1362.60,0.41
"59150696",504.00,,,175.00,167.00,7875.00,0.06
"59150697",674.00,,,277.00,255.00,6877.60,0.10
"59150698",572.00,,,241.00,206.00,7240.50,0.08
"59150699",489.00,,,210.00,189.00,4190.20,0.12
"59150700",508.00,,,190.00,171.00,4487.60,0.11
"59150701",530.00,,,241.00,213.00,6408.70,0.08
"59150702",483.00,,,218.00,207.00,15333.30,0.03
"59150703",473.00,,,189.00,163.00,8003.40,0.06
"59150704",629.00,,,262.00,246.00,7180.40,0.09
"59150705",585.00,,,319.00,316.00,10502.70,0.06
"59150706",316.00,,,184.00,177.00,15414.60,0.02
"59150707",404.00,,,242.00,232.00,15131.10,0.03
"59150708",898.00,,,430.00,422.00,8544.20,0.11
"59150709",1605.00,,,872.00,850.00,11845.00,0.14
"59150710",606.00,,,312.00,282.00,8951.30,0.07
"59150711",1032.00,,,636.00,599.00,14978.20,0.07
"59150712",472.00,,,293.00,274.00,10654.60,0.04
"59150713",470.00,,,301.00,295.00,6685.60,0.07
"59150714",245.00,,,154.00,147.00,17132.90,0.01
"59150715",476.00,,,313.00,302.00,16819.80,0.03
"59150716",428.00,,,303.00,285.00,14861.10,0.03
"59150717",360.00,,,219.00,200.00,12371.10,0.03
"59150718",533.00,,,306.00,289.00,18968.00,0.03
"59150719",430.00,,,298.00,283.00,15140.80,0.03
"59150720",559.00,,,418.00,376.00,7374.70,0.08
"59150721",433.00,,,295.00,274.00,14828.80,0.03
"59150722",481.00,,,295.00,272.00,16416.40,0.03
"59150723",447.00,,,230.00,219.00,9977.70,0.04
"59150724",467.00,,,213.00,195.00,8236.30,0.06
"59150725",495.00,,,238.00,212.00,8730.20,0.06
"59150726",478.00,,,215.00,195.00,8475.20,0.06
"59150727",475.00,,,235.00,213.00,6074.20,0.08
"59150728",450.00,,,215.00,212.00,10440.80,0.04
"59150729",729.00,,,295.00,276.00,8576.50,0.09
"59150730",453.00,,,184.00,163.00,6300.40,0.07
"59150731",646.00,,,275.00,255.00,8346.30,0.08
"59150732",486.00,,,204.00,177.00,6352.90,0.08
"59150733",563.00,,,228.00,201.00,6361.60,0.09
"59150734",758.00,,,314.00,292.00,8124.30,0.09
"59150735",621.00,,,298.00,273.00,5231.70,0.12
"59150736",702.00,,,276.00,264.00,5358.80,0.13
"59150737",466.00,,,178.00,154.00,8351.30,0.06
"59150738",493.00,,,186.00,179.00,8029.30,0.06
"59150739",410.00,,,157.00,146.00,7155.30,0.06
"59150740",467.00,,,216.00,187.00,7835.60,0.06
"59150741",497.00,,,211.00,197.00,6299.10,0.08
"59150742",617.00,,,331.00,310.00,7275.90,0.08
"59150743",580.00,,,267.00,236.00,6605.90,0.09
"59150744",458.00,,,221.00,207.00,10726.00,0.04
"59150745",593.00,,,232.00,212.00,8270.60,0.07
"59150746",494.00,,,234.00,216.00,7682.70,0.06
"59150747",352.00,,,184.00,180.00,4055.30,0.09
"59150748",536.00,,,287.00,254.00,13073.20,0.04
"59150749",517.00,,,336.00,307.00,4507.40,0.11
"59150750",838.00,,,400.00,385.00,924.90,0.91
"59150751",782.00,,,379.00,349.00,895.70,0.87
"59150752",300.00,,,142.00,120.00,7537.70,0.04
"59150753",271.00,,,130.00,116.00,9609.90,0.03
"59150754",456.00,,,267.00,240.00,10654.20,0.04
"59150755",779.00,,,454.00,413.00,15096.90,0.05
"59150756",203.00,,,109.00,76.00,8388.40,0.02
"59150757",1123.00,,,726.00,631.00,14251.30,0.08
"59150758",499.00,,,261.00,254.00,18278.40,0.03
"59150759",478.00,,,115.00,101.00,9735.20,0.05
"59150760",577.00,,,299.00,287.00,18493.60,0.03
"59150761",644.00,,,228.00,191.00,18400.00,0.04
"59150762",785.00,,,551.00,517.00,9974.60,0.08
"59150763",375.00,,,207.00,188.00,12335.50,0.03
"59150777",1212.00,,,658.00,622.00,77692.30,0.02
"59150779",987.00,,,652.00,589.00,59101.80,0.02
"59150780",2306.00,,,1596.00,1461.00,34728.90,0.07
"59150782",464.00,,,338.00,301.00,28466.30,0.02
"59150784",642.00,,,442.00,400.00,37764.70,0.02
"59150785",1895.00,,,1431.00,1325.00,38991.80,0.05
"59150786",566.00,,,366.00,320.00,33099.40,0.02
"59150787",488.00,,,236.00,205.00,50309.30,0.01
"59150788",707.00,,,440.00,404.00,28857.10,0.02
"59150790",1182.00,,,709.00,645.00,28076.00,0.04
"59150791",593.00,,,454.00,438.00,32404.40,0.02
"59150792",855.00,,,501.00,489.00,35041.00,0.02
"59150793",981.00,,,725.00,712.00,43991.00,0.02
"59150795",882.00,,,601.00,585.00,18375.00,0.05
"59150816",318.00,,,214.00,207.00,25039.40,0.01
"59150817",572.00,,,325.00,305.00,21423.20,0.03
"59150819",415.00,,,331.00,284.00,30970.10,0.01
"59150820",534.00,,,367.00,361.00,40454.50,0.01
"59150821",473.00,,,329.00,325.00,30915.00,0.02
"59150822",435.00,,,246.00,241.00,27531.60,0.02
"59150823",475.00,,,310.00,300.00,26098.90,0.02
"59150824",400.00,,,321.00,296.00,22727.30,0.02
"59150827",457.00,,,374.00,314.00,13132.20,0.03
"59150828",682.00,,,472.00,447.00,13612.80,0.05
"59150831",630.00,,,449.00,436.00,26923.10,0.02
"59150832",765.00,,,558.00,534.00,15454.50,0.05
"59150837",452.00,,,327.00,324.00,24301.10,0.02
"59150840",432.00,,,299.00,286.00,24685.70,0.02
"59150841",506.00,,,302.00,274.00,28111.10,0.02
"59150845",674.00,,,448.00,426.00,24963.00,0.03
"59150846",780.00,,,547.00,509.00,29771.00,0.03
"59150850",2277.00,,,1322.00,1141.00,15889.70,0.14
"59150859",412.00,,,271.00,266.00,26928.10,0.02
"59150861",613.00,,,484.00,435.00,26085.10,0.02
"59150863",596.00,,,463.00,412.00,10856.10,0.05
"59150864",506.00,,,370.00,363.00,28587.60,0.02
"59150865",698.00,,,519.00,489.00,19442.90,0.04
"59150866",567.00,,,374.00,364.00,31676.00,0.02
"59150871",548.00,,,383.00,370.00,1746.30,0.31
"59150872",423.00,,,250.00,210.00,5437.00,0.08
"59150873",512.00,,,323.00,270.00,8139.90,0.06
"59150874",592.00,,,400.00,372.00,3462.00,0.17
"59150875",530.00,,,351.00,336.00,15588.20,0.03
"59150876",580.00,,,409.00,377.00,17365.30,0.03
"59150877",358.00,,,258.00,253.00,21309.50,0.02
"59150878",540.00,,,373.00,358.00,15562.00,0.03
"59150879",634.00,,,424.00,392.00,12431.40,0.05
"59150880",587.00,,,375.00,340.00,11834.70,0.05
"59150881",594.00,,,393.00,363.00,9054.90,0.07
"59150882",700.00,,,378.00,353.00,8872.00,0.08
"59150883",465.00,,,260.00,230.00,2725.70,0.17
"59150884",369.00,,,212.00,181.00,4538.70,0.08
"59150885",438.00,,,275.00,265.00,631.30,0.69
"59150886",489.00,,,243.00,226.00,971.20,0.50
"59150887",511.00,,,197.00,178.00,3098.80,0.16
"59150888",459.00,,,188.00,172.00,5151.50,0.09
"59150889",512.00,,,191.00,172.00,4620.90,0.11
"59150890",569.00,,,229.00,205.00,5066.80,0.11
"59150891",520.00,,,207.00,187.00,2476.20,0.21
"59150892",434.00,,,168.00,160.00,2759.10,0.16
"59150893",544.00,,,224.00,197.00,4839.90,0.11
"59150894",630.00,,,278.00,260.00,6344.40,0.10
"59150895",533.00,,,215.00,193.00,5120.10,0.10
"59150896",523.00,,,207.00,184.00,5397.30,0.10
"59150897",605.00,,,242.00,222.00,5233.60,0.12
"59150898",497.00,,,212.00,190.00,3750.90,0.13
"59150899",528.00,,,238.00,205.00,3922.70,0.13
"59150900",441.00,,,161.00,147.00,5000.00,0.09
"59150901",449.00,,,171.00,146.00,4397.60,0.10
"59150902",394.00,,,174.00,150.00,3885.60,0.10
"59150903",497.00,,,188.00,170.00,2522.80,0.20
"59150904",419.00,,,173.00,141.00,3301.80,0.13
"59150905",520.00,,,201.00,180.00,3685.30,0.14
"59150906",486.00,,,182.00,164.00,3799.80,0.13
"59150907",609.00,,,267.00,230.00,3720.20,0.16
"59150908",508.00,,,213.00,195.00,2273.90,0.22
"59150909",517.00,,,196.00,179.00,2065.50,0.25
"59150910",475.00,,,184.00,168.00,2683.60,0.18
"59150911",551.00,,,201.00,193.00,1146.00,0.48
"59150912",500.00,,,190.00,174.00,2913.80,0.17
"59150913",503.00,,,180.00,162.00,2637.70,0.19
"59150914",489.00,,,162.00,155.00,3154.80,0.16
"59150915",474.00,,,183.00,166.00,3959.90,0.12
"59150916",447.00,,,170.00,148.00,4249.00,0.11
"59150917",487.00,,,178.00,163.00,2740.60,0.18
"59150918",453.00,,,180.00,162.00,4206.10,0.11
"59150919",454.00,,,171.00,154.00,1217.20,0.37
"59150920",526.00,,,199.00,178.00,5182.30,0.10
"59150922",489.00,,,185.00,169.00,5451.50,0.09
"59150923",598.00,,,249.00,215.00,4472.70,0.13
"59150924",605.00,,,322.00,290.00,6641.10,0.09
"59150925",532.00,,,307.00,266.00,6193.20,0.09
"59150926",713.00,,,369.00,316.00,6571.40,0.11
"59150927",644.00,,,279.00,247.00,5739.80,0.11
"59150928",459.00,,,197.00,170.00,5088.70,0.09
"59150929",431.00,,,165.00,146.00,4556.00,0.09
"59150930",444.00,,,167.00,157.00,3925.70,0.11
"59150931",478.00,,,212.00,194.00,3027.20,0.16
"59150932",435.00,,,185.00,168.00,1239.00,0.35
"59150933",447.00,,,179.00,169.00,2895.10,0.15
"59150934",402.00,,,161.00,135.00,659.30,0.61
"59150935",439.00,,,155.00,145.00,3864.40,0.11
"59150936",546.00,,,232.00,198.00,228.20,2.39
"59150937",511.00,,,227.00,176.00,11330.40,0.05
"59150938",313.00,,,189.00,141.00,3333.30,0.09
"59150939",1206.00,,,779.00,605.00,12748.40,0.09
"59150940",1109.00,,,913.00,183.00,2736.90,0.41
"59150941",0.00,,,0.00,0.00,0.00,0.05
"59150942",283.00,,,215.00,112.00,4748.30,0.06
"59150945",410.00,,,190.00,184.00,5807.40,0.07
"59150946",1174.00,,,201.00,135.00,2800.60,0.42
"59150947",1191.00,,,800.00,551.00,1760.80,0.68
"59150948",701.00,,,311.00,265.00,1702.70,0.41
"59150952",675.00,,,245.00,221.00,3607.70,0.19
"59150953",558.00,,,212.00,191.00,334.30,1.67
"59150954",434.00,,,149.00,143.00,994.50,0.44
"59150955",577.00,,,216.00,198.00,3142.70,0.18
"59150956",580.00,,,248.00,228.00,4603.20,0.13
"59150957",440.00,,,170.00,146.00,2684.60,0.16
"59150958",376.00,,,150.00,128.00,3904.50,0.10
"59150959",503.00,,,200.00,169.00,3954.40,0.13
"59150960",446.00,,,162.00,145.00,3391.60,0.13
"59150961",480.00,,,182.00,166.00,2779.40,0.17
"59150962",465.00,,,171.00,153.00,3843.00,0.12
"59150963",446.00,,,180.00,165.00,4259.80,0.10
"59150964",598.00,,,349.00,325.00,3895.80,0.15
"59150965",415.00,,,153.00,142.00,4621.40,0.09
"59150966",510.00,,,193.00,176.00,4713.50,0.11
"59150967",588.00,,,218.00,211.00,4586.60,0.13
"59150968",516.00,,,195.00,169.00,2421.40,0.21
"59150969",573.00,,,220.00,200.00,3730.50,0.15
"59150970",517.00,,,210.00,187.00,3628.10,0.14
"59150971",512.00,,,208.00,185.00,3088.10,0.17
"59150972",679.00,,,281.00,250.00,5003.70,0.14
"59150973",641.00,,,257.00,217.00,5432.20,0.12
"59150974",520.00,,,248.00,232.00,4395.60,0.12
"59150975",691.00,,,323.00,303.00,7906.20,0.09
"59150976",621.00,,,273.00,233.00,4529.50,0.14
"59150977",796.00,,,349.00,330.00,6109.00,0.13
"59150978",410.00,,,163.00,153.00,3723.90,0.11
"59150979",453.00,,,168.00,152.00,2894.60,0.16
"59150980",498.00,,,184.00,158.00,3539.40,0.14
"59150981",396.00,,,138.00,122.00,2769.20,0.14
"59150982",609.00,,,176.00,149.00,4445.30,0.14
"59150983",604.00,,,229.00,200.00,527.60,1.14
"59150984",499.00,,,173.00,168.00,2272.30,0.22
"59150985",637.00,,,226.00,207.00,2544.90,0.25
"59150986",516.00,,,165.00,158.00,3720.30,0.14
"59150987",1002.00,,,430.00,413.00,1561.50,0.64
"59150992",527.00,,,177.00,171.00,5394.10,0.10
"59150993",876.00,,,274.00,274.00,4560.10,0.19
"59150994",395.00,,,115.00,113.00,5231.80,0.08
"59150995",1784.00,,,821.00,792.00,5847.30,0.31
"59150996",1313.00,,,395.00,386.00,3403.30,0.39
"59150997",369.00,,,109.00,107.00,3565.20,0.10
"59150998",840.00,,,250.00,247.00,5585.10,0.15
"59151002",593.00,,,256.00,256.00,13355.90,0.04
"59151008",925.00,,,317.00,268.00,993.20,0.93
"59151013",1179.00,,,409.00,403.00,5359.10,0.22
"59151014",408.00,,,131.00,118.00,4335.80,0.09
"59151015",441.00,,,169.00,148.00,3844.80,0.11
"59151016",783.00,,,254.00,245.00,5151.30,0.15
"59151017",464.00,,,152.00,137.00,2685.20,0.17
"59151018",502.00,,,156.00,143.00,3608.90,0.14
"59151019",433.00,,,158.00,146.00,2357.10,0.18
"59151020",626.00,,,207.00,201.00,4992.00,0.13
"59151022",600.00,,,197.00,194.00,4464.30,0.13
"59151023",589.00,,,172.00,167.00,4198.10,0.14
"59151024",561.00,,,196.00,191.00,2973.00,0.19
"59151025",620.00,,,212.00,208.00,4509.10,0.14
"59151026",1146.00,,,423.00,411.00,4385.80,0.26
"59151027",545.00,,,172.00,166.00,5773.30,0.09
"59151028",476.00,,,157.00,154.00,4331.20,0.11
"59151029",428.00,,,147.00,145.00,5156.60,0.08
"59151030",1464.00,,,498.00,485.00,2852.10,0.51
"59151031",323.00,,,98.00,97.00,4382.60,0.07
"59151032",395.00,,,128.00,127.00,4764.80,0.08
"59151033",414.00,,,133.00,133.00,4294.60,0.10
"59151034",498.00,,,161.00,157.00,3595.70,0.14
"59151035",229.00,,,78.00,78.00,5782.80,0.04
"59151036",325.00,,,108.00,102.00,3731.30,0.09
"59151037",546.00,,,175.00,172.00,5117.20,0.11
"59151038",503.00,,,149.00,144.00,3132.00,0.16
"59151039",1067.00,,,313.00,311.00,5007.00,0.21
"59151040",633.00,,,205.00,203.00,5064.00,0.13
"59151041",749.00,,,325.00,323.00,8194.70,0.09
"59151042",1164.00,,,464.00,450.00,5449.40,0.21
"59151043",628.00,,,229.00,226.00,3556.10,0.18
"59151044",380.00,,,128.00,119.00,2252.50,0.17
"59151045",789.00,,,272.00,254.00,3956.90,0.20
"59151046",348.00,,,104.00,99.00,3421.80,0.10
"59151048",640.00,,,208.00,194.00,3188.80,0.20
"59151049",727.00,,,287.00,278.00,5020.70,0.14
"59151050",1616.00,,,586.00,559.00,5080.20,0.32
"59151051",688.00,,,263.00,263.00,8009.30,0.09
"59151053",734.00,,,225.00,221.00,4201.50,0.17
"59151057",1439.00,,,754.00,732.00,9374.60,0.15
"59151058",1666.00,,,966.00,780.00,2484.30,0.67
"59151059",402.00,,,128.00,116.00,4281.20,0.09
"59151061",528.00,,,181.00,171.00,2745.70,0.19
"59151062",459.00,,,156.00,146.00,2211.00,0.21
"59151063",497.00,,,165.00,153.00,2849.80,0.17
"59151064",607.00,,,204.00,196.00,3357.30,0.18
"59151065",1196.00,,,390.00,369.00,3569.10,0.34
"59151066",411.00,,,139.00,127.00,3602.10,0.11
"59151067",441.00,,,138.00,137.00,5237.50,0.08
"59151068",392.00,,,134.00,125.00,3798.40,0.10
"59151072",503.00,,,238.00,230.00,2744.10,0.18
"59151073",548.00,,,185.00,178.00,956.50,0.57
"59151074",1424.00,,,531.00,520.00,2045.10,0.70
"59151075",357.00,,,142.00,133.00,2465.50,0.14
"59151076",493.00,,,163.00,156.00,3421.20,0.14
"59151077",474.00,,,169.00,155.00,2929.50,0.16
"59151078",520.00,,,175.00,166.00,2621.00,0.20
"59151079",426.00,,,161.00,134.00,4238.80,0.10
"59151080",1269.00,,,590.00,573.00,5786.60,0.22
"59151081",457.00,,,235.00,218.00,3749.00,0.12
"59151082",421.00,,,135.00,130.00,3558.70,0.12
"59151083",520.00,,,185.00,181.00,4801.50,0.11
"59151084",457.00,,,155.00,150.00,1401.00,0.33
"59151085",724.00,,,235.00,230.00,3934.80,0.18
"59151086",309.00,,,112.00,107.00,4181.30,0.07
"59151087",460.00,,,154.00,150.00,3642.10,0.13
"59151088",489.00,,,159.00,149.00,2704.60,0.18
"59151089",390.00,,,143.00,129.00,3202.00,0.12
"59151090",537.00,,,174.00,169.00,5737.20,0.09
"59151091",886.00,,,372.00,371.00,4833.60,0.18
"59151092",454.00,,,155.00,150.00,3541.30,0.13
"59151093",649.00,,,223.00,221.00,4564.00,0.14
"59151094",416.00,,,157.00,157.00,3855.40,0.11
"59151095",558.00,,,191.00,189.00,2805.40,0.20
"59151097",658.00,,,236.00,235.00,4245.20,0.16
"59151098",530.00,,,222.00,211.00,3281.70,0.16
"59151099",489.00,,,168.00,165.00,3741.40,0.13
"59151100",454.00,,,150.00,139.00,5303.70,0.09
"59151101",572.00,,,200.00,190.00,4132.90,0.14
"59151102",1236.00,,,440.00,434.00,6501.80,0.19
"59151103",389.00,,,130.00,125.00,4930.30,0.08
"59151104",476.00,,,162.00,158.00,5134.80,0.09
"59151105",756.00,,,253.00,246.00,3379.50,0.22
"59151106",470.00,,,159.00,158.00,3790.30,0.12
"59151107",940.00,,,308.00,294.00,4521.40,0.21
"59151108",836.00,,,301.00,288.00,3854.30,0.22
"59151112",439.00,,,121.00,120.00,5034.40,0.09
"59151113",736.00,,,328.00,321.00,6891.40,0.11
"59151116",793.00,,,245.00,236.00,4106.70,0.19
"59151117",507.00,,,184.00,178.00,641.40,0.79
"59151118",668.00,,,260.00,259.00,3142.10,0.21
"59151121",441.00,,,149.00,144.00,4228.20,0.10
"59151122",644.00,,,283.00,270.00,3300.90,0.20
"59151123",565.00,,,190.00,184.00,3631.10,0.16
"59151124",657.00,,,257.00,249.00,2976.90,0.22
"59151125",456.00,,,141.00,131.00,4555.40,0.10
"59151126",394.00,,,121.00,111.00,2623.20,0.15
"59151127",517.00,,,170.00,156.00,3757.30,0.14
"59151128",259.00,,,89.00,84.00,2590.00,0.10
"59151129",878.00,,,344.00,337.00,6222.50,0.14
"59151130",417.00,,,127.00,122.00,2991.40,0.14
"59151131",615.00,,,203.00,190.00,3188.20,0.19
"59151132",560.00,,,188.00,185.00,4179.10,0.13
"59151133",821.00,,,291.00,272.00,2959.60,0.28
"59151134",767.00,,,279.00,258.00,3502.30,0.22
"59151135",1625.00,,,704.00,692.00,19072.80,0.09
"59151136",797.00,,,254.00,247.00,9637.20,0.08
"59151137",1097.00,,,373.00,372.00,13956.70,0.08
"59151138",1034.00,,,579.00,515.00,12457.80,0.08
"59151139",813.00,,,452.00,429.00,10175.20,0.08
"59151141",1978.00,,,974.00,919.00,12663.30,0.16
"59151142",523.00,,,182.00,166.00,5178.20,0.10
"59151143",991.00,,,434.00,401.00,9465.10,0.10
"59151145",674.00,,,348.00,345.00,18069.70,0.04
"59151146",1536.00,,,671.00,661.00,17415.00,0.09
"59151147",1040.00,,,423.00,418.00,13436.70,0.08
"59151148",1213.00,,,686.00,680.00,14901.70,0.08
"59151149",1579.00,,,679.00,660.00,18842.50,0.08
"59151150",499.00,,,177.00,175.00,2601.70,0.19
"59151151",680.00,,,232.00,227.00,4166.70,0.16
"59151152",687.00,,,216.00,213.00,4248.60,0.16
"59151153",675.00,,,209.00,209.00,3970.60,0.17
"59151154",364.00,,,119.00,116.00,4292.50,0.08
