"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36"
"9330050.03",5940.00,5000.00,5.00,875.00,70.00,3030.00,2590.00,0.00,405.00,30.00,2920.00,2405.00,0.00,470.00,40.00,5940.00,5710.00,150.00,10.00,70.00,155.00,2.60,3025.00,2920.00,75.00,5.00,30.00,75.00,2.50,2915.00,2790.00,80.00,10.00,40.00,85.00,2.90
"9330050.04",3105.00,2635.00,0.00,390.00,85.00,1575.00,1380.00,5.00,175.00,30.00,1530.00,1255.00,0.00,220.00,55.00,3110.00,2925.00,75.00,25.00,85.00,90.00,2.90,1575.00,1495.00,40.00,15.00,30.00,45.00,2.90,1530.00,1425.00,35.00,15.00,55.00,40.00,2.60
"9330051.01",3385.00,2665.00,5.00,485.00,230.00,1630.00,1320.00,0.00,220.00,85.00,1755.00,1340.00,0.00,265.00,140.00,3385.00,3090.00,50.00,10.00,230.00,60.00,1.80,1630.00,1515.00,25.00,5.00,85.00,25.00,1.50,1750.00,1575.00,25.00,5.00,145.00,30.00,1.70
"9330051.02",4590.00,3705.00,5.00,240.00,645.00,2195.00,1830.00,0.00,110.00,255.00,2395.00,1870.00,0.00,135.00,390.00,4590.00,3895.00,40.00,20.00,640.00,45.00,1.00,2195.00,1915.00,20.00,5.00,255.00,25.00,1.10,2395.00,1980.00,15.00,10.00,390.00,25.00,1.00
"9330052.01",6005.00,4840.00,5.00,250.00,905.00,2915.00,2455.00,5.00,115.00,345.00,3090.00,2390.00,5.00,135.00,560.00,6005.00,5025.00,40.00,40.00,900.00,65.00,1.10,2915.00,2520.00,25.00,20.00,340.00,40.00,1.40,3090.00,2500.00,15.00,20.00,560.00,20.00,0.60
"9330052.02",6145.00,5070.00,0.00,245.00,825.00,3020.00,2555.00,0.00,115.00,350.00,3125.00,2515.00,0.00,135.00,480.00,6145.00,5265.00,40.00,20.00,820.00,50.00,0.80,3020.00,2645.00,25.00,10.00,340.00,30.00,1.00,3125.00,2625.00,15.00,10.00,475.00,20.00,0.60
"9330053.01",6540.00,5295.00,5.00,535.00,705.00,3225.00,2720.00,0.00,230.00,270.00,3315.00,2575.00,0.00,305.00,435.00,6540.00,5745.00,70.00,20.00,700.00,80.00,1.20,3220.00,2910.00,35.00,10.00,265.00,45.00,1.40,3320.00,2840.00,30.00,15.00,435.00,40.00,1.20
"9330053.02",3450.00,2905.00,0.00,275.00,265.00,1750.00,1505.00,0.00,130.00,115.00,1695.00,1400.00,0.00,145.00,150.00,3445.00,3130.00,35.00,10.00,270.00,45.00,1.30,1755.00,1615.00,15.00,10.00,115.00,20.00,1.10,1700.00,1520.00,20.00,10.00,150.00,20.00,1.20
"9330054.01",3995.00,3145.00,0.00,550.00,305.00,1950.00,1585.00,0.00,245.00,125.00,2045.00,1560.00,5.00,300.00,180.00,3995.00,3610.00,80.00,10.00,300.00,80.00,2.00,1950.00,1800.00,35.00,5.00,120.00,35.00,1.80,2045.00,1810.00,45.00,5.00,175.00,50.00,2.40
"9330054.02",4475.00,3560.00,5.00,335.00,585.00,2120.00,1735.00,0.00,140.00,250.00,2355.00,1825.00,0.00,195.00,335.00,4475.00,3835.00,45.00,15.00,580.00,55.00,1.20,2125.00,1845.00,15.00,10.00,245.00,20.00,0.90,2355.00,1990.00,30.00,5.00,335.00,35.00,1.50
"9330055.01",5380.00,4370.00,5.00,595.00,410.00,2685.00,2255.00,5.00,260.00,165.00,2705.00,2120.00,0.00,335.00,245.00,5385.00,4865.00,90.00,20.00,410.00,105.00,1.90,2685.00,2455.00,50.00,15.00,165.00,55.00,2.00,2700.00,2410.00,40.00,5.00,250.00,45.00,1.70
"9330055.02",4365.00,3620.00,0.00,575.00,170.00,2160.00,1845.00,0.00,250.00,65.00,2210.00,1775.00,0.00,325.00,105.00,4365.00,4070.00,100.00,25.00,170.00,115.00,2.60,2155.00,2030.00,50.00,15.00,65.00,55.00,2.60,2210.00,2040.00,50.00,10.00,105.00,55.00,2.50
"9330056.01",4145.00,3485.00,5.00,510.00,145.00,2025.00,1740.00,0.00,230.00,50.00,2120.00,1745.00,5.00,280.00,90.00,4145.00,3910.00,80.00,15.00,140.00,85.00,2.10,2020.00,1920.00,45.00,5.00,50.00,45.00,2.20,2120.00,1990.00,35.00,0.00,90.00,35.00,1.70
"9330056.02",4515.00,3720.00,0.00,720.00,65.00,2135.00,1805.00,0.00,300.00,30.00,2380.00,1910.00,0.00,420.00,40.00,4515.00,4315.00,110.00,20.00,70.00,120.00,2.70,2135.00,2035.00,60.00,10.00,30.00,65.00,3.00,2375.00,2275.00,45.00,10.00,35.00,55.00,2.30
"9330057.01",2965.00,1975.00,10.00,265.00,720.00,1610.00,1155.00,0.00,155.00,295.00,1355.00,820.00,5.00,110.00,430.00,2965.00,2160.00,70.00,15.00,715.00,80.00,2.70,1605.00,1255.00,50.00,10.00,290.00,55.00,3.40,1360.00,900.00,25.00,10.00,425.00,25.00,1.80
"9330057.02",4715.00,3445.00,5.00,525.00,735.00,2365.00,1865.00,5.00,245.00,250.00,2350.00,1580.00,5.00,285.00,480.00,4715.00,3880.00,90.00,15.00,730.00,100.00,2.10,2365.00,2060.00,45.00,5.00,255.00,50.00,2.10,2350.00,1820.00,45.00,5.00,475.00,50.00,2.10
"9330058.00",3270.00,2620.00,5.00,290.00,350.00,2095.00,1730.00,0.00,220.00,140.00,1175.00,890.00,0.00,75.00,205.00,3270.00,2830.00,95.00,5.00,345.00,95.00,2.90,2095.00,1885.00,70.00,0.00,140.00,75.00,3.60,1170.00,945.00,20.00,5.00,205.00,20.00,1.70
"9330059.06",6610.00,5385.00,5.00,865.00,360.00,4150.00,3490.00,0.00,540.00,120.00,2460.00,1895.00,0.00,325.00,240.00,6610.00,6030.00,200.00,30.00,355.00,210.00,3.20,4155.00,3885.00,140.00,10.00,115.00,145.00,3.50,2460.00,2150.00,55.00,20.00,235.00,65.00,2.60
"9330059.07",4895.00,4180.00,5.00,580.00,135.00,2430.00,2110.00,5.00,270.00,55.00,2465.00,2075.00,0.00,310.00,85.00,4895.00,4600.00,115.00,55.00,135.00,140.00,2.90,2430.00,2305.00,55.00,15.00,55.00,65.00,2.70,2470.00,2295.00,60.00,35.00,80.00,75.00,3.00
"9330059.08",6980.00,6030.00,5.00,745.00,195.00,3400.00,2995.00,0.00,330.00,70.00,3575.00,3035.00,5.00,415.00,125.00,6980.00,6580.00,105.00,95.00,190.00,160.00,2.30,3400.00,3240.00,55.00,35.00,65.00,75.00,2.20,3575.00,3340.00,50.00,60.00,125.00,80.00,2.20
"9330059.09",6660.00,5730.00,10.00,800.00,120.00,3605.00,3120.00,0.00,435.00,50.00,3055.00,2610.00,10.00,365.00,75.00,6665.00,6295.00,190.00,60.00,120.00,215.00,3.20,3605.00,3415.00,115.00,30.00,45.00,125.00,3.50,3055.00,2880.00,70.00,35.00,70.00,90.00,2.90
"9330059.1",6225.00,5405.00,5.00,710.00,100.00,3460.00,3025.00,5.00,390.00,40.00,2760.00,2380.00,0.00,315.00,60.00,6225.00,5935.00,160.00,35.00,95.00,180.00,2.90,3460.00,3305.00,105.00,15.00,35.00,115.00,3.30,2765.00,2625.00,55.00,15.00,60.00,65.00,2.40
"9330059.11",7050.00,6145.00,5.00,740.00,155.00,3805.00,3345.00,0.00,390.00,75.00,3245.00,2800.00,0.00,355.00,90.00,7050.00,6690.00,150.00,60.00,155.00,180.00,2.60,3805.00,3630.00,80.00,25.00,70.00,90.00,2.40,3245.00,3055.00,70.00,35.00,80.00,85.00,2.60
"9330059.13",4580.00,3970.00,0.00,470.00,140.00,2460.00,2150.00,5.00,250.00,55.00,2120.00,1815.00,0.00,220.00,85.00,4585.00,4315.00,100.00,30.00,135.00,115.00,2.50,2455.00,2335.00,60.00,10.00,55.00,65.00,2.60,2120.00,1985.00,40.00,20.00,80.00,50.00,2.40
"9330059.14",8735.00,7575.00,10.00,920.00,230.00,4365.00,3850.00,5.00,425.00,90.00,4365.00,3725.00,5.00,495.00,140.00,8730.00,8260.00,170.00,80.00,225.00,210.00,2.40,4365.00,4160.00,85.00,30.00,85.00,105.00,2.40,4370.00,4100.00,85.00,50.00,140.00,105.00,2.40
"9330060.01",3125.00,2610.00,0.00,480.00,35.00,1675.00,1425.00,0.00,235.00,10.00,1450.00,1175.00,0.00,250.00,25.00,3125.00,2945.00,110.00,30.00,35.00,125.00,4.00,1670.00,1590.00,55.00,20.00,10.00,65.00,3.90,1450.00,1360.00,50.00,15.00,25.00,55.00,3.80
"9330060.02",5985.00,5105.00,5.00,830.00,50.00,3285.00,2815.00,5.00,445.00,20.00,2705.00,2285.00,5.00,385.00,35.00,5990.00,5680.00,200.00,60.00,50.00,225.00,3.80,3280.00,3125.00,105.00,30.00,20.00,120.00,3.70,2705.00,2555.00,90.00,30.00,30.00,105.00,3.90
"9330061.00",5115.00,4275.00,0.00,775.00,55.00,2675.00,2265.00,0.00,385.00,20.00,2435.00,2005.00,0.00,390.00,35.00,5110.00,4810.00,200.00,50.00,55.00,220.00,4.30,2675.00,2525.00,100.00,25.00,20.00,115.00,4.30,2435.00,2280.00,95.00,25.00,30.00,110.00,4.50
"9330062.00",3425.00,2855.00,5.00,550.00,15.00,1760.00,1475.00,5.00,275.00,5.00,1665.00,1380.00,0.00,275.00,10.00,3425.00,3260.00,125.00,25.00,15.00,135.00,3.90,1760.00,1675.00,65.00,10.00,5.00,70.00,4.00,1665.00,1585.00,65.00,10.00,10.00,65.00,3.90
"9330063.00",3890.00,3285.00,10.00,570.00,25.00,1975.00,1660.00,5.00,305.00,10.00,1915.00,1625.00,10.00,265.00,15.00,3890.00,3690.00,140.00,40.00,25.00,160.00,4.10,1975.00,1865.00,80.00,15.00,10.00,90.00,4.60,1915.00,1820.00,60.00,20.00,10.00,70.00,3.70
"9330064.00",4625.00,3945.00,5.00,635.00,50.00,2435.00,2090.00,0.00,330.00,20.00,2190.00,1855.00,0.00,300.00,30.00,4625.00,4385.00,160.00,35.00,45.00,175.00,3.80,2430.00,2310.00,90.00,20.00,20.00,100.00,4.10,2195.00,2080.00,70.00,10.00,30.00,75.00,3.40
"9330065.00",6995.00,5975.00,5.00,925.00,90.00,3665.00,3145.00,0.00,480.00,40.00,3330.00,2825.00,5.00,445.00,45.00,6995.00,6650.00,195.00,60.00,90.00,225.00,3.20,3665.00,3490.00,105.00,25.00,35.00,120.00,3.30,3330.00,3155.00,95.00,30.00,50.00,110.00,3.30
"9330066.00",8630.00,7380.00,5.00,865.00,380.00,4305.00,3730.00,5.00,410.00,165.00,4325.00,3650.00,5.00,460.00,210.00,8625.00,8005.00,150.00,100.00,375.00,200.00,2.30,4305.00,4025.00,80.00,40.00,165.00,95.00,2.20,4320.00,3980.00,75.00,60.00,210.00,100.00,2.30
"9330067.01",3775.00,3230.00,5.00,490.00,45.00,2000.00,1720.00,5.00,255.00,15.00,1775.00,1515.00,0.00,230.00,30.00,3770.00,3580.00,115.00,35.00,45.00,130.00,3.40,2000.00,1905.00,60.00,15.00,15.00,70.00,3.50,1775.00,1670.00,55.00,20.00,30.00,60.00,3.40
"9330067.02",4775.00,4080.00,5.00,505.00,185.00,2350.00,2015.00,5.00,250.00,85.00,2420.00,2065.00,0.00,255.00,95.00,4775.00,4410.00,125.00,60.00,180.00,150.00,3.10,2355.00,2175.00,70.00,20.00,85.00,80.00,3.40,2425.00,2235.00,50.00,40.00,100.00,75.00,3.10
"9330068.00",5085.00,4260.00,5.00,775.00,50.00,2630.00,2215.00,0.00,390.00,20.00,2455.00,2045.00,0.00,385.00,25.00,5085.00,4835.00,175.00,30.00,45.00,185.00,3.60,2630.00,2505.00,90.00,15.00,20.00,95.00,3.60,2455.00,2330.00,80.00,20.00,25.00,90.00,3.70
"9330069.01",10670.00,9025.00,5.00,1090.00,555.00,5200.00,4440.00,5.00,510.00,245.00,5475.00,4580.00,5.00,580.00,305.00,10670.00,9865.00,105.00,150.00,550.00,180.00,1.70,5200.00,4825.00,55.00,70.00,245.00,90.00,1.70,5475.00,5045.00,55.00,75.00,300.00,90.00,1.60
"9330069.02",5080.00,4230.00,5.00,410.00,435.00,2335.00,1950.00,0.00,185.00,200.00,2745.00,2280.00,0.00,225.00,240.00,5080.00,4505.00,65.00,80.00,435.00,105.00,2.10,2335.00,2070.00,35.00,30.00,195.00,50.00,2.10,2750.00,2435.00,30.00,40.00,235.00,50.00,1.80
"9330100.01",3935.00,3470.00,0.00,415.00,45.00,1900.00,1720.00,0.00,165.00,20.00,2030.00,1750.00,0.00,250.00,30.00,3930.00,3800.00,70.00,15.00,50.00,80.00,2.00,1905.00,1835.00,40.00,5.00,20.00,45.00,2.40,2030.00,1960.00,35.00,5.00,30.00,40.00,2.00
"9330100.02",7280.00,6485.00,0.00,720.00,80.00,3560.00,3200.00,0.00,330.00,35.00,3720.00,3285.00,0.00,390.00,45.00,7285.00,7045.00,115.00,55.00,75.00,140.00,1.90,3560.00,3445.00,60.00,25.00,35.00,70.00,2.00,3720.00,3595.00,55.00,30.00,40.00,70.00,1.90
"9330101.03",5370.00,4770.00,5.00,525.00,70.00,2510.00,2260.00,0.00,225.00,25.00,2860.00,2505.00,5.00,305.00,45.00,5370.00,5120.00,105.00,70.00,70.00,145.00,2.70,2510.00,2415.00,50.00,25.00,25.00,60.00,2.40,2860.00,2705.00,60.00,40.00,50.00,80.00,2.80
"9330101.04",4505.00,4075.00,0.00,325.00,105.00,2070.00,1885.00,0.00,140.00,40.00,2435.00,2185.00,0.00,180.00,65.00,4505.00,4295.00,55.00,50.00,105.00,80.00,1.80,2075.00,1990.00,25.00,20.00,40.00,35.00,1.70,2430.00,2300.00,35.00,35.00,65.00,45.00,1.90
"9330101.05",4900.00,4330.00,0.00,505.00,65.00,2320.00,2065.00,0.00,220.00,30.00,2580.00,2265.00,5.00,280.00,30.00,4900.00,4725.00,75.00,40.00,60.00,95.00,1.90,2320.00,2225.00,50.00,15.00,30.00,60.00,2.60,2580.00,2500.00,30.00,20.00,30.00,40.00,1.60
"9330101.06",4750.00,4215.00,0.00,430.00,105.00,2185.00,1955.00,0.00,190.00,30.00,2565.00,2255.00,0.00,240.00,70.00,4750.00,4535.00,75.00,40.00,100.00,95.00,2.00,2185.00,2105.00,30.00,15.00,35.00,45.00,2.10,2565.00,2430.00,45.00,25.00,70.00,50.00,1.90
"9330102.01",580.00,575.00,0.00,5.00,0.00,290.00,290.00,0.00,0.00,0.00,285.00,285.00,0.00,5.00,0.00,580.00,575.00,0.00,0.00,0.00,5.00,0.90,295.00,290.00,0.00,0.00,0.00,0.00,0.00,285.00,285.00,0.00,0.00,0.00,0.00,0.00
"9330102.02",6390.00,5610.00,0.00,675.00,105.00,3085.00,2715.00,0.00,315.00,50.00,3305.00,2895.00,0.00,355.00,55.00,6390.00,6125.00,90.00,70.00,105.00,125.00,2.00,3090.00,2955.00,45.00,35.00,50.00,60.00,1.90,3305.00,3170.00,45.00,35.00,60.00,60.00,1.80
"9330103.00",7685.00,6830.00,5.00,710.00,145.00,3620.00,3235.00,0.00,325.00,55.00,4070.00,3590.00,5.00,385.00,90.00,7685.00,7400.00,95.00,45.00,140.00,115.00,1.50,3615.00,3495.00,45.00,15.00,55.00,60.00,1.70,4070.00,3910.00,45.00,30.00,85.00,60.00,1.50
"9330104.00",7695.00,6865.00,5.00,710.00,120.00,3720.00,3350.00,0.00,315.00,50.00,3975.00,3510.00,5.00,390.00,70.00,7695.00,7410.00,110.00,60.00,115.00,140.00,1.80,3720.00,3595.00,45.00,30.00,50.00,65.00,1.70,3980.00,3820.00,60.00,25.00,75.00,70.00,1.80
"9330110.02",3065.00,2615.00,0.00,415.00,35.00,1505.00,1310.00,0.00,175.00,15.00,1565.00,1305.00,0.00,240.00,15.00,3065.00,2990.00,25.00,15.00,35.00,30.00,1.00,1500.00,1470.00,10.00,5.00,20.00,10.00,0.70,1565.00,1520.00,20.00,10.00,20.00,20.00,1.30
"9330110.03",3130.00,2750.00,0.00,360.00,20.00,1515.00,1360.00,0.00,155.00,10.00,1615.00,1395.00,0.00,210.00,10.00,3130.00,3060.00,30.00,20.00,15.00,40.00,1.30,1515.00,1480.00,20.00,10.00,10.00,25.00,1.70,1610.00,1575.00,15.00,10.00,10.00,20.00,1.20
"9330110.04",4240.00,3660.00,0.00,540.00,35.00,2020.00,1785.00,0.00,220.00,15.00,2215.00,1870.00,0.00,320.00,20.00,4235.00,4130.00,50.00,25.00,35.00,65.00,1.50,2025.00,1970.00,20.00,15.00,15.00,25.00,1.20,2215.00,2155.00,30.00,10.00,20.00,30.00,1.40
"9330111.02",7555.00,6735.00,0.00,730.00,85.00,3620.00,3295.00,0.00,285.00,35.00,3935.00,3440.00,0.00,445.00,50.00,7550.00,7340.00,80.00,45.00,85.00,110.00,1.50,3615.00,3535.00,35.00,20.00,35.00,40.00,1.10,3930.00,3805.00,55.00,30.00,50.00,65.00,1.70
"9330111.04",1855.00,1640.00,0.00,190.00,25.00,830.00,750.00,0.00,65.00,15.00,1025.00,885.00,0.00,130.00,10.00,1855.00,1780.00,30.00,20.00,25.00,40.00,2.20,825.00,795.00,10.00,5.00,10.00,15.00,1.80,1025.00,985.00,20.00,15.00,15.00,25.00,2.40
"9330111.05",5000.00,4440.00,0.00,510.00,45.00,2375.00,2135.00,0.00,220.00,20.00,2620.00,2300.00,0.00,290.00,25.00,4995.00,4860.00,70.00,25.00,45.00,80.00,1.60,2380.00,2320.00,35.00,10.00,15.00,40.00,1.70,2615.00,2540.00,35.00,15.00,25.00,40.00,1.50
"9330111.06",125.00,120.00,0.00,5.00,0.00,65.00,60.00,0.00,5.00,0.00,55.00,55.00,0.00,5.00,0.00,125.00,120.00,5.00,0.00,0.00,0.00,0.00,65.00,65.00,5.00,0.00,0.00,5.00,7.70,55.00,60.00,0.00,0.00,0.00,0.00,0.00
"9330111.07",4280.00,3810.00,0.00,435.00,40.00,2100.00,1905.00,0.00,180.00,15.00,2185.00,1910.00,0.00,255.00,25.00,4285.00,4160.00,65.00,20.00,40.00,75.00,1.80,2095.00,2050.00,25.00,15.00,10.00,30.00,1.40,2185.00,2105.00,40.00,10.00,25.00,45.00,2.10
"9330112.00",2750.00,2485.00,0.00,240.00,25.00,1370.00,1250.00,0.00,115.00,5.00,1385.00,1240.00,5.00,120.00,25.00,2750.00,2685.00,30.00,15.00,30.00,35.00,1.30,1370.00,1345.00,15.00,5.00,5.00,20.00,1.50,1385.00,1340.00,10.00,5.00,25.00,20.00,1.40
"9330113.00",7640.00,6750.00,0.00,775.00,115.00,3650.00,3295.00,0.00,310.00,40.00,3990.00,3455.00,0.00,465.00,70.00,7640.00,7390.00,85.00,50.00,115.00,110.00,1.40,3650.00,3550.00,35.00,20.00,45.00,45.00,1.20,3995.00,3845.00,50.00,30.00,65.00,65.00,1.60
"9330114.01",2910.00,2600.00,0.00,295.00,10.00,1435.00,1305.00,0.00,120.00,5.00,1480.00,1290.00,5.00,175.00,5.00,2915.00,2835.00,45.00,15.00,10.00,55.00,1.90,1435.00,1400.00,20.00,10.00,5.00,20.00,1.40,1480.00,1435.00,30.00,5.00,10.00,30.00,2.00
"9330114.02",5265.00,4540.00,0.00,685.00,40.00,2595.00,2295.00,5.00,280.00,15.00,2675.00,2240.00,0.00,405.00,30.00,5265.00,5105.00,90.00,30.00,40.00,105.00,2.00,2595.00,2530.00,40.00,10.00,15.00,45.00,1.70,2675.00,2575.00,50.00,20.00,30.00,60.00,2.20
"9330115.00",5625.00,4940.00,10.00,595.00,80.00,2690.00,2400.00,5.00,255.00,35.00,2930.00,2540.00,10.00,335.00,45.00,5620.00,5395.00,100.00,55.00,80.00,125.00,2.20,2695.00,2590.00,45.00,25.00,30.00,60.00,2.20,2930.00,2800.00,60.00,25.00,50.00,70.00,2.40
"9330116.00",5240.00,4555.00,5.00,620.00,60.00,2605.00,2315.00,0.00,255.00,30.00,2635.00,2240.00,0.00,365.00,30.00,5235.00,5045.00,90.00,40.00,55.00,110.00,2.10,2605.00,2515.00,40.00,15.00,30.00,50.00,1.90,2635.00,2540.00,50.00,20.00,30.00,60.00,2.30
"9330117.00",5995.00,5045.00,0.00,850.00,100.00,2925.00,2515.00,0.00,375.00,40.00,3070.00,2530.00,5.00,480.00,60.00,5995.00,5740.00,90.00,70.00,95.00,125.00,2.10,2925.00,2810.00,45.00,35.00,35.00,60.00,2.10,3070.00,2925.00,45.00,40.00,60.00,65.00,2.10
"9330118.00",8065.00,7160.00,5.00,710.00,200.00,3915.00,3510.00,5.00,330.00,75.00,4150.00,3650.00,5.00,380.00,125.00,8065.00,7690.00,95.00,95.00,190.00,140.00,1.70,3915.00,3750.00,50.00,50.00,65.00,75.00,1.90,4150.00,3935.00,45.00,45.00,120.00,70.00,1.70
"9330119.00",2275.00,1960.00,5.00,290.00,15.00,1085.00,960.00,0.00,115.00,10.00,1185.00,1005.00,0.00,175.00,5.00,2275.00,2200.00,30.00,15.00,20.00,40.00,1.80,1085.00,1055.00,15.00,5.00,10.00,20.00,1.80,1185.00,1145.00,15.00,15.00,10.00,20.00,1.70
"9330120.00",3795.00,3220.00,5.00,510.00,65.00,1820.00,1570.00,0.00,220.00,30.00,1975.00,1645.00,0.00,290.00,40.00,3800.00,3665.00,45.00,20.00,70.00,55.00,1.40,1825.00,1760.00,25.00,15.00,30.00,30.00,1.60,1975.00,1910.00,20.00,10.00,35.00,25.00,1.30
"9330121.00",4490.00,3965.00,0.00,430.00,95.00,2225.00,1995.00,0.00,185.00,45.00,2265.00,1970.00,0.00,245.00,50.00,4490.00,4335.00,40.00,20.00,95.00,55.00,1.20,2225.00,2155.00,15.00,5.00,45.00,20.00,0.90,2265.00,2180.00,25.00,10.00,50.00,30.00,1.30
"9330122.00",4180.00,3625.00,5.00,480.00,70.00,2075.00,1850.00,0.00,195.00,30.00,2105.00,1780.00,0.00,280.00,40.00,4180.00,4015.00,45.00,50.00,70.00,65.00,1.60,2075.00,2005.00,20.00,20.00,30.00,25.00,1.20,2105.00,2005.00,25.00,25.00,45.00,35.00,1.70
"9330130.01",4525.00,3995.00,0.00,470.00,70.00,1815.00,1620.00,0.00,170.00,30.00,2710.00,2375.00,0.00,300.00,40.00,4525.00,4340.00,75.00,50.00,60.00,100.00,2.20,1815.00,1745.00,20.00,25.00,25.00,35.00,1.90,2715.00,2600.00,50.00,25.00,35.00,65.00,2.40
"9330130.03",4800.00,4200.00,10.00,450.00,140.00,2095.00,1850.00,5.00,190.00,55.00,2700.00,2355.00,10.00,260.00,80.00,4795.00,4515.00,85.00,70.00,135.00,115.00,2.40,2095.00,1970.00,35.00,35.00,60.00,50.00,2.40,2700.00,2545.00,45.00,35.00,80.00,60.00,2.20
"9330130.04",2935.00,2690.00,5.00,160.00,75.00,1400.00,1310.00,0.00,55.00,30.00,1530.00,1385.00,0.00,100.00,40.00,2930.00,2800.00,25.00,35.00,75.00,45.00,1.50,1400.00,1345.00,15.00,10.00,35.00,15.00,1.10,1530.00,1455.00,10.00,25.00,40.00,25.00,1.60
"9330131.00",6820.00,5690.00,0.00,880.00,250.00,3145.00,2665.00,0.00,365.00,115.00,3680.00,3030.00,0.00,520.00,135.00,6820.00,6440.00,65.00,70.00,240.00,100.00,1.50,3145.00,2980.00,20.00,25.00,115.00,35.00,1.10,3680.00,3460.00,45.00,45.00,130.00,65.00,1.80
"9330132.00",3650.00,3045.00,5.00,465.00,140.00,1735.00,1480.00,0.00,190.00,70.00,1915.00,1565.00,0.00,275.00,70.00,3650.00,3435.00,35.00,45.00,135.00,60.00,1.60,1740.00,1640.00,15.00,20.00,65.00,25.00,1.40,1915.00,1800.00,20.00,25.00,65.00,30.00,1.60
"9330133.01",3675.00,3090.00,0.00,545.00,35.00,1805.00,1545.00,0.00,250.00,15.00,1865.00,1545.00,0.00,300.00,15.00,3675.00,3565.00,60.00,20.00,30.00,70.00,1.90,1810.00,1755.00,25.00,15.00,15.00,30.00,1.70,1865.00,1805.00,35.00,10.00,20.00,35.00,1.90
"9330133.02",6215.00,5330.00,0.00,665.00,215.00,3060.00,2665.00,5.00,280.00,110.00,3155.00,2665.00,0.00,385.00,105.00,6210.00,5885.00,55.00,60.00,210.00,85.00,1.40,3060.00,2905.00,15.00,30.00,110.00,30.00,1.00,3155.00,2980.00,40.00,30.00,105.00,55.00,1.70
"9330134.00",7455.00,6220.00,5.00,695.00,530.00,3540.00,2945.00,5.00,310.00,280.00,3915.00,3270.00,0.00,385.00,250.00,7455.00,6785.00,60.00,85.00,525.00,105.00,1.40,3540.00,3205.00,25.00,30.00,275.00,45.00,1.30,3915.00,3580.00,30.00,55.00,250.00,55.00,1.40
"9330135.00",4910.00,4115.00,5.00,520.00,275.00,2390.00,2030.00,0.00,230.00,130.00,2520.00,2085.00,0.00,290.00,145.00,4910.00,4510.00,55.00,75.00,265.00,95.00,1.90,2390.00,2205.00,30.00,30.00,130.00,45.00,1.90,2520.00,2305.00,30.00,45.00,140.00,55.00,2.20
"9330140.02",7380.00,6440.00,0.00,700.00,235.00,3460.00,3085.00,0.00,280.00,90.00,3920.00,3355.00,0.00,420.00,145.00,7380.00,7045.00,65.00,30.00,235.00,85.00,1.20,3460.00,3325.00,30.00,15.00,90.00,35.00,1.00,3925.00,3720.00,40.00,15.00,145.00,50.00,1.30
"9330140.03",4425.00,3915.00,0.00,255.00,250.00,2195.00,1980.00,0.00,105.00,110.00,2230.00,1935.00,0.00,145.00,140.00,4425.00,4115.00,40.00,30.00,250.00,55.00,1.20,2195.00,2065.00,15.00,15.00,110.00,20.00,0.90,2225.00,2045.00,20.00,20.00,140.00,35.00,1.60
"9330140.04",5190.00,4630.00,0.00,225.00,335.00,2605.00,2345.00,0.00,105.00,155.00,2585.00,2285.00,0.00,120.00,175.00,5190.00,4800.00,35.00,30.00,330.00,50.00,1.00,2610.00,2420.00,20.00,10.00,150.00,25.00,1.00,2580.00,2380.00,15.00,15.00,175.00,20.00,0.80
"9330141.01",8520.00,7450.00,5.00,720.00,345.00,3950.00,3545.00,0.00,285.00,125.00,4565.00,3905.00,0.00,435.00,220.00,8515.00,8075.00,65.00,35.00,335.00,80.00,0.90,3955.00,3785.00,30.00,15.00,120.00,40.00,1.00,4565.00,4290.00,35.00,20.00,215.00,50.00,1.10
"9330141.02",785.00,655.00,0.00,95.00,35.00,335.00,275.00,0.00,45.00,15.00,445.00,385.00,0.00,45.00,20.00,785.00,735.00,10.00,5.00,35.00,15.00,1.90,335.00,310.00,5.00,5.00,20.00,10.00,3.00,450.00,425.00,5.00,0.00,25.00,5.00,1.10
"9330142.01",6030.00,5350.00,0.00,400.00,280.00,2945.00,2670.00,0.00,170.00,110.00,3090.00,2685.00,0.00,240.00,170.00,6035.00,5685.00,35.00,30.00,275.00,55.00,0.90,2945.00,2800.00,20.00,15.00,105.00,25.00,0.80,3085.00,2885.00,20.00,15.00,170.00,30.00,1.00
"9330142.02",5115.00,4205.00,0.00,470.00,440.00,2435.00,2030.00,0.00,220.00,185.00,2680.00,2175.00,0.00,255.00,255.00,5115.00,4605.00,35.00,45.00,425.00,55.00,1.10,2435.00,2220.00,20.00,20.00,175.00,30.00,1.20,2680.00,2395.00,15.00,25.00,250.00,25.00,0.90
"9330142.03",6095.00,5090.00,5.00,405.00,600.00,2930.00,2460.00,0.00,200.00,265.00,3170.00,2630.00,0.00,205.00,330.00,6095.00,5415.00,50.00,40.00,585.00,70.00,1.10,2925.00,2625.00,30.00,15.00,260.00,40.00,1.40,3165.00,2795.00,20.00,30.00,330.00,30.00,0.90
