"GEO_ID","NAME","B01003_001E","B01003_001M"
"1500000US510594159002","Block Group 2, Census Tract 4159, Fairfax County, Virginia","2440","177"
"1500000US510594503001","Block Group 1, Census Tract 4503, Fairfax County, Virginia","1019","296"
"1500000US510594823011","Block Group 1, Census Tract 4823.01, Fairfax County, Virginia","2113","328"
"1500000US510594713033","Block Group 3, Census Tract 4713.03, Fairfax County, Virginia","2164","398"
"1500000US510594713032","Block Group 2, Census Tract 4713.03, Fairfax County, Virginia","1353","295"
"1500000US510594825011","Block Group 1, Census Tract 4825.01, Fairfax County, Virginia","2340","698"
"1500000US510594811063","Block Group 3, Census Tract 4811.06, Fairfax County, Virginia","2535","251"
"1500000US510594823032","Block Group 2, Census Tract 4823.03, Fairfax County, Virginia","842","180"
"1500000US510594316001","Block Group 1, Census Tract 4316, Fairfax County, Virginia","5174","540"
"1500000US510594208002","Block Group 2, Census Tract 4208, Fairfax County, Virginia","1150","202"
"1500000US510594160002","Block Group 2, Census Tract 4160, Fairfax County, Virginia","3265","603"
"1500000US510594826023","Block Group 3, Census Tract 4826.02, Fairfax County, Virginia","1636","298"
"1500000US510594515014","Block Group 4, Census Tract 4515.01, Fairfax County, Virginia","1130","361"
"1500000US510594612023","Block Group 3, Census Tract 4612.02, Fairfax County, Virginia","2276","555"
"1500000US510594217021","Block Group 1, Census Tract 4217.02, Fairfax County, Virginia","2662","576"
"1500000US510594221012","Block Group 2, Census Tract 4221.01, Fairfax County, Virginia","1913","370"
"1500000US510594616022","Block Group 2, Census Tract 4616.02, Fairfax County, Virginia","1198","405"
"1500000US510594801003","Block Group 3, Census Tract 4801, Fairfax County, Virginia","691","155"
"1500000US510594223021","Block Group 1, Census Tract 4223.02, Fairfax County, Virginia","634","201"
"1500000US510594804011","Block Group 1, Census Tract 4804.01, Fairfax County, Virginia","1530","296"
"1500000US510594162001","Block Group 1, Census Tract 4162, Fairfax County, Virginia","1846","400"
"1500000US510594325001","Block Group 1, Census Tract 4325, Fairfax County, Virginia","1538","180"
"1500000US510594522003","Block Group 3, Census Tract 4522, Fairfax County, Virginia","1108","446"
"1500000US510594221022","Block Group 2, Census Tract 4221.02, Fairfax County, Virginia","1523","459"
"1500000US510594506011","Block Group 1, Census Tract 4506.01, Fairfax County, Virginia","1129","234"
"1500000US510594306001","Block Group 1, Census Tract 4306, Fairfax County, Virginia","2478","803"
"1500000US510594917022","Block Group 2, Census Tract 4917.02, Fairfax County, Virginia","1466","412"
"1500000US510594805053","Block Group 3, Census Tract 4805.05, Fairfax County, Virginia","707","185"
"1500000US510594206001","Block Group 1, Census Tract 4206, Fairfax County, Virginia","1586","305"
"1500000US510594154022","Block Group 2, Census Tract 4154.02, Fairfax County, Virginia","845","218"
"1500000US510594804022","Block Group 2, Census Tract 4804.02, Fairfax County, Virginia","2465","318"
"1500000US510594513002","Block Group 2, Census Tract 4513, Fairfax County, Virginia","1117","149"
"1500000US510594327022","Block Group 2, Census Tract 4327.02, Fairfax County, Virginia","1967","350"
"1500000US510594203003","Block Group 3, Census Tract 4203, Fairfax County, Virginia","1031","394"
"1500000US510594822033","Block Group 3, Census Tract 4822.03, Fairfax County, Virginia","1021","207"
"1500000US510594822032","Block Group 2, Census Tract 4822.03, Fairfax County, Virginia","883","336"
"1500000US510594221013","Block Group 3, Census Tract 4221.01, Fairfax County, Virginia","1479","613"
"1500000US510594913022","Block Group 2, Census Tract 4913.02, Fairfax County, Virginia","1177","196"
"1500000US510594217012","Block Group 2, Census Tract 4217.01, Fairfax County, Virginia","1843","475"
"1500000US510594222022","Block Group 2, Census Tract 4222.02, Fairfax County, Virginia","2086","481"
"1500000US510594705002","Block Group 2, Census Tract 4705, Fairfax County, Virginia","2392","421"
"1500000US510594309021","Block Group 1, Census Tract 4309.02, Fairfax County, Virginia","1288","260"
"1500000US510594809014","Block Group 4, Census Tract 4809.01, Fairfax County, Virginia","879","160"
"1500000US510594307002","Block Group 2, Census Tract 4307, Fairfax County, Virginia","1264","244"
"1500000US510594503002","Block Group 2, Census Tract 4503, Fairfax County, Virginia","542","281"
"1500000US510594812023","Block Group 3, Census Tract 4812.02, Fairfax County, Virginia","2342","592"
"1500000US510594914041","Block Group 1, Census Tract 4914.04, Fairfax County, Virginia","1341","193"
"1500000US510594803001","Block Group 1, Census Tract 4803, Fairfax County, Virginia","3734","556"
"1500000US510594817022","Block Group 2, Census Tract 4817.02, Fairfax County, Virginia","2207","460"
"1500000US510594914011","Block Group 1, Census Tract 4914.01, Fairfax County, Virginia","1838","299"
"1500000US510594301021","Block Group 1, Census Tract 4301.02, Fairfax County, Virginia","3270","230"
"1500000US510594306002","Block Group 2, Census Tract 4306, Fairfax County, Virginia","1322","403"
"1500000US510594527001","Block Group 1, Census Tract 4527, Fairfax County, Virginia","2159","432"
"1500000US510594917031","Block Group 1, Census Tract 4917.03, Fairfax County, Virginia","2137","353"
"1500000US510594817011","Block Group 1, Census Tract 4817.01, Fairfax County, Virginia","1843","296"
"1500000US510594817012","Block Group 2, Census Tract 4817.01, Fairfax County, Virginia","2642","245"
"1500000US510594219003","Block Group 3, Census Tract 4219, Fairfax County, Virginia","269","123"
"1500000US510594922012","Block Group 2, Census Tract 4922.01, Fairfax County, Virginia","1006","150"
"1500000US510594811022","Block Group 2, Census Tract 4811.02, Fairfax County, Virginia","390","135"
"1500000US510594523021","Block Group 1, Census Tract 4523.02, Fairfax County, Virginia","3271","554"
"1500000US510594823012","Block Group 2, Census Tract 4823.01, Fairfax County, Virginia","2708","354"
"1500000US510594214003","Block Group 3, Census Tract 4214, Fairfax County, Virginia","1684","703"
"1500000US510594808023","Block Group 3, Census Tract 4808.02, Fairfax County, Virginia","867","222"
"1500000US510594913013","Block Group 3, Census Tract 4913.01, Fairfax County, Virginia","1505","427"
"1500000US510594615001","Block Group 1, Census Tract 4615, Fairfax County, Virginia","1045","305"
"1500000US510594918012","Block Group 2, Census Tract 4918.01, Fairfax County, Virginia","1271","198"
"1500000US510594822011","Block Group 1, Census Tract 4822.01, Fairfax County, Virginia","2403","223"
"1500000US510594223024","Block Group 4, Census Tract 4223.02, Fairfax County, Virginia","1698","345"
"1500000US510594918031","Block Group 1, Census Tract 4918.03, Fairfax County, Virginia","2398","505"
"1500000US510594506014","Block Group 4, Census Tract 4506.01, Fairfax County, Virginia","579","161"
"1500000US510594515013","Block Group 3, Census Tract 4515.01, Fairfax County, Virginia","1962","443"
"1500000US510594223011","Block Group 1, Census Tract 4223.01, Fairfax County, Virginia","1666","340"
"1500000US510594210023","Block Group 3, Census Tract 4210.02, Fairfax County, Virginia","1593","337"
"1500000US510594913032","Block Group 2, Census Tract 4913.03, Fairfax County, Virginia","3129","422"
"1500000US510594616013","Block Group 3, Census Tract 4616.01, Fairfax County, Virginia","3622","681"
"1500000US510594323003","Block Group 3, Census Tract 4323, Fairfax County, Virginia","1851","274"
"1500000US510594528014","Block Group 4, Census Tract 4528.01, Fairfax County, Virginia","418","137"
"1500000US510594812011","Block Group 1, Census Tract 4812.01, Fairfax County, Virginia","1147","65"
"1500000US510594820012","Block Group 2, Census Tract 4820.01, Fairfax County, Virginia","2709","197"
"1500000US510594701001","Block Group 1, Census Tract 4701, Fairfax County, Virginia","828","155"
"1500000US510594519001","Block Group 1, Census Tract 4519, Fairfax County, Virginia","1665","450"
"1500000US510594911032","Block Group 2, Census Tract 4911.03, Fairfax County, Virginia","2224","467"
"1500000US510594514002","Block Group 2, Census Tract 4514, Fairfax County, Virginia","1279","328"
"1500000US510594528021","Block Group 1, Census Tract 4528.02, Fairfax County, Virginia","1340","228"
"1500000US510594709004","Block Group 4, Census Tract 4709, Fairfax County, Virginia","1054","286"
"1500000US510594315001","Block Group 1, Census Tract 4315, Fairfax County, Virginia","2389","249"
"1500000US510594824001","Block Group 1, Census Tract 4824, Fairfax County, Virginia","2292","93"
"1500000US510594522004","Block Group 4, Census Tract 4522, Fairfax County, Virginia","781","361"
"1500000US510594162002","Block Group 2, Census Tract 4162, Fairfax County, Virginia","3507","428"
"1500000US510594612021","Block Group 1, Census Tract 4612.02, Fairfax County, Virginia","1115","330"
"1500000US510594223012","Block Group 2, Census Tract 4223.01, Fairfax County, Virginia","1580","330"
"1500000US510594524001","Block Group 1, Census Tract 4524, Fairfax County, Virginia","1153","399"
"1500000US510594801002","Block Group 2, Census Tract 4801, Fairfax County, Virginia","1424","201"
"1500000US510594203001","Block Group 1, Census Tract 4203, Fairfax County, Virginia","2259","424"
"1500000US510594153002","Block Group 2, Census Tract 4153, Fairfax County, Virginia","1491","286"
"1500000US510594516012","Block Group 2, Census Tract 4516.01, Fairfax County, Virginia","1176","514"
"1500000US510594527003","Block Group 3, Census Tract 4527, Fairfax County, Virginia","752","167"
"1500000US510594218001","Block Group 1, Census Tract 4218, Fairfax County, Virginia","1749","438"
"1500000US510594916013","Block Group 3, Census Tract 4916.01, Fairfax County, Virginia","1301","248"
"1500000US510594217022","Block Group 2, Census Tract 4217.02, Fairfax County, Virginia","2356","513"
"1500000US510594711005","Block Group 5, Census Tract 4711, Fairfax County, Virginia","1568","388"
"1500000US510594914021","Block Group 1, Census Tract 4914.02, Fairfax County, Virginia","2676","406"
"1500000US510594914031","Block Group 1, Census Tract 4914.03, Fairfax County, Virginia","2516","268"
"1500000US510594308011","Block Group 1, Census Tract 4308.01, Fairfax County, Virginia","1908","253"
"1500000US510594204002","Block Group 2, Census Tract 4204, Fairfax County, Virginia","1571","268"
"1500000US510594323002","Block Group 2, Census Tract 4323, Fairfax County, Virginia","1257","341"
"1500000US510594924001","Block Group 1, Census Tract 4924, Fairfax County, Virginia","2080","302"
"1500000US510594617001","Block Group 1, Census Tract 4617, Fairfax County, Virginia","2454","510"
"1500000US510594503004","Block Group 4, Census Tract 4503, Fairfax County, Virginia","711","251"
"1500000US510594308012","Block Group 2, Census Tract 4308.01, Fairfax County, Virginia","2763","278"
"1500000US510594328001","Block Group 1, Census Tract 4328, Fairfax County, Virginia","2358","194"
"1500000US510594214001","Block Group 1, Census Tract 4214, Fairfax County, Virginia","4238","1206"
"1500000US510594826012","Block Group 2, Census Tract 4826.01, Fairfax County, Virginia","3600","434"
"1500000US510594519003","Block Group 3, Census Tract 4519, Fairfax County, Virginia","1418","518"
"1500000US510594302011","Block Group 1, Census Tract 4302.01, Fairfax County, Virginia","2569","414"
"1500000US510594601002","Block Group 2, Census Tract 4601, Fairfax County, Virginia","1886","230"
"1500000US510594301013","Block Group 3, Census Tract 4301.01, Fairfax County, Virginia","1969","311"
"1500000US510594914014","Block Group 4, Census Tract 4914.01, Fairfax County, Virginia","550","154"
"1500000US510594301012","Block Group 2, Census Tract 4301.01, Fairfax County, Virginia","1294","225"
"1500000US510594501004","Block Group 4, Census Tract 4501, Fairfax County, Virginia","1081","306"
"1500000US510594526003","Block Group 3, Census Tract 4526, Fairfax County, Virginia","863","279"
"1500000US510594405013","Block Group 3, Census Tract 4405.01, Fairfax County, Virginia","1257","242"
"1500000US510594525012","Block Group 2, Census Tract 4525.01, Fairfax County, Virginia","1647","293"
"1500000US510594524004","Block Group 4, Census Tract 4524, Fairfax County, Virginia","2218","673"
"1500000US510594408001","Block Group 1, Census Tract 4408, Fairfax County, Virginia","3044","434"
"1500000US510594708001","Block Group 1, Census Tract 4708, Fairfax County, Virginia","967","208"
"1500000US510594518001","Block Group 1, Census Tract 4518, Fairfax County, Virginia","1396","366"
"1500000US510594922031","Block Group 1, Census Tract 4922.03, Fairfax County, Virginia","903","204"
"1500000US510594713041","Block Group 1, Census Tract 4713.04, Fairfax County, Virginia","1849","88"
"1500000US510594212001","Block Group 1, Census Tract 4212, Fairfax County, Virginia","2057","95"
"1500000US510594310021","Block Group 1, Census Tract 4310.02, Fairfax County, Virginia","2432","142"
"1500000US510594523011","Block Group 1, Census Tract 4523.01, Fairfax County, Virginia","2619","354"
"1500000US510594608002","Block Group 2, Census Tract 4608, Fairfax County, Virginia","2009","226"
"1500000US510594811061","Block Group 1, Census Tract 4811.06, Fairfax County, Virginia","1005","143"
"1500000US510594911022","Block Group 2, Census Tract 4911.02, Fairfax County, Virginia","1617","210"
"1500000US510594202021","Block Group 1, Census Tract 4202.02, Fairfax County, Virginia","1776","197"
"1500000US510594516021","Block Group 1, Census Tract 4516.02, Fairfax County, Virginia","874","245"
"1500000US510594814003","Block Group 3, Census Tract 4814, Fairfax County, Virginia","1975","318"
"1500000US510594528011","Block Group 1, Census Tract 4528.01, Fairfax County, Virginia","1029","389"
"1500000US510594708002","Block Group 2, Census Tract 4708, Fairfax County, Virginia","2000","220"
"1500000US510594211022","Block Group 2, Census Tract 4211.02, Fairfax County, Virginia","2155","197"
"1500000US510594707005","Block Group 5, Census Tract 4707, Fairfax County, Virginia","1043","204"
"1500000US510594917051","Block Group 1, Census Tract 4917.05, Fairfax County, Virginia","3457","158"
"1500000US510594805021","Block Group 1, Census Tract 4805.02, Fairfax County, Virginia","3075","303"
"1500000US510594518002","Block Group 2, Census Tract 4518, Fairfax County, Virginia","2287","359"
"1500000US510594825013","Block Group 3, Census Tract 4825.01, Fairfax County, Virginia","3962","1035"
"1500000US510594618011","Block Group 1, Census Tract 4618.01, Fairfax County, Virginia","1535","159"
"1500000US510594820011","Block Group 1, Census Tract 4820.01, Fairfax County, Virginia","1129","148"
"1500000US510594407023","Block Group 3, Census Tract 4407.02, Fairfax County, Virginia","1868","208"
"1500000US510594817013","Block Group 3, Census Tract 4817.01, Fairfax County, Virginia","1771","196"
"1500000US510594901034","Block Group 4, Census Tract 4901.03, Fairfax County, Virginia","1342","270"
"1500000US510594321002","Block Group 2, Census Tract 4321, Fairfax County, Virginia","2477","304"
"1500000US510594152002","Block Group 2, Census Tract 4152, Fairfax County, Virginia","550","104"
"1500000US510594612012","Block Group 2, Census Tract 4612.01, Fairfax County, Virginia","1825","222"
"1500000US510594224011","Block Group 1, Census Tract 4224.01, Fairfax County, Virginia","805","179"
"1500000US510594401003","Block Group 3, Census Tract 4401, Fairfax County, Virginia","3103","600"
"1500000US510594407011","Block Group 1, Census Tract 4407.01, Fairfax County, Virginia","3016","169"
"1500000US510594521011","Block Group 1, Census Tract 4521.01, Fairfax County, Virginia","1108","252"
"1500000US510594918022","Block Group 2, Census Tract 4918.02, Fairfax County, Virginia","1641","205"
"1500000US510594302022","Block Group 2, Census Tract 4302.02, Fairfax County, Virginia","1516","235"
"1500000US510594215002","Block Group 2, Census Tract 4215, Fairfax County, Virginia","3582","774"
"1500000US510594816001","Block Group 1, Census Tract 4816, Fairfax County, Virginia","1797","205"
"1500000US510599801001","Block Group 1, Census Tract 9801, Fairfax County, Virginia","5","6"
"1500000US510594153001","Block Group 1, Census Tract 4153, Fairfax County, Virginia","964","260"
"1500000US510594161002","Block Group 2, Census Tract 4161, Fairfax County, Virginia","992","204"
"1500000US510594221011","Block Group 1, Census Tract 4221.01, Fairfax County, Virginia","4220","678"
"1500000US510594713031","Block Group 1, Census Tract 4713.03, Fairfax County, Virginia","796","191"
"1500000US510594805051","Block Group 1, Census Tract 4805.05, Fairfax County, Virginia","1347","196"
"1500000US510594605022","Block Group 2, Census Tract 4605.02, Fairfax County, Virginia","2096","332"
"1500000US510594826024","Block Group 4, Census Tract 4826.02, Fairfax County, Virginia","1902","467"
"1500000US510594513001","Block Group 1, Census Tract 4513, Fairfax County, Virginia","1393","159"
"1500000US510594802031","Block Group 1, Census Tract 4802.03, Fairfax County, Virginia","2751","313"
"1500000US510594611002","Block Group 2, Census Tract 4611, Fairfax County, Virginia","2266","343"
"1500000US510594155001","Block Group 1, Census Tract 4155, Fairfax County, Virginia","1745","316"
"1500000US510594310013","Block Group 3, Census Tract 4310.01, Fairfax County, Virginia","1912","286"
"1500000US510594805023","Block Group 3, Census Tract 4805.02, Fairfax County, Virginia","2066","347"
"1500000US510594403001","Block Group 1, Census Tract 4403, Fairfax County, Virginia","1147","118"
"1500000US510594802022","Block Group 2, Census Tract 4802.02, Fairfax County, Virginia","1695","367"
"1500000US510594159001","Block Group 1, Census Tract 4159, Fairfax County, Virginia","870","164"
"1500000US510594508001","Block Group 1, Census Tract 4508, Fairfax County, Virginia","761","205"
"1500000US510594610001","Block Group 1, Census Tract 4610, Fairfax County, Virginia","2586","163"
"1500000US510594501002","Block Group 2, Census Tract 4501, Fairfax County, Virginia","2834","500"
"1500000US510594510001","Block Group 1, Census Tract 4510, Fairfax County, Virginia","1119","201"
"1500000US510594914032","Block Group 2, Census Tract 4914.03, Fairfax County, Virginia","1331","218"
"1500000US510594917032","Block Group 2, Census Tract 4917.03, Fairfax County, Virginia","1335","284"
"1500000US510594801001","Block Group 1, Census Tract 4801, Fairfax County, Virginia","1418","210"
"1500000US510594815001","Block Group 1, Census Tract 4815, Fairfax County, Virginia","2253","92"
"1500000US510594921004","Block Group 4, Census Tract 4921, Fairfax County, Virginia","915","219"
"1500000US510594710001","Block Group 1, Census Tract 4710, Fairfax County, Virginia","2186","149"
"1500000US510594320001","Block Group 1, Census Tract 4320, Fairfax County, Virginia","2319","243"
"1500000US510594615003","Block Group 3, Census Tract 4615, Fairfax County, Virginia","1799","517"
"1500000US510594320002","Block Group 2, Census Tract 4320, Fairfax County, Virginia","1300","301"
"1500000US510594309011","Block Group 1, Census Tract 4309.01, Fairfax County, Virginia","2066","316"
"1500000US510594307001","Block Group 1, Census Tract 4307, Fairfax County, Virginia","1521","213"
"1500000US510594224022","Block Group 2, Census Tract 4224.02, Fairfax County, Virginia","839","244"
"1500000US510594503003","Block Group 3, Census Tract 4503, Fairfax County, Virginia","2504","414"
"1500000US510594617002","Block Group 2, Census Tract 4617, Fairfax County, Virginia","2384","486"
"1500000US510594327021","Block Group 1, Census Tract 4327.02, Fairfax County, Virginia","2494","349"
"1500000US510594826013","Block Group 3, Census Tract 4826.01, Fairfax County, Virginia","1956","451"
"1500000US510594913021","Block Group 1, Census Tract 4913.02, Fairfax County, Virginia","2374","272"
"1500000US510594310011","Block Group 1, Census Tract 4310.01, Fairfax County, Virginia","1776","376"
"1500000US510594210011","Block Group 1, Census Tract 4210.01, Fairfax County, Virginia","2710","232"
"1500000US510594914042","Block Group 2, Census Tract 4914.04, Fairfax County, Virginia","2579","308"
"1500000US510594915021","Block Group 1, Census Tract 4915.02, Fairfax County, Virginia","3106","480"
"1500000US510594812022","Block Group 2, Census Tract 4812.02, Fairfax County, Virginia","1493","357"
"1500000US510594154021","Block Group 1, Census Tract 4154.02, Fairfax County, Virginia","877","173"
"1500000US510594805052","Block Group 2, Census Tract 4805.05, Fairfax County, Virginia","1045","178"
"1500000US510594819001","Block Group 1, Census Tract 4819, Fairfax County, Virginia","2447","507"
"1500000US510594606001","Block Group 1, Census Tract 4606, Fairfax County, Virginia","1576","262"
"1500000US510594701002","Block Group 2, Census Tract 4701, Fairfax County, Virginia","1789","155"
"1500000US510594917013","Block Group 3, Census Tract 4917.01, Fairfax County, Virginia","1527","281"
"1500000US510594920003","Block Group 3, Census Tract 4920, Fairfax County, Virginia","1908","281"
"1500000US510594308023","Block Group 3, Census Tract 4308.02, Fairfax County, Virginia","1483","263"
"1500000US510594912021","Block Group 1, Census Tract 4912.02, Fairfax County, Virginia","1633","205"
"1500000US510594811062","Block Group 2, Census Tract 4811.06, Fairfax County, Virginia","1873","257"
"1500000US510594205011","Block Group 1, Census Tract 4205.01, Fairfax County, Virginia","1795","172"
"1500000US510594318021","Block Group 1, Census Tract 4318.02, Fairfax County, Virginia","2020","243"
"1500000US510594924002","Block Group 2, Census Tract 4924, Fairfax County, Virginia","2548","350"
"1500000US510594506022","Block Group 2, Census Tract 4506.02, Fairfax County, Virginia","1983","433"
"1500000US510594602002","Block Group 2, Census Tract 4602, Fairfax County, Virginia","2210","360"
"1500000US510594705003","Block Group 3, Census Tract 4705, Fairfax County, Virginia","799","200"
"1500000US510594611003","Block Group 3, Census Tract 4611, Fairfax County, Virginia","2846","614"
"1500000US510594304003","Block Group 3, Census Tract 4304, Fairfax County, Virginia","2245","409"
"1500000US510594314003","Block Group 3, Census Tract 4314, Fairfax County, Virginia","1983","352"
"1500000US510594522002","Block Group 2, Census Tract 4522, Fairfax County, Virginia","2153","779"
"1500000US510594817021","Block Group 1, Census Tract 4817.02, Fairfax County, Virginia","1949","313"
"1500000US510594711002","Block Group 2, Census Tract 4711, Fairfax County, Virginia","1005","401"
"1500000US510594224012","Block Group 2, Census Tract 4224.01, Fairfax County, Virginia","1910","238"
"1500000US510594202031","Block Group 1, Census Tract 4202.03, Fairfax County, Virginia","2844","127"
"1500000US510594512001","Block Group 1, Census Tract 4512, Fairfax County, Virginia","889","98"
"1500000US510594506012","Block Group 2, Census Tract 4506.01, Fairfax County, Virginia","1306","370"
"1500000US510594218002","Block Group 2, Census Tract 4218, Fairfax County, Virginia","3271","919"
"1500000US510594305001","Block Group 1, Census Tract 4305, Fairfax County, Virginia","1792","101"
"1500000US510594811052","Block Group 2, Census Tract 4811.05, Fairfax County, Virginia","2340","310"
"1500000US510594611001","Block Group 1, Census Tract 4611, Fairfax County, Virginia","2077","343"
"1500000US510594912011","Block Group 1, Census Tract 4912.01, Fairfax County, Virginia","890","311"
"1500000US510594918021","Block Group 1, Census Tract 4918.02, Fairfax County, Virginia","1381","251"
"1500000US510594401004","Block Group 4, Census Tract 4401, Fairfax County, Virginia","985","288"
"1500000US510594528022","Block Group 2, Census Tract 4528.02, Fairfax County, Virginia","1515","235"
"1500000US510594616014","Block Group 4, Census Tract 4616.01, Fairfax County, Virginia","991","322"
"1500000US510594820021","Block Group 1, Census Tract 4820.02, Fairfax County, Virginia","1778","151"
"1500000US510594809022","Block Group 2, Census Tract 4809.02, Fairfax County, Virginia","1166","273"
"1500000US510594822034","Block Group 4, Census Tract 4822.03, Fairfax County, Virginia","1434","283"
"1500000US510594215003","Block Group 3, Census Tract 4215, Fairfax County, Virginia","1117","477"
"1500000US510594810002","Block Group 2, Census Tract 4810, Fairfax County, Virginia","3938","603"
"1500000US510594811041","Block Group 1, Census Tract 4811.04, Fairfax County, Virginia","1507","235"
"1500000US510594322022","Block Group 2, Census Tract 4322.02, Fairfax County, Virginia","1916","324"
"1500000US510594607022","Block Group 2, Census Tract 4607.02, Fairfax County, Virginia","1792","226"
"1500000US510594507021","Block Group 1, Census Tract 4507.02, Fairfax County, Virginia","3163","722"
"1500000US510594157002","Block Group 2, Census Tract 4157, Fairfax County, Virginia","2771","193"
"1500000US510599802001","Block Group 1, Census Tract 9802, Fairfax County, Virginia","0","12"
"1500000US510594825015","Block Group 5, Census Tract 4825.01, Fairfax County, Virginia","841","448"
"1500000US510594205031","Block Group 1, Census Tract 4205.03, Fairfax County, Virginia","718","201"
"1500000US510594207002","Block Group 2, Census Tract 4207, Fairfax County, Virginia","2202","279"
"1500000US510594322021","Block Group 1, Census Tract 4322.02, Fairfax County, Virginia","2943","331"
"1500000US510594802012","Block Group 2, Census Tract 4802.01, Fairfax County, Virginia","1996","254"
"1500000US510594521012","Block Group 2, Census Tract 4521.01, Fairfax County, Virginia","2248","345"
"1500000US510594706002","Block Group 2, Census Tract 4706, Fairfax County, Virginia","1522","163"
"1500000US510594510002","Block Group 2, Census Tract 4510, Fairfax County, Virginia","1539","239"
"1500000US510594913031","Block Group 1, Census Tract 4913.03, Fairfax County, Virginia","1425","306"
"1500000US510594324023","Block Group 3, Census Tract 4324.02, Fairfax County, Virginia","1604","220"
"1500000US510594205032","Block Group 2, Census Tract 4205.03, Fairfax County, Virginia","2146","436"
"1500000US510594805022","Block Group 2, Census Tract 4805.02, Fairfax County, Virginia","604","123"
"1500000US510594821002","Block Group 2, Census Tract 4821, Fairfax County, Virginia","2079","203"
"1500000US510594914022","Block Group 2, Census Tract 4914.02, Fairfax County, Virginia","2127","444"
"1500000US510594925001","Block Group 1, Census Tract 4925, Fairfax County, Virginia","2182","265"
"1500000US510594917043","Block Group 3, Census Tract 4917.04, Fairfax County, Virginia","2057","448"
"1500000US510594204001","Block Group 1, Census Tract 4204, Fairfax County, Virginia","1566","164"
"1500000US510594309012","Block Group 2, Census Tract 4309.01, Fairfax County, Virginia","2214","314"
"1500000US510594402023","Block Group 3, Census Tract 4402.02, Fairfax County, Virginia","2109","432"
"1500000US510594601001","Block Group 1, Census Tract 4601, Fairfax County, Virginia","1191","204"
"1500000US510594917042","Block Group 2, Census Tract 4917.04, Fairfax County, Virginia","1505","404"
"1500000US510594805041","Block Group 1, Census Tract 4805.04, Fairfax County, Virginia","1975","120"
"1500000US510594211032","Block Group 2, Census Tract 4211.03, Fairfax County, Virginia","2388","282"
"1500000US510594709005","Block Group 5, Census Tract 4709, Fairfax County, Virginia","1413","299"
"1500000US510594519002","Block Group 2, Census Tract 4519, Fairfax County, Virginia","2316","484"
"1500000US510594203004","Block Group 4, Census Tract 4203, Fairfax County, Virginia","998","417"
"1500000US510594712012","Block Group 2, Census Tract 4712.01, Fairfax County, Virginia","367","84"
"1500000US510594214004","Block Group 4, Census Tract 4214, Fairfax County, Virginia","2251","834"
"1500000US510594707002","Block Group 2, Census Tract 4707, Fairfax County, Virginia","1325","202"
"1500000US510594915022","Block Group 2, Census Tract 4915.02, Fairfax County, Virginia","2305","411"
"1500000US510594326002","Block Group 2, Census Tract 4326, Fairfax County, Virginia","2453","301"
"1500000US510594605011","Block Group 1, Census Tract 4605.01, Fairfax County, Virginia","2592","182"
"1500000US510594825031","Block Group 1, Census Tract 4825.03, Fairfax County, Virginia","1778","190"
"1500000US510594221021","Block Group 1, Census Tract 4221.02, Fairfax County, Virginia","1913","507"
"1500000US510594917023","Block Group 3, Census Tract 4917.02, Fairfax County, Virginia","2255","543"
"1500000US510594407021","Block Group 1, Census Tract 4407.02, Fairfax County, Virginia","2597","282"
"1500000US510594151001","Block Group 1, Census Tract 4151, Fairfax County, Virginia","1424","317"
"1500000US510594313002","Block Group 2, Census Tract 4313, Fairfax County, Virginia","1827","297"
"1500000US510594704002","Block Group 2, Census Tract 4704, Fairfax County, Virginia","1254","204"
"1500000US510594901033","Block Group 3, Census Tract 4901.03, Fairfax County, Virginia","1513","366"
"1500000US510594609001","Block Group 1, Census Tract 4609, Fairfax County, Virginia","2521","115"
"1500000US510594711004","Block Group 4, Census Tract 4711, Fairfax County, Virginia","2244","431"
"1500000US510594922023","Block Group 3, Census Tract 4922.02, Fairfax County, Virginia","2164","465"
"1500000US510594523012","Block Group 2, Census Tract 4523.01, Fairfax County, Virginia","735","194"
"1500000US510594154012","Block Group 2, Census Tract 4154.01, Fairfax County, Virginia","2685","693"
"1500000US510594154013","Block Group 3, Census Tract 4154.01, Fairfax County, Virginia","1388","639"
"1500000US510594925002","Block Group 2, Census Tract 4925, Fairfax County, Virginia","1898","220"
"1500000US510594803003","Block Group 3, Census Tract 4803, Fairfax County, Virginia","3003","407"
"1500000US510594152001","Block Group 1, Census Tract 4152, Fairfax County, Virginia","897","208"
"1500000US510594606002","Block Group 2, Census Tract 4606, Fairfax County, Virginia","2419","268"
"1500000US510594619021","Block Group 1, Census Tract 4619.02, Fairfax County, Virginia","2037","281"
"1500000US510594709003","Block Group 3, Census Tract 4709, Fairfax County, Virginia","842","241"
"1500000US510594512002","Block Group 2, Census Tract 4512, Fairfax County, Virginia","755","90"
"1500000US510594712022","Block Group 2, Census Tract 4712.02, Fairfax County, Virginia","2368","498"
"1500000US510594507011","Block Group 1, Census Tract 4507.01, Fairfax County, Virginia","2937","207"
"1500000US510594809032","Block Group 2, Census Tract 4809.03, Fairfax County, Virginia","1558","391"
"1500000US510594811021","Block Group 1, Census Tract 4811.02, Fairfax County, Virginia","3268","290"
"1500000US510594705004","Block Group 4, Census Tract 4705, Fairfax County, Virginia","967","214"
"1500000US510594524002","Block Group 2, Census Tract 4524, Fairfax County, Virginia","1069","392"
