"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"1500000US510594208001","Block Group 1, Census Tract 4208, Fairfax County, Virginia","907","301","507","211","63","87","0","12","152","237","0","12","76","115","109","115","45","69","64","94"
"1500000US510594516014","Block Group 4, Census Tract 4516.01, Fairfax County, Virginia","1330","572","366","316","0","12","0","12","0","12","0","12","783","535","181","281","181","281","0","12"
"1500000US510594525023","Block Group 3, Census Tract 4525.02, Fairfax County, Virginia","2619","658","983","572","818","517","0","12","327","227","0","12","334","300","157","193","0","12","157","193"
"1500000US510594301011","Block Group 1, Census Tract 4301.01, Fairfax County, Virginia","1443","239","1223","266","7","11","0","12","91","80","0","12","84","101","38","39","0","12","38","39"
"1500000US510594917021","Block Group 1, Census Tract 4917.02, Fairfax County, Virginia","1299","327","1015","310","69","64","0","12","81","78","0","12","20","34","114","178","0","12","114","178"
"1500000US510594607012","Block Group 2, Census Tract 4607.01, Fairfax County, Virginia","2195","332","1592","270","191","192","0","12","289","162","0","12","52","57","71","64","0","12","71","64"
"1500000US510594921001","Block Group 1, Census Tract 4921, Fairfax County, Virginia","1939","305","1668","310","121","128","0","12","57","73","0","12","0","12","93","149","0","12","93","149"
"1500000US510594819003","Block Group 3, Census Tract 4819, Fairfax County, Virginia","2330","349","1793","410","146","180","0","12","230","139","0","12","52","77","109","165","0","12","109","165"
"1500000US510594218003","Block Group 3, Census Tract 4218, Fairfax County, Virginia","1603","568","847","506","394","343","0","12","112","105","0","12","110","174","140","123","35","46","105","114"
"1500000US510594506021","Block Group 1, Census Tract 4506.02, Fairfax County, Virginia","1283","325","680","237","31","50","0","12","393","203","0","12","99","162","80","90","0","12","80","90"
"1500000US510594525022","Block Group 2, Census Tract 4525.02, Fairfax County, Virginia","2261","548","852","399","988","428","0","12","322","132","0","12","67","78","32","39","0","12","32","39"
"1500000US510594216003","Block Group 3, Census Tract 4216, Fairfax County, Virginia","1541","617","629","534","516","239","0","12","150","132","0","12","179","210","67","69","0","12","67","69"
"1500000US510594612013","Block Group 3, Census Tract 4612.01, Fairfax County, Virginia","735","152","633","173","94","104","0","12","0","12","0","12","0","12","8","13","0","12","8","13"
"1500000US510594160001","Block Group 1, Census Tract 4160, Fairfax County, Virginia","1683","398","728","243","519","313","25","25","151","98","0","12","35","37","225","121","37","58","188","115"
"1500000US510594607011","Block Group 1, Census Tract 4607.01, Fairfax County, Virginia","1336","262","918","191","24","38","0","12","274","176","0","12","23","38","97","86","0","12","97","86"
"1500000US510594203002","Block Group 2, Census Tract 4203, Fairfax County, Virginia","1898","461","1262","368","436","329","0","12","150","178","0","12","0","12","50","46","0","12","50","46"
"1500000US510594615004","Block Group 4, Census Tract 4615, Fairfax County, Virginia","1985","368","1286","302","68","102","0","12","516","229","0","12","0","12","115","110","0","12","115","110"
"1500000US510594403002","Block Group 2, Census Tract 4403, Fairfax County, Virginia","1482","124","1083","115","28","26","14","22","313","96","0","12","1","3","43","32","0","12","43","32"
"1500000US510594526002","Block Group 2, Census Tract 4526, Fairfax County, Virginia","2335","484","676","227","913","547","28","46","396","270","0","12","0","12","322","402","250","408","72","78"
"1500000US510594604003","Block Group 3, Census Tract 4604, Fairfax County, Virginia","1124","323","418","155","210","224","0","12","364","160","0","12","0","12","132","119","11","17","121","118"
"1500000US510594401002","Block Group 2, Census Tract 4401, Fairfax County, Virginia","2099","383","1528","277","107","168","0","12","233","235","0","12","110","163","121","125","0","12","121","125"
"1500000US510594811042","Block Group 2, Census Tract 4811.04, Fairfax County, Virginia","924","325","183","104","259","209","0","12","436","249","0","12","0","12","46","52","0","12","46","52"
"1500000US510594211021","Block Group 1, Census Tract 4211.02, Fairfax County, Virginia","1488","256","679","177","448","160","0","12","266","115","0","12","46","81","49","52","0","12","49","52"
"1500000US510594712021","Block Group 1, Census Tract 4712.02, Fairfax County, Virginia","1641","361","1258","320","15","24","20","30","335","150","0","12","0","12","13","23","0","12","13","23"
"1500000US510594814002","Block Group 2, Census Tract 4814, Fairfax County, Virginia","2426","398","1761","264","30","36","0","12","294","224","0","12","0","12","341","174","0","12","341","174"
"1500000US510594814001","Block Group 1, Census Tract 4814, Fairfax County, Virginia","1031","198","549","185","83","82","0","12","268","143","0","12","0","12","131","135","0","12","131","135"
"1500000US510594214002","Block Group 2, Census Tract 4214, Fairfax County, Virginia","978","360","421","140","132","109","0","12","202","116","0","12","0","12","223","212","0","12","223","212"
"1500000US510594502001","Block Group 1, Census Tract 4502, Fairfax County, Virginia","2747","466","1483","530","602","468","0","12","202","120","0","12","430","365","30","34","0","12","30","34"
"1500000US510594308021","Block Group 1, Census Tract 4308.02, Fairfax County, Virginia","1397","200","1299","227","93","86","0","12","5","10","0","12","0","12","0","12","0","12","0","12"
"1500000US510594913011","Block Group 1, Census Tract 4913.01, Fairfax County, Virginia","662","227","638","227","0","12","0","12","0","12","0","12","0","12","24","39","0","12","24","39"
"1500000US510594901032","Block Group 2, Census Tract 4901.03, Fairfax County, Virginia","1934","665","1267","455","218","277","0","12","19","28","0","12","430","398","0","12","0","12","0","12"
"1500000US510594324021","Block Group 1, Census Tract 4324.02, Fairfax County, Virginia","1476","188","1075","175","205","113","19","27","111","78","0","12","18","27","48","41","0","12","48","41"
"1500000US510594712023","Block Group 3, Census Tract 4712.02, Fairfax County, Virginia","1085","344","779","334","37","60","0","12","228","129","0","12","0","12","41","69","0","12","41","69"
"1500000US510594817023","Block Group 3, Census Tract 4817.02, Fairfax County, Virginia","660","124","498","119","92","79","0","12","32","29","0","12","0","12","38","45","0","12","38","45"
"1500000US510594811031","Block Group 1, Census Tract 4811.03, Fairfax County, Virginia","1890","257","543","167","107","165","0","12","1240","177","0","12","0","12","0","12","0","12","0","12"
"1500000US510594809033","Block Group 3, Census Tract 4809.03, Fairfax County, Virginia","1757","433","958","556","141","134","0","12","186","134","0","12","472","586","0","12","0","12","0","12"
"1500000US510594911033","Block Group 3, Census Tract 4911.03, Fairfax County, Virginia","1372","447","705","207","262","350","0","12","316","228","0","12","0","12","89","102","0","12","89","102"
"1500000US510594917033","Block Group 3, Census Tract 4917.03, Fairfax County, Virginia","1229","348","649","234","228","137","0","12","210","152","0","12","127","196","15","25","0","12","15","25"
"1500000US510594805032","Block Group 2, Census Tract 4805.03, Fairfax County, Virginia","1956","201","1592","169","58","75","0","12","240","116","0","12","34","40","32","35","0","12","32","35"
"1500000US510594911011","Block Group 1, Census Tract 4911.01, Fairfax County, Virginia","1645","183","1365","199","20","32","0","12","224","93","0","12","0","12","36","31","0","12","36","31"
"1500000US510594705001","Block Group 1, Census Tract 4705, Fairfax County, Virginia","1193","324","726","303","46","73","0","12","380","215","0","12","0","12","41","85","0","12","41","85"
"1500000US510594713012","Block Group 2, Census Tract 4713.01, Fairfax County, Virginia","2508","380","1237","206","175","131","0","12","792","200","0","12","289","300","15","25","0","12","15","25"
"1500000US510594511002","Block Group 2, Census Tract 4511, Fairfax County, Virginia","1318","240","923","230","49","43","0","12","99","70","0","12","111","100","136","84","7","10","129","83"
"1500000US510594808022","Block Group 2, Census Tract 4808.02, Fairfax County, Virginia","1971","330","1219","260","145","113","0","12","405","183","0","12","40","73","162","109","19","21","143","105"
"1500000US510594405011","Block Group 1, Census Tract 4405.01, Fairfax County, Virginia","2236","388","1299","279","61","76","0","12","778","244","0","12","14","20","84","68","24","35","60","59"
"1500000US510594408002","Block Group 2, Census Tract 4408, Fairfax County, Virginia","1091","370","876","372","0","12","0","12","215","196","0","12","0","12","0","12","0","12","0","12"
"1500000US510594208003","Block Group 3, Census Tract 4208, Fairfax County, Virginia","2027","362","1342","445","267","161","0","12","56","65","0","12","284","217","78","56","0","12","78","56"
"1500000US510594825042","Block Group 2, Census Tract 4825.04, Fairfax County, Virginia","1908","275","1242","228","98","87","0","12","327","155","0","12","25","38","216","121","0","12","216","121"
"1500000US510594405022","Block Group 2, Census Tract 4405.02, Fairfax County, Virginia","1296","163","912","134","84","63","0","12","285","99","0","12","0","12","15","16","0","12","15","16"
"1500000US510594619012","Block Group 2, Census Tract 4619.01, Fairfax County, Virginia","2118","274","1286","205","177","108","0","12","562","186","0","12","0","12","93","81","0","12","93","81"
"1500000US510594901013","Block Group 3, Census Tract 4901.01, Fairfax County, Virginia","2297","295","1815","249","115","122","0","12","269","159","23","33","67","103","8","13","8","13","0","12"
"1500000US510594910001","Block Group 1, Census Tract 4910, Fairfax County, Virginia","1815","232","1391","239","51","41","0","12","283","54","0","12","0","12","90","58","0","12","90","58"
"1500000US510594823021","Block Group 1, Census Tract 4823.02, Fairfax County, Virginia","2318","431","1352","391","493","299","0","12","192","135","0","12","211","168","70","78","0","12","70","78"
"1500000US510594823022","Block Group 2, Census Tract 4823.02, Fairfax County, Virginia","2297","422","1158","242","821","416","0","12","231","142","0","12","19","29","68","45","25","39","43","40"
"1500000US510594618022","Block Group 2, Census Tract 4618.02, Fairfax County, Virginia","2112","437","1235","287","9","18","17","32","445","230","0","12","276","327","130","144","0","12","130","144"
"1500000US510594323001","Block Group 1, Census Tract 4323, Fairfax County, Virginia","2277","256","1732","233","138","111","0","12","329","122","0","12","0","12","78","58","20","30","58","50"
"1500000US510594703001","Block Group 1, Census Tract 4703, Fairfax County, Virginia","2252","207","1963","201","62","57","0","12","179","79","0","12","20","31","28","29","0","12","28","29"
"1500000US510594616012","Block Group 2, Census Tract 4616.01, Fairfax County, Virginia","1827","381","927","244","98","97","30","48","511","243","0","12","0","12","261","262","20","32","241","259"
"1500000US510594603001","Block Group 1, Census Tract 4603, Fairfax County, Virginia","601","109","540","112","32","45","0","12","23","28","0","12","0","12","6","9","0","12","6","9"
"1500000US510594820013","Block Group 3, Census Tract 4820.01, Fairfax County, Virginia","977","171","935","169","0","12","0","12","33","41","0","12","0","12","9","14","0","12","9","14"
"1500000US510594405023","Block Group 3, Census Tract 4405.02, Fairfax County, Virginia","1075","175","523","92","453","108","11","20","51","36","0","12","20","18","17","22","0","12","17","22"
"1500000US510594401001","Block Group 1, Census Tract 4401, Fairfax County, Virginia","1333","371","1072","306","35","57","0","12","182","160","0","12","0","12","44","55","26","47","18","28"
"1500000US510594215001","Block Group 1, Census Tract 4215, Fairfax County, Virginia","2641","666","1272","539","871","473","0","12","310","301","0","12","188","291","0","12","0","12","0","12"
"1500000US510594211013","Block Group 3, Census Tract 4211.01, Fairfax County, Virginia","2596","433","1907","362","525","252","0","12","132","85","0","12","0","12","32","39","0","12","32","39"
"1500000US510594914012","Block Group 2, Census Tract 4914.01, Fairfax County, Virginia","1722","445","560","204","48","49","0","12","440","221","0","12","383","400","291","186","87","103","204","158"
"1500000US510594402021","Block Group 1, Census Tract 4402.02, Fairfax County, Virginia","1501","371","610","201","304","155","0","12","502","290","0","12","39","63","46","58","0","12","46","58"
"1500000US510594808013","Block Group 3, Census Tract 4808.01, Fairfax County, Virginia","1286","308","701","333","42","39","0","12","0","12","0","12","380","295","163","139","163","139","0","12"
"1500000US510594216002","Block Group 2, Census Tract 4216, Fairfax County, Virginia","2401","589","599","423","1307","526","0","12","216","196","42","59","145","196","92","116","64","108","28","37"
"1500000US510594825043","Block Group 3, Census Tract 4825.04, Fairfax County, Virginia","1337","192","904","158","9","18","0","12","324","175","17","23","0","12","83","64","0","12","83","64"
"1500000US510594502002","Block Group 2, Census Tract 4502, Fairfax County, Virginia","1630","310","1108","255","51","47","0","12","208","110","0","12","177","166","86","75","8","13","78","74"
"1500000US510594917024","Block Group 4, Census Tract 4917.02, Fairfax County, Virginia","822","406","216","128","18","31","0","12","588","403","0","12","0","12","0","12","0","12","0","12"
"1500000US510594318011","Block Group 1, Census Tract 4318.01, Fairfax County, Virginia","2200","306","1408","283","94","91","0","12","548","194","0","12","52","86","98","114","19","25","79","103"
"1500000US510594917011","Block Group 1, Census Tract 4917.01, Fairfax County, Virginia","800","199","431","161","46","62","0","12","241","119","0","12","0","12","82","59","0","12","82","59"
"1500000US510594528012","Block Group 2, Census Tract 4528.01, Fairfax County, Virginia","3147","833","1226","643","1074","555","0","12","731","532","0","12","0","12","116","111","16","26","100","113"
"1500000US510594825012","Block Group 2, Census Tract 4825.01, Fairfax County, Virginia","1179","475","562","329","177","118","0","12","408","375","0","12","0","12","32","50","0","12","32","50"
"1500000US510594516013","Block Group 3, Census Tract 4516.01, Fairfax County, Virginia","740","499","442","433","0","12","0","12","0","12","0","12","298","239","0","12","0","12","0","12"
"1500000US510594313003","Block Group 3, Census Tract 4313, Fairfax County, Virginia","1533","229","1080","216","172","132","0","12","196","108","0","12","26","28","59","94","0","12","59","94"
"1500000US510594714011","Block Group 1, Census Tract 4714.01, Fairfax County, Virginia","1299","255","1103","242","3","3","0","12","99","115","0","12","94","65","0","12","0","12","0","12"
"1500000US510594319002","Block Group 2, Census Tract 4319, Fairfax County, Virginia","1440","177","1115","149","38","62","0","12","256","136","0","12","8","13","23","27","0","12","23","27"
"1500000US510594915023","Block Group 3, Census Tract 4915.02, Fairfax County, Virginia","1684","387","800","240","343","329","0","12","453","206","0","12","0","12","88","97","0","12","88","97"
"1500000US510594821001","Block Group 1, Census Tract 4821, Fairfax County, Virginia","1523","359","464","192","491","253","6","9","167","88","0","12","42","74","353","289","0","12","353","289"
"1500000US510594820022","Block Group 2, Census Tract 4820.02, Fairfax County, Virginia","1497","183","1150","159","94","69","0","12","190","105","0","12","11","16","52","47","0","12","52","47"
"1500000US510594612022","Block Group 2, Census Tract 4612.02, Fairfax County, Virginia","2967","365","1550","334","218","165","0","12","1092","407","32","48","0","12","75","98","0","12","75","98"
"1500000US510594154023","Block Group 3, Census Tract 4154.02, Fairfax County, Virginia","1244","319","509","268","432","133","0","12","104","97","0","12","138","191","61","68","32","52","29","46"
"1500000US510594704001","Block Group 1, Census Tract 4704, Fairfax County, Virginia","1063","168","954","168","53","76","0","12","51","53","0","12","0","12","5","8","0","12","5","8"
"1500000US510594158001","Block Group 1, Census Tract 4158, Fairfax County, Virginia","1394","227","1350","234","0","12","0","12","40","35","0","12","0","12","4","7","0","12","4","7"
"1500000US510594811053","Block Group 3, Census Tract 4811.05, Fairfax County, Virginia","1396","147","849","153","33","32","0","12","392","128","16","24","0","12","106","83","0","12","106","83"
"1500000US510594825021","Block Group 1, Census Tract 4825.02, Fairfax County, Virginia","815","145","632","158","8","12","0","12","116","72","0","12","10","16","49","49","30","39","19","29"
"1500000US510594527002","Block Group 2, Census Tract 4527, Fairfax County, Virginia","2501","442","882","206","340","184","0","12","252","151","0","12","905","353","122","99","20","32","102","93"
"1500000US510594920002","Block Group 2, Census Tract 4920, Fairfax County, Virginia","2175","337","1793","314","102","110","0","12","157","117","0","12","73","88","50","79","0","12","50","79"
"1500000US510594905012","Block Group 2, Census Tract 4905.01, Fairfax County, Virginia","1950","284","840","222","334","194","0","12","703","137","0","12","11","18","62","72","0","12","62","72"
"1500000US510594905022","Block Group 2, Census Tract 4905.02, Fairfax County, Virginia","1267","361","834","325","70","82","0","12","168","126","0","12","15","25","180","140","0","12","180","140"
"1500000US510594923001","Block Group 1, Census Tract 4923, Fairfax County, Virginia","1857","246","1202","243","186","106","0","12","259","128","6","11","71","77","133","100","0","12","133","100"
"1500000US510594802011","Block Group 1, Census Tract 4802.01, Fairfax County, Virginia","1456","228","1170","231","0","12","0","12","275","141","0","12","0","12","11","19","0","12","11","19"
"1500000US510594809031","Block Group 1, Census Tract 4809.03, Fairfax County, Virginia","857","190","362","137","56","48","0","12","418","180","0","12","0","12","21","23","0","12","21","23"
"1500000US510594507022","Block Group 2, Census Tract 4507.02, Fairfax County, Virginia","1609","417","475","200","402","159","0","12","314","184","0","12","136","108","282","395","0","12","282","395"
"1500000US510594607021","Block Group 1, Census Tract 4607.02, Fairfax County, Virginia","1388","206","963","162","75","61","0","12","226","142","0","12","11","20","113","101","13","22","100","87"
"1500000US510594222012","Block Group 2, Census Tract 4222.01, Fairfax County, Virginia","1613","204","709","234","123","98","0","12","767","289","0","12","0","12","14","17","0","12","14","17"
"1500000US510594316003","Block Group 3, Census Tract 4316, Fairfax County, Virginia","2126","469","1034","413","209","228","0","12","761","398","0","12","108","102","14","23","0","12","14","23"
"1500000US510594608001","Block Group 1, Census Tract 4608, Fairfax County, Virginia","1227","227","854","170","0","12","0","12","167","101","0","12","0","12","206","176","0","12","206","176"
"1500000US510594804021","Block Group 1, Census Tract 4804.02, Fairfax County, Virginia","2391","305","1604","290","28","37","0","12","651","246","0","12","0","12","108","154","98","154","10","15"
"1500000US510594318012","Block Group 2, Census Tract 4318.01, Fairfax County, Virginia","2200","277","1712","304","103","87","0","12","261","141","0","12","10","16","114","81","0","12","114","81"
"1500000US510594316002","Block Group 2, Census Tract 4316, Fairfax County, Virginia","1183","339","609","357","92","75","0","12","343","191","0","12","0","12","139","152","0","12","139","152"
"1500000US510594802021","Block Group 1, Census Tract 4802.02, Fairfax County, Virginia","3195","474","1761","286","109","91","0","12","1086","414","0","12","0","12","239","148","23","40","216","140"
"1500000US510594211011","Block Group 1, Census Tract 4211.01, Fairfax County, Virginia","641","254","344","183","0","12","0","12","146","134","0","12","0","12","151","160","0","12","151","160"
"1500000US510594825033","Block Group 3, Census Tract 4825.03, Fairfax County, Virginia","2260","225","1551","233","81","68","0","12","615","159","0","12","0","12","13","20","0","12","13","20"
"1500000US510594205033","Block Group 3, Census Tract 4205.03, Fairfax County, Virginia","578","202","445","190","133","91","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594515022","Block Group 2, Census Tract 4515.02, Fairfax County, Virginia","3230","513","2157","519","206","119","0","12","306","215","0","12","511","334","50","42","0","12","50","42"
"1500000US510594825014","Block Group 4, Census Tract 4825.01, Fairfax County, Virginia","1907","769","975","521","84","77","6","10","788","457","0","12","0","12","54","71","0","12","54","71"
"1500000US510594809013","Block Group 3, Census Tract 4809.01, Fairfax County, Virginia","2577","605","1312","471","290","271","0","12","355","176","0","12","447","299","173","206","0","12","173","206"
"1500000US510594619011","Block Group 1, Census Tract 4619.01, Fairfax County, Virginia","1913","362","787","289","372","152","0","12","616","330","0","12","138","139","0","12","0","12","0","12"
"1500000US510594804023","Block Group 3, Census Tract 4804.02, Fairfax County, Virginia","946","201","827","201","18","28","0","12","101","92","0","12","0","12","0","12","0","12","0","12"
"1500000US510594707004","Block Group 4, Census Tract 4707, Fairfax County, Virginia","1080","182","644","141","0","12","12","17","344","157","0","12","0","12","80","66","0","12","80","66"
"1500000US510594402022","Block Group 2, Census Tract 4402.02, Fairfax County, Virginia","453","203","318","153","0","12","0","12","104","110","0","12","0","12","31","53","31","53","0","12"
"1500000US510594714021","Block Group 1, Census Tract 4714.02, Fairfax County, Virginia","1879","302","1152","359","291","122","0","12","310","152","0","12","89","148","37","38","0","12","37","38"
"1500000US510594210021","Block Group 1, Census Tract 4210.02, Fairfax County, Virginia","898","201","482","157","157","85","0","12","176","118","0","12","0","12","83","59","6","11","77","59"
"1500000US510594515012","Block Group 2, Census Tract 4515.01, Fairfax County, Virginia","1015","465","757","428","134","113","0","12","0","12","0","12","124","164","0","12","0","12","0","12"
"1500000US510594912013","Block Group 3, Census Tract 4912.01, Fairfax County, Virginia","2066","444","1419","439","144","114","0","12","322","230","0","12","0","12","181","131","0","12","181","131"
"1500000US510594922022","Block Group 2, Census Tract 4922.02, Fairfax County, Virginia","2974","402","2146","446","197","159","18","31","519","221","0","12","0","12","94","105","0","12","94","105"
"1500000US510594304002","Block Group 2, Census Tract 4304, Fairfax County, Virginia","2490","414","1679","316","210","171","0","12","444","222","0","12","0","12","157","124","15","24","142","125"
"1500000US510594306003","Block Group 3, Census Tract 4306, Fairfax County, Virginia","1652","536","892","375","61","79","0","12","279","180","0","12","396","384","24","44","0","12","24","44"
"1500000US510594603002","Block Group 2, Census Tract 4603, Fairfax County, Virginia","2360","142","1938","163","0","12","0","12","302","51","0","12","29","42","91","48","5","7","86","46"
"1500000US510594222023","Block Group 3, Census Tract 4222.02, Fairfax County, Virginia","2392","446","988","366","524","305","17","24","665","288","0","12","50","59","148","125","32","53","116","109"
"1500000US510594205022","Block Group 2, Census Tract 4205.02, Fairfax County, Virginia","718","104","438","111","195","78","0","12","45","31","0","12","12","17","28","28","15","17","13","21"
"1500000US510594707001","Block Group 1, Census Tract 4707, Fairfax County, Virginia","841","179","692","166","8","12","0","12","133","96","0","12","0","12","8","12","0","12","8","12"
"1500000US510594711003","Block Group 3, Census Tract 4711, Fairfax County, Virginia","694","260","571","215","0","12","0","12","72","122","0","12","0","12","51","67","37","63","14","24"
"1500000US510594922011","Block Group 1, Census Tract 4922.01, Fairfax County, Virginia","2017","177","1704","205","23","25","0","12","197","86","0","12","0","12","93","59","5","7","88","58"
"1500000US510594525013","Block Group 3, Census Tract 4525.01, Fairfax County, Virginia","1110","252","729","207","86","97","0","12","282","149","0","12","0","12","13","20","0","12","13","20"
"1500000US510594163001","Block Group 1, Census Tract 4163, Fairfax County, Virginia","931","131","851","132","0","12","0","12","54","62","6","12","0","12","20","25","0","12","20","25"
"1500000US510594314001","Block Group 1, Census Tract 4314, Fairfax County, Virginia","1160","240","640","152","199","152","0","12","173","147","0","12","18","29","130","129","0","12","130","129"
"1500000US510594801004","Block Group 4, Census Tract 4801, Fairfax County, Virginia","527","142","364","119","0","12","0","12","105","96","0","12","0","12","58","94","0","12","58","94"
"1500000US510594809021","Block Group 1, Census Tract 4809.02, Fairfax County, Virginia","2852","386","1906","450","174","71","0","12","470","243","0","12","212","165","90","73","0","12","90","73"
"1500000US510594210022","Block Group 2, Census Tract 4210.02, Fairfax County, Virginia","2379","300","1433","222","513","138","0","12","412","182","0","12","9","14","12","19","0","12","12","19"
"1500000US510594153003","Block Group 3, Census Tract 4153, Fairfax County, Virginia","1288","282","1079","287","57","47","13","22","41","37","0","12","30","48","68","60","0","12","68","60"
"1500000US510594508002","Block Group 2, Census Tract 4508, Fairfax County, Virginia","1578","255","1127","187","157","160","40","57","218","159","0","12","0","12","36","42","0","12","36","42"
"1500000US510594922032","Block Group 2, Census Tract 4922.03, Fairfax County, Virginia","1328","158","1115","178","84","57","0","12","82","93","0","12","0","12","47","44","0","12","47","44"
"1500000US510594405021","Block Group 1, Census Tract 4405.02, Fairfax County, Virginia","5299","585","3458","410","838","211","0","17","618","190","15","25","160","62","210","92","0","17","210","92"
"1500000US510594522001","Block Group 1, Census Tract 4522, Fairfax County, Virginia","3206","898","1333","742","235","209","0","12","836","489","0","12","769","721","33","58","0","12","33","58"
"1500000US510594805031","Block Group 1, Census Tract 4805.03, Fairfax County, Virginia","1261","182","939","196","64","57","0","12","141","88","0","12","0","12","117","95","0","12","117","95"
"1500000US510594163002","Block Group 2, Census Tract 4163, Fairfax County, Virginia","1038","144","913","151","91","68","0","12","11","14","0","12","0","12","23","28","0","12","23","28"
"1500000US510594825022","Block Group 2, Census Tract 4825.02, Fairfax County, Virginia","2126","206","1520","224","9","14","8","12","508","137","6","9","0","12","75","62","9","13","66","56"
"1500000US510594222021","Block Group 1, Census Tract 4222.02, Fairfax County, Virginia","2130","932","1342","980","449","252","34","48","287","256","0","12","0","12","18","29","0","12","18","29"
"1500000US510594324011","Block Group 1, Census Tract 4324.01, Fairfax County, Virginia","2440","224","1923","234","169","131","0","12","338","113","0","12","0","12","10","15","0","12","10","15"
"1500000US510594915012","Block Group 2, Census Tract 4915.01, Fairfax County, Virginia","2063","417","452","218","99","100","0","12","1436","438","0","12","0","12","76","81","16","25","60","78"
"1500000US510594308022","Block Group 2, Census Tract 4308.02, Fairfax County, Virginia","1278","253","1001","227","110","88","0","12","33","51","0","12","106","91","28","32","0","12","28","32"
"1500000US510594706001","Block Group 1, Census Tract 4706, Fairfax County, Virginia","1098","164","862","188","1","2","0","12","183","131","0","12","11","17","41","68","8","11","33","66"
"1500000US510594159002","Block Group 2, Census Tract 4159, Fairfax County, Virginia","2440","177","1880","218","152","92","0","12","209","137","0","12","0","12","199","98","0","12","199","98"
"1500000US510594503001","Block Group 1, Census Tract 4503, Fairfax County, Virginia","1019","296","779","250","52","56","12","18","83","77","0","12","43","74","50","59","36","57","14","13"
"1500000US510594823011","Block Group 1, Census Tract 4823.01, Fairfax County, Virginia","2113","328","1566","237","63","70","0","12","350","268","0","12","0","12","134","145","80","127","54","81"
"1500000US510594713033","Block Group 3, Census Tract 4713.03, Fairfax County, Virginia","2164","398","749","192","12","18","0","12","625","206","0","12","601","346","177","216","7","11","170","216"
"1500000US510594713032","Block Group 2, Census Tract 4713.03, Fairfax County, Virginia","1353","295","726","152","48","39","0","12","467","237","0","12","15","25","97","100","0","12","97","100"
"1500000US510594825011","Block Group 1, Census Tract 4825.01, Fairfax County, Virginia","2340","698","634","284","221","264","16","28","1409","664","0","12","14","24","46","75","0","12","46","75"
"1500000US510594811063","Block Group 3, Census Tract 4811.06, Fairfax County, Virginia","2535","251","1910","267","41","37","8","14","513","176","0","12","0","12","63","46","23","35","40","32"
"1500000US510594823032","Block Group 2, Census Tract 4823.03, Fairfax County, Virginia","842","180","687","161","13","21","0","12","45","33","0","12","0","12","97","73","16","24","81","68"
"1500000US510594316001","Block Group 1, Census Tract 4316, Fairfax County, Virginia","5174","540","3404","487","850","520","19","30","705","275","0","17","61","55","135","121","19","34","116","116"
"1500000US510594208002","Block Group 2, Census Tract 4208, Fairfax County, Virginia","1150","202","632","137","74","114","0","12","311","111","0","12","72","100","61","76","18","25","43","72"
"1500000US510594160002","Block Group 2, Census Tract 4160, Fairfax County, Virginia","3265","603","2140","575","644","256","0","12","284","279","0","12","62","56","135","130","9","15","126","129"
"1500000US510594826023","Block Group 3, Census Tract 4826.02, Fairfax County, Virginia","1636","298","924","241","0","12","0","12","633","253","0","12","0","12","79","95","0","12","79","95"
"1500000US510594515014","Block Group 4, Census Tract 4515.01, Fairfax County, Virginia","1130","361","558","176","39","44","0","12","440","303","0","12","14","23","79","60","0","12","79","60"
"1500000US510594612023","Block Group 3, Census Tract 4612.02, Fairfax County, Virginia","2276","555","843","446","378","172","0","12","674","285","0","12","0","12","381","438","0","12","381","438"
"1500000US510594217021","Block Group 1, Census Tract 4217.02, Fairfax County, Virginia","2662","576","1569","595","324","174","0","12","83","76","0","12","444","448","242","190","0","12","242","190"
"1500000US510594221012","Block Group 2, Census Tract 4221.01, Fairfax County, Virginia","1913","370","703","271","528","290","0","12","360","208","0","12","30","35","292","189","0","12","292","189"
"1500000US510594616022","Block Group 2, Census Tract 4616.02, Fairfax County, Virginia","1198","405","432","202","92","81","0","12","329","225","16","26","329","379","0","12","0","12","0","12"
"1500000US510594801003","Block Group 3, Census Tract 4801, Fairfax County, Virginia","691","155","617","155","18","28","0","12","43","49","0","12","0","12","13","19","0","12","13","19"
"1500000US510594223021","Block Group 1, Census Tract 4223.02, Fairfax County, Virginia","634","201","357","116","86","81","0","12","133","131","0","12","0","12","58","89","0","12","58","89"
"1500000US510594804011","Block Group 1, Census Tract 4804.01, Fairfax County, Virginia","1530","296","934","289","4","7","0","12","558","138","0","12","10","17","24","39","0","12","24","39"
"1500000US510594162001","Block Group 1, Census Tract 4162, Fairfax County, Virginia","1846","400","1247","310","314","227","0","12","87","70","0","12","80","95","118","103","0","12","118","103"
"1500000US510594325001","Block Group 1, Census Tract 4325, Fairfax County, Virginia","1538","180","1287","188","35","43","0","12","109","64","0","12","0","12","107","84","0","12","107","84"
"1500000US510594522003","Block Group 3, Census Tract 4522, Fairfax County, Virginia","1108","446","431","242","113","158","0","12","159","128","0","12","79","108","326","285","0","12","326","285"
