"GEO_ID","NAME","B03003_001E","B03003_001M","B03003_002E","B03003_002M","B03003_003E","B03003_003M"
"1500000US510594802011","Block Group 1, Census Tract 4802.01, Fairfax County, Virginia","1456","228","1436","228","20","21"
"1500000US510594809031","Block Group 1, Census Tract 4809.03, Fairfax County, Virginia","857","190","831","190","26","35"
"1500000US510594507022","Block Group 2, Census Tract 4507.02, Fairfax County, Virginia","1609","417","1280","388","329","210"
"1500000US510594607021","Block Group 1, Census Tract 4607.02, Fairfax County, Virginia","1388","206","1283","197","105","87"
"1500000US510594222012","Block Group 2, Census Tract 4222.01, Fairfax County, Virginia","1613","204","1502","218","111","72"
"1500000US510594316003","Block Group 3, Census Tract 4316, Fairfax County, Virginia","2126","469","1795","494","331","206"
"1500000US510594608001","Block Group 1, Census Tract 4608, Fairfax County, Virginia","1227","227","1194","226","33","29"
"1500000US510594804021","Block Group 1, Census Tract 4804.02, Fairfax County, Virginia","2391","305","2228","300","163","138"
"1500000US510594318012","Block Group 2, Census Tract 4318.01, Fairfax County, Virginia","2200","277","1652","237","548","295"
"1500000US510594316002","Block Group 2, Census Tract 4316, Fairfax County, Virginia","1183","339","1050","286","133","131"
"1500000US510594802021","Block Group 1, Census Tract 4802.02, Fairfax County, Virginia","3195","474","2976","528","219","149"
"1500000US510594211011","Block Group 1, Census Tract 4211.01, Fairfax County, Virginia","641","254","617","260","24","41"
"1500000US510594825033","Block Group 3, Census Tract 4825.03, Fairfax County, Virginia","2260","225","2122","253","138","112"
"1500000US510594205033","Block Group 3, Census Tract 4205.03, Fairfax County, Virginia","578","202","461","181","117","115"
"1500000US510594515022","Block Group 2, Census Tract 4515.02, Fairfax County, Virginia","3230","513","1534","376","1696","442"
"1500000US510594825014","Block Group 4, Census Tract 4825.01, Fairfax County, Virginia","1907","769","1744","731","163","169"
"1500000US510594809013","Block Group 3, Census Tract 4809.01, Fairfax County, Virginia","2577","605","1314","396","1263","538"
"1500000US510594619011","Block Group 1, Census Tract 4619.01, Fairfax County, Virginia","1913","362","1232","358","681","255"
"1500000US510594804023","Block Group 3, Census Tract 4804.02, Fairfax County, Virginia","946","201","924","197","22","35"
"1500000US510594707004","Block Group 4, Census Tract 4707, Fairfax County, Virginia","1080","182","978","182","102","87"
"1500000US510594402022","Block Group 2, Census Tract 4402.02, Fairfax County, Virginia","453","203","439","188","14","24"
"1500000US510594714021","Block Group 1, Census Tract 4714.02, Fairfax County, Virginia","1879","302","1326","258","553","227"
"1500000US510594210021","Block Group 1, Census Tract 4210.02, Fairfax County, Virginia","898","201","803","191","95","84"
"1500000US510594515012","Block Group 2, Census Tract 4515.01, Fairfax County, Virginia","1015","465","650","315","365","391"
"1500000US510594912013","Block Group 3, Census Tract 4912.01, Fairfax County, Virginia","2066","444","1625","381","441","355"
"1500000US510594922022","Block Group 2, Census Tract 4922.02, Fairfax County, Virginia","2974","402","2879","407","95","93"
"1500000US510594304002","Block Group 2, Census Tract 4304, Fairfax County, Virginia","2490","414","1994","345","496","240"
"1500000US510594306003","Block Group 3, Census Tract 4306, Fairfax County, Virginia","1652","536","748","265","904","473"
"1500000US510594603002","Block Group 2, Census Tract 4603, Fairfax County, Virginia","2360","142","2179","134","181","103"
"1500000US510594222023","Block Group 3, Census Tract 4222.02, Fairfax County, Virginia","2392","446","2220","442","172","142"
"1500000US510594205022","Block Group 2, Census Tract 4205.02, Fairfax County, Virginia","718","104","571","96","147","94"
"1500000US510594707001","Block Group 1, Census Tract 4707, Fairfax County, Virginia","841","179","770","163","71","92"
"1500000US510594711003","Block Group 3, Census Tract 4711, Fairfax County, Virginia","694","260","554","225","140","171"
"1500000US510594922011","Block Group 1, Census Tract 4922.01, Fairfax County, Virginia","2017","177","1822","177","195","130"
"1500000US510594525013","Block Group 3, Census Tract 4525.01, Fairfax County, Virginia","1110","252","1028","252","82","101"
"1500000US510594163001","Block Group 1, Census Tract 4163, Fairfax County, Virginia","931","131","916","125","15","18"
"1500000US510594314001","Block Group 1, Census Tract 4314, Fairfax County, Virginia","1160","240","1052","252","108","92"
"1500000US510594801004","Block Group 4, Census Tract 4801, Fairfax County, Virginia","527","142","517","141","10","15"
"1500000US510594809021","Block Group 1, Census Tract 4809.02, Fairfax County, Virginia","2852","386","2066","331","786","456"
"1500000US510594210022","Block Group 2, Census Tract 4210.02, Fairfax County, Virginia","2379","300","2250","280","129","78"
"1500000US510594153003","Block Group 3, Census Tract 4153, Fairfax County, Virginia","1288","282","883","204","405","263"
"1500000US510594508002","Block Group 2, Census Tract 4508, Fairfax County, Virginia","1578","255","1309","277","269","190"
"1500000US510594922032","Block Group 2, Census Tract 4922.03, Fairfax County, Virginia","1328","158","1260","159","68","61"
"1500000US510594405021","Block Group 1, Census Tract 4405.02, Fairfax County, Virginia","5299","585","4873","535","426","130"
"1500000US510594522001","Block Group 1, Census Tract 4522, Fairfax County, Virginia","3206","898","1659","526","1547","832"
"1500000US510594805031","Block Group 1, Census Tract 4805.03, Fairfax County, Virginia","1261","182","1192","188","69","72"
"1500000US510594163002","Block Group 2, Census Tract 4163, Fairfax County, Virginia","1038","144","1003","144","35","33"
"1500000US510594825022","Block Group 2, Census Tract 4825.02, Fairfax County, Virginia","2126","206","2026","200","100","75"
"1500000US510594222021","Block Group 1, Census Tract 4222.02, Fairfax County, Virginia","2130","932","2076","952","54","68"
"1500000US510594324011","Block Group 1, Census Tract 4324.01, Fairfax County, Virginia","2440","224","2217","241","223","119"
"1500000US510594915012","Block Group 2, Census Tract 4915.01, Fairfax County, Virginia","2063","417","1982","400","81","117"
"1500000US510594308022","Block Group 2, Census Tract 4308.02, Fairfax County, Virginia","1278","253","940","228","338","171"
"1500000US510594706001","Block Group 1, Census Tract 4706, Fairfax County, Virginia","1098","164","968","154","130","115"
"1500000US510594159002","Block Group 2, Census Tract 4159, Fairfax County, Virginia","2440","177","2237","166","203","81"
"1500000US510594503001","Block Group 1, Census Tract 4503, Fairfax County, Virginia","1019","296","893","248","126","111"
"1500000US510594823011","Block Group 1, Census Tract 4823.01, Fairfax County, Virginia","2113","328","1895","343","218","165"
"1500000US510594713033","Block Group 3, Census Tract 4713.03, Fairfax County, Virginia","2164","398","1432","270","732","411"
"1500000US510594713032","Block Group 2, Census Tract 4713.03, Fairfax County, Virginia","1353","295","1308","292","45","41"
"1500000US510594825011","Block Group 1, Census Tract 4825.01, Fairfax County, Virginia","2340","698","2201","679","139","141"
"1500000US510594811063","Block Group 3, Census Tract 4811.06, Fairfax County, Virginia","2535","251","2332","242","203","111"
"1500000US510594823032","Block Group 2, Census Tract 4823.03, Fairfax County, Virginia","842","180","774","164","68","72"
"1500000US510594316001","Block Group 1, Census Tract 4316, Fairfax County, Virginia","5174","540","4834","570","340","264"
"1500000US510594208002","Block Group 2, Census Tract 4208, Fairfax County, Virginia","1150","202","1017","155","133","144"
"1500000US510594160002","Block Group 2, Census Tract 4160, Fairfax County, Virginia","3265","603","2194","454","1071","550"
"1500000US510594826023","Block Group 3, Census Tract 4826.02, Fairfax County, Virginia","1636","298","1618","288","18","28"
"1500000US510594515014","Block Group 4, Census Tract 4515.01, Fairfax County, Virginia","1130","361","1025","328","105","114"
"1500000US510594612023","Block Group 3, Census Tract 4612.02, Fairfax County, Virginia","2276","555","2235","563","41","39"
"1500000US510594217021","Block Group 1, Census Tract 4217.02, Fairfax County, Virginia","2662","576","1137","260","1525","551"
"1500000US510594221012","Block Group 2, Census Tract 4221.01, Fairfax County, Virginia","1913","370","1773","367","140","155"
"1500000US510594616022","Block Group 2, Census Tract 4616.02, Fairfax County, Virginia","1198","405","825","269","373","368"
"1500000US510594801003","Block Group 3, Census Tract 4801, Fairfax County, Virginia","691","155","590","133","101","129"
"1500000US510594223021","Block Group 1, Census Tract 4223.02, Fairfax County, Virginia","634","201","604","199","30","48"
"1500000US510594804011","Block Group 1, Census Tract 4804.01, Fairfax County, Virginia","1530","296","1509","303","21","33"
"1500000US510594162001","Block Group 1, Census Tract 4162, Fairfax County, Virginia","1846","400","1646","343","200","177"
"1500000US510594325001","Block Group 1, Census Tract 4325, Fairfax County, Virginia","1538","180","1441","186","97","66"
"1500000US510594522003","Block Group 3, Census Tract 4522, Fairfax County, Virginia","1108","446","847","356","261","214"
"1500000US510594221022","Block Group 2, Census Tract 4221.02, Fairfax County, Virginia","1523","459","1452","462","71","66"
"1500000US510594506011","Block Group 1, Census Tract 4506.01, Fairfax County, Virginia","1129","234","1107","238","22","27"
"1500000US510594306001","Block Group 1, Census Tract 4306, Fairfax County, Virginia","2478","803","1265","397","1213","784"
"1500000US510594917022","Block Group 2, Census Tract 4917.02, Fairfax County, Virginia","1466","412","1138","290","328","258"
"1500000US510594805053","Block Group 3, Census Tract 4805.05, Fairfax County, Virginia","707","185","695","182","12","19"
"1500000US510594206001","Block Group 1, Census Tract 4206, Fairfax County, Virginia","1586","305","1025","172","561","293"
"1500000US510594154022","Block Group 2, Census Tract 4154.02, Fairfax County, Virginia","845","218","716","138","129","167"
"1500000US510594804022","Block Group 2, Census Tract 4804.02, Fairfax County, Virginia","2465","318","2351","321","114","80"
"1500000US510594513002","Block Group 2, Census Tract 4513, Fairfax County, Virginia","1117","149","999","142","118","71"
"1500000US510594327022","Block Group 2, Census Tract 4327.02, Fairfax County, Virginia","1967","350","1589","326","378","116"
"1500000US510594203003","Block Group 3, Census Tract 4203, Fairfax County, Virginia","1031","394","565","225","466","418"
"1500000US510594822033","Block Group 3, Census Tract 4822.03, Fairfax County, Virginia","1021","207","991","216","30","46"
"1500000US510594822032","Block Group 2, Census Tract 4822.03, Fairfax County, Virginia","883","336","824","330","59","67"
"1500000US510594221013","Block Group 3, Census Tract 4221.01, Fairfax County, Virginia","1479","613","948","493","531","474"
"1500000US510594913022","Block Group 2, Census Tract 4913.02, Fairfax County, Virginia","1177","196","1117","192","60","74"
"1500000US510594217012","Block Group 2, Census Tract 4217.01, Fairfax County, Virginia","1843","475","917","298","926","391"
"1500000US510594222022","Block Group 2, Census Tract 4222.02, Fairfax County, Virginia","2086","481","2005","487","81","81"
"1500000US510594705002","Block Group 2, Census Tract 4705, Fairfax County, Virginia","2392","421","2392","421","0","12"
"1500000US510594309021","Block Group 1, Census Tract 4309.02, Fairfax County, Virginia","1288","260","1140","259","148","146"
"1500000US510594809014","Block Group 4, Census Tract 4809.01, Fairfax County, Virginia","879","160","773","183","106","79"
"1500000US510594307002","Block Group 2, Census Tract 4307, Fairfax County, Virginia","1264","244","872","161","392","180"
"1500000US510594503002","Block Group 2, Census Tract 4503, Fairfax County, Virginia","542","281","374","217","168","189"
"1500000US510594812023","Block Group 3, Census Tract 4812.02, Fairfax County, Virginia","2342","592","1231","334","1111","505"
"1500000US510594914041","Block Group 1, Census Tract 4914.04, Fairfax County, Virginia","1341","193","1264","181","77","70"
"1500000US510594803001","Block Group 1, Census Tract 4803, Fairfax County, Virginia","3734","556","3627","557","107","102"
"1500000US510594817022","Block Group 2, Census Tract 4817.02, Fairfax County, Virginia","2207","460","1910","280","297","344"
"1500000US510594914011","Block Group 1, Census Tract 4914.01, Fairfax County, Virginia","1838","299","1558","255","280","179"
"1500000US510594301021","Block Group 1, Census Tract 4301.02, Fairfax County, Virginia","3270","230","2933","214","337","105"
"1500000US510594306002","Block Group 2, Census Tract 4306, Fairfax County, Virginia","1322","403","793","256","529","265"
"1500000US510594527001","Block Group 1, Census Tract 4527, Fairfax County, Virginia","2159","432","1588","381","571","248"
"1500000US510594917031","Block Group 1, Census Tract 4917.03, Fairfax County, Virginia","2137","353","2046","358","91","64"
"1500000US510594817011","Block Group 1, Census Tract 4817.01, Fairfax County, Virginia","1843","296","1753","286","90","112"
"1500000US510594817012","Block Group 2, Census Tract 4817.01, Fairfax County, Virginia","2642","245","2579","253","63","54"
"1500000US510594219003","Block Group 3, Census Tract 4219, Fairfax County, Virginia","269","123","214","108","55","37"
"1500000US510594922012","Block Group 2, Census Tract 4922.01, Fairfax County, Virginia","1006","150","917","153","89","77"
"1500000US510594811022","Block Group 2, Census Tract 4811.02, Fairfax County, Virginia","390","135","346","133","44","42"
"1500000US510594523021","Block Group 1, Census Tract 4523.02, Fairfax County, Virginia","3271","554","1042","339","2229","619"
"1500000US510594823012","Block Group 2, Census Tract 4823.01, Fairfax County, Virginia","2708","354","2303","374","405","277"
"1500000US510594214003","Block Group 3, Census Tract 4214, Fairfax County, Virginia","1684","703","755","359","929","608"
"1500000US510594808023","Block Group 3, Census Tract 4808.02, Fairfax County, Virginia","867","222","737","198","130","136"
"1500000US510594913013","Block Group 3, Census Tract 4913.01, Fairfax County, Virginia","1505","427","1282","384","223","263"
"1500000US510594615001","Block Group 1, Census Tract 4615, Fairfax County, Virginia","1045","305","1031","309","14","23"
"1500000US510594918012","Block Group 2, Census Tract 4918.01, Fairfax County, Virginia","1271","198","1178","229","93","104"
"1500000US510594822011","Block Group 1, Census Tract 4822.01, Fairfax County, Virginia","2403","223","1800","234","603","283"
"1500000US510594223024","Block Group 4, Census Tract 4223.02, Fairfax County, Virginia","1698","345","1504","362","194","116"
"1500000US510594918031","Block Group 1, Census Tract 4918.03, Fairfax County, Virginia","2398","505","2298","477","100","93"
"1500000US510594506014","Block Group 4, Census Tract 4506.01, Fairfax County, Virginia","579","161","579","161","0","12"
"1500000US510594515013","Block Group 3, Census Tract 4515.01, Fairfax County, Virginia","1962","443","1374","297","588","315"
"1500000US510594223011","Block Group 1, Census Tract 4223.01, Fairfax County, Virginia","1666","340","1305","292","361","206"
"1500000US510594210023","Block Group 3, Census Tract 4210.02, Fairfax County, Virginia","1593","337","1276","348","317","182"
"1500000US510594913032","Block Group 2, Census Tract 4913.03, Fairfax County, Virginia","3129","422","2265","451","864","347"
"1500000US510594616013","Block Group 3, Census Tract 4616.01, Fairfax County, Virginia","3622","681","3054","519","568","614"
"1500000US510594323003","Block Group 3, Census Tract 4323, Fairfax County, Virginia","1851","274","1786","270","65","58"
"1500000US510594528014","Block Group 4, Census Tract 4528.01, Fairfax County, Virginia","418","137","403","139","15","23"
"1500000US510594812011","Block Group 1, Census Tract 4812.01, Fairfax County, Virginia","1147","65","1094","77","53","41"
"1500000US510594820012","Block Group 2, Census Tract 4820.01, Fairfax County, Virginia","2709","197","2510","225","199","113"
"1500000US510594701001","Block Group 1, Census Tract 4701, Fairfax County, Virginia","828","155","805","157","23","30"
"1500000US510594519001","Block Group 1, Census Tract 4519, Fairfax County, Virginia","1665","450","1453","393","212","272"
"1500000US510594911032","Block Group 2, Census Tract 4911.03, Fairfax County, Virginia","2224","467","1547","355","677","306"
"1500000US510594514002","Block Group 2, Census Tract 4514, Fairfax County, Virginia","1279","328","643","209","636","300"
"1500000US510594528021","Block Group 1, Census Tract 4528.02, Fairfax County, Virginia","1340","228","1232","226","108","70"
"1500000US510594709004","Block Group 4, Census Tract 4709, Fairfax County, Virginia","1054","286","1018","303","36","98"
"1500000US510594315001","Block Group 1, Census Tract 4315, Fairfax County, Virginia","2389","249","2145","245","244","140"
"1500000US510594824001","Block Group 1, Census Tract 4824, Fairfax County, Virginia","2292","93","2105","124","187","109"
"1500000US510594522004","Block Group 4, Census Tract 4522, Fairfax County, Virginia","781","361","781","361","0","12"
"1500000US510594162002","Block Group 2, Census Tract 4162, Fairfax County, Virginia","3507","428","3061","454","446","215"
"1500000US510594612021","Block Group 1, Census Tract 4612.02, Fairfax County, Virginia","1115","330","1095","326","20","38"
"1500000US510594223012","Block Group 2, Census Tract 4223.01, Fairfax County, Virginia","1580","330","1391","280","189","186"
"1500000US510594524001","Block Group 1, Census Tract 4524, Fairfax County, Virginia","1153","399","1047","352","106","155"
"1500000US510594801002","Block Group 2, Census Tract 4801, Fairfax County, Virginia","1424","201","1331","194","93","60"
"1500000US510594203001","Block Group 1, Census Tract 4203, Fairfax County, Virginia","2259","424","1966","393","293","255"
"1500000US510594153002","Block Group 2, Census Tract 4153, Fairfax County, Virginia","1491","286","1209","260","282","139"
"1500000US510594516012","Block Group 2, Census Tract 4516.01, Fairfax County, Virginia","1176","514","71","87","1105","531"
"1500000US510594527003","Block Group 3, Census Tract 4527, Fairfax County, Virginia","752","167","680","160","72","63"
"1500000US510594218001","Block Group 1, Census Tract 4218, Fairfax County, Virginia","1749","438","1697","436","52","52"
"1500000US510594916013","Block Group 3, Census Tract 4916.01, Fairfax County, Virginia","1301","248","1268","237","33","35"
"1500000US510594217022","Block Group 2, Census Tract 4217.02, Fairfax County, Virginia","2356","513","1810","369","546","401"
"1500000US510594711005","Block Group 5, Census Tract 4711, Fairfax County, Virginia","1568","388","1433","383","135","125"
"1500000US510594914021","Block Group 1, Census Tract 4914.02, Fairfax County, Virginia","2676","406","2250","339","426","367"
"1500000US510594914031","Block Group 1, Census Tract 4914.03, Fairfax County, Virginia","2516","268","2278","270","238","131"
"1500000US510594308011","Block Group 1, Census Tract 4308.01, Fairfax County, Virginia","1908","253","1679","236","229","138"
"1500000US510594204002","Block Group 2, Census Tract 4204, Fairfax County, Virginia","1571","268","1459","255","112","66"
"1500000US510594323002","Block Group 2, Census Tract 4323, Fairfax County, Virginia","1257","341","1101","355","156","95"
"1500000US510594924001","Block Group 1, Census Tract 4924, Fairfax County, Virginia","2080","302","1601","219","479","207"
"1500000US510594617001","Block Group 1, Census Tract 4617, Fairfax County, Virginia","2454","510","2214","454","240","228"
"1500000US510594503004","Block Group 4, Census Tract 4503, Fairfax County, Virginia","711","251","581","204","130","208"
"1500000US510594308012","Block Group 2, Census Tract 4308.01, Fairfax County, Virginia","2763","278","2233","220","530","188"
"1500000US510594328001","Block Group 1, Census Tract 4328, Fairfax County, Virginia","2358","194","2172","212","186","102"
"1500000US510594214001","Block Group 1, Census Tract 4214, Fairfax County, Virginia","4238","1206","2686","695","1552","1012"
"1500000US510594826012","Block Group 2, Census Tract 4826.01, Fairfax County, Virginia","3600","434","2967","337","633","295"
"1500000US510594519003","Block Group 3, Census Tract 4519, Fairfax County, Virginia","1418","518","986","413","432","400"
"1500000US510594302011","Block Group 1, Census Tract 4302.01, Fairfax County, Virginia","2569","414","2353","404","216","106"
"1500000US510594601002","Block Group 2, Census Tract 4601, Fairfax County, Virginia","1886","230","1858","229","28","25"
"1500000US510594301013","Block Group 3, Census Tract 4301.01, Fairfax County, Virginia","1969","311","1811","299","158","106"
"1500000US510594914014","Block Group 4, Census Tract 4914.01, Fairfax County, Virginia","550","154","524","152","26","32"
"1500000US510594301012","Block Group 2, Census Tract 4301.01, Fairfax County, Virginia","1294","225","1171","234","123","135"
"1500000US510594501004","Block Group 4, Census Tract 4501, Fairfax County, Virginia","1081","306","790","238","291","209"
"1500000US510594526003","Block Group 3, Census Tract 4526, Fairfax County, Virginia","863","279","672","231","191","150"
"1500000US510594405013","Block Group 3, Census Tract 4405.01, Fairfax County, Virginia","1257","242","1191","233","66","68"
"1500000US510594525012","Block Group 2, Census Tract 4525.01, Fairfax County, Virginia","1647","293","1520","265","127","128"
"1500000US510594524004","Block Group 4, Census Tract 4524, Fairfax County, Virginia","2218","673","1268","467","950","560"
"1500000US510594408001","Block Group 1, Census Tract 4408, Fairfax County, Virginia","3044","434","2500","375","544","332"
"1500000US510594708001","Block Group 1, Census Tract 4708, Fairfax County, Virginia","967","208","927","204","40","53"
"1500000US510594518001","Block Group 1, Census Tract 4518, Fairfax County, Virginia","1396","366","883","213","513","349"
"1500000US510594922031","Block Group 1, Census Tract 4922.03, Fairfax County, Virginia","903","204","903","204","0","12"
"1500000US510594713041","Block Group 1, Census Tract 4713.04, Fairfax County, Virginia","1849","88","1779","94","70","52"
"1500000US510594212001","Block Group 1, Census Tract 4212, Fairfax County, Virginia","2057","95","1987","103","70","48"
"1500000US510594310021","Block Group 1, Census Tract 4310.02, Fairfax County, Virginia","2432","142","1924","149","508","128"
"1500000US510594523011","Block Group 1, Census Tract 4523.01, Fairfax County, Virginia","2619","354","1582","248","1037","332"
"1500000US510594608002","Block Group 2, Census Tract 4608, Fairfax County, Virginia","2009","226","1961","233","48","46"
"1500000US510594811061","Block Group 1, Census Tract 4811.06, Fairfax County, Virginia","1005","143","867","153","138","88"
"1500000US510594911022","Block Group 2, Census Tract 4911.02, Fairfax County, Virginia","1617","210","1419","230","198","167"
"1500000US510594202021","Block Group 1, Census Tract 4202.02, Fairfax County, Virginia","1776","197","1567","196","209","112"
"1500000US510594516021","Block Group 1, Census Tract 4516.02, Fairfax County, Virginia","874","245","655","187","219","236"
"1500000US510594814003","Block Group 3, Census Tract 4814, Fairfax County, Virginia","1975","318","1774","292","201","174"
"1500000US510594528011","Block Group 1, Census Tract 4528.01, Fairfax County, Virginia","1029","389","874","324","155","194"
"1500000US510594708002","Block Group 2, Census Tract 4708, Fairfax County, Virginia","2000","220","1852","220","148","90"
"1500000US510594211022","Block Group 2, Census Tract 4211.02, Fairfax County, Virginia","2155","197","1829","239","326","196"
"1500000US510594707005","Block Group 5, Census Tract 4707, Fairfax County, Virginia","1043","204","975","204","68","58"
"1500000US510594917051","Block Group 1, Census Tract 4917.05, Fairfax County, Virginia","3457","158","3308","158","149","68"
"1500000US510594805021","Block Group 1, Census Tract 4805.02, Fairfax County, Virginia","3075","303","2829","258","246","128"
"1500000US510594518002","Block Group 2, Census Tract 4518, Fairfax County, Virginia","2287","359","1705","231","582","333"
"1500000US510594825013","Block Group 3, Census Tract 4825.01, Fairfax County, Virginia","3962","1035","3686","951","276","217"
"1500000US510594618011","Block Group 1, Census Tract 4618.01, Fairfax County, Virginia","1535","159","1383","194","152","96"
"1500000US510594820011","Block Group 1, Census Tract 4820.01, Fairfax County, Virginia","1129","148","1074","152","55","64"
"1500000US510594407023","Block Group 3, Census Tract 4407.02, Fairfax County, Virginia","1868","208","1757","218","111","108"
"1500000US510594817013","Block Group 3, Census Tract 4817.01, Fairfax County, Virginia","1771","196","1716","192","55","53"
"1500000US510594901034","Block Group 4, Census Tract 4901.03, Fairfax County, Virginia","1342","270","1159","251","183","164"
"1500000US510594321002","Block Group 2, Census Tract 4321, Fairfax County, Virginia","2477","304","2226","283","251","132"
"1500000US510594152002","Block Group 2, Census Tract 4152, Fairfax County, Virginia","550","104","522","103","28","25"
"1500000US510594612012","Block Group 2, Census Tract 4612.01, Fairfax County, Virginia","1825","222","1654","201","171","125"
"1500000US510594224011","Block Group 1, Census Tract 4224.01, Fairfax County, Virginia","805","179","729","165","76","56"
"1500000US510594401003","Block Group 3, Census Tract 4401, Fairfax County, Virginia","3103","600","2542","488","561","453"
"1500000US510594407011","Block Group 1, Census Tract 4407.01, Fairfax County, Virginia","3016","169","2792","163","224","143"
"1500000US510594521011","Block Group 1, Census Tract 4521.01, Fairfax County, Virginia","1108","252","979","242","129","120"
"1500000US510594918022","Block Group 2, Census Tract 4918.02, Fairfax County, Virginia","1641","205","1445","181","196","224"
"1500000US510594302022","Block Group 2, Census Tract 4302.02, Fairfax County, Virginia","1516","235","1399","245","117","97"
"1500000US510594215002","Block Group 2, Census Tract 4215, Fairfax County, Virginia","3582","774","891","514","2691","653"
"1500000US510594816001","Block Group 1, Census Tract 4816, Fairfax County, Virginia","1797","205","1678","209","119","73"
"1500000US510599801001","Block Group 1, Census Tract 9801, Fairfax County, Virginia","5","6","5","6","0","12"
"1500000US510594153001","Block Group 1, Census Tract 4153, Fairfax County, Virginia","964","260","358","140","606","297"
"1500000US510594161002","Block Group 2, Census Tract 4161, Fairfax County, Virginia","992","204","944","197","48","37"
"1500000US510594221011","Block Group 1, Census Tract 4221.01, Fairfax County, Virginia","4220","678","2680","689","1540","821"
"1500000US510594713031","Block Group 1, Census Tract 4713.03, Fairfax County, Virginia","796","191","723","200","73","86"
"1500000US510594805051","Block Group 1, Census Tract 4805.05, Fairfax County, Virginia","1347","196","1152","192","195","114"
"1500000US510594605022","Block Group 2, Census Tract 4605.02, Fairfax County, Virginia","2096","332","1815","298","281","208"
"1500000US510594826024","Block Group 4, Census Tract 4826.02, Fairfax County, Virginia","1902","467","1678","458","224","133"
"1500000US510594513001","Block Group 1, Census Tract 4513, Fairfax County, Virginia","1393","159","1182","160","211","101"
"1500000US510594802031","Block Group 1, Census Tract 4802.03, Fairfax County, Virginia","2751","313","2681","302","70","89"
"1500000US510594611002","Block Group 2, Census Tract 4611, Fairfax County, Virginia","2266","343","2215","350","51","61"
"1500000US510594155001","Block Group 1, Census Tract 4155, Fairfax County, Virginia","1745","316","1745","316","0","12"
"1500000US510594310013","Block Group 3, Census Tract 4310.01, Fairfax County, Virginia","1912","286","1642","274","270","158"
"1500000US510594805023","Block Group 3, Census Tract 4805.02, Fairfax County, Virginia","2066","347","1680","243","386","243"
"1500000US510594403001","Block Group 1, Census Tract 4403, Fairfax County, Virginia","1147","118","1094","121","53","49"
"1500000US510594802022","Block Group 2, Census Tract 4802.02, Fairfax County, Virginia","1695","367","1626","372","69","67"
"1500000US510594159001","Block Group 1, Census Tract 4159, Fairfax County, Virginia","870","164","826","152","44","50"
"1500000US510594508001","Block Group 1, Census Tract 4508, Fairfax County, Virginia","761","205","596","171","165","127"
"1500000US510594610001","Block Group 1, Census Tract 4610, Fairfax County, Virginia","2586","163","2402","129","184","172"
"1500000US510594501002","Block Group 2, Census Tract 4501, Fairfax County, Virginia","2834","500","2142","435","692","560"
"1500000US510594510001","Block Group 1, Census Tract 4510, Fairfax County, Virginia","1119","201","880","156","239","127"
"1500000US510594914032","Block Group 2, Census Tract 4914.03, Fairfax County, Virginia","1331","218","1260","217","71","86"
"1500000US510594917032","Block Group 2, Census Tract 4917.03, Fairfax County, Virginia","1335","284","1155","268","180","154"
"1500000US510594801001","Block Group 1, Census Tract 4801, Fairfax County, Virginia","1418","210","1393","215","25","29"
"1500000US510594815001","Block Group 1, Census Tract 4815, Fairfax County, Virginia","2253","92","2177","108","76","56"
"1500000US510594921004","Block Group 4, Census Tract 4921, Fairfax County, Virginia","915","219","915","219","0","12"
"1500000US510594710001","Block Group 1, Census Tract 4710, Fairfax County, Virginia","2186","149","2142","152","44","28"
"1500000US510594320001","Block Group 1, Census Tract 4320, Fairfax County, Virginia","2319","243","2075","239","244","145"
"1500000US510594615003","Block Group 3, Census Tract 4615, Fairfax County, Virginia","1799","517","1739","507","60","79"
"1500000US510594320002","Block Group 2, Census Tract 4320, Fairfax County, Virginia","1300","301","1178","302","122","86"
"1500000US510594309011","Block Group 1, Census Tract 4309.01, Fairfax County, Virginia","2066","316","1982","302","84","79"
"1500000US510594307001","Block Group 1, Census Tract 4307, Fairfax County, Virginia","1521","213","1283","168","238","137"
"1500000US510594224022","Block Group 2, Census Tract 4224.02, Fairfax County, Virginia","839","244","784","249","55","92"
"1500000US510594503003","Block Group 3, Census Tract 4503, Fairfax County, Virginia","2504","414","1582","335","922","368"
"1500000US510594617002","Block Group 2, Census Tract 4617, Fairfax County, Virginia","2384","486","2012","473","372","221"
"1500000US510594327021","Block Group 1, Census Tract 4327.02, Fairfax County, Virginia","2494","349","1985","405","509","224"
"1500000US510594826013","Block Group 3, Census Tract 4826.01, Fairfax County, Virginia","1956","451","1900","450","56","93"
"1500000US510594913021","Block Group 1, Census Tract 4913.02, Fairfax County, Virginia","2374","272","2098","266","276","172"
"1500000US510594310011","Block Group 1, Census Tract 4310.01, Fairfax County, Virginia","1776","376","1664","386","112","96"
"1500000US510594210011","Block Group 1, Census Tract 4210.01, Fairfax County, Virginia","2710","232","2130","192","580","92"
"1500000US510594914042","Block Group 2, Census Tract 4914.04, Fairfax County, Virginia","2579","308","2413","308","166","142"
"1500000US510594915021","Block Group 1, Census Tract 4915.02, Fairfax County, Virginia","3106","480","2835","464","271","108"
"1500000US510594812022","Block Group 2, Census Tract 4812.02, Fairfax County, Virginia","1493","357","1061","296","432","292"
"1500000US510594154021","Block Group 1, Census Tract 4154.02, Fairfax County, Virginia","877","173","840","179","37","47"
