"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M"
"1500000US510594612013","Block Group 3, Census Tract 4612.01, Fairfax County, Virginia","735","152","412","92","0","12","32","43","45","48","25","21","0","12","0","12","0","12","11","17","12","17","13","20","48","38","15","24","5","8","9","13","42","27","8","13","11","14","31","29","29","25","30","21","26","24","10","15","10","16","323","82","0","12","29","28","5","8","7","11","12","19","11","17","0","12","0","12","0","12","0","12","56","39","17","22","12","14","15","17","30","23","0","12","9","13","54","30","7","11","19","21","17","20","23","25","0","12"
"1500000US510594160001","Block Group 1, Census Tract 4160, Fairfax County, Virginia","1683","398","813","221","36","34","28","25","31","23","48","51","8","14","0","12","0","12","129","96","53","41","52","37","48","39","82","50","0","12","158","66","46","56","16","20","16","18","10","15","19","22","0","12","10","16","23","26","0","12","870","221","31","30","21","25","98","87","38","39","54","50","0","12","77","77","17","27","11","15","68","35","12","18","48","45","122","57","95","71","26","23","11","17","16","18","50","72","9","14","0","12","30","27","0","12","36","35"
"1500000US510594607011","Block Group 1, Census Tract 4607.01, Fairfax County, Virginia","1336","262","677","136","28","31","37","26","82","50","44","35","0","12","0","12","0","12","13","20","60","41","8","14","19","23","64","44","60","43","69","41","54","33","20","22","66","49","6","12","8","13","7","11","0","12","0","12","32","36","659","151","18","27","16","18","97","52","21","23","0","12","0","12","0","12","15","23","7","14","12","19","67","50","58","46","61","42","84","43","110","53","33","23","0","12","0","12","0","12","33","34","0","12","12","16","15","22"
"1500000US510594203002","Block Group 2, Census Tract 4203, Fairfax County, Virginia","1898","461","946","251","72","76","148","94","30","45","75","56","0","12","16","28","0","12","33","45","45","48","68","56","58","61","91","62","68","64","53","47","90","60","0","12","14","22","0","12","30","46","14","25","16","25","16","25","9","16","952","268","67","60","45","50","44","49","27","41","65","73","0","12","0","12","37","53","48","52","102","84","59","53","108","70","58","53","61","55","51","44","26","39","43","47","27","44","0","12","0","12","50","45","15","25","19","29"
"1500000US510594615004","Block Group 4, Census Tract 4615, Fairfax County, Virginia","1985","368","937","190","39","46","23","35","60","61","12","20","9","17","0","12","28","32","53","83","87","62","12","20","33","41","87","62","78","54","115","55","136","94","11","20","29","33","27","30","13","21","31","36","42","38","12","21","0","12","1048","222","67","59","91","65","113","76","54","51","19","30","0","12","32","53","36","57","46","51","24","28","50","50","126","66","78","58","93","43","34","34","0","12","0","12","0","12","50","37","52","41","37","43","13","22","33","52"
"1500000US510594403002","Block Group 2, Census Tract 4403, Fairfax County, Virginia","1482","124","729","84","23","20","52","23","66","32","44","21","23","19","0","12","7","11","22","20","7","10","12","12","36","23","38","24","62","26","71","26","69","29","25","14","31","21","9","11","23","16","50","27","28","18","26","19","5","7","753","74","30","20","33","21","88","29","54","25","19","21","0","12","17","18","17","17","6","10","23","17","59","27","63","25","50","25","51","24","61","31","20","16","37","19","34","23","14","13","23","17","39","21","10","10","5","8"
"1500000US510594526002","Block Group 2, Census Tract 4526, Fairfax County, Virginia","2335","484","1264","378","82","65","87","92","21","28","0","12","63","104","0","12","0","12","0","12","0","12","65","76","59","54","72","74","199","159","218","133","104","81","35","41","117","146","14","23","39","38","55","52","34","38","0","12","0","12","1071","236","58","56","62","63","111","79","13","22","55","90","0","12","0","12","67","102","0","12","51","43","63","60","68","58","141","121","89","85","91","63","46","57","23","27","14","23","14","23","71","53","34","38","0","12","0","12"
"1500000US510594604003","Block Group 3, Census Tract 4604, Fairfax County, Virginia","1124","323","611","206","54","62","13","20","37","31","34","39","0","12","42","58","0","12","19","32","131","106","44","41","9","13","50","35","28","27","9","14","36","29","33","30","21","23","0","12","42","48","0","12","0","12","0","12","9","14","513","153","52","56","20","23","0","12","62","55","0","12","36","56","0","12","28","44","57","41","14","15","13","19","59","48","64","54","35","25","17","19","8","12","9","14","30","28","0","12","0","12","0","12","9","13","0","12"
"1500000US510594401002","Block Group 2, Census Tract 4401, Fairfax County, Virginia","2099","383","942","228","21","32","62","50","118","71","72","52","32","52","0","12","0","12","23","30","0","12","9","14","28","31","90","54","74","54","60","43","126","88","19","30","47","44","37","57","26","28","41","36","0","12","41","49","16","25","1157","247","54","53","153","84","44","34","75","70","26","39","22","26","0","12","15","27","0","12","54","53","19","24","52","44","104","58","118","65","96","61","69","66","0","12","46","42","55","52","28","34","51","49","0","12","76","74"
"1500000US510594811042","Block Group 2, Census Tract 4811.04, Fairfax County, Virginia","924","325","486","224","69","70","63","60","44","38","0","12","0","12","0","12","0","12","31","32","23","26","53","46","89","46","48","54","20","20","15","26","0","12","0","12","7","12","0","12","8","15","0","12","16","25","0","12","0","12","438","147","20","23","107","58","30","27","0","12","0","12","0","12","0","12","28","23","29","25","68","43","96","66","17","20","0","12","13","21","18","20","0","12","12","19","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594211021","Block Group 1, Census Tract 4211.02, Fairfax County, Virginia","1488","256","644","167","43","50","24","21","15","17","32","25","22","22","19","28","0","12","0","12","0","12","39","27","48","43","2","4","31","24","72","48","69","43","38","28","12","19","20","29","49","36","20","23","34","31","22","25","33","28","844","151","46","34","59","65","18","20","15","20","17","27","0","12","20","31","9","14","21","20","57","35","26","29","8","14","38","28","124","45","83","43","35","31","12","19","12","18","27","29","91","50","9","13","41","39","76","47"
"1500000US510594712021","Block Group 1, Census Tract 4712.02, Fairfax County, Virginia","1641","361","882","181","50","56","72","54","21","30","15","24","0","12","0","12","0","12","37","37","136","90","138","83","141","92","50","52","70","49","27","23","15","23","0","12","36","41","17","27","34","28","23","36","0","12","0","12","0","12","759","249","61","68","15","24","52","56","0","12","0","12","0","12","0","12","12","20","126","89","74","55","89","75","65","56","75","58","44","42","55","52","0","12","15","23","19","30","16","26","17","29","24","37","0","12","0","12"
"1500000US510594814002","Block Group 2, Census Tract 4814, Fairfax County, Virginia","2426","398","996","177","140","67","68","52","27","26","0","12","0","12","0","12","0","12","0","12","70","98","73","69","109","68","68","53","48","44","97","68","24","26","116","81","46","38","0","12","25","28","16","26","0","12","35","38","34","36","1430","291","116","79","150","73","56","62","0","12","73","80","94","97","0","12","124","111","13","22","128","93","78","56","145","90","182","106","0","12","62","43","11","17","32","46","36","42","15","24","33","36","32","38","33","36","17","28"
"1500000US510594814001","Block Group 1, Census Tract 4814, Fairfax County, Virginia","1031","198","440","132","21","33","37","47","15","25","13","21","0","12","0","12","0","12","0","12","55","67","78","59","17","27","15","23","23","24","43","42","34","56","0","12","0","12","0","12","0","12","0","12","27","43","27","43","35","41","591","124","33","37","0","12","0","12","26","43","0","12","0","12","0","12","0","12","67","45","117","75","41","47","0","12","26","31","29","35","0","12","11","18","58","45","16","24","27","32","0","12","102","56","0","12","38","44"
"1500000US510594214002","Block Group 2, Census Tract 4214, Fairfax County, Virginia","978","360","625","301","163","156","60","67","0","12","0","12","15","25","0","12","0","12","0","12","16","27","81","65","78","65","57","75","46","45","29","35","0","12","24","40","0","12","18","32","0","12","38","44","0","12","0","12","0","12","353","115","17","27","20","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","45","40","76","75","15","23","45","41","25","31","11","19","12","18","17","31","0","12","47","52","23","38","0","12","0","12","0","12"
"1500000US510594502001","Block Group 1, Census Tract 4502, Fairfax County, Virginia","2747","466","1457","338","57","69","88","89","163","114","0","12","131","108","19","30","0","12","103","98","225","164","52","59","253","189","130","89","60","59","22","25","30","29","28","33","12","19","0","12","61","66","14","23","9","12","0","12","0","12","1290","209","48","44","142","125","182","107","25","30","14","22","0","12","17","28","28","31","99","71","140","97","168","108","112","74","59","62","97","68","41","33","11","17","23","26","0","12","12","18","39","34","16","26","0","12","17","20"
"1500000US510594308021","Block Group 1, Census Tract 4308.02, Fairfax County, Virginia","1397","200","668","139","48","36","61","44","21","21","39","42","51","47","0","12","0","12","14","22","0","12","20","22","33","27","52","35","20","23","70","34","28","24","24","21","28","26","17","18","7","10","53","33","47","30","17","18","18","19","729","115","102","65","13","18","49","36","41","33","11","16","0","12","12","19","11","17","21","23","11","17","38","29","50","32","34","28","38","30","37","29","48","37","65","42","0","12","23","22","41","29","42","25","16","19","26","24"
"1500000US510594913011","Block Group 1, Census Tract 4913.01, Fairfax County, Virginia","662","227","245","87","0","12","36","38","11","18","33","32","0","12","0","12","0","12","0","12","0","12","0","12","14","23","12","19","43","40","41","36","12","20","0","12","21","26","0","12","22","34","0","12","0","12","0","12","0","12","417","160","28","31","30","33","77","51","11","19","0","12","0","12","0","12","17","28","0","12","14","26","25","28","48","70","42","39","60","43","34","36","0","12","9","15","22","33","0","12","0","12","0","12","0","12","0","12"
"1500000US510594901032","Block Group 2, Census Tract 4901.03, Fairfax County, Virginia","1934","665","831","278","28","43","90","78","83","68","23","25","0","12","0","12","0","12","11","14","41","48","85","88","85","82","80","88","123","84","51","63","65","83","18","20","11","17","12","18","0","12","12","19","13","19","0","12","0","12","1103","409","136","96","84","75","56","37","0","12","91","86","16","24","0","12","0","12","121","85","75","70","84","59","87","51","78","88","163","110","60","54","0","12","0","12","13","18","12","19","27","29","0","12","0","12","0","12"
"1500000US510594324021","Block Group 1, Census Tract 4324.02, Fairfax County, Virginia","1476","188","775","113","22","20","60","39","104","50","61","37","0","12","18","24","10","15","10","15","28","30","53","39","42","27","48","21","91","44","57","36","57","33","11","15","19","20","0","12","35","35","24","22","16","18","9","13","0","12","701","106","53","40","28","25","42","33","46","30","29","34","11","18","0","12","10","16","11","14","6","10","82","43","77","33","23","20","103","37","26","20","16","17","45","37","0","12","52","29","8","13","33","27","0","12","0","12"
"1500000US510594712023","Block Group 3, Census Tract 4712.02, Fairfax County, Virginia","1085","344","559","214","126","93","13","21","0","12","9","16","0","12","0","12","0","12","15","24","67","86","66","78","103","90","0","12","0","12","40","31","0","12","0","12","37","43","0","12","15","26","18","30","17","26","33","37","0","12","526","160","47","77","0","12","10","17","0","12","0","12","0","12","0","12","16","25","28","31","59","50","88","83","15","23","26","31","49","53","37","41","0","12","18","29","17","26","35","27","19","31","46","43","0","12","16","25"
"1500000US510594817023","Block Group 3, Census Tract 4817.02, Fairfax County, Virginia","660","124","223","64","0","12","11","16","0","12","20","22","0","12","0","12","0","12","0","12","71","46","44","31","0","12","21","23","9","15","34","41","13","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","437","91","0","12","0","12","0","12","0","12","16","25","0","12","0","12","31","30","51","49","87","60","77","56","72","59","36","29","10","16","23","25","12","18","0","12","12","18","0","12","10","16","0","12","0","12","0","12"
"1500000US510594811031","Block Group 1, Census Tract 4811.03, Fairfax County, Virginia","1890","257","912","167","152","73","104","42","33","26","57","38","0","12","0","12","0","12","15","22","46","48","60","34","131","50","65","36","90","44","88","48","33","26","7","11","12","18","0","12","0","12","0","12","13","19","0","12","6","12","978","139","40","37","92","44","69","40","62","44","13","20","15","21","18","26","13","19","12","15","89","45","146","60","91","42","84","48","59","42","71","50","24","26","7","11","9","15","9","14","7","13","29","30","19","42","0","12"
"1500000US510594809033","Block Group 3, Census Tract 4809.03, Fairfax County, Virginia","1757","433","709","260","118","128","135","86","65","54","32","33","0","12","20","29","0","12","21","35","12","19","58","49","41","53","75","45","7","15","3","10","34","32","17","25","44","31","0","12","0","12","0","12","0","12","27","29","0","12","1048","263","189","80","56","60","18","30","95","42","24","34","44","62","21","36","76","65","49","60","51","49","71","79","117","111","17","40","21","21","23","26","46","37","0","12","19","22","24","27","56","63","10","16","21","33","0","12"
"1500000US510594911033","Block Group 3, Census Tract 4911.03, Fairfax County, Virginia","1372","447","600","178","20","24","32","34","12","20","31","50","27","45","0","12","0","12","0","12","45","72","43","43","131","113","61","41","55","47","63","57","0","12","19","29","46","53","0","12","0","12","15","24","0","12","0","12","0","12","772","304","36","37","104","94","34","32","62","88","0","12","0","12","0","12","36","57","44","48","119","98","25","29","89","70","55","41","72","56","45","51","0","12","13","22","18","28","10","17","10","18","0","12","0","12","0","12"
"1500000US510594917033","Block Group 3, Census Tract 4917.03, Fairfax County, Virginia","1229","348","578","233","60","80","0","12","38","39","31","43","34","55","0","12","0","12","54","66","76","59","86","72","54","65","42","49","5","16","63","56","0","12","0","12","0","12","0","12","0","12","35","35","0","12","0","12","0","12","651","174","0","12","18","25","0","12","20","32","0","12","50","59","0","12","51","59","192","93","87","79","51","46","72","50","19","31","58","71","14","22","0","12","0","12","0","12","3","12","0","12","16","27","0","12","0","12"
"1500000US510594805032","Block Group 2, Census Tract 4805.03, Fairfax County, Virginia","1956","201","1095","140","117","47","76","49","107","49","18","15","67","56","0","12","0","12","40","37","48","31","97","51","47","26","67","30","62","35","86","47","123","60","12","19","21","24","46","31","30","27","8","13","16","19","7","12","0","12","861","105","72","41","53","33","10","15","10","16","34","36","0","12","34","28","43","38","28","29","47","27","101","41","51","31","63","32","81","43","91","57","41","31","37","28","9","15","25","24","16","18","15","18","0","12","0","12"
"1500000US510594911011","Block Group 1, Census Tract 4911.01, Fairfax County, Virginia","1645","183","847","109","50","33","19","21","71","37","51","30","23","20","14","19","0","12","41","37","25","27","34","30","40","29","28","23","54","31","66","35","80","40","21","23","80","43","40","28","43","26","39","33","8","12","9","16","11","17","798","114","59","43","38","35","42","36","39","30","0","12","0","12","0","12","40","33","10","15","29","26","52","32","27","22","63","34","107","51","84","42","44","33","46","29","15","18","53","36","15","16","8","12","8","14","19","21"
"1500000US510594705001","Block Group 1, Census Tract 4705, Fairfax County, Virginia","1193","324","535","165","61","52","121","66","14","22","0","12","0","12","0","12","0","12","0","12","0","12","19","32","23","36","76","56","29","35","23","28","15","24","27","32","0","12","14","21","42","38","42","42","0","12","14","22","15","25","658","187","30","43","70","43","107","82","17","28","0","12","0","12","0","12","23","38","0","12","19","31","30","37","96","63","21","23","11","19","61","48","14","23","45","39","22","25","15","24","14","21","12","21","22","37","29","30"
"1500000US510594713012","Block Group 2, Census Tract 4713.01, Fairfax County, Virginia","2508","380","1168","293","90","100","63","78","68","57","44","30","20","24","24","36","0","12","89","62","172","64","122","63","126","61","64","38","96","78","86","45","59","40","10","14","35","46","0","12","0","12","0","12","0","12","0","12","0","12","1340","161","96","57","77","43","39","26","50","33","19","27","8","13","9","14","91","80","206","97","160","58","90","62","115","64","23","23","123","74","93","39","40","29","19","21","0","12","10","17","23","25","28","29","21","31","0","12"
"1500000US510594511002","Block Group 2, Census Tract 4511, Fairfax County, Virginia","1318","240","621","146","37","18","22","22","42","38","48","42","38","43","0","12","0","12","0","12","9","15","42","34","27","18","52","30","38","25","98","50","32","21","19","17","23","18","10","11","22","17","22","18","17","15","4","6","19","21","697","113","44","31","69","40","30","25","26","22","0","12","23","25","0","12","48","45","11","11","38","26","45","22","68","37","20","15","30","20","29","22","22","18","65","29","17","15","45","28","26","19","21","19","5","7","15","13"
"1500000US510594808022","Block Group 2, Census Tract 4808.02, Fairfax County, Virginia","1971","330","953","200","46","54","19","23","99","60","59","32","27","29","43","64","22","26","36","33","10","16","27","26","61","50","110","63","80","56","70","34","78","45","40","34","31","18","11","17","24","23","23","21","27","31","10","17","0","12","1018","202","41","32","75","63","177","89","77","50","17","20","0","12","0","12","9","16","63","49","38","40","29","34","109","60","81","37","91","42","85","57","6","10","13","16","46","31","15","15","38","36","8","12","0","12","0","12"
"1500000US510594405011","Block Group 1, Census Tract 4405.01, Fairfax County, Virginia","2236","388","995","208","86","51","76","37","60","33","68","61","84","58","13","20","0","12","3","6","33","30","70","42","42","44","72","34","71","39","31","27","67","38","22","22","50","52","33","28","34","28","39","35","34","24","7","13","0","12","1241","221","128","74","107","52","75","40","23","25","0","12","14","20","0","12","24","28","74","55","123","69","77","42","84","52","58","39","89","47","26","24","53","46","38","27","64","41","62","36","67","41","9","14","41","33","5","9"
"1500000US510594408002","Block Group 2, Census Tract 4408, Fairfax County, Virginia","1091","370","553","196","18","23","53","50","81","69","47","55","0","12","0","12","0","12","0","12","0","12","29","35","44","42","94","66","0","12","0","12","29","32","26","29","12","20","13","20","35","27","35","34","25","27","12","19","0","12","538","196","43","43","20","24","0","12","24","29","52","76","0","12","0","12","0","12","0","12","0","12","166","85","45","55","0","12","14","22","28","33","18","29","47","36","13","21","22","27","13","21","20","23","0","12","13","21"
"1500000US510594208003","Block Group 3, Census Tract 4208, Fairfax County, Virginia","2027","362","871","150","50","42","0","12","15","19","7","12","21","27","9","17","9","14","75","43","120","81","62","34","26","30","88","67","25","28","109","51","84","41","27","26","36","30","16","24","44","30","0","12","32","32","16","22","0","12","1156","263","105","75","86","61","29","24","26","25","57","38","0","12","16","25","130","67","106","66","52","33","15","18","69","53","21","18","92","38","112","41","51","38","32","19","32","33","24","28","27","29","25","27","27","31","22","24"
"1500000US510594825042","Block Group 2, Census Tract 4825.04, Fairfax County, Virginia","1908","275","865","126","31","39","59","43","87","41","30","25","0","12","0","12","0","12","9","14","82","64","21","33","82","52","71","38","54","35","64","34","92","48","42","34","64","38","20","20","20","14","27","23","6","10","0","12","4","10","1043","211","55","45","71","40","102","50","73","48","33","36","0","12","18","27","54","53","5","9","21","32","57","37","98","51","105","67","70","40","119","49","31","40","16","18","22","18","22","17","26","26","14","21","18","27","13","20"
"1500000US510594405022","Block Group 2, Census Tract 4405.02, Fairfax County, Virginia","1296","163","662","122","36","26","20","20","50","24","44","24","24","17","53","69","18","26","7","11","7","10","5","7","10","12","55","23","46","22","49","24","50","23","56","30","30","18","10","10","26","17","41","26","6","10","11","13","8","11","634","83","29","22","19","14","60","26","11","12","22","18","6","10","0","12","43","28","27","30","19","16","21","16","45","22","53","25","71","22","28","17","26","18","42","27","28","18","44","24","20","15","10","12","5","8","5","8"
"1500000US510594619012","Block Group 2, Census Tract 4619.01, Fairfax County, Virginia","2118","274","949","146","54","31","45","32","79","64","30","28","0","12","0","12","0","12","17","26","98","79","125","58","45","34","93","52","48","36","61","42","56","55","42","31","42","29","36","31","35","34","0","12","12","19","21","25","10","15","1169","177","88","52","74","46","35","28","21","21","13","22","0","12","0","12","52","42","105","53","104","71","71","37","77","50","120","43","80","51","62","36","9","14","45","35","32","31","34","25","39","29","64","38","0","12","44","29"
"1500000US510594901013","Block Group 3, Census Tract 4901.01, Fairfax County, Virginia","2297","295","1117","178","28","30","35","28","90","59","27","25","23","26","9","14","4","6","52","43","95","48","132","114","25","25","29","26","101","75","100","43","146","51","41","25","63","33","16","17","33","24","28","28","26","39","14","15","0","12","1180","206","12","18","83","46","93","52","50","31","55","65","10","16","10","18","97","65","50","37","12","16","58","36","45","32","88","40","170","63","142","57","58","49","88","36","20","18","13","15","13","14","0","12","13","14","0","12"
"1500000US510594910001","Block Group 1, Census Tract 4910, Fairfax County, Virginia","1815","232","852","90","32","21","67","33","90","34","37","17","27","32","16","15","0","12","31","26","18","15","17","15","36","23","71","27","31","15","83","34","114","34","31","18","21","15","44","21","28","17","40","19","6","9","6","9","6","8","963","161","36","19","72","27","100","77","66","32","45","42","0","12","0","12","58","30","30","20","9","11","35","19","76","25","53","26","137","37","96","32","39","24","47","24","32","19","16","12","0","12","10","12","6","8","0","12"
"1500000US510594823021","Block Group 1, Census Tract 4823.02, Fairfax County, Virginia","2318","431","1121","238","130","83","108","97","37","33","86","50","7","14","0","12","25","31","76","64","119","85","142","83","86","77","78","55","49","38","53","42","60","43","0","12","46","38","0","12","19","22","0","12","0","12","0","12","0","12","1197","243","31","30","119","115","69","55","63","36","50","46","51","76","0","12","52","56","94","60","54","37","76","63","163","90","71","36","52","41","81","55","65","51","0","12","18","20","22","22","45","51","11","17","0","12","10","15"
"1500000US510594823022","Block Group 2, Census Tract 4823.02, Fairfax County, Virginia","2297","422","1152","269","173","128","77","70","94","77","77","61","10","15","0","12","24","37","41","36","112","90","105","63","168","71","52","33","82","54","48","39","32","36","0","12","8","14","5","10","0","12","11","17","11","15","22","28","0","12","1145","226","47","39","103","79","15","22","15","22","25","39","74","86","39","64","15","18","65","42","139","75","162","81","64","46","104","67","98","77","62","41","27","30","4","7","27","24","17","17","32","28","11","17","0","12","0","12"
"1500000US510594618022","Block Group 2, Census Tract 4618.02, Fairfax County, Virginia","2112","437","964","249","36","38","37","39","130","99","109","86","0","12","0","12","0","12","87","68","88","58","57","42","145","97","19","28","39","44","104","92","15","23","17","26","14","23","0","12","35","42","9","17","12","19","11","18","0","12","1148","295","161","122","14","24","43","41","16","26","0","12","0","12","9","18","58","69","51","51","122","64","147","83","17","27","129","86","39","37","62","77","0","12","72","76","143","123","26","31","0","12","24","26","0","12","15","23"
"1500000US510594323001","Block Group 1, Census Tract 4323, Fairfax County, Virginia","2277","256","1298","232","88","54","50","32","53","46","78","55","14","20","21","33","186","199","79","64","49","31","34","31","62","41","57","44","91","54","76","42","52","35","48","52","81","47","29","24","60","28","54","33","6","10","23","28","7","11","979","141","37","31","30","26","62","38","28","30","0","12","0","12","14","21","15","21","87","57","21","26","81","52","47","29","75","46","135","42","112","60","54","40","36","27","62","34","39","24","21","17","0","12","23","27","0","12"
"1500000US510594703001","Block Group 1, Census Tract 4703, Fairfax County, Virginia","2252","207","1135","135","33","28","42","30","146","56","56","31","30","28","21","24","10","16","33","37","34","31","2","4","29","25","18","19","58","34","134","53","96","48","34","26","69","42","80","39","11","14","61","39","71","48","19","21","48","50","1117","128","46","32","88","38","104","61","64","39","12","18","14","22","16","23","11","16","11","16","31","25","41","36","46","32","116","43","121","52","106","71","39","32","64","31","18","20","29","26","70","35","32","29","17","21","21","24"
"1500000US510594616012","Block Group 2, Census Tract 4616.01, Fairfax County, Virginia","1827","381","1116","288","71","86","63","69","50","64","18","29","0","12","0","12","21","34","93","127","311","174","173","78","108","70","126","66","16","25","16","25","18","30","0","12","17","28","0","12","0","12","15","25","0","12","0","12","0","12","711","178","15","23","31","36","43","54","0","12","18","28","15","24","0","12","117","121","123","71","130","94","41","41","126","79","17","29","15","23","20","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594603001","Block Group 1, Census Tract 4603, Fairfax County, Virginia","601","109","327","60","1","5","29","21","42","25","10","10","0","12","9","13","7","11","7","10","13","13","14","15","13","14","26","20","11","10","33","20","29","18","6","9","5","7","9","10","10","10","25","12","10","11","4","6","14","13","274","63","15","14","5","7","11","11","11","12","8","12","7","11","7","11","9","14","7","10","8","11","17","15","12","11","15","13","30","16","10","11","12","13","0","12","9","9","19","15","36","18","10","11","12","13","4","8"
"1500000US510594820013","Block Group 3, Census Tract 4820.01, Fairfax County, Virginia","977","171","505","130","38","58","24","32","11","16","34","40","32","49","12","19","0","12","11","18","36","28","29","21","42","24","0","12","25","24","52","29","48","47","31","28","30","27","13","20","18","19","19","20","0","12","0","12","0","12","472","83","52","35","5","8","18","21","9","14","0","12","0","12","19","29","13","21","0","12","57","26","20","19","22","25","43","28","58","41","53","34","24","26","22","24","10","15","10","17","28","18","0","12","0","12","9","14"
"1500000US510594405023","Block Group 3, Census Tract 4405.02, Fairfax County, Virginia","1075","175","994","161","0","12","0","12","0","12","31","27","57","51","77","44","38","30","91","50","175","68","199","68","47","38","78","58","46","44","43","26","67","32","11","20","25","22","9","18","0","12","0","12","0","12","0","12","0","12","81","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","24","27","35","17","23","8","15","0","12","0","12","10","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594401001","Block Group 1, Census Tract 4401, Fairfax County, Virginia","1333","371","544","187","0","12","6","11","44","57","0","12","0","12","0","12","0","12","40","47","0","12","0","12","18","27","6","11","74","101","0","12","51","38","35","42","0","12","0","12","28","31","26","30","65","43","32","36","119","86","789","275","18","28","6","12","33","53","45","59","0","12","0","12","0","12","0","12","0","12","87","111","0","12","22","35","84","99","34","41","38","46","0","12","13","21","51","79","14","22","65","46","81","58","66","47","132","116"
"1500000US510594215001","Block Group 1, Census Tract 4215, Fairfax County, Virginia","2641","666","1426","490","214","138","62","77","79","97","60","74","44","52","0","12","23","54","0","12","115","95","200","112","0","12","138","108","143","117","144","111","16","32","16","29","30","36","0","12","50","46","53","59","0","12","23","43","16","26","1215","270","116","85","23","28","84","98","12","21","27","45","0","12","71","83","39","48","77","80","101","67","109","69","25","31","151","104","102","71","32","39","59","53","82","59","18","28","47","48","0","12","0","12","16","25","24","37"
"1500000US510594211013","Block Group 3, Census Tract 4211.01, Fairfax County, Virginia","2596","433","1357","248","171","100","122","62","72","40","60","49","130","88","45","46","0","12","22","38","19","29","54","37","105","55","139","78","121","72","82","54","81","54","15","24","48","44","31","36","24","38","16","25","0","12","0","12","0","12","1239","231","31","35","123","106","117","69","16","26","29","44","0","12","0","12","0","12","27","30","144","84","108","63","184","74","48","43","52","46","137","64","54","43","54","48","17","27","0","12","71","55","27","43","0","12","0","12"
"1500000US510594914012","Block Group 2, Census Tract 4914.01, Fairfax County, Virginia","1722","445","795","229","112","60","81","55","23","26","62","43","0","12","16","26","20","21","0","12","22","26","52","36","70","52","109","71","49","31","38","36","28","28","23","21","17","18","11","16","8","13","40","46","0","12","14","21","0","12","927","259","154","97","105","59","16","22","0","12","0","12","6","12","6","12","0","12","43","34","62","38","156","111","66","49","69","43","48","35","108","60","19","25","17","20","0","12","0","12","18","20","34","26","0","12","0","12"
"1500000US510594402021","Block Group 1, Census Tract 4402.02, Fairfax County, Virginia","1501","371","752","239","44","37","90","94","8","16","14","21","13","21","0","12","0","12","82","82","92","67","93","57","85","68","31","33","32","41","46","64","33","50","0","12","28","32","0","12","0","12","21","26","0","12","24","37","16","28","749","202","0","12","61","53","48","48","17","25","30","31","0","12","0","12","42","38","169","118","146","86","39","50","0","12","46","51","14","22","42","45","11","18","15","23","0","12","0","12","6","12","47","55","0","12","16","22"
"1500000US510594808013","Block Group 3, Census Tract 4808.01, Fairfax County, Virginia","1286","308","749","192","20","28","71","71","76","59","20","24","18","23","24","38","0","12","22","37","47","37","62","56","60","64","42","32","100","118","93","68","56","48","10","16","0","12","19","30","0","12","4","10","0","12","0","12","5","10","537","132","54","63","61","47","30","36","0","12","0","12","0","12","0","12","41","37","41","43","58","56","19","23","44","49","23","27","71","47","22","25","26","34","6","10","0","12","0","12","41","43","0","12","0","12","0","12"
