GEO_ID,NAME,B09019_001E,B09019_001M,B09019_002E,B09019_002M,B09019_003E,B09019_003M,B09019_004E,B09019_004M,B09019_005E,B09019_005M,B09019_006E,B09019_006M,B09019_007E,B09019_007M,B09019_008E,B09019_008M,B09019_009E,B09019_009M,B09019_010E,B09019_010M,B09019_011E,B09019_011M,B09019_012E,B09019_012M,B09019_013E,B09019_013M,B09019_014E,B09019_014M,B09019_015E,B09019_015M,B09019_016E,B09019_016M,B09019_017E,B09019_017M,B09019_018E,B09019_018M,B09019_019E,B09019_019M,B09019_020E,B09019_020M,B09019_021E,B09019_021M,B09019_022E,B09019_022M,B09019_023E,B09019_023M,B09019_024E,B09019_024M,B09019_025E,B09019_025M,B09019_026E,B09019_026M,B09019_027E,B09019_027M,B09019_028E,B09019_028M,B09019_029E,B09019_029M,B09019_030E,B09019_030M,B09019_031E,B09019_031M,B09019_032E,B09019_032M,B09019_033E,B09019_033M,B09019_034E,B09019_034M,B09019_035E,B09019_035M,B09019_036E,B09019_036M,B09019_037E,B09019_037M,B09019_038E,B09019_038M
1500000US510594811032,"Block Group 2, Census Tract 4811.03, Fairfax County, Virginia",1881,353,1881,353,1725,372,464,95,152,64,312,92,220,92,575,161,575,161,0,12,0,12,0,12,112,91,25,38,22,33,0,12,284,139,23,33,15,31,0,12,8,13,0,12,0,12,156,71,141,61,42,43,42,43,0,12,99,50,88,48,11,17,15,24,0,12,0,12,0,12,0,12,15,24,0,12
1500000US510594915011,"Block Group 1, Census Tract 4915.01, Fairfax County, Virginia",3471,617,3455,617,3199,635,789,143,551,140,238,110,566,138,1077,282,1014,291,0,12,63,62,68,51,140,168,375,222,0,12,0,12,86,80,98,116,43,67,32,52,0,12,0,12,23,38,256,113,231,95,103,75,103,75,0,12,128,71,118,72,10,19,25,51,25,51,0,12,0,12,0,12,0,12,16,6
1500000US510594318022,"Block Group 2, Census Tract 4318.02, Fairfax County, Virginia",1299,269,1299,269,1159,271,315,68,218,72,97,45,275,65,360,131,360,131,0,12,0,12,32,61,20,85,35,38,59,61,14,27,29,41,20,26,0,12,20,26,0,12,0,12,0,12,140,106,70,38,18,20,8,13,10,16,52,37,31,28,21,25,70,81,0,12,54,79,16,19,0,12,0,12,0,12
1500000US510594302012,"Block Group 2, Census Tract 4302.01, Fairfax County, Virginia",2215,336,2215,336,1942,342,537,91,327,90,210,60,493,78,758,191,716,171,0,12,42,49,0,12,0,12,41,39,22,26,0,12,18,27,73,52,20,28,24,37,0,12,0,12,29,33,273,147,158,69,120,67,92,66,28,29,38,25,31,25,7,10,115,114,0,12,106,113,0,12,0,12,9,15,0,12
1500000US510594319001,"Block Group 1, Census Tract 4319, Fairfax County, Virginia",1734,202,1734,202,1618,219,474,57,318,68,156,57,418,65,645,152,582,163,41,40,22,33,0,12,0,12,50,59,22,31,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,116,51,95,41,12,17,12,17,0,12,83,43,63,40,20,16,21,18,10,17,0,12,0,12,0,12,11,17,0,12
1500000US510594309022,"Block Group 2, Census Tract 4309.02, Fairfax County, Virginia",2299,232,2299,232,2048,297,581,87,380,88,201,79,410,64,816,159,786,155,18,23,12,17,0,12,98,113,0,12,0,12,3,14,84,72,56,52,18,32,0,12,30,44,0,12,8,16,251,169,143,86,66,76,0,12,66,76,77,37,54,27,23,27,108,88,0,12,14,22,72,72,0,12,22,29,0,12
1500000US510594922021,"Block Group 1, Census Tract 4922.02, Fairfax County, Virginia",1438,252,1438,252,1302,277,470,83,347,86,123,61,439,81,295,122,271,120,0,12,24,35,40,46,0,12,0,12,0,12,0,12,37,42,21,33,0,12,21,33,0,12,0,12,0,12,136,78,124,71,72,73,72,73,0,12,52,41,40,37,12,19,12,20,0,12,0,12,12,20,0,12,0,12,0,12
1500000US510594922033,"Block Group 3, Census Tract 4922.03, Fairfax County, Virginia",1804,233,1804,233,1761,234,487,55,331,64,156,50,415,59,705,126,655,117,15,24,35,43,55,62,37,38,0,12,15,22,0,12,32,50,15,22,15,22,0,12,0,12,0,12,0,12,43,30,43,30,20,20,20,20,0,12,23,22,23,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594521021,"Block Group 1, Census Tract 4521.02, Fairfax County, Virginia",3651,267,3415,263,2780,290,721,84,479,112,242,78,582,86,903,139,777,166,92,105,34,53,61,56,77,52,54,65,15,23,62,61,185,127,120,96,0,12,51,67,46,51,0,12,23,39,635,196,394,88,227,81,157,74,70,40,167,71,147,64,20,22,241,162,28,52,147,148,52,34,0,12,14,29,236,98
1500000US510594223023,"Block Group 3, Census Tract 4223.02, Fairfax County, Virginia",1025,208,1025,208,415,192,184,87,62,50,122,85,115,68,95,83,95,83,0,12,0,12,0,12,0,12,21,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,610,145,483,120,126,73,94,67,32,38,357,121,289,126,68,47,127,74,21,35,58,53,48,43,0,12,0,12,0,12
1500000US510594811051,"Block Group 1, Census Tract 4811.05, Fairfax County, Virginia",1706,240,1706,240,1688,245,521,63,339,70,182,58,478,67,604,131,604,131,0,12,0,12,31,34,0,12,27,38,0,12,27,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,19,18,19,18,19,18,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594207001,"Block Group 1, Census Tract 4207, Fairfax County, Virginia",2460,386,2460,386,2378,411,582,84,335,82,247,77,476,83,970,254,910,253,22,34,38,41,84,77,17,20,93,73,20,33,40,51,0,12,96,110,71,107,0,12,13,19,0,12,12,20,82,47,71,36,33,26,21,20,12,19,38,26,38,26,0,12,11,18,0,12,0,12,11,18,0,12,0,12,0,12
1500000US510594325003,"Block Group 3, Census Tract 4325, Fairfax County, Virginia",2015,237,2015,237,1978,247,563,58,371,71,192,47,534,66,810,155,787,152,13,21,10,15,26,32,0,12,0,12,20,24,25,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,30,37,30,10,15,10,15,0,12,27,26,27,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594315002,"Block Group 2, Census Tract 4315, Fairfax County, Virginia",3092,349,3092,349,2696,404,793,96,435,94,358,74,716,97,1057,236,1033,237,24,38,0,12,0,12,27,28,12,18,0,12,0,12,65,56,26,28,0,12,0,12,0,12,0,12,26,28,396,120,321,78,90,56,71,53,19,21,231,68,191,58,40,43,75,61,26,39,0,12,49,45,0,12,0,12,0,12
1500000US510594816002,"Block Group 2, Census Tract 4816, Fairfax County, Virginia",1485,218,1485,218,1448,219,480,59,377,65,103,46,469,57,469,115,455,117,0,12,14,21,15,21,0,12,0,12,0,12,0,12,0,12,15,21,0,12,0,12,0,12,0,12,15,21,37,27,37,27,7,11,7,11,0,12,30,28,30,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594901031,"Block Group 1, Census Tract 4901.03, Fairfax County, Virginia",1566,256,1566,256,1481,265,423,68,286,73,137,46,329,63,557,146,519,147,28,33,10,15,14,22,22,27,52,54,13,22,0,12,15,22,56,46,14,22,12,18,18,20,0,12,12,18,85,43,85,43,11,16,11,16,0,12,74,39,74,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594704003,"Block Group 3, Census Tract 4704, Fairfax County, Virginia",865,162,843,157,797,167,234,42,193,46,41,29,228,40,303,100,269,101,12,18,22,33,0,12,0,12,0,12,0,12,9,14,0,12,23,26,0,12,0,12,0,12,0,12,23,26,46,33,46,33,0,12,0,12,0,12,46,33,46,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,26
1500000US510594804012,"Block Group 2, Census Tract 4804.01, Fairfax County, Virginia",2677,306,2677,306,2602,310,771,68,517,84,254,66,736,69,966,170,937,173,29,27,0,12,0,12,0,12,5,10,61,52,0,12,38,48,25,27,0,12,0,12,0,12,0,12,25,27,75,46,64,36,21,26,10,16,11,19,43,35,43,35,0,12,11,18,0,12,0,12,11,18,0,12,0,12,0,12
1500000US510594151002,"Block Group 2, Census Tract 4151, Fairfax County, Virginia",1409,327,1409,327,1264,336,328,60,194,58,134,53,272,55,365,131,320,116,0,12,45,47,74,85,35,37,71,67,14,21,0,12,25,40,80,123,0,12,0,12,0,12,0,12,80,123,145,74,102,47,58,39,47,35,11,17,44,34,25,25,19,22,43,39,0,12,17,25,9,13,0,12,17,27,0,12
1500000US510594712011,"Block Group 1, Census Tract 4712.01, Fairfax County, Virginia",1861,273,1861,273,1244,285,359,88,270,99,89,48,289,84,505,147,493,147,12,19,0,12,10,15,47,32,17,26,0,12,0,12,0,12,17,21,0,12,0,12,17,21,0,12,0,12,617,127,472,84,205,66,197,63,8,13,267,81,198,78,69,34,145,78,0,12,116,75,29,27,0,12,0,12,0,12
1500000US510594158003,"Block Group 3, Census Tract 4158, Fairfax County, Virginia",1734,199,1734,199,1642,210,503,56,293,67,210,53,421,68,652,129,634,125,18,28,0,12,14,22,15,23,17,19,12,19,0,12,0,12,8,12,0,12,0,12,8,12,0,12,0,12,92,51,92,51,49,41,49,41,0,12,43,32,43,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594912012,"Block Group 2, Census Tract 4912.01, Fairfax County, Virginia",2863,533,2863,533,2705,561,679,125,419,129,260,106,552,119,1054,272,1011,275,0,12,43,67,0,12,80,74,92,86,117,105,0,12,60,66,71,80,23,42,34,65,0,12,0,12,14,21,158,98,137,79,94,70,72,61,22,36,43,42,43,42,0,12,21,34,0,12,0,12,21,34,0,12,0,12,0,12
1500000US510594918011,"Block Group 1, Census Tract 4918.01, Fairfax County, Virginia",1268,239,1268,239,604,273,211,79,147,74,64,49,144,74,161,110,161,110,0,12,0,12,0,12,0,12,32,52,0,12,0,12,24,31,32,41,0,12,6,11,26,40,0,12,0,12,664,141,476,89,236,69,174,66,62,37,240,72,164,58,76,44,188,82,0,12,115,63,73,43,0,12,0,12,0,12
1500000US510594826022,"Block Group 2, Census Tract 4826.02, Fairfax County, Virginia",2007,409,2007,409,1938,410,528,103,423,108,105,68,516,106,749,188,749,188,0,12,0,12,0,12,25,32,57,85,0,12,0,12,40,59,23,37,23,37,0,12,0,12,0,12,0,12,69,60,69,60,26,46,26,46,0,12,43,39,43,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594208001,"Block Group 1, Census Tract 4208, Fairfax County, Virginia",907,301,907,301,869,313,173,53,115,52,58,41,134,50,388,190,388,190,0,12,0,12,46,88,0,12,0,12,10,16,12,19,90,104,16,20,0,12,0,12,16,20,0,12,0,12,38,33,38,33,16,25,16,25,0,12,22,23,22,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594516014,"Block Group 4, Census Tract 4516.01, Fairfax County, Virginia",1330,572,1330,572,1033,598,222,123,133,107,89,79,70,80,609,359,521,319,0,12,88,147,0,12,0,12,0,12,0,12,0,12,0,12,132,119,57,88,0,12,28,45,0,12,47,77,297,239,117,89,117,89,13,21,104,88,0,12,0,12,0,12,180,156,74,82,46,73,60,70,0,12,0,12,0,12
1500000US510594525023,"Block Group 3, Census Tract 4525.02, Fairfax County, Virginia",2619,658,2619,658,2169,563,502,115,241,100,261,100,245,108,957,319,914,306,0,12,43,53,76,70,42,45,47,58,0,12,0,12,134,125,166,170,0,12,81,127,85,66,0,12,0,12,450,413,171,89,129,83,66,46,63,68,42,42,34,41,8,12,279,340,0,12,262,341,17,19,0,12,0,12,0,12
1500000US510594301011,"Block Group 1, Census Tract 4301.01, Fairfax County, Virginia",1443,239,1443,239,1375,246,387,60,209,57,178,56,344,54,471,131,432,124,11,18,28,32,43,42,29,35,34,31,9,15,49,57,9,15,0,12,0,12,0,12,0,12,0,12,0,12,68,36,59,29,21,20,14,16,7,11,38,22,38,22,0,12,9,16,0,12,9,16,0,12,0,12,0,12,0,12
1500000US510594917021,"Block Group 1, Census Tract 4917.02, Fairfax County, Virginia",1299,327,1299,327,475,274,214,123,165,93,49,79,159,101,19,30,19,30,0,12,0,12,0,12,83,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,824,289,494,141,365,134,306,132,59,43,129,81,27,30,102,76,330,202,0,12,214,160,116,69,0,12,0,12,0,12
1500000US510594607012,"Block Group 2, Census Tract 4607.01, Fairfax County, Virginia",2195,332,2195,332,2039,342,552,92,353,112,199,65,429,103,724,175,724,175,0,12,0,12,20,31,82,64,60,61,17,24,12,20,113,134,30,38,0,12,0,12,15,28,0,12,15,26,156,80,109,50,68,42,50,39,18,22,41,28,32,25,9,13,47,43,0,12,17,19,6,10,0,12,24,30,0,12
1500000US510594921001,"Block Group 1, Census Tract 4921, Fairfax County, Virginia",1939,305,1939,305,1842,317,546,77,265,87,281,79,502,85,607,192,594,197,13,22,0,12,11,18,26,41,61,59,16,26,0,12,34,38,39,45,0,12,16,26,0,12,0,12,23,38,97,86,62,46,35,33,22,25,13,20,27,31,27,31,0,12,35,54,0,12,0,12,0,12,0,12,35,54,0,12
1500000US510594819003,"Block Group 3, Census Tract 4819, Fairfax County, Virginia",2330,349,2330,349,2214,369,677,115,450,116,227,113,624,113,831,210,831,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,82,92,53,85,29,44,0,12,0,12,0,12,116,126,40,43,0,12,0,12,0,12,40,43,0,12,40,43,76,84,30,46,0,12,19,30,0,12,27,43,0,12
1500000US510594218003,"Block Group 3, Census Tract 4218, Fairfax County, Virginia",1603,568,1603,568,1391,592,441,198,225,190,216,108,331,192,516,286,516,286,0,12,0,12,0,12,0,12,65,102,0,12,0,12,0,12,38,58,0,12,0,12,38,58,0,12,0,12,212,131,167,98,55,52,32,38,23,38,112,82,100,81,12,19,45,55,0,12,32,51,13,20,0,12,0,12,0,12
1500000US510594506021,"Block Group 1, Census Tract 4506.02, Fairfax County, Virginia",1283,325,1283,325,707,298,224,83,97,49,127,73,182,74,218,143,218,143,0,12,0,12,0,12,0,12,0,12,11,20,0,12,72,94,0,12,0,12,0,12,0,12,0,12,0,12,576,190,454,95,189,63,173,61,16,17,265,88,214,73,51,48,122,125,74,121,13,21,35,27,0,12,0,12,0,12
1500000US510594525022,"Block Group 2, Census Tract 4525.02, Fairfax County, Virginia",2261,548,2261,548,1965,537,537,132,299,110,238,92,253,97,767,275,758,274,9,15,0,12,0,12,140,102,97,100,0,12,0,12,130,91,41,32,12,19,0,12,14,22,0,12,15,26,296,154,159,75,47,41,37,37,10,17,112,71,38,35,74,63,137,92,0,12,127,89,10,15,0,12,0,12,0,12
1500000US510594216003,"Block Group 3, Census Tract 4216, Fairfax County, Virginia",1541,617,1535,616,1247,633,335,158,201,129,134,94,184,113,578,292,503,287,0,12,75,69,39,68,85,125,26,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,288,161,241,136,179,133,179,133,0,12,62,57,26,31,36,47,47,58,30,52,0,12,17,27,0,12,0,12,6,12
1500000US510594612013,"Block Group 3, Census Tract 4612.01, Fairfax County, Virginia",735,152,735,152,706,158,220,42,144,42,76,37,216,43,174,73,174,73,0,12,0,12,49,65,0,12,0,12,0,12,34,35,13,19,0,12,0,12,0,12,0,12,0,12,0,12,29,27,29,27,29,27,29,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594160001,"Block Group 1, Census Tract 4160, Fairfax County, Virginia",1683,398,1683,398,1514,405,419,110,204,80,215,107,319,100,469,141,428,143,0,12,41,49,66,78,11,17,34,43,16,25,4,8,134,149,42,35,0,12,9,16,10,17,0,12,23,26,169,73,149,64,69,38,60,35,9,14,80,54,72,53,8,13,20,23,0,12,0,12,20,23,0,12,0,12,0,12
1500000US510594607011,"Block Group 1, Census Tract 4607.01, Fairfax County, Virginia",1336,262,1336,262,1299,276,389,68,244,75,145,62,302,59,409,113,375,113,18,27,16,26,57,61,36,44,0,12,17,26,36,44,23,38,30,32,0,12,8,14,8,12,0,12,14,23,37,33,37,33,29,30,29,30,0,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594203002,"Block Group 2, Census Tract 4203, Fairfax County, Virginia",1898,461,1898,461,1763,475,483,111,268,112,215,93,422,116,653,249,593,226,12,21,48,76,48,56,0,12,46,54,0,12,39,38,37,53,35,52,0,12,0,12,0,12,0,12,35,52,135,76,135,76,57,44,57,44,0,12,78,60,78,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594615004,"Block Group 4, Census Tract 4615, Fairfax County, Virginia",1985,368,1985,368,1757,356,557,102,303,89,254,101,479,97,638,196,597,196,41,48,0,12,0,12,0,12,18,29,32,38,0,12,14,24,19,31,0,12,0,12,0,12,0,12,19,31,228,198,104,61,91,58,56,43,35,40,13,21,0,12,13,21,124,152,0,12,95,149,14,22,0,12,15,24,0,12
1500000US510594403002,"Block Group 2, Census Tract 4403, Fairfax County, Virginia",1482,124,1476,124,1400,133,433,38,263,41,170,39,407,41,479,71,460,70,19,19,0,12,5,8,8,11,21,23,0,12,0,12,29,43,18,19,0,12,7,11,0,12,0,12,11,15,76,41,52,23,26,18,10,10,16,15,26,18,26,18,0,12,24,24,0,12,0,12,24,24,0,12,0,12,6,4
1500000US510594526002,"Block Group 2, Census Tract 4526, Fairfax County, Virginia",2335,484,2335,484,1679,406,550,129,447,130,103,64,485,140,596,192,596,192,0,12,0,12,0,12,27,44,0,12,0,12,0,12,0,12,21,37,0,12,0,12,21,37,0,12,0,12,656,387,367,134,170,101,105,70,65,99,197,97,131,85,66,53,289,293,28,45,232,291,29,33,0,12,0,12,0,12
1500000US510594604003,"Block Group 3, Census Tract 4604, Fairfax County, Virginia",1124,323,1124,323,888,329,296,89,145,59,151,69,205,80,375,200,375,200,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,236,144,126,53,85,43,60,34,25,29,41,29,32,26,9,15,110,112,47,72,53,84,10,15,0,12,0,12,0,12
1500000US510594401002,"Block Group 2, Census Tract 4401, Fairfax County, Virginia",2099,383,2099,383,1989,398,590,96,330,94,260,103,517,97,735,195,697,206,12,22,26,39,0,12,27,42,46,68,0,12,0,12,25,39,49,73,0,12,0,12,0,12,0,12,49,73,110,60,110,60,35,38,35,38,0,12,75,53,75,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594811042,"Block Group 2, Census Tract 4811.04, Fairfax County, Virginia",924,325,924,325,856,324,245,77,140,73,105,53,179,70,411,197,411,197,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,11,18,0,12,0,12,11,18,0,12,0,12,68,53,45,30,36,30,15,19,21,23,9,15,9,15,0,12,23,27,0,12,14,23,9,14,0,12,0,12,0,12
1500000US510594211021,"Block Group 1, Census Tract 4211.02, Fairfax County, Virginia",1488,256,1481,256,1225,274,367,68,253,66,114,51,313,64,360,131,332,132,28,32,0,12,34,47,41,36,61,51,0,12,17,24,32,36,0,12,0,12,0,12,0,12,0,12,0,12,256,62,256,62,67,43,67,43,0,12,189,64,189,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,4
1500000US510594712021,"Block Group 1, Census Tract 4712.02, Fairfax County, Virginia",1641,361,1641,361,1102,356,356,109,263,104,93,55,340,107,286,156,271,154,0,12,15,24,0,12,0,12,22,34,50,53,0,12,0,12,48,73,0,12,0,12,0,12,0,12,48,73,539,186,381,114,204,90,145,76,59,52,177,81,128,70,49,46,158,100,0,12,78,76,56,53,0,12,24,37,0,12
1500000US510594814002,"Block Group 2, Census Tract 4814, Fairfax County, Virginia",2426,398,2415,400,1905,423,533,102,285,110,248,96,463,90,688,183,659,179,29,49,0,12,0,12,0,12,111,162,0,12,26,43,30,49,54,60,0,12,0,12,36,53,0,12,18,31,510,361,200,101,122,75,35,40,87,70,78,53,59,43,19,30,310,278,0,12,27,42,95,79,0,12,188,195,11,12
1500000US510594814001,"Block Group 1, Census Tract 4814, Fairfax County, Virginia",1031,198,1031,198,694,222,281,90,182,85,99,62,201,80,127,83,101,58,0,12,26,43,18,29,41,64,0,12,0,12,0,12,0,12,26,44,0,12,0,12,26,44,0,12,0,12,337,117,309,98,48,44,48,44,0,12,261,101,241,97,20,30,28,43,0,12,28,43,0,12,0,12,0,12,0,12
1500000US510594214002,"Block Group 2, Census Tract 4214, Fairfax County, Virginia",978,360,978,360,844,369,264,98,182,98,82,51,196,97,384,217,368,221,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,134,63,134,63,32,35,32,35,0,12,102,66,102,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594502001,"Block Group 1, Census Tract 4502, Fairfax County, Virginia",2747,466,2747,466,2485,492,598,99,325,109,273,93,231,88,1013,333,995,340,0,12,18,27,25,60,121,90,0,12,0,12,5,22,146,148,346,247,23,22,240,241,57,55,0,12,26,42,262,122,170,64,72,54,25,28,47,48,98,48,77,46,21,22,92,74,0,12,53,65,21,23,0,12,18,28,0,12
1500000US510594308021,"Block Group 1, Census Tract 4308.02, Fairfax County, Virginia",1397,200,1397,200,1303,209,409,52,299,60,110,47,365,59,484,141,429,137,22,32,33,36,10,16,35,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,94,45,81,38,38,26,31,23,7,11,43,27,38,26,5,10,13,14,0,12,0,12,13,14,0,12,0,12,0,12
1500000US510594913011,"Block Group 1, Census Tract 4913.01, Fairfax County, Virginia",662,227,662,227,550,218,163,66,110,63,53,38,152,63,235,102,235,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,112,144,33,36,0,12,0,12,0,12,33,36,13,22,20,29,79,115,0,12,0,12,0,12,0,12,79,115,0,12
1500000US510594901032,"Block Group 2, Census Tract 4901.03, Fairfax County, Virginia",1934,665,1934,665,1786,678,360,116,217,99,143,74,139,71,557,209,557,209,0,12,0,12,73,82,0,12,98,96,0,12,12,18,0,12,547,448,87,99,355,377,32,49,0,12,73,79,148,57,131,49,47,35,47,35,0,12,84,41,66,37,18,19,17,19,0,12,0,12,17,19,0,12,0,12,0,12
1500000US510594324021,"Block Group 1, Census Tract 4324.02, Fairfax County, Virginia",1476,188,1476,188,1390,201,418,58,213,55,205,60,388,58,563,117,545,111,18,20,0,12,11,16,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,10,15,86,47,64,33,23,20,8,12,15,16,41,29,33,27,8,11,22,20,0,12,0,12,22,20,0,12,0,12,0,12
1500000US510594712023,"Block Group 3, Census Tract 4712.02, Fairfax County, Virginia",1085,344,1085,344,682,340,242,98,207,97,35,39,235,95,205,168,205,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,403,145,298,88,101,65,74,66,27,31,197,75,180,75,17,28,105,102,0,12,65,72,14,22,0,12,26,40,0,12
1500000US510594817023,"Block Group 3, Census Tract 4817.02, Fairfax County, Virginia",660,124,660,124,250,120,108,52,25,25,83,46,68,38,63,53,63,53,0,12,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,410,113,343,80,100,52,58,35,42,44,243,81,226,77,17,25,67,58,0,12,28,36,39,46,0,12,0,12,0,12
1500000US510594811031,"Block Group 1, Census Tract 4811.03, Fairfax County, Virginia",1890,257,1890,257,1735,282,477,76,296,59,181,75,438,71,712,135,703,135,9,14,0,12,0,12,25,32,45,51,7,13,0,12,9,13,22,43,0,12,0,12,6,13,0,12,16,39,155,71,113,53,31,27,24,24,7,11,82,44,58,46,24,24,42,38,0,12,33,34,9,14,0,12,0,12,0,12
1500000US510594809033,"Block Group 3, Census Tract 4809.03, Fairfax County, Virginia",1757,433,1757,433,1679,442,253,59,155,59,98,47,189,66,496,190,496,190,0,12,0,12,96,100,54,55,42,58,21,33,20,29,432,256,76,98,0,12,76,98,0,12,0,12,0,12,78,52,61,37,11,17,11,17,0,12,50,32,38,30,12,19,17,25,0,12,17,25,0,12,0,12,0,12,0,12
1500000US510594911033,"Block Group 3, Census Tract 4911.03, Fairfax County, Virginia",1372,447,1372,447,1208,476,354,129,304,136,50,40,322,127,488,216,475,216,13,20,0,12,19,29,0,12,0,12,0,12,25,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,164,102,113,67,43,43,34,40,9,14,70,59,60,59,10,17,51,65,15,24,36,58,0,12,0,12,0,12,0,12
1500000US510594917033,"Block Group 3, Census Tract 4917.03, Fairfax County, Virginia",1229,348,1229,348,715,339,250,106,127,90,123,72,143,83,233,149,233,149,0,12,0,12,8,22,20,31,0,12,0,12,0,12,21,34,40,62,0,12,0,12,40,62,0,12,0,12,514,157,430,125,156,81,118,73,38,46,274,110,236,110,38,43,84,68,0,12,0,12,63,58,0,12,21,35,0,12
1500000US510594805032,"Block Group 2, Census Tract 4805.03, Fairfax County, Virginia",1956,201,1956,201,1745,229,524,59,323,65,201,54,449,67,688,139,647,135,16,25,25,27,0,12,10,17,0,12,0,12,0,12,19,27,55,39,32,35,0,12,7,12,0,12,16,24,211,81,164,60,70,37,40,31,30,21,94,53,84,49,10,16,47,34,28,31,0,12,19,16,0,12,0,12,0,12
1500000US510594911011,"Block Group 1, Census Tract 4911.01, Fairfax County, Virginia",1645,183,1645,183,1581,194,495,48,295,60,200,49,443,57,541,127,532,129,0,12,9,15,9,14,0,12,38,45,0,12,24,26,0,12,31,22,12,20,0,12,9,13,0,12,10,15,64,45,52,34,34,28,34,28,0,12,18,19,9,13,9,13,12,18,0,12,12,18,0,12,0,12,0,12,0,12
1500000US510594705001,"Block Group 1, Census Tract 4705, Fairfax County, Virginia",1193,324,1193,324,1149,335,301,82,213,83,88,50,294,85,435,166,435,166,0,12,0,12,27,44,0,12,15,25,11,24,19,32,22,37,25,28,0,12,0,12,10,16,0,12,15,24,44,40,44,40,0,12,0,12,0,12,44,40,44,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594713012,"Block Group 2, Census Tract 4713.01, Fairfax County, Virginia",2508,380,2508,380,1776,406,514,97,338,82,176,64,417,87,686,246,648,248,11,17,27,37,0,12,26,30,29,29,37,34,0,12,46,52,21,29,0,12,0,12,0,12,0,12,21,29,732,211,347,86,159,72,65,40,94,65,188,55,67,35,121,55,385,142,126,97,175,95,37,30,0,12,47,60,0,12
1500000US510594511002,"Block Group 2, Census Tract 4511, Fairfax County, Virginia",1318,240,1318,240,1139,230,301,50,172,45,129,44,250,51,384,111,359,110,4,8,21,24,12,15,15,17,28,35,32,29,11,14,38,28,68,52,31,45,0,12,6,11,0,12,31,26,179,76,126,39,33,27,10,10,23,26,93,28,81,26,12,13,53,46,33,44,20,19,0,12,0,12,0,12,0,12
1500000US510594808022,"Block Group 2, Census Tract 4808.02, Fairfax County, Virginia",1971,330,1971,330,1823,336,493,84,229,76,264,75,364,82,767,182,749,185,8,12,10,18,8,12,2,18,47,57,10,15,0,12,15,16,117,82,0,12,54,61,31,47,0,12,32,28,148,55,138,50,78,46,78,46,0,12,60,31,50,27,10,15,10,15,0,12,0,12,10,15,0,12,0,12,0,12
1500000US510594405011,"Block Group 1, Census Tract 4405.01, Fairfax County, Virginia",2236,388,2222,387,2081,385,497,68,234,61,263,79,389,67,689,156,678,154,0,12,11,16,19,22,72,59,43,44,12,20,10,15,214,214,136,101,30,25,82,105,9,13,0,12,15,26,141,75,114,53,25,23,25,23,0,12,89,49,82,47,7,10,27,42,0,12,27,42,0,12,0,12,0,12,14,6
