"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18"
"9330142.01",2050.00,1240.00,0.00,810.00,50.00,325.00,210.00,220.00,0.00,5.00,2050.00,290.00,625.00,440.00,445.00,255.00,6030.00,2.90
"9330142.02",1795.00,1025.00,140.00,630.00,10.00,515.00,95.00,15.00,5.00,0.00,1795.00,300.00,535.00,400.00,380.00,180.00,5115.00,2.80
"9330142.03",2295.00,1075.00,0.00,1220.00,45.00,20.00,190.00,960.00,0.00,0.00,2295.00,580.00,645.00,440.00,395.00,240.00,6090.00,2.70
"9330143.01",1650.00,1260.00,0.00,385.00,65.00,105.00,205.00,10.00,0.00,0.00,1650.00,160.00,500.00,380.00,390.00,215.00,5090.00,3.10
"9330143.02",1610.00,795.00,170.00,650.00,55.00,410.00,115.00,80.00,0.00,0.00,1610.00,345.00,465.00,320.00,285.00,195.00,4525.00,2.80
"9330143.03",1645.00,940.00,0.00,700.00,15.00,240.00,65.00,380.00,0.00,0.00,1645.00,315.00,495.00,300.00,290.00,245.00,4785.00,2.90
"9330143.04",1800.00,1450.00,0.00,355.00,100.00,165.00,30.00,60.00,0.00,0.00,1800.00,215.00,520.00,405.00,375.00,290.00,5665.00,3.10
"9330144.03",790.00,435.00,0.00,355.00,5.00,115.00,210.00,25.00,5.00,0.00,790.00,125.00,205.00,165.00,155.00,145.00,2505.00,3.20
"9330144.04",2035.00,730.00,0.00,1310.00,75.00,250.00,155.00,830.00,0.00,0.00,2040.00,510.00,560.00,375.00,335.00,260.00,5560.00,2.70
"9330144.05",930.00,450.00,0.00,485.00,5.00,265.00,165.00,40.00,0.00,0.00,930.00,130.00,270.00,220.00,175.00,135.00,2815.00,3.00
"9330144.06",1750.00,905.00,0.00,840.00,35.00,320.00,330.00,155.00,5.00,0.00,1750.00,265.00,445.00,400.00,345.00,300.00,5440.00,3.10
"9330145.01",1435.00,765.00,0.00,670.00,140.00,305.00,110.00,110.00,5.00,0.00,1435.00,205.00,390.00,340.00,285.00,210.00,4390.00,3.10
"9330145.02",1020.00,775.00,0.00,250.00,25.00,165.00,55.00,0.00,0.00,0.00,1020.00,110.00,305.00,225.00,200.00,180.00,3230.00,3.20
"9330146.00",2365.00,960.00,0.00,1400.00,35.00,610.00,505.00,245.00,5.00,0.00,2365.00,450.00,675.00,475.00,365.00,405.00,7060.00,3.00
"9330147.01",4095.00,325.00,905.00,2865.00,145.00,2255.00,80.00,385.00,0.00,0.00,4095.00,850.00,1255.00,1005.00,660.00,325.00,10875.00,2.70
"9330147.04",2420.00,10.00,205.00,2205.00,20.00,695.00,5.00,1485.00,0.00,0.00,2415.00,815.00,815.00,420.00,250.00,120.00,5365.00,2.20
"9330147.05",1825.00,10.00,360.00,1455.00,10.00,415.00,5.00,1025.00,0.00,0.00,1830.00,450.00,585.00,405.00,265.00,120.00,4555.00,2.50
"9330147.07",2770.00,5.00,2025.00,730.00,10.00,85.00,0.00,635.00,0.00,0.00,2765.00,1015.00,985.00,455.00,220.00,90.00,5710.00,2.10
"9330147.08",3530.00,85.00,350.00,3095.00,10.00,410.00,45.00,2625.00,0.00,0.00,3535.00,1165.00,1160.00,655.00,375.00,175.00,7955.00,2.30
"9330147.09",1605.00,5.00,155.00,1445.00,0.00,420.00,0.00,1025.00,0.00,0.00,1605.00,500.00,470.00,320.00,215.00,100.00,3795.00,2.40
"9330147.1",1940.00,45.00,225.00,1675.00,45.00,415.00,5.00,1210.00,0.00,0.00,1940.00,615.00,645.00,375.00,240.00,75.00,4355.00,2.20
"9330148.00",5330.00,445.00,4120.00,760.00,0.00,50.00,170.00,540.00,0.00,5.00,5330.00,1900.00,1965.00,805.00,425.00,235.00,11300.00,2.10
"9330149.02",1550.00,920.00,0.00,630.00,135.00,145.00,240.00,110.00,0.00,0.00,1550.00,215.00,465.00,320.00,325.00,230.00,4725.00,3.00
"9330149.05",675.00,510.00,0.00,160.00,5.00,95.00,40.00,15.00,0.00,0.00,670.00,65.00,185.00,155.00,140.00,125.00,2175.00,3.20
"9330149.06",1735.00,745.00,0.00,990.00,40.00,905.00,5.00,35.00,0.00,0.00,1735.00,230.00,540.00,470.00,350.00,150.00,4945.00,2.90
"9330149.07",845.00,670.00,5.00,170.00,35.00,0.00,130.00,10.00,0.00,0.00,845.00,115.00,220.00,180.00,180.00,155.00,2665.00,3.20
"9330149.08",1810.00,590.00,100.00,1120.00,10.00,330.00,10.00,770.00,0.00,0.00,1810.00,465.00,525.00,375.00,295.00,155.00,4670.00,2.60
"9330149.09",1035.00,340.00,0.00,690.00,30.00,370.00,80.00,215.00,0.00,0.00,1030.00,195.00,275.00,240.00,195.00,130.00,2980.00,2.90
"9330150.00",300.00,245.00,0.00,55.00,5.00,0.00,50.00,0.00,0.00,0.00,300.00,55.00,100.00,60.00,55.00,25.00,815.00,2.70
"9330151.03",975.00,480.00,155.00,335.00,20.00,140.00,100.00,75.00,0.00,0.00,975.00,175.00,275.00,185.00,165.00,175.00,3010.00,3.10
"9330151.05",1155.00,375.00,0.00,775.00,40.00,230.00,225.00,280.00,5.00,0.00,1155.00,200.00,300.00,200.00,225.00,220.00,3685.00,3.20
"9330151.06",1510.00,590.00,5.00,925.00,30.00,565.00,305.00,20.00,5.00,0.00,1510.00,130.00,370.00,330.00,335.00,345.00,5240.00,3.50
"9330151.07",1540.00,125.00,965.00,445.00,20.00,5.00,65.00,345.00,0.00,5.00,1540.00,560.00,575.00,240.00,105.00,55.00,3175.00,2.10
"9330151.08",3800.00,1005.00,500.00,2295.00,230.00,800.00,130.00,1135.00,0.00,0.00,3800.00,735.00,1210.00,845.00,605.00,405.00,10435.00,2.70
"9330160.01",1660.00,1470.00,0.00,190.00,45.00,15.00,120.00,10.00,5.00,5.00,1660.00,245.00,620.00,280.00,350.00,160.00,4605.00,2.80
"9330160.02",3120.00,1770.00,100.00,1255.00,165.00,110.00,90.00,890.00,0.00,0.00,3120.00,915.00,1260.00,400.00,410.00,130.00,6985.00,2.20
"9330160.03",2050.00,1495.00,0.00,550.00,20.00,50.00,210.00,270.00,0.00,0.00,2045.00,385.00,745.00,345.00,390.00,185.00,5450.00,2.70
"9330160.04",1810.00,835.00,70.00,900.00,0.00,0.00,95.00,805.00,0.00,5.00,1810.00,615.00,695.00,250.00,170.00,85.00,3880.00,2.10
"9330161.02",2365.00,1010.00,5.00,1315.00,60.00,150.00,340.00,755.00,10.00,40.00,2370.00,750.00,735.00,360.00,340.00,175.00,5645.00,2.40
"9330161.03",2490.00,1410.00,0.00,1070.00,175.00,225.00,250.00,420.00,5.00,0.00,2485.00,575.00,855.00,375.00,440.00,235.00,6485.00,2.60
"9330161.05",2040.00,1170.00,0.00,865.00,55.00,320.00,335.00,155.00,0.00,0.00,2040.00,365.00,685.00,370.00,405.00,215.00,5655.00,2.80
"9330161.06",1760.00,1180.00,35.00,540.00,135.00,105.00,70.00,230.00,5.00,0.00,1760.00,385.00,735.00,230.00,295.00,115.00,4325.00,2.50
"9330161.07",,,,,,,,,,,,,,,,,,
"9330161.08",325.00,220.00,0.00,100.00,0.00,5.00,5.00,85.00,0.00,5.00,325.00,75.00,145.00,50.00,35.00,20.00,750.00,2.40
"9330161.09",800.00,525.00,0.00,150.00,30.00,0.00,45.00,75.00,5.00,125.00,795.00,195.00,345.00,100.00,95.00,60.00,1980.00,2.50
"9330162.01",1830.00,1160.00,0.00,670.00,5.00,225.00,410.00,25.00,0.00,0.00,1830.00,210.00,565.00,380.00,400.00,285.00,5640.00,3.10
"9330162.02",2000.00,1440.00,0.00,560.00,15.00,0.00,520.00,25.00,0.00,0.00,2000.00,210.00,605.00,375.00,440.00,375.00,6505.00,3.30
"9330162.03",2340.00,640.00,120.00,1585.00,40.00,55.00,1215.00,275.00,5.00,5.00,2345.00,465.00,525.00,350.00,445.00,560.00,7680.00,3.30
"9330162.04",1875.00,1760.00,0.00,115.00,10.00,15.00,90.00,0.00,0.00,0.00,1875.00,185.00,610.00,370.00,450.00,260.00,5755.00,3.10
"9330163.01",1870.00,1100.00,0.00,775.00,140.00,295.00,325.00,5.00,0.00,0.00,1875.00,190.00,545.00,425.00,420.00,290.00,5875.00,3.10
"9330163.04",1825.00,1380.00,0.00,445.00,10.00,70.00,360.00,5.00,0.00,5.00,1825.00,200.00,550.00,370.00,430.00,270.00,5655.00,3.10
"9330163.05",1810.00,670.00,0.00,1140.00,15.00,25.00,650.00,450.00,0.00,0.00,1815.00,445.00,420.00,255.00,310.00,375.00,5515.00,3.00
"9330163.06",1355.00,470.00,0.00,885.00,20.00,75.00,555.00,225.00,0.00,0.00,1355.00,240.00,325.00,255.00,270.00,265.00,4330.00,3.20
"9330163.07",1490.00,650.00,110.00,740.00,25.00,125.00,485.00,105.00,0.00,0.00,1490.00,225.00,390.00,260.00,305.00,315.00,4855.00,3.30
"9330163.08",1265.00,795.00,0.00,465.00,30.00,30.00,380.00,25.00,0.00,0.00,1265.00,160.00,355.00,260.00,255.00,235.00,4030.00,3.20
"9330170.03",2590.00,45.00,615.00,1925.00,5.00,60.00,100.00,1760.00,5.00,0.00,2590.00,1550.00,850.00,115.00,45.00,20.00,3905.00,1.50
"9330170.04",2295.00,1045.00,120.00,1130.00,20.00,55.00,580.00,470.00,0.00,0.00,2300.00,760.00,880.00,300.00,230.00,130.00,5050.00,2.20
"9330170.05",1805.00,15.00,390.00,1395.00,5.00,10.00,10.00,1370.00,0.00,5.00,1810.00,1135.00,560.00,80.00,25.00,5.00,2625.00,1.50
"9330170.07",1550.00,820.00,135.00,590.00,35.00,20.00,390.00,140.00,5.00,0.00,1555.00,455.00,520.00,245.00,225.00,115.00,3745.00,2.40
"9330170.08",1760.00,610.00,0.00,1150.00,20.00,15.00,640.00,465.00,10.00,0.00,1760.00,580.00,710.00,220.00,165.00,80.00,3785.00,2.20
"9330180.01",2705.00,1290.00,0.00,1420.00,220.00,770.00,95.00,335.00,0.00,0.00,2710.00,460.00,970.00,465.00,585.00,225.00,7360.00,2.70
"9330180.03",3125.00,1970.00,0.00,1145.00,55.00,605.00,470.00,10.00,5.00,10.00,3125.00,515.00,1140.00,575.00,540.00,365.00,8760.00,2.80
"9330180.04",3680.00,785.00,40.00,2860.00,275.00,1785.00,25.00,775.00,0.00,0.00,3675.00,735.00,1315.00,785.00,625.00,215.00,9390.00,2.60
"9330181.03",1995.00,1555.00,75.00,360.00,40.00,0.00,135.00,185.00,5.00,0.00,1990.00,470.00,660.00,310.00,350.00,205.00,5210.00,2.60
"9330181.05",3490.00,1490.00,0.00,2000.00,65.00,335.00,205.00,1390.00,5.00,0.00,3490.00,1280.00,1335.00,415.00,315.00,145.00,7270.00,2.10
"9330181.07",1295.00,1110.00,0.00,190.00,20.00,35.00,85.00,50.00,5.00,0.00,1295.00,180.00,505.00,215.00,255.00,130.00,3580.00,2.80
"9330181.08",925.00,800.00,0.00,125.00,20.00,5.00,95.00,5.00,0.00,0.00,925.00,130.00,370.00,175.00,170.00,85.00,2530.00,2.70
"9330181.09",2225.00,1750.00,0.00,475.00,75.00,165.00,55.00,180.00,0.00,0.00,2225.00,400.00,800.00,365.00,440.00,225.00,6065.00,2.70
"9330181.1",2170.00,1480.00,0.00,695.00,170.00,175.00,40.00,315.00,0.00,0.00,2175.00,535.00,855.00,340.00,325.00,115.00,5215.00,2.40
"9330181.11",1395.00,275.00,0.00,1115.00,70.00,80.00,10.00,960.00,0.00,0.00,1390.00,610.00,540.00,140.00,75.00,35.00,2575.00,1.80
"9330181.12",950.00,760.00,0.00,190.00,10.00,110.00,25.00,50.00,0.00,0.00,955.00,115.00,340.00,190.00,180.00,130.00,2780.00,2.90
"9330181.13",1490.00,535.00,0.00,955.00,125.00,620.00,205.00,0.00,0.00,0.00,1490.00,345.00,635.00,200.00,200.00,100.00,3600.00,2.40
"9330181.14",1595.00,295.00,0.00,1295.00,200.00,680.00,35.00,370.00,5.00,0.00,1590.00,465.00,615.00,260.00,175.00,75.00,3590.00,2.20
"9330181.15",60.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,60.00,20.00,20.00,10.00,5.00,0.00,120.00,2.20
"9330181.16",2100.00,1595.00,0.00,480.00,45.00,215.00,185.00,35.00,0.00,20.00,2095.00,530.00,860.00,285.00,295.00,130.00,4985.00,2.40
"9330182.01",1535.00,965.00,0.00,365.00,5.00,0.00,340.00,20.00,0.00,200.00,1530.00,305.00,450.00,210.00,230.00,335.00,4915.00,3.20
"9330182.02",2020.00,1055.00,50.00,920.00,60.00,355.00,365.00,135.00,0.00,0.00,2025.00,245.00,430.00,350.00,545.00,445.00,6945.00,3.40
"9330182.03",1180.00,690.00,0.00,495.00,70.00,0.00,355.00,70.00,0.00,0.00,1180.00,135.00,325.00,210.00,245.00,270.00,3960.00,3.40
"9330182.04",540.00,455.00,0.00,80.00,0.00,0.00,75.00,5.00,0.00,0.00,540.00,45.00,170.00,95.00,125.00,105.00,1780.00,3.30
"9330182.05",2310.00,975.00,0.00,1330.00,80.00,495.00,535.00,220.00,5.00,0.00,2305.00,315.00,775.00,340.00,415.00,465.00,7325.00,3.20
"9330182.06",395.00,310.00,0.00,80.00,0.00,0.00,75.00,5.00,5.00,5.00,395.00,65.00,140.00,60.00,65.00,60.00,1170.00,3.00
"9330183.01",2020.00,1275.00,0.00,745.00,30.00,150.00,530.00,35.00,0.00,0.00,2020.00,255.00,610.00,365.00,445.00,335.00,6260.00,3.10
"9330183.03",2495.00,995.00,0.00,1500.00,55.00,185.00,375.00,880.00,5.00,0.00,2495.00,810.00,760.00,335.00,360.00,225.00,6065.00,2.40
"9330183.05",3560.00,1830.00,75.00,1655.00,265.00,945.00,405.00,35.00,0.00,0.00,3560.00,430.00,970.00,645.00,940.00,570.00,11295.00,3.20
"9330183.06",975.00,345.00,30.00,605.00,0.00,395.00,105.00,105.00,0.00,0.00,975.00,260.00,360.00,160.00,130.00,65.00,2370.00,2.40
"9330183.07",2275.00,1715.00,0.00,560.00,5.00,0.00,545.00,10.00,0.00,0.00,2275.00,290.00,835.00,395.00,440.00,310.00,6675.00,2.90
"9330183.08",3285.00,980.00,140.00,2175.00,55.00,1180.00,320.00,615.00,0.00,0.00,3290.00,940.00,980.00,555.00,540.00,280.00,8250.00,2.50
"9330183.09",4375.00,1395.00,0.00,2970.00,50.00,1530.00,1025.00,345.00,20.00,5.00,4375.00,965.00,1245.00,820.00,835.00,515.00,12130.00,2.80
"9330184.02",2985.00,485.00,0.00,2055.00,10.00,850.00,210.00,990.00,0.00,445.00,2985.00,880.00,845.00,480.00,445.00,335.00,7715.00,2.60
"9330184.06",3030.00,505.00,0.00,2525.00,70.00,100.00,1900.00,435.00,20.00,0.00,3030.00,585.00,495.00,445.00,610.00,895.00,10900.00,3.60
"9330184.07",1915.00,255.00,0.00,1665.00,50.00,610.00,355.00,655.00,0.00,0.00,1915.00,510.00,570.00,275.00,240.00,330.00,5360.00,2.80
"9330184.08",1565.00,370.00,0.00,1195.00,25.00,520.00,505.00,135.00,10.00,0.00,1570.00,215.00,325.00,290.00,345.00,395.00,5525.00,3.50
"9330184.09",1305.00,695.00,0.00,615.00,0.00,0.00,440.00,165.00,0.00,0.00,1305.00,140.00,290.00,250.00,265.00,360.00,4730.00,3.60
"9330184.1",1465.00,240.00,0.00,1225.00,5.00,0.00,820.00,405.00,0.00,0.00,1460.00,245.00,285.00,220.00,270.00,435.00,5190.00,3.50
"9330184.11",2605.00,790.00,0.00,1820.00,20.00,125.00,1335.00,335.00,0.00,0.00,2610.00,410.00,460.00,390.00,555.00,795.00,9575.00,3.70
"9330184.12",2440.00,485.00,5.00,1915.00,25.00,880.00,935.00,75.00,0.00,40.00,2445.00,365.00,480.00,470.00,610.00,525.00,8245.00,3.40
"9330184.13",1540.00,580.00,0.00,965.00,5.00,310.00,510.00,145.00,0.00,0.00,1545.00,210.00,380.00,275.00,345.00,340.00,5170.00,3.30
"9330184.14",3020.00,830.00,0.00,2195.00,15.00,1580.00,575.00,5.00,10.00,0.00,3025.00,530.00,805.00,585.00,710.00,395.00,8940.00,3.00
"9330184.15",870.00,520.00,0.00,350.00,0.00,0.00,225.00,120.00,0.00,0.00,870.00,75.00,165.00,140.00,210.00,280.00,3360.00,3.90
"9330184.16",1595.00,825.00,0.00,775.00,5.00,0.00,665.00,100.00,0.00,0.00,1595.00,205.00,355.00,245.00,335.00,465.00,5835.00,3.70
"9330185.05",1765.00,285.00,0.00,1475.00,75.00,235.00,405.00,765.00,0.00,0.00,1765.00,345.00,380.00,290.00,295.00,450.00,5920.00,3.40
"9330185.07",2585.00,1170.00,0.00,1420.00,0.00,0.00,1280.00,135.00,10.00,0.00,2585.00,310.00,510.00,435.00,565.00,765.00,9620.00,3.70
"9330185.08",425.00,355.00,0.00,65.00,5.00,0.00,65.00,0.00,0.00,0.00,425.00,35.00,135.00,70.00,80.00,110.00,1485.00,3.50
"9330185.09",1775.00,235.00,0.00,1540.00,5.00,425.00,280.00,835.00,0.00,0.00,1775.00,460.00,490.00,240.00,275.00,310.00,5115.00,2.90
"9330185.1",1495.00,300.00,0.00,1195.00,5.00,90.00,375.00,735.00,0.00,0.00,1495.00,185.00,275.00,225.00,295.00,520.00,5885.00,3.90
"9330185.11",2365.00,240.00,115.00,2010.00,20.00,430.00,525.00,1030.00,0.00,0.00,2365.00,485.00,525.00,370.00,395.00,590.00,7845.00,3.30
"9330185.12",1730.00,905.00,0.00,825.00,5.00,35.00,625.00,155.00,0.00,5.00,1735.00,175.00,335.00,285.00,390.00,555.00,6680.00,3.90
"9330185.15",1610.00,315.00,0.00,1135.00,10.00,110.00,580.00,435.00,0.00,155.00,1610.00,235.00,340.00,255.00,320.00,460.00,5850.00,3.60
"9330185.16",1265.00,405.00,0.00,860.00,35.00,0.00,565.00,265.00,0.00,0.00,1260.00,125.00,215.00,220.00,280.00,425.00,4960.00,3.90
"9330185.17",1315.00,560.00,0.00,755.00,80.00,295.00,195.00,190.00,0.00,0.00,1315.00,260.00,520.00,195.00,190.00,150.00,3515.00,2.70
"9330185.18",1460.00,565.00,0.00,895.00,10.00,205.00,545.00,140.00,5.00,0.00,1460.00,195.00,310.00,255.00,290.00,405.00,5295.00,3.60
"9330185.19",1895.00,125.00,0.00,1765.00,80.00,645.00,190.00,855.00,0.00,0.00,1895.00,370.00,440.00,330.00,385.00,365.00,5965.00,3.10
"9330185.2",1340.00,140.00,0.00,1200.00,5.00,320.00,630.00,240.00,5.00,0.00,1340.00,165.00,220.00,225.00,295.00,435.00,5165.00,3.90
"9330185.21",1270.00,45.00,0.00,1225.00,80.00,195.00,135.00,805.00,10.00,0.00,1265.00,255.00,350.00,220.00,215.00,225.00,3845.00,3.00
"9330185.22",950.00,35.00,0.00,915.00,0.00,0.00,250.00,665.00,0.00,0.00,950.00,110.00,140.00,175.00,200.00,325.00,3775.00,4.00
"9330186.01",2300.00,800.00,0.00,1505.00,30.00,40.00,1025.00,405.00,5.00,0.00,2300.00,430.00,555.00,420.00,395.00,495.00,7470.00,3.20
"9330186.02",1965.00,795.00,0.00,1170.00,15.00,0.00,755.00,390.00,0.00,0.00,1965.00,460.00,485.00,305.00,320.00,395.00,6065.00,3.10
"9330186.05",2250.00,360.00,80.00,1805.00,75.00,420.00,755.00,560.00,0.00,0.00,2245.00,415.00,495.00,355.00,420.00,560.00,7595.00,3.40
"9330186.06",1095.00,205.00,0.00,850.00,0.00,90.00,540.00,215.00,0.00,45.00,1095.00,135.00,190.00,185.00,240.00,345.00,4205.00,3.80
"9330186.07",1485.00,395.00,0.00,1090.00,10.00,10.00,650.00,420.00,0.00,0.00,1485.00,140.00,295.00,245.00,295.00,505.00,5845.00,3.90
"9330186.08",1925.00,395.00,0.00,1495.00,45.00,500.00,575.00,385.00,0.00,25.00,1925.00,295.00,430.00,325.00,360.00,515.00,6610.00,3.40
"9330187.03",2260.00,1035.00,0.00,1230.00,70.00,160.00,875.00,125.00,0.00,0.00,2265.00,330.00,550.00,390.00,445.00,545.00,7765.00,3.40
"9330187.04",435.00,115.00,0.00,320.00,0.00,0.00,285.00,30.00,0.00,0.00,435.00,50.00,100.00,65.00,80.00,140.00,1580.00,3.60
"9330187.05",1955.00,455.00,0.00,1495.00,10.00,65.00,975.00,440.00,10.00,5.00,1955.00,275.00,365.00,295.00,390.00,635.00,7410.00,3.80
"9330187.06",2065.00,1035.00,10.00,1020.00,40.00,0.00,625.00,350.00,0.00,0.00,2065.00,375.00,500.00,325.00,430.00,435.00,6655.00,3.20
"9330187.07",580.00,405.00,0.00,175.00,0.00,0.00,170.00,5.00,0.00,0.00,575.00,55.00,130.00,115.00,140.00,140.00,2010.00,3.50
"9330187.11",2205.00,260.00,105.00,1810.00,50.00,1415.00,130.00,215.00,0.00,30.00,2205.00,390.00,570.00,465.00,480.00,305.00,6570.00,3.00
"9330187.12",1360.00,640.00,0.00,725.00,0.00,340.00,295.00,85.00,0.00,0.00,1360.00,245.00,390.00,220.00,260.00,250.00,4230.00,3.10
"9330187.13",1165.00,525.00,0.00,640.00,10.00,25.00,480.00,130.00,0.00,0.00,1165.00,185.00,265.00,215.00,230.00,275.00,3910.00,3.40
"9330187.14",1375.00,40.00,0.00,1100.00,35.00,725.00,10.00,330.00,0.00,235.00,1375.00,365.00,400.00,230.00,235.00,135.00,3555.00,2.60
"9330187.15",1170.00,225.00,0.00,950.00,5.00,480.00,345.00,120.00,0.00,0.00,1175.00,175.00,290.00,225.00,245.00,240.00,3825.00,3.30
"9330187.16",910.00,355.00,5.00,550.00,30.00,280.00,205.00,35.00,0.00,0.00,910.00,95.00,205.00,190.00,220.00,195.00,3080.00,3.40
"9330188.01",880.00,690.00,0.00,180.00,0.00,0.00,180.00,5.00,0.00,0.00,875.00,65.00,185.00,185.00,245.00,195.00,3095.00,3.50
"9330188.02",850.00,505.00,0.00,350.00,0.00,0.00,325.00,20.00,0.00,0.00,850.00,85.00,165.00,185.00,205.00,210.00,3030.00,3.60
"9330188.04",1165.00,505.00,0.00,575.00,0.00,0.00,535.00,50.00,0.00,75.00,1160.00,165.00,265.00,215.00,240.00,280.00,3990.00,3.40
"9330188.05",785.00,565.00,0.00,215.00,30.00,0.00,180.00,5.00,0.00,0.00,780.00,65.00,210.00,130.00,195.00,180.00,2725.00,3.50
"9330188.06",460.00,240.00,0.00,215.00,0.00,80.00,140.00,0.00,0.00,0.00,460.00,60.00,130.00,85.00,85.00,90.00,1480.00,3.20
"9330188.07",1215.00,990.00,0.00,225.00,0.00,0.00,220.00,5.00,0.00,5.00,1215.00,70.00,300.00,235.00,345.00,270.00,4310.00,3.50
"9330188.08",1145.00,1030.00,0.00,115.00,0.00,0.00,115.00,0.00,0.00,0.00,1150.00,85.00,305.00,245.00,330.00,195.00,3835.00,3.30
"9330189.03",1095.00,585.00,0.00,515.00,0.00,95.00,380.00,40.00,0.00,0.00,1100.00,175.00,305.00,215.00,225.00,175.00,3385.00,3.10
"9330189.05",3535.00,435.00,635.00,2465.00,0.00,410.00,235.00,1820.00,0.00,0.00,3535.00,1205.00,1150.00,495.00,385.00,300.00,8225.00,2.30
"9330189.06",1015.00,310.00,0.00,705.00,25.00,195.00,305.00,180.00,0.00,0.00,1010.00,165.00,275.00,190.00,180.00,205.00,3210.00,3.20
"9330189.07",1270.00,70.00,45.00,1155.00,0.00,530.00,95.00,525.00,0.00,0.00,1265.00,320.00,370.00,235.00,180.00,160.00,3400.00,2.70
"9330189.08",2825.00,5.00,5.00,2815.00,0.00,115.00,5.00,2700.00,0.00,0.00,2825.00,825.00,850.00,505.00,340.00,305.00,7060.00,2.50
"9330189.09",1390.00,750.00,0.00,640.00,5.00,85.00,390.00,165.00,0.00,0.00,1390.00,190.00,360.00,280.00,310.00,245.00,4460.00,3.20
"9330189.1",2280.00,325.00,0.00,1950.00,10.00,695.00,145.00,1095.00,0.00,0.00,2280.00,360.00,630.00,500.00,465.00,325.00,6750.00,3.00
"9330190.01",3865.00,220.00,1335.00,2305.00,25.00,505.00,145.00,1630.00,0.00,5.00,3860.00,1410.00,1345.00,555.00,310.00,235.00,8410.00,2.20
"9330190.03",2475.00,325.00,480.00,1670.00,55.00,235.00,570.00,815.00,5.00,0.00,2475.00,710.00,680.00,375.00,365.00,345.00,6675.00,2.70
"9330190.04",2225.00,1300.00,5.00,920.00,55.00,0.00,750.00,120.00,0.00,5.00,2225.00,420.00,595.00,370.00,400.00,440.00,6950.00,3.10
"9330190.05",645.00,290.00,0.00,355.00,20.00,0.00,155.00,180.00,0.00,0.00,645.00,175.00,180.00,100.00,90.00,100.00,1785.00,2.80
"9330191.03",1615.00,555.00,0.00,1060.00,40.00,0.00,735.00,285.00,0.00,0.00,1620.00,250.00,385.00,255.00,310.00,415.00,5560.00,3.40
"9330191.04",3250.00,170.00,1410.00,1670.00,75.00,185.00,300.00,1100.00,5.00,0.00,3250.00,1470.00,895.00,380.00,260.00,245.00,6870.00,2.10
"9330191.05",1245.00,505.00,0.00,745.00,15.00,0.00,470.00,260.00,0.00,0.00,1245.00,245.00,310.00,205.00,200.00,285.00,4020.00,3.20
"9330191.06",1135.00,130.00,500.00,500.00,20.00,70.00,110.00,305.00,0.00,0.00,1135.00,425.00,360.00,160.00,115.00,75.00,2485.00,2.20
"9330191.07",2055.00,60.00,900.00,1095.00,5.00,40.00,55.00,995.00,0.00,0.00,2050.00,975.00,640.00,230.00,140.00,70.00,3895.00,1.90
"9330192.00",1345.00,655.00,0.00,665.00,15.00,60.00,480.00,105.00,5.00,30.00,1345.00,285.00,395.00,215.00,210.00,245.00,4030.00,3.00
"9330200.00",2865.00,755.00,0.00,2095.00,85.00,580.00,615.00,810.00,0.00,15.00,2870.00,470.00,825.00,580.00,535.00,460.00,8700.00,3.00
"9330201.00",600.00,240.00,0.00,360.00,5.00,0.00,260.00,100.00,0.00,0.00,595.00,135.00,150.00,110.00,95.00,105.00,1755.00,2.90
"9330202.00",4635.00,55.00,3060.00,1525.00,10.00,260.00,110.00,1145.00,0.00,0.00,4640.00,1735.00,2000.00,570.00,235.00,100.00,8905.00,1.90
"9330203.00",1710.00,750.00,45.00,920.00,10.00,45.00,620.00,220.00,15.00,0.00,1710.00,385.00,465.00,295.00,355.00,205.00,4815.00,2.80
"9330204.01",2415.00,145.00,475.00,1790.00,10.00,155.00,85.00,1545.00,0.00,0.00,2415.00,1090.00,840.00,285.00,140.00,65.00,4535.00,1.90
"9330204.02",2685.00,275.00,395.00,2015.00,5.00,0.00,275.00,1730.00,10.00,5.00,2685.00,1235.00,795.00,305.00,230.00,120.00,5345.00,2.00
"9330205.01",2430.00,140.00,455.00,1835.00,5.00,130.00,95.00,1605.00,0.00,0.00,2430.00,1285.00,705.00,255.00,130.00,50.00,4265.00,1.80
"9330205.02",3060.00,130.00,2195.00,730.00,0.00,0.00,100.00,630.00,0.00,0.00,3060.00,1570.00,930.00,320.00,185.00,55.00,5405.00,1.80
"9330206.00",1695.00,5.00,1250.00,445.00,0.00,5.00,5.00,435.00,5.00,0.00,1695.00,780.00,650.00,185.00,60.00,20.00,2995.00,1.80
"9330207.00",1435.00,15.00,660.00,755.00,10.00,10.00,20.00,720.00,0.00,0.00,1435.00,725.00,545.00,110.00,40.00,10.00,2380.00,1.70
"9330208.00",2715.00,895.00,445.00,1380.00,15.00,15.00,420.00,930.00,0.00,0.00,2720.00,1050.00,740.00,360.00,390.00,175.00,6140.00,2.30
"9330209.00",3950.00,930.00,1090.00,1935.00,5.00,375.00,405.00,1150.00,0.00,0.00,3950.00,1180.00,1495.00,610.00,450.00,220.00,8965.00,2.30
