"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4772,509,541,1062,1252,406,409,345,102,146,2725,2047,34,3007,1618,113,211,622,3939,2640,113,652,346,275,173,64,509,88,915,1800,23,1946,181,1253,3069,83,186,3724,204,844,303,4469,162,79,1943,153,2100,92,215,28,3153,1619,610,436,1563,334,1829
3447,389,360,381,348,501,567,480,184,237,1663,1784,0,1738,1605,104,84,229,3134,2207,6,77,151,162,140,72,632,65,769,470,20,2123,186,1614,1496,22,129,2519,198,730,374,3073,291,131,1702,101,907,134,181,0,3215,232,972,158,60,163,2094
1701,230,115,216,227,186,275,221,155,76,890,811,24,969,695,13,19,163,1519,875,25,32,7,79,147,51,485,45,382,60,12,1202,81,900,657,15,48,1305,54,342,107,1594,132,62,719,85,535,72,59,37,1660,41,246,48,67,42,1298
2658,293,268,198,425,333,441,385,105,210,1330,1328,16,1385,1151,106,15,347,2296,1489,23,72,125,102,173,88,586,39,497,120,0,2002,221,1197,1059,19,162,2046,112,500,229,2429,191,89,1257,181,718,65,122,35,2286,372,369,103,101,87,1998
2322,287,275,150,318,311,328,367,206,80,1147,1175,3,1258,1037,24,0,81,2241,1436,5,22,32,126,90,52,559,32,402,234,0,1654,190,1183,825,8,116,1810,116,396,171,2151,175,58,1066,129,646,28,171,49,2160,162,258,81,232,173,1578
1644,139,212,127,105,278,250,288,145,100,836,808,6,806,820,12,0,112,1532,1021,3,23,48,36,55,10,448,20,238,153,19,1214,82,934,538,14,76,1253,160,231,93,1551,144,15,831,72,413,77,67,25,1578,66,131,55,22,27,1409
2510,260,364,218,266,439,450,275,163,75,1244,1266,10,1344,1094,62,16,172,2322,1461,0,79,22,56,124,54,714,94,385,216,47,1768,182,1137,1069,43,79,1946,208,356,149,2361,188,73,1142,164,735,82,87,39,2428,82,373,50,3,118,1966
3249,244,280,591,805,490,238,280,199,122,1553,1696,11,1906,1258,74,22,137,3090,2156,10,324,173,203,116,23,244,42,512,1257,9,1429,93,1020,1939,45,152,2566,120,563,160,3089,146,71,1523,117,1311,26,44,11,2201,1048,497,165,856,35,1696
5327,720,474,588,1100,666,690,568,346,175,2575,2752,12,2965,2260,90,30,493,4804,3423,27,197,158,408,160,234,720,36,1593,951,0,2747,561,1899,2401,210,256,4417,144,766,538,4789,294,74,2376,321,1887,62,181,132,4752,575,1302,452,274,252,3047
5259,567,450,740,878,724,620,552,348,380,2765,2494,28,2955,2191,85,64,766,4429,3159,82,449,291,250,291,170,567,30,997,1415,18,2799,361,2047,2514,0,337,4095,222,942,592,4667,256,140,2406,241,1941,149,82,44,4218,1041,689,572,608,160,3230
6031,190,1068,1292,1417,1272,396,249,59,88,2928,3103,10,3271,2574,176,313,537,5181,4711,40,234,456,193,101,106,190,99,549,2834,49,2500,123,1640,4105,118,45,4192,130,1709,201,5830,45,69,3572,129,1954,54,192,16,3618,2413,493,108,2443,426,2561
2674,255,371,489,327,345,349,364,138,36,1435,1239,3,1529,989,153,67,180,2427,1837,10,104,72,164,109,89,289,77,812,608,11,1166,158,1218,1173,45,80,2146,99,429,279,2395,104,97,1144,137,990,80,115,7,2014,660,475,267,249,79,1604
3683,464,324,555,465,356,620,402,340,157,1842,1841,14,1727,1867,75,64,219,3400,2281,40,121,95,263,240,104,539,74,746,641,6,2216,243,1695,1538,60,147,2986,224,473,486,3197,301,105,1950,145,960,79,109,34,3116,567,697,254,413,317,2002
5399,554,636,865,906,752,702,557,245,182,2625,2774,45,3024,2196,134,82,905,4412,2993,131,202,301,271,242,210,1049,149,821,968,84,3377,434,2057,2718,11,179,4049,466,884,461,4938,484,219,2374,219,1865,47,101,90,4641,758,913,772,251,248,3215
3085,416,248,455,434,295,446,289,236,266,1393,1692,30,1664,1341,50,5,187,2893,1838,15,28,166,125,147,123,643,88,690,397,0,1910,250,1130,1404,31,270,2449,143,493,414,2671,204,135,1416,144,1021,14,117,34,2960,125,749,454,112,154,1616
5566,760,514,688,969,799,696,750,268,122,2689,2877,28,3098,2289,151,68,284,5214,3236,59,180,496,482,181,76,856,47,1332,1387,0,2800,351,2299,2608,66,242,4179,149,1238,384,5182,321,157,2438,483,1687,86,382,12,4765,801,1092,661,572,212,3029
3651,447,190,525,437,638,507,353,262,292,1788,1863,0,1941,1661,49,0,564,3087,2320,0,64,177,174,115,99,702,66,1134,405,22,2024,272,1588,1498,58,235,2746,232,673,377,3274,114,141,1701,35,1313,155,178,14,3037,614,1177,131,241,43,2059
7248,756,1384,846,996,1114,996,674,333,149,3494,3754,20,4099,2819,310,0,1057,6191,4629,292,248,378,469,394,82,756,146,1793,2471,27,2811,449,2711,3682,227,179,4530,339,2379,450,6798,254,306,3206,383,2908,32,23,136,5100,2148,1655,645,1062,420,3466
3354,286,428,463,545,470,515,406,165,76,1732,1622,0,1900,1363,91,78,354,2922,1986,0,238,218,302,175,149,286,46,868,970,17,1453,324,973,1845,86,126,2559,118,677,345,3009,108,158,1494,189,1202,83,89,31,2468,886,858,239,826,159,1272
5303,194,890,1034,1048,873,688,415,64,97,2719,2584,0,3431,1635,237,86,1294,3923,3222,75,381,669,495,175,92,194,120,910,1959,0,2314,428,1737,2778,266,94,3943,150,1210,228,5075,93,108,2269,198,2239,47,328,21,3858,1445,996,124,1350,198,2635
7341,926,735,981,994,1165,942,650,664,284,3379,3962,18,4159,3020,144,114,499,6728,4413,47,337,409,481,602,126,926,73,1616,1349,30,4273,626,2938,3446,86,245,5374,186,1781,499,6842,312,307,3283,475,2548,57,292,67,6202,1139,1614,615,612,816,3684
3720,411,402,507,508,542,470,573,184,123,1868,1852,0,2050,1608,62,13,214,3493,2339,25,134,68,232,185,64,673,110,876,328,20,2386,297,1703,1491,100,129,2769,202,749,231,3489,154,113,1651,280,1223,105,157,37,3507,213,1035,221,45,158,2261
5783,397,552,1006,1304,863,832,568,239,22,2920,2863,16,3629,1912,226,235,1205,4343,3665,143,372,449,467,229,61,397,45,1536,1985,37,2180,355,1887,3199,192,150,4161,364,1258,419,5364,115,62,2621,340,2211,149,244,41,4406,1377,792,2006,404,212,2369
7991,1079,880,1010,1491,1186,1231,644,421,49,4114,3877,188,4907,2765,131,67,944,6980,3969,85,846,436,469,468,395,1323,152,1559,1672,26,4582,633,3050,3953,236,119,6439,282,1270,367,7624,694,198,3043,380,3083,155,379,59,6395,1596,1230,2023,109,711,3918
5412,711,680,659,861,1021,545,495,308,132,2349,3063,0,2840,2355,217,56,719,4637,3871,12,214,138,315,97,54,711,72,1177,1142,18,3003,374,1762,2965,141,170,3861,237,1314,313,5099,232,103,2811,170,1863,106,120,7,4319,1093,773,1399,1085,174,1981
5686,606,470,624,1268,688,877,671,329,153,2526,3160,0,2958,2570,158,153,777,4756,3730,15,87,115,509,254,116,860,95,1415,1760,23,2393,477,2177,2665,182,185,4372,432,882,440,5246,391,187,2724,315,1779,76,188,26,4418,1268,1041,1443,89,232,2881
2855,145,161,235,470,364,460,526,262,232,1311,1544,0,1481,1323,51,57,162,2636,1763,0,39,136,196,127,65,529,115,988,411,48,1293,272,1004,1182,38,359,2456,132,267,375,2480,288,70,1369,161,763,53,136,15,2556,299,175,902,22,185,1571
4353,560,629,234,305,812,807,528,348,130,2164,2189,30,2189,1995,139,53,212,4088,2738,0,36,51,94,105,57,1272,65,884,331,9,3064,110,2497,1578,40,128,3088,404,861,352,4001,276,136,2127,202,1282,158,133,39,4220,133,982,91,44,189,3047
4158,495,573,379,360,480,762,650,307,152,2064,2094,0,1997,2092,69,98,417,3643,2592,0,46,107,89,40,71,1213,106,630,196,0,3226,141,2251,1677,0,89,3032,397,729,311,3847,363,60,2126,201,1070,166,149,23,4076,82,436,53,28,198,3443
2961,433,484,184,236,499,533,259,252,81,1415,1546,18,1488,1404,51,0,272,2689,1873,10,6,65,59,77,22,849,49,356,126,5,2425,101,1613,1158,10,79,2002,263,696,134,2827,181,70,1455,159,881,84,80,51,2898,63,335,41,31,95,2459
5181,748,523,662,568,810,614,748,356,152,2694,2487,34,2738,2270,139,159,467,4555,2926,24,51,160,163,176,133,1548,164,1007,610,11,3389,376,2451,2081,64,209,3913,423,845,480,4701,384,185,2393,222,1724,91,171,11,4908,273,1337,291,16,355,3182
2592,333,366,241,160,403,396,403,211,79,1288,1304,24,1185,1339,44,50,201,2341,1725,8,50,35,61,56,20,637,54,622,326,5,1585,118,1365,1011,24,74,1771,267,554,165,2427,120,46,1414,115,748,78,54,17,2532,60,552,32,30,210,1768
7634,804,1252,980,1198,1104,1074,822,198,202,3584,4050,0,4051,3390,193,503,691,6440,4591,29,82,132,369,356,126,1949,162,1248,1788,50,4386,365,3519,3479,124,147,5050,415,2169,502,7132,586,152,3551,387,2475,188,228,67,6956,678,1981,603,0,353,4697
3995,577,532,238,389,671,619,417,203,349,1912,2083,6,1960,1972,57,116,233,3646,2341,16,40,55,73,117,83,1270,52,651,118,0,3174,178,2116,1466,23,212,2983,167,845,335,3660,438,113,2004,322,910,57,139,12,3819,176,616,181,102,174,2922
3531,544,389,386,444,552,655,298,143,120,1794,1737,18,1850,1626,37,0,350,3181,2032,31,156,154,109,128,95,826,54,742,642,47,2046,94,1732,1443,40,222,2582,207,742,287,3244,246,127,1661,183,1097,87,103,27,3236,295,569,216,69,175,2502
4614,668,692,297,530,798,779,414,294,142,2359,2255,28,2405,2058,123,0,547,4067,2805,62,16,76,118,99,118,1320,78,592,191,7,3746,323,2210,1874,34,173,3378,216,1020,295,4319,228,191,2210,261,1386,165,141,32,4421,193,780,101,22,223,3488
3236,352,530,382,263,409,733,277,190,100,1562,1674,0,1770,1405,61,79,409,2748,1896,69,18,162,44,92,65,890,84,331,176,0,2645,186,1567,1321,61,101,2377,273,586,186,3050,191,211,1458,146,980,186,64,0,3038,198,372,0,10,306,2548
2521,339,398,115,241,421,424,307,133,143,1252,1269,16,1269,1218,18,58,266,2197,1503,0,33,22,71,74,24,794,58,403,120,5,1935,137,1285,963,6,130,1833,104,584,180,2341,167,41,1229,131,741,120,92,0,2464,57,328,0,33,104,2056
2586,375,401,251,201,392,424,315,120,107,1251,1335,9,1389,1141,47,25,304,2257,1584,0,17,51,125,49,65,695,106,316,97,4,2063,138,1198,1141,6,103,1806,166,614,145,2441,180,149,1182,154,644,97,162,18,2474,112,283,132,0,195,1976
7189,897,1232,456,666,1122,1154,907,580,175,3626,3563,25,3450,3606,108,63,847,6279,4678,31,147,138,255,190,82,1668,225,941,717,51,5255,400,3444,3008,94,243,5125,373,1691,481,6708,560,150,3713,328,1999,181,207,51,6946,243,1177,175,360,293,5184
4622,494,793,273,396,547,912,674,396,137,2359,2263,28,2127,2448,19,11,455,4156,3023,0,74,48,33,50,53,1341,85,591,141,0,3805,120,2750,1634,0,118,3245,346,1031,238,4384,315,119,2473,169,1088,267,191,0,4556,66,633,247,0,200,3542
6358,794,762,688,1326,1033,794,607,206,148,3106,3252,0,3773,2473,112,306,837,5215,3629,20,161,44,198,313,282,1711,150,1373,1642,0,3193,426,3098,2614,42,178,4664,478,1216,445,5913,601,169,2588,120,2366,162,330,22,6116,242,2189,636,35,443,3055
6851,804,1009,735,970,1135,1074,640,342,142,3203,3648,12,3819,2811,209,135,1052,5664,3669,55,155,244,214,299,164,2051,134,1416,758,45,4498,399,3424,2776,26,226,4958,378,1515,496,6355,745,215,3028,473,1964,140,139,147,6649,202,1647,483,18,284,4419
8120,1251,768,1222,1686,1390,757,473,345,228,4438,3682,51,4299,3618,152,439,1272,6409,4822,0,40,156,515,617,299,1671,152,1429,2426,0,4113,432,3749,3822,60,57,5928,397,1795,450,7670,425,206,3777,681,2579,42,285,125,7400,720,2444,690,68,868,4050
5592,294,248,2021,1656,517,422,236,143,55,3007,2585,27,4266,1259,40,278,1778,3536,2157,44,131,255,320,620,265,1800,82,872,1449,67,3122,444,1691,3284,125,48,4592,305,695,197,5395,433,140,1323,711,2827,46,45,67,5160,432,1854,318,390,297,2733
6318,752,536,1157,1132,921,768,693,281,78,3208,3110,90,3735,2377,116,339,1125,4854,3412,45,90,206,361,494,183,1527,154,1301,1491,0,3372,440,2887,2827,24,140,4755,430,1133,432,5886,507,96,2567,438,2358,126,110,116,5534,784,2369,512,220,340,2877
1535,220,216,181,269,196,187,145,67,54,733,802,8,872,644,11,28,280,1227,796,0,2,24,46,138,66,463,0,272,211,8,1044,195,570,723,21,26,1081,75,379,136,1399,76,75,660,99,499,21,79,26,1443,92,285,131,63,16,1040
5278,531,525,915,1067,606,598,737,206,93,2667,2611,21,3404,1727,126,100,993,4185,2637,0,101,228,338,321,161,1492,148,1173,508,51,3398,466,2166,2474,77,95,3957,292,1029,251,5027,415,288,1864,450,2026,55,107,73,5009,269,1360,119,313,337,3149
4031,438,375,498,642,682,500,522,225,149,1949,2082,12,2281,1591,147,202,392,3437,2433,50,105,217,299,185,99,643,75,971,1044,0,1941,422,1726,1662,95,126,3079,229,723,367,3664,184,149,1743,214,1498,32,174,37,3275,756,1156,515,137,88,2135
2037,30,445,364,460,352,206,157,0,23,966,1071,0,1229,694,114,71,189,1777,1326,49,100,84,268,158,22,30,16,353,745,21,902,57,696,1230,47,7,1277,62,698,86,1951,22,77,1007,156,726,14,27,8,1578,459,310,267,388,53,1019
2617,251,390,162,83,361,498,408,361,103,1343,1274,3,1136,1434,44,54,129,2434,1722,9,8,12,9,61,16,780,65,362,231,0,1959,111,1527,870,14,95,1906,320,391,117,2500,171,67,1472,79,575,128,110,15,2589,28,549,27,36,20,1985
3205,340,571,183,167,420,615,476,287,146,1521,1684,11,1430,1705,59,80,227,2898,2085,12,0,43,27,75,7,956,115,317,196,0,2577,111,1789,1153,19,133,2292,304,609,262,2943,252,46,1756,244,695,120,84,8,3148,57,266,90,19,51,2779
4676,671,664,285,377,606,686,763,429,195,2240,2436,23,2269,2331,53,59,363,4254,2959,11,11,42,116,95,60,1382,112,532,268,18,3746,261,2412,1711,59,233,3370,538,768,277,4399,290,19,2392,348,1340,176,93,18,4615,61,656,92,0,36,3892
5351,774,676,338,456,930,776,730,297,374,2715,2636,42,2449,2742,118,84,607,4660,3437,15,24,48,101,113,17,1596,179,855,443,0,3874,332,2669,2034,45,271,3942,278,1131,485,4866,502,66,2863,316,1224,198,129,53,5081,270,1302,83,0,183,3783
2620,278,296,130,203,337,464,424,347,141,1299,1321,10,1406,1188,16,49,69,2502,1611,3,11,16,46,82,37,814,42,488,292,1,1797,116,1513,821,26,144,2016,178,426,297,2323,205,50,1193,128,681,184,126,53,2591,29,333,10,23,48,2206
5245,735,768,342,531,914,726,544,468,217,2490,2755,52,2542,2611,40,91,454,4700,3182,0,69,54,133,150,77,1580,139,786,643,22,3655,147,2739,2161,23,175,3839,357,1049,391,4854,559,141,2677,277,1340,122,81,48,5103,142,1066,172,145,242,3620
2967,365,514,207,193,602,382,318,235,151,1405,1562,0,1403,1449,115,63,347,2557,1883,11,14,49,43,34,34,899,75,418,525,0,1949,179,1434,1143,7,204,1999,236,732,186,2781,315,61,1551,200,684,102,54,0,2935,32,536,90,60,103,2178
6990,937,986,354,490,1295,994,860,423,651,3376,3614,24,3240,3648,78,233,749,6008,4371,44,42,91,158,99,91,2094,155,712,506,21,5596,192,3634,2597,0,567,5134,414,1442,645,6345,471,105,3703,353,1840,286,200,32,6662,328,1092,117,102,178,5501
2186,297,257,212,273,390,295,244,146,72,1104,1082,5,1193,963,25,21,322,1843,1175,10,12,21,37,112,74,745,14,314,214,0,1644,99,1091,908,28,60,1610,119,457,102,2084,330,44,974,154,487,66,86,45,2135,51,430,43,36,104,1573
6907,1219,618,830,1195,1216,812,576,284,157,3732,3175,0,3641,3111,155,90,669,6148,4051,33,38,203,460,465,106,1551,141,1214,1163,0,4389,343,3152,3072,66,274,5218,437,1252,525,6382,569,147,3235,297,2188,130,275,66,6264,643,1185,120,831,360,4411
3417,496,237,504,1036,386,269,250,131,108,1563,1854,0,2074,1277,66,39,867,2511,1815,0,44,142,167,224,149,876,81,538,1173,21,1604,335,1325,1586,57,114,2772,131,514,200,3217,224,81,1345,116,1487,54,92,18,3228,189,1263,253,15,182,1704
5094,690,351,857,1248,584,526,468,242,128,2479,2615,58,3121,1828,87,452,1005,3637,2737,0,127,93,200,311,169,1457,141,898,1269,0,2786,372,2195,2339,0,188,4080,329,685,425,4669,458,172,1962,533,1656,41,167,105,4658,436,1080,90,157,244,3523
4573,689,379,1035,1131,511,448,261,64,55,2229,2344,10,2913,1600,50,155,1193,3225,2555,52,165,272,237,233,240,819,76,758,1658,13,2068,251,1897,2288,35,102,3457,145,971,128,4445,201,147,1654,194,2169,75,104,29,4063,510,1560,212,427,61,2313
4313,530,310,881,1073,449,456,441,102,71,2393,1920,21,2613,1599,80,137,604,3572,2192,34,82,188,278,238,89,1212,39,538,1464,0,2272,198,1578,2373,92,72,3431,313,569,184,4129,309,108,1682,355,1623,57,165,14,3863,450,1162,65,682,285,2119
1849,238,254,107,268,247,321,173,159,82,899,950,23,964,842,20,21,219,1609,1122,17,24,18,64,44,8,552,30,245,66,0,1508,83,950,712,21,83,1346,144,359,130,1719,171,45,879,147,433,91,65,18,1770,79,258,57,32,110,1392
3932,476,472,495,677,479,465,493,269,106,2075,1857,10,2185,1621,116,37,468,3427,2419,31,66,247,150,236,71,712,75,636,500,0,2721,309,1583,1915,16,109,3024,125,783,260,3672,268,230,1712,364,1209,49,86,14,3559,373,481,424,311,317,2399
3301,459,388,466,454,589,379,375,152,39,1681,1620,27,1870,1350,54,13,449,2839,1976,55,122,101,231,160,104,552,65,782,705,0,1749,213,1469,1482,28,109,2469,123,709,199,3102,187,80,1412,199,1187,80,128,28,2838,463,584,402,141,138,2036
4060,362,658,317,168,554,799,648,398,156,1945,2115,0,1677,2291,92,35,255,3770,2794,0,0,42,81,88,47,1008,166,585,264,7,3038,154,2146,1535,17,208,2940,409,711,273,3787,189,49,2382,154,758,269,206,53,4007,53,508,37,94,106,3315
4572,490,703,326,301,642,832,719,351,208,2068,2504,8,2139,2359,66,63,205,4304,2882,35,27,32,122,91,84,1299,155,896,302,0,3219,150,2532,1697,22,171,3199,363,1010,240,4332,248,61,2407,247,1167,277,135,30,4539,33,814,98,31,174,3455
4890,406,453,1070,1063,755,529,321,157,136,2565,2325,17,3225,1530,118,264,1896,2730,2328,24,64,168,96,350,364,1496,150,966,1233,32,2509,437,1930,2242,148,133,3867,228,795,203,4687,280,80,1658,280,2226,254,93,19,4686,204,1409,221,18,319,2923
2751,193,403,207,296,464,330,280,358,220,1244,1507,0,1202,1373,176,196,555,2000,1804,41,7,4,95,45,142,613,63,682,592,0,1414,381,1072,1111,21,166,2094,196,461,267,2484,149,56,1545,107,736,105,53,0,2689,62,755,345,57,103,1491
7399,750,1199,506,491,1074,1185,1032,727,435,3673,3726,14,3341,3978,66,127,444,6828,5158,14,27,71,122,187,0,1820,170,1715,405,36,5073,126,4185,2661,89,338,5279,828,1292,573,6826,257,126,4004,251,2191,375,184,11,7196,203,1832,164,82,216,5105
4207,524,777,174,314,718,703,533,307,157,2101,2106,24,1934,2180,69,41,360,3806,2715,0,42,50,100,75,53,1172,55,767,291,30,3064,87,2440,1570,14,96,2950,372,885,280,3927,350,98,2253,202,1000,196,108,0,4046,161,905,37,12,156,3097
5802,616,881,542,330,788,1165,871,410,199,2901,2901,8,2851,2813,130,39,426,5337,3739,0,70,73,142,123,46,1609,96,1179,339,0,4188,192,3344,2115,20,131,4211,337,1254,279,5523,268,108,2934,180,1854,319,125,14,5596,206,1272,116,0,177,4237
3335,506,501,281,240,552,708,402,119,26,1641,1694,0,1809,1481,45,57,174,3104,1950,19,33,71,45,75,68,1074,45,408,155,14,2713,89,1744,1445,0,57,2287,282,766,142,3193,186,140,1515,159,1047,140,95,53,3202,133,561,100,0,80,2594
5745,742,712,637,596,708,1061,862,268,159,2900,2845,12,3403,2258,72,54,406,5285,3339,24,34,150,249,198,120,1631,203,700,206,0,4636,212,3016,2311,0,206,4202,368,1175,411,5334,398,315,2329,377,2048,87,154,37,5690,55,757,305,92,153,4438
3217,403,386,385,416,411,712,372,109,23,1716,1501,0,1852,1322,43,43,223,2951,1757,23,49,98,95,105,74,1016,15,531,85,17,2569,203,1748,1219,10,37,2418,265,534,158,3059,243,105,1353,214,1204,20,70,8,3177,40,407,124,33,144,2509
1975,252,290,214,281,233,330,270,105,0,919,1056,15,1116,811,33,7,153,1815,1093,41,7,25,64,74,53,618,35,190,133,12,1605,207,851,885,21,11,1424,84,467,74,1901,90,71,849,50,797,27,83,8,1914,61,155,53,0,92,1675
3099,342,243,589,657,435,490,198,130,15,1609,1490,0,2123,887,89,54,740,2305,1482,6,64,84,223,158,69,1013,59,265,307,0,2468,307,1206,1488,52,46,2535,124,440,178,2921,198,125,964,184,1437,51,111,29,3039,60,357,113,44,140,2445
5242,683,853,596,749,737,839,450,254,81,2667,2575,0,3112,1891,239,9,756,4477,3001,112,171,258,267,238,127,1068,89,733,1198,44,3178,366,2244,2405,85,142,3767,150,1325,295,4947,163,185,2118,158,2246,106,229,37,4554,688,411,289,854,350,3338
3837,495,495,444,680,552,585,326,219,41,1936,1901,15,2144,1647,31,49,522,3266,2089,19,131,144,105,86,130,1133,125,467,722,14,2509,302,1860,1565,39,71,2916,191,730,181,3656,117,130,1675,150,1632,90,33,10,3667,170,1076,237,137,256,2131
7251,959,1022,934,1181,1093,778,785,348,151,3551,3700,9,4343,2695,204,53,719,6479,4198,127,607,363,445,384,168,959,141,1033,2152,70,3855,358,2842,3828,81,142,5204,220,1827,477,6774,211,200,3044,155,2992,234,336,79,5702,1549,1088,507,1536,335,3785
4018,525,341,590,826,518,595,525,79,19,2042,1976,0,2571,1299,148,183,663,3172,2219,37,402,108,288,241,52,671,82,847,1145,18,1926,302,1753,1844,68,51,3200,188,630,332,3686,191,115,1452,157,1773,77,206,47,3272,746,573,408,452,157,2428
4172,680,366,945,790,468,340,320,161,102,1843,2329,0,2422,1638,112,123,896,3153,2724,37,114,110,159,172,103,753,146,352,1752,34,1888,325,1436,2260,36,115,3422,65,685,316,3856,125,115,1732,125,1933,30,104,8,3647,525,1291,488,451,41,1901
6725,738,740,1126,1782,1138,593,368,147,93,3604,3121,0,4272,2224,229,327,2015,4383,4007,127,294,475,654,213,217,738,42,1004,2495,16,3168,456,2522,3453,99,195,4982,233,1510,308,6417,222,228,2986,178,2683,120,248,60,5463,1262,1239,929,1207,158,3192
2439,363,117,434,680,480,126,157,75,7,1212,1227,0,1550,827,62,120,639,1680,1207,9,0,42,193,138,115,735,37,262,863,0,1277,99,1216,1004,56,64,2041,169,229,116,2323,95,64,875,80,1209,44,41,31,2278,161,1172,417,79,23,748
3658,578,300,711,865,664,338,114,55,33,1635,2023,35,2185,1305,133,88,1150,2420,1811,0,35,184,203,165,196,1064,22,579,849,0,2208,191,1687,1724,27,29,2859,108,691,122,3536,247,98,1462,210,1476,75,62,28,3500,158,1681,430,82,170,1295
3771,595,452,232,834,661,542,135,152,168,1749,2022,0,1868,1757,146,69,853,2849,2450,32,88,217,99,220,70,595,50,772,947,8,1994,275,1586,1679,86,145,2627,212,932,301,3470,91,94,2058,93,1312,21,70,32,3294,477,1647,725,149,43,1207
3014,626,317,325,774,633,125,130,69,15,1554,1460,16,1528,1449,21,89,836,2089,1757,0,35,89,201,177,71,684,106,515,897,0,1496,178,1314,1430,21,71,2115,188,711,152,2862,141,75,1476,89,1170,28,22,13,2917,97,1413,267,0,203,1131
5442,682,963,556,507,856,1145,509,198,26,2680,2762,8,3204,2197,33,118,627,4697,2985,5,72,69,160,190,77,1884,146,1228,383,7,3678,96,2982,2255,23,86,3735,200,1507,238,5204,484,165,2244,338,1944,155,97,15,5363,79,1990,128,74,284,2966
5413,676,872,469,560,740,1026,656,265,149,2729,2684,0,2816,2502,95,35,367,5011,3429,21,62,58,126,168,55,1494,99,588,393,0,4333,204,2819,2148,49,193,3812,325,1276,358,5055,339,224,2579,214,1709,154,164,30,5286,127,1048,205,26,211,3923
1147,155,118,77,104,168,229,223,54,19,603,544,0,634,482,31,13,53,1081,642,0,23,31,60,19,18,354,19,142,84,0,902,43,675,407,3,19,880,94,173,57,1090,87,61,513,65,348,32,28,13,1134,13,197,175,0,36,739
6351,940,837,1025,904,842,860,527,316,100,3117,3234,17,3548,2498,288,36,898,5417,3645,105,346,497,390,272,109,987,120,1392,1212,15,3612,415,2448,3283,82,123,4585,244,1522,441,5910,281,108,2784,446,2455,127,108,42,5318,1033,555,1456,470,167,3703
7172,977,636,686,1110,1020,905,913,540,385,3302,3870,25,3758,3136,253,107,915,6150,4211,29,102,95,426,278,210,1821,134,860,325,0,5853,642,3339,3005,11,175,5605,386,1181,689,6483,380,303,3377,265,2558,128,126,35,6946,226,812,641,15,651,5053
2253,198,287,157,169,352,406,343,268,73,1129,1124,14,1154,1035,50,7,185,2061,1472,6,12,8,56,27,34,638,67,271,17,13,1885,85,1217,862,11,78,1668,92,493,184,2069,85,54,1092,135,654,106,113,14,2195,58,207,104,0,64,1878
3282,390,507,215,258,450,627,454,332,49,1674,1608,0,1660,1565,57,22,189,3071,2036,5,13,27,42,65,18,1076,60,357,53,15,2797,154,1907,1150,10,61,2317,257,708,178,3104,167,33,1616,142,1064,122,124,14,3169,113,320,0,0,84,2878
6256,631,1200,471,482,841,1052,1025,433,121,3152,3104,32,3158,3013,53,10,478,5768,4055,23,88,64,157,211,141,1517,142,856,164,29,5065,183,3437,2484,37,115,4346,295,1615,348,5908,312,179,3073,293,1772,324,263,40,6138,118,1026,143,14,238,4835
4816,686,573,692,861,838,609,219,247,91,2187,2629,29,2737,2007,43,92,1029,3695,2777,29,35,88,257,228,163,1239,131,620,998,13,3054,403,1993,2330,26,64,3368,314,1134,246,4570,326,170,2058,231,1699,115,158,59,4496,320,1246,269,252,215,2834
6285,706,725,1235,626,803,813,849,272,256,2994,3291,8,3543,2576,158,92,1309,4884,3890,42,97,115,287,281,42,1531,241,683,283,125,4953,434,2474,3075,72,230,4588,429,1268,726,5559,342,102,2736,336,2444,134,191,0,6056,229,575,775,124,269,4542
4815,637,581,316,561,731,794,826,274,95,2314,2501,0,2612,2051,152,41,373,4401,2849,0,4,125,176,114,121,1426,86,681,133,43,3872,344,2607,1750,16,98,3627,299,889,300,4515,282,143,2200,271,1435,231,223,30,4717,98,535,198,63,157,3862
3275,380,169,360,427,477,588,495,260,119,1394,1881,0,1957,1205,113,70,507,2698,1657,9,24,57,50,298,145,1035,101,331,186,22,2635,466,1403,1176,97,133,2712,185,378,207,3068,255,122,1313,166,1169,101,143,6,3215,60,344,142,20,137,2632
3602,549,298,555,497,514,531,338,196,124,1754,1848,0,1989,1551,62,0,513,3089,2157,0,159,162,207,262,106,549,120,538,562,14,2368,277,1567,1563,70,125,2714,161,727,297,3305,107,124,1637,132,1234,84,230,54,3077,525,323,576,78,454,2171
2403,328,240,475,475,275,234,229,127,20,1201,1202,15,1405,928,55,61,655,1687,1437,17,102,144,70,154,66,413,37,337,494,0,1535,269,808,1219,47,60,1870,36,497,264,2139,73,66,1005,145,986,47,75,6,2043,360,300,294,137,165,1507
3769,290,223,484,912,547,417,468,244,184,1742,2027,0,2458,1284,27,24,843,2902,1885,0,28,106,181,237,149,1183,80,513,483,26,2667,356,1578,1562,140,133,3158,138,473,375,3394,209,108,1298,223,1736,65,130,0,3628,141,493,192,43,126,2915
