"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4772,676,554,585,693,668,664,511,292,129,2548,2224,23,2633,2018,98,102,651,4019,1443,96,294,232,278,233,126,2070,131,785,466,20,3370,232,2197,2134,72,137,3574,248,950,289,4483,311,203,1733,199,1952,126,175,73,4452,320,900,435,141,217,3079
3447,408,460,389,357,424,572,485,225,127,1652,1795,23,1718,1662,44,66,346,3035,1286,57,155,134,156,141,76,1442,91,630,328,14,2384,197,1635,1455,41,119,2545,184,718,295,3152,297,135,1364,152,1197,115,138,49,3207,240,766,213,80,152,2236
1701,192,180,178,233,203,288,211,149,67,884,817,15,952,716,18,18,168,1515,610,27,62,70,91,115,47,679,42,287,112,2,1258,83,911,645,21,41,1318,51,332,100,1601,132,96,621,90,574,75,80,33,1644,57,244,68,39,48,1302
2658,309,315,202,384,323,407,403,198,117,1322,1336,15,1336,1253,54,29,323,2306,1010,51,88,114,122,129,71,1073,58,439,141,8,2012,192,1309,1018,32,107,2035,107,516,237,2421,191,134,1049,166,854,92,129,43,2479,179,377,136,60,86,1999
2322,255,282,167,297,291,337,380,230,83,1117,1205,11,1186,1096,29,24,214,2084,925,42,89,91,105,99,54,917,48,406,215,2,1651,143,1197,847,32,103,1818,106,398,170,2152,158,114,937,131,753,66,117,46,2173,149,398,141,60,117,1606
1644,150,234,133,113,271,248,276,147,72,839,805,7,771,851,15,22,110,1512,742,16,60,42,66,52,39,627,35,226,135,8,1240,79,923,562,23,57,1239,87,318,114,1530,141,80,696,72,482,73,78,22,1593,51,195,72,28,39,1310
2510,241,372,215,266,449,444,268,171,84,1238,1272,10,1350,1107,43,33,228,2249,931,45,83,101,144,126,59,1021,92,378,198,8,1834,151,1218,1009,44,88,1896,145,469,164,2346,187,118,957,152,852,86,107,51,2406,104,351,131,83,114,1831
3249,476,375,376,532,433,433,335,197,92,1624,1625,16,1721,1444,68,49,391,2809,1029,51,187,170,190,143,83,1396,91,513,358,13,2274,156,1468,1489,44,92,2426,176,647,178,3071,169,131,1247,140,1325,89,99,49,3020,229,625,237,112,124,2151
5327,770,609,536,761,730,766,597,375,183,2560,2767,24,2878,2337,88,85,579,4663,1697,98,235,233,305,246,140,2373,128,890,486,16,3807,308,2490,2267,82,180,3994,283,1050,388,4939,413,253,2023,299,1877,159,210,93,4980,347,1076,396,192,244,3419
5259,720,643,558,768,711,750,570,354,185,2806,2453,34,2783,2359,83,91,750,4418,1737,105,237,231,278,272,147,2252,148,873,459,17,3762,341,2432,2276,60,150,3907,267,1085,466,4793,371,227,2028,235,1968,144,193,93,4926,333,1004,421,142,244,3448
6031,1043,968,568,744,838,715,601,400,154,3060,2971,40,2703,3175,113,138,755,5138,2015,104,258,225,277,241,110,2801,183,838,520,18,4472,283,2565,2934,94,155,4052,379,1600,358,5673,411,272,2737,257,1932,133,194,95,5669,362,1109,432,160,325,4005
2674,262,385,326,313,375,373,376,176,88,1432,1242,12,1431,1182,49,39,254,2381,1028,56,129,120,153,112,52,1024,71,480,301,9,1813,161,1211,1182,38,82,2012,139,523,243,2431,178,116,992,144,996,82,121,45,2438,236,511,236,99,90,1738
3683,448,542,363,447,399,564,439,327,154,1840,1843,26,1704,1894,59,59,376,3248,1389,66,131,143,216,176,95,1467,93,664,339,13,2574,210,1737,1528,59,149,2665,229,789,350,3333,296,172,1598,166,1190,82,120,59,3440,243,725,228,100,181,2449
5399,686,665,568,784,773,757,650,333,183,2626,2773,43,2850,2397,109,127,773,4499,1775,102,262,280,290,237,140,2313,160,806,541,16,3876,327,2553,2276,50,193,4018,301,1080,466,4933,458,248,2026,266,1962,170,184,85,5017,382,948,453,163,235,3600
3085,384,319,396,423,380,447,340,252,144,1390,1695,14,1605,1417,49,42,318,2725,1148,46,150,172,135,149,81,1204,83,587,343,10,2062,183,1399,1317,42,144,2400,132,553,283,2802,214,139,1224,138,1096,90,124,60,2927,158,695,251,103,165,1871
5566,774,749,530,779,798,755,700,339,142,2747,2819,31,2929,2522,84,85,667,4814,1849,101,223,265,338,247,110,2433,173,906,513,19,3955,291,2631,2431,72,141,4068,250,1248,363,5203,407,257,2158,349,1915,158,239,83,5183,383,1094,392,171,221,3688
3651,403,384,472,428,667,506,366,261,164,1787,1864,22,1937,1633,59,49,537,3065,1458,55,185,181,172,175,88,1337,98,856,409,13,2275,250,1712,1479,59,151,2733,240,678,362,3289,213,143,1393,157,1342,149,194,60,3338,313,970,227,148,106,2200
7248,833,1393,843,970,1100,982,655,332,140,3523,3725,14,3765,3251,218,69,1062,6117,2888,301,317,387,459,394,116,2386,162,1728,1140,28,4190,446,2761,3713,155,173,4499,319,2430,453,6795,288,311,2921,377,2884,92,235,140,6146,1102,1780,660,480,414,3914
3354,353,406,385,492,456,513,405,219,125,1717,1637,21,1850,1428,55,78,385,2891,1166,53,180,162,208,177,99,1309,106,622,362,8,2256,191,1600,1381,50,132,2563,148,643,281,3073,247,166,1216,188,1270,98,122,47,3121,233,765,250,113,147,2079
5303,603,832,882,943,774,579,389,217,84,2791,2512,9,2997,2156,141,127,1234,3942,2040,86,390,388,442,189,95,1673,159,914,966,25,3239,364,1965,2783,91,100,3876,176,1251,203,5100,227,156,1946,197,2280,84,329,84,4623,680,1163,419,310,211,3200
7341,989,1005,809,967,1059,987,851,468,206,3432,3909,38,3828,3369,106,115,820,6406,2455,124,320,314,411,356,171,3190,203,1168,642,25,5303,417,3365,3241,96,222,5286,350,1705,469,6872,524,344,2860,433,2583,200,291,106,6912,429,1425,573,186,340,4817
3720,406,482,360,506,559,524,530,234,119,1857,1863,23,2021,1620,56,52,432,3236,1258,72,152,183,239,166,94,1556,113,711,329,8,2559,249,1804,1476,75,116,2772,217,731,227,3493,306,185,1369,237,1315,108,153,47,3500,220,827,256,95,148,2394
5783,840,735,667,839,754,815,657,334,142,2978,2805,27,3132,2531,93,118,910,4755,1789,128,285,262,319,261,131,2608,188,876,528,18,4173,333,2619,2617,70,144,4162,348,1273,419,5364,403,259,2145,276,2235,165,225,75,5416,367,1079,474,165,242,3823
7991,1012,968,894,1101,1196,1222,920,471,207,4114,3877,75,4411,3381,124,127,985,6879,2450,166,394,370,444,426,207,3534,229,1263,674,30,5795,471,3816,3397,123,184,5923,398,1670,469,7522,669,375,2813,378,3087,203,340,126,7458,533,1476,616,212,320,5367
5412,848,742,593,715,754,656,589,363,152,2376,3036,19,2603,2692,98,81,734,4597,1884,92,237,196,295,221,109,2378,147,866,540,15,3844,305,2372,2495,83,157,3798,307,1307,324,5088,362,224,2306,237,1878,146,179,80,5040,372,1047,421,150,236,3558
5686,691,747,578,846,741,874,661,361,187,2545,3141,29,2914,2637,106,105,783,4798,2002,117,244,226,355,268,129,2345,162,888,551,29,4056,335,2686,2374,102,189,4195,371,1120,442,5244,433,276,2224,313,1994,145,210,91,5304,382,1090,442,143,227,3784
2855,224,208,237,445,358,440,497,271,175,1304,1551,16,1430,1356,53,60,244,2551,1298,49,120,141,187,128,64,868,103,634,364,10,1744,252,1392,1007,37,167,2441,111,303,384,2471,288,109,1116,160,938,67,138,39,2555,300,519,319,90,139,1788
4353,569,653,220,289,807,761,515,394,145,2147,2206,32,1927,2309,85,51,254,4048,1880,49,115,121,137,134,79,1838,73,879,312,8,3081,111,2502,1574,45,121,3089,368,896,360,3993,299,177,2075,199,1192,142,207,62,4232,121,915,132,53,187,3066
4158,555,606,357,404,495,674,607,315,145,2090,2068,37,1918,2147,56,68,425,3665,1567,67,123,148,192,144,96,1821,114,581,237,23,3203,182,2089,1720,48,119,2971,285,902,320,3838,346,215,1791,214,1211,160,167,54,3987,171,632,259,79,171,3017
2961,411,469,188,286,459,454,344,263,87,1443,1518,21,1433,1474,33,44,245,2672,1083,37,103,93,102,115,73,1355,75,349,157,9,2371,125,1556,1163,34,83,2057,213,691,185,2776,184,139,1278,166,931,92,126,45,2863,98,401,177,47,98,2238
5181,715,599,502,573,804,735,725,365,163,2709,2472,43,2674,2378,86,75,581,4525,1769,82,218,191,238,231,130,2322,157,924,412,25,3663,306,2526,2085,79,185,3926,280,975,392,4789,412,262,2037,236,1795,147,233,59,4930,251,1051,367,110,238,3415
2592,322,377,236,157,394,391,413,215,87,1317,1275,13,1099,1427,53,45,194,2353,1288,30,89,66,109,77,40,893,53,637,264,6,1632,104,1371,1010,28,79,1781,254,557,163,2429,138,71,1276,114,727,75,144,47,2502,90,565,89,31,130,1777
7634,830,1220,992,1115,1089,1042,822,327,197,3605,4029,41,3899,3506,188,236,946,6452,3075,155,338,288,384,382,142,2870,188,1257,1016,38,5135,367,3499,3494,126,148,5042,423,2169,510,7124,572,302,3033,361,2680,206,338,142,6940,694,1883,597,180,344,4630
3995,522,589,260,469,634,605,455,295,166,1926,2069,28,1912,2011,44,75,348,3572,1445,62,123,109,166,170,81,1839,100,562,255,6,3072,181,2085,1559,48,122,2929,196,870,350,3645,388,190,1700,244,1133,129,154,57,3815,180,618,201,89,168,2919
3531,490,455,343,426,541,560,350,252,114,1801,1730,24,1763,1689,55,51,359,3121,1264,67,147,145,157,150,81,1520,86,598,291,11,2545,197,1713,1472,40,109,2568,196,767,289,3242,264,164,1455,188,1141,108,154,57,3274,257,564,214,82,163,2508
4614,672,712,284,503,775,765,427,316,160,2357,2257,24,2230,2276,84,34,511,4069,1800,64,108,132,172,159,123,2056,80,577,176,7,3774,324,2176,1896,45,173,3354,214,1046,298,4316,294,216,2067,254,1311,173,226,73,4431,183,733,174,51,195,3461
3236,332,505,385,262,409,748,292,206,97,1529,1707,5,1740,1428,63,72,418,2746,1360,60,108,167,124,124,105,1188,85,328,158,4,2661,186,1573,1318,69,90,2382,281,573,171,3065,180,190,1295,138,1000,191,188,54,3047,189,332,119,52,150,2583
2521,303,433,120,231,402,438,299,152,143,1239,1282,5,1181,1315,20,49,253,2219,1103,31,71,51,96,71,66,1032,63,388,116,9,1945,127,1280,978,19,117,1796,97,628,165,2356,148,90,1179,132,696,107,127,42,2460,61,314,94,32,96,1985
2586,358,434,235,277,380,393,281,142,86,1263,1323,19,1328,1197,42,34,287,2265,876,44,87,82,122,125,66,1184,91,292,116,7,2080,142,1191,1163,26,64,1782,161,643,155,2431,186,146,1051,138,824,89,125,27,2475,111,348,146,42,121,1929
7189,996,1156,572,836,935,1028,905,534,227,3648,3541,55,3375,3657,102,114,823,6252,2484,111,255,263,315,245,151,3365,228,996,527,27,5411,376,3413,3073,90,237,5079,401,1709,487,6702,562,340,3127,338,2297,198,241,86,6860,329,1176,439,159,308,5107
4622,625,751,325,462,547,716,634,411,151,2286,2336,25,2087,2454,56,49,473,4100,1716,73,137,126,193,175,100,2102,100,589,261,7,3665,228,2339,1858,66,131,3245,312,1065,326,4296,354,226,2069,214,1320,178,203,58,4438,184,681,261,81,198,3401
6358,829,793,684,907,996,905,704,361,179,3112,3246,50,3488,2711,109,148,865,5345,2028,112,265,225,340,285,211,2892,211,1049,548,16,4534,346,3104,2647,94,167,4648,396,1314,425,5933,565,300,2321,336,2316,178,261,81,6053,305,1301,486,149,277,4145
6851,706,1008,723,973,1155,1076,627,375,208,3228,3623,47,3681,2952,171,133,1092,5626,2616,104,237,257,353,306,161,2817,160,1448,765,25,4453,394,3427,2773,55,202,4940,384,1527,489,6362,741,246,2622,469,2178,165,282,148,6580,271,1682,486,115,274,4294
8120,1247,950,1140,1308,1375,823,644,387,246,4457,3663,46,4246,3685,143,232,1378,6510,2851,153,326,294,517,552,239,3188,248,1414,1131,21,5306,382,3702,3858,73,105,5914,397,1809,452,7668,595,273,3301,569,2783,144,302,153,7396,724,2195,699,228,485,4513
5592,607,694,646,859,843,881,650,306,106,2939,2653,36,3307,2162,87,114,858,4620,1662,112,248,259,352,316,151,2492,163,926,513,25,3965,323,2784,2293,94,98,4196,288,1108,277,5315,463,268,1766,341,2302,166,186,100,5230,362,1125,400,131,224,3712
6318,768,755,721,978,906,934,716,375,165,3186,3132,57,3496,2656,109,142,916,5260,1969,141,273,285,376,374,179,2721,185,1060,606,22,4445,358,3088,2624,87,161,4700,370,1248,428,5890,519,321,2233,353,2334,197,246,115,5889,429,1325,500,185,248,4060
1535,203,214,202,245,202,189,151,80,49,709,826,5,804,708,18,27,275,1233,563,23,68,66,79,92,40,604,49,251,168,7,1060,94,670,724,22,25,1088,82,365,138,1397,77,80,613,97,532,31,78,27,1433,102,282,123,43,48,1039
5278,559,655,591,822,801,785,671,273,121,2677,2601,40,3066,2068,104,101,769,4408,1638,115,227,254,351,300,140,2253,150,929,493,14,3692,358,2573,2158,70,119,3966,289,1023,280,4998,429,296,1748,323,2042,143,187,110,5002,276,1130,378,143,220,3407
4031,419,437,488,600,630,574,510,232,141,1937,2094,22,2260,1662,87,83,538,3410,1421,91,179,199,282,185,102,1572,122,774,396,15,2724,258,1940,1640,66,127,3054,231,746,310,3721,322,190,1387,224,1553,115,172,68,3716,315,869,352,139,126,2545
2037,339,415,250,284,282,190,158,88,31,1018,1019,10,973,1012,42,48,255,1734,650,40,101,81,121,119,34,891,68,289,240,6,1434,75,773,1134,25,30,1240,108,689,90,1947,111,68,892,119,718,30,64,35,1836,201,398,210,70,81,1278
2617,282,424,162,247,340,394,375,279,114,1336,1281,17,1078,1481,41,45,200,2372,1153,29,85,92,89,90,49,1030,68,363,214,9,1963,131,1412,951,27,96,1910,175,532,184,2433,174,123,1235,111,737,100,107,30,2514,103,468,127,38,84,1900
3205,308,559,180,216,391,637,460,300,154,1557,1648,11,1393,1740,61,68,226,2911,1562,28,75,88,94,71,53,1234,116,337,179,4,2569,92,1820,1147,18,128,2295,282,628,251,2954,236,116,1524,235,768,124,168,34,3149,56,247,100,33,42,2783
4676,649,671,324,512,615,650,699,412,144,2201,2475,30,2155,2426,65,57,421,4198,1729,72,152,153,192,177,104,2097,127,592,272,21,3664,234,2390,1835,55,162,3389,281,1006,310,4366,366,244,2027,255,1407,152,162,63,4470,206,681,285,84,153,3473
5351,795,712,411,543,811,747,726,404,202,2710,2641,45,2516,2722,68,89,602,4660,1926,75,178,178,245,213,103,2433,151,836,441,16,3907,321,2620,2138,81,191,3879,292,1180,440,4911,462,227,2319,272,1626,172,213,60,5083,268,1002,316,111,193,3729
2620,263,304,158,283,362,455,404,263,128,1305,1315,15,1333,1241,31,51,223,2346,1031,33,93,111,107,114,65,1066,67,484,198,5,1866,122,1522,819,31,126,2051,148,421,252,2368,218,149,1026,133,812,111,124,47,2519,101,403,123,39,81,1974
5245,726,804,387,595,789,697,598,436,213,2470,2775,45,2407,2729,64,97,561,4587,1895,85,199,174,222,202,92,2376,137,813,417,17,3861,216,2641,2153,63,172,3755,323,1167,401,4844,447,231,2359,270,1557,130,175,76,5007,238,1002,301,117,215,3610
2967,335,538,243,321,468,383,340,246,93,1390,1577,23,1382,1513,49,63,336,2568,1169,49,106,96,117,117,71,1242,93,428,272,9,2165,163,1426,1227,42,109,2012,190,765,187,2780,258,142,1293,182,837,96,119,40,2840,127,540,137,60,106,2124
6990,996,986,540,825,1023,984,898,506,232,3339,3651,41,3331,3530,88,118,841,6031,2424,92,248,211,322,275,135,3283,212,907,471,23,5377,346,3504,2845,82,213,5084,414,1492,569,6421,545,330,2977,355,2218,249,226,90,6654,336,1117,441,128,299,5005
2186,299,277,230,269,379,299,252,133,48,1119,1067,15,1182,960,29,48,295,1843,730,35,87,74,116,100,65,979,44,306,190,8,1638,86,1086,932,33,49,1616,115,455,95,2091,231,108,829,141,682,57,95,43,2095,91,385,111,42,85,1563
6907,1053,715,826,1086,1213,798,581,424,211,3703,3204,47,3530,3188,142,98,643,6166,2592,96,265,241,487,461,127,2638,192,1237,1002,10,4466,319,3127,3125,90,246,5169,443,1295,518,6389,528,252,2872,317,2366,132,338,102,6275,632,1327,449,382,360,4389
3417,473,353,451,583,471,438,352,192,104,1596,1821,22,1917,1410,68,53,571,2793,1102,72,184,141,187,215,102,1414,96,543,363,7,2408,236,1514,1510,50,107,2616,178,623,208,3209,207,141,1219,130,1488,72,126,34,3215,202,745,263,82,178,2149
5094,670,567,624,745,676,722,584,337,169,2470,2624,41,2724,2246,83,113,791,4190,1697,98,238,186,301,262,131,2181,144,851,489,15,3595,315,2412,2154,68,145,3821,314,959,377,4717,463,214,1924,290,1793,119,208,83,4777,317,933,307,139,231,3484
4573,653,553,599,682,633,612,487,253,101,2278,2295,27,2555,1907,84,95,708,3770,1363,100,240,241,265,231,115,2018,135,764,446,16,3212,252,2057,2113,54,97,3316,267,990,211,4362,310,182,1631,196,1927,97,162,68,4252,321,997,299,143,180,2954
4313,564,515,545,672,588,594,491,255,89,2287,2026,20,2438,1786,69,90,623,3600,1350,77,204,208,279,231,94,1870,112,643,448,9,3101,203,2039,1928,54,89,3214,269,830,212,4101,325,196,1543,262,1640,102,177,68,4006,307,930,307,152,161,2763
1849,224,270,143,246,250,313,189,144,70,892,957,17,930,878,24,27,217,1605,649,26,53,60,90,87,40,844,40,247,104,3,1455,88,935,728,24,74,1325,136,388,129,1720,175,72,776,122,541,66,66,31,1774,75,260,109,27,87,1366
3932,473,489,439,574,538,553,503,269,94,2073,1859,18,2158,1684,72,74,465,3393,1306,74,179,237,199,228,99,1610,128,648,407,9,2740,212,1884,1673,53,110,2961,168,803,248,3684,292,222,1459,222,1395,111,155,76,3648,284,707,346,128,195,2556
3301,429,430,386,437,515,435,382,202,85,1697,1604,23,1845,1386,47,52,431,2818,1080,70,140,140,224,164,94,1389,108,549,320,12,2312,215,1506,1450,42,88,2424,140,737,198,3103,247,165,1213,180,1223,80,144,49,3048,253,586,299,100,134,2182
4060,490,618,291,413,540,643,527,377,161,1888,2172,26,1792,2173,69,60,374,3626,1633,58,125,133,151,142,78,1740,112,592,303,15,3038,173,2154,1548,48,137,2933,249,878,329,3731,305,197,1838,182,1146,167,171,54,3909,151,624,214,93,139,2990
4572,545,730,320,486,642,700,643,346,160,2048,2524,28,2121,2356,67,54,485,4033,1705,80,131,177,210,183,109,1977,151,785,296,14,3326,228,2378,1751,54,161,3266,275,1031,308,4264,344,236,1948,255,1378,162,188,61,4349,223,799,262,90,164,3257
4890,503,557,568,793,774,735,548,280,132,2540,2350,30,2857,1918,85,88,708,4094,1544,88,242,214,280,286,168,2068,148,862,452,23,3405,317,2415,1951,82,125,3743,247,900,275,4615,376,252,1570,252,2002,144,213,81,4608,282,1056,326,139,197,3172
2751,174,427,243,304,446,315,288,386,168,1266,1485,4,1156,1486,105,109,575,2067,1581,39,82,84,99,72,111,683,66,695,467,8,1515,260,1203,1087,35,166,2098,198,455,264,2487,134,78,1371,97,802,110,123,36,2652,99,764,343,58,102,1484
7399,989,1113,560,793,1027,1174,956,553,234,3617,3782,54,3508,3748,89,116,800,6483,2541,122,241,255,356,318,171,3395,192,1202,519,26,5460,339,3660,3045,123,232,5317,436,1646,556,6843,571,357,3143,348,2381,239,261,99,7042,357,1410,464,164,274,5087
4207,542,726,278,434,603,649,531,325,119,2169,2038,25,1915,2201,66,59,423,3725,1542,65,114,140,201,157,90,1898,119,689,288,7,3104,177,2160,1715,54,101,2943,253,1011,296,3911,344,173,1884,200,1262,149,141,54,4031,176,803,218,81,156,2949
5802,619,895,460,551,799,997,845,430,206,2892,2910,38,2807,2853,104,70,557,5175,2252,84,174,216,238,234,108,2496,169,1009,369,16,4239,262,3165,2164,60,151,4215,342,1245,390,5412,435,261,2394,256,1926,232,224,74,5571,231,1053,303,103,183,4160
3335,484,528,283,329,507,509,402,207,86,1636,1699,17,1695,1586,37,50,306,2979,1110,39,126,118,141,152,77,1572,84,403,167,12,2669,132,1672,1438,32,61,2267,253,815,187,3148,232,139,1399,181,1064,132,133,55,3199,136,576,176,63,119,2401
5745,727,715,632,579,709,1060,879,290,154,2917,2828,17,3170,2489,69,48,390,5307,2095,96,182,194,259,264,131,2524,191,669,215,6,4664,215,3021,2311,41,157,4162,395,1188,394,5351,374,313,2141,370,2047,165,255,80,5609,136,730,307,78,130,4500
3217,375,398,345,411,381,668,392,165,82,1734,1483,14,1816,1345,42,48,212,2957,1244,32,99,108,129,147,74,1384,41,483,108,7,2578,179,1724,1246,25,43,2394,294,529,165,3052,228,114,1176,204,1186,96,176,37,3144,73,381,122,34,149,2531
1975,215,289,208,275,233,315,300,107,33,905,1070,10,1102,828,35,16,161,1798,692,50,58,64,97,96,58,860,47,207,119,4,1598,142,915,861,22,35,1441,77,457,85,1890,128,82,704,89,810,41,100,21,1904,71,245,117,33,79,1501
3099,336,352,409,491,437,492,371,162,49,1604,1495,15,1889,1133,62,62,465,2572,953,57,141,138,211,174,80,1345,60,341,283,6,2409,193,1465,1331,47,63,2367,152,580,188,2911,205,156,954,181,1348,86,126,43,2945,154,428,201,59,125,2286
5242,673,821,563,721,725,818,519,283,119,2701,2541,36,2790,2322,94,91,703,4448,1682,104,238,247,286,243,119,2323,157,730,507,16,3832,283,2331,2412,92,124,3719,268,1255,293,4949,344,233,2002,205,2003,131,237,87,4872,370,928,363,184,297,3470
3837,465,511,410,587,542,603,423,216,80,1936,1901,14,2089,1673,61,52,524,3261,1340,58,181,149,197,182,109,1621,123,571,476,12,2655,264,1833,1603,49,88,2900,188,749,187,3650,237,146,1425,153,1602,102,120,52,3628,209,854,260,127,193,2403
7251,1004,1008,805,982,1053,1010,792,410,187,3563,3688,45,3911,3175,120,122,820,6309,2245,130,368,313,417,365,160,3253,226,1030,607,16,5372,385,3338,3253,93,182,5155,409,1687,498,6753,530,311,2691,349,2760,218,275,117,6803,448,1285,541,182,335,4908
4018,440,450,514,643,528,601,533,213,96,2050,1968,30,2276,1638,74,87,617,3314,1336,72,229,175,264,221,95,1626,129,696,420,19,2754,264,1914,1698,59,83,3085,188,745,299,3719,293,187,1346,185,1701,91,155,60,3723,295,765,348,137,153,2615
4172,570,479,525,700,517,564,465,239,113,1840,2332,18,2233,1833,88,87,667,3418,1361,76,188,179,269,220,98,1781,139,590,417,12,3014,252,1881,1877,50,112,3129,230,813,309,3863,278,168,1572,190,1689,93,130,52,3887,285,866,357,130,151,2668
6725,912,928,739,971,1003,922,749,354,147,3500,3225,48,3674,2850,153,152,989,5584,2098,122,304,316,379,318,169,3019,190,993,636,20,4886,378,3103,2988,97,159,4835,348,1542,371,6354,523,294,2439,299,2667,172,237,94,6264,461,1306,565,188,241,4425
2439,299,220,340,431,410,327,233,135,44,1206,1233,8,1477,909,45,51,439,1949,736,36,127,91,172,156,79,1042,57,420,292,12,1658,100,1222,1020,35,62,1880,173,386,110,2329,171,87,788,112,1105,55,81,40,2277,162,547,223,72,102,1495
3658,491,411,420,592,619,496,358,203,68,1627,2031,23,2086,1472,77,76,592,2990,1125,61,188,184,219,182,116,1583,114,578,387,12,2567,197,1714,1602,61,84,2709,208,741,179,3479,255,164,1280,200,1494,86,122,57,3476,182,778,343,101,157,2279
3771,611,530,337,496,541,498,373,240,145,1795,1976,20,1710,1964,77,71,564,3136,1350,57,141,135,176,197,80,1635,123,647,331,21,2649,221,1683,1692,61,114,2614,215,942,307,3464,236,148,1682,143,1321,67,131,43,3524,247,817,322,110,161,2361
3014,483,443,334,401,493,344,297,163,56,1567,1447,10,1514,1434,56,77,469,2468,981,62,114,103,189,145,77,1343,103,510,315,4,2082,166,1301,1451,34,62,2085,181,748,151,2863,194,117,1236,110,1160,56,97,44,2854,160,687,259,83,142,1843
5442,629,917,519,580,863,940,566,319,109,2706,2736,33,2912,2426,71,114,602,4726,1769,104,219,200,263,253,108,2526,139,1059,403,20,3821,208,2846,2221,61,106,3737,241,1464,246,5196,503,198,2079,332,1906,163,175,86,5192,250,1249,352,118,270,3453
5413,693,857,465,613,756,869,622,386,152,2739,2674,37,2717,2568,91,89,578,4746,1891,83,179,205,228,204,118,2505,132,700,402,8,4171,236,2745,2229,64,139,3776,331,1306,354,5059,433,277,2205,273,1771,173,201,80,5149,264,966,316,111,199,3821
1147,136,140,77,106,165,229,195,77,22,594,553,5,599,521,22,15,68,1064,414,19,43,31,59,49,29,503,22,149,85,0,891,58,653,409,10,17,882,71,194,49,1098,101,54,449,69,368,44,45,17,1120,27,201,117,22,36,771
6351,948,859,927,901,822,865,577,318,134,3127,3224,14,3352,2821,164,86,904,5361,2230,135,371,425,391,313,132,2354,176,1233,873,20,4049,410,2396,3319,88,138,4576,242,1533,400,5951,282,231,2522,390,2477,126,229,94,5669,682,1290,778,326,243,3714
7172,1001,824,676,971,996,1004,880,564,256,3320,3852,33,3690,3335,114,102,907,6163,2524,93,258,244,413,294,203,3143,152,869,433,20,5698,460,3377,3017,99,219,5440,385,1347,645,6527,518,360,2853,349,2509,213,261,109,6867,305,1077,621,140,294,5040
2253,189,318,157,146,331,385,368,287,72,1111,1142,4,1057,1149,43,4,181,2068,1255,29,47,43,68,60,46,705,63,265,32,11,1882,86,1237,840,19,71,1668,89,496,187,2066,86,72,1031,124,623,108,176,33,2195,58,196,99,11,54,1893
3282,348,559,224,243,423,607,441,368,69,1650,1632,9,1565,1653,55,23,165,3094,1556,35,73,78,108,100,54,1278,64,346,65,9,2798,141,1895,1189,14,43,2272,256,754,160,3122,158,94,1481,133,1049,114,203,50,3163,119,288,62,24,71,2837
6256,602,1227,469,463,822,1048,1019,464,142,3175,3081,26,3033,3148,49,44,461,5751,2798,66,172,169,224,207,143,2477,136,838,151,24,5107,178,3409,2522,40,107,4330,306,1620,354,5902,412,253,2766,310,1709,340,380,86,6135,121,985,166,34,221,4850
4816,725,667,579,657,729,617,491,241,110,2160,2656,31,2487,2219,79,92,787,3937,1577,95,213,202,253,221,134,2121,145,700,467,18,3486,270,2124,2252,56,114,3321,343,1152,257,4559,371,232,1930,254,1655,115,171,88,4505,311,1064,340,139,219,3054
6285,798,830,711,773,830,914,771,414,244,3026,3259,34,3278,2874,99,95,830,5360,2138,130,263,220,325,321,152,2736,158,821,388,23,4895,380,2869,2736,85,215,4564,402,1319,502,5783,443,275,2406,322,2316,181,233,109,5990,295,913,490,126,253,4503
4815,629,605,364,572,708,789,703,322,123,2359,2456,31,2536,2163,85,75,491,4249,1672,65,154,178,239,211,129,2167,113,662,331,14,3695,266,2595,1792,54,108,3588,289,938,293,4522,376,231,1839,259,1622,194,224,70,4600,215,694,290,96,168,3567
3275,352,157,365,413,474,591,527,259,137,1382,1893,8,1852,1341,74,75,486,2714,1340,31,99,82,136,294,155,1138,97,338,167,19,2654,388,1528,1117,99,143,2756,171,348,216,3059,247,188,1155,175,1131,118,195,66,3210,65,349,126,17,127,2656
3602,503,368,504,488,528,542,336,221,112,1747,1855,20,1935,1587,60,48,517,3037,1322,74,159,161,181,243,103,1359,129,522,408,16,2527,248,1611,1555,68,120,2725,146,731,284,3318,230,154,1391,153,1295,87,222,70,3283,319,609,364,101,195,2333
2403,326,294,336,396,323,303,241,118,66,1215,1188,8,1322,1007,66,61,429,1913,785,41,140,135,151,151,63,937,73,330,274,9,1717,163,985,1160,40,55,1762,125,516,206,2197,140,96,866,109,1034,46,72,40,2185,218,432,239,98,119,1515
3769,373,385,463,591,585,535,446,256,135,1748,2021,20,2195,1489,65,68,549,3152,1295,62,175,146,229,227,114,1521,99,517,395,23,2735,252,1853,1493,47,124,2918,178,673,331,3438,253,171,1226,226,1587,92,148,66,3576,193,612,288,83,124,2662
