"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4772,550,627,518,646,649,698,595,323,166,2405,2367,44,2555,2115,58,60,550,4162,1579,101,182,193,226,262,130,2099,109,824,441,28,3370,289,2321,1967,40,155,3574,262,936,368,4404,406,226,1724,301,1749,125,187,54,4527,245,835,347,149,230,3211
3447,413,438,349,437,506,528,433,232,111,1651,1796,30,1805,1544,68,38,356,3053,1183,78,116,131,171,174,102,1492,92,587,280,22,2466,199,1666,1427,35,120,2550,165,732,262,3185,303,186,1251,237,1196,74,142,58,3263,184,618,253,113,156,2307
1701,179,231,158,223,251,266,223,117,53,833,868,11,934,732,24,26,182,1493,534,36,59,68,76,103,54,771,42,303,135,11,1210,108,827,683,24,59,1277,76,348,113,1588,173,71,606,91,616,51,61,32,1618,83,332,116,50,79,1124
2658,331,347,278,373,364,389,317,179,80,1239,1419,16,1446,1156,40,37,260,2361,836,61,82,90,138,142,95,1214,71,432,241,12,1902,177,1274,1114,23,70,1939,146,573,194,2464,220,136,973,174,949,73,90,43,2518,140,458,200,78,109,1813
2322,265,291,217,317,326,332,310,180,84,1115,1207,22,1223,1045,32,23,263,2036,771,55,78,86,105,120,55,1052,57,385,202,13,1665,128,1163,919,25,87,1739,117,466,171,2151,211,101,859,159,800,67,89,36,2216,106,406,166,67,100,1583
1644,203,218,159,196,267,249,204,101,47,802,842,19,876,715,34,15,213,1416,537,38,53,61,81,87,49,738,49,301,150,11,1133,97,821,664,16,46,1210,92,342,109,1535,155,95,589,111,562,41,63,28,1573,71,308,104,36,71,1125
2510,306,296,283,327,350,385,322,173,68,1233,1277,29,1347,1093,41,20,304,2186,796,49,103,105,136,119,78,1124,60,404,230,10,1806,150,1238,1042,16,64,1888,136,486,179,2331,239,107,862,169,928,80,82,43,2380,130,449,159,75,110,1717
3249,381,438,323,430,417,490,434,214,122,1528,1721,29,1713,1448,59,39,354,2856,1077,73,119,119,153,186,102,1420,70,533,288,20,2338,214,1578,1312,27,118,2422,157,670,236,3013,271,166,1182,188,1159,97,138,48,3084,165,551,222,87,144,2245
5327,613,715,552,708,715,812,665,383,164,2699,2628,42,2783,2409,93,67,586,4674,1748,100,203,215,232,295,134,2400,139,842,452,33,3861,287,2622,2182,48,188,3920,293,1114,416,4911,478,256,1949,324,1869,164,202,85,5072,255,941,354,151,241,3640
5259,590,650,545,699,714,801,712,366,182,2539,2720,52,2852,2263,92,62,613,4584,1741,112,223,204,251,252,153,2323,131,875,481,30,3742,346,2627,2076,50,160,3978,241,1040,376,4883,476,244,1805,349,1937,147,223,78,4993,266,910,360,138,261,3590
6031,739,780,615,776,804,890,816,408,203,2941,3090,66,3151,2729,85,66,708,5257,2009,127,256,248,321,284,169,2617,141,1018,547,39,4286,367,2948,2454,48,214,4480,327,1224,455,5576,513,292,2197,383,2110,161,271,104,5733,298,1028,392,186,292,4133
2674,299,343,272,375,414,394,321,178,78,1302,1372,22,1450,1147,55,34,299,2341,863,57,94,107,138,148,82,1185,79,450,252,22,1871,170,1349,1067,19,69,2008,134,532,181,2493,238,122,927,195,994,67,88,43,2523,151,474,179,81,118,1822
3683,429,451,365,491,531,585,471,244,116,1835,1848,52,1976,1582,73,42,433,3208,1171,93,135,134,203,223,111,1613,88,643,332,19,2601,217,1866,1425,44,131,2772,184,727,259,3424,343,182,1288,252,1334,92,132,60,3505,178,638,257,119,170,2499
5399,636,738,565,654,786,774,712,359,175,2669,2730,45,2850,2424,80,63,611,4725,1801,104,198,217,252,282,151,2394,157,917,477,30,3818,311,2630,2217,53,188,3999,294,1106,417,4982,449,242,1982,336,1930,163,229,68,5134,265,961,372,146,273,3647
3085,391,401,316,374,421,459,409,216,98,1573,1512,39,1598,1395,53,41,362,2682,990,72,106,119,169,163,91,1375,75,490,272,18,2230,203,1489,1269,24,100,2274,193,618,224,2861,290,146,1158,183,1059,83,124,42,2930,155,519,242,70,135,2119
5566,685,710,546,749,755,821,734,383,183,2732,2834,65,2961,2440,100,72,599,4895,1827,127,223,172,282,312,145,2478,150,910,486,48,3972,338,2719,2277,51,181,4147,269,1150,430,5136,515,262,2000,327,2002,157,220,83,5283,283,913,395,168,272,3818
3651,429,452,382,465,554,554,491,220,104,1704,1947,28,1987,1577,59,48,411,3192,1210,84,153,149,198,198,118,1541,101,557,347,16,2630,241,1778,1483,37,112,2725,182,744,247,3404,309,180,1294,232,1324,103,157,52,3453,198,637,263,106,155,2490
7248,895,905,754,988,1003,1092,924,485,202,3588,3660,65,3906,3156,121,99,814,6335,2356,164,294,274,358,351,208,3243,208,1201,623,52,5164,443,3595,2933,52,225,5394,395,1459,530,6718,663,368,2551,454,2644,199,287,82,6882,366,1252,478,227,333,4958
3354,383,409,362,447,451,520,412,250,120,1590,1764,34,1819,1453,48,36,374,2944,1098,73,129,141,164,168,96,1485,68,577,309,26,2374,194,1651,1360,36,113,2496,190,668,249,3105,290,144,1200,203,1244,101,130,42,3184,170,596,247,103,150,2258
5303,633,719,558,655,709,774,705,377,173,2661,2642,51,2780,2365,107,48,645,4610,1735,120,216,183,246,306,140,2357,116,847,437,33,3870,314,2541,2236,39,173,3885,284,1134,407,4896,490,228,1937,333,1887,131,222,75,5026,277,895,348,167,232,3661
7341,850,917,740,1045,998,1063,940,534,254,3617,3724,65,3939,3240,97,87,835,6419,2434,150,286,283,391,383,218,3196,173,1179,705,37,5247,424,3673,2947,57,240,5493,382,1466,558,6783,677,351,2644,436,2624,214,285,110,6955,386,1215,483,231,326,5086
3720,437,467,381,502,487,559,488,262,137,1796,1924,44,1936,1682,58,46,425,3249,1232,86,136,140,186,190,109,1641,103,613,302,23,2679,189,1852,1511,29,139,2780,170,770,309,3411,339,186,1352,250,1306,109,129,49,3542,178,622,242,108,181,2567
5783,704,726,588,771,823,864,702,400,205,2818,2965,60,3066,2550,107,76,675,5032,1932,123,209,241,299,324,146,2509,139,941,542,48,4113,323,2854,2373,47,186,4317,302,1164,442,5341,523,264,2073,408,2042,167,230,76,5482,301,1018,390,198,271,3906
7991,916,1001,844,1062,1129,1251,971,554,263,3950,4041,85,4341,3429,136,85,917,6989,2558,183,322,300,404,407,211,3606,185,1369,715,47,5675,462,3985,3222,63,259,5978,421,1592,587,7404,726,393,2814,506,2926,214,308,104,7620,371,1471,561,217,393,5349
5412,636,668,539,709,775,809,684,401,191,2670,2742,51,2910,2375,76,73,590,4749,1762,114,209,213,267,304,165,2378,117,899,516,48,3832,340,2687,2167,51,167,4083,281,1048,408,5004,457,245,1989,347,1917,160,221,76,5159,253,947,361,151,223,3730
5686,701,689,601,773,781,841,690,411,199,2773,2913,51,3036,2511,88,67,680,4939,1871,127,245,198,291,305,165,2484,143,976,519,36,4012,359,2763,2310,51,203,4235,294,1157,443,5243,492,277,2046,344,2054,166,222,85,5388,298,1056,373,171,258,3828
2855,367,379,283,366,388,427,335,216,94,1406,1449,25,1487,1298,45,32,306,2517,934,75,102,107,129,144,82,1282,63,500,231,20,2041,169,1388,1172,26,100,2071,161,623,197,2658,262,156,1037,178,974,80,121,47,2721,134,497,185,93,130,1950
4353,516,515,481,579,575,664,562,313,148,2133,2220,40,2321,1913,79,53,490,3810,1446,111,168,184,207,261,117,1859,98,686,407,31,3131,257,2192,1737,32,135,3301,198,854,328,4025,391,240,1529,301,1532,109,189,62,4134,219,738,287,138,206,2984
4158,497,478,437,569,575,630,553,280,139,1980,2178,31,2254,1800,73,61,514,3583,1386,102,167,169,216,218,115,1785,109,749,364,20,2916,245,2122,1628,33,130,3128,230,800,309,3849,375,211,1442,277,1484,115,175,79,3980,178,755,298,106,170,2829
2961,350,404,292,401,408,439,366,216,85,1493,1468,40,1566,1314,41,38,332,2591,950,66,126,122,158,142,86,1311,76,507,261,17,2100,186,1431,1221,30,93,2188,160,613,210,2751,287,152,1066,184,1048,82,104,38,2816,145,487,195,85,141,2053
5181,590,652,566,653,721,769,685,351,194,2470,2711,59,2806,2233,83,71,593,4517,1718,123,215,208,253,263,143,2258,123,863,478,39,3678,318,2526,2127,43,167,3841,257,1083,374,4807,442,236,1823,351,1889,149,212,79,4914,267,899,373,147,231,3531
2592,334,334,258,363,356,381,319,168,79,1223,1369,24,1360,1156,52,32,276,2284,848,59,88,86,118,147,68,1178,69,416,225,16,1866,153,1265,1080,24,70,1938,139,515,190,2402,224,124,949,159,921,76,105,34,2472,120,431,195,78,115,1773
7634,863,939,787,1030,1113,1134,959,549,260,3819,3815,59,4166,3298,111,95,855,6684,2494,166,277,274,398,412,239,3374,175,1297,687,55,5420,462,3853,2997,76,246,5740,377,1517,569,7065,718,336,2677,474,2745,246,323,115,7246,388,1331,493,229,353,5228
3995,495,545,403,508,517,617,506,283,121,1896,2099,49,2086,1785,75,51,451,3493,1311,91,152,153,177,217,103,1791,92,682,348,35,2838,223,1913,1681,37,141,2932,215,848,279,3716,353,188,1462,263,1412,107,160,50,3793,202,711,275,122,203,2684
3531,422,462,327,477,484,527,478,241,113,1752,1779,34,1880,1563,54,39,420,3072,1163,90,128,133,168,182,77,1590,82,547,327,23,2552,210,1753,1436,24,108,2641,182,708,255,3276,319,171,1272,206,1266,97,147,53,3334,197,580,257,103,165,2426
4614,550,619,480,584,598,739,607,300,137,2245,2369,43,2471,2029,71,45,534,4035,1476,84,168,188,234,241,117,2106,108,794,412,30,3270,318,2240,1891,41,124,3411,251,952,345,4269,419,210,1663,288,1648,135,176,75,4388,226,825,291,138,198,3162
3236,353,412,339,450,415,498,417,232,120,1605,1631,27,1772,1382,55,25,367,2844,1039,65,124,125,176,191,89,1427,81,554,286,28,2287,189,1582,1319,28,118,2434,168,634,241,2995,271,153,1123,189,1208,109,131,52,3072,164,562,199,90,132,2253
2521,290,354,249,316,342,394,307,180,89,1226,1295,18,1328,1120,55,32,292,2197,835,65,95,82,146,126,62,1110,68,392,222,17,1822,129,1241,1046,16,89,1866,111,544,189,2332,195,128,919,155,923,71,92,38,2398,123,435,159,80,113,1734
2586,308,337,245,348,350,400,325,175,98,1316,1270,33,1385,1128,40,38,314,2234,842,53,87,102,132,121,84,1165,52,423,234,24,1853,135,1288,1048,17,98,1927,118,541,203,2383,274,124,945,147,871,86,105,34,2462,124,443,180,82,114,1767
7189,910,901,751,961,1012,1047,890,494,223,3513,3676,69,3820,3192,108,110,819,6260,2260,148,290,284,338,421,199,3249,181,1206,669,45,5088,385,3567,2947,55,235,5329,400,1460,552,6637,621,367,2626,457,2500,220,282,116,6822,367,1246,538,194,355,4856
4622,538,616,485,593,624,720,568,330,148,2360,2262,36,2427,2074,85,50,508,4064,1505,85,176,187,209,248,117,2095,115,716,390,28,3373,251,2275,1891,42,163,3404,256,962,375,4247,415,236,1688,277,1611,142,177,76,4404,218,826,311,139,202,3144
6358,773,778,629,859,851,962,827,433,246,3140,3218,57,3380,2828,93,72,721,5565,2090,125,243,241,332,323,184,2820,153,1064,597,41,4503,356,3148,2570,63,221,4806,306,1246,513,5845,568,286,2296,408,2269,197,237,97,6018,340,1108,418,188,292,4352
6851,798,856,721,942,982,978,889,471,214,3413,3438,72,3692,2986,101,78,751,6022,2183,155,268,247,322,400,206,3070,165,1153,583,45,4905,368,3429,2771,60,223,5126,356,1369,534,6317,607,312,2444,464,2464,209,257,94,6513,338,1171,498,200,299,4683
8120,981,1044,826,1063,1059,1250,1049,569,279,3975,4145,82,4260,3646,132,78,951,7091,2694,171,275,318,408,419,218,3617,191,1347,703,47,5832,476,4035,3301,62,246,6048,422,1650,620,7500,714,372,2979,511,2863,224,337,120,7744,376,1415,555,215,392,5543
5592,686,689,566,739,754,861,720,385,192,2702,2890,48,2993,2454,97,63,651,4878,1857,129,199,239,258,272,175,2463,139,896,473,41,4043,309,2755,2297,40,191,4190,253,1149,440,5152,471,291,2014,363,1942,158,256,97,5304,288,939,411,147,243,3852
6318,760,795,639,787,878,962,797,464,236,3075,3243,66,3346,2803,103,66,728,5524,2073,138,246,222,282,349,197,2811,155,1097,522,36,4508,352,3127,2577,47,215,4701,301,1316,505,5813,561,319,2304,393,2218,178,233,112,6006,312,1069,442,161,288,4358
1535,195,207,155,203,224,235,168,99,49,749,786,18,810,689,18,14,161,1360,471,36,53,64,74,86,52,699,36,227,142,10,1120,114,709,650,10,52,1133,81,321,95,1440,135,70,563,107,533,50,52,25,1467,68,233,127,48,54,1073
5278,644,656,560,679,713,776,677,392,181,2609,2669,48,2802,2333,95,55,636,4587,1730,125,205,210,263,264,164,2317,140,855,479,33,3771,291,2628,2138,50,171,3942,240,1096,384,4894,451,273,1913,319,1885,138,222,77,4983,295,884,359,162,217,3656
4031,551,493,417,516,522,610,496,287,139,1932,2099,27,2104,1839,61,55,484,3492,1352,83,150,134,206,201,116,1789,74,657,362,26,2912,234,1928,1691,36,142,2956,240,835,291,3740,334,190,1508,256,1420,103,162,58,3830,201,719,265,105,179,2763
2037,227,255,202,289,292,277,254,163,78,1028,1009,16,1102,888,31,25,234,1778,674,49,71,67,91,121,68,896,46,357,191,12,1431,114,1039,793,19,72,1544,99,394,163,1874,189,86,716,129,736,67,87,27,1945,92,346,143,62,98,1388
2617,343,348,238,353,363,380,341,164,87,1261,1356,22,1371,1182,42,29,313,2275,827,45,107,92,141,140,84,1181,51,454,233,22,1857,149,1298,1064,23,83,1918,150,549,188,2429,237,128,986,150,911,70,95,40,2501,116,461,182,87,118,1769
3205,385,416,336,408,432,516,376,241,95,1572,1633,29,1680,1441,55,29,361,2815,1068,73,142,118,157,141,70,1436,97,495,269,27,2317,178,1541,1343,25,118,2376,175,654,233,2972,283,169,1159,219,1107,95,127,46,3036,169,544,215,104,154,2188
4676,628,565,480,602,627,696,561,358,159,2264,2412,37,2445,2118,76,62,546,4068,1566,95,179,157,233,240,132,2074,94,775,416,30,3361,269,2240,1954,45,168,3451,272,953,362,4314,397,217,1737,308,1649,119,180,69,4440,236,821,308,125,211,3211
5351,597,683,531,729,765,795,671,399,181,2628,2723,45,2851,2373,82,61,615,4675,1772,120,228,181,257,314,158,2321,122,910,489,29,3801,322,2678,2121,56,174,3984,279,1088,408,4943,450,258,1922,343,1918,170,209,81,5088,263,933,360,160,249,3649
2620,317,323,271,347,365,396,339,187,75,1292,1328,27,1388,1161,44,42,278,2300,858,67,102,92,145,135,68,1153,53,430,268,25,1844,167,1292,1042,31,88,1948,133,539,203,2417,216,134,933,174,930,80,110,43,2474,146,497,173,72,113,1765
5245,649,703,557,671,730,755,668,337,175,2558,2687,39,2755,2352,99,60,610,4575,1693,113,199,193,261,291,142,2353,136,856,455,39,3759,302,2540,2206,35,162,3808,292,1145,377,4868,478,247,1915,322,1864,151,181,87,5004,241,932,311,131,238,3633
2967,327,378,314,409,373,455,392,209,110,1468,1499,26,1612,1280,49,23,327,2617,962,63,109,114,152,175,84,1308,71,507,264,27,2098,175,1445,1211,25,111,2229,152,586,227,2740,248,140,1040,173,1097,98,121,50,2812,155,516,183,86,122,2060
6990,808,933,721,919,946,1048,845,508,262,3471,3519,68,3708,3106,108,94,798,6098,2343,147,253,303,341,355,188,3060,162,1104,589,58,5077,426,3448,2837,47,232,5183,352,1455,592,6398,606,353,2509,427,2515,224,259,97,6652,338,1234,447,202,328,4779
2186,259,288,222,307,287,324,266,165,68,1042,1144,21,1174,954,37,24,256,1906,694,56,81,105,107,130,57,956,58,340,197,18,1573,132,1047,908,24,75,1626,113,447,169,2017,194,100,771,130,785,74,101,31,2062,124,394,132,69,100,1491
6907,849,905,705,895,963,997,880,474,239,3382,3525,51,3633,3101,122,81,791,6035,2240,161,269,258,349,370,188,3072,178,1120,624,47,4938,398,3378,2849,56,226,5062,384,1461,508,6399,624,334,2517,426,2442,210,248,106,6567,340,1226,416,175,307,4783
3417,406,448,317,455,467,525,437,236,126,1724,1693,46,1811,1507,53,45,404,2968,1124,65,122,129,177,167,108,1525,69,596,308,26,2418,194,1685,1382,28,128,2536,159,722,278,3139,344,167,1255,209,1155,105,138,44,3257,160,602,249,109,150,2307
5094,630,655,547,675,711,755,600,344,177,2452,2642,47,2704,2258,85,65,594,4435,1640,112,209,216,250,264,147,2256,90,834,497,35,3638,260,2516,2109,45,164,3811,233,1050,381,4713,424,251,1850,324,1861,132,185,67,4838,256,916,344,170,211,3453
4573,584,579,460,619,637,703,558,292,141,2182,2391,46,2399,2035,93,47,482,4044,1500,103,177,156,207,245,125,2060,113,757,365,22,3316,274,2243,1893,36,127,3406,253,914,322,4251,387,231,1664,303,1620,136,173,59,4374,199,793,313,123,187,3157
4313,513,508,478,570,572,660,557,308,147,2112,2201,40,2300,1897,76,53,485,3775,1431,109,168,184,206,254,116,1845,95,680,402,31,3105,253,2170,1724,32,134,3272,194,847,325,3988,386,238,1514,297,1521,109,186,62,4096,217,732,284,138,205,2954
1849,205,234,194,254,272,271,218,142,59,926,923,16,994,806,33,21,192,1636,595,52,74,67,99,117,53,792,45,315,164,13,1312,116,929,731,12,61,1404,90,355,151,1698,167,94,645,115,672,61,59,36,1756,93,358,124,47,87,1233
3932,427,514,429,524,535,599,518,254,132,1896,2036,44,2095,1720,73,35,475,3422,1326,83,166,144,199,185,119,1710,80,643,363,28,2818,240,1938,1614,17,123,2918,207,807,307,3625,341,204,1388,273,1372,103,188,63,3721,211,652,262,118,181,2719
3301,368,425,342,422,471,514,441,206,112,1619,1682,25,1760,1456,60,37,362,2902,1084,58,129,134,177,175,82,1462,69,552,278,26,2376,184,1664,1312,37,104,2466,170,665,243,3058,315,183,1157,212,1155,108,120,51,3138,163,582,218,92,159,2250
4060,473,510,437,552,543,599,542,281,123,1932,2128,36,2177,1776,71,49,477,3534,1344,84,161,158,203,198,120,1792,104,661,346,32,2917,244,2014,1642,45,115,3046,202,812,297,3763,368,189,1442,274,1427,119,183,58,3845,215,668,269,120,177,2826
4572,504,575,491,614,640,668,585,331,164,2243,2329,50,2457,1985,80,51,533,3988,1526,105,172,182,238,250,128,1971,109,760,393,31,3279,270,2251,1859,41,151,3443,230,899,378,4194,424,230,1594,309,1615,140,185,75,4309,263,754,330,130,203,3155
4890,603,644,481,656,624,761,635,317,169,2422,2468,56,2553,2183,98,59,509,4322,1635,97,159,195,217,248,130,2209,102,816,445,37,3490,278,2433,1987,38,154,3635,249,1006,342,4548,441,231,1812,298,1696,145,195,72,4634,256,876,320,154,243,3297
2751,315,347,302,359,352,428,372,195,81,1303,1448,23,1454,1223,51,24,293,2434,920,69,106,117,135,131,68,1205,73,417,240,19,2002,184,1324,1124,29,90,2059,143,549,221,2530,222,147,981,179,990,63,121,48,2603,148,471,208,75,113,1884
7399,892,963,746,936,1050,1115,956,509,232,3604,3795,67,3985,3226,121,78,846,6475,2413,165,278,311,377,384,207,3264,171,1199,633,48,5348,446,3631,3000,71,251,5505,392,1502,567,6832,665,332,2654,483,2635,210,294,126,7017,382,1259,510,207,307,5116
4207,491,516,445,547,567,604,535,336,166,2042,2165,38,2187,1912,70,51,475,3681,1438,89,152,159,209,214,142,1804,107,662,391,30,3017,259,2061,1704,31,152,3133,207,867,350,3857,355,195,1564,253,1498,111,160,71,3985,222,715,270,128,199,2895
5802,733,740,585,803,780,884,724,372,181,2730,3072,43,3119,2553,87,61,623,5118,1871,120,229,224,285,279,162,2632,150,947,444,31,4230,380,2780,2415,49,178,4269,330,1203,450,5352,514,274,2085,380,2072,153,226,98,5543,259,963,435,164,260,3980
3335,385,458,338,424,488,496,413,225,108,1602,1733,36,1778,1459,62,42,385,2908,1101,71,109,115,170,179,85,1505,81,532,310,23,2389,199,1633,1371,31,101,2434,165,736,243,3092,311,148,1203,221,1172,88,140,52,3164,171,627,241,88,147,2232
5745,696,730,579,808,775,869,711,369,208,2778,2967,48,3075,2536,86,78,688,4979,1820,133,241,204,280,304,164,2599,136,952,531,39,4087,337,2832,2345,50,181,4280,291,1174,447,5298,520,276,2087,346,2044,168,222,82,5469,276,1019,369,166,253,3938
3217,394,424,325,424,444,447,434,233,92,1543,1674,37,1690,1436,54,42,402,2773,1035,88,137,118,151,166,88,1434,67,456,308,25,2361,199,1564,1336,30,88,2394,159,664,231,2986,291,168,1163,220,1110,79,139,47,3067,150,536,199,103,157,2222
1975,239,213,211,271,266,293,253,158,71,976,999,25,1063,857,30,26,211,1738,647,44,72,79,107,83,58,885,42,334,160,12,1427,121,1019,740,23,72,1516,106,353,139,1836,194,88,698,131,688,46,88,42,1879,96,353,141,42,85,1354
3099,372,390,332,389,433,465,400,221,97,1542,1557,25,1639,1385,50,37,384,2678,1041,67,120,125,151,158,78,1359,81,529,300,20,2169,175,1521,1284,23,96,2311,153,635,215,2884,255,154,1110,197,1121,97,114,51,2952,147,561,214,93,149,2082
5242,630,645,509,700,768,803,681,352,154,2503,2739,49,2850,2259,84,63,568,4611,1677,116,200,204,281,278,150,2336,104,828,474,33,3803,300,2638,2101,49,154,3906,284,1052,354,4888,457,278,1855,345,1847,160,220,80,4974,268,881,351,166,232,3612
3837,432,492,408,511,504,607,492,271,120,1836,2001,31,2040,1698,68,38,430,3369,1285,95,146,156,188,197,102,1668,99,599,328,22,2789,252,1842,1579,37,127,2858,200,779,307,3530,323,209,1356,257,1378,89,165,60,3639,198,646,287,103,157,2644
7251,868,1006,715,909,1030,1059,937,492,235,3567,3684,67,3854,3211,119,95,827,6329,2335,147,288,276,359,383,195,3268,196,1219,594,43,5199,451,3475,3009,65,251,5307,396,1548,526,6725,661,340,2640,468,2547,207,288,100,6873,378,1221,545,224,360,4901
4018,472,489,434,512,548,575,510,324,154,1943,2075,36,2086,1826,70,49,451,3518,1379,85,145,150,203,203,136,1717,99,627,379,28,2885,245,1967,1628,31,147,2989,200,829,336,3682,340,190,1495,236,1429,106,153,69,3804,214,686,258,122,194,2758
4172,488,521,423,566,560,643,536,293,142,2003,2169,33,2252,1822,65,49,446,3677,1349,96,167,158,224,226,109,1843,91,691,342,27,3021,263,2082,1664,33,130,3121,200,851,278,3894,390,215,1471,275,1476,112,159,74,3940,232,743,259,131,204,2835
6725,802,869,717,865,941,1009,832,482,208,3300,3425,82,3569,2975,99,72,741,5912,2195,149,267,266,352,359,168,2969,181,1137,603,62,4742,374,3286,2782,63,220,5001,335,1389,494,6231,565,356,2414,437,2429,182,249,93,6402,323,1196,456,214,271,4588
2439,277,316,247,334,349,362,291,175,88,1227,1212,20,1301,1082,36,26,261,2152,793,61,95,98,137,114,94,1047,53,418,212,15,1741,155,1184,1007,15,78,1811,129,499,201,2238,205,134,869,165,899,61,70,36,2305,134,432,163,68,143,1633
3658,441,427,374,504,544,546,435,259,128,1789,1869,39,1975,1589,55,43,430,3185,1197,85,141,141,187,200,94,1613,99,592,344,30,2593,219,1811,1473,31,124,2757,189,712,275,3383,338,171,1278,258,1319,104,143,47,3471,187,642,254,118,175,2469
3771,436,466,379,525,546,559,472,272,116,1841,1930,35,2023,1641,72,36,410,3325,1248,83,139,151,197,201,112,1640,105,624,352,35,2655,238,1892,1503,30,108,2831,194,746,260,3511,328,185,1316,269,1389,100,128,56,3565,206,668,255,114,170,2564
3014,382,423,340,376,371,473,379,182,88,1447,1567,28,1571,1363,52,34,336,2644,976,60,120,100,153,166,70,1369,78,452,263,19,2202,165,1440,1301,22,86,2175,164,675,212,2802,293,133,1118,177,1074,71,99,49,2847,167,498,195,84,144,2093
5442,700,721,548,687,752,845,643,350,196,2650,2792,57,2868,2430,87,68,633,4741,1771,111,240,213,270,276,135,2426,141,892,493,32,3884,320,2630,2271,47,174,4012,290,1140,370,5072,505,257,2008,347,1912,139,197,77,5172,270,979,363,190,257,3653
5413,662,712,563,681,727,823,693,378,174,2664,2749,50,2842,2442,79,68,626,4719,1793,120,174,212,289,250,156,2419,115,861,441,36,3960,345,2587,2251,40,190,3987,288,1138,417,4996,479,239,2027,300,1940,155,204,69,5168,245,902,374,175,248,3714
1147,125,146,136,149,175,178,129,73,36,546,601,11,648,469,19,16,133,998,368,23,28,46,46,72,35,529,28,186,117,5,811,63,561,465,16,42,846,60,241,96,1051,108,67,380,80,426,34,41,11,1095,52,226,76,41,54,750
6351,800,791,619,853,923,900,804,438,223,3082,3269,55,3377,2797,122,59,695,5597,2065,165,234,254,322,325,166,2820,136,1036,568,46,4565,360,3122,2618,47,204,4724,326,1301,462,5889,517,290,2279,425,2315,185,257,83,6032,319,1189,473,170,286,4233
7172,852,916,708,979,1003,1045,949,482,238,3519,3653,72,3797,3190,113,99,853,6220,2378,160,298,272,369,362,230,3103,168,1173,666,53,5112,427,3514,2918,66,247,5326,371,1475,531,6641,630,367,2572,409,2588,208,279,119,6815,357,1214,478,217,316,4947
2253,250,281,223,290,350,325,298,153,83,1106,1147,25,1232,949,47,24,251,1978,721,48,72,82,126,121,72,1011,49,370,218,18,1598,125,1173,868,25,62,1677,125,451,147,2106,200,121,758,142,828,71,96,37,2143,110,392,143,81,115,1522
3282,393,421,362,438,464,456,397,220,131,1629,1653,32,1775,1430,45,33,373,2876,1067,73,127,130,156,181,94,1454,87,509,314,14,2358,194,1604,1344,31,109,2425,174,683,221,3061,282,158,1166,218,1193,90,132,43,3104,178,561,205,118,142,2256
6256,741,771,627,792,961,933,782,443,206,3079,3177,63,3346,2741,106,64,712,5480,2046,118,233,238,347,322,180,2772,144,1043,557,57,4455,368,3105,2521,48,214,4688,318,1250,451,5805,559,322,2204,402,2230,190,238,111,5967,289,1057,409,194,268,4328
4816,571,619,475,634,687,729,609,331,161,2332,2484,42,2608,2085,81,43,559,4214,1586,105,192,213,223,252,131,2114,124,801,423,33,3435,284,2400,1928,41,163,3585,259,972,386,4430,436,218,1723,329,1716,120,190,84,4576,240,833,343,138,195,3307
6285,788,801,677,820,865,913,775,433,213,3119,3166,52,3325,2776,132,73,743,5469,2025,126,247,253,287,342,200,2805,135,1061,570,47,4472,362,3067,2630,42,184,4612,331,1342,474,5811,547,305,2280,378,2268,170,250,87,5946,339,1075,390,187,309,4324
4815,600,603,488,680,655,746,585,305,153,2292,2523,37,2641,2066,71,51,519,4245,1520,103,197,183,244,243,131,2194,129,808,367,26,3485,319,2323,1983,42,148,3558,279,978,378,4437,427,228,1708,318,1736,131,186,81,4604,211,794,369,138,210,3304
3275,406,372,358,426,469,470,433,216,125,1641,1634,25,1749,1456,45,54,375,2846,1066,86,121,143,160,174,103,1422,95,560,302,21,2297,188,1664,1298,22,103,2458,161,656,228,3047,262,171,1177,213,1157,100,148,47,3106,169,588,208,75,157,2247
3602,409,461,354,501,503,550,445,229,150,1772,1830,40,1915,1583,64,39,384,3179,1173,72,148,150,169,187,114,1589,96,596,335,14,2561,201,1797,1450,35,119,2695,171,736,274,3328,307,142,1296,217,1375,97,130,38,3414,188,613,257,96,169,2467
2403,313,296,236,327,378,332,287,160,74,1168,1235,18,1298,1040,47,21,266,2116,760,53,95,102,113,110,64,1106,49,377,216,21,1740,147,1149,1020,15,72,1770,113,520,179,2224,190,113,850,171,873,73,102,31,2285,118,454,167,62,126,1594
3769,458,485,409,496,543,551,425,267,135,1859,1910,36,1999,1671,63,46,419,3304,1226,90,150,153,195,217,102,1636,98,634,361,32,2644,231,1832,1560,28,118,2789,195,785,304,3465,342,182,1370,233,1343,113,132,54,3568,201,709,266,109,161,2524
