"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147","COL148","COL149","COL150","COL151","COL152","COL153","COL154","COL155","COL156","COL157","COL158","COL159","COL160","COL161","COL162","COL163","COL164","COL165","COL166","COL167","COL168","COL169","COL170","COL171","COL172","COL173","COL174","COL175","COL176","COL177","COL178","COL179","COL180","COL181","COL182","COL183","COL184","COL185","COL186","COL187","COL188","COL189","COL190","COL191","COL192","COL193","COL194","COL195","COL196","COL197","COL198"
"9330049.02",3145.00,1630.00,1510.00,0.00,3145.00,2165.00,980.00,3145.00,55.00,855.00,1805.00,370.00,60.00,3140.00,1930.00,640.00,360.00,145.00,65.00,4.30,3145.00,3125.00,20.00,3140.00,3030.00,120.00,3140.00,35.00,1165.00,1485.00,390.00,55.00,15.00,10.00,3145.00,2865.00,275.00,3145.00,2090.00,1005.00,50.00,3140.00,35.00,260.00,375.00,520.00,695.00,770.00,385.00,110.00,3135.00,2200.00,935.00,805.00,1630.00,44.80,20.60,1022.00,1428.00,751835.00,822354.00,1510.00,36.80,39.90,1251.00,1351.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330050.02",3480.00,955.00,2530.00,0.00,3480.00,780.00,2700.00,3480.00,240.00,1765.00,960.00,300.00,220.00,3480.00,2635.00,370.00,240.00,90.00,150.00,3.70,3485.00,3430.00,50.00,3485.00,3220.00,265.00,3485.00,720.00,1460.00,750.00,245.00,85.00,70.00,155.00,3485.00,3170.00,310.00,3480.00,2270.00,1115.00,90.00,3480.00,65.00,1005.00,665.00,560.00,505.00,380.00,195.00,100.00,3485.00,2290.00,1195.00,1010.00,950.00,66.80,20.90,1351.00,1501.00,501189.00,754409.00,2530.00,29.10,39.30,992.00,1008.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330050.03",3635.00,1460.00,2170.00,0.00,3635.00,1895.00,1735.00,3635.00,390.00,2285.00,835.00,110.00,10.00,3635.00,3285.00,240.00,55.00,20.00,30.00,3.10,3635.00,3495.00,135.00,3635.00,3320.00,315.00,3635.00,350.00,1370.00,470.00,570.00,30.00,260.00,590.00,3635.00,3320.00,315.00,3635.00,2420.00,1170.00,40.00,3635.00,115.00,1170.00,955.00,530.00,470.00,255.00,105.00,40.00,3625.00,2385.00,1245.00,1025.00,1460.00,74.30,21.50,1445.00,1475.00,449046.00,512551.00,2175.00,15.70,43.00,1045.00,1128.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330050.04",1920.00,640.00,1275.00,0.00,1915.00,850.00,1070.00,1920.00,160.00,1255.00,350.00,120.00,35.00,1915.00,1665.00,165.00,55.00,15.00,25.00,3.20,1920.00,1865.00,55.00,1920.00,1760.00,155.00,1920.00,250.00,1085.00,375.00,155.00,0.00,30.00,25.00,1920.00,1615.00,300.00,1920.00,1385.00,480.00,55.00,1915.00,80.00,550.00,385.00,345.00,275.00,205.00,60.00,20.00,1915.00,1110.00,805.00,710.00,640.00,69.50,24.00,1173.00,1155.00,330176.00,394436.00,1275.00,23.90,51.00,969.00,999.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330051.01",1320.00,865.00,455.00,0.00,1320.00,70.00,1250.00,1320.00,15.00,190.00,355.00,405.00,360.00,1320.00,460.00,190.00,170.00,105.00,395.00,6.00,1320.00,1315.00,10.00,1320.00,1245.00,70.00,1320.00,710.00,210.00,95.00,75.00,100.00,55.00,70.00,1320.00,1205.00,115.00,1320.00,640.00,545.00,140.00,1320.00,40.00,205.00,215.00,320.00,300.00,100.00,110.00,35.00,1320.00,955.00,365.00,295.00,865.00,48.30,18.50,850.00,1625.00,1203117.00,1303033.00,450.00,5.50,45.10,1123.00,1233.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330051.02",1730.00,1035.00,695.00,0.00,1735.00,215.00,1520.00,1730.00,55.00,295.00,400.00,320.00,660.00,1730.00,650.00,195.00,205.00,145.00,530.00,5.80,1735.00,1675.00,55.00,1735.00,1585.00,140.00,1730.00,430.00,310.00,260.00,345.00,95.00,95.00,200.00,1730.00,1605.00,130.00,1730.00,960.00,625.00,145.00,1730.00,65.00,295.00,235.00,350.00,365.00,185.00,180.00,65.00,1730.00,1195.00,540.00,420.00,1040.00,44.20,24.50,742.00,1426.00,1297411.00,1238931.00,695.00,22.30,40.30,1021.00,1030.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330052.01",2225.00,1110.00,1115.00,0.00,2225.00,100.00,2125.00,2220.00,75.00,420.00,430.00,500.00,800.00,2220.00,935.00,245.00,250.00,225.00,575.00,5.50,2220.00,2150.00,70.00,2225.00,2085.00,140.00,2225.00,440.00,645.00,305.00,275.00,220.00,200.00,145.00,2220.00,2105.00,115.00,2225.00,1295.00,740.00,190.00,2220.00,95.00,250.00,330.00,425.00,445.00,280.00,265.00,135.00,2220.00,1395.00,825.00,725.00,1110.00,44.10,21.20,749.00,1371.00,1298378.00,1357318.00,1115.00,35.90,52.90,904.00,1043.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330052.02",2215.00,1260.00,960.00,0.00,2215.00,100.00,2115.00,2215.00,30.00,305.00,495.00,580.00,805.00,2215.00,720.00,435.00,260.00,200.00,600.00,5.80,2220.00,2130.00,85.00,2215.00,2050.00,170.00,2220.00,535.00,570.00,310.00,350.00,195.00,130.00,125.00,2215.00,2110.00,105.00,2215.00,1220.00,800.00,195.00,2215.00,60.00,260.00,290.00,530.00,505.00,320.00,185.00,65.00,2215.00,1600.00,615.00,520.00,1255.00,46.20,22.20,775.00,1339.00,1204041.00,1243681.00,965.00,18.20,34.90,1005.00,1099.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330053.01",2485.00,1575.00,910.00,0.00,2490.00,330.00,2160.00,2485.00,30.00,385.00,605.00,505.00,960.00,2490.00,910.00,285.00,220.00,305.00,770.00,6.00,2490.00,2420.00,70.00,2485.00,2330.00,160.00,2485.00,1010.00,445.00,195.00,320.00,190.00,135.00,190.00,2485.00,2285.00,205.00,2490.00,1345.00,950.00,190.00,2485.00,80.00,330.00,425.00,565.00,500.00,240.00,255.00,90.00,2490.00,1865.00,625.00,520.00,1575.00,49.20,21.00,903.00,1413.00,1201436.00,1219375.00,915.00,3.30,31.90,1054.00,1182.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330053.02",1370.00,875.00,490.00,0.00,1365.00,140.00,1225.00,1365.00,55.00,220.00,335.00,330.00,435.00,1365.00,475.00,150.00,150.00,155.00,435.00,5.90,1365.00,1345.00,20.00,1365.00,1310.00,55.00,1365.00,665.00,220.00,65.00,150.00,30.00,115.00,115.00,1365.00,1260.00,110.00,1370.00,690.00,550.00,125.00,1370.00,70.00,250.00,245.00,345.00,200.00,145.00,80.00,30.00,1365.00,920.00,440.00,380.00,875.00,62.90,27.00,1584.00,1865.00,1200005.00,1227481.00,495.00,4.10,42.90,1051.00,1227.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330054.01",1660.00,955.00,700.00,0.00,1655.00,35.00,1625.00,1655.00,15.00,300.00,505.00,380.00,450.00,1655.00,650.00,235.00,150.00,230.00,400.00,5.70,1655.00,1650.00,10.00,1660.00,1595.00,65.00,1660.00,1050.00,235.00,70.00,165.00,40.00,30.00,55.00,1660.00,1515.00,140.00,1660.00,830.00,725.00,95.00,1655.00,30.00,320.00,410.00,260.00,295.00,215.00,85.00,40.00,1655.00,1270.00,385.00,305.00,955.00,52.90,18.80,1180.00,1650.00,1299270.00,1284993.00,705.00,2.10,29.30,1084.00,1143.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330054.02",1535.00,1060.00,475.00,0.00,1535.00,40.00,1495.00,1535.00,0.00,175.00,320.00,380.00,665.00,1535.00,425.00,225.00,165.00,130.00,590.00,6.50,1540.00,1510.00,20.00,1535.00,1440.00,100.00,1535.00,685.00,250.00,150.00,190.00,90.00,80.00,90.00,1535.00,1460.00,75.00,1540.00,740.00,700.00,100.00,1535.00,40.00,165.00,290.00,320.00,295.00,185.00,160.00,80.00,1535.00,1135.00,400.00,365.00,1060.00,50.00,23.10,1052.00,1566.00,1301820.00,1355213.00,480.00,5.20,31.60,1054.00,1137.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330055.01",2620.00,1045.00,1575.00,0.00,2620.00,560.00,2060.00,2620.00,120.00,1115.00,780.00,335.00,280.00,2620.00,1780.00,300.00,195.00,120.00,235.00,4.20,2620.00,2530.00,90.00,2620.00,2400.00,225.00,2620.00,885.00,900.00,270.00,220.00,100.00,120.00,120.00,2620.00,2315.00,300.00,2620.00,1645.00,850.00,130.00,2620.00,125.00,610.00,560.00,520.00,430.00,185.00,125.00,70.00,2620.00,1675.00,945.00,805.00,1045.00,63.30,26.30,1310.00,1532.00,753409.00,829038.00,1575.00,15.30,42.90,956.00,1044.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330055.02",2475.00,980.00,1490.00,0.00,2470.00,905.00,1565.00,2475.00,85.00,1360.00,660.00,205.00,155.00,2475.00,1835.00,245.00,135.00,80.00,175.00,4.00,2470.00,2430.00,40.00,2470.00,2230.00,245.00,2470.00,605.00,1125.00,365.00,300.00,30.00,10.00,45.00,2470.00,2120.00,350.00,2475.00,1650.00,765.00,55.00,2475.00,50.00,520.00,485.00,500.00,445.00,295.00,120.00,60.00,2465.00,1540.00,920.00,785.00,980.00,63.30,23.00,1130.00,1294.00,448906.00,714423.00,1490.00,16.80,47.10,943.00,1010.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330056.01",2360.00,490.00,1865.00,0.00,2360.00,495.00,1865.00,2360.00,205.00,1255.00,600.00,230.00,65.00,2360.00,1965.00,215.00,105.00,30.00,45.00,3.40,2360.00,2315.00,45.00,2360.00,2195.00,165.00,2360.00,550.00,810.00,415.00,335.00,30.00,75.00,145.00,2365.00,2080.00,280.00,2360.00,1630.00,635.00,90.00,2365.00,70.00,630.00,530.00,445.00,305.00,235.00,100.00,45.00,2360.00,1310.00,1050.00,900.00,490.00,71.70,24.20,1486.00,1519.00,449131.00,603709.00,1865.00,34.80,49.60,960.00,967.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330056.02",2290.00,760.00,1530.00,0.00,2290.00,460.00,1830.00,2290.00,100.00,980.00,705.00,330.00,170.00,2290.00,1550.00,280.00,185.00,100.00,175.00,4.20,2290.00,2245.00,40.00,2290.00,2160.00,135.00,2290.00,1005.00,605.00,290.00,225.00,40.00,50.00,70.00,2290.00,2065.00,225.00,2290.00,1365.00,845.00,80.00,2290.00,70.00,495.00,610.00,460.00,375.00,235.00,25.00,25.00,2290.00,1515.00,775.00,645.00,760.00,71.10,23.00,1623.00,1769.00,876011.00,909652.00,1530.00,20.90,38.90,1019.00,1117.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330057.01",1485.00,220.00,1270.00,0.00,1485.00,580.00,900.00,1490.00,250.00,715.00,275.00,155.00,90.00,1485.00,1215.00,145.00,35.00,40.00,50.00,3.10,1490.00,1395.00,95.00,1485.00,1340.00,145.00,1490.00,325.00,435.00,245.00,105.00,80.00,175.00,110.00,1485.00,1385.00,100.00,1485.00,1145.00,320.00,25.00,1485.00,30.00,205.00,220.00,230.00,320.00,205.00,165.00,110.00,1485.00,765.00,720.00,615.00,220.00,69.80,29.50,1555.00,1599.00,515069.00,583725.00,1270.00,64.20,51.60,538.00,741.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330057.02",2225.00,685.00,1545.00,0.00,2225.00,505.00,1725.00,2225.00,260.00,780.00,610.00,360.00,220.00,2230.00,1450.00,285.00,175.00,125.00,185.00,4.00,2230.00,2155.00,70.00,2225.00,2045.00,185.00,2225.00,1045.00,550.00,345.00,120.00,120.00,20.00,35.00,2225.00,1965.00,255.00,2225.00,1515.00,620.00,100.00,2230.00,90.00,335.00,375.00,390.00,410.00,265.00,275.00,85.00,2225.00,1320.00,905.00,790.00,685.00,65.00,25.50,1685.00,1720.00,899986.00,989979.00,1540.00,47.40,47.70,654.00,828.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330058.00",2080.00,175.00,1905.00,0.00,2075.00,230.00,1850.00,2075.00,670.00,1175.00,170.00,45.00,25.00,2080.00,1950.00,70.00,25.00,15.00,25.00,2.40,2080.00,2045.00,35.00,2080.00,1975.00,105.00,2075.00,420.00,465.00,355.00,455.00,120.00,30.00,235.00,2080.00,1840.00,240.00,2080.00,1880.00,190.00,10.00,2080.00,30.00,275.00,285.00,400.00,500.00,380.00,170.00,45.00,2070.00,920.00,1145.00,1010.00,175.00,69.40,30.60,1819.00,1662.00,552180.00,679218.00,1905.00,71.10,57.90,405.00,560.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.06",4375.00,1020.00,3360.00,0.00,4375.00,2145.00,2230.00,4380.00,1035.00,2690.00,600.00,45.00,0.00,4375.00,4130.00,195.00,45.00,15.00,0.00,2.50,4375.00,4270.00,105.00,4380.00,4140.00,240.00,4380.00,1510.00,230.00,325.00,575.00,315.00,1000.00,425.00,4380.00,4060.00,315.00,4380.00,3665.00,690.00,25.00,4375.00,235.00,1085.00,870.00,875.00,740.00,355.00,145.00,70.00,4370.00,2120.00,2250.00,1855.00,1020.00,85.80,40.70,1804.00,1867.00,501194.00,644599.00,3360.00,45.20,54.60,561.00,914.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.07",2695.00,1725.00,965.00,0.00,2690.00,2585.00,105.00,2695.00,15.00,920.00,1525.00,215.00,15.00,2695.00,1640.00,640.00,235.00,120.00,60.00,4.20,2690.00,2645.00,50.00,2695.00,2530.00,165.00,2690.00,20.00,55.00,300.00,745.00,935.00,600.00,35.00,2695.00,2625.00,70.00,2690.00,1750.00,925.00,15.00,2695.00,80.00,450.00,505.00,475.00,505.00,405.00,180.00,95.00,2675.00,1730.00,945.00,640.00,1725.00,53.30,33.70,1620.00,2020.00,1001159.00,1356732.00,965.00,10.90,38.20,2004.00,1984.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.08",3450.00,1910.00,1540.00,0.00,3445.00,3055.00,390.00,3450.00,40.00,1030.00,1865.00,495.00,20.00,3450.00,2055.00,765.00,375.00,185.00,65.00,4.20,3450.00,3370.00,80.00,3450.00,3240.00,210.00,3450.00,150.00,45.00,100.00,2295.00,710.00,125.00,20.00,3450.00,3330.00,120.00,3450.00,2350.00,1040.00,55.00,3450.00,75.00,565.00,695.00,695.00,670.00,445.00,225.00,70.00,3430.00,2165.00,1270.00,875.00,1910.00,56.20,30.60,1606.00,1964.00,946293.00,1095068.00,1540.00,19.20,44.50,1804.00,1910.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.09",4485.00,1545.00,2940.00,0.00,4485.00,3490.00,995.00,4485.00,795.00,2765.00,845.00,75.00,10.00,4485.00,3985.00,290.00,115.00,60.00,35.00,2.80,4485.00,4360.00,120.00,4485.00,4140.00,340.00,4485.00,70.00,460.00,380.00,1055.00,690.00,705.00,1120.00,4485.00,4380.00,110.00,4485.00,3395.00,1020.00,65.00,4485.00,340.00,1660.00,975.00,790.00,445.00,215.00,45.00,15.00,4480.00,2390.00,2090.00,1505.00,1545.00,72.80,32.00,1637.00,1746.00,574091.00,705201.00,2940.00,22.60,54.70,1441.00,1369.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.1",3925.00,1650.00,2275.00,0.00,3925.00,3360.00,560.00,3925.00,360.00,2370.00,1110.00,75.00,10.00,3920.00,3310.00,430.00,130.00,30.00,20.00,3.20,3925.00,3820.00,105.00,3920.00,3595.00,330.00,3925.00,115.00,120.00,355.00,1240.00,875.00,820.00,395.00,3925.00,3715.00,210.00,3925.00,2825.00,1045.00,55.00,3925.00,300.00,1355.00,890.00,575.00,455.00,240.00,100.00,15.00,3895.00,2050.00,1850.00,1345.00,1650.00,73.70,38.30,1576.00,1621.00,549423.00,651930.00,2270.00,23.10,54.40,1590.00,1478.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.11",4255.00,1630.00,2625.00,0.00,4255.00,4000.00,255.00,4255.00,215.00,2765.00,1160.00,100.00,15.00,4260.00,3545.00,450.00,180.00,65.00,15.00,3.30,4255.00,4180.00,75.00,4255.00,3840.00,410.00,4260.00,220.00,55.00,155.00,905.00,1035.00,1205.00,680.00,4260.00,4155.00,100.00,4255.00,2965.00,1210.00,85.00,4255.00,345.00,1885.00,905.00,445.00,410.00,195.00,55.00,10.00,4225.00,2255.00,1970.00,1310.00,1630.00,72.40,39.40,1699.00,1792.00,599085.00,745989.00,2625.00,6.90,51.10,1723.00,1723.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.13",2560.00,1095.00,1465.00,0.00,2560.00,2490.00,75.00,2560.00,90.00,1270.00,1070.00,120.00,10.00,2560.00,2055.00,340.00,105.00,35.00,25.00,3.50,2560.00,2515.00,50.00,2560.00,2300.00,260.00,2560.00,110.00,20.00,25.00,310.00,195.00,1385.00,525.00,2560.00,2535.00,25.00,2560.00,1570.00,860.00,125.00,2560.00,225.00,1160.00,580.00,265.00,185.00,90.00,45.00,15.00,2560.00,1365.00,1195.00,850.00,1095.00,78.40,39.70,1617.00,1706.00,552785.00,601178.00,1465.00,0.00,51.90,1808.00,1888.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330059.14",4900.00,2370.00,2530.00,0.00,4895.00,4720.00,180.00,4900.00,165.00,2145.00,2240.00,325.00,25.00,4900.00,3625.00,805.00,290.00,120.00,60.00,3.70,4895.00,4800.00,100.00,4900.00,4605.00,290.00,4895.00,70.00,40.00,125.00,1390.00,905.00,2080.00,285.00,4900.00,4740.00,155.00,4895.00,3180.00,1635.00,85.00,4900.00,270.00,1890.00,1075.00,680.00,530.00,255.00,165.00,25.00,4890.00,3040.00,1845.00,1300.00,2370.00,70.60,32.80,1751.00,1811.00,648539.00,756218.00,2530.00,5.90,42.60,1720.00,1803.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330060.01",2050.00,410.00,1640.00,0.00,2050.00,620.00,1425.00,2050.00,90.00,1565.00,360.00,35.00,0.00,2045.00,1825.00,140.00,70.00,15.00,0.00,3.10,2045.00,2020.00,25.00,2045.00,1870.00,180.00,2045.00,490.00,1205.00,210.00,135.00,10.00,10.00,0.00,2050.00,1845.00,200.00,2050.00,1430.00,595.00,25.00,2050.00,120.00,620.00,415.00,240.00,285.00,240.00,90.00,40.00,2035.00,1160.00,880.00,625.00,410.00,41.50,17.10,844.00,1111.00,401170.00,609697.00,1640.00,6.40,49.80,1326.00,1368.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330060.02",3995.00,860.00,3140.00,0.00,3995.00,1230.00,2770.00,3995.00,335.00,2775.00,835.00,50.00,10.00,3995.00,3570.00,320.00,65.00,35.00,0.00,3.10,3995.00,3880.00,115.00,3995.00,3555.00,440.00,3995.00,570.00,2095.00,625.00,405.00,105.00,50.00,140.00,3995.00,3615.00,380.00,3995.00,2875.00,1065.00,55.00,4000.00,205.00,1285.00,675.00,595.00,560.00,440.00,190.00,55.00,3985.00,2115.00,1865.00,1435.00,855.00,66.10,33.90,1406.00,1543.00,499924.00,609583.00,3140.00,10.80,50.50,1266.00,1282.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330061.00",3510.00,475.00,3035.00,0.00,3510.00,670.00,2840.00,3510.00,150.00,2905.00,410.00,35.00,10.00,3505.00,3250.00,160.00,45.00,30.00,20.00,3.00,3510.00,3435.00,80.00,3510.00,3130.00,380.00,3510.00,820.00,2020.00,365.00,145.00,15.00,25.00,115.00,3510.00,3255.00,260.00,3510.00,2520.00,960.00,30.00,3510.00,240.00,1105.00,620.00,505.00,425.00,395.00,175.00,50.00,3510.00,1950.00,1555.00,1125.00,470.00,45.30,30.50,885.00,1332.00,501476.00,696217.00,3035.00,3.10,46.40,1265.00,1302.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
