"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
725,23,34,36,68,69,57,62,40,69,61,65,45,41,23,17,11,4,0,328,397,6,39,12,27,8,30,2,25,0,25,0,16,4,20,19,23,0,0,3,4,7,33,0,0,0,31,47,13,73,10,168,17,55,8,677,48,421,304,315,304,39,21,29,17,20,0,705,575,71,0,45,34
885,50,49,40,42,66,85,83,81,53,67,80,67,33,25,28,22,11,3,425,460,29,41,0,27,15,18,0,35,7,8,13,10,0,0,4,8,6,4,0,0,48,34,6,13,0,35,32,8,51,8,186,166,68,5,832,53,510,375,382,369,62,25,29,18,31,0,854,718,60,15,0,92
820,67,55,58,70,56,66,66,76,58,66,61,40,37,22,6,7,3,6,425,395,0,93,9,19,11,10,0,6,1,9,0,7,0,0,12,3,8,0,9,5,11,16,7,7,0,37,201,164,19,22,49,45,40,0,750,70,393,427,412,282,36,24,52,14,9,13,798,696,83,18,23,0
485,32,31,27,33,40,35,28,40,35,24,44,39,36,20,21,0,0,0,268,217,5,71,0,7,13,10,0,7,7,4,0,6,0,0,0,12,0,0,10,5,0,0,0,0,0,0,20,0,96,8,71,120,13,0,454,31,301,184,231,203,33,6,12,0,15,8,462,397,68,0,20,0
630,25,37,30,47,55,50,46,45,38,36,60,52,34,28,21,10,10,6,327,303,10,0,0,26,8,10,0,6,0,4,7,0,0,8,11,0,0,0,0,0,9,0,0,0,0,39,13,0,150,37,146,83,63,0,576,54,288,342,267,288,32,7,17,19,51,0,579,547,32,0,0,51
645,28,30,42,36,52,43,33,51,35,60,56,54,41,39,14,18,4,9,326,319,29,64,8,12,1,20,5,0,0,24,0,5,0,0,0,17,0,0,5,13,5,13,5,0,0,28,12,46,61,0,198,39,35,0,578,67,399,246,273,276,49,10,18,19,51,0,594,563,58,0,24,0
510,15,22,27,31,43,39,27,38,33,38,38,39,45,32,26,0,7,10,255,255,12,0,0,22,9,14,0,18,2,16,3,7,0,6,12,0,8,0,0,3,3,0,0,14,0,36,26,35,124,0,112,0,28,0,449,61,275,235,201,210,24,20,31,24,45,0,465,452,36,0,22,0
580,30,23,15,35,37,48,50,39,47,45,54,41,37,17,25,30,7,0,281,299,6,35,0,15,4,3,6,0,0,0,0,0,0,14,0,0,11,12,26,0,0,0,0,0,0,9,0,24,102,10,149,35,109,10,502,78,291,289,226,276,17,9,33,19,50,0,530,461,18,11,19,71
520,24,21,20,36,46,40,46,20,19,48,45,36,35,35,13,15,6,15,260,260,0,23,0,11,0,9,0,6,0,0,0,11,0,0,0,0,0,0,0,0,6,8,0,9,0,0,0,9,118,0,162,81,56,11,463,57,306,214,239,229,18,6,8,20,52,0,468,420,55,7,6,32
510,28,33,36,33,28,33,33,57,37,42,40,20,30,25,15,15,5,0,252,258,7,28,0,18,9,5,6,7,9,6,0,6,9,5,6,6,0,0,0,9,0,22,0,0,0,0,0,18,177,0,105,15,10,27,487,23,273,237,214,227,16,9,31,13,55,0,455,480,18,0,0,12
895,42,43,38,71,61,58,75,68,65,50,75,85,42,42,19,25,25,11,462,433,26,54,0,31,18,14,18,21,13,21,0,4,0,0,0,12,0,0,14,4,9,42,1,0,10,24,17,12,82,13,284,125,25,1,820,75,512,383,367,415,37,17,27,32,116,0,779,699,116,0,13,67
570,23,44,36,24,47,35,39,50,52,55,40,31,34,18,19,11,12,0,302,268,16,37,6,15,11,22,13,12,27,0,0,10,0,5,5,20,1,5,9,0,14,11,0,0,12,46,41,10,49,0,58,70,44,1,521,49,291,279,246,251,28,8,21,16,54,0,516,438,58,0,9,65
710,35,29,34,49,44,53,44,39,48,50,69,57,48,36,19,21,12,23,356,354,13,41,12,39,11,27,4,0,0,22,9,30,11,14,0,12,0,0,35,0,10,0,0,0,0,0,21,0,98,30,179,35,57,0,647,63,300,410,276,309,46,16,29,34,117,0,593,504,33,0,37,136
660,40,30,38,36,58,40,30,33,57,64,37,48,35,36,32,23,15,8,313,347,11,29,0,24,29,19,4,41,14,32,5,7,0,0,23,4,2,19,0,10,0,0,7,0,0,19,20,9,92,0,186,25,26,3,629,31,251,409,273,304,17,11,32,23,113,0,547,506,52,0,0,102
685,28,26,31,48,68,50,34,52,40,38,59,46,39,45,24,17,14,26,371,314,27,22,0,23,18,10,0,10,0,0,0,0,0,0,0,0,16,5,9,0,7,12,0,0,0,0,48,14,52,25,256,39,90,2,620,65,357,328,293,286,27,12,29,38,110,0,575,604,58,0,0,23
1030,6,7,5,1,16,22,14,6,11,9,10,34,107,107,120,125,147,283,394,636,29,58,15,52,24,36,20,32,19,27,8,30,0,32,10,19,0,16,10,19,9,32,0,0,0,27,0,43,21,0,124,119,187,12,575,455,114,916,165,251,6,62,216,330,23,399,608,582,34,10,10,394
705,44,39,26,27,50,51,65,44,50,54,60,49,44,44,21,19,16,2,340,365,11,18,11,36,9,31,7,0,12,9,0,0,0,0,0,12,0,0,22,0,23,12,0,0,0,0,0,18,103,11,211,94,52,3,644,61,339,366,283,351,18,11,27,15,117,0,588,503,17,29,19,137
445,24,31,23,18,32,39,37,35,19,15,36,35,37,31,13,11,6,3,216,229,0,37,15,32,10,31,0,8,0,25,0,0,0,7,0,2,0,7,13,9,0,3,0,0,0,0,0,0,0,0,184,0,62,0,393,52,205,240,175,205,22,11,15,17,67,0,378,350,54,0,10,31
575,20,30,27,38,62,28,27,38,20,21,81,41,27,35,28,19,25,8,284,291,0,46,0,25,10,5,0,25,16,26,0,0,0,0,6,12,0,12,21,0,8,13,0,0,0,0,0,30,57,0,206,27,30,0,542,33,324,251,216,310,11,11,19,8,127,0,448,549,26,0,0,0
590,31,32,42,38,52,43,32,37,35,29,56,52,27,36,5,20,13,10,276,314,34,32,0,31,13,21,2,6,15,13,0,13,0,9,6,6,9,0,22,0,0,0,0,0,0,0,24,27,51,20,208,17,11,0,541,49,308,282,269,244,13,17,24,23,109,0,481,524,61,0,5,0
290,9,16,21,21,13,20,8,21,23,22,26,26,13,18,15,13,0,5,139,151,20,40,0,10,2,15,0,6,0,5,2,11,12,0,0,0,0,0,0,0,0,7,3,0,0,0,11,0,15,0,65,50,15,1,262,28,181,109,114,134,18,2,14,8,30,0,260,256,34,0,0,0
645,36,42,28,53,66,50,33,34,41,46,52,44,41,30,11,10,8,20,336,309,0,50,0,29,44,27,2,21,0,7,0,31,7,4,0,6,0,0,27,0,0,12,0,0,0,0,0,0,34,0,243,64,34,3,585,60,254,391,315,280,13,6,12,19,68,0,577,504,21,0,27,93
585,28,29,23,23,32,74,43,27,36,43,53,36,43,35,16,12,18,14,275,310,7,47,0,16,12,14,1,7,0,9,0,12,5,0,0,9,6,0,5,6,13,4,0,0,0,11,0,48,18,11,246,41,37,0,516,69,285,300,236,280,16,8,22,23,55,0,530,512,25,8,40,0
430,18,11,29,22,15,52,38,29,26,25,19,37,33,24,14,16,12,10,232,198,0,15,7,17,12,11,3,5,7,6,4,0,14,15,9,9,0,6,0,0,0,13,1,0,10,18,20,8,19,23,150,9,10,9,399,31,225,205,154,211,30,6,20,9,70,0,360,392,32,0,0,6
535,16,37,30,42,41,48,37,36,27,32,40,40,36,27,23,11,4,8,263,272,0,47,0,3,2,5,3,5,0,13,5,8,9,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,55,0,247,35,80,0,497,38,266,269,227,252,19,11,18,8,59,0,476,478,45,0,0,12
660,44,25,29,59,47,50,42,40,49,46,51,42,45,41,15,18,12,5,340,320,8,39,0,27,20,25,6,29,4,12,0,18,0,0,8,0,7,0,6,14,0,41,0,0,0,0,0,28,52,25,197,36,57,1,593,67,387,273,257,321,20,14,18,30,74,0,586,586,43,0,31,0
735,34,28,21,17,56,60,69,42,45,54,53,60,48,50,46,26,15,11,356,379,9,49,0,27,4,25,7,17,0,38,0,14,0,9,15,9,1,0,33,27,0,0,0,0,8,12,0,16,30,0,309,26,50,0,654,81,334,401,252,368,41,15,27,32,111,0,624,545,77,0,14,99
630,19,38,22,36,43,42,40,31,55,43,72,56,28,22,17,24,26,16,291,339,20,21,0,35,9,29,1,0,0,13,0,10,0,0,5,21,1,0,12,5,4,0,0,0,6,0,10,0,72,0,289,16,45,6,596,34,301,329,255,306,24,3,19,23,122,0,508,572,30,0,28,0
850,47,37,41,53,55,65,57,57,64,56,72,65,58,45,28,23,11,16,405,445,11,44,0,33,13,20,8,12,0,16,0,18,0,5,8,21,0,0,12,0,0,25,1,0,0,31,0,14,40,0,404,11,100,3,758,92,352,498,359,407,28,20,17,19,143,0,707,719,63,5,24,39
705,13,37,38,34,73,54,18,24,38,46,74,54,52,34,46,29,23,18,337,368,0,31,7,42,17,19,0,18,7,21,10,11,0,7,7,17,0,0,11,10,12,23,11,0,0,14,15,37,15,0,274,0,67,2,652,53,257,448,297,313,25,12,16,42,23,0,682,515,41,0,15,134
525,24,37,24,36,58,42,34,45,65,40,42,23,18,11,14,6,2,4,272,253,0,11,0,12,13,12,0,25,8,7,0,6,0,0,24,7,7,0,0,0,15,0,11,17,0,32,31,28,37,0,130,43,49,0,492,33,298,227,240,216,19,13,14,23,1,0,524,476,17,6,0,26
845,19,23,29,8,28,41,55,39,69,52,60,77,81,87,59,32,36,50,373,472,10,30,6,38,13,25,7,8,0,42,0,10,0,0,13,21,7,0,5,7,0,18,1,16,0,0,19,23,62,0,392,12,60,0,739,106,336,509,262,386,42,20,74,61,0,475,370,677,36,0,36,96
625,10,12,25,43,59,45,45,39,33,41,52,53,38,33,39,22,27,9,316,309,11,34,7,15,7,33,20,11,0,12,9,9,0,19,0,0,0,7,11,9,9,17,6,0,0,0,0,11,6,26,248,17,68,3,556,69,245,380,242,295,22,14,32,20,34,0,591,508,41,0,0,76
855,27,26,36,65,87,95,50,57,70,67,79,56,33,25,39,18,15,10,455,400,3,35,0,27,26,19,6,17,0,12,0,0,0,9,0,7,5,0,14,6,13,0,1,0,0,26,0,47,51,13,326,48,136,8,743,112,426,429,378,355,48,19,33,22,16,0,839,703,96,10,46,0
780,24,27,25,31,56,72,35,54,35,57,64,36,46,47,46,39,24,62,364,416,43,83,0,34,35,33,7,12,0,27,0,14,0,8,20,7,0,5,12,0,13,7,2,0,0,16,0,38,59,0,145,54,101,5,640,140,327,453,291,258,49,22,79,81,10,0,770,572,66,0,32,110
395,19,25,3,19,49,48,30,45,31,30,26,15,13,7,22,0,11,2,200,195,9,32,8,15,9,15,0,14,9,11,0,16,0,5,0,7,13,0,10,0,0,7,4,0,0,11,0,51,34,23,66,0,26,0,372,23,200,195,170,137,57,0,22,9,0,190,205,268,27,0,58,42
245,4,9,3,6,9,9,21,22,9,18,16,17,22,16,18,20,14,12,110,135,12,0,9,7,0,2,0,13,0,0,0,6,0,0,6,0,6,0,4,0,3,0,0,0,0,0,0,0,10,0,138,0,29,0,212,33,120,125,70,123,7,6,17,22,0,124,121,208,15,0,22,0
1250,44,41,43,54,107,131,85,100,92,77,93,98,73,68,45,45,29,25,596,654,10,87,7,38,22,28,4,29,9,28,10,21,8,18,9,23,9,4,9,19,7,26,0,0,0,47,32,36,55,0,426,84,134,11,1140,110,667,583,521,515,60,23,82,49,0,378,872,970,151,10,68,51
1010,45,27,11,37,102,148,139,59,71,67,71,50,51,48,34,20,19,11,550,460,18,81,0,26,28,30,12,24,4,18,6,12,0,21,9,10,35,0,0,14,5,7,0,0,9,45,16,48,20,47,316,56,79,14,923,87,548,462,409,409,75,13,67,37,0,136,874,746,70,12,69,113
430,22,11,34,38,43,63,49,26,33,30,13,24,17,8,3,8,8,0,228,202,0,36,15,13,5,2,18,6,10,13,0,0,0,9,10,10,0,0,11,4,5,5,0,0,0,11,16,72,14,15,15,68,47,0,404,26,262,168,226,161,14,4,15,10,6,0,424,315,24,5,41,45
1585,45,61,46,100,204,156,127,103,77,93,101,90,77,82,56,54,52,61,766,819,14,78,5,19,16,20,6,10,0,12,0,7,4,0,0,7,0,0,0,0,16,23,0,0,0,15,31,137,37,6,873,9,230,10,1335,250,677,908,635,667,96,31,76,80,0,796,789,1058,416,22,89,0
860,47,46,41,57,58,114,87,82,56,78,57,27,31,32,22,7,7,11,435,425,4,86,6,10,17,22,1,18,0,0,7,5,10,0,5,38,4,0,11,10,20,29,10,0,9,19,37,51,7,0,101,264,59,0,810,50,453,407,416,310,50,19,55,10,0,7,853,642,49,0,77,92
1005,65,36,20,56,87,135,105,91,80,78,71,73,38,28,24,10,8,0,498,507,35,72,0,33,20,15,0,11,23,21,0,9,9,10,14,12,0,0,6,5,28,28,4,0,0,24,12,77,44,9,159,236,83,6,951,54,555,450,461,339,77,38,59,31,0,0,1005,762,106,8,55,74
855,44,16,25,50,122,118,97,79,50,66,37,35,50,21,13,19,4,9,438,417,10,19,0,26,18,22,6,17,1,29,8,31,0,0,0,0,0,0,0,0,9,11,0,0,0,22,22,41,24,11,402,72,54,0,776,79,479,376,370,298,92,21,50,24,0,274,581,455,241,31,32,96
315,17,9,6,14,24,51,42,29,22,16,18,22,17,6,15,7,0,0,161,154,9,55,0,11,10,16,3,0,0,21,0,11,0,0,0,8,8,0,8,0,0,0,0,0,0,15,0,0,0,17,99,10,12,2,286,29,185,130,138,110,19,15,22,11,0,0,315,195,57,13,0,50
460,19,21,14,12,28,56,80,48,31,31,21,35,13,17,11,6,7,10,252,208,8,13,10,13,12,18,4,7,0,7,0,7,0,7,6,14,8,8,7,7,0,1,0,0,0,31,7,36,0,13,64,92,60,0,443,17,283,177,211,152,44,13,29,11,0,0,460,317,59,20,41,23
640,20,24,25,15,19,41,30,20,32,54,39,51,58,55,40,36,33,48,279,361,0,66,7,28,8,44,8,21,7,31,3,9,6,0,2,17,16,0,11,0,13,53,0,0,0,0,21,21,11,0,193,0,44,0,581,59,265,375,199,279,40,14,58,50,0,264,376,591,49,0,0,0
860,38,21,30,20,40,62,70,47,60,68,72,77,62,62,31,31,36,33,387,473,0,15,15,52,34,14,23,24,8,32,0,16,0,15,27,40,22,0,0,0,7,37,0,0,0,13,0,18,4,0,281,44,111,8,761,99,427,433,309,347,56,30,68,50,0,460,400,708,53,13,7,79
430,19,6,12,6,25,33,17,34,30,30,55,31,26,26,19,25,13,23,198,232,0,14,0,25,15,12,3,4,0,16,0,9,0,0,13,0,0,0,18,0,0,0,0,0,0,0,0,5,19,0,250,0,27,0,391,39,145,285,131,188,39,6,29,37,0,231,199,361,0,11,21,37
1190,17,19,21,25,52,74,63,50,75,79,117,130,84,102,79,93,73,37,535,655,20,47,0,47,21,49,4,25,3,24,6,27,0,10,64,23,20,0,10,0,0,31,7,8,0,17,0,29,32,0,472,29,151,14,1040,150,488,702,325,607,54,30,91,83,0,652,538,1055,92,10,16,17
630,46,17,3,15,25,80,95,70,48,42,31,47,37,30,18,10,6,10,304,326,15,57,0,10,4,17,0,0,9,14,0,0,6,0,14,13,18,0,8,7,5,42,9,0,6,41,30,62,20,0,125,33,65,0,568,62,344,286,228,247,61,19,50,25,0,0,630,542,48,0,40,0
660,31,26,17,31,30,44,58,38,45,68,67,54,39,34,29,24,19,6,320,340,5,29,0,30,22,27,6,14,9,22,0,7,0,12,23,20,32,0,11,0,9,30,0,0,0,8,10,39,27,5,186,19,58,0,582,78,406,254,263,252,49,8,53,35,0,351,309,578,31,10,0,41
755,32,47,34,45,57,64,57,45,48,73,65,57,50,32,22,7,5,15,363,392,0,42,14,14,28,19,9,17,0,18,5,12,1,11,4,12,5,0,15,0,0,19,0,0,0,11,0,41,6,23,327,41,61,0,681,74,426,329,313,349,35,8,32,18,72,0,683,599,135,15,6,0
545,22,17,13,25,50,41,44,32,39,40,37,55,47,27,12,16,16,12,275,270,0,51,0,32,20,35,9,33,0,27,7,0,0,0,0,13,0,0,19,10,0,28,0,5,6,0,0,0,22,0,146,42,40,0,522,23,247,298,221,254,14,4,17,35,136,0,409,364,20,11,12,138
595,17,17,14,7,22,22,30,7,21,29,20,28,40,50,29,47,64,131,250,345,0,16,0,51,5,15,0,12,17,17,0,12,0,24,0,0,0,0,14,9,9,0,0,0,0,0,0,13,51,0,167,141,22,0,326,269,195,400,159,215,4,12,60,145,36,0,559,382,26,0,7,180
670,17,17,30,40,62,56,40,38,43,50,53,58,52,20,35,28,23,8,329,341,15,34,0,18,9,3,0,6,0,12,0,6,0,0,0,15,0,4,25,10,9,24,0,0,0,14,0,24,32,0,255,91,64,0,586,84,281,389,261,311,24,8,30,36,93,0,577,590,38,0,11,31
715,30,42,41,46,47,56,45,50,47,55,53,38,39,41,46,15,19,5,351,364,0,48,11,45,20,14,3,0,0,7,2,0,0,3,12,9,13,4,10,5,10,3,0,0,0,0,0,16,78,19,336,17,25,5,641,74,322,393,308,332,16,5,16,38,135,0,580,551,65,0,0,99
575,27,28,27,25,49,71,33,35,37,42,43,38,38,15,23,10,16,18,291,284,0,47,0,26,4,12,0,4,0,8,0,0,0,0,2,2,5,0,26,6,6,0,0,0,0,42,0,21,21,0,279,0,64,0,486,89,199,376,251,272,16,5,20,11,97,0,478,442,47,15,9,62
885,21,31,45,50,91,66,67,59,47,70,76,59,50,53,41,25,18,16,423,462,7,14,0,45,4,0,0,11,0,23,0,0,9,0,0,8,0,0,12,0,0,8,0,0,0,56,0,9,47,0,492,18,120,2,781,104,391,494,361,402,15,19,42,46,78,0,807,692,77,8,60,48
520,39,23,9,18,65,55,63,38,40,36,33,22,29,7,14,10,9,10,253,267,0,11,0,14,0,0,0,0,0,0,0,13,0,4,0,10,6,6,15,0,0,8,0,0,0,19,0,0,10,15,258,42,89,0,469,51,223,297,215,231,27,14,22,11,2,0,518,381,64,0,21,54
400,13,8,13,17,32,35,40,27,30,35,28,38,26,24,11,7,11,5,189,211,4,25,0,14,0,10,6,9,2,13,13,0,0,0,7,11,0,0,0,0,0,7,0,0,0,18,13,19,8,0,102,73,37,9,369,31,231,169,169,127,30,13,39,22,6,0,394,353,22,0,19,6
250,4,16,14,15,11,25,26,24,32,11,18,19,11,14,4,0,0,6,127,123,7,25,0,22,8,1,0,0,0,9,0,7,0,0,0,5,0,0,8,0,0,0,13,0,11,0,13,26,25,12,29,0,28,1,242,8,120,130,128,72,14,5,19,12,0,0,250,218,32,0,0,0
500,39,19,21,29,21,55,44,45,44,19,38,36,28,22,16,15,6,3,255,245,0,45,7,25,24,10,0,8,0,21,0,6,0,0,3,3,2,11,10,5,0,65,4,0,0,12,8,19,14,0,96,12,88,2,464,36,236,264,226,178,42,6,27,21,0,113,387,399,42,0,15,44
400,5,16,11,6,20,48,38,24,42,34,34,30,28,14,10,15,18,7,186,214,8,20,0,12,11,8,3,7,0,23,0,9,0,15,0,13,0,0,7,0,0,0,0,0,8,8,0,39,25,6,112,32,33,1,366,34,216,184,120,176,39,5,52,8,0,0,400,325,36,0,23,16
840,58,44,39,42,66,82,121,81,82,69,51,45,26,14,11,6,2,1,423,417,10,46,0,29,13,18,0,20,0,35,0,12,2,6,4,10,14,0,0,3,0,145,7,0,0,0,0,93,85,14,187,13,74,0,770,70,422,418,369,334,61,19,47,10,8,381,451,595,68,22,94,61
1260,42,33,37,62,201,175,138,104,75,49,59,41,69,73,28,41,17,16,620,640,7,37,0,12,13,10,5,0,0,20,0,18,0,8,16,6,5,12,11,0,0,21,14,0,0,12,15,40,19,7,683,78,176,15,1114,146,515,745,573,453,96,40,56,42,0,577,683,650,238,23,71,278
715,36,28,32,57,61,85,37,42,47,55,51,43,40,48,21,15,9,8,370,345,0,8,0,30,13,19,19,13,0,0,8,15,19,0,0,0,0,4,0,10,0,8,0,0,0,10,10,8,62,32,348,21,57,1,659,56,350,365,342,321,17,3,12,20,59,0,656,639,34,8,10,24
1300,78,63,44,48,89,113,142,115,103,89,117,72,81,54,49,23,10,10,646,654,42,130,0,66,37,39,17,26,12,35,18,34,16,17,23,62,31,8,10,7,16,55,12,0,16,21,27,139,38,0,198,54,94,0,1184,116,695,605,553,479,83,37,95,53,42,159,1099,996,102,0,45,157
2455,117,68,63,111,206,305,244,232,184,169,153,166,125,100,58,71,51,32,1139,1316,34,111,35,64,41,55,22,38,14,43,8,32,0,10,19,39,13,0,15,12,38,65,4,0,12,29,121,185,63,17,899,81,335,1,2191,264,1282,1173,983,1057,151,53,111,100,28,1052,1375,2046,269,44,57,39
515,24,24,11,15,49,54,64,48,35,52,25,34,22,15,14,6,11,12,266,249,0,53,0,28,31,11,6,10,5,14,0,13,7,0,0,13,7,0,10,0,0,6,0,0,19,24,8,45,76,8,0,88,20,13,491,24,282,233,199,177,51,24,43,21,0,0,515,279,90,0,53,93
1280,82,44,34,43,120,158,148,97,83,97,55,98,58,46,51,38,13,15,626,654,30,64,13,30,31,17,18,24,17,6,13,6,0,12,13,18,6,3,14,6,16,32,7,0,5,28,22,51,93,10,471,71,131,2,1180,100,636,644,498,533,124,18,68,39,60,321,899,1019,108,10,52,91
795,71,65,31,31,59,87,94,82,61,42,67,27,25,15,19,11,5,3,419,376,15,24,0,38,17,20,15,15,0,23,9,10,7,9,14,13,9,0,11,0,14,11,0,9,13,29,124,187,27,25,64,26,17,0,709,86,391,404,351,258,68,29,56,33,0,0,795,535,86,10,59,105
400,18,19,9,21,38,23,42,40,42,27,31,27,12,22,13,6,7,3,200,200,0,19,0,20,8,8,0,5,0,9,0,9,3,2,4,8,3,0,9,0,0,28,0,0,13,0,26,54,24,12,81,0,52,3,339,61,212,188,171,161,29,10,18,11,31,0,369,299,19,0,16,66
995,17,36,9,17,25,42,58,55,61,72,94,85,81,64,51,35,55,138,475,520,39,97,0,72,38,36,5,26,8,49,0,15,0,28,21,22,14,6,8,0,9,30,10,0,12,30,6,39,59,0,210,27,79,0,935,60,343,652,352,289,42,43,142,127,0,465,530,699,74,0,24,198
760,37,39,26,35,60,69,81,65,66,38,64,40,53,36,21,11,8,11,367,393,8,63,0,17,14,22,11,8,5,27,0,13,0,5,6,0,0,9,19,0,22,0,8,0,0,14,40,54,51,29,176,84,38,17,719,41,412,348,318,285,51,16,65,25,5,0,755,535,84,0,13,128
525,15,14,13,14,14,32,34,35,33,39,31,39,48,57,33,29,27,18,237,288,0,30,0,25,10,15,6,11,9,12,0,8,5,4,21,0,12,7,18,0,0,0,14,0,8,12,12,0,54,7,164,23,32,6,460,65,251,274,158,208,28,21,69,41,5,119,401,455,31,7,10,22
690,27,27,25,36,70,53,45,55,70,73,59,39,47,26,17,6,8,7,348,342,14,51,18,10,20,13,8,4,0,6,3,9,12,7,0,6,1,13,13,0,9,0,5,0,0,11,4,11,36,0,292,64,41,9,633,57,459,231,279,291,49,19,31,21,47,0,643,597,65,9,19,0
530,28,31,35,43,33,43,48,41,34,39,25,44,24,19,14,11,12,6,280,250,22,41,9,23,18,10,1,8,10,16,5,15,0,10,11,12,3,0,19,16,0,0,12,0,0,27,6,13,83,0,110,0,30,0,488,42,260,270,216,245,19,7,21,22,12,0,518,411,75,10,0,34
400,22,10,10,21,17,26,31,11,17,29,38,29,24,31,21,21,15,27,197,203,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,8,6,0,0,0,0,11,0,0,0,0,22,0,44,0,204,42,34,4,326,74,219,181,162,180,10,4,17,27,32,0,368,332,0,11,10,47
685,29,30,31,43,71,55,58,39,49,40,50,50,34,24,23,27,10,22,350,335,20,41,12,11,16,23,3,10,16,14,0,6,0,0,8,8,0,7,0,20,5,18,5,0,0,6,0,8,87,14,213,50,64,0,618,67,357,328,288,304,21,3,43,26,73,0,612,586,70,12,13,4
785,51,45,34,35,67,57,76,73,54,80,65,53,25,27,17,11,7,8,352,433,12,60,0,30,13,31,0,8,8,16,0,11,5,7,12,8,0,6,10,0,17,6,0,5,5,32,15,29,25,40,229,108,37,0,752,33,446,339,367,300,31,12,54,21,24,2,759,697,27,0,4,57
400,26,14,33,23,40,39,20,18,22,30,35,29,25,15,11,11,7,2,185,215,67,15,0,12,4,8,6,0,0,0,0,0,0,0,0,22,0,0,0,0,20,0,0,0,14,16,0,20,17,0,83,75,20,1,375,25,208,192,199,120,26,6,36,13,19,0,381,318,43,9,21,9
455,23,25,29,25,33,39,27,32,22,31,52,25,31,23,19,11,7,1,202,253,0,52,0,12,21,18,14,11,0,14,0,9,0,3,0,3,0,0,10,5,0,0,0,0,0,11,0,0,32,0,57,130,47,6,409,46,277,178,214,187,25,6,9,14,61,0,394,424,21,0,0,10
480,18,12,16,32,60,48,27,29,35,35,40,36,32,21,22,8,2,7,239,241,8,39,0,11,2,3,0,0,0,0,0,0,0,0,0,22,0,0,4,5,29,0,0,0,0,8,0,0,18,0,105,177,46,3,422,58,296,184,221,186,22,11,23,17,38,0,442,432,15,0,24,9
675,22,33,24,55,44,54,60,47,39,42,57,58,43,40,19,17,10,11,329,346,0,41,0,19,9,6,6,10,0,24,0,0,5,9,0,0,0,0,6,7,0,5,1,0,0,0,0,0,110,6,194,145,51,21,645,30,356,319,293,304,30,0,21,27,44,0,631,604,22,15,0,34
1195,36,61,37,75,108,126,96,75,86,84,109,104,73,32,33,19,25,16,572,623,10,52,0,42,20,24,5,12,9,8,6,0,0,0,13,14,0,0,16,28,23,7,2,0,0,29,9,25,22,19,386,256,137,21,1065,130,646,549,539,438,81,23,61,53,18,322,855,963,62,20,58,92
625,24,14,28,37,63,73,49,34,31,33,63,46,46,24,15,19,13,13,316,309,7,27,7,25,10,16,0,6,0,0,17,0,0,0,5,0,0,0,30,10,6,0,1,0,0,10,6,0,28,12,228,50,97,27,545,80,319,306,291,255,18,4,26,31,60,0,565,522,44,11,45,3
485,24,14,25,41,37,22,42,29,42,24,57,26,25,28,17,18,3,11,231,254,21,11,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,21,44,8,39,0,128,148,34,0,427,58,249,236,228,185,19,7,28,18,38,0,447,463,8,0,14,0
595,19,19,29,28,58,56,33,50,39,37,44,48,38,17,27,14,17,22,314,281,0,27,0,11,18,18,4,0,0,24,0,9,12,0,0,9,0,0,8,19,0,0,0,0,0,6,0,18,49,36,155,116,53,3,513,82,301,294,251,229,38,11,34,32,70,0,525,464,62,20,12,37
555,30,28,19,20,45,52,29,38,30,35,55,31,39,36,22,11,18,17,235,320,8,16,0,6,6,9,7,9,0,0,7,7,0,0,0,0,11,0,15,9,0,0,0,0,0,0,0,8,94,23,215,60,42,3,467,88,311,244,229,240,25,7,28,26,58,0,497,493,44,0,11,7
540,26,21,17,41,51,49,40,24,26,34,58,51,33,17,17,5,12,18,252,288,0,14,17,11,10,0,0,9,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,21,0,56,0,258,34,73,7,451,89,257,283,237,229,18,3,25,28,49,0,491,475,46,0,19,0
575,29,23,30,27,46,56,35,37,35,22,51,39,45,39,21,18,14,8,278,297,12,16,0,29,21,12,0,7,0,13,0,9,4,0,0,9,0,5,8,5,8,0,0,0,0,16,9,0,8,0,284,37,63,0,494,81,292,283,226,256,24,16,20,33,52,0,523,517,48,0,10,0
