"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
2305,90,65,87,131,150,355,335,283,199,123,118,104,89,70,49,22,21,14,1290,1015,29,272,1,152,63,67,33,26,31,75,6,28,9,28,33,33,30,11,61,12,16,20,11,0,7,81,39,172,199,33,393,128,189,17,2272,33,1605,700,1119,678,293,35,145,35,423,1411,471,1637,285,43,115,225
465,16,6,12,16,45,66,70,60,30,45,20,25,13,21,9,10,1,0,223,242,8,32,0,28,12,20,9,9,0,22,4,7,6,6,6,7,10,1,11,1,1,2,6,0,3,26,10,28,33,7,65,24,56,5,455,10,365,100,240,116,57,10,35,7,60,290,115,335,50,15,29,36
640,34,23,20,24,44,102,69,53,29,44,38,39,34,33,18,16,11,9,376,264,11,60,2,38,9,22,8,5,7,17,1,4,6,13,6,14,12,0,17,8,6,15,4,0,2,30,16,30,43,11,155,23,43,2,557,83,355,285,330,127,73,16,59,35,77,400,163,432,71,6,46,85
1895,53,53,51,96,180,309,288,193,143,137,107,102,68,49,22,21,18,5,1033,862,33,179,1,118,36,59,27,29,31,63,11,17,4,36,20,33,19,5,27,15,10,19,9,1,4,55,38,120,164,30,358,145,163,16,1865,30,1410,485,952,533,204,46,135,25,275,1290,330,1238,344,41,95,177
565,22,19,11,10,30,82,91,68,39,30,36,30,30,23,15,16,10,3,265,300,12,33,3,37,17,25,9,15,8,16,1,9,1,13,12,7,7,2,12,7,5,10,4,0,2,7,17,44,54,13,88,33,39,3,555,10,395,170,194,225,93,8,30,15,105,320,140,397,85,9,38,36
485,35,19,25,20,16,25,54,35,52,30,43,35,35,15,15,15,10,6,235,250,13,54,0,43,13,17,8,6,5,14,0,6,5,6,5,7,3,6,12,3,4,1,6,0,0,8,17,26,33,13,86,26,35,4,475,10,265,220,190,220,35,10,20,10,108,205,172,370,40,10,15,50
705,30,30,15,19,25,50,63,70,58,60,55,54,50,42,25,20,25,14,343,362,2,71,4,53,31,38,21,15,8,31,5,19,7,10,10,11,3,4,8,3,6,4,6,0,1,9,17,57,44,4,148,27,27,1,685,20,375,330,265,240,90,16,65,29,107,385,213,530,54,10,35,76
1180,51,30,25,31,55,95,100,105,96,95,105,85,79,95,65,35,20,13,607,573,11,173,3,99,44,43,17,22,6,51,5,17,10,11,17,28,14,6,24,6,9,13,6,0,1,26,13,97,72,8,177,63,78,10,1163,17,750,430,355,485,184,25,91,40,265,590,325,899,126,33,64,58
590,7,15,12,18,56,111,94,66,50,34,25,25,19,25,10,13,3,7,330,260,15,57,0,39,20,21,11,9,12,27,2,9,3,13,4,9,7,1,24,5,6,10,4,0,0,28,12,15,41,6,105,29,37,9,585,5,450,140,325,112,91,16,35,11,58,432,100,441,72,10,37,30
855,31,23,31,34,55,110,119,60,44,45,64,66,49,49,32,13,15,15,447,408,12,112,2,72,28,48,17,8,19,40,4,17,4,22,12,8,16,1,11,7,3,16,7,0,1,21,20,27,55,8,144,40,46,7,840,15,589,266,365,265,120,15,55,35,217,386,252,685,108,9,18,35
980,20,28,33,44,52,140,124,69,50,51,62,59,66,72,41,30,26,13,532,448,16,98,0,66,36,32,16,21,17,42,2,17,7,25,10,18,19,7,13,8,9,14,3,0,0,33,16,66,71,13,172,45,66,2,967,13,630,350,400,310,104,35,95,36,185,570,225,749,130,21,48,32
885,17,17,16,31,91,164,136,86,51,50,46,46,51,38,21,14,5,5,485,400,21,87,0,56,38,38,26,23,10,44,4,16,3,18,16,18,22,5,21,4,7,17,8,0,3,37,22,58,28,9,100,30,86,10,870,15,685,200,475,175,143,15,60,17,135,385,365,600,131,15,59,80
320,11,6,7,13,10,35,32,37,35,25,30,28,19,18,5,5,2,2,152,168,18,28,2,14,14,13,6,9,10,15,0,6,5,7,1,9,14,1,3,0,3,8,0,0,0,19,9,4,19,2,35,34,10,2,315,5,230,90,145,66,50,10,39,10,42,120,158,239,30,3,1,47
570,26,13,11,10,10,44,55,40,40,35,54,45,35,49,30,25,21,27,278,292,10,52,1,60,25,36,12,20,16,31,0,25,6,6,11,7,7,4,5,2,4,5,3,0,0,21,10,31,14,5,97,22,22,0,480,90,335,235,189,150,80,25,75,51,90,205,275,410,35,3,25,97
415,8,5,1,7,40,96,86,40,35,20,20,20,16,9,5,0,4,3,220,195,8,22,0,22,23,22,9,17,9,24,0,9,1,6,1,12,5,0,11,4,3,5,0,0,3,25,8,15,17,4,51,32,41,6,410,5,382,33,205,75,94,6,30,5,42,221,152,275,90,18,10,22
535,10,4,12,6,25,96,89,65,23,45,48,29,30,20,14,10,5,4,278,257,9,41,2,52,27,36,9,18,4,27,4,14,4,13,5,9,14,0,16,4,9,16,0,0,1,19,19,9,23,11,63,23,28,6,530,5,445,90,240,115,112,10,49,9,42,340,153,404,74,20,24,13
470,6,5,5,25,31,74,68,40,53,31,35,29,24,18,10,9,4,3,260,210,10,65,0,40,14,20,3,8,4,22,1,9,3,7,11,11,9,0,8,4,3,8,5,0,0,18,7,13,31,3,76,29,27,1,468,2,394,76,212,153,54,10,35,6,101,230,139,350,80,10,10,20
435,20,5,9,17,35,84,64,59,29,24,20,20,15,9,7,7,5,6,236,199,7,74,1,39,21,19,8,4,6,16,0,1,0,9,3,2,6,0,8,5,1,5,0,0,0,13,12,7,29,10,69,27,32,1,433,2,320,115,190,135,79,5,19,7,102,213,120,260,84,9,32,50
475,7,9,11,19,45,91,75,45,45,25,24,26,24,14,5,8,1,1,260,215,8,41,0,45,17,12,10,6,5,14,2,7,3,7,9,4,13,1,14,1,4,6,4,0,1,14,5,12,40,9,89,35,33,4,468,7,395,80,220,140,70,10,25,10,102,254,119,325,96,5,14,35
400,9,8,9,12,25,61,50,30,34,25,19,30,20,24,24,10,5,5,230,170,11,28,0,33,16,12,7,10,13,25,0,6,1,9,7,8,1,0,9,3,1,3,3,0,1,13,9,16,39,2,69,18,26,1,395,5,295,105,191,108,48,11,31,11,77,224,99,359,20,3,6,12
455,10,11,8,17,19,47,63,44,23,32,38,32,23,23,29,15,15,6,215,240,9,47,1,41,7,21,7,15,6,14,1,6,1,10,7,6,12,1,19,1,0,4,6,0,1,13,9,16,38,10,76,26,23,1,445,10,275,180,164,154,61,14,40,22,68,304,83,355,44,1,15,40
680,11,17,19,29,32,69,79,64,43,49,46,55,44,37,42,20,15,9,346,334,5,81,0,58,16,18,14,6,16,23,4,11,8,13,15,18,9,1,9,0,5,17,6,0,3,13,16,23,51,9,132,36,41,3,671,9,450,230,250,256,68,20,64,22,146,396,138,585,48,8,9,30
630,17,15,13,19,37,96,85,54,41,29,38,30,39,45,31,23,9,9,353,277,17,56,2,60,17,21,15,7,8,27,1,14,1,12,6,13,11,5,10,4,2,6,5,0,1,15,14,42,46,7,101,33,49,2,620,10,430,200,240,204,79,15,64,28,89,435,106,473,53,14,33,57
765,28,19,22,38,69,94,111,92,60,58,44,42,28,18,13,16,5,8,413,352,17,60,0,42,16,19,10,8,16,22,0,10,2,12,8,9,14,3,16,3,5,8,4,0,1,16,12,52,72,8,173,49,74,4,755,10,550,215,357,228,93,16,58,13,105,535,125,559,105,12,42,47
455,9,10,5,21,28,59,52,46,36,28,37,27,31,31,15,11,5,4,228,227,4,41,0,35,11,23,6,7,11,18,2,10,1,9,1,9,8,3,10,1,2,6,0,0,0,15,7,29,32,6,89,28,24,7,445,10,367,88,200,130,56,15,40,14,90,232,133,379,49,6,11,10
435,7,16,11,19,33,74,52,49,33,35,27,17,18,10,14,8,5,7,243,192,7,65,1,34,14,11,6,5,9,23,1,6,3,4,7,3,10,1,14,2,3,0,3,0,2,7,4,11,29,8,68,16,57,1,431,4,321,114,207,128,57,7,26,10,105,207,123,355,45,5,15,15
505,16,24,30,32,78,79,64,45,20,22,20,15,20,12,15,3,6,4,250,255,1,38,1,17,11,12,3,6,6,18,0,2,1,3,11,4,4,1,14,3,2,12,2,0,1,16,6,50,37,8,87,38,90,0,490,15,290,215,305,126,40,5,19,10,100,249,156,380,53,8,44,20
675,19,13,19,32,65,115,93,68,43,45,35,30,35,19,17,13,7,7,358,317,10,58,0,64,28,16,3,9,13,19,1,8,1,12,5,7,14,2,16,12,8,5,8,0,2,14,8,22,52,13,134,45,63,3,665,10,480,195,319,195,87,12,47,15,157,336,182,473,96,5,36,65
780,17,16,16,25,71,126,109,89,50,56,60,40,30,34,19,10,5,7,370,410,19,93,0,67,19,22,15,9,11,38,2,22,3,17,10,13,16,4,13,9,4,7,3,2,0,15,17,32,57,7,131,44,52,7,774,6,620,160,342,251,101,19,54,13,183,380,217,557,140,14,35,34
2280,93,72,70,123,166,255,281,211,189,160,156,160,126,80,52,33,30,23,1129,1151,27,197,4,114,40,72,29,39,27,57,6,17,11,23,20,25,30,10,40,8,17,31,4,0,6,53,40,133,267,41,548,139,190,15,2180,100,1507,773,971,910,212,35,109,43,641,1134,505,1711,312,35,88,134
410,15,5,7,6,12,25,35,35,30,30,44,40,40,35,18,17,10,6,222,188,8,52,1,42,26,27,10,11,5,31,3,14,1,8,6,8,5,0,5,0,5,4,6,0,2,8,11,18,13,1,45,20,13,1,407,3,310,100,125,141,60,10,49,25,66,155,189,330,25,10,2,43
615,18,14,18,15,18,45,50,35,20,49,55,64,59,54,41,30,15,15,302,313,23,58,3,67,27,47,20,13,13,43,10,18,1,8,11,11,10,2,13,8,1,2,10,0,1,9,6,12,29,9,76,22,28,4,610,5,335,280,234,185,85,16,60,35,107,325,183,488,45,10,12,60
595,10,8,15,23,20,50,71,49,29,39,36,55,50,44,36,21,19,20,302,293,10,60,0,61,12,23,13,10,13,29,0,20,2,13,8,9,6,4,16,3,4,5,5,0,0,10,12,27,39,10,104,33,28,6,579,16,375,220,150,237,83,15,59,51,109,371,115,500,60,10,10,15
505,10,16,12,15,20,60,65,44,35,40,35,30,34,32,26,17,8,6,240,265,6,79,0,46,10,22,8,7,10,30,0,8,0,9,10,7,9,3,8,1,2,9,9,0,0,19,7,19,40,7,67,28,21,4,500,5,345,160,199,143,65,19,61,18,78,319,108,460,24,4,11,6
700,13,29,28,29,25,92,80,60,29,50,62,29,30,39,36,25,25,19,354,346,18,77,1,75,17,25,12,12,9,41,3,7,9,9,5,16,11,5,16,5,4,11,3,0,0,8,13,24,53,14,115,38,38,6,690,10,430,270,314,214,66,8,57,41,156,350,194,560,55,3,32,50
570,16,13,18,9,20,55,70,60,39,39,54,40,33,39,29,20,8,8,316,254,17,62,2,42,24,32,17,12,10,36,0,11,0,13,10,18,14,4,11,8,6,11,6,1,0,19,6,17,27,7,73,33,20,1,560,10,350,220,225,140,105,9,75,16,96,280,194,430,50,10,10,70
550,16,6,5,12,35,99,99,50,34,30,31,35,30,30,23,5,5,5,290,260,7,68,1,51,23,38,19,10,16,37,6,11,5,23,5,10,11,0,11,5,6,10,3,0,1,8,8,24,22,2,58,14,28,9,540,10,460,90,240,100,130,20,50,10,90,230,230,440,55,18,15,22
425,20,10,8,15,15,21,30,20,26,21,30,41,35,63,30,17,15,8,215,210,7,45,1,59,21,29,9,13,11,21,0,18,5,4,3,6,2,0,10,0,5,11,3,0,0,11,11,7,19,6,56,17,12,3,423,2,275,150,114,230,40,5,20,16,105,135,185,399,20,0,1,5
510,25,25,10,20,20,49,50,56,30,30,45,51,20,30,25,10,6,8,238,272,14,83,2,71,23,36,15,15,15,19,4,15,0,8,7,17,4,1,10,3,5,4,5,0,0,5,4,26,16,5,40,15,16,7,509,1,385,125,200,170,80,5,40,15,104,182,224,395,41,23,28,23
595,16,10,10,16,40,120,95,67,35,40,30,40,35,15,15,5,5,1,285,310,12,78,2,65,28,41,20,17,6,32,5,19,3,19,5,13,15,5,13,1,8,5,2,0,0,8,8,14,20,5,66,23,27,10,590,5,505,90,294,111,125,8,50,7,104,243,248,449,72,18,25,31
530,15,10,6,9,29,117,103,49,43,29,20,34,25,20,5,2,5,9,260,270,18,49,1,43,24,33,9,15,8,32,1,11,6,20,6,12,11,7,10,3,3,14,5,1,0,32,2,23,15,3,64,18,23,8,530,0,445,85,244,105,130,7,25,19,82,195,253,395,60,29,12,34
580,15,9,18,14,40,101,77,55,45,34,35,35,35,25,20,5,5,12,260,320,16,95,0,54,32,47,5,23,11,36,0,17,3,18,7,16,5,0,13,6,4,2,3,0,2,8,4,8,22,3,77,18,21,4,575,5,400,180,249,131,135,10,44,11,103,207,270,404,60,31,15,70
355,5,1,3,16,20,71,64,30,25,25,20,20,20,18,8,5,4,0,168,187,7,42,1,35,20,15,6,6,10,20,3,10,2,4,10,8,4,0,6,0,5,10,4,0,4,12,0,6,21,0,44,16,18,6,355,0,319,36,173,72,67,5,35,3,69,166,120,290,50,0,12,3
540,15,11,7,11,25,86,81,57,34,34,30,34,28,37,28,12,8,2,258,282,9,86,0,75,23,29,11,6,7,29,1,11,9,10,7,14,4,2,9,3,7,8,7,0,0,11,8,15,22,2,65,25,20,5,539,1,445,95,209,139,107,10,60,15,111,233,196,484,31,6,8,11
630,23,16,6,16,30,79,80,45,15,45,31,35,40,50,40,24,30,25,250,380,9,112,0,58,29,27,16,17,7,38,3,13,4,17,16,17,18,2,12,8,6,1,4,0,0,12,2,6,34,6,94,15,24,3,550,80,385,245,247,133,99,20,61,70,116,241,273,469,50,15,7,89
585,24,7,9,9,39,86,82,58,34,34,44,34,39,39,19,14,9,5,255,330,7,109,0,61,34,23,10,18,9,20,7,13,1,11,10,19,10,1,20,4,4,9,3,0,0,11,20,24,16,4,64,18,21,4,580,5,475,110,240,145,130,15,45,10,105,232,248,475,65,8,19,18
590,20,6,15,18,25,44,42,49,39,41,58,53,49,56,25,25,11,14,275,315,14,51,0,70,32,57,17,17,10,44,4,16,5,16,4,9,18,5,10,4,6,4,8,0,0,5,28,11,17,4,54,19,22,9,589,1,415,175,215,190,90,10,60,25,125,198,267,527,46,0,8,9
700,36,17,20,25,55,109,70,45,42,40,36,35,35,60,40,20,10,5,330,370,7,125,3,60,21,28,16,10,18,39,1,11,5,17,9,19,11,9,21,4,5,5,4,1,0,8,11,19,44,13,97,25,33,1,690,10,475,225,297,244,88,10,40,21,183,305,212,534,81,17,25,43
465,8,20,19,17,20,33,30,23,34,39,27,34,55,34,27,18,14,13,225,240,2,69,2,67,21,28,10,7,3,30,1,7,1,8,1,13,12,2,7,4,2,5,3,1,0,8,2,10,29,11,65,19,14,1,460,5,335,130,145,210,39,15,30,26,135,157,173,385,60,1,10,9
370,8,10,13,8,16,37,33,21,16,16,22,27,21,30,21,26,16,29,177,193,8,62,2,54,12,16,4,5,4,11,1,8,1,4,5,4,7,0,1,6,1,1,4,0,0,5,4,8,17,3,79,13,17,3,300,70,190,180,109,113,48,10,35,55,87,149,134,268,30,8,10,54
435,10,23,25,23,20,10,10,14,20,25,40,50,39,46,34,19,12,15,205,230,17,31,2,36,22,27,3,12,7,27,0,12,6,19,13,5,6,0,10,3,3,6,4,1,2,8,17,16,18,0,60,12,23,7,425,10,160,275,175,115,30,10,75,30,83,164,188,419,15,1,0,0
485,14,26,36,27,20,36,51,41,31,40,45,31,26,21,20,6,5,9,250,235,10,35,2,49,19,13,6,10,14,20,1,5,2,8,7,8,1,0,14,2,1,8,2,0,0,16,8,19,49,5,88,32,29,2,475,10,280,205,180,190,55,15,30,15,123,213,149,325,80,11,19,50
510,24,20,35,50,43,30,20,12,26,58,35,35,25,39,30,14,10,4,243,267,2,76,1,45,22,24,15,8,12,22,2,13,1,1,8,11,7,1,11,0,0,6,1,0,0,2,5,8,14,16,68,19,87,2,485,25,200,310,220,240,15,10,15,10,130,148,232,372,38,10,14,76
455,20,25,30,25,35,30,15,20,31,40,30,15,35,30,34,20,10,10,213,242,11,40,0,39,16,22,12,8,4,28,2,9,2,5,0,12,4,1,11,2,1,1,9,0,0,6,6,8,32,6,123,12,22,1,440,15,230,225,165,205,40,6,29,10,112,147,196,405,25,2,15,8
510,15,38,37,49,39,29,15,18,30,56,50,35,30,25,16,9,5,14,238,272,2,54,0,46,28,20,7,10,7,27,1,15,3,5,4,10,7,4,4,7,0,3,2,0,0,12,14,16,40,14,105,20,21,2,500,10,295,215,210,245,20,5,20,10,119,135,256,420,34,7,38,11
570,25,35,47,44,40,11,15,30,45,50,45,45,45,30,26,16,9,12,270,300,21,81,0,45,22,31,14,8,19,21,6,10,2,17,8,8,4,6,6,0,2,4,2,0,0,9,10,12,31,6,109,25,28,3,530,40,290,280,240,270,12,9,19,20,135,165,270,515,30,6,10,9
520,13,20,51,56,46,28,13,15,36,61,36,41,25,36,12,15,10,6,237,283,2,45,0,41,23,25,19,6,11,39,1,13,1,12,14,11,2,7,3,5,5,5,0,0,1,14,3,9,36,5,91,35,34,2,490,30,285,235,240,230,14,6,15,15,122,154,244,485,25,5,2,3
435,10,20,25,49,30,15,15,13,26,52,38,40,25,20,25,10,10,12,200,235,0,61,0,54,15,17,1,2,9,31,4,9,0,8,8,5,1,1,4,0,0,1,9,0,0,6,3,10,28,11,89,17,28,3,405,30,235,200,180,210,15,5,15,10,121,129,185,360,56,3,10,6
545,15,31,38,51,53,15,20,19,36,51,38,41,38,46,16,20,10,7,285,260,7,74,0,45,15,20,7,8,3,24,1,11,2,11,8,6,5,5,15,1,1,8,1,0,2,7,7,7,51,5,141,26,18,3,520,25,295,250,230,262,26,3,14,10,189,193,163,460,45,4,19,17
630,25,25,45,55,48,35,38,33,47,66,55,45,32,21,21,17,10,12,295,335,9,76,0,38,14,19,6,8,9,12,1,10,4,4,2,9,4,3,17,4,4,6,4,0,0,8,9,18,49,11,198,36,37,1,600,30,295,335,276,262,39,13,25,15,192,289,149,466,100,9,20,35
530,14,25,35,43,54,17,26,28,27,52,54,35,25,35,18,15,19,8,263,267,2,60,3,26,14,18,13,6,10,20,3,3,0,5,5,9,5,0,6,1,2,0,1,0,0,8,8,18,56,10,138,34,46,0,500,30,270,260,230,244,20,5,20,11,176,210,144,430,33,1,26,40
525,20,40,31,35,47,22,31,27,50,54,40,27,35,26,17,10,10,3,240,285,6,65,1,39,7,21,6,1,9,11,3,1,3,4,6,5,7,3,14,6,0,6,3,0,2,8,6,17,63,18,111,31,38,4,500,25,305,220,230,244,14,13,14,10,184,198,143,460,40,1,10,14
605,23,30,40,50,44,30,30,25,35,64,49,40,25,35,28,24,20,13,295,310,1,60,1,47,10,24,9,8,10,26,1,8,2,0,5,7,6,5,9,2,0,3,3,1,0,10,14,15,61,9,184,26,38,0,570,35,230,375,245,289,30,4,25,12,192,268,145,481,44,11,20,49
495,25,25,30,40,40,40,15,20,45,35,40,30,30,30,20,15,10,5,255,240,2,80,0,41,19,26,10,5,18,22,4,6,2,4,8,10,9,5,17,2,1,2,1,0,0,7,11,25,32,5,82,22,17,0,485,10,280,215,219,195,30,15,21,15,128,156,211,435,31,6,10,13
530,15,35,44,35,42,25,25,15,30,65,35,30,45,30,17,20,12,10,255,275,4,44,2,41,18,35,9,6,1,27,0,7,6,11,7,7,8,7,3,0,0,0,6,1,0,5,2,15,25,7,182,18,26,0,500,30,200,330,220,230,25,10,25,20,123,163,244,460,20,0,15,35
445,20,35,50,35,24,20,10,15,35,51,40,35,25,19,7,11,5,8,205,240,1,71,2,41,18,17,6,5,5,23,0,5,1,10,10,2,2,4,6,1,3,6,5,0,0,9,7,7,21,5,108,16,28,0,415,30,200,245,200,205,15,5,10,10,116,105,224,380,26,8,20,11
450,16,28,34,39,39,24,15,15,24,44,49,34,34,24,15,10,5,1,220,230,2,90,1,44,9,23,5,7,14,18,3,9,0,8,4,4,4,0,4,2,5,3,1,0,1,15,2,6,14,6,95,21,28,2,420,30,255,195,195,220,20,5,5,5,105,116,229,340,55,1,41,13
390,16,30,30,30,20,15,15,10,30,46,25,30,25,24,25,5,5,9,190,200,3,29,0,27,15,22,5,6,9,5,2,8,0,10,6,10,5,1,11,0,1,3,0,1,2,10,14,6,15,2,119,21,22,0,375,15,170,220,165,196,9,5,10,5,98,127,165,305,64,0,10,11
500,17,29,43,35,34,30,20,15,50,40,50,29,31,26,15,16,11,9,247,253,6,63,1,46,10,20,7,2,7,21,0,6,2,2,2,8,6,2,12,2,2,3,1,0,0,15,8,9,54,12,103,28,39,1,460,40,220,280,210,243,12,5,15,15,150,211,139,415,40,4,11,30
420,11,20,36,35,30,24,19,14,23,35,45,25,35,19,18,15,10,6,207,213,2,38,0,27,13,19,3,4,2,11,1,4,2,5,3,4,1,0,8,2,2,3,1,0,1,1,3,10,40,6,165,12,24,3,400,20,185,235,173,208,10,8,11,10,135,155,130,335,44,3,18,20
520,20,24,38,38,39,29,21,20,29,44,59,28,29,34,25,20,15,8,250,270,3,44,0,47,11,16,6,4,9,22,3,8,1,6,6,7,4,1,3,2,2,2,0,0,0,12,5,12,47,8,151,44,32,2,490,30,265,255,220,263,10,2,15,10,154,211,155,460,27,3,15,15
485,15,20,29,35,56,25,25,26,25,35,35,35,39,41,15,10,10,9,233,252,3,63,0,44,12,12,8,8,5,22,0,7,1,9,0,9,10,1,2,2,0,8,0,1,1,12,5,15,48,4,104,26,42,1,465,20,270,215,205,235,17,6,8,14,150,188,147,420,30,3,15,17
605,20,34,35,44,51,45,29,30,31,71,51,31,36,24,31,21,11,10,275,330,5,66,0,49,9,18,5,5,2,14,0,3,1,8,7,8,11,2,19,6,1,6,1,0,0,6,9,18,60,16,164,44,40,2,575,30,315,290,250,285,25,10,20,15,180,296,129,466,89,9,20,21
510,11,26,36,41,41,31,20,19,21,51,61,44,41,30,14,13,5,5,250,260,6,42,0,28,8,18,8,6,5,19,1,6,3,5,5,2,9,2,8,3,0,6,4,1,0,3,5,17,35,9,173,23,47,3,485,25,260,250,206,240,17,6,25,16,160,225,125,436,24,6,15,29
520,14,30,28,38,39,21,20,24,34,49,49,39,30,35,25,18,15,12,242,278,4,77,1,43,12,22,7,12,6,24,1,5,0,6,2,12,9,3,10,3,4,2,2,1,2,7,1,13,45,7,117,21,34,5,500,20,330,190,200,260,25,5,11,19,164,198,158,432,40,3,30,15
475,10,25,37,40,31,26,14,16,31,47,32,36,26,41,26,14,15,8,227,248,3,41,2,44,9,15,5,2,7,25,0,5,4,7,6,4,6,3,15,0,0,1,2,0,0,7,8,12,35,9,140,21,34,3,450,25,230,245,195,230,11,5,14,20,150,185,140,375,74,2,6,18
555,15,24,24,44,54,31,25,19,29,35,51,58,44,31,20,25,15,11,280,275,8,68,2,45,16,20,6,6,15,11,0,10,0,6,8,6,10,4,14,0,2,4,2,0,0,6,11,15,51,8,125,33,36,7,525,30,330,225,215,280,16,4,15,25,170,223,162,460,65,6,7,17
500,15,24,33,39,37,24,15,24,25,39,39,39,34,39,19,29,12,14,245,255,8,65,2,42,8,21,5,6,2,24,1,5,4,2,3,1,9,2,9,1,4,7,1,0,2,8,5,17,37,12,136,18,32,1,470,30,189,311,186,273,8,5,13,15,145,203,152,434,36,3,15,12
505,15,35,44,44,38,26,11,15,31,56,46,36,36,36,15,7,10,4,258,247,8,80,3,26,17,19,5,7,4,19,3,6,2,12,5,10,15,1,13,0,2,5,4,0,2,10,7,10,36,5,95,29,44,1,480,25,250,255,220,240,15,5,10,15,131,172,202,450,49,0,2,4
490,16,24,31,42,40,15,17,15,25,45,48,40,35,32,25,20,12,8,242,248,12,35,0,47,14,14,8,9,7,25,1,9,3,7,7,6,8,3,4,1,2,3,3,2,0,5,11,16,55,6,115,28,23,1,445,45,215,275,185,266,11,5,13,10,146,198,146,395,35,4,12,44
475,15,28,35,42,35,20,17,12,30,46,40,37,41,20,30,10,10,7,235,240,5,19,1,24,5,16,4,7,11,16,2,6,0,3,5,8,13,1,4,4,2,2,0,0,0,7,12,13,38,9,188,23,26,1,440,35,230,245,195,226,11,5,18,20,156,197,122,439,14,0,15,7
445,20,30,27,46,30,21,11,25,36,35,40,34,25,26,10,12,7,10,213,232,7,30,1,37,11,18,5,10,7,18,3,7,4,7,0,5,5,1,7,3,1,4,0,0,0,7,7,12,38,8,112,27,41,2,425,20,210,235,205,198,20,2,10,10,144,177,124,412,9,3,8,13
490,20,29,50,44,45,20,16,19,25,56,40,20,30,25,14,16,6,15,237,253,9,60,0,41,12,16,3,7,3,16,3,6,0,10,4,7,8,5,9,2,0,4,1,0,1,12,3,16,48,8,116,19,36,5,465,25,220,270,225,200,25,10,15,15,133,212,145,400,42,2,11,35
455,17,20,38,38,37,27,15,10,15,43,30,40,29,31,35,20,5,5,212,243,9,71,1,53,9,18,6,6,6,21,0,10,3,6,5,6,10,1,3,1,0,7,4,0,0,18,5,10,30,3,93,16,18,6,440,15,195,260,195,225,10,4,10,11,134,149,172,380,22,2,10,41
455,16,30,46,39,29,11,15,20,25,51,35,30,20,30,24,17,10,7,225,230,12,35,0,43,14,20,9,3,5,22,4,5,1,8,8,3,9,4,13,0,1,9,0,0,1,4,3,25,41,6,96,24,22,5,440,15,205,250,195,215,14,6,15,10,141,172,142,380,27,6,6,36
525,20,35,41,43,39,30,20,24,30,54,49,35,27,20,25,20,10,3,245,280,1,73,0,57,10,15,10,9,13,22,1,9,3,9,8,4,3,1,8,0,3,5,2,1,1,3,7,19,46,7,112,28,34,1,495,30,275,250,245,230,20,6,15,9,167,193,165,450,50,4,10,11
490,12,30,39,46,45,23,13,20,30,45,45,31,30,35,12,13,13,8,237,253,9,53,2,48,10,19,10,7,1,18,0,7,3,8,4,3,12,3,10,1,2,2,2,0,0,9,4,13,46,6,94,34,46,4,475,15,255,235,229,209,24,5,13,10,133,182,175,435,30,8,2,15
600,20,31,39,50,77,31,21,26,35,45,54,34,35,30,28,19,15,10,303,297,12,58,0,48,20,25,10,5,14,23,6,7,6,3,5,9,4,5,10,5,5,4,2,0,0,18,9,11,50,9,145,30,37,5,575,25,320,280,280,264,25,1,15,15,179,236,185,440,100,11,38,11
605,23,26,31,46,84,46,36,30,36,41,41,27,41,36,18,18,10,15,285,320,10,63,1,65,12,24,18,6,11,20,1,8,1,8,5,10,10,3,10,3,4,3,3,0,0,25,10,26,49,3,109,32,50,2,580,25,305,300,305,205,30,10,35,20,151,268,186,425,77,14,21,68
530,20,16,30,40,71,32,20,20,30,40,30,45,35,30,20,17,15,19,228,302,8,44,0,38,14,26,3,5,8,23,3,7,7,16,5,2,6,3,5,5,1,2,1,0,0,2,8,26,31,17,168,21,23,2,515,15,285,245,228,190,43,10,35,24,154,224,152,451,35,8,20,16
715,20,40,34,64,84,60,40,35,45,55,55,41,34,38,24,17,15,14,352,363,13,71,0,64,18,19,11,8,9,18,0,14,2,8,10,7,16,8,19,1,7,8,5,1,1,9,18,46,57,7,156,45,33,6,685,30,416,299,345,255,45,15,30,25,213,315,187,573,100,9,15,18
645,17,36,29,41,73,71,41,23,41,46,53,39,41,37,26,16,10,5,317,328,7,69,1,50,11,23,9,10,10,21,0,13,0,12,6,8,6,0,10,4,1,8,2,1,0,11,9,20,45,8,196,32,40,2,625,20,375,270,290,255,45,10,30,15,183,285,177,480,105,16,24,20
