"population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo","official_lang","no.official_lang","work.official_lang","work.no.official_lang","no.married","married","living.common.law","separated","divorced","widowed","single.detached.house","apartment","other.attached","non.movers","nonmigrants.movers","interprovincial.movers","external.movers","other.movers"
520,19,17,21,29,40,26,38,36,41,45,42,41,38,33,15,18,12,9,281,239,4,37,1,24,3,16,4,2,5,11,2,5,2,3,6,6,8,3,8,4,2,6,2,1,1,9,3,24,75,7,153,37,44,2,458,62,269,251,183,262,16,9,28,22,181,266,73,438,43,4,18,17
690,27,33,13,46,48,57,51,52,47,53,63,58,39,35,21,12,21,14,344,346,6,54,0,42,8,9,7,6,3,22,2,7,6,6,6,8,8,3,5,2,0,7,1,0,2,9,6,29,104,15,206,44,54,3,641,49,384,306,255,320,22,14,45,34,217,383,90,571,58,10,18,33
620,21,23,25,41,43,50,45,37,36,55,50,48,48,31,23,19,14,11,312,308,3,57,1,27,3,16,3,4,8,15,1,6,1,11,5,3,5,5,16,3,3,1,2,1,0,4,5,23,89,13,185,49,49,3,574,46,338,282,227,291,39,12,29,22,224,321,75,536,53,7,11,13
795,33,36,43,52,60,64,56,52,58,53,57,60,55,38,34,17,15,12,402,393,8,60,1,49,12,10,3,9,8,12,1,4,2,6,5,6,8,1,17,6,1,4,4,0,0,9,10,40,119,18,220,62,80,0,737,58,416,379,333,358,39,14,24,27,274,404,117,659,64,6,37,29
410,14,12,27,23,24,32,30,34,41,27,31,30,26,24,14,10,6,5,204,206,3,27,0,24,4,8,4,0,6,8,4,4,1,5,1,2,1,1,10,3,5,1,5,0,0,7,2,14,66,9,124,30,30,1,381,29,235,175,159,196,23,4,18,10,140,214,56,337,36,3,17,17
455,15,22,18,26,34,32,35,34,32,34,35,26,23,24,23,22,16,4,251,204,1,32,0,21,1,7,5,2,2,5,2,4,2,3,3,3,3,4,6,4,3,5,1,0,0,5,5,24,69,11,146,33,41,2,405,50,229,226,162,228,14,10,24,17,162,219,74,394,28,6,11,16
500,19,18,30,26,23,39,31,41,38,40,40,38,30,28,20,15,13,11,259,241,1,33,0,35,6,20,5,2,8,7,0,7,2,4,2,8,10,1,10,4,0,3,1,0,2,7,3,21,63,17,155,28,32,3,452,48,259,241,173,251,25,7,19,25,170,259,71,414,50,1,15,20
395,14,12,12,24,26,36,32,29,22,21,36,30,28,23,17,12,10,11,216,179,2,37,0,16,6,6,2,1,9,6,3,2,1,4,2,7,5,1,7,0,1,6,1,0,0,4,3,16,49,7,120,25,44,2,360,35,204,191,147,182,20,9,19,18,119,224,52,319,38,2,10,26
610,27,32,42,36,37,46,39,45,40,49,51,41,32,35,22,11,15,10,292,318,4,49,2,32,7,10,4,6,7,13,1,5,1,11,5,4,5,4,13,2,0,5,4,1,1,8,4,31,77,19,170,53,51,1,566,44,318,292,242,287,35,14,19,13,177,325,108,509,49,9,17,26
605,21,23,30,32,40,38,45,42,42,40,55,41,42,31,25,22,22,14,288,317,3,43,0,39,9,9,4,3,8,18,3,8,3,3,3,13,5,1,10,1,1,5,2,0,2,5,8,30,78,20,175,42,50,1,545,60,310,295,218,273,37,15,29,33,209,321,75,508,52,5,15,25
500,21,17,16,31,31,40,25,33,36,36,36,36,30,47,17,18,21,9,259,241,4,34,1,24,12,14,5,2,3,18,2,5,1,4,4,3,4,2,9,4,2,5,0,2,1,12,5,21,69,10,147,25,43,3,446,54,255,245,168,237,27,12,26,30,187,249,64,424,41,3,13,19
640,26,28,26,19,61,34,37,49,43,50,56,53,42,59,21,11,11,14,329,311,2,50,0,37,6,9,9,4,4,23,0,6,2,8,3,7,6,2,14,2,4,8,2,0,0,14,7,22,92,14,194,39,47,3,582,58,337,303,225,310,32,12,39,22,209,337,94,559,51,4,12,14
515,23,25,21,27,31,37,31,36,35,37,40,31,46,31,29,18,11,6,260,255,5,37,1,31,10,8,2,3,8,14,2,7,2,7,1,5,8,3,11,4,2,0,3,0,1,4,5,15,77,13,151,33,40,2,474,41,268,247,196,226,23,17,29,24,150,298,67,432,50,3,14,16
1000,30,40,43,56,67,72,75,62,62,91,88,72,77,53,33,37,21,21,523,477,11,84,3,59,6,19,9,10,11,18,0,8,3,7,9,10,12,2,18,5,3,12,3,0,2,12,10,46,133,23,272,73,105,2,916,84,551,449,345,482,57,26,48,42,323,547,130,835,93,13,27,32
525,15,24,24,16,38,41,35,34,39,37,59,48,32,25,20,19,12,7,279,246,3,38,0,23,10,4,3,4,9,14,0,3,0,5,5,6,4,2,7,6,2,6,1,0,1,5,2,21,72,7,153,47,61,1,490,35,281,244,190,255,29,9,25,17,170,287,68,434,49,4,12,26
875,25,45,39,48,48,55,64,64,71,61,83,55,50,61,40,22,23,21,478,397,10,60,1,52,9,10,7,6,10,12,2,1,2,12,4,8,10,3,13,6,5,10,6,0,1,9,5,44,163,24,243,65,58,4,786,89,456,419,298,427,36,12,51,51,300,459,116,743,66,7,27,32
395,10,18,18,23,25,27,31,35,25,32,30,30,34,20,10,13,6,8,223,172,5,25,0,12,4,5,5,3,4,7,0,5,0,6,5,5,6,0,8,2,0,7,2,1,0,8,7,23,50,14,115,26,35,0,360,35,207,188,148,185,23,6,12,21,150,190,55,326,45,4,8,12
1785,66,84,71,100,130,137,121,130,127,146,147,122,121,87,57,55,53,31,914,871,13,132,0,97,29,32,22,12,22,40,4,15,8,19,20,18,16,4,31,14,4,23,6,1,2,23,14,67,266,38,507,127,153,6,1638,147,980,805,675,852,86,24,75,73,589,932,264,1483,152,11,43,96
1310,55,49,62,81,89,90,95,95,85,126,97,101,70,75,47,40,30,23,679,631,9,86,0,65,16,30,18,10,16,33,2,15,8,6,7,13,15,7,19,9,3,14,8,0,3,16,9,56,196,29,392,99,98,3,1183,127,687,623,507,587,63,29,68,56,443,705,162,1089,123,5,31,62
365,18,18,19,12,20,22,25,22,28,40,33,23,28,17,13,12,11,4,200,165,4,25,1,18,6,5,1,6,5,7,3,0,0,4,1,1,1,2,11,3,0,7,0,0,0,2,6,15,46,10,107,27,40,1,341,24,194,171,135,181,14,12,14,9,131,192,42,310,26,3,12,14
840,26,33,45,42,60,46,54,56,64,76,66,51,55,48,34,36,25,23,421,419,7,55,0,48,2,26,7,5,12,15,5,11,3,9,10,7,13,2,14,6,2,9,4,2,1,7,9,37,125,16,263,49,53,6,758,82,403,437,297,415,35,17,42,34,319,410,111,706,59,8,28,39
595,23,24,33,46,39,41,38,36,44,50,45,48,37,28,28,22,11,2,291,304,5,34,0,23,10,12,6,5,4,16,3,2,2,11,4,6,5,4,12,1,2,3,0,0,0,10,8,20,103,11,180,43,46,4,530,65,302,293,217,280,24,14,31,29,185,328,82,494,45,5,14,37
925,46,32,47,44,76,58,74,65,68,67,83,72,49,55,32,21,18,18,449,476,7,72,2,35,9,15,9,6,7,27,3,5,3,11,9,5,8,7,18,2,0,7,5,0,2,14,3,38,133,29,281,78,70,5,857,68,500,425,361,433,41,14,45,31,307,486,132,782,68,9,27,39
1180,42,62,73,62,71,87,80,94,81,95,93,84,68,70,42,38,21,17,585,595,14,87,1,37,13,21,8,7,14,32,1,12,4,13,8,16,7,5,31,8,6,13,2,0,2,16,15,40,179,22,347,96,99,4,1083,97,587,593,461,542,51,19,65,42,422,603,155,984,101,17,36,42
405,9,16,25,22,27,35,27,29,25,30,44,30,21,21,15,10,7,12,210,195,3,24,0,29,6,10,2,4,4,10,0,5,3,1,6,4,1,4,7,2,1,3,1,0,1,6,4,16,62,11,120,26,25,4,376,29,226,179,153,181,22,10,21,18,133,219,53,344,30,3,10,18
440,19,16,17,26,36,31,34,30,29,44,28,31,23,21,20,15,15,5,221,219,2,43,1,20,8,9,2,3,6,9,0,4,2,6,3,4,2,2,5,1,1,6,2,0,0,8,1,13,69,12,133,25,38,0,393,47,234,206,165,208,25,8,22,12,144,234,62,355,39,7,12,27
785,26,34,31,48,54,70,69,48,63,61,51,61,38,41,27,25,20,18,418,367,7,63,1,44,5,6,8,5,13,18,1,6,4,9,8,5,7,2,15,6,2,8,4,0,0,6,10,37,108,20,235,51,67,4,722,63,435,350,292,364,40,18,36,35,250,426,109,657,75,5,19,29
465,11,18,29,21,32,32,33,34,32,40,41,32,42,22,12,15,11,8,239,226,3,25,1,27,8,7,7,3,3,9,1,2,1,3,5,6,10,1,5,4,2,2,2,0,0,3,6,20,80,6,134,36,41,2,424,41,250,215,166,228,21,10,23,17,140,253,72,391,36,4,11,23
500,26,19,26,29,40,44,30,39,36,31,36,35,30,22,17,20,10,10,267,233,5,38,1,25,8,9,4,2,5,13,5,2,5,2,0,5,5,2,10,5,0,3,0,0,1,10,4,22,81,11,131,42,39,5,465,35,274,226,206,226,25,6,15,22,169,275,56,426,32,4,10,28
430,23,23,19,22,24,30,34,36,34,31,23,27,32,24,16,15,13,4,219,211,2,23,0,21,2,8,4,1,6,11,0,6,2,6,1,3,3,2,5,3,1,10,1,0,0,7,2,17,60,10,148,26,36,3,385,45,209,221,156,217,19,9,15,14,145,213,72,360,34,1,17,18
625,25,16,34,36,44,55,42,38,46,57,46,45,41,29,22,22,13,14,303,322,4,48,1,24,9,17,4,5,7,18,4,5,3,3,3,4,6,3,9,4,2,8,4,0,0,2,3,25,92,20,182,52,51,3,564,61,334,291,232,299,29,15,27,23,226,310,89,511,61,6,18,29
600,25,24,21,36,47,39,48,38,54,45,50,38,44,19,26,20,11,15,303,297,11,31,0,39,4,15,1,5,5,15,3,5,3,5,3,9,7,0,12,2,1,13,3,1,1,7,4,21,94,12,169,42,57,0,548,52,316,284,221,288,30,8,28,25,212,323,65,508,46,6,14,26
585,21,19,29,38,38,40,37,53,50,42,44,38,38,31,22,16,16,13,315,270,6,40,1,28,7,13,6,3,7,9,1,6,1,6,3,6,8,4,10,2,0,4,6,0,0,5,4,23,85,16,174,42,59,0,536,49,302,283,197,297,34,8,27,22,200,311,74,491,49,5,14,26
560,28,22,34,37,31,30,39,42,35,51,39,36,38,25,22,14,22,15,283,277,6,36,0,25,5,5,5,7,9,8,0,8,4,6,3,5,5,4,4,6,3,7,2,0,0,6,5,30,83,10,187,41,33,2,521,39,264,296,210,267,28,14,21,20,175,315,70,465,60,2,14,19
620,27,19,35,28,37,48,44,52,54,50,44,43,37,38,16,25,11,12,296,324,5,42,1,30,9,13,6,4,9,16,1,7,2,7,7,4,3,2,6,4,2,7,3,0,0,12,5,20,92,16,194,33,55,3,567,53,322,298,238,297,32,6,26,21,221,322,77,504,58,10,21,27
1150,43,54,44,73,93,69,82,73,90,83,96,91,69,55,42,32,33,28,585,565,11,87,0,62,13,21,7,10,21,41,4,11,4,10,8,14,18,5,28,7,2,15,3,0,2,20,15,40,180,25,311,67,82,6,1049,101,588,562,420,551,63,19,46,51,405,593,152,981,93,3,27,46
545,22,27,31,31,32,31,35,32,27,39,56,42,32,33,25,16,17,17,284,261,3,37,0,37,8,11,5,4,7,14,3,3,0,5,2,3,9,3,7,2,1,6,1,1,0,6,2,20,72,19,171,41,41,1,494,51,268,277,201,249,22,9,25,39,185,292,68,449,54,2,15,25
475,12,22,20,29,32,32,37,35,31,36,34,39,41,27,14,17,8,9,262,213,6,30,0,17,8,7,7,3,4,11,0,6,2,7,6,6,6,0,10,2,0,8,2,1,0,9,8,24,59,17,133,31,44,1,434,41,250,225,177,221,30,9,14,24,175,234,66,397,51,4,9,14
430,16,22,22,25,22,32,32,27,31,33,31,23,24,31,20,13,13,13,206,224,1,39,0,26,5,7,2,9,6,8,0,3,4,3,5,4,3,1,5,2,1,4,1,0,0,7,6,12,69,9,129,31,27,1,398,32,215,215,170,183,19,10,26,22,140,226,64,357,45,1,11,16
1460,62,65,67,80,104,105,130,97,102,121,109,97,86,81,51,33,33,37,747,713,8,121,4,70,13,15,7,14,22,32,3,9,4,16,9,13,7,7,17,10,9,16,6,0,1,27,20,64,222,35,425,100,128,6,1321,139,745,715,545,687,76,23,65,64,478,768,214,1237,108,10,50,55
325,19,18,13,21,26,19,29,16,24,22,30,21,21,16,9,11,5,5,171,154,3,24,0,25,8,5,1,2,2,9,3,1,1,5,2,1,6,1,4,6,2,5,0,1,1,6,1,11,37,9,93,19,31,0,308,17,157,168,134,142,20,6,12,11,120,151,54,269,28,4,9,15
395,19,18,19,27,29,27,29,22,27,32,40,19,32,16,14,12,9,4,197,198,2,25,0,23,6,4,2,0,5,9,1,6,1,5,2,5,6,0,7,2,0,7,1,0,1,4,4,17,57,11,120,31,30,1,355,40,197,198,156,167,20,5,30,17,130,207,58,331,35,3,7,19
415,14,17,20,33,31,22,26,25,47,32,32,29,18,25,16,14,8,6,235,180,6,38,1,16,4,9,5,3,5,9,0,5,1,5,3,4,6,0,4,3,1,4,1,0,0,5,2,13,67,13,130,26,24,2,378,37,222,193,160,186,26,7,23,13,138,218,59,358,28,6,7,16
495,10,15,25,34,36,35,45,37,30,49,31,32,36,21,21,20,10,8,258,237,7,41,0,24,5,8,3,4,10,12,2,7,3,5,5,3,4,1,8,4,0,2,1,1,1,5,7,16,73,15,138,26,53,1,457,38,263,232,171,257,20,8,18,21,151,264,80,413,41,4,16,21
230,6,4,11,18,22,13,15,15,17,19,14,21,18,12,7,10,4,4,132,98,2,21,0,12,5,4,2,3,4,2,1,0,0,0,0,2,3,1,3,2,1,7,1,0,0,4,0,6,39,6,59,16,20,4,205,25,138,92,82,113,12,3,13,7,87,108,35,188,24,1,9,8
325,16,15,16,16,23,20,25,26,28,24,26,16,19,24,9,12,5,5,172,153,10,22,2,18,1,3,5,1,2,9,3,5,1,3,2,4,1,0,5,2,2,5,1,0,0,4,2,15,44,7,110,12,23,1,290,35,166,159,118,162,13,6,18,8,104,179,42,281,23,3,4,14
545,28,21,26,31,34,42,45,30,40,44,43,35,40,28,14,19,12,13,290,255,6,50,0,28,5,7,2,3,11,8,2,5,1,7,4,4,8,1,8,2,3,7,2,0,0,9,4,27,68,10,159,39,54,1,496,49,274,271,213,251,23,8,19,31,191,282,72,451,49,5,15,25
505,15,27,19,27,28,34,37,32,40,54,42,39,31,32,17,9,9,13,261,244,3,36,0,20,6,11,6,5,3,9,1,3,3,1,1,5,5,3,8,6,2,7,1,0,0,7,4,19,83,9,157,41,39,1,453,52,268,237,172,266,26,8,16,17,182,257,66,422,48,3,12,20
1065,44,43,50,47,80,72,72,65,79,92,93,73,64,58,46,37,29,21,562,503,7,74,1,53,14,21,6,14,15,31,1,14,5,16,7,17,11,4,22,4,3,9,3,0,0,8,12,52,164,24,297,72,83,1,974,91,561,504,375,512,67,18,51,42,365,563,137,888,100,7,32,38
630,20,26,23,37,43,39,48,53,54,36,61,45,35,34,28,15,16,17,331,299,3,46,0,33,11,19,4,4,4,12,2,5,1,4,5,1,14,2,9,2,1,8,0,0,0,9,10,32,79,12,192,40,62,4,565,65,333,297,219,303,33,18,17,40,203,334,93,522,55,2,16,35
750,27,34,32,45,45,55,46,51,60,62,48,59,48,47,30,31,19,11,386,364,5,59,1,46,15,14,5,7,6,18,1,9,8,9,2,10,15,3,17,4,3,6,1,0,2,8,7,35,119,8,180,55,71,1,702,48,396,354,281,345,30,11,51,32,230,414,106,634,62,7,27,20
1165,34,53,59,68,78,72,84,77,72,110,105,83,79,58,38,43,30,22,621,544,14,82,0,60,18,26,11,9,14,26,1,13,6,14,12,15,13,3,23,4,1,22,5,1,0,22,11,48,161,31,326,72,98,3,1062,103,598,567,429,540,62,23,47,64,426,583,156,974,110,18,20,43
630,27,28,26,48,47,49,49,42,45,54,43,35,29,39,26,21,13,9,297,333,4,39,0,34,4,11,10,3,7,21,2,2,1,4,3,5,6,3,10,2,5,8,2,0,1,10,9,32,97,10,181,42,60,2,569,61,325,305,240,299,39,10,19,23,208,334,88,506,68,4,24,28
380,15,20,20,19,18,19,34,22,37,34,28,22,19,25,19,15,8,6,204,176,1,32,1,26,7,4,4,4,2,10,0,3,1,5,3,0,1,2,13,3,1,5,2,1,0,6,2,15,41,12,105,27,40,1,354,26,193,187,133,185,13,8,26,15,139,178,63,325,27,4,10,14
785,29,35,39,46,54,56,62,45,62,70,57,61,44,50,27,21,18,9,387,398,6,69,0,38,7,12,8,8,16,16,0,4,5,5,4,9,3,3,15,5,1,5,5,0,1,9,6,37,130,16,228,43,67,4,723,62,431,354,300,365,41,13,39,27,260,415,110,645,79,8,18,35
350,14,13,21,15,23,16,33,25,29,26,36,19,14,30,11,10,8,7,184,166,2,30,1,21,1,6,5,2,2,8,2,4,1,4,1,6,2,2,6,2,3,4,0,0,0,8,5,16,42,8,93,30,31,2,322,28,185,165,116,174,16,8,26,10,133,165,52,290,27,2,9,22
640,22,16,25,47,43,44,46,60,39,52,37,46,50,44,21,20,12,16,333,307,4,58,1,33,8,8,3,6,8,11,1,4,1,10,2,5,7,3,10,2,0,8,4,0,0,10,6,29,98,11,191,44,52,2,589,51,342,298,220,316,33,12,32,27,220,330,90,526,58,5,20,31
725,26,24,29,38,49,54,58,68,51,63,72,49,40,32,33,19,14,6,390,335,8,51,0,40,3,12,6,2,10,20,2,4,1,8,2,5,6,6,15,0,5,9,4,0,1,10,6,27,119,21,197,55,68,2,671,54,411,314,253,344,48,17,37,26,236,404,85,609,58,6,19,33
1615,56,70,73,97,99,100,108,106,113,132,140,121,96,116,70,41,40,37,814,801,22,118,2,88,25,24,16,14,27,45,3,17,7,10,12,15,20,9,20,12,7,16,6,1,1,21,22,66,216,49,451,118,127,8,1471,144,833,782,596,759,82,33,79,66,576,832,207,1387,107,7,46,68
690,24,30,35,35,50,46,37,61,48,45,52,59,44,40,32,23,13,16,341,349,6,39,0,33,6,11,6,6,6,15,2,5,4,10,4,4,15,0,14,6,5,5,3,0,0,16,6,34,105,20,204,41,55,4,617,73,344,346,254,333,28,10,33,32,237,368,85,578,58,6,17,31
735,22,39,33,35,54,42,47,51,66,71,54,52,34,48,26,22,19,20,377,358,6,50,0,41,12,14,7,4,7,25,2,6,0,5,6,5,9,3,8,2,2,9,3,0,0,11,9,25,114,7,233,53,55,2,670,65,379,356,266,352,40,12,37,28,236,389,110,630,58,3,17,27
1435,51,62,66,91,104,111,124,94,91,102,99,109,85,71,67,42,41,25,758,677,8,129,2,86,16,25,13,9,18,30,2,15,5,11,13,22,15,3,12,10,7,14,9,1,3,20,19,62,207,27,371,122,120,9,1321,114,784,651,565,641,55,33,71,70,439,797,199,1170,138,17,46,64
1665,66,66,81,99,115,117,111,109,122,123,140,121,103,92,78,54,39,29,873,792,10,130,2,91,23,23,17,13,16,40,2,13,5,15,16,17,15,3,40,14,10,12,4,0,1,20,12,51,245,40,540,107,112,6,1515,150,863,802,613,784,84,32,74,78,561,881,223,1420,131,8,37,69
405,15,15,14,24,26,30,36,29,25,36,31,37,24,20,18,11,7,7,195,210,2,25,1,20,9,11,4,2,5,7,2,3,4,3,6,1,3,1,12,3,4,4,0,0,1,2,4,14,46,10,124,31,35,6,372,33,233,172,150,181,25,12,20,17,135,208,62,336,33,6,12,18
530,16,28,23,37,30,48,30,34,33,40,48,42,33,33,16,20,10,9,286,244,5,49,1,27,8,8,7,4,2,15,0,6,0,3,5,5,6,4,9,3,2,7,0,0,0,5,3,20,74,20,149,45,36,2,482,48,287,243,211,227,25,8,32,27,158,292,80,453,38,5,17,17
455,12,22,20,41,39,27,22,32,36,37,32,32,24,26,16,14,11,12,235,220,6,32,0,24,8,11,2,2,2,7,1,11,1,4,4,5,6,2,7,3,1,1,0,0,1,5,5,22,65,15,136,31,35,0,427,28,232,223,186,201,18,8,23,19,148,238,69,391,32,4,15,13
495,21,29,21,33,27,37,30,31,23,44,46,37,39,22,23,17,12,3,252,243,3,29,0,22,9,10,4,4,7,14,2,6,1,3,1,1,9,1,10,6,3,9,1,0,0,11,3,16,78,10,142,45,32,3,443,52,254,241,188,244,24,3,19,17,163,271,61,420,29,5,18,23
605,28,30,32,22,38,47,42,40,38,48,61,46,37,30,20,14,19,13,325,280,6,46,0,31,9,18,5,4,7,13,0,6,5,8,3,4,6,1,6,3,2,5,2,0,1,6,8,26,95,13,168,49,45,4,556,49,320,285,226,284,27,15,25,28,191,323,91,500,55,3,16,31
1195,47,46,54,65,70,95,99,70,84,93,102,89,79,71,45,36,25,25,625,570,7,92,0,62,21,23,15,7,13,31,4,9,5,16,9,18,13,10,21,4,5,10,5,0,0,8,11,52,178,29,331,87,95,4,1100,95,627,568,457,545,49,22,67,55,392,651,152,967,123,8,42,55
410,18,17,20,26,26,27,29,31,31,29,28,28,30,27,17,7,8,11,216,194,6,33,0,11,5,10,1,1,6,10,2,4,0,4,2,4,8,4,7,2,0,4,1,0,0,3,5,21,63,6,129,25,33,0,366,44,210,200,148,203,19,4,15,21,142,222,46,346,31,4,16,13
445,19,26,19,23,31,29,29,32,26,45,36,30,28,22,19,15,10,6,237,208,4,38,1,28,8,12,5,2,3,11,2,4,2,5,1,6,6,3,11,0,2,6,3,0,0,4,7,16,56,10,126,33,26,4,418,27,237,208,167,197,28,9,22,22,150,223,72,366,46,4,14,15
395,17,18,17,27,29,25,25,25,29,35,30,30,22,26,12,13,10,5,207,188,4,37,0,29,3,2,3,2,4,11,1,5,2,2,1,4,6,1,4,0,0,4,2,0,1,6,2,14,56,10,104,33,40,2,360,35,207,188,150,183,18,4,18,22,140,204,51,338,34,3,8,12
500,20,34,26,25,25,35,47,34,37,28,47,42,34,22,17,12,9,6,272,228,3,36,0,28,5,7,5,6,5,5,0,8,0,5,0,6,4,3,7,4,3,8,0,0,2,4,4,25,78,9,154,32,41,3,457,43,257,243,196,234,26,6,19,19,183,252,65,417,37,5,22,19
545,23,23,19,22,44,36,47,26,38,42,45,49,37,32,22,19,11,10,281,264,2,40,0,29,5,8,3,6,9,12,1,2,3,3,4,7,10,4,12,2,2,6,2,0,2,9,3,20,85,9,148,41,51,5,490,55,295,250,187,268,27,15,23,25,180,294,71,450,49,7,20,19
1425,54,73,84,88,87,105,96,85,94,121,102,109,86,86,47,46,30,32,718,707,16,96,3,69,6,23,10,5,20,32,6,10,6,16,14,20,13,5,28,3,6,21,6,0,2,23,12,71,175,39,433,119,107,10,1299,126,742,683,558,666,59,28,57,57,505,742,178,1215,119,10,32,49
355,19,13,12,20,27,21,24,20,28,25,37,30,23,23,8,8,8,9,174,181,6,33,1,20,1,5,5,1,4,11,1,1,3,1,3,4,4,3,3,2,2,3,1,0,2,6,3,9,48,12,95,30,30,2,324,31,182,173,139,162,13,4,20,17,118,188,49,292,27,6,10,20
495,24,22,27,36,34,36,31,39,26,28,46,36,32,28,16,18,7,9,258,237,3,34,1,28,6,7,4,2,8,8,0,4,2,5,5,4,5,2,7,0,0,4,3,0,0,4,2,19,85,21,160,36,26,0,448,47,256,239,208,236,15,4,20,12,158,271,66,431,27,4,15,18
475,24,23,23,23,33,32,42,29,29,36,37,30,21,28,24,19,16,6,239,236,5,35,0,22,11,13,5,7,1,6,3,2,4,2,5,5,9,1,9,3,2,5,2,1,0,9,8,15,56,8,138,37,45,1,423,52,233,242,185,204,24,12,30,20,139,265,71,392,39,4,15,25
520,18,21,23,31,35,35,38,43,36,37,41,29,33,31,25,20,13,11,270,250,4,38,1,24,3,6,6,7,2,14,3,4,3,3,3,4,8,1,8,1,2,7,0,0,1,9,4,15,72,9,158,45,54,1,476,44,264,256,195,239,22,12,23,29,146,301,73,438,41,4,12,25
425,18,15,17,27,31,29,36,25,28,38,37,25,26,18,20,17,13,5,204,221,7,37,0,29,2,3,5,2,4,12,2,4,2,4,4,4,2,3,12,1,1,1,2,0,0,9,5,21,54,7,133,23,29,1,396,29,227,198,149,203,33,6,17,17,139,223,63,357,31,1,11,25
1270,50,44,67,65,87,101,87,86,90,91,111,86,91,78,50,37,23,26,652,618,8,96,2,54,15,25,18,12,15,23,4,15,6,9,8,13,17,4,30,8,2,8,8,0,1,24,13,51,168,29,384,92,104,4,1166,104,659,611,474,604,53,26,63,50,441,673,156,1072,92,9,41,56
455,23,23,15,27,29,36,39,28,30,35,41,33,28,23,14,15,8,8,234,221,3,34,1,22,6,8,1,4,4,13,1,1,1,3,2,5,4,1,5,2,3,4,0,0,0,6,2,20,77,18,146,29,26,3,407,48,231,224,169,223,22,9,15,17,157,245,53,388,36,6,13,12
420,15,20,17,21,32,29,34,37,30,31,34,22,24,32,14,11,10,7,216,204,3,33,1,26,5,9,4,3,3,8,1,6,0,4,2,2,6,3,5,3,3,4,1,0,1,6,3,23,61,17,110,28,36,0,383,37,227,193,150,204,20,14,12,20,136,232,52,349,34,5,14,18
520,19,15,26,27,42,26,44,34,29,48,41,38,36,31,18,21,14,11,276,244,5,29,0,25,7,7,3,9,6,15,0,5,5,6,0,3,8,2,8,2,2,3,6,1,1,7,7,19,64,13,162,37,52,1,470,50,283,237,200,235,20,10,27,28,166,277,77,427,46,4,14,29
460,17,12,20,30,24,32,26,32,29,45,43,31,24,30,18,15,22,10,229,231,2,24,0,26,8,6,3,2,9,8,2,1,0,6,1,5,4,1,9,4,0,10,2,0,1,4,5,19,83,11,132,39,31,2,420,40,238,222,150,246,19,5,17,23,162,232,66,376,43,3,11,27
720,28,29,28,40,59,51,39,46,48,65,65,56,47,27,32,27,18,15,374,346,9,38,0,43,9,14,7,4,8,14,2,8,3,10,7,5,13,3,14,3,2,9,3,0,2,5,5,34,104,18,204,53,63,4,647,73,369,351,270,316,36,11,47,40,224,402,94,596,71,8,17,28
310,6,16,19,21,22,32,20,18,27,31,19,19,13,17,13,7,9,1,157,153,2,23,0,16,8,3,2,1,7,6,1,1,1,5,3,3,3,0,2,1,4,5,2,0,1,2,4,14,36,9,95,20,27,3,289,21,158,152,119,138,23,6,13,11,114,153,43,262,26,2,10,10
460,18,21,31,23,28,36,31,37,27,36,36,21,24,29,19,17,15,11,246,214,3,36,0,29,6,10,1,1,4,9,1,3,1,3,1,3,5,2,6,4,1,11,1,0,0,7,8,16,74,18,123,37,35,1,414,46,217,243,178,209,23,8,18,24,150,244,66,397,29,1,9,24
490,23,18,29,35,35,28,27,30,36,36,46,28,32,19,16,20,20,12,250,240,8,41,2,33,3,8,6,7,8,12,2,7,5,6,2,2,3,2,8,1,1,7,2,0,0,4,2,16,64,9,133,37,49,0,446,44,232,258,190,221,23,10,22,24,175,249,66,420,30,8,11,21
390,26,21,20,21,17,34,21,25,28,24,39,23,27,18,16,16,10,4,214,176,7,28,1,18,10,5,2,2,4,11,1,6,2,5,0,2,3,2,6,2,0,2,2,0,0,4,2,13,65,15,118,25,26,1,357,33,184,206,148,180,19,9,16,18,127,202,61,341,28,5,5,11
540,27,22,17,32,38,38,27,34,46,49,58,51,30,26,18,14,7,6,286,254,3,45,0,36,10,13,10,1,6,12,1,2,4,10,2,5,5,1,11,4,4,2,1,0,0,3,5,20,62,14,149,45,53,1,491,49,309,231,191,241,39,12,34,23,177,281,82,448,44,5,20,23
885,38,44,37,54,68,75,51,48,61,77,78,66,61,49,18,26,19,15,447,438,6,70,0,44,10,23,5,6,12,20,0,10,3,13,5,11,12,7,18,5,3,11,5,0,0,12,10,37,123,29,255,48,65,7,817,68,480,405,339,412,40,20,42,32,306,458,121,728,84,8,23,42
