"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8"
"59150896",185.00,135.00,35.00,100.00,0.00,50.00,35.00,15.00
"59150897",225.00,170.00,70.00,105.00,5.00,45.00,35.00,10.00
"59150898",190.00,125.00,40.00,80.00,5.00,60.00,40.00,15.00
"59150899",205.00,135.00,40.00,95.00,0.00,70.00,60.00,10.00
"59150900",145.00,115.00,30.00,90.00,0.00,30.00,20.00,5.00
"59150901",150.00,125.00,30.00,95.00,0.00,15.00,15.00,0.00
"59150902",150.00,115.00,35.00,80.00,0.00,35.00,30.00,0.00
"59150903",170.00,125.00,35.00,90.00,5.00,35.00,30.00,10.00
"59150904",140.00,105.00,35.00,70.00,10.00,30.00,25.00,5.00
"59150905",180.00,135.00,50.00,85.00,5.00,40.00,35.00,5.00
"59150906",165.00,120.00,40.00,80.00,10.00,35.00,25.00,10.00
"59150907",230.00,155.00,55.00,105.00,10.00,65.00,55.00,15.00
"59150908",195.00,140.00,45.00,100.00,0.00,50.00,40.00,10.00
"59150909",175.00,140.00,55.00,85.00,5.00,35.00,25.00,5.00
"59150910",165.00,125.00,45.00,80.00,5.00,35.00,30.00,5.00
"59150911",195.00,150.00,45.00,110.00,5.00,35.00,25.00,10.00
"59150912",175.00,140.00,50.00,90.00,5.00,30.00,25.00,0.00
"59150913",165.00,135.00,40.00,90.00,5.00,30.00,25.00,5.00
"59150914",155.00,130.00,40.00,95.00,5.00,15.00,15.00,5.00
"59150915",165.00,125.00,30.00,95.00,5.00,35.00,30.00,5.00
"59150916",150.00,115.00,35.00,85.00,5.00,30.00,25.00,5.00
"59150917",165.00,125.00,25.00,90.00,5.00,35.00,30.00,5.00
"59150918",165.00,120.00,40.00,80.00,0.00,40.00,30.00,10.00
"59150919",155.00,120.00,35.00,90.00,5.00,30.00,25.00,5.00
"59150920",180.00,140.00,35.00,100.00,5.00,40.00,30.00,10.00
"59150922",170.00,130.00,35.00,95.00,0.00,35.00,25.00,5.00
"59150923",215.00,150.00,50.00,100.00,5.00,60.00,40.00,15.00
"59150924",290.00,135.00,45.00,90.00,0.00,155.00,120.00,35.00
"59150925",265.00,130.00,60.00,70.00,0.00,130.00,110.00,25.00
"59150926",315.00,170.00,50.00,120.00,5.00,145.00,115.00,30.00
"59150927",245.00,160.00,55.00,100.00,10.00,80.00,55.00,30.00
"59150928",170.00,120.00,40.00,80.00,0.00,50.00,30.00,20.00
"59150929",145.00,115.00,30.00,80.00,5.00,30.00,20.00,10.00
"59150930",160.00,130.00,45.00,85.00,5.00,25.00,20.00,5.00
"59150931",195.00,145.00,60.00,85.00,0.00,45.00,40.00,5.00
"59150932",170.00,125.00,55.00,65.00,5.00,40.00,35.00,10.00
"59150933",165.00,125.00,55.00,60.00,5.00,40.00,30.00,10.00
"59150934",135.00,105.00,45.00,60.00,5.00,25.00,20.00,5.00
"59150935",145.00,110.00,35.00,75.00,5.00,35.00,20.00,15.00
"59150936",195.00,145.00,60.00,85.00,0.00,50.00,35.00,15.00
"59150937",175.00,115.00,15.00,105.00,0.00,60.00,25.00,35.00
"59150938",140.00,65.00,20.00,45.00,0.00,75.00,45.00,30.00
"59150939",605.00,250.00,75.00,175.00,5.00,360.00,225.00,135.00
"59150940",,,,,,,,
"59150941",,,,,,,,
"59150942",115.00,95.00,40.00,50.00,0.00,20.00,15.00,10.00
"59150945",185.00,140.00,95.00,50.00,0.00,40.00,35.00,5.00
"59150946",,,,,,,,
"59150947",550.00,270.00,105.00,160.00,10.00,275.00,215.00,65.00
"59150948",265.00,190.00,60.00,130.00,5.00,75.00,55.00,15.00
"59150952",220.00,145.00,30.00,110.00,20.00,55.00,50.00,10.00
"59150953",190.00,150.00,65.00,85.00,5.00,35.00,30.00,5.00
"59150954",145.00,115.00,35.00,80.00,0.00,25.00,25.00,5.00
"59150955",200.00,155.00,60.00,100.00,5.00,35.00,30.00,10.00
"59150956",230.00,150.00,45.00,110.00,5.00,70.00,65.00,10.00
"59150957",145.00,105.00,25.00,80.00,5.00,35.00,25.00,5.00
"59150958",130.00,100.00,20.00,80.00,0.00,25.00,25.00,5.00
"59150959",170.00,140.00,40.00,100.00,5.00,20.00,15.00,5.00
"59150960",145.00,115.00,35.00,80.00,5.00,25.00,20.00,5.00
"59150961",170.00,140.00,45.00,90.00,0.00,25.00,20.00,5.00
"59150962",150.00,125.00,40.00,90.00,5.00,20.00,15.00,0.00
"59150963",165.00,130.00,45.00,80.00,5.00,35.00,25.00,10.00
"59150964",325.00,115.00,40.00,75.00,5.00,205.00,195.00,5.00
"59150965",140.00,110.00,25.00,85.00,0.00,35.00,20.00,5.00
"59150966",175.00,125.00,25.00,105.00,10.00,40.00,30.00,10.00
"59150967",215.00,155.00,45.00,110.00,5.00,50.00,40.00,10.00
"59150968",170.00,135.00,35.00,100.00,5.00,25.00,20.00,10.00
"59150969",200.00,155.00,50.00,105.00,10.00,35.00,25.00,10.00
"59150970",185.00,150.00,55.00,100.00,0.00,30.00,25.00,10.00
"59150971",185.00,145.00,50.00,95.00,0.00,35.00,30.00,10.00
"59150972",250.00,135.00,45.00,95.00,5.00,105.00,90.00,10.00
"59150973",215.00,165.00,55.00,115.00,5.00,45.00,25.00,25.00
"59150974",230.00,145.00,65.00,75.00,0.00,85.00,70.00,20.00
"59150975",300.00,165.00,65.00,95.00,5.00,135.00,100.00,35.00
"59150976",235.00,160.00,50.00,115.00,5.00,65.00,50.00,20.00
"59150977",330.00,220.00,80.00,135.00,5.00,110.00,85.00,25.00
"59150978",150.00,120.00,45.00,75.00,0.00,25.00,20.00,10.00
"59150979",155.00,115.00,35.00,80.00,10.00,25.00,20.00,5.00
"59150980",160.00,130.00,45.00,85.00,10.00,20.00,10.00,5.00
"59150981",125.00,105.00,20.00,85.00,0.00,15.00,15.00,5.00
"59150982",145.00,120.00,35.00,90.00,5.00,25.00,20.00,5.00
"59150983",200.00,150.00,45.00,105.00,10.00,45.00,35.00,5.00
"59150984",170.00,125.00,50.00,80.00,10.00,30.00,20.00,5.00
"59150985",205.00,155.00,45.00,110.00,10.00,35.00,30.00,10.00
"59150986",155.00,130.00,30.00,95.00,10.00,20.00,20.00,5.00
"59150987",410.00,260.00,100.00,165.00,15.00,140.00,130.00,10.00
"59150992",170.00,140.00,40.00,100.00,10.00,20.00,20.00,0.00
"59150993",275.00,205.00,65.00,145.00,20.00,45.00,35.00,10.00
"59150994",110.00,90.00,20.00,70.00,15.00,10.00,10.00,0.00
"59150995",795.00,480.00,215.00,260.00,20.00,285.00,235.00,55.00
"59150996",390.00,320.00,70.00,250.00,30.00,35.00,25.00,10.00
"59150997",110.00,85.00,25.00,60.00,15.00,5.00,5.00,0.00
"59150998",245.00,195.00,55.00,140.00,30.00,25.00,25.00,5.00
"59151002",255.00,165.00,45.00,120.00,5.00,85.00,70.00,10.00
"59151008",265.00,145.00,45.00,90.00,10.00,115.00,80.00,40.00
"59151013",400.00,300.00,70.00,230.00,25.00,80.00,65.00,10.00
"59151014",115.00,90.00,20.00,70.00,10.00,15.00,10.00,5.00
"59151015",145.00,100.00,30.00,70.00,15.00,35.00,30.00,5.00
"59151016",245.00,195.00,50.00,140.00,25.00,25.00,20.00,5.00
"59151017",140.00,105.00,30.00,80.00,10.00,15.00,15.00,0.00
"59151018",145.00,115.00,30.00,80.00,10.00,15.00,10.00,5.00
"59151019",145.00,115.00,35.00,85.00,10.00,20.00,20.00,0.00
"59151020",205.00,155.00,40.00,115.00,15.00,30.00,25.00,5.00
"59151022",195.00,160.00,50.00,105.00,10.00,25.00,15.00,5.00
"59151023",170.00,125.00,20.00,105.00,20.00,20.00,15.00,5.00
"59151024",190.00,145.00,55.00,90.00,15.00,30.00,25.00,5.00
"59151025",210.00,150.00,60.00,95.00,20.00,40.00,35.00,5.00
"59151026",410.00,305.00,120.00,185.00,20.00,90.00,75.00,10.00
"59151027",165.00,150.00,50.00,105.00,10.00,10.00,10.00,0.00
"59151028",155.00,135.00,50.00,85.00,10.00,10.00,15.00,0.00
"59151029",145.00,105.00,40.00,65.00,15.00,25.00,20.00,5.00
"59151030",485.00,380.00,120.00,260.00,30.00,70.00,65.00,15.00
"59151031",100.00,75.00,15.00,60.00,10.00,10.00,10.00,0.00
"59151032",130.00,105.00,35.00,70.00,10.00,10.00,5.00,0.00
"59151033",130.00,110.00,40.00,75.00,10.00,10.00,10.00,0.00
"59151034",160.00,135.00,40.00,100.00,10.00,15.00,15.00,0.00
"59151035",80.00,70.00,25.00,45.00,0.00,5.00,5.00,0.00
"59151036",100.00,85.00,20.00,60.00,5.00,15.00,10.00,5.00
"59151037",175.00,150.00,45.00,105.00,10.00,15.00,15.00,5.00
"59151038",145.00,110.00,25.00,85.00,20.00,15.00,10.00,5.00
"59151039",310.00,265.00,85.00,180.00,30.00,15.00,10.00,0.00
"59151040",200.00,155.00,35.00,120.00,20.00,30.00,35.00,0.00
"59151041",325.00,220.00,70.00,150.00,5.00,100.00,90.00,5.00
"59151042",450.00,320.00,90.00,230.00,15.00,115.00,105.00,10.00
"59151043",225.00,145.00,40.00,105.00,15.00,70.00,65.00,0.00
"59151044",115.00,90.00,25.00,65.00,10.00,15.00,15.00,5.00
"59151045",255.00,195.00,55.00,140.00,15.00,40.00,30.00,5.00
"59151046",100.00,80.00,20.00,60.00,5.00,10.00,15.00,0.00
"59151048",195.00,150.00,30.00,120.00,15.00,25.00,20.00,5.00
"59151049",275.00,180.00,50.00,120.00,20.00,85.00,75.00,5.00
"59151050",560.00,415.00,110.00,310.00,40.00,105.00,95.00,10.00
"59151051",265.00,180.00,50.00,130.00,10.00,75.00,70.00,0.00
"59151053",220.00,175.00,50.00,130.00,25.00,25.00,15.00,10.00
"59151057",735.00,390.00,165.00,225.00,10.00,330.00,310.00,20.00
"59151058",780.00,430.00,195.00,235.00,10.00,340.00,285.00,55.00
"59151059",115.00,85.00,20.00,65.00,15.00,20.00,10.00,5.00
"59151061",170.00,125.00,40.00,85.00,20.00,30.00,25.00,5.00
"59151062",150.00,110.00,30.00,80.00,10.00,25.00,20.00,5.00
"59151063",150.00,115.00,30.00,85.00,15.00,30.00,15.00,5.00
"59151064",195.00,145.00,30.00,110.00,10.00,40.00,30.00,5.00
"59151065",370.00,295.00,85.00,210.00,35.00,40.00,30.00,5.00
"59151066",130.00,90.00,30.00,60.00,10.00,25.00,20.00,5.00
"59151067",140.00,105.00,30.00,80.00,10.00,20.00,15.00,5.00
"59151068",125.00,105.00,35.00,65.00,5.00,15.00,15.00,0.00
"59151072",230.00,175.00,115.00,65.00,0.00,50.00,45.00,5.00
"59151073",175.00,145.00,50.00,95.00,10.00,25.00,20.00,5.00
"59151074",520.00,380.00,135.00,250.00,20.00,120.00,100.00,20.00
"59151075",135.00,95.00,35.00,55.00,5.00,35.00,30.00,5.00
"59151076",155.00,120.00,30.00,85.00,15.00,25.00,25.00,5.00
"59151077",155.00,120.00,35.00,80.00,15.00,30.00,20.00,5.00
"59151078",165.00,130.00,35.00,95.00,15.00,25.00,25.00,5.00
"59151079",130.00,105.00,20.00,85.00,0.00,20.00,15.00,5.00
"59151080",570.00,325.00,135.00,190.00,20.00,230.00,215.00,15.00
"59151081",215.00,95.00,40.00,55.00,10.00,110.00,110.00,0.00
"59151082",130.00,95.00,25.00,70.00,15.00,20.00,15.00,5.00
"59151083",180.00,140.00,30.00,110.00,5.00,35.00,30.00,5.00
"59151084",150.00,125.00,45.00,75.00,10.00,20.00,15.00,0.00
"59151085",230.00,190.00,55.00,140.00,15.00,20.00,20.00,5.00
"59151086",110.00,95.00,30.00,60.00,5.00,10.00,10.00,0.00
"59151087",150.00,115.00,30.00,85.00,10.00,25.00,25.00,0.00
"59151088",145.00,110.00,30.00,75.00,20.00,20.00,20.00,5.00
"59151089",130.00,95.00,25.00,70.00,10.00,25.00,20.00,0.00
"59151090",170.00,135.00,25.00,110.00,10.00,30.00,25.00,5.00
"59151091",370.00,240.00,70.00,170.00,5.00,125.00,115.00,10.00
"59151092",150.00,125.00,40.00,85.00,5.00,20.00,20.00,0.00
"59151093",220.00,195.00,70.00,125.00,0.00,20.00,20.00,5.00
"59151094",155.00,130.00,55.00,75.00,5.00,25.00,25.00,0.00
"59151095",190.00,160.00,70.00,95.00,5.00,20.00,20.00,0.00
"59151097",235.00,200.00,65.00,135.00,5.00,35.00,30.00,0.00
"59151098",210.00,150.00,50.00,100.00,0.00,65.00,50.00,10.00
"59151099",165.00,140.00,40.00,95.00,5.00,20.00,20.00,5.00
"59151100",140.00,125.00,25.00,100.00,0.00,10.00,10.00,0.00
"59151101",190.00,160.00,45.00,115.00,10.00,20.00,20.00,0.00
"59151102",435.00,340.00,75.00,260.00,10.00,90.00,80.00,10.00
"59151103",125.00,100.00,30.00,65.00,15.00,15.00,15.00,0.00
"59151104",160.00,135.00,40.00,90.00,5.00,15.00,15.00,5.00
"59151105",245.00,195.00,65.00,130.00,20.00,30.00,25.00,5.00
"59151106",160.00,140.00,65.00,75.00,10.00,10.00,10.00,0.00
"59151107",295.00,245.00,65.00,180.00,20.00,30.00,25.00,0.00
"59151108",285.00,225.00,60.00,165.00,15.00,45.00,40.00,10.00
"59151112",120.00,110.00,20.00,90.00,5.00,5.00,5.00,0.00
"59151113",320.00,220.00,80.00,140.00,0.00,100.00,100.00,0.00
"59151116",235.00,205.00,55.00,150.00,10.00,20.00,15.00,5.00
"59151117",180.00,145.00,65.00,85.00,10.00,25.00,20.00,0.00
"59151118",260.00,200.00,90.00,110.00,10.00,55.00,45.00,10.00
"59151121",145.00,120.00,35.00,80.00,5.00,15.00,15.00,0.00
"59151122",270.00,160.00,65.00,95.00,15.00,95.00,90.00,10.00
"59151123",185.00,145.00,55.00,95.00,10.00,30.00,20.00,10.00
"59151124",250.00,180.00,65.00,110.00,10.00,60.00,50.00,10.00
"59151125",130.00,95.00,20.00,70.00,15.00,20.00,15.00,5.00
"59151126",110.00,85.00,20.00,65.00,10.00,10.00,5.00,5.00
"59151127",155.00,115.00,25.00,90.00,10.00,30.00,20.00,10.00
"59151128",85.00,65.00,15.00,50.00,10.00,15.00,10.00,5.00
"59151129",335.00,215.00,55.00,160.00,15.00,110.00,90.00,20.00
"59151130",125.00,90.00,25.00,65.00,20.00,10.00,5.00,5.00
"59151131",190.00,145.00,40.00,105.00,20.00,25.00,25.00,5.00
"59151132",185.00,145.00,35.00,115.00,15.00,25.00,25.00,0.00
"59151133",275.00,210.00,75.00,135.00,20.00,45.00,40.00,10.00
"59151134",260.00,195.00,55.00,140.00,20.00,50.00,45.00,10.00
"59151135",690.00,470.00,160.00,310.00,20.00,205.00,185.00,20.00
"59151136",245.00,195.00,40.00,155.00,20.00,30.00,20.00,10.00
"59151137",375.00,295.00,85.00,205.00,25.00,60.00,50.00,10.00
"59151138",515.00,280.00,115.00,165.00,5.00,230.00,195.00,35.00
"59151139",430.00,210.00,95.00,115.00,5.00,220.00,195.00,25.00
"59151141",920.00,500.00,205.00,300.00,25.00,390.00,330.00,60.00
"59151142",165.00,115.00,30.00,85.00,10.00,40.00,25.00,15.00
"59151143",405.00,245.00,70.00,170.00,15.00,145.00,115.00,30.00
"59151145",345.00,160.00,55.00,105.00,10.00,180.00,160.00,15.00
"59151146",660.00,430.00,155.00,275.00,20.00,210.00,190.00,20.00
"59151147",420.00,270.00,65.00,200.00,20.00,130.00,125.00,5.00
"59151148",680.00,350.00,200.00,145.00,0.00,330.00,320.00,15.00
"59151149",660.00,435.00,155.00,285.00,20.00,205.00,185.00,25.00
"59151150",175.00,130.00,35.00,95.00,10.00,35.00,30.00,5.00
"59151151",225.00,175.00,70.00,105.00,15.00,35.00,35.00,5.00
"59151152",215.00,160.00,50.00,110.00,25.00,30.00,25.00,10.00
"59151153",210.00,165.00,60.00,105.00,20.00,25.00,20.00,5.00
"59151154",115.00,85.00,30.00,60.00,10.00,20.00,20.00,5.00
"59151155",315.00,195.00,50.00,145.00,10.00,105.00,90.00,10.00
"59151156",150.00,115.00,35.00,80.00,15.00,20.00,20.00,5.00
"59151157",160.00,125.00,25.00,100.00,15.00,25.00,20.00,0.00
"59151158",135.00,100.00,25.00,70.00,15.00,25.00,20.00,10.00
"59151159",140.00,105.00,30.00,75.00,10.00,25.00,25.00,0.00
"59151160",240.00,170.00,50.00,120.00,35.00,40.00,35.00,5.00
"59151161",200.00,135.00,30.00,105.00,20.00,40.00,35.00,10.00
"59151162",135.00,95.00,25.00,70.00,10.00,30.00,25.00,5.00
"59151163",215.00,160.00,45.00,115.00,20.00,40.00,25.00,10.00
"59151164",270.00,195.00,55.00,140.00,20.00,50.00,35.00,10.00
"59151165",115.00,85.00,30.00,60.00,15.00,10.00,10.00,5.00
"59151166",105.00,85.00,25.00,55.00,15.00,5.00,10.00,0.00
"59151167",255.00,195.00,60.00,130.00,25.00,40.00,30.00,10.00
"59151168",120.00,85.00,20.00,65.00,15.00,20.00,15.00,5.00
"59151169",340.00,205.00,80.00,125.00,20.00,120.00,105.00,15.00
"59151170",180.00,140.00,40.00,100.00,15.00,25.00,20.00,5.00
"59151171",100.00,75.00,15.00,55.00,10.00,20.00,10.00,5.00
"59151172",145.00,105.00,35.00,70.00,20.00,25.00,20.00,10.00
"59151173",560.00,355.00,115.00,245.00,20.00,195.00,170.00,20.00
"59151174",215.00,155.00,45.00,110.00,30.00,35.00,30.00,5.00
"59151175",190.00,150.00,40.00,110.00,20.00,25.00,20.00,5.00
"59151176",85.00,70.00,25.00,45.00,5.00,10.00,10.00,0.00
"59151177",195.00,160.00,40.00,120.00,15.00,10.00,10.00,5.00
"59151178",190.00,135.00,35.00,95.00,10.00,40.00,30.00,10.00
"59151179",210.00,180.00,55.00,120.00,20.00,15.00,10.00,5.00
"59151180",155.00,125.00,40.00,80.00,10.00,20.00,20.00,5.00
"59151182",175.00,115.00,30.00,90.00,35.00,25.00,15.00,5.00
"59151195",320.00,240.00,60.00,180.00,40.00,50.00,30.00,10.00
"59151196",160.00,115.00,25.00,85.00,15.00,20.00,20.00,0.00
"59151197",500.00,315.00,130.00,185.00,40.00,140.00,120.00,20.00
"59151198",220.00,85.00,25.00,55.00,10.00,120.00,100.00,15.00
"59151199",130.00,85.00,15.00,65.00,20.00,30.00,20.00,10.00
"59151200",135.00,105.00,25.00,85.00,15.00,20.00,15.00,0.00
"59151201",130.00,90.00,20.00,65.00,10.00,35.00,30.00,5.00
"59151202",135.00,85.00,15.00,65.00,15.00,40.00,30.00,10.00
"59151203",165.00,115.00,25.00,85.00,20.00,30.00,25.00,10.00
"59151204",175.00,110.00,20.00,90.00,25.00,40.00,25.00,15.00
"59151205",75.00,45.00,5.00,40.00,10.00,20.00,15.00,5.00
"59151206",180.00,110.00,30.00,85.00,40.00,30.00,25.00,10.00
"59151207",160.00,100.00,20.00,80.00,15.00,40.00,25.00,15.00
"59151208",240.00,130.00,30.00,95.00,25.00,80.00,65.00,15.00
"59151209",200.00,135.00,40.00,95.00,25.00,40.00,35.00,10.00
"59151211",185.00,140.00,50.00,95.00,15.00,30.00,15.00,10.00
"59151213",200.00,145.00,50.00,95.00,20.00,35.00,25.00,10.00
"59151214",170.00,85.00,30.00,50.00,0.00,85.00,75.00,5.00
"59151215",180.00,140.00,35.00,105.00,5.00,35.00,30.00,5.00
"59151216",340.00,190.00,90.00,100.00,0.00,150.00,145.00,5.00
"59151217",165.00,125.00,40.00,80.00,0.00,35.00,35.00,5.00
"59151219",135.00,110.00,40.00,70.00,5.00,20.00,20.00,5.00
"59151220",160.00,130.00,45.00,90.00,5.00,25.00,20.00,5.00
"59151221",290.00,190.00,35.00,160.00,5.00,95.00,85.00,5.00
"59151222",180.00,135.00,40.00,90.00,15.00,35.00,20.00,10.00
"59151223",195.00,140.00,35.00,105.00,15.00,40.00,35.00,10.00
"59151224",235.00,155.00,40.00,115.00,20.00,60.00,50.00,15.00
"59151225",170.00,130.00,30.00,100.00,15.00,25.00,20.00,10.00
"59151226",215.00,150.00,40.00,115.00,15.00,50.00,40.00,10.00
"59151227",180.00,125.00,40.00,85.00,25.00,35.00,25.00,10.00
"59151228",205.00,140.00,50.00,95.00,15.00,40.00,35.00,10.00
"59151229",305.00,235.00,55.00,175.00,15.00,55.00,50.00,5.00
"59151230",135.00,105.00,25.00,80.00,5.00,30.00,25.00,5.00
"59151231",120.00,90.00,35.00,55.00,0.00,25.00,25.00,5.00
"59151232",225.00,165.00,55.00,110.00,10.00,50.00,40.00,10.00
"59151234",115.00,75.00,20.00,55.00,0.00,40.00,40.00,5.00
"59151236",430.00,320.00,95.00,230.00,5.00,100.00,90.00,10.00
"59151237",215.00,155.00,40.00,110.00,15.00,50.00,40.00,10.00
"59151238",180.00,125.00,45.00,80.00,15.00,35.00,25.00,10.00
"59151239",165.00,115.00,50.00,65.00,10.00,35.00,30.00,10.00
"59151240",180.00,140.00,50.00,85.00,15.00,30.00,20.00,10.00
"59151241",230.00,165.00,55.00,120.00,20.00,45.00,30.00,15.00
"59151242",225.00,160.00,55.00,110.00,15.00,50.00,45.00,5.00
"59151243",170.00,125.00,45.00,80.00,15.00,30.00,20.00,5.00
"59151244",270.00,175.00,70.00,110.00,15.00,80.00,60.00,15.00
"59151252",800.00,455.00,205.00,250.00,10.00,330.00,265.00,70.00
"59151253",280.00,210.00,50.00,155.00,5.00,65.00,55.00,15.00
"59151254",575.00,385.00,110.00,275.00,30.00,160.00,135.00,30.00
"59151255",300.00,210.00,60.00,145.00,15.00,80.00,60.00,20.00
"59151256",155.00,120.00,30.00,85.00,10.00,30.00,15.00,5.00
"59151257",260.00,195.00,50.00,145.00,10.00,60.00,45.00,10.00
"59151258",320.00,230.00,75.00,150.00,15.00,75.00,60.00,15.00
"59151259",290.00,190.00,30.00,160.00,5.00,95.00,85.00,15.00
"59151260",155.00,100.00,25.00,75.00,15.00,35.00,25.00,10.00
"59151261",195.00,140.00,45.00,100.00,15.00,40.00,25.00,15.00
"59151262",190.00,140.00,30.00,110.00,20.00,35.00,25.00,10.00
"59151263",145.00,85.00,15.00,75.00,20.00,35.00,25.00,10.00
"59151264",190.00,115.00,35.00,80.00,15.00,55.00,35.00,15.00
"59151265",155.00,105.00,25.00,75.00,15.00,35.00,25.00,10.00
"59151266",170.00,115.00,35.00,80.00,10.00,40.00,30.00,10.00
"59151267",270.00,185.00,55.00,130.00,30.00,50.00,35.00,20.00
"59151268",170.00,115.00,35.00,80.00,20.00,40.00,30.00,10.00
"59151269",235.00,165.00,55.00,110.00,15.00,50.00,45.00,10.00
"59151270",210.00,155.00,50.00,105.00,20.00,40.00,35.00,10.00
"59151271",230.00,160.00,40.00,120.00,15.00,50.00,45.00,10.00
"59151272",490.00,75.00,55.00,25.00,0.00,410.00,410.00,5.00
"59151273",215.00,155.00,40.00,115.00,20.00,35.00,25.00,10.00
"59151274",125.00,100.00,30.00,70.00,10.00,15.00,10.00,5.00
"59151275",180.00,140.00,50.00,85.00,15.00,25.00,20.00,5.00
"59151276",195.00,145.00,35.00,110.00,10.00,40.00,30.00,5.00
"59151277",100.00,75.00,20.00,55.00,0.00,20.00,20.00,0.00
"59151278",205.00,150.00,40.00,105.00,15.00,40.00,35.00,5.00
"59151279",190.00,135.00,45.00,90.00,15.00,30.00,25.00,5.00
"59151280",145.00,115.00,40.00,70.00,5.00,30.00,20.00,5.00
"59151281",160.00,125.00,30.00,90.00,15.00,20.00,15.00,5.00
"59151282",195.00,135.00,40.00,95.00,25.00,30.00,25.00,5.00
"59151283",250.00,170.00,60.00,105.00,20.00,60.00,45.00,15.00
"59151284",210.00,165.00,60.00,110.00,10.00,35.00,30.00,5.00
"59151286",245.00,165.00,35.00,125.00,30.00,50.00,30.00,20.00
"59151288",250.00,170.00,55.00,115.00,10.00,65.00,50.00,15.00
"59151289",215.00,140.00,30.00,105.00,5.00,75.00,55.00,15.00
"59151290",470.00,235.00,135.00,100.00,5.00,230.00,220.00,15.00
"59151291",225.00,145.00,60.00,85.00,20.00,60.00,40.00,20.00
"59151292",350.00,190.00,75.00,120.00,20.00,140.00,105.00,35.00
"59151293",340.00,155.00,55.00,100.00,5.00,180.00,155.00,20.00
"59151294",200.00,110.00,55.00,55.00,0.00,85.00,75.00,15.00
"59151297",120.00,70.00,35.00,40.00,0.00,45.00,40.00,10.00
"59151298",610.00,310.00,130.00,180.00,5.00,290.00,245.00,50.00
"59151299",505.00,270.00,135.00,135.00,5.00,230.00,165.00,70.00
"59151300",150.00,95.00,15.00,80.00,5.00,50.00,15.00,35.00
"59151302",750.00,405.00,175.00,235.00,15.00,330.00,265.00,65.00
"59151304",365.00,210.00,70.00,140.00,5.00,150.00,100.00,50.00
"59151305",460.00,230.00,90.00,135.00,10.00,225.00,145.00,80.00
"59151307",475.00,205.00,100.00,105.00,0.00,265.00,220.00,45.00
"59151308",175.00,75.00,40.00,35.00,0.00,105.00,85.00,20.00
"59151309",245.00,115.00,50.00,60.00,0.00,130.00,110.00,20.00
"59151310",330.00,190.00,90.00,95.00,5.00,140.00,130.00,10.00
"59151311",460.00,220.00,95.00,120.00,5.00,235.00,210.00,25.00
"59151312",225.00,125.00,60.00,65.00,5.00,105.00,100.00,5.00
"59151313",665.00,330.00,200.00,135.00,10.00,315.00,295.00,25.00
"59151314",330.00,165.00,70.00,95.00,0.00,160.00,125.00,35.00
"59151315",340.00,180.00,75.00,105.00,0.00,155.00,135.00,20.00
"59151316",255.00,185.00,60.00,125.00,15.00,60.00,40.00,15.00
"59151317",185.00,125.00,40.00,80.00,20.00,45.00,35.00,5.00
"59151318",150.00,60.00,25.00,40.00,10.00,80.00,75.00,5.00
"59151319",215.00,145.00,40.00,100.00,20.00,50.00,35.00,15.00
"59151320",215.00,140.00,40.00,105.00,25.00,50.00,35.00,15.00
"59151321",170.00,120.00,40.00,85.00,20.00,20.00,15.00,10.00
"59151322",300.00,190.00,65.00,130.00,20.00,85.00,55.00,25.00
"59151323",220.00,120.00,50.00,65.00,10.00,90.00,65.00,25.00
"59151324",205.00,90.00,25.00,65.00,0.00,115.00,90.00,25.00
"59151325",155.00,50.00,25.00,25.00,0.00,100.00,85.00,15.00
"59151326",220.00,125.00,45.00,80.00,0.00,95.00,75.00,20.00
"59151327",215.00,105.00,45.00,55.00,0.00,105.00,100.00,10.00
"59151328",385.00,230.00,95.00,135.00,0.00,155.00,115.00,40.00
"59151329",700.00,300.00,140.00,160.00,5.00,395.00,325.00,70.00
"59151332",215.00,135.00,30.00,105.00,25.00,55.00,35.00,20.00
"59151336",640.00,325.00,120.00,200.00,5.00,315.00,270.00,40.00
"59151338",1135.00,650.00,290.00,360.00,15.00,470.00,400.00,75.00
"59151339",280.00,130.00,60.00,70.00,0.00,150.00,135.00,20.00
"59151340",570.00,300.00,145.00,150.00,30.00,240.00,190.00,50.00
"59151341",340.00,205.00,65.00,135.00,0.00,140.00,120.00,20.00
"59151342",160.00,90.00,25.00,65.00,10.00,60.00,35.00,20.00
"59151343",535.00,150.00,65.00,80.00,10.00,380.00,375.00,5.00
"59151345",345.00,215.00,80.00,130.00,5.00,130.00,115.00,20.00
"59151346",315.00,110.00,60.00,55.00,5.00,205.00,190.00,15.00
"59151347",235.00,165.00,45.00,120.00,15.00,60.00,30.00,25.00
"59151348",175.00,135.00,30.00,100.00,10.00,35.00,20.00,15.00
"59151349",125.00,100.00,35.00,65.00,5.00,25.00,20.00,5.00
"59151350",225.00,145.00,45.00,100.00,20.00,55.00,35.00,20.00
"59151351",305.00,190.00,55.00,135.00,15.00,105.00,75.00,25.00
"59151352",140.00,95.00,20.00,75.00,5.00,45.00,35.00,10.00
"59151353",140.00,90.00,30.00,60.00,20.00,35.00,25.00,10.00
"59151354",165.00,105.00,30.00,75.00,5.00,50.00,30.00,20.00
"59151355",210.00,140.00,45.00,95.00,20.00,45.00,30.00,25.00
