"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36"
"59150384",470.00,420.00,0.00,30.00,25.00,230.00,210.00,0.00,10.00,10.00,235.00,205.00,0.00,15.00,10.00,465.00,445.00,5.00,0.00,20.00,5.00,1.10,235.00,220.00,0.00,0.00,10.00,0.00,0.00,235.00,220.00,0.00,0.00,15.00,0.00,0.00
"59150385",510.00,445.00,0.00,25.00,40.00,245.00,215.00,0.00,10.00,20.00,270.00,230.00,0.00,15.00,25.00,510.00,465.00,5.00,0.00,40.00,10.00,2.00,245.00,220.00,5.00,0.00,20.00,5.00,2.00,270.00,245.00,0.00,0.00,20.00,5.00,1.90
"59150386",560.00,495.00,0.00,20.00,40.00,270.00,250.00,0.00,5.00,15.00,290.00,250.00,0.00,10.00,30.00,555.00,515.00,0.00,0.00,45.00,0.00,0.00,270.00,260.00,0.00,0.00,10.00,0.00,0.00,285.00,255.00,5.00,0.00,30.00,5.00,1.80
"59150387",480.00,420.00,0.00,15.00,40.00,250.00,220.00,0.00,10.00,15.00,235.00,200.00,0.00,10.00,25.00,480.00,435.00,5.00,0.00,45.00,5.00,1.00,245.00,230.00,0.00,0.00,15.00,0.00,0.00,235.00,205.00,0.00,0.00,30.00,0.00,0.00
"59150388",785.00,680.00,0.00,45.00,55.00,390.00,350.00,0.00,20.00,20.00,395.00,330.00,0.00,30.00,35.00,785.00,720.00,10.00,0.00,55.00,5.00,0.60,390.00,360.00,5.00,0.00,20.00,5.00,1.30,400.00,360.00,0.00,0.00,35.00,0.00,0.00
"59150389",705.00,575.00,0.00,45.00,80.00,355.00,295.00,0.00,25.00,30.00,345.00,275.00,5.00,20.00,55.00,705.00,605.00,10.00,5.00,80.00,15.00,2.10,355.00,310.00,10.00,5.00,30.00,10.00,2.80,350.00,290.00,5.00,0.00,50.00,5.00,1.40
"59150390",600.00,505.00,0.00,35.00,65.00,285.00,250.00,0.00,15.00,20.00,310.00,255.00,0.00,20.00,40.00,600.00,530.00,5.00,5.00,65.00,10.00,1.70,285.00,255.00,0.00,5.00,25.00,5.00,1.80,315.00,270.00,0.00,0.00,40.00,5.00,1.60
"59150391",515.00,450.00,0.00,25.00,40.00,230.00,205.00,0.00,10.00,20.00,285.00,240.00,0.00,20.00,20.00,515.00,465.00,10.00,0.00,40.00,10.00,1.90,230.00,210.00,0.00,0.00,20.00,5.00,2.20,285.00,260.00,5.00,0.00,20.00,5.00,1.80
"59150392",500.00,400.00,0.00,5.00,105.00,260.00,215.00,0.00,5.00,45.00,240.00,180.00,0.00,0.00,55.00,505.00,400.00,0.00,0.00,100.00,0.00,0.00,260.00,220.00,0.00,0.00,45.00,0.00,0.00,245.00,180.00,0.00,0.00,60.00,0.00,0.00
"59150393",595.00,495.00,0.00,25.00,80.00,305.00,255.00,0.00,15.00,30.00,290.00,235.00,0.00,10.00,45.00,595.00,510.00,5.00,5.00,75.00,10.00,1.70,305.00,270.00,0.00,5.00,30.00,5.00,1.60,290.00,240.00,5.00,0.00,45.00,5.00,1.70
"59150394",610.00,450.00,0.00,15.00,145.00,290.00,210.00,0.00,15.00,70.00,320.00,240.00,0.00,5.00,80.00,615.00,455.00,0.00,5.00,145.00,5.00,0.80,290.00,215.00,0.00,0.00,70.00,5.00,1.70,320.00,240.00,5.00,5.00,75.00,5.00,1.60
"59150395",745.00,530.00,0.00,10.00,200.00,355.00,260.00,0.00,5.00,90.00,395.00,275.00,0.00,5.00,110.00,750.00,545.00,0.00,5.00,200.00,0.00,0.00,355.00,265.00,0.00,0.00,85.00,0.00,0.00,395.00,280.00,0.00,0.00,110.00,5.00,1.30
"59150396",660.00,455.00,0.00,20.00,180.00,300.00,220.00,0.00,10.00,65.00,360.00,235.00,0.00,5.00,120.00,660.00,470.00,5.00,5.00,185.00,5.00,0.80,300.00,230.00,5.00,0.00,65.00,0.00,0.00,360.00,235.00,0.00,5.00,115.00,0.00,0.00
"59150397",455.00,340.00,0.00,25.00,95.00,205.00,165.00,0.00,10.00,40.00,250.00,175.00,0.00,15.00,60.00,460.00,350.00,5.00,5.00,95.00,5.00,1.10,205.00,165.00,5.00,0.00,35.00,5.00,2.40,250.00,185.00,0.00,5.00,55.00,5.00,2.00
"59150398",490.00,385.00,0.00,15.00,95.00,240.00,190.00,0.00,5.00,45.00,250.00,200.00,0.00,5.00,45.00,495.00,395.00,0.00,5.00,95.00,5.00,1.00,240.00,195.00,5.00,0.00,45.00,0.00,0.00,250.00,200.00,0.00,0.00,50.00,0.00,0.00
"59150399",480.00,390.00,0.00,25.00,60.00,240.00,195.00,0.00,15.00,30.00,240.00,195.00,0.00,15.00,35.00,480.00,405.00,5.00,5.00,60.00,10.00,2.10,235.00,205.00,0.00,5.00,30.00,5.00,2.10,240.00,205.00,5.00,0.00,35.00,5.00,2.10
"59150400",710.00,605.00,0.00,25.00,80.00,360.00,320.00,0.00,10.00,25.00,350.00,285.00,0.00,10.00,55.00,710.00,625.00,5.00,5.00,80.00,5.00,0.70,355.00,325.00,0.00,5.00,25.00,0.00,0.00,355.00,295.00,5.00,0.00,55.00,5.00,1.40
"59150401",620.00,520.00,0.00,20.00,80.00,310.00,260.00,0.00,20.00,35.00,315.00,255.00,0.00,5.00,50.00,625.00,540.00,5.00,5.00,80.00,5.00,0.80,310.00,275.00,0.00,0.00,35.00,0.00,0.00,315.00,265.00,5.00,0.00,50.00,5.00,1.60
"59150402",700.00,605.00,0.00,40.00,55.00,355.00,315.00,0.00,20.00,20.00,350.00,295.00,0.00,20.00,35.00,700.00,635.00,5.00,5.00,55.00,15.00,2.10,355.00,325.00,5.00,0.00,20.00,5.00,1.40,345.00,305.00,0.00,5.00,35.00,0.00,0.00
"59150403",650.00,540.00,0.00,25.00,80.00,315.00,285.00,0.00,10.00,25.00,335.00,265.00,0.00,15.00,55.00,645.00,565.00,0.00,0.00,80.00,0.00,0.00,315.00,290.00,0.00,0.00,25.00,0.00,0.00,330.00,275.00,5.00,0.00,50.00,5.00,1.50
"59150404",535.00,435.00,0.00,20.00,85.00,250.00,200.00,0.00,15.00,35.00,285.00,235.00,5.00,5.00,50.00,535.00,450.00,5.00,0.00,85.00,5.00,0.90,250.00,210.00,5.00,0.00,35.00,0.00,0.00,285.00,240.00,0.00,0.00,45.00,5.00,1.80
"59150405",470.00,380.00,0.00,20.00,75.00,215.00,175.00,0.00,5.00,30.00,260.00,210.00,0.00,15.00,45.00,475.00,400.00,5.00,0.00,75.00,5.00,1.10,215.00,180.00,5.00,0.00,30.00,0.00,0.00,260.00,220.00,5.00,0.00,45.00,5.00,1.90
"59150406",735.00,590.00,0.00,65.00,85.00,375.00,305.00,0.00,25.00,40.00,360.00,285.00,0.00,30.00,40.00,735.00,640.00,10.00,5.00,85.00,10.00,1.40,375.00,325.00,10.00,0.00,40.00,10.00,2.70,360.00,315.00,0.00,0.00,45.00,0.00,0.00
"59150407",760.00,570.00,0.00,25.00,165.00,380.00,295.00,0.00,10.00,75.00,380.00,270.00,0.00,15.00,85.00,760.00,590.00,5.00,0.00,160.00,5.00,0.70,380.00,300.00,5.00,0.00,75.00,5.00,1.30,380.00,285.00,5.00,5.00,85.00,5.00,1.30
"59150408",755.00,575.00,0.00,30.00,150.00,370.00,295.00,0.00,20.00,60.00,380.00,280.00,0.00,15.00,90.00,750.00,595.00,5.00,5.00,145.00,5.00,0.70,370.00,305.00,5.00,5.00,60.00,0.00,0.00,380.00,290.00,5.00,5.00,90.00,0.00,0.00
"59150409",480.00,390.00,0.00,30.00,60.00,225.00,185.00,0.00,15.00,25.00,260.00,205.00,0.00,15.00,40.00,485.00,415.00,5.00,5.00,60.00,5.00,1.00,225.00,200.00,5.00,0.00,25.00,0.00,0.00,255.00,215.00,0.00,0.00,35.00,5.00,2.00
"59150410",580.00,460.00,0.00,35.00,85.00,275.00,230.00,0.00,10.00,40.00,305.00,230.00,0.00,25.00,45.00,585.00,485.00,5.00,5.00,85.00,10.00,1.70,275.00,235.00,5.00,0.00,40.00,5.00,1.80,305.00,250.00,0.00,0.00,45.00,5.00,1.60
"59150412",450.00,355.00,0.00,35.00,60.00,215.00,180.00,0.00,10.00,20.00,235.00,175.00,0.00,20.00,40.00,450.00,385.00,5.00,0.00,60.00,10.00,2.20,210.00,190.00,5.00,5.00,15.00,5.00,2.40,235.00,190.00,0.00,0.00,40.00,5.00,2.10
"59150414",650.00,520.00,0.00,15.00,115.00,330.00,270.00,0.00,10.00,55.00,315.00,250.00,0.00,10.00,60.00,650.00,530.00,5.00,0.00,115.00,5.00,0.80,335.00,275.00,5.00,0.00,55.00,0.00,0.00,315.00,255.00,0.00,0.00,60.00,5.00,1.60
"59150415",885.00,760.00,0.00,35.00,95.00,430.00,375.00,0.00,15.00,40.00,455.00,375.00,0.00,20.00,55.00,885.00,790.00,0.00,5.00,90.00,5.00,0.60,435.00,390.00,0.00,0.00,35.00,0.00,0.00,455.00,395.00,0.00,0.00,55.00,0.00,0.00
"59150416",660.00,550.00,0.00,35.00,75.00,325.00,280.00,0.00,15.00,30.00,335.00,270.00,0.00,20.00,45.00,660.00,580.00,5.00,5.00,75.00,5.00,0.80,325.00,295.00,0.00,5.00,30.00,0.00,0.00,340.00,285.00,0.00,5.00,45.00,0.00,0.00
"59150417",480.00,410.00,0.00,35.00,40.00,240.00,215.00,0.00,10.00,15.00,240.00,195.00,0.00,25.00,25.00,480.00,440.00,5.00,5.00,40.00,5.00,1.00,240.00,230.00,0.00,0.00,20.00,0.00,0.00,240.00,215.00,5.00,0.00,25.00,5.00,2.10
"59150419",440.00,370.00,0.00,35.00,40.00,220.00,185.00,0.00,15.00,15.00,225.00,180.00,0.00,20.00,20.00,445.00,400.00,5.00,0.00,35.00,10.00,2.20,215.00,200.00,5.00,0.00,20.00,5.00,2.30,225.00,205.00,0.00,0.00,15.00,5.00,2.20
"59150420",555.00,420.00,0.00,35.00,100.00,280.00,225.00,0.00,20.00,45.00,275.00,195.00,0.00,20.00,55.00,555.00,445.00,5.00,5.00,100.00,5.00,0.90,280.00,240.00,5.00,0.00,40.00,0.00,0.00,275.00,210.00,0.00,0.00,60.00,5.00,1.80
"59150421",640.00,480.00,0.00,25.00,140.00,325.00,260.00,0.00,10.00,55.00,320.00,225.00,0.00,10.00,80.00,645.00,505.00,0.00,0.00,135.00,5.00,0.80,320.00,270.00,0.00,0.00,55.00,5.00,1.60,320.00,235.00,0.00,0.00,85.00,5.00,1.60
"59150422",890.00,680.00,0.00,130.00,85.00,435.00,335.00,0.00,55.00,40.00,465.00,345.00,0.00,75.00,40.00,895.00,790.00,15.00,10.00,80.00,15.00,1.70,435.00,385.00,10.00,5.00,40.00,10.00,2.30,465.00,405.00,10.00,5.00,40.00,10.00,2.20
"59150423",465.00,355.00,0.00,20.00,85.00,230.00,185.00,0.00,10.00,35.00,240.00,175.00,0.00,15.00,55.00,465.00,380.00,0.00,5.00,85.00,0.00,0.00,225.00,195.00,0.00,0.00,30.00,0.00,0.00,245.00,180.00,0.00,5.00,50.00,5.00,2.00
"59150424",855.00,715.00,5.00,115.00,35.00,390.00,335.00,0.00,45.00,10.00,465.00,380.00,0.00,65.00,20.00,855.00,800.00,20.00,0.00,35.00,20.00,2.30,390.00,370.00,5.00,0.00,15.00,10.00,2.60,465.00,430.00,15.00,0.00,20.00,20.00,4.30
"59150425",385.00,325.00,0.00,25.00,45.00,200.00,170.00,0.00,10.00,15.00,185.00,150.00,0.00,10.00,30.00,385.00,340.00,0.00,0.00,45.00,0.00,0.00,200.00,185.00,0.00,0.00,20.00,0.00,0.00,185.00,160.00,0.00,0.00,25.00,5.00,2.70
"59150426",460.00,365.00,5.00,50.00,45.00,225.00,180.00,0.00,20.00,20.00,240.00,180.00,0.00,30.00,30.00,460.00,395.00,15.00,5.00,50.00,15.00,3.30,225.00,200.00,0.00,0.00,20.00,5.00,2.20,235.00,200.00,10.00,0.00,30.00,10.00,4.30
"59150427",570.00,475.00,0.00,35.00,60.00,285.00,245.00,0.00,15.00,20.00,285.00,230.00,0.00,20.00,35.00,570.00,500.00,5.00,10.00,60.00,5.00,0.90,285.00,260.00,5.00,0.00,20.00,5.00,1.80,285.00,245.00,5.00,5.00,35.00,5.00,1.80
"59150428",495.00,400.00,0.00,30.00,65.00,235.00,195.00,0.00,15.00,25.00,260.00,205.00,0.00,10.00,45.00,495.00,415.00,5.00,10.00,65.00,10.00,2.00,235.00,205.00,5.00,5.00,25.00,10.00,4.30,260.00,210.00,0.00,0.00,45.00,5.00,1.90
"59150429",560.00,470.00,5.00,25.00,65.00,280.00,245.00,0.00,10.00,30.00,285.00,230.00,0.00,15.00,35.00,565.00,495.00,5.00,0.00,60.00,5.00,0.90,280.00,255.00,0.00,0.00,25.00,5.00,1.80,285.00,245.00,5.00,0.00,35.00,5.00,1.80
"59150430",545.00,430.00,5.00,25.00,85.00,270.00,220.00,0.00,15.00,35.00,275.00,215.00,5.00,10.00,50.00,545.00,450.00,10.00,0.00,85.00,10.00,1.80,270.00,225.00,5.00,0.00,30.00,5.00,1.90,275.00,220.00,5.00,0.00,50.00,5.00,1.80
"59150431",600.00,485.00,0.00,40.00,80.00,310.00,270.00,0.00,15.00,35.00,290.00,220.00,0.00,25.00,45.00,600.00,515.00,5.00,5.00,80.00,5.00,0.80,315.00,275.00,5.00,0.00,35.00,0.00,0.00,285.00,240.00,5.00,0.00,45.00,0.00,0.00
"59150432",880.00,750.00,0.00,55.00,70.00,450.00,385.00,0.00,35.00,30.00,425.00,370.00,0.00,20.00,40.00,880.00,790.00,10.00,5.00,70.00,15.00,1.70,450.00,405.00,5.00,5.00,30.00,10.00,2.20,425.00,385.00,5.00,0.00,40.00,5.00,1.20
"59150433",500.00,395.00,0.00,35.00,60.00,250.00,210.00,5.00,15.00,25.00,245.00,180.00,0.00,25.00,35.00,495.00,425.00,5.00,0.00,60.00,5.00,1.00,250.00,225.00,5.00,5.00,20.00,5.00,2.00,245.00,205.00,5.00,0.00,35.00,0.00,0.00
"59150434",480.00,385.00,0.00,20.00,70.00,240.00,205.00,0.00,5.00,25.00,235.00,185.00,0.00,15.00,45.00,480.00,400.00,5.00,5.00,75.00,5.00,1.00,240.00,205.00,0.00,0.00,30.00,0.00,0.00,235.00,190.00,0.00,0.00,45.00,0.00,0.00
"59150435",595.00,500.00,0.00,25.00,70.00,300.00,265.00,0.00,10.00,25.00,295.00,235.00,0.00,15.00,50.00,600.00,515.00,5.00,5.00,75.00,5.00,0.80,300.00,270.00,0.00,0.00,25.00,0.00,0.00,300.00,245.00,5.00,5.00,45.00,0.00,0.00
"59150436",775.00,625.00,0.00,30.00,125.00,370.00,305.00,0.00,15.00,50.00,405.00,315.00,0.00,15.00,80.00,775.00,640.00,15.00,0.00,125.00,10.00,1.30,370.00,315.00,10.00,0.00,45.00,10.00,2.70,405.00,320.00,5.00,0.00,75.00,5.00,1.20
"59150437",1255.00,1035.00,0.00,40.00,175.00,600.00,510.00,0.00,20.00,65.00,655.00,525.00,0.00,15.00,110.00,1255.00,1060.00,5.00,5.00,175.00,10.00,0.80,600.00,525.00,5.00,5.00,65.00,10.00,1.70,650.00,540.00,0.00,5.00,110.00,5.00,0.80
"59150438",815.00,625.00,0.00,30.00,160.00,415.00,325.00,0.00,15.00,75.00,400.00,300.00,0.00,15.00,85.00,815.00,645.00,5.00,5.00,160.00,10.00,1.20,415.00,335.00,5.00,5.00,70.00,5.00,1.20,400.00,315.00,5.00,0.00,85.00,5.00,1.30
"59150439",510.00,375.00,0.00,15.00,115.00,245.00,190.00,0.00,10.00,45.00,260.00,185.00,0.00,10.00,70.00,505.00,390.00,5.00,5.00,115.00,5.00,1.00,245.00,200.00,0.00,0.00,45.00,0.00,0.00,260.00,190.00,5.00,5.00,70.00,0.00,0.00
"59150440",640.00,495.00,0.00,30.00,115.00,320.00,250.00,0.00,15.00,50.00,325.00,245.00,0.00,15.00,65.00,640.00,520.00,5.00,0.00,115.00,5.00,0.80,320.00,265.00,0.00,5.00,50.00,0.00,0.00,320.00,255.00,0.00,0.00,65.00,5.00,1.60
"59150441",650.00,540.00,0.00,15.00,95.00,315.00,270.00,0.00,10.00,35.00,340.00,270.00,0.00,10.00,55.00,655.00,550.00,5.00,5.00,90.00,10.00,1.50,315.00,275.00,0.00,0.00,35.00,5.00,1.60,340.00,275.00,0.00,0.00,55.00,5.00,1.50
"59150442",640.00,500.00,0.00,25.00,110.00,325.00,265.00,0.00,15.00,50.00,315.00,235.00,0.00,15.00,65.00,640.00,520.00,5.00,5.00,115.00,10.00,1.60,325.00,275.00,5.00,0.00,45.00,5.00,1.50,315.00,250.00,0.00,5.00,65.00,0.00,0.00
"59150443",685.00,595.00,0.00,25.00,60.00,345.00,300.00,0.00,15.00,30.00,340.00,295.00,0.00,10.00,35.00,685.00,615.00,5.00,5.00,60.00,5.00,0.70,345.00,310.00,5.00,5.00,30.00,5.00,1.40,345.00,305.00,0.00,5.00,30.00,5.00,1.40
"59150444",765.00,670.00,0.00,30.00,70.00,365.00,325.00,0.00,15.00,25.00,400.00,345.00,0.00,15.00,40.00,765.00,690.00,0.00,5.00,65.00,5.00,0.70,365.00,330.00,0.00,5.00,25.00,5.00,1.40,400.00,360.00,0.00,0.00,40.00,0.00,0.00
"59150445",625.00,500.00,0.00,20.00,105.00,305.00,255.00,0.00,5.00,45.00,320.00,250.00,0.00,10.00,60.00,625.00,520.00,0.00,5.00,105.00,5.00,0.80,310.00,255.00,5.00,5.00,45.00,5.00,1.60,320.00,260.00,0.00,0.00,60.00,0.00,0.00
"59150446",505.00,400.00,0.00,20.00,90.00,235.00,200.00,0.00,5.00,35.00,265.00,205.00,0.00,10.00,55.00,505.00,415.00,0.00,0.00,90.00,5.00,1.00,235.00,200.00,0.00,0.00,35.00,5.00,2.10,270.00,215.00,0.00,0.00,55.00,0.00,0.00
"59150447",580.00,485.00,0.00,15.00,80.00,270.00,225.00,0.00,10.00,35.00,310.00,260.00,0.00,10.00,45.00,585.00,505.00,0.00,5.00,80.00,0.00,0.00,265.00,235.00,0.00,5.00,35.00,0.00,0.00,315.00,265.00,0.00,0.00,45.00,0.00,0.00
"59150448",610.00,520.00,0.00,20.00,65.00,295.00,265.00,0.00,10.00,25.00,315.00,260.00,0.00,10.00,35.00,605.00,540.00,0.00,5.00,65.00,5.00,0.80,295.00,265.00,5.00,0.00,25.00,5.00,1.70,315.00,270.00,0.00,0.00,35.00,0.00,0.00
"59150449",620.00,520.00,0.00,15.00,80.00,285.00,250.00,0.00,5.00,35.00,330.00,275.00,0.00,15.00,45.00,615.00,535.00,5.00,0.00,75.00,5.00,0.80,290.00,255.00,0.00,0.00,35.00,0.00,0.00,330.00,280.00,5.00,0.00,45.00,5.00,1.50
"59150450",575.00,485.00,0.00,25.00,70.00,270.00,240.00,0.00,10.00,25.00,305.00,250.00,0.00,10.00,45.00,575.00,500.00,5.00,0.00,65.00,5.00,0.90,270.00,245.00,5.00,0.00,25.00,5.00,1.90,300.00,260.00,0.00,0.00,40.00,0.00,0.00
"59150451",510.00,430.00,0.00,15.00,65.00,255.00,225.00,0.00,5.00,25.00,250.00,205.00,0.00,5.00,40.00,505.00,440.00,0.00,0.00,65.00,0.00,0.00,255.00,230.00,0.00,0.00,25.00,5.00,2.00,250.00,210.00,0.00,0.00,40.00,0.00,0.00
"59150452",425.00,345.00,0.00,10.00,75.00,205.00,170.00,0.00,5.00,35.00,215.00,175.00,0.00,0.00,35.00,425.00,350.00,0.00,0.00,70.00,0.00,0.00,205.00,175.00,5.00,0.00,35.00,0.00,0.00,215.00,180.00,0.00,0.00,40.00,0.00,0.00
"59150453",630.00,520.00,0.00,20.00,90.00,320.00,265.00,0.00,10.00,40.00,310.00,250.00,0.00,10.00,50.00,630.00,540.00,0.00,5.00,90.00,5.00,0.80,325.00,280.00,0.00,5.00,40.00,0.00,0.00,310.00,260.00,0.00,5.00,50.00,0.00,0.00
"59150454",685.00,575.00,0.00,10.00,100.00,340.00,295.00,0.00,5.00,45.00,340.00,280.00,0.00,5.00,60.00,680.00,585.00,0.00,0.00,100.00,0.00,0.00,340.00,300.00,0.00,0.00,40.00,0.00,0.00,340.00,285.00,0.00,0.00,55.00,0.00,0.00
"59150455",825.00,670.00,0.00,25.00,125.00,390.00,330.00,0.00,10.00,50.00,430.00,340.00,0.00,15.00,80.00,820.00,690.00,5.00,5.00,125.00,0.00,0.00,390.00,345.00,0.00,0.00,50.00,0.00,0.00,430.00,350.00,5.00,5.00,75.00,5.00,1.20
"59150457",730.00,595.00,0.00,45.00,90.00,360.00,310.00,0.00,20.00,20.00,375.00,285.00,0.00,25.00,65.00,730.00,635.00,5.00,5.00,90.00,5.00,0.70,360.00,330.00,0.00,0.00,25.00,5.00,1.40,375.00,305.00,0.00,5.00,65.00,5.00,1.30
"59150459",475.00,420.00,0.00,20.00,40.00,235.00,210.00,0.00,10.00,15.00,240.00,210.00,0.00,10.00,20.00,475.00,430.00,5.00,5.00,35.00,5.00,1.10,230.00,215.00,0.00,0.00,15.00,5.00,2.20,240.00,215.00,0.00,0.00,25.00,0.00,0.00
"59150460",515.00,430.00,0.00,20.00,60.00,260.00,225.00,0.00,15.00,20.00,250.00,205.00,0.00,5.00,35.00,515.00,445.00,0.00,5.00,60.00,5.00,1.00,260.00,235.00,0.00,5.00,25.00,5.00,1.90,250.00,210.00,0.00,5.00,40.00,0.00,0.00
"59150461",370.00,315.00,0.00,10.00,40.00,190.00,170.00,0.00,0.00,20.00,180.00,155.00,0.00,5.00,20.00,365.00,325.00,0.00,0.00,40.00,0.00,0.00,190.00,170.00,0.00,0.00,20.00,0.00,0.00,175.00,160.00,0.00,0.00,20.00,0.00,0.00
"59150462",450.00,370.00,0.00,10.00,65.00,220.00,185.00,0.00,5.00,25.00,230.00,190.00,0.00,5.00,40.00,450.00,380.00,0.00,5.00,60.00,0.00,0.00,220.00,190.00,0.00,0.00,25.00,0.00,0.00,230.00,190.00,0.00,0.00,35.00,5.00,2.20
"59150463",555.00,485.00,0.00,10.00,55.00,270.00,245.00,0.00,5.00,20.00,285.00,245.00,0.00,5.00,35.00,555.00,495.00,0.00,0.00,55.00,0.00,0.00,265.00,245.00,0.00,0.00,25.00,0.00,0.00,285.00,250.00,0.00,0.00,35.00,0.00,0.00
"59150465",515.00,450.00,0.00,5.00,55.00,250.00,225.00,0.00,5.00,20.00,265.00,225.00,0.00,5.00,35.00,520.00,465.00,0.00,0.00,55.00,0.00,0.00,255.00,230.00,0.00,0.00,20.00,0.00,0.00,265.00,230.00,0.00,5.00,35.00,0.00,0.00
"59150466",480.00,415.00,0.00,10.00,60.00,225.00,205.00,0.00,0.00,25.00,255.00,210.00,0.00,10.00,35.00,480.00,420.00,0.00,0.00,55.00,0.00,0.00,230.00,205.00,0.00,0.00,25.00,0.00,0.00,255.00,220.00,0.00,0.00,35.00,0.00,0.00
"59150468",565.00,445.00,0.00,20.00,100.00,290.00,240.00,0.00,10.00,45.00,270.00,205.00,0.00,5.00,60.00,565.00,460.00,0.00,5.00,100.00,0.00,0.00,295.00,250.00,0.00,0.00,45.00,0.00,0.00,270.00,215.00,0.00,0.00,60.00,0.00,0.00
"59150469",640.00,500.00,0.00,10.00,130.00,310.00,250.00,0.00,5.00,55.00,335.00,250.00,0.00,10.00,80.00,640.00,510.00,0.00,0.00,130.00,0.00,0.00,310.00,255.00,0.00,0.00,50.00,0.00,0.00,335.00,260.00,0.00,0.00,75.00,0.00,0.00
"59150470",575.00,480.00,0.00,25.00,75.00,285.00,245.00,0.00,10.00,30.00,295.00,235.00,0.00,15.00,45.00,580.00,495.00,5.00,5.00,70.00,5.00,0.90,285.00,255.00,0.00,0.00,30.00,0.00,0.00,290.00,245.00,0.00,5.00,45.00,5.00,1.70
"59150471",635.00,555.00,0.00,25.00,50.00,310.00,285.00,0.00,10.00,15.00,320.00,270.00,0.00,15.00,35.00,635.00,575.00,0.00,10.00,50.00,5.00,0.80,310.00,295.00,0.00,5.00,15.00,0.00,0.00,320.00,280.00,0.00,5.00,35.00,0.00,0.00
"59150472",475.00,405.00,0.00,15.00,55.00,235.00,205.00,0.00,5.00,20.00,235.00,200.00,0.00,5.00,30.00,470.00,420.00,0.00,0.00,50.00,0.00,0.00,235.00,210.00,0.00,0.00,25.00,0.00,0.00,235.00,205.00,0.00,0.00,30.00,5.00,2.10
"59150473",655.00,545.00,0.00,30.00,85.00,325.00,280.00,0.00,15.00,30.00,335.00,265.00,0.00,15.00,55.00,655.00,565.00,5.00,5.00,80.00,10.00,1.50,325.00,295.00,0.00,0.00,30.00,0.00,0.00,335.00,270.00,5.00,5.00,55.00,5.00,1.50
"59150474",645.00,560.00,0.00,25.00,60.00,325.00,290.00,0.00,15.00,20.00,325.00,275.00,0.00,15.00,45.00,650.00,575.00,10.00,5.00,60.00,10.00,1.50,325.00,295.00,10.00,5.00,20.00,10.00,3.10,325.00,280.00,0.00,5.00,40.00,5.00,1.50
"59150475",695.00,590.00,0.00,45.00,60.00,330.00,280.00,0.00,25.00,25.00,365.00,305.00,0.00,20.00,40.00,695.00,630.00,0.00,5.00,55.00,5.00,0.70,330.00,300.00,0.00,5.00,25.00,0.00,0.00,365.00,325.00,0.00,0.00,40.00,5.00,1.40
"59150476",895.00,775.00,0.00,75.00,45.00,430.00,380.00,0.00,35.00,20.00,465.00,390.00,0.00,45.00,25.00,895.00,835.00,5.00,5.00,50.00,10.00,1.10,430.00,410.00,0.00,0.00,20.00,5.00,1.20,465.00,430.00,5.00,5.00,30.00,5.00,1.10
"59150477",615.00,540.00,0.00,25.00,55.00,295.00,265.00,0.00,10.00,20.00,320.00,280.00,0.00,5.00,30.00,615.00,560.00,5.00,0.00,50.00,5.00,0.80,300.00,275.00,5.00,0.00,20.00,0.00,0.00,315.00,285.00,0.00,0.00,30.00,0.00,0.00
"59150478",765.00,650.00,0.00,40.00,75.00,375.00,325.00,0.00,15.00,30.00,395.00,325.00,0.00,20.00,50.00,765.00,680.00,5.00,5.00,80.00,5.00,0.70,370.00,335.00,0.00,0.00,30.00,5.00,1.40,390.00,340.00,0.00,0.00,50.00,5.00,1.30
"59150479",475.00,425.00,0.00,15.00,30.00,225.00,205.00,0.00,10.00,10.00,240.00,215.00,0.00,10.00,20.00,475.00,440.00,0.00,0.00,30.00,0.00,0.00,225.00,215.00,0.00,0.00,10.00,0.00,0.00,245.00,225.00,0.00,5.00,20.00,0.00,0.00
"59150480",535.00,450.00,0.00,30.00,55.00,255.00,225.00,0.00,15.00,20.00,280.00,225.00,0.00,15.00,35.00,535.00,465.00,5.00,0.00,60.00,5.00,0.90,255.00,235.00,0.00,0.00,20.00,0.00,0.00,280.00,240.00,5.00,5.00,40.00,0.00,0.00
"59150481",475.00,430.00,0.00,20.00,30.00,225.00,205.00,0.00,10.00,10.00,250.00,220.00,0.00,10.00,20.00,475.00,445.00,0.00,5.00,30.00,0.00,0.00,225.00,215.00,0.00,0.00,10.00,5.00,2.20,250.00,230.00,0.00,0.00,20.00,5.00,2.00
"59150482",845.00,720.00,0.00,35.00,90.00,415.00,355.00,0.00,15.00,35.00,435.00,370.00,0.00,15.00,50.00,845.00,750.00,5.00,10.00,85.00,10.00,1.20,410.00,365.00,5.00,5.00,35.00,5.00,1.20,435.00,380.00,0.00,5.00,50.00,0.00,0.00
